time,LA Clippers,pts.away,score,pts.home,Houston
5:13.0,Offensive rebound by Team,,105-100,,
5:13.0,D. Jordan enters the game for M. Harrell,,105-100,,
5:13.0,A. Rivers makes free throw 2 of 2,1,106-100,,
4:58.0,,,106-103,3,J. Harden makes 3-pt shot from 25 ft
4:50.0,,,106-103,,Personal take foul by T. Ariza (drawn by D. Jordan)
4:50.0,D. Jordan makes free throw 1 of 2,1,107-103,,
4:50.0,J. Evans enters the game for S. Dekker,,107-103,,
4:50.0,J. Wilson enters the game for C. Williams,,107-103,,
4:50.0,D. Jordan makes free throw 2 of 2,1,108-103,,
4:31.0,,,108-106,3,P. Tucker makes 3-pt shot from 23 ft (assist by J. Harden)
4:04.0,A. Rivers makes 3-pt shot from 26 ft,3,111-106,,
3:47.0,,,111-106,,E. Gordon misses 2-pt shot at rim
3:45.0,,,111-106,,Offensive rebound by P. Tucker
3:44.0,,,111-106,,P. Tucker misses 2-pt shot at rim (block by A. Rivers)
3:44.0,Defensive rebound by L. Williams,,111-106,,
3:37.0,L. Williams misses 2-pt shot from 1 ft,,111-106,,
3:36.0,,,111-106,,Defensive rebound by T. Ariza
3:33.0,,,111-109,3,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden)
3:33.0,LA Clippers full timeout,,111-109,,
3:33.0,,,111-109,,Technical foul by P. Tucker
3:33.0,L. Williams makes technical free throw,1,112-109,,
3:33.0,,,112-109,,Personal take foul by R. Anderson (drawn by D. Jordan)
3:33.0,D. Jordan makes free throw 1 of 2,1,113-109,,
3:33.0,D. Jordan makes free throw 2 of 2,1,114-109,,
3:22.0,Personal foul by J. Wilson (drawn by R. Anderson),,114-109,,
3:22.0,S. Dekker enters the game for J. Wilson,,114-109,,
3:10.0,,,114-109,,Shooting foul by L. Williams (drawn by J. Harden)
3:10.0,,,114-110,1,J. Harden makes free throw 1 of 2
3:10.0,,,114-111,1,J. Harden makes free throw 2 of 2
2:57.0,A. Rivers makes 3-pt shot from 27 ft,3,117-111,,
2:38.0,,,117-111,,Shooting foul by D. Jordan (drawn by R. Anderson)
2:38.0,,,117-112,1,R. Anderson makes free throw 1 of 2
2:38.0,C. Williams enters the game for S. Dekker,,117-112,,
2:38.0,,,117-113,1,R. Anderson makes free throw 2 of 2
2:23.0,C. Williams makes 2-pt shot from 1 ft (assist by A. Rivers),2,119-113,,
2:20.0,,,119-113,,Offensive foul by J. Harden (drawn by J. Evans)
2:20.0,,,119-113,,Turnover by J. Harden (offensive foul)
2:12.0,,,119-113,,Technical foul by Team
2:12.0,L. Williams misses technical free throw,,119-113,,
2:12.0,Offensive rebound by Team,,119-113,,
2:05.0,A. Rivers misses 2-pt shot from 8 ft,,119-113,,
2:03.0,,,119-113,,Defensive rebound by P. Tucker
1:57.0,,,119-113,,J. Harden misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by D. Jordan,,119-113,,
1:35.0,L. Williams makes 3-pt shot from 26 ft,3,122-113,,
1:31.0,,,122-113,,Offensive foul by J. Harden (drawn by J. Evans)
1:31.0,,,122-113,,Turnover by J. Harden (offensive foul)
1:31.0,,,122-113,,Houston full timeout
1:09.0,A. Rivers makes 3-pt shot from 27 ft,3,125-113,,
0:59.0,,,125-115,2,J. Harden makes 2-pt shot from 1 ft
0:41.0,A. Rivers misses 3-pt shot from 23 ft,,125-115,,
0:38.0,Offensive rebound by J. Evans,,125-115,,
0:26.0,,,125-115,,Personal foul by J. Harden
0:26.0,,,125-115,,Technical foul by J. Harden
0:26.0,L. Williams makes technical free throw,1,126-115,,
0:26.0,,,126-115,,B. Weber enters the game for J. Harden
0:26.0,J. Evans makes free throw 2 of 2,1,127-115,,
0:26.0,J. Evans makes free throw 1 of 2,1,128-115,,
0:15.0,,,128-118,3,E. Gordon makes 3-pt shot from 26 ft (assist by R. Anderson)
