time,New York,pts.away,score,pts.home,Cleveland
4:52.0,,,17-13,,Offensive rebound by D. Rose
4:49.0,,,17-13,,K. Love misses 3-pt shot from 22 ft
4:49.0,Defensive rebound by K. Porzingis,,17-13,,
4:26.0,K. Porzingis makes 2-pt shot from 14 ft,2,19-13,,
4:14.0,,,19-13,,J. Smith misses 3-pt shot from 25 ft
4:12.0,Defensive rebound by C. Lee,,19-13,,
4:08.0,T. Hardaway misses 3-pt shot from 26 ft,,19-13,,
4:03.0,Offensive rebound by T. Hardaway,,19-13,,
4:03.0,T. Hardaway makes 3-pt shot from 24 ft,3,22-13,,
3:50.0,,,22-15,2,D. Rose makes 2-pt shot at rim
3:36.0,K. Porzingis makes 2-pt shot from 13 ft,2,24-15,,
3:24.0,,,24-15,,D. Wade enters the game for D. Rose
3:24.0,,,24-15,,K. Korver enters the game for J. Smith
3:24.0,D. McDermott enters the game for C. Lee,,24-15,,
3:24.0,F. Ntilikina enters the game for J. Jack,,24-15,,
3:17.0,,,24-15,,K. Love misses 3-pt shot from 25 ft
3:14.0,Defensive rebound by E. Kanter,,24-15,,
3:12.0,K. Porzingis misses 2-pt shot from 1 ft (block by K. Korver),,24-15,,
3:12.0,Offensive rebound by Team,,24-15,,
3:09.0,K. Porzingis misses 3-pt shot from 26 ft,,24-15,,
3:06.0,,,24-15,,Defensive rebound by J. Green
2:50.0,,,24-17,2,J. Green makes 2-pt shot at rim (assist by D. Wade)
2:50.0,,,24-17,,Shooting foul by E. Kanter (drawn by J. Green)
2:50.0,,,24-17,,J. Crowder enters the game for T. Thompson
2:50.0,,,24-17,,J. Green misses free throw 1 of 1
2:48.0,Defensive rebound by K. Porzingis,,24-17,,
2:34.0,E. Kanter misses 2-pt shot from 2 ft,,24-17,,
2:31.0,,,24-17,,Defensive rebound by J. Crowder
2:19.0,,,24-17,,J. Green misses 2-pt shot from 8 ft
2:16.0,,,24-17,,Offensive rebound by K. Love
2:11.0,,,24-17,,L. James enters the game for K. Love
2:11.0,L. Thomas enters the game for E. Kanter,,24-17,,
2:02.0,,,24-17,,K. Korver misses 2-pt shot from 1 ft
1:59.0,Defensive rebound by D. McDermott,,24-17,,
1:54.0,T. Hardaway makes 3-pt shot from 22 ft (assist by D. McDermott),3,27-17,,
1:37.0,,,27-17,,D. Wade misses 2-pt shot from 16 ft
1:34.0,Defensive rebound by L. Thomas,,27-17,,
1:19.0,K. Porzingis misses 2-pt shot from 2 ft (block by D. Wade),,27-17,,
1:15.0,,,27-17,,Defensive rebound by J. Crowder
1:11.0,,,27-19,2,L. James makes 2-pt shot from 6 ft
0:48.0,K. Porzingis makes 2-pt shot from 15 ft,2,29-19,,
0:37.0,,,29-19,,Offensive foul by K. Korver (drawn by L. Thomas)
0:37.0,,,29-19,,Turnover by K. Korver (offensive foul)
0:15.0,K. Porzingis misses 2-pt shot from 20 ft,,29-19,,
0:12.0,Offensive rebound by L. Thomas,,29-19,,
0:04.0,,,29-19,,Personal foul by J. Green (drawn by T. Hardaway)
0:01.0,T. Hardaway misses 3-pt shot from 36 ft,,29-19,,
0:01.0,,,29-19,,Defensive rebound by L. James
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,29-21,2,L. James makes 2-pt shot at rim (assist by D. Wade)
11:31.0,F. Ntilikina misses 2-pt shot from 22 ft,,29-21,,
11:31.0,,,29-21,,Defensive rebound by D. Wade
11:22.0,,,29-24,3,J. Crowder makes 3-pt shot from 27 ft (assist by L. James)
10:58.0,F. Ntilikina makes 2-pt shot from 12 ft,2,31-24,,
10:47.0,,,31-24,,J. Green misses 2-pt shot from 20 ft
10:44.0,Defensive rebound by F. Ntilikina,,31-24,,
10:39.0,D. McDermott makes 3-pt shot from 25 ft (assist by F. Ntilikina),3,34-24,,
10:16.0,,,34-26,2,D. Wade makes 2-pt shot from 1 ft (assist by L. James)
10:04.0,,,34-26,,Personal foul by K. Korver (drawn by D. McDermott)
9:49.0,Turnover by D. McDermott (bad pass; steal by L. James),,34-26,,
9:43.0,,,34-28,2,L. James makes 2-pt shot from 1 ft
9:43.0,,,34-28,,Shooting foul by F. Ntilikina (drawn by L. James)
9:43.0,,,34-29,1,L. James makes free throw 1 of 1
9:33.0,,,34-29,,Personal foul by J. Green (drawn by E. Kanter)
9:19.0,C. Lee misses 2-pt shot from 19 ft,,34-29,,
9:16.0,Offensive rebound by F. Ntilikina,,34-29,,
9:12.0,E. Kanter makes 2-pt shot at rim (assist by F. Ntilikina),2,36-29,,
8:58.0,,,36-31,2,D. Wade makes 2-pt shot from 12 ft
8:44.0,Turnover by E. Kanter (traveling),,36-31,,
8:44.0,,,36-31,,D. Rose enters the game for J. Green
8:44.0,J. Jack enters the game for F. Ntilikina,,36-31,,
8:36.0,,,36-31,,D. Rose misses 2-pt shot from 2 ft
8:33.0,Defensive rebound by E. Kanter,,36-31,,
8:19.0,J. Jack misses 3-pt shot from 25 ft,,36-31,,
8:18.0,Offensive rebound by E. Kanter,,36-31,,
8:18.0,Shooting foul by J. Crowder (drawn by E. Kanter),,36-31,,
8:18.0,E. Kanter misses free throw 1 of 2,,36-31,,
8:18.0,Offensive rebound by Team,,36-31,,
8:18.0,E. Kanter makes free throw 2 of 2,1,37-31,,
8:04.0,,,37-33,2,D. Wade makes 2-pt shot from 17 ft
7:56.0,J. Jack misses 2-pt shot from 14 ft,,37-33,,
7:53.0,,,37-33,,Defensive rebound by L. James
7:51.0,Personal foul by C. Lee (drawn by L. James),,37-33,,
7:51.0,T. Hardaway enters the game for L. Thomas,,37-33,,
7:45.0,,,37-35,2,K. Korver makes 2-pt shot from 19 ft (assist by D. Rose)
7:30.0,,,37-35,,Personal foul by D. Wade (drawn by T. Hardaway)
7:21.0,J. Jack misses 2-pt shot from 21 ft,,37-35,,
7:17.0,Offensive rebound by E. Kanter,,37-35,,
7:14.0,T. Hardaway makes 3-pt shot from 29 ft (assist by D. McDermott),3,40-35,,
6:57.0,,,40-35,,Turnover by D. Wade (bad pass; steal by T. Hardaway)
6:54.0,C. Lee makes 2-pt shot from 1 ft (assist by T. Hardaway),2,42-35,,
6:54.0,,,42-35,,Cleveland full timeout
6:54.0,,,42-35,,K. Love enters the game for D. Wade
6:54.0,K. Porzingis enters the game for D. McDermott,,42-35,,
6:46.0,Personal foul by C. Lee (drawn by L. James),,42-35,,
6:36.0,,,42-37,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Crowder)
6:24.0,,,42-37,,Personal foul by K. Korver (drawn by T. Hardaway)
6:24.0,T. Hardaway makes free throw 1 of 2,1,43-37,,
6:24.0,,,43-37,,J. Smith enters the game for K. Korver
6:24.0,T. Hardaway makes free throw 2 of 2,1,44-37,,
6:16.0,Personal foul by J. Jack (drawn by K. Love),,44-37,,
6:11.0,,,44-39,2,L. James makes 2-pt shot at rim (assist by K. Love)
5:50.0,K. Porzingis misses 2-pt shot from 15 ft,,44-39,,
5:46.0,,,44-39,,Defensive rebound by D. Rose
5:40.0,,,44-39,,K. Love misses 2-pt shot from 2 ft
5:37.0,Defensive rebound by E. Kanter,,44-39,,
5:33.0,C. Lee misses 3-pt shot from 23 ft,,44-39,,
5:33.0,Offensive rebound by E. Kanter,,44-39,,
5:23.0,T. Hardaway makes 2-pt shot at rim (assist by C. Lee),2,46-39,,
5:07.0,,,46-39,,J. Crowder misses 2-pt shot from 7 ft (block by E. Kanter)
5:07.0,,,46-39,,Offensive rebound by Team
5:07.0,,,46-39,,T. Thompson enters the game for L. James
5:07.0,,,46-39,,D. Wade enters the game for J. Crowder
5:04.0,,,46-42,3,J. Smith makes 3-pt shot from 25 ft (assist by D. Wade)
4:42.0,Shooting foul by T. Thompson (drawn by K. Porzingis),,46-42,,
4:42.0,K. Porzingis makes free throw 1 of 2,1,47-42,,
4:42.0,K. Porzingis misses free throw 2 of 2,,47-42,,
4:41.0,,,47-42,,Defensive rebound by Team
4:33.0,,,47-42,,K. Love misses 2-pt shot at rim
4:30.0,Defensive rebound by K. Porzingis,,47-42,,
4:25.0,Shooting foul by D. Rose (drawn by K. Porzingis),,47-42,,
4:25.0,K. Porzingis makes free throw 1 of 2,1,48-42,,
4:25.0,K. Porzingis makes free throw 2 of 2,1,49-42,,
4:17.0,,,49-44,2,D. Rose makes 2-pt shot from 5 ft
4:17.0,,,49-44,,Shooting foul by E. Kanter (drawn by D. Rose)
4:17.0,,,49-45,1,D. Rose makes free throw 1 of 1
4:01.0,E. Kanter misses 2-pt shot from 2 ft (block by D. Wade),,49-45,,
3:55.0,,,49-45,,Defensive rebound by J. Smith
3:49.0,,,49-47,2,J. Smith makes 2-pt shot from 1 ft
3:35.0,E. Kanter misses 2-pt shot from 1 ft (block by T. Thompson),,49-47,,
3:35.0,Offensive rebound by Team,,49-47,,
3:35.0,K. O'Quinn enters the game for E. Kanter,,49-47,,
3:32.0,K. Porzingis misses 3-pt shot from 25 ft,,49-47,,
3:29.0,,,49-47,,Defensive rebound by D. Wade
3:27.0,,,49-49,2,K. Love makes 2-pt shot at rim (assist by D. Wade)
3:27.0,New York full timeout,,49-49,,
3:11.0,T. Hardaway makes 3-pt shot from 26 ft,3,52-49,,
2:45.0,,,52-49,,J. Smith misses 3-pt shot from 27 ft
2:42.0,Defensive rebound by C. Lee,,52-49,,
2:39.0,K. Porzingis makes 2-pt shot at rim (assist by J. Jack),2,54-49,,
2:24.0,,,54-49,,D. Rose misses 2-pt shot from 1 ft (block by K. O'Quinn)
2:24.0,Defensive rebound by K. Porzingis,,54-49,,
2:23.0,Turnover by K. Porzingis (bad pass),,54-49,,
2:14.0,,,54-49,,Turnover by D. Wade (traveling)
1:58.0,T. Hardaway makes 2-pt shot at rim,2,56-49,,
1:43.0,Personal foul by K. O'Quinn (drawn by K. Love),,56-49,,
1:43.0,,,56-50,1,K. Love makes free throw 1 of 2
1:43.0,,,56-50,,L. James enters the game for T. Thompson
1:43.0,L. Thomas enters the game for C. Lee,,56-50,,
1:43.0,,,56-51,1,K. Love makes free throw 2 of 2
1:22.0,T. Hardaway makes 2-pt shot from 20 ft,2,58-51,,
1:08.0,Personal foul by T. Hardaway (drawn by J. Smith),,58-51,,
1:08.0,,,58-51,,J. Smith misses free throw 1 of 2
1:08.0,,,58-51,,Offensive rebound by Team
1:08.0,,,58-52,1,J. Smith makes free throw 2 of 2
0:56.0,K. Porzingis makes 2-pt shot at rim (assist by L. Thomas),2,60-52,,
0:38.0,,,60-52,,D. Wade misses 2-pt shot from 2 ft
0:38.0,,,60-52,,Offensive rebound by K. Love
0:38.0,,,60-52,,Shooting foul by K. O'Quinn (drawn by K. Love)
0:38.0,,,60-53,1,K. Love makes free throw 1 of 2
0:38.0,D. McDermott enters the game for T. Hardaway,,60-53,,
0:38.0,,,60-54,1,K. Love makes free throw 2 of 2
0:22.0,J. Jack makes 2-pt shot from 15 ft,2,62-54,,
0:02.0,,,62-54,,L. James misses 3-pt shot from 26 ft
0:02.0,Defensive rebound by K. Porzingis,,62-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,62-57,3,K. Love makes 3-pt shot from 26 ft (assist by D. Rose)
11:36.0,C. Lee misses 3-pt shot from 23 ft,,62-57,,
11:36.0,Offensive rebound by K. Porzingis,,62-57,,
11:25.0,K. Porzingis misses 2-pt shot at rim,,62-57,,
11:21.0,Offensive rebound by E. Kanter,,62-57,,
11:21.0,E. Kanter makes 2-pt shot at rim,2,64-57,,
11:20.0,Personal foul by C. Lee (drawn by T. Thompson),,64-57,,
11:10.0,,,64-57,,K. Love misses 3-pt shot from 23 ft
11:06.0,Defensive rebound by C. Lee,,64-57,,
10:53.0,K. Porzingis makes 2-pt shot from 1 ft (assist by T. Hardaway),2,66-57,,
10:34.0,,,66-57,,T. Thompson misses 2-pt shot from 9 ft
10:31.0,Defensive rebound by E. Kanter,,66-57,,
10:27.0,Offensive foul by K. Porzingis (drawn by J. Smith),,66-57,,
10:27.0,Turnover by K. Porzingis (offensive foul),,66-57,,
10:15.0,,,66-57,,D. Rose misses 2-pt shot from 19 ft
10:13.0,Defensive rebound by K. Porzingis,,66-57,,
10:01.0,K. Porzingis makes 2-pt shot from 14 ft,2,68-57,,
10:01.0,Shooting foul by K. Love (drawn by K. Porzingis),,68-57,,
10:01.0,K. Porzingis makes free throw 1 of 1,1,69-57,,
9:51.0,,,69-60,3,L. James makes 3-pt shot from 25 ft
9:27.0,E. Kanter misses 2-pt shot from 2 ft,,69-60,,
9:25.0,,,69-60,,Defensive rebound by L. James
9:21.0,,,69-60,,L. James misses 3-pt shot from 25 ft
9:18.0,Defensive rebound by K. Porzingis,,69-60,,
9:12.0,E. Kanter makes 2-pt shot from 8 ft (assist by C. Lee),2,71-60,,
8:56.0,,,71-60,,K. Love misses 2-pt shot from 19 ft
8:56.0,Defensive rebound by K. Porzingis,,71-60,,
8:48.0,J. Jack misses 2-pt shot from 18 ft,,71-60,,
8:45.0,,,71-60,,Defensive rebound by D. Rose
8:41.0,,,71-62,2,D. Rose makes 2-pt shot from 1 ft
8:41.0,Violation by K. Porzingis (def goaltending),,71-62,,
8:27.0,K. Porzingis misses 3-pt shot from 25 ft,,71-62,,
8:24.0,,,71-62,,Defensive rebound by J. Smith
8:19.0,,,71-62,,Shooting foul by K. Porzingis (drawn by T. Thompson)
8:19.0,,,71-62,,T. Thompson misses free throw 1 of 2
8:19.0,,,71-62,,Offensive rebound by Team
8:19.0,,,71-63,1,T. Thompson makes free throw 2 of 2
8:00.0,Shooting foul by T. Thompson (drawn by E. Kanter),,71-63,,
8:00.0,E. Kanter makes free throw 1 of 2,1,72-63,,
8:00.0,E. Kanter misses free throw 2 of 2,,72-63,,
7:57.0,,,72-63,,Defensive rebound by J. Smith
7:39.0,,,72-63,,Turnover by L. James (out of bounds lost ball)
7:26.0,Offensive foul by E. Kanter (drawn by D. Rose),,72-63,,
7:26.0,Turnover by E. Kanter (offensive foul),,72-63,,
7:11.0,,,72-63,,L. James misses 3-pt shot from 27 ft
7:11.0,Defensive rebound by Team,,72-63,,
7:11.0,,,72-63,,Loose ball foul by K. Love (drawn by K. Porzingis)
7:02.0,,,72-63,,Personal foul by L. James (drawn by K. Porzingis)
6:51.0,E. Kanter misses 2-pt shot from 12 ft,,72-63,,
6:48.0,,,72-63,,Defensive rebound by L. James
6:39.0,,,72-63,,K. Love misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by T. Hardaway,,72-63,,
6:30.0,K. Porzingis makes 2-pt shot from 10 ft (assist by T. Hardaway),2,74-63,,
6:16.0,,,74-65,2,D. Rose makes 2-pt shot from 1 ft
6:06.0,Turnover by T. Hardaway (bad pass; steal by L. James),,74-65,,
6:02.0,,,74-65,,L. James misses 2-pt shot from 2 ft (block by J. Jack)
6:01.0,,,74-65,,Offensive rebound by L. James
5:59.0,,,74-65,,L. James misses 2-pt shot from 1 ft
5:58.0,Defensive rebound by K. Porzingis,,74-65,,
5:53.0,Turnover by J. Jack (bad pass; steal by J. Smith),,74-65,,
5:45.0,,,74-67,2,L. James makes 2-pt shot from 2 ft (assist by D. Rose)
5:29.0,,,74-67,,Personal foul by T. Thompson (drawn by K. Porzingis)
5:29.0,,,74-67,,Cleveland full timeout
5:29.0,,,74-67,,J. Green enters the game for L. James
5:29.0,F. Ntilikina enters the game for J. Jack,,74-67,,
5:29.0,E. Kanter makes free throw 1 of 2,1,75-67,,
5:29.0,D. McDermott enters the game for C. Lee,,75-67,,
5:29.0,E. Kanter makes free throw 2 of 2,1,76-67,,
5:15.0,,,76-67,,D. Wade enters the game for D. Rose
5:15.0,K. O'Quinn enters the game for E. Kanter,,76-67,,
5:13.0,,,76-67,,Offensive foul by T. Thompson (drawn by F. Ntilikina)
5:13.0,,,76-67,,Turnover by T. Thompson (offensive foul)
5:13.0,,,76-67,,L. James enters the game for T. Thompson
4:56.0,Shooting foul by J. Green (drawn by T. Hardaway),,76-67,,
4:56.0,T. Hardaway makes free throw 1 of 2,1,77-67,,
4:56.0,C. Lee enters the game for D. McDermott,,77-67,,
4:56.0,T. Hardaway makes free throw 2 of 2,1,78-67,,
4:43.0,,,78-67,,J. Green misses 2-pt shot from 2 ft (block by K. Porzingis)
4:38.0,Defensive rebound by K. O'Quinn,,78-67,,
4:35.0,T. Hardaway makes 3-pt shot from 25 ft (assist by C. Lee),3,81-67,,
4:26.0,Personal foul by F. Ntilikina (drawn by D. Wade),,81-67,,
4:26.0,,,81-67,,J. Crowder enters the game for K. Love
4:16.0,,,81-67,,L. James misses 2-pt shot from 21 ft
4:13.0,Defensive rebound by K. Porzingis,,81-67,,
4:04.0,C. Lee makes 3-pt shot from 23 ft (assist by T. Hardaway),3,84-67,,
3:48.0,,,84-67,,Shooting foul by F. Ntilikina (drawn by J. Smith)
3:48.0,,,84-68,1,J. Smith makes free throw 1 of 2
3:48.0,L. Thomas enters the game for K. Porzingis,,84-68,,
3:48.0,,,84-69,1,J. Smith makes free throw 2 of 2
3:33.0,L. Thomas makes 2-pt shot from 15 ft (assist by K. O'Quinn),2,86-69,,
3:21.0,,,86-69,,D. Wade misses 3-pt shot from 25 ft
3:19.0,Defensive rebound by C. Lee,,86-69,,
3:04.0,L. Thomas misses 2-pt shot from 18 ft,,86-69,,
3:01.0,,,86-69,,Defensive rebound by J. Crowder
2:55.0,,,86-69,,J. Crowder misses 3-pt shot from 25 ft
2:50.0,Defensive rebound by K. O'Quinn,,86-69,,
2:40.0,Turnover by F. Ntilikina (bad pass),,86-69,,
2:40.0,New York full timeout,,86-69,,
2:40.0,,,86-69,,K. Korver enters the game for J. Smith
2:15.0,,,86-69,,J. Crowder misses 3-pt shot from 25 ft
2:13.0,Turnover by C. Lee (bad pass),,86-69,,
2:12.0,Offensive rebound by C. Lee,,86-69,,
2:05.0,,,86-69,,K. Korver misses 3-pt shot from 25 ft
1:53.0,,,86-69,,Offensive rebound by J. Green
1:53.0,,,86-71,2,J. Green makes 2-pt shot at rim
1:39.0,F. Ntilikina makes 3-pt shot from 26 ft (assist by T. Hardaway),3,89-71,,
1:24.0,,,89-71,,Shooting foul by K. O'Quinn (drawn by J. Green)
1:24.0,,,89-72,1,J. Green makes free throw 1 of 2
1:24.0,,,89-73,1,J. Green makes free throw 2 of 2
1:09.0,T. Hardaway misses 3-pt shot from 29 ft,,89-73,,
1:06.0,,,89-73,,Defensive rebound by J. Crowder
1:01.0,,,89-73,,J. Green misses 3-pt shot from 23 ft
0:58.0,Defensive rebound by F. Ntilikina,,89-73,,
0:57.0,Shooting foul by D. Wade (drawn by T. Hardaway),,89-73,,
0:57.0,T. Hardaway makes free throw 1 of 2,1,90-73,,
0:57.0,T. Hardaway misses free throw 2 of 2,,90-73,,
0:55.0,,,90-73,,Defensive rebound by K. Korver
0:45.0,Personal foul by T. Hardaway (drawn by K. Korver),,90-73,,
0:45.0,,,90-74,1,K. Korver makes free throw 1 of 2
0:45.0,,,90-75,1,K. Korver makes free throw 2 of 2
0:29.0,K. O'Quinn misses 2-pt shot from 16 ft,,90-75,,
0:26.0,Offensive rebound by L. Thomas,,90-75,,
0:08.0,T. Hardaway makes 2-pt shot from 1 ft,2,92-75,,
0:01.0,,,92-75,,Turnover by L. James (lost ball; steal by F. Ntilikina)
0:00.0,F. Ntilikina misses 3-pt shot from 33 ft,,92-75,,
0:00.0,Offensive rebound by Team,,92-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,L. Thomas misses 2-pt shot from 2 ft,,92-75,,
11:35.0,,,92-75,,Defensive rebound by K. Love
11:33.0,,,92-75,,Turnover by L. James (bad pass; steal by F. Ntilikina)
11:20.0,T. Hardaway misses 2-pt shot from 10 ft,,92-75,,
11:17.0,,,92-75,,Defensive rebound by D. Wade
11:05.0,Personal block foul by T. Hardaway (drawn by K. Love),,92-75,,
10:54.0,Personal foul by C. Lee (drawn by K. Korver),,92-75,,
10:54.0,D. McDermott enters the game for C. Lee,,92-75,,
10:48.0,,,92-75,,Shooting foul by F. Ntilikina (drawn by K. Love)
10:48.0,,,92-76,1,K. Love makes free throw 1 of 2
10:48.0,,,92-77,1,K. Love makes free throw 2 of 2
10:35.0,F. Ntilikina misses 3-pt shot from 25 ft,,92-77,,
10:33.0,,,92-77,,Defensive rebound by K. Korver
10:26.0,K. Porzingis enters the game for K. O'Quinn,,92-77,,
10:19.0,Jump ball: L. James vs. L. Thomas (J. Crowder gains possession),,,,Jump ball: L. James vs. L. Thomas (J. Crowder gains possession)
10:14.0,,,92-80,3,K. Korver makes 3-pt shot from 26 ft (assist by L. James)
9:57.0,Turnover by K. Porzingis (lost ball; steal by D. Wade),,92-80,,
9:52.0,,,92-80,,Turnover by J. Crowder (bad pass; steal by T. Hardaway)
9:46.0,T. Hardaway misses 3-pt shot from 22 ft,,92-80,,
9:43.0,,,92-80,,Defensive rebound by L. James
9:40.0,,,92-80,,Shooting foul by K. Porzingis (drawn by J. Crowder)
9:40.0,,,92-81,1,J. Crowder makes free throw 1 of 2
9:40.0,J. Jack enters the game for F. Ntilikina,,92-81,,
9:40.0,,,92-82,1,J. Crowder makes free throw 2 of 2
9:25.0,Shooting foul by K. Love (drawn by T. Hardaway),,92-82,,
9:25.0,T. Hardaway makes free throw 1 of 2,1,93-82,,
9:25.0,E. Kanter enters the game for L. Thomas,,93-82,,
9:25.0,T. Hardaway makes free throw 2 of 2,1,94-82,,
9:15.0,,,94-85,3,K. Korver makes 3-pt shot from 25 ft (assist by D. Wade)
8:50.0,K. Porzingis misses 2-pt shot from 14 ft,,94-85,,
8:46.0,,,94-85,,Defensive rebound by K. Korver
8:42.0,Personal foul by D. McDermott (drawn by K. Love),,94-85,,
8:42.0,,,94-85,,K. Love misses free throw 1 of 2
8:42.0,,,94-85,,Offensive rebound by Team
8:42.0,C. Lee enters the game for D. McDermott,,94-85,,
8:42.0,,,94-86,1,K. Love makes free throw 2 of 2
8:32.0,J. Jack misses 2-pt shot from 16 ft,,94-86,,
8:28.0,,,94-86,,Defensive rebound by K. Love
8:21.0,New York full timeout,,94-86,,
8:20.0,,,94-88,2,L. James makes 2-pt shot from 1 ft (assist by K. Korver)
8:06.0,T. Hardaway misses 2-pt shot from 3 ft,,94-88,,
8:02.0,,,94-88,,Defensive rebound by J. Crowder
7:52.0,,,94-88,,D. Wade misses 2-pt shot from 13 ft
7:50.0,Defensive rebound by C. Lee,,94-88,,
7:33.0,C. Lee makes 2-pt shot from 1 ft,2,96-88,,
7:08.0,,,96-88,,L. James misses 2-pt shot from 13 ft
7:06.0,Defensive rebound by C. Lee,,96-88,,
6:55.0,K. Porzingis misses 2-pt shot from 15 ft,,96-88,,
6:55.0,Offensive rebound by E. Kanter,,96-88,,
6:55.0,Shooting foul by K. Korver (drawn by E. Kanter),,96-88,,
6:55.0,E. Kanter makes free throw 1 of 2,1,97-88,,
6:55.0,,,97-88,,D. Rose enters the game for D. Wade
6:55.0,E. Kanter makes free throw 2 of 2,1,98-88,,
6:40.0,,,98-88,,Turnover by D. Rose (out of bounds lost ball)
6:21.0,K. Porzingis misses 2-pt shot from 12 ft,,98-88,,
6:19.0,,,98-88,,Defensive rebound by K. Love
6:13.0,,,98-88,,J. Crowder misses 3-pt shot from 22 ft
6:13.0,Defensive rebound by E. Kanter,,98-88,,
6:06.0,C. Lee makes 3-pt shot from 23 ft (assist by T. Hardaway),3,101-88,,
6:05.0,,,101-88,,Cleveland full timeout
6:05.0,,,101-88,,J. Smith enters the game for J. Crowder
5:58.0,,,101-88,,K. Korver misses 3-pt shot from 24 ft
5:55.0,Defensive rebound by C. Lee,,101-88,,
5:42.0,E. Kanter makes 2-pt shot from 2 ft (assist by J. Jack),2,103-88,,
