time,Cleveland,pts.away,score,pts.home,Indiana
5:03.0,,,13-13,3,V. Oladipo makes 3-pt shot from 22 ft (assist by D. Collison)
4:42.0,K. Korver misses 3-pt shot from 22 ft,,13-13,,
4:40.0,,,13-13,,Defensive rebound by V. Oladipo
4:38.0,,,13-13,,V. Oladipo misses 2-pt shot at rim
4:35.0,Defensive rebound by T. Thompson,,13-13,,
4:31.0,J. Smith makes 3-pt shot from 26 ft (assist by L. James),3,16-13,,
4:10.0,,,16-13,,B. Bogdanovic misses 3-pt shot from 23 ft
4:07.0,Defensive rebound by L. James,,16-13,,
4:02.0,K. Korver misses 3-pt shot from 23 ft,,16-13,,
3:59.0,Offensive rebound by L. James,,16-13,,
3:59.0,L. James makes 2-pt shot at rim,2,18-13,,
3:59.0,Shooting foul by M. Turner (drawn by L. James),,18-13,,
3:59.0,,,18-13,,L. Stephenson enters the game for M. Turner
3:59.0,,,18-13,,D. Sabonis enters the game for B. Bogdanovic
3:59.0,R. Hood enters the game for K. Korver,,18-13,,
3:59.0,L. James makes free throw 1 of 1,1,19-13,,
3:44.0,,,19-13,,D. Sabonis misses 2-pt shot from 5 ft
3:40.0,,,19-13,,Offensive rebound by L. Stephenson
3:34.0,,,19-13,,Turnover by D. Sabonis (out of bounds lost ball)
3:34.0,J. Clarkson enters the game for J. Calderon,,19-13,,
3:16.0,L. James makes 2-pt shot from 21 ft,2,21-13,,
2:59.0,,,21-15,2,D. Sabonis makes 2-pt shot from 1 ft (assist by D. Collison)
2:44.0,Offensive charge foul by T. Thompson (drawn by V. Oladipo),,21-15,,
2:44.0,Turnover by T. Thompson (offensive foul),,21-15,,
2:44.0,Cleveland full timeout,,21-15,,
2:44.0,,,21-15,,C. Joseph enters the game for D. Collison
2:25.0,,,21-15,,V. Oladipo misses 3-pt shot from 26 ft
2:22.0,Defensive rebound by J. Clarkson,,21-15,,
2:19.0,T. Thompson misses 2-pt shot from 2 ft (block by V. Oladipo),,21-15,,
2:17.0,,,21-15,,Defensive rebound by V. Oladipo
2:14.0,,,21-15,,Shooting foul by R. Hood (drawn by T. Young)
2:14.0,,,21-15,,T. Young misses free throw 1 of 2
2:14.0,,,21-15,,Offensive rebound by Team
2:14.0,L. Nance enters the game for T. Thompson,,21-15,,
2:14.0,,,21-15,,T. Young misses free throw 2 of 2
2:14.0,,,21-15,,Offensive rebound by D. Sabonis
2:00.0,,,21-17,2,L. Stephenson makes 2-pt shot at rim
1:45.0,J. Smith misses 3-pt shot from 26 ft,,21-17,,
1:42.0,,,21-17,,Defensive rebound by V. Oladipo
1:32.0,,,21-20,3,L. Stephenson makes 3-pt shot from 26 ft (assist by V. Oladipo)
1:06.0,J. Clarkson makes 2-pt shot from 11 ft,2,23-20,,
0:58.0,,,23-20,,Turnover by V. Oladipo (bad pass; steal by L. Nance)
0:55.0,R. Hood makes 2-pt shot from 10 ft,2,25-20,,
0:39.0,,,25-22,2,D. Sabonis makes 2-pt shot from 20 ft (assist by C. Joseph)
0:23.0,,,25-22,,Personal foul by C. Joseph (drawn by R. Hood)
0:23.0,R. Hood makes free throw 1 of 2,1,26-22,,
0:23.0,,,26-22,,B. Bogdanovic enters the game for T. Young
0:23.0,J. Green enters the game for L. James,,26-22,,
0:23.0,R. Hood makes free throw 2 of 2,1,27-22,,
0:06.0,Personal foul by J. Clarkson (drawn by V. Oladipo),,27-22,,
0:01.0,,,27-22,,Shooting foul by J. Smith (drawn by V. Oladipo)
0:01.0,,,27-23,1,V. Oladipo makes free throw 1 of 2
0:01.0,,,27-24,1,V. Oladipo makes free throw 2 of 2
0:00.0,J. Smith makes 3-pt shot from 60 ft (assist by J. Green),3,30-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,L. Nance misses 2-pt shot from 18 ft,,30-24,,
11:40.0,,,30-24,,Defensive rebound by C. Joseph
11:24.0,,,30-24,,Turnover by D. Sabonis (lost ball; steal by L. Nance)
11:19.0,Shooting foul by L. Stephenson (drawn by L. Nance),,30-24,,
11:19.0,L. Nance makes free throw 1 of 2,1,31-24,,
11:19.0,L. Nance makes free throw 2 of 2,1,32-24,,
11:09.0,,,32-24,,L. Stephenson misses 2-pt shot from 18 ft
11:06.0,Defensive rebound by L. James,,32-24,,
11:02.0,L. Nance makes 2-pt shot from 1 ft (assist by L. James),2,34-24,,
10:46.0,,,34-26,2,D. Sabonis makes 2-pt shot from 3 ft (assist by L. Stephenson)
10:46.0,,,34-26,,Shooting foul by L. James (drawn by D. Sabonis)
10:46.0,,,34-26,,D. Sabonis misses free throw 1 of 1
10:46.0,Defensive rebound by L. James,,34-26,,
10:32.0,L. James makes 2-pt shot at rim (assist by J. Green),2,36-26,,
10:12.0,,,36-28,2,L. Stephenson makes 2-pt shot from 12 ft
9:56.0,,,36-28,,Personal foul by B. Bogdanovic (drawn by L. James)
9:44.0,J. Green misses 2-pt shot from 16 ft,,36-28,,
9:39.0,Offensive rebound by L. Nance,,36-28,,
9:32.0,J. Clarkson makes 2-pt shot from 22 ft,2,38-28,,
9:13.0,,,38-28,,L. Stephenson misses 3-pt shot from 29 ft
9:09.0,Defensive rebound by J. Green,,38-28,,
9:05.0,J. Green makes 2-pt shot from 2 ft,2,40-28,,
8:53.0,,,40-28,,Indiana full timeout
8:53.0,,,40-28,,V. Oladipo enters the game for D. Sabonis
8:53.0,,,40-28,,M. Turner enters the game for T. Booker
8:43.0,,,40-31,3,M. Turner makes 3-pt shot from 27 ft (assist by L. Stephenson)
8:18.0,L. James makes 2-pt shot from 7 ft,2,42-31,,
8:00.0,,,42-33,2,B. Bogdanovic makes 2-pt shot at rim (assist by C. Joseph)
7:46.0,,,42-33,,T. Young enters the game for B. Bogdanovic
7:46.0,K. Love enters the game for R. Hood,,42-33,,
7:40.0,L. James misses 3-pt shot from 25 ft,,42-33,,
7:38.0,,,42-33,,Defensive rebound by V. Oladipo
7:27.0,,,42-33,,T. Young misses 3-pt shot from 22 ft
7:23.0,Defensive rebound by L. Nance,,42-33,,
7:11.0,L. Nance makes 2-pt shot from 1 ft (assist by L. James),2,44-33,,
6:48.0,,,44-33,,C. Joseph misses 3-pt shot from 26 ft
6:44.0,Defensive rebound by J. Clarkson,,44-33,,
6:36.0,J. Clarkson makes 2-pt shot from 1 ft,2,46-33,,
6:19.0,,,46-33,,Turnover by M. Turner (bad pass; steal by K. Love)
6:01.0,J. Clarkson makes 3-pt shot from 27 ft,3,49-33,,
5:46.0,Personal foul by J. Green (drawn by V. Oladipo),,49-33,,
5:46.0,,,49-33,,D. Collison enters the game for L. Stephenson
5:46.0,,,49-33,,B. Bogdanovic enters the game for C. Joseph
5:40.0,,,49-33,,Turnover by B. Bogdanovic (out of bounds lost ball)
5:30.0,L. Nance misses 2-pt shot from 7 ft,,49-33,,
5:26.0,Offensive rebound by L. James,,49-33,,
5:26.0,L. James misses 2-pt shot at rim,,49-33,,
5:25.0,,,49-33,,Defensive rebound by T. Young
5:12.0,,,49-36,3,M. Turner makes 3-pt shot from 26 ft (assist by D. Collison)
5:02.0,Cleveland full timeout,,49-36,,
5:02.0,J. Smith enters the game for L. James,,49-36,,
4:44.0,J. Smith misses 3-pt shot from 26 ft,,49-36,,
4:41.0,,,49-36,,Defensive rebound by B. Bogdanovic
4:27.0,,,49-39,3,D. Collison makes 3-pt shot from 22 ft (assist by V. Oladipo)
4:00.0,J. Clarkson makes 3-pt shot from 25 ft,3,52-39,,
3:42.0,,,52-39,,M. Turner misses 2-pt shot from 1 ft (block by L. Nance)
3:38.0,,,52-39,,Offensive rebound by M. Turner
3:36.0,,,52-39,,B. Bogdanovic misses 2-pt shot from 21 ft
3:34.0,Defensive rebound by L. Nance,,52-39,,
3:34.0,,,52-39,,Personal foul by T. Young (drawn by L. Nance)
3:34.0,L. James enters the game for L. Nance,,52-39,,
3:21.0,J. Smith misses 3-pt shot from 25 ft,,52-39,,
3:17.0,Offensive rebound by Team,,52-39,,
3:15.0,J. Smith misses 3-pt shot from 27 ft,,52-39,,
3:11.0,,,52-39,,Defensive rebound by T. Young
3:08.0,,,52-41,2,D. Collison makes 2-pt shot at rim (assist by T. Young)
3:00.0,Offensive charge foul by J. Clarkson (drawn by D. Collison),,52-41,,
3:00.0,Turnover by J. Clarkson (offensive foul),,52-41,,
2:49.0,,,52-43,2,M. Turner makes 2-pt shot at rim (assist by D. Collison)
2:26.0,Shooting foul by M. Turner (drawn by L. James),,52-43,,
2:26.0,L. James makes free throw 1 of 2,1,53-43,,
2:26.0,,,53-43,,D. Sabonis enters the game for M. Turner
2:26.0,J. Calderon enters the game for J. Clarkson,,53-43,,
2:26.0,L. James makes free throw 2 of 2,1,54-43,,
2:09.0,,,54-43,,D. Collison misses 2-pt shot from 20 ft
2:07.0,Defensive rebound by Team,,54-43,,
1:57.0,,,54-43,,Personal foul by B. Bogdanovic (drawn by L. James)
1:57.0,L. James makes free throw 1 of 2,1,55-43,,
1:57.0,,,55-43,,L. Stephenson enters the game for B. Bogdanovic
1:57.0,L. James makes free throw 2 of 2,1,56-43,,
1:40.0,,,56-43,,D. Collison misses 3-pt shot from 28 ft
1:36.0,Defensive rebound by J. Green,,56-43,,
1:33.0,L. James makes 2-pt shot from 1 ft (assist by J. Green),2,58-43,,
1:14.0,,,58-43,,L. Stephenson misses 2-pt shot from 15 ft
1:11.0,Defensive rebound by J. Smith,,58-43,,
1:10.0,Turnover by J. Smith (bad pass; steal by L. Stephenson),,58-43,,
1:07.0,,,58-45,2,L. Stephenson makes 2-pt shot at rim
0:44.0,Turnover by J. Green (lost ball; steal by D. Collison),,58-45,,
0:44.0,Personal foul by J. Smith (drawn by D. Collison),,58-45,,
0:44.0,L. Nance enters the game for K. Love,,58-45,,
0:44.0,R. Hood enters the game for J. Smith,,58-45,,
0:34.0,,,58-48,3,V. Oladipo makes 3-pt shot from 26 ft
0:23.0,Shooting foul by D. Sabonis (drawn by L. James),,58-48,,
0:23.0,L. James makes free throw 1 of 2,1,59-48,,
0:23.0,,,59-48,,B. Bogdanovic enters the game for T. Young
0:23.0,L. James makes free throw 2 of 2,1,60-48,,
0:02.0,,,60-50,2,D. Collison makes 2-pt shot at rim (assist by L. Stephenson)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,K. Love misses 2-pt shot from 19 ft,,60-50,,
11:36.0,,,60-50,,Defensive rebound by T. Young
11:23.0,,,60-52,2,M. Turner makes 2-pt shot at rim (assist by D. Collison)
11:03.0,J. Calderon misses 2-pt shot at rim,,60-52,,
11:03.0,Offensive rebound by K. Love,,60-52,,
11:03.0,K. Love makes 2-pt shot at rim,2,62-52,,
11:03.0,,,62-52,,Violation by M. Turner (def goaltending)
10:44.0,,,62-55,3,M. Turner makes 3-pt shot from 27 ft (assist by D. Collison)
10:19.0,Turnover by J. Calderon (bad pass; steal by T. Young),,62-55,,
10:18.0,Personal take foul by L. James (drawn by T. Young),,62-55,,
10:00.0,,,62-55,,D. Collison misses 3-pt shot from 25 ft
9:57.0,Defensive rebound by L. James,,62-55,,
9:51.0,K. Love misses 2-pt shot from 6 ft (block by T. Young),,62-55,,
9:48.0,,,62-55,,Defensive rebound by D. Collison
9:44.0,Personal foul by K. Love (drawn by V. Oladipo),,62-55,,
9:34.0,,,62-55,,V. Oladipo misses 2-pt shot from 17 ft
9:32.0,Defensive rebound by J. Calderon,,62-55,,
9:25.0,K. Love misses 3-pt shot from 22 ft,,62-55,,
9:22.0,,,62-55,,Defensive rebound by M. Turner
9:10.0,,,62-57,2,D. Collison makes 2-pt shot from 3 ft
9:10.0,,,62-57,,Shooting foul by J. Calderon (drawn by D. Collison)
9:10.0,,,62-58,1,D. Collison makes free throw 1 of 1
9:00.0,Turnover by L. James (lost ball; steal by M. Turner),,62-58,,
8:53.0,,,62-60,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by V. Oladipo)
8:51.0,Cleveland full timeout,,62-60,,
8:29.0,Shooting foul by M. Turner (drawn by K. Korver),,62-60,,
8:29.0,K. Korver makes free throw 1 of 2,1,63-60,,
8:29.0,,,63-60,,D. Sabonis enters the game for M. Turner
8:29.0,K. Korver makes free throw 2 of 2,1,64-60,,
8:18.0,,,64-60,,D. Collison misses 2-pt shot from 13 ft
8:16.0,Defensive rebound by K. Love,,64-60,,
8:11.0,J. Smith misses 3-pt shot from 26 ft,,64-60,,
8:07.0,,,64-60,,Defensive rebound by D. Sabonis
8:02.0,,,64-62,2,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo)
7:52.0,J. Smith makes 3-pt shot from 27 ft (assist by L. James),3,67-62,,
7:38.0,Violation by K. Love (kicked ball),,67-62,,
7:30.0,,,67-65,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by V. Oladipo)
7:00.0,J. Calderon makes 3-pt shot from 25 ft (assist by K. Korver),3,70-65,,
6:45.0,,,70-68,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Collison)
6:16.0,L. James misses 3-pt shot from 28 ft,,70-68,,
6:13.0,,,70-68,,Defensive rebound by B. Bogdanovic
6:07.0,,,70-68,,V. Oladipo misses 2-pt shot from 1 ft
6:04.0,Defensive rebound by K. Love,,70-68,,
5:56.0,K. Korver makes 3-pt shot from 22 ft (assist by J. Calderon),3,73-68,,
5:44.0,,,73-68,,Indiana full timeout
5:27.0,,,73-68,,T. Young misses 2-pt shot from 6 ft
5:26.0,Defensive rebound by L. James,,73-68,,
5:16.0,J. Smith misses 3-pt shot from 27 ft,,73-68,,
5:14.0,Offensive rebound by K. Love,,73-68,,
5:12.0,K. Love makes 2-pt shot from 1 ft,2,75-68,,
4:53.0,,,75-68,,D. Collison misses 3-pt shot from 27 ft
4:50.0,Defensive rebound by K. Love,,75-68,,
4:41.0,Shooting foul by T. Young (drawn by K. Love),,75-68,,
4:41.0,K. Love misses free throw 1 of 2,,75-68,,
4:41.0,Offensive rebound by Team,,75-68,,
4:41.0,K. Love makes free throw 2 of 2,1,76-68,,
4:25.0,,,76-68,,B. Bogdanovic misses 3-pt shot from 26 ft
4:22.0,Defensive rebound by J. Smith,,76-68,,
4:15.0,K. Love misses 2-pt shot at rim (block by T. Young),,76-68,,
4:12.0,Offensive rebound by K. Love,,76-68,,
4:11.0,Turnover by K. Love (lost ball; steal by T. Young),,76-68,,
3:58.0,,,76-68,,T. Young misses 2-pt shot from 4 ft
3:55.0,,,76-68,,Offensive rebound by D. Sabonis
3:55.0,,,76-70,2,D. Sabonis makes 2-pt shot at rim
3:31.0,L. James misses 2-pt shot from 19 ft,,76-70,,
3:27.0,,,76-70,,Defensive rebound by T. Young
3:25.0,,,76-70,,V. Oladipo misses 2-pt shot at rim (block by L. James)
3:23.0,,,76-70,,Offensive rebound by D. Sabonis
3:23.0,,,76-72,2,D. Sabonis makes 2-pt shot at rim
3:23.0,Cleveland full timeout,,76-72,,
3:23.0,,,76-72,,L. Stephenson enters the game for B. Bogdanovic
3:23.0,J. Clarkson enters the game for J. Calderon,,76-72,,
3:10.0,K. Korver makes 3-pt shot from 27 ft (assist by L. James),3,79-72,,
2:52.0,,,79-72,,D. Sabonis misses 2-pt shot from 1 ft
2:51.0,Defensive rebound by L. James,,79-72,,
2:46.0,Shooting foul by L. Stephenson (drawn by L. James),,79-72,,
2:46.0,L. James misses free throw 1 of 2,,79-72,,
2:46.0,Offensive rebound by Team,,79-72,,
2:46.0,L. James makes free throw 2 of 2,1,80-72,,
2:27.0,,,80-74,2,D. Collison makes 2-pt shot from 18 ft
2:01.0,J. Clarkson misses 3-pt shot from 25 ft,,80-74,,
1:58.0,,,80-74,,Defensive rebound by V. Oladipo
1:52.0,,,80-74,,D. Collison misses 3-pt shot from 25 ft
1:45.0,,,80-74,,Offensive rebound by T. Young
1:45.0,,,80-76,2,T. Young makes 2-pt shot at rim
1:31.0,J. Clarkson misses 2-pt shot from 1 ft,,80-76,,
1:28.0,Offensive rebound by K. Love,,80-76,,
1:28.0,K. Love misses 2-pt shot at rim (block by V. Oladipo),,80-76,,
1:27.0,,,80-76,,Defensive rebound by D. Collison
1:24.0,,,80-76,,V. Oladipo misses 3-pt shot from 27 ft
1:22.0,Defensive rebound by K. Korver,,80-76,,
1:15.0,K. Korver misses 3-pt shot from 26 ft,,80-76,,
1:10.0,,,80-76,,Defensive rebound by T. Young
0:53.0,,,80-78,2,T. Young makes 2-pt shot from 1 ft
0:37.0,K. Love misses 3-pt shot from 23 ft,,80-78,,
0:34.0,,,80-78,,Defensive rebound by T. Young
0:25.0,,,80-78,,V. Oladipo misses 2-pt shot from 17 ft
0:22.0,Defensive rebound by K. Love,,80-78,,
0:03.0,L. James misses 3-pt shot from 28 ft,,80-78,,
0:00.0,,,80-78,,Defensive rebound by T. Young
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,80-80,2,L. Stephenson makes 2-pt shot from 10 ft
11:26.0,L. James makes 2-pt shot from 4 ft,2,82-80,,
11:10.0,,,82-80,,L. Stephenson misses 3-pt shot from 27 ft
11:07.0,Defensive rebound by J. Green,,82-80,,
11:01.0,R. Hood misses 2-pt shot from 13 ft,,82-80,,
10:59.0,,,82-80,,Defensive rebound by L. Stephenson
10:52.0,,,82-83,3,D. Sabonis makes 3-pt shot from 26 ft (assist by L. Stephenson)
10:35.0,Turnover by L. Nance (bad pass),,82-83,,
10:34.0,,,82-83,,Turnover by L. Stephenson (bad pass)
10:13.0,J. Green makes 2-pt shot from 8 ft,2,84-83,,
9:54.0,,,84-83,,L. Stephenson misses 2-pt shot from 7 ft (block by J. Green)
9:54.0,Defensive rebound by Team,,84-83,,
9:30.0,Turnover by R. Hood (bad pass; steal by C. Joseph),,84-83,,
9:23.0,,,84-83,,B. Bogdanovic misses 3-pt shot from 26 ft
9:20.0,,,84-83,,Offensive rebound by T. Booker
9:20.0,,,84-83,,Shooting foul by R. Hood (drawn by T. Booker)
9:20.0,,,84-84,1,T. Booker makes free throw 1 of 2
9:20.0,,,84-85,1,T. Booker makes free throw 2 of 2
9:03.0,J. Green makes 3-pt shot from 24 ft (assist by J. Clarkson),3,87-85,,
8:47.0,,,87-87,2,D. Sabonis makes 2-pt shot at rim (assist by C. Joseph)
8:25.0,J. Clarkson misses 2-pt shot from 4 ft,,87-87,,
8:22.0,,,87-87,,Defensive rebound by T. Booker
8:20.0,,,87-87,,L. Stephenson misses 3-pt shot from 29 ft
8:20.0,Defensive rebound by Team,,87-87,,
8:17.0,,,87-87,,Loose ball foul by L. Stephenson (drawn by J. Green)
8:17.0,,,87-87,,V. Oladipo enters the game for T. Booker
8:17.0,,,87-87,,T. Young enters the game for B. Bogdanovic
8:17.0,K. Love enters the game for L. Nance,,87-87,,
8:05.0,Shooting foul by C. Joseph (drawn by R. Hood),,87-87,,
8:05.0,R. Hood makes free throw 1 of 2,1,88-87,,
8:05.0,R. Hood makes free throw 2 of 2,1,89-87,,
7:51.0,,,89-87,,V. Oladipo misses 2-pt shot from 3 ft (block by L. James)
7:51.0,,,89-87,,Offensive rebound by Team
7:44.0,,,89-89,2,D. Sabonis makes 2-pt shot from 14 ft (assist by L. Stephenson)
7:16.0,L. James misses 2-pt shot from 11 ft,,89-89,,
7:15.0,Offensive rebound by K. Love,,89-89,,
7:15.0,K. Love misses 2-pt shot from 1 ft (block by L. Stephenson),,89-89,,
7:12.0,,,89-89,,Defensive rebound by D. Sabonis
7:00.0,Personal foul by L. James (drawn by D. Sabonis),,89-89,,
7:00.0,J. Smith enters the game for R. Hood,,89-89,,
6:51.0,,,89-89,,D. Sabonis misses 2-pt shot from 18 ft
6:51.0,Defensive rebound by J. Green,,89-89,,
6:29.0,J. Clarkson misses 2-pt shot from 7 ft,,89-89,,
6:27.0,,,89-89,,Defensive rebound by D. Sabonis
6:15.0,,,89-89,,V. Oladipo misses 2-pt shot from 1 ft
6:13.0,,,89-89,,Offensive rebound by T. Young
6:13.0,,,89-91,2,T. Young makes 2-pt shot at rim
6:12.0,Cleveland full timeout,,89-91,,
6:12.0,Technical foul by L. James,,89-91,,
6:12.0,K. Korver enters the game for J. Clarkson,,89-91,,
6:12.0,,,89-92,1,V. Oladipo makes technical free throw
6:02.0,L. James makes 2-pt shot from 15 ft (assist by J. Green),2,91-92,,
5:39.0,,,91-92,,V. Oladipo misses 2-pt shot from 7 ft
5:37.0,,,91-92,,Offensive rebound by C. Joseph
5:19.0,,,91-92,,V. Oladipo misses 3-pt shot from 28 ft
5:14.0,Defensive rebound by L. James,,91-92,,
5:08.0,L. James misses 2-pt shot from 7 ft,,91-92,,
5:06.0,,,91-92,,Defensive rebound by T. Young
5:02.0,,,91-92,,C. Joseph misses 2-pt shot from 18 ft
5:02.0,Defensive rebound by L. James,,91-92,,
4:47.0,,,91-92,,D. Collison enters the game for C. Joseph
4:47.0,,,91-92,,M. Turner enters the game for D. Sabonis
4:45.0,Jump ball: L. Stephenson vs. L. James (J. Smith gains possession),,,,Jump ball: L. Stephenson vs. L. James (J. Smith gains possession)
4:40.0,J. Smith misses 2-pt shot from 20 ft,,91-92,,
4:38.0,,,91-92,,Defensive rebound by D. Collison
4:38.0,,,91-92,,Indiana full timeout
4:38.0,,,91-92,,B. Bogdanovic enters the game for L. Stephenson
4:28.0,,,91-92,,Shooting foul by J. Smith (drawn by V. Oladipo)
4:28.0,,,91-93,1,V. Oladipo makes free throw 1 of 2
4:28.0,,,91-93,,V. Oladipo misses free throw 2 of 2
4:28.0,Defensive rebound by K. Love,,91-93,,
4:12.0,J. Green misses 3-pt shot from 26 ft,,91-93,,
4:09.0,,,91-93,,Defensive rebound by M. Turner
3:55.0,,,91-93,,V. Oladipo misses 2-pt shot from 18 ft
3:52.0,Defensive rebound by J. Smith,,91-93,,
3:48.0,K. Korver makes 3-pt shot from 23 ft (assist by K. Love),3,94-93,,
3:20.0,,,94-93,,D. Collison misses 2-pt shot from 11 ft (block by K. Love)
3:18.0,Defensive rebound by K. Korver,,94-93,,
3:01.0,L. James makes 2-pt shot at rim,2,96-93,,
2:44.0,,,96-95,2,V. Oladipo makes 2-pt shot from 14 ft
2:29.0,K. Korver makes 3-pt shot from 27 ft (assist by L. James),3,99-95,,
2:01.0,,,99-95,,M. Turner misses 3-pt shot from 22 ft
2:01.0,,,99-95,,Offensive rebound by Team
2:01.0,,,99-95,,Turnover by Team (shot clock)
1:52.0,L. James makes 2-pt shot from 1 ft,2,101-95,,
1:39.0,,,101-95,,V. Oladipo misses 3-pt shot from 26 ft
1:38.0,Defensive rebound by Team,,101-95,,
1:38.0,,,101-95,,Loose ball foul by T. Young (drawn by L. James)
1:18.0,Cleveland full timeout,,101-95,,
1:15.0,L. James misses 3-pt shot from 24 ft,,101-95,,
1:10.0,,,101-95,,Defensive rebound by D. Collison
0:56.0,,,101-95,,B. Bogdanovic misses 3-pt shot from 23 ft
0:53.0,,,101-95,,Offensive rebound by T. Young
0:50.0,,,101-95,,T. Young misses 2-pt shot from 1 ft
0:48.0,Defensive rebound by L. James,,101-95,,
0:30.0,L. James misses 2-pt shot from 19 ft,,101-95,,
0:27.0,,,101-95,,Defensive rebound by T. Young
0:23.0,,,101-95,,Indiana full timeout
0:23.0,L. Nance enters the game for K. Love,,101-95,,
0:21.0,Personal foul by K. Korver (drawn by M. Turner),,101-95,,
0:15.0,,,101-97,2,T. Young makes 2-pt shot from 1 ft
0:15.0,Cleveland full timeout,,101-97,,
0:15.0,,,101-97,,C. Joseph enters the game for D. Collison
0:15.0,K. Love enters the game for L. Nance,,101-97,,
