time,Cleveland,pts.away,score,pts.home,Boston
2:15.0,,,15-24,3,M. Morris makes 3-pt shot from 26 ft (assist by J. Tatum)
1:53.0,L. James makes 2-pt shot from 1 ft,2,17-24,,
1:42.0,,,17-27,3,J. Brown makes 3-pt shot from 26 ft (assist by M. Smart)
1:23.0,Turnover by G. Hill (bad pass; steal by J. Tatum),,17-27,,
1:16.0,,,17-27,,A. Horford misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by Team,,17-27,,
1:14.0,,,17-27,,A. Baynes enters the game for A. Horford
1:14.0,J. Green enters the game for L. James,,17-27,,
0:57.0,K. Love makes 2-pt shot from 15 ft,2,19-27,,
0:47.0,,,19-27,,Shooting foul by K. Love (drawn by J. Tatum)
0:47.0,,,19-28,1,J. Tatum makes free throw 1 of 2
0:47.0,,,19-28,,T. Rozier enters the game for J. Brown
0:47.0,T. Thompson enters the game for K. Love,,19-28,,
0:47.0,,,19-29,1,J. Tatum makes free throw 2 of 2
0:28.0,Turnover by J. Smith (bad pass),,19-29,,
0:28.0,,,19-29,,J. Brown enters the game for A. Baynes
0:09.0,,,19-32,3,J. Brown makes 3-pt shot from 25 ft (assist by M. Smart)
0:04.0,J. Smith misses 3-pt shot from 31 ft,,19-32,,
0:04.0,,,19-32,,Defensive rebound by Team
0:00.0,,,19-32,,J. Brown misses 3-pt shot from 25 ft
0:00.0,,,19-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,J. Clarkson misses 3-pt shot from 24 ft,,19-32,,
11:40.0,,,19-32,,Defensive rebound by M. Morris
11:21.0,,,19-32,,T. Rozier misses 2-pt shot from 9 ft
11:20.0,,,19-32,,Offensive rebound by A. Baynes
11:20.0,,,19-34,2,A. Baynes makes 2-pt shot at rim
11:05.0,K. Korver misses 2-pt shot from 21 ft,,19-34,,
11:03.0,,,19-34,,Defensive rebound by A. Baynes
10:59.0,,,19-34,,Shooting foul by K. Korver (drawn by J. Brown)
10:59.0,,,19-35,1,J. Brown makes free throw 1 of 2
10:59.0,,,19-36,1,J. Brown makes free throw 2 of 2
10:47.0,,,19-36,,Technical foul by T. Rozier
10:47.0,K. Korver makes technical free throw,1,20-36,,
10:40.0,K. Korver misses 3-pt shot from 26 ft,,20-36,,
10:35.0,Offensive rebound by L. Nance,,20-36,,
10:32.0,K. Korver makes 3-pt shot from 27 ft (assist by L. Nance),2,23-36,,
10:18.0,Personal foul by L. James (drawn by A. Baynes),,23-36,,
10:14.0,,,23-36,,Turnover by J. Brown (out of bounds lost ball)
9:55.0,L. James misses 3-pt shot from 23 ft,,23-36,,
9:53.0,Offensive rebound by L. Nance,,23-36,,
9:51.0,L. Nance makes 2-pt shot at rim,2,25-36,,
9:29.0,,,25-36,,J. Brown misses 2-pt shot from 3 ft (block by L. Nance)
9:29.0,,,25-36,,Offensive rebound by Team
9:27.0,Jump ball: J. Brown vs. L. Nance (A. Baynes gains possession),,,,Jump ball: J. Brown vs. L. Nance (A. Baynes gains possession)
9:25.0,,,25-36,,T. Rozier misses 3-pt shot from 25 ft
9:24.0,,,25-36,,Offensive rebound by Team
9:24.0,,,25-36,,Turnover by Team (shot clock)
9:11.0,J. Clarkson makes 3-pt shot from 26 ft (assist by L. Nance),3,28-36,,
8:57.0,,,28-39,3,M. Morris makes 3-pt shot from 25 ft (assist by J. Brown)
8:40.0,J. Clarkson makes 3-pt shot from 27 ft (assist by L. James),3,31-39,,
8:20.0,,,31-39,,M. Morris misses 2-pt shot from 18 ft
8:17.0,Defensive rebound by J. Green,,31-39,,
8:17.0,,,31-39,,Personal foul by A. Baynes (drawn by L. Nance)
8:17.0,,,31-39,,A. Horford enters the game for M. Morris
8:17.0,,,31-39,,J. Tatum enters the game for A. Baynes
8:00.0,J. Green misses 3-pt shot from 22 ft,,31-39,,
7:57.0,,,31-39,,Defensive rebound by J. Tatum
7:45.0,,,31-39,,T. Rozier misses 3-pt shot from 23 ft
7:43.0,Defensive rebound by J. Clarkson,,31-39,,
7:30.0,J. Clarkson misses 3-pt shot from 25 ft,,31-39,,
7:27.0,,,31-39,,Defensive rebound by A. Horford
7:15.0,,,31-39,,M. Smart misses 3-pt shot from 30 ft
7:12.0,Defensive rebound by L. Nance,,31-39,,
7:01.0,Shooting foul by T. Rozier (drawn by L. Nance),,31-39,,
7:01.0,L. Nance misses free throw 1 of 2,,31-39,,
7:01.0,Offensive rebound by Team,,31-39,,
7:01.0,L. Nance misses free throw 2 of 2,,31-39,,
7:01.0,,,31-39,,Defensive rebound by M. Smart
6:54.0,,,31-39,,Boston full timeout
6:54.0,,,31-39,,M. Morris enters the game for M. Smart
6:39.0,,,31-39,,M. Morris misses 2-pt shot from 7 ft
6:37.0,Defensive rebound by L. James,,31-39,,
6:31.0,K. Korver misses 3-pt shot from 27 ft,,31-39,,
6:29.0,,,31-39,,Defensive rebound by T. Rozier
6:13.0,,,31-39,,Shooting foul by J. Clarkson (drawn by A. Horford)
6:13.0,,,31-40,1,A. Horford makes free throw 1 of 2
6:13.0,,,31-41,1,A. Horford makes free throw 2 of 2
6:02.0,,,31-41,,Personal foul by J. Brown (drawn by L. James)
6:02.0,,,31-41,,A. Baynes enters the game for J. Brown
6:02.0,T. Thompson enters the game for L. Nance,,31-41,,
6:02.0,K. Love enters the game for J. Green,,31-41,,
5:48.0,K. Love misses 3-pt shot from 25 ft,,31-41,,
5:46.0,,,31-41,,Defensive rebound by A. Horford
5:37.0,,,31-41,,T. Rozier misses 2-pt shot from 17 ft
5:34.0,Defensive rebound by T. Thompson,,31-41,,
5:23.0,J. Clarkson misses 2-pt shot from 8 ft (block by A. Baynes),,31-41,,
5:22.0,,,31-41,,Defensive rebound by A. Baynes
5:20.0,Jump ball: A. Baynes vs. J. Clarkson (J. Tatum gains possession),,,,Jump ball: A. Baynes vs. J. Clarkson (J. Tatum gains possession)
5:06.0,,,31-44,3,J. Tatum makes 3-pt shot from 25 ft (assist by T. Rozier)
4:47.0,Turnover by K. Love (bad pass; steal by T. Rozier),,31-44,,
4:36.0,,,31-44,,A. Baynes misses 2-pt shot from 7 ft
4:34.0,Defensive rebound by L. James,,31-44,,
4:26.0,,,31-44,,M. Smart enters the game for T. Rozier
4:26.0,J. Smith enters the game for J. Clarkson,,31-44,,
4:26.0,G. Hill enters the game for K. Korver,,31-44,,
4:20.0,L. James makes 2-pt shot from 14 ft,2,33-44,,
4:07.0,,,33-47,3,M. Morris makes 3-pt shot from 25 ft (assist by J. Tatum)
3:52.0,,,33-47,,Personal foul by M. Morris (drawn by L. James)
3:38.0,L. James makes 2-pt shot from 12 ft,2,35-47,,
3:23.0,,,35-47,,Turnover by M. Morris (lost ball; steal by L. James)
3:19.0,L. James makes 2-pt shot from 3 ft,2,37-47,,
3:07.0,,,37-49,2,M. Smart makes 2-pt shot from 10 ft
2:46.0,K. Love misses 3-pt shot from 26 ft,,37-49,,
2:43.0,,,37-49,,Defensive rebound by J. Tatum
2:30.0,,,37-51,2,M. Smart makes 2-pt shot from 3 ft
2:25.0,Cleveland full timeout,,37-51,,
2:25.0,,,37-51,,J. Brown enters the game for M. Morris
2:25.0,J. Green enters the game for L. James,,37-51,,
2:11.0,G. Hill misses 2-pt shot from 18 ft,,37-51,,
2:08.0,,,37-51,,Defensive rebound by A. Horford
1:56.0,,,37-51,,A. Baynes misses 3-pt shot from 22 ft
1:53.0,Defensive rebound by K. Love,,37-51,,
1:48.0,,,37-51,,Personal foul by A. Baynes (drawn by G. Hill)
1:48.0,G. Hill misses free throw 1 of 2,,37-51,,
1:48.0,Offensive rebound by Team,,37-51,,
1:48.0,,,37-51,,M. Morris enters the game for A. Baynes
1:48.0,L. James enters the game for K. Love,,37-51,,
1:48.0,G. Hill makes free throw 2 of 2,1,38-51,,
1:31.0,,,38-51,,J. Tatum misses 2-pt shot from 2 ft
1:30.0,,,38-51,,Offensive rebound by A. Horford
1:30.0,,,38-53,2,A. Horford makes 2-pt shot at rim
1:21.0,Shooting foul by J. Brown (drawn by G. Hill),,38-53,,
1:21.0,G. Hill makes free throw 1 of 2,1,39-53,,
1:21.0,G. Hill makes free throw 2 of 2,1,40-53,,
1:01.0,,,40-53,,M. Morris misses 2-pt shot from 8 ft
1:00.0,,,40-53,,Offensive rebound by Team
0:57.0,,,40-53,,J. Tatum misses 3-pt shot from 23 ft
0:55.0,Defensive rebound by L. James,,40-53,,
0:31.0,L. James makes 2-pt shot from 1 ft,2,42-53,,
0:16.0,Personal foul by G. Hill (drawn by M. Smart),,42-53,,
0:05.0,,,42-53,,J. Brown misses 3-pt shot from 24 ft
0:03.0,Defensive rebound by T. Thompson,,42-53,,
0:00.0,T. Thompson misses 3-pt shot from 48 ft,,42-53,,
0:00.0,Offensive rebound by Team,,42-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Smith misses 3-pt shot from 26 ft,,42-53,,
11:43.0,,,42-53,,Defensive rebound by T. Rozier
11:33.0,,,42-53,,J. Tatum misses 3-pt shot from 26 ft
11:30.0,Defensive rebound by Team,,42-53,,
11:09.0,L. James makes 2-pt shot from 19 ft,2,44-53,,
10:45.0,,,44-55,2,J. Brown makes 2-pt shot from 16 ft
10:21.0,L. James makes 2-pt shot at rim,2,46-55,,
9:57.0,,,46-55,,Turnover by T. Rozier (lost ball; steal by K. Love)
9:55.0,,,46-55,,Personal take foul by J. Tatum (drawn by L. James)
9:46.0,G. Hill misses 2-pt shot from 2 ft (block by A. Baynes),,46-55,,
9:43.0,,,46-55,,Defensive rebound by J. Brown
9:40.0,,,46-55,,Turnover by J. Brown (lost ball; steal by K. Love)
9:32.0,K. Love misses 3-pt shot from 22 ft,,46-55,,
9:29.0,,,46-55,,Defensive rebound by T. Rozier
9:10.0,,,46-55,,T. Rozier misses 2-pt shot from 18 ft
9:08.0,,,46-55,,Offensive rebound by Team
9:08.0,Loose ball foul by G. Hill (drawn by A. Horford),,46-55,,
8:54.0,,,46-55,,A. Horford misses 2-pt shot from 11 ft
8:51.0,Defensive rebound by K. Love,,46-55,,
8:44.0,L. James misses 2-pt shot from 4 ft,,46-55,,
8:41.0,Offensive rebound by T. Thompson,,46-55,,
8:38.0,L. James misses 2-pt shot from 2 ft,,46-55,,
8:34.0,,,46-55,,Defensive rebound by A. Baynes
8:33.0,,,46-55,,Shooting foul by J. Smith (drawn by J. Brown)
8:33.0,,,46-56,1,J. Brown makes free throw 1 of 2
8:33.0,,,46-56,,J. Brown misses free throw 2 of 2
8:30.0,Defensive rebound by L. James,,46-56,,
8:27.0,Turnover by L. James (bad pass; steal by T. Rozier),,46-56,,
8:23.0,,,46-59,3,J. Tatum makes 3-pt shot from 26 ft (assist by T. Rozier)
8:22.0,Cleveland full timeout,,46-59,,
8:11.0,Turnover by L. James (bad pass; steal by T. Rozier),,46-59,,
8:09.0,,,46-59,,Shooting foul by L. James (drawn by J. Brown)
8:09.0,,,46-60,1,J. Brown makes free throw 1 of 2
8:09.0,,,46-61,1,J. Brown makes free throw 2 of 2
7:53.0,K. Love makes 2-pt shot from 6 ft,2,48-61,,
7:40.0,Personal foul by J. Smith (drawn by A. Horford),,48-61,,
7:40.0,,,48-61,,M. Morris enters the game for J. Brown
7:24.0,,,48-63,2,J. Tatum makes 2-pt shot from 16 ft
7:13.0,J. Smith makes 2-pt shot from 6 ft,2,50-63,,
7:00.0,,,50-63,,Offensive foul by J. Tatum (drawn by J. Smith)
7:00.0,,,50-63,,Turnover by J. Tatum (offensive foul)
6:42.0,G. Hill makes 2-pt shot from 20 ft (assist by K. Love),2,52-63,,
6:18.0,,,52-63,,T. Rozier misses 2-pt shot from 1 ft
6:17.0,,,52-63,,Offensive rebound by A. Horford
6:17.0,,,52-63,,A. Horford misses 2-pt shot from 3 ft
6:16.0,,,52-63,,Offensive rebound by A. Horford
6:14.0,,,52-63,,A. Baynes misses 2-pt shot from 4 ft (block by K. Love)
6:13.0,Defensive rebound by L. James,,52-63,,
6:10.0,Shooting foul by M. Morris (drawn by L. James),,52-63,,
6:10.0,L. James makes free throw 1 of 2,1,53-63,,
6:10.0,,,53-63,,M. Smart enters the game for T. Rozier
6:10.0,L. James misses free throw 2 of 2,,53-63,,
6:10.0,,,53-63,,Defensive rebound by M. Morris
5:53.0,,,53-63,,M. Morris misses 3-pt shot from 27 ft
5:51.0,Defensive rebound by K. Love,,53-63,,
5:44.0,L. James misses 2-pt shot from 14 ft,,53-63,,
5:40.0,,,53-63,,Defensive rebound by M. Smart
5:35.0,,,53-65,2,M. Morris makes 2-pt shot from 1 ft (assist by M. Smart)
5:24.0,J. Smith misses 3-pt shot from 22 ft,,53-65,,
5:21.0,,,53-65,,Defensive rebound by A. Horford
5:06.0,,,53-68,3,M. Smart makes 3-pt shot from 27 ft (assist by J. Tatum)
4:41.0,G. Hill misses 2-pt shot from 15 ft,,53-68,,
4:39.0,,,53-68,,Defensive rebound by J. Tatum
4:26.0,,,53-68,,J. Tatum misses 3-pt shot from 28 ft
4:24.0,Defensive rebound by T. Thompson,,53-68,,
4:14.0,L. James makes 2-pt shot from 1 ft (assist by K. Love),2,55-68,,
4:14.0,Shooting foul by M. Morris (drawn by L. James),,55-68,,
4:14.0,,,55-68,,J. Brown enters the game for A. Baynes
4:14.0,L. James makes free throw 1 of 1,1,56-68,,
4:07.0,Personal foul by J. Smith (drawn by J. Tatum),,56-68,,
4:07.0,,,56-69,1,J. Tatum makes free throw 1 of 2
4:07.0,J. Green enters the game for J. Smith,,56-69,,
4:07.0,,,56-70,1,J. Tatum makes free throw 2 of 2
3:46.0,K. Love makes 2-pt shot from 6 ft (assist by L. James),2,58-70,,
3:27.0,,,58-70,,Shooting foul by T. Thompson (drawn by A. Horford)
3:27.0,,,58-71,1,A. Horford makes free throw 1 of 2
3:27.0,,,58-72,1,A. Horford makes free throw 2 of 2
3:01.0,Turnover by K. Love (bad pass; steal by J. Tatum),,58-72,,
2:58.0,,,58-74,2,J. Tatum makes 2-pt shot from 1 ft
2:46.0,J. Green makes 2-pt shot from 1 ft,2,60-74,,
2:25.0,,,60-76,2,M. Morris makes 2-pt shot at rim (assist by M. Smart)
2:03.0,L. James misses 3-pt shot from 28 ft,,60-76,,
2:00.0,,,60-76,,Defensive rebound by A. Horford
1:57.0,,,60-76,,J. Brown misses 2-pt shot from 1 ft (block by G. Hill)
1:56.0,Defensive rebound by Team,,60-76,,
1:56.0,,,60-76,,Boston full timeout
1:56.0,,,60-76,,A. Baynes enters the game for A. Horford
1:56.0,L. Nance enters the game for T. Thompson,,60-76,,
1:56.0,K. Korver enters the game for L. James,,60-76,,
1:34.0,Turnover by G. Hill (bad pass; steal by M. Smart),,60-76,,
1:29.0,,,60-76,,Turnover by J. Tatum (out of bounds lost ball)
1:29.0,J. Clarkson enters the game for G. Hill,,60-76,,
1:18.0,K. Love misses 3-pt shot from 22 ft,,60-76,,
1:15.0,,,60-76,,Defensive rebound by J. Tatum
1:00.0,,,60-76,,M. Smart misses 2-pt shot from 6 ft
0:59.0,Defensive rebound by J. Green,,60-76,,
0:41.0,J. Clarkson misses 2-pt shot from 7 ft (block by J. Tatum),,60-76,,
0:41.0,,,60-76,,Defensive rebound by Team
0:41.0,,,60-76,,T. Rozier enters the game for M. Smart
0:31.0,,,60-76,,M. Morris misses 2-pt shot from 3 ft
0:29.0,Defensive rebound by L. Nance,,60-76,,
0:27.0,Turnover by J. Green (out of bounds lost ball),,60-76,,
0:06.0,,,60-76,,J. Brown misses 2-pt shot from 4 ft (block by L. Nance)
0:02.0,Defensive rebound by L. Nance,,60-76,,
0:00.0,J. Clarkson misses 3-pt shot from 26 ft,,60-76,,
0:00.0,Offensive rebound by Team,,60-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,60-76,,M. Morris misses 3-pt shot from 23 ft
11:39.0,Defensive rebound by J. Clarkson,,60-76,,
11:35.0,Offensive charge foul by L. Nance (drawn by A. Baynes),,60-76,,
11:35.0,Turnover by L. Nance (offensive foul),,60-76,,
11:20.0,,,60-76,,J. Brown misses 2-pt shot from 3 ft (block by L. Nance)
11:19.0,,,60-76,,Offensive rebound by J. Brown
11:18.0,,,60-78,2,J. Brown makes 2-pt shot from 1 ft
10:57.0,J. Clarkson makes 2-pt shot from 20 ft (assist by J. Smith),2,62-78,,
10:41.0,,,62-81,3,M. Smart makes 3-pt shot from 26 ft (assist by T. Rozier)
10:23.0,Jump ball: M. Smart vs. L. Nance (J. Green gains possession),,,,Jump ball: M. Smart vs. L. Nance (J. Green gains possession)
10:21.0,J. Smith misses 3-pt shot from 26 ft,,62-81,,
10:19.0,,,62-81,,Defensive rebound by M. Smart
10:14.0,,,62-81,,Shooting foul by J. Smith (drawn by J. Brown)
10:14.0,,,62-82,1,J. Brown makes free throw 1 of 2
10:14.0,L. James enters the game for J. Smith,,62-82,,
10:14.0,,,62-83,1,J. Brown makes free throw 2 of 2
10:03.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,65-83,,
9:47.0,,,65-83,,M. Smart misses 3-pt shot from 29 ft
9:46.0,Defensive rebound by L. James,,65-83,,
9:37.0,L. James misses 3-pt shot from 26 ft,,65-83,,
9:33.0,,,65-83,,Defensive rebound by M. Smart
9:18.0,,,65-83,,M. Smart misses 3-pt shot from 25 ft
9:17.0,Defensive rebound by Team,,65-83,,
9:17.0,,,65-83,,Loose ball foul by A. Baynes (drawn by L. Nance)
9:04.0,J. Green makes 2-pt shot from 4 ft,2,67-83,,
8:49.0,,,67-83,,T. Rozier misses 3-pt shot from 27 ft
8:46.0,Defensive rebound by J. Green,,67-83,,
8:28.0,Shooting foul by J. Brown (drawn by J. Green),,67-83,,
8:28.0,J. Green misses free throw 1 of 2,,67-83,,
8:28.0,Offensive rebound by Team,,67-83,,
8:28.0,,,67-83,,A. Horford enters the game for M. Smart
8:28.0,,,67-83,,J. Tatum enters the game for A. Baynes
8:28.0,J. Green makes free throw 2 of 2,1,68-83,,
8:13.0,,,68-83,,T. Rozier misses 2-pt shot from 2 ft
8:11.0,Defensive rebound by J. Green,,68-83,,
8:06.0,Turnover by J. Green (lost ball; steal by A. Horford),,68-83,,
7:57.0,,,68-83,,J. Tatum misses 2-pt shot from 2 ft
7:55.0,Defensive rebound by L. James,,68-83,,
7:50.0,J. Green makes 3-pt shot from 22 ft (assist by K. Korver),3,71-83,,
7:49.0,,,71-83,,Boston full timeout
7:24.0,,,71-83,,T. Rozier misses 3-pt shot from 26 ft
7:23.0,Defensive rebound by L. Nance,,71-83,,
7:13.0,K. Korver misses 3-pt shot from 28 ft (block by J. Tatum),,71-83,,
7:12.0,,,71-83,,Defensive rebound by T. Rozier
7:02.0,,,71-83,,J. Brown misses 3-pt shot from 27 ft
7:02.0,Defensive rebound by L. James,,71-83,,
6:54.0,J. Clarkson misses 3-pt shot from 23 ft,,71-83,,
6:52.0,,,71-83,,Defensive rebound by M. Morris
6:29.0,,,71-83,,Turnover by Team (shot clock)
6:19.0,J. Clarkson misses 3-pt shot from 24 ft,,71-83,,
6:17.0,,,71-83,,Defensive rebound by A. Horford
6:05.0,,,71-83,,Turnover by A. Horford (traveling)
5:55.0,L. James misses 2-pt shot from 1 ft,,71-83,,
5:52.0,,,71-83,,Defensive rebound by M. Morris
5:49.0,,,71-85,2,A. Horford makes 2-pt shot at rim (assist by T. Rozier)
5:49.0,Cleveland full timeout,,71-85,,
5:49.0,K. Love enters the game for J. Clarkson,,71-85,,
5:49.0,G. Hill enters the game for L. Nance,,71-85,,
5:34.0,Turnover by L. James (bad pass; steal by J. Tatum),,71-85,,
5:30.0,,,71-85,,T. Rozier misses 2-pt shot from 3 ft
5:30.0,Defensive rebound by Team,,71-85,,
5:19.0,Turnover by L. James (out of bounds lost ball),,71-85,,
5:04.0,,,71-85,,J. Brown misses 3-pt shot from 25 ft
5:00.0,Defensive rebound by L. James,,71-85,,
4:43.0,L. James makes 2-pt shot from 1 ft,2,73-85,,
4:26.0,,,73-87,2,T. Rozier makes 2-pt shot from 16 ft
4:09.0,K. Love misses 2-pt shot from 8 ft (block by J. Brown),,73-87,,
4:06.0,,,73-87,,Defensive rebound by T. Rozier
3:53.0,,,73-90,3,A. Horford makes 3-pt shot from 26 ft (assist by T. Rozier)
3:35.0,,,73-90,,Personal foul by A. Horford (drawn by G. Hill)
3:19.0,L. James misses 3-pt shot from 27 ft,,73-90,,
3:17.0,,,73-90,,Defensive rebound by J. Tatum
3:11.0,,,73-90,,Shooting foul by K. Korver (drawn by J. Tatum)
3:11.0,,,73-90,,J. Tatum misses free throw 1 of 2
3:11.0,,,73-90,,Offensive rebound by Team
3:11.0,C. Osman enters the game for L. James,,73-90,,
3:11.0,,,73-91,1,J. Tatum makes free throw 2 of 2
2:53.0,Shooting foul by T. Rozier (drawn by G. Hill),,73-91,,
2:53.0,G. Hill makes free throw 1 of 2,1,74-91,,
2:53.0,,,74-91,,M. Smart enters the game for J. Brown
2:53.0,R. Hood enters the game for K. Korver,,74-91,,
2:53.0,G. Hill makes free throw 2 of 2,1,75-91,,
2:36.0,,,75-93,2,T. Rozier makes 2-pt shot at rim
2:36.0,,,75-93,,Shooting foul by J. Green (drawn by T. Rozier)
2:36.0,,,75-93,,A. Nader enters the game for A. Horford
2:36.0,,,75-93,,G. Yabusele enters the game for M. Smart
2:36.0,J. Calderon enters the game for K. Love,,75-93,,
2:36.0,A. Zizic enters the game for G. Hill,,75-93,,
2:36.0,,,75-94,1,T. Rozier makes free throw 1 of 1
2:26.0,R. Hood makes 2-pt shot from 9 ft (assist by J. Calderon),2,77-94,,
2:05.0,,,77-94,,M. Morris misses 2-pt shot from 1 ft (block by A. Zizic)
2:02.0,,,77-94,,Offensive rebound by M. Morris
1:59.0,,,77-96,2,J. Tatum makes 2-pt shot from 22 ft (assist by G. Yabusele)
1:50.0,A. Zizic makes 2-pt shot at rim (assist by R. Hood),2,79-96,,
1:35.0,,,79-96,,G. Yabusele misses 3-pt shot from 24 ft
1:33.0,Defensive rebound by J. Calderon,,79-96,,
1:15.0,R. Hood misses 3-pt shot from 26 ft,,79-96,,
1:14.0,,,79-96,,Defensive rebound by M. Morris
0:56.0,,,79-96,,G. Yabusele misses 3-pt shot from 22 ft
0:53.0,Defensive rebound by J. Green,,79-96,,
