time,Miami,pts.away,score,pts.home,Toronto
6:54.0,,,31-31,,Shooting foul by D. Jones (drawn by D. DeRozan)
6:54.0,,,31-32,1,D. DeRozan makes free throw 1 of 2
6:54.0,,,31-32,,D. Wright enters the game for F. VanVleet
6:54.0,,,31-33,1,D. DeRozan makes free throw 2 of 2
6:43.0,J. Johnson misses 3-pt shot from 22 ft,,31-33,,
6:37.0,Offensive rebound by B. Adebayo,,31-33,,
6:37.0,B. Adebayo misses 2-pt shot at rim,,31-33,,
6:36.0,Offensive rebound by B. Adebayo,,31-33,,
6:36.0,B. Adebayo makes 2-pt shot at rim,2,33-33,,
6:26.0,,,33-33,,D. DeRozan misses 2-pt shot from 16 ft (block by D. Jones)
6:23.0,Defensive rebound by G. Dragic,,33-33,,
6:21.0,W. Ellington makes 2-pt shot at rim (assist by G. Dragic),2,35-33,,
6:05.0,,,35-33,,D. Wright misses 3-pt shot from 25 ft
6:03.0,Defensive rebound by B. Adebayo,,35-33,,
5:54.0,Shooting foul by P. Siakam (drawn by D. Jones),,35-33,,
5:54.0,D. Jones makes free throw 1 of 2,1,36-33,,
5:54.0,,,36-33,,S. Ibaka enters the game for N. Powell
5:54.0,,,36-33,,O. Anunoby enters the game for P. Siakam
5:54.0,D. Jones makes free throw 2 of 2,1,37-33,,
5:30.0,,,37-35,2,D. Wright makes 2-pt shot from 7 ft
5:12.0,G. Dragic makes 2-pt shot from 6 ft,2,39-35,,
5:02.0,Personal block foul by B. Adebayo (drawn by J. Poeltl),,39-35,,
5:02.0,,,39-35,,J. Poeltl misses free throw 1 of 2
5:02.0,,,39-35,,Offensive rebound by Team
5:02.0,J. Richardson enters the game for D. Jones,,39-35,,
5:02.0,,,39-36,1,J. Poeltl makes free throw 2 of 2
4:49.0,W. Ellington misses 3-pt shot from 27 ft,,39-36,,
4:46.0,,,39-36,,Defensive rebound by D. Wright
4:34.0,,,39-36,,D. DeRozan misses 2-pt shot from 11 ft
4:31.0,,,39-36,,Offensive rebound by J. Poeltl
4:30.0,,,39-36,,Turnover by J. Poeltl (bad pass; steal by W. Ellington)
4:26.0,G. Dragic misses 3-pt shot from 24 ft,,39-36,,
4:22.0,Offensive rebound by G. Dragic,,39-36,,
4:21.0,G. Dragic makes 2-pt shot from 10 ft,2,41-36,,
3:57.0,,,41-36,,S. Ibaka misses 2-pt shot from 3 ft
3:55.0,Defensive rebound by G. Dragic,,41-36,,
3:51.0,G. Dragic makes 2-pt shot from 3 ft,2,43-36,,
3:40.0,,,43-36,,Toronto full timeout
3:40.0,,,43-36,,J. Valanciunas enters the game for J. Poeltl
3:40.0,H. Whiteside enters the game for B. Adebayo,,43-36,,
3:28.0,,,43-36,,D. DeRozan misses 2-pt shot from 2 ft
3:28.0,Defensive rebound by Team,,43-36,,
3:18.0,J. Johnson makes 2-pt shot from 1 ft (assist by G. Dragic),2,45-36,,
2:55.0,Personal foul by J. Johnson (drawn by S. Ibaka),,45-36,,
2:55.0,K. Olynyk enters the game for J. Johnson,,45-36,,
2:55.0,,,45-37,1,S. Ibaka makes free throw 1 of 2
2:55.0,,,45-37,,S. Ibaka misses free throw 2 of 2
2:52.0,Defensive rebound by J. Richardson,,45-37,,
2:37.0,H. Whiteside misses 2-pt shot from 9 ft,,45-37,,
2:35.0,,,45-37,,Defensive rebound by D. Wright
2:22.0,,,45-39,2,D. Wright makes 2-pt shot from 5 ft (assist by D. DeRozan)
1:56.0,G. Dragic misses 3-pt shot from 27 ft,,45-39,,
1:53.0,Offensive rebound by H. Whiteside,,45-39,,
1:52.0,Shooting foul by D. DeRozan (drawn by G. Dragic),,45-39,,
1:52.0,G. Dragic makes free throw 1 of 2,1,46-39,,
1:52.0,G. Dragic makes free throw 2 of 2,1,47-39,,
1:41.0,,,47-41,2,D. DeRozan makes 2-pt shot from 6 ft
1:24.0,G. Dragic misses 2-pt shot from 9 ft,,47-41,,
1:22.0,Offensive rebound by G. Dragic,,47-41,,
1:22.0,G. Dragic makes 2-pt shot from 1 ft,2,49-41,,
1:22.0,Shooting foul by J. Valanciunas (drawn by G. Dragic),,49-41,,
1:22.0,B. Adebayo enters the game for K. Olynyk,,49-41,,
1:22.0,G. Dragic misses free throw 1 of 1,,49-41,,
1:20.0,Offensive rebound by B. Adebayo,,49-41,,
1:18.0,W. Ellington misses 3-pt shot from 25 ft,,49-41,,
1:15.0,,,49-41,,Defensive rebound by O. Anunoby
1:06.0,,,49-41,,D. DeRozan misses 2-pt shot from 14 ft (block by J. Richardson)
1:04.0,Defensive rebound by W. Ellington,,49-41,,
0:54.0,G. Dragic misses 2-pt shot from 8 ft,,49-41,,
0:51.0,,,49-41,,Defensive rebound by D. Wright
0:43.0,,,49-41,,D. Wright misses 2-pt shot from 2 ft (block by H. Whiteside)
0:41.0,Defensive rebound by B. Adebayo,,49-41,,
0:28.0,Miami full timeout,,49-41,,
0:28.0,,,49-41,,F. VanVleet enters the game for D. DeRozan
0:19.0,G. Dragic makes 2-pt shot from 12 ft,2,51-41,,
0:00.0,,,51-41,,F. VanVleet misses 3-pt shot from 26 ft
0:00.0,,,51-41,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,H. Whiteside misses 2-pt shot from 1 ft (block by J. Valanciunas),,51-41,,
11:37.0,,,51-41,,Defensive rebound by D. Wright
11:18.0,,,51-41,,J. Valanciunas misses 2-pt shot from 7 ft
11:13.0,Defensive rebound by K. Olynyk,,51-41,,
11:00.0,D. Jones misses 2-pt shot from 8 ft,,51-41,,
10:58.0,Offensive rebound by D. Jones,,51-41,,
10:58.0,D. Jones makes 2-pt shot at rim,2,53-41,,
10:44.0,,,53-43,2,D. DeRozan makes 2-pt shot from 14 ft
10:30.0,Turnover by K. Olynyk (lost ball; steal by D. Wright),,53-43,,
10:25.0,,,53-45,2,S. Ibaka makes 2-pt shot from 1 ft
10:12.0,J. Richardson misses 3-pt shot from 26 ft,,53-45,,
10:09.0,Offensive rebound by K. Olynyk,,53-45,,
10:01.0,Turnover by J. Richardson (lost ball; steal by O. Anunoby),,53-45,,
9:53.0,,,53-47,2,D. DeRozan makes 2-pt shot from 11 ft
9:26.0,J. Richardson misses 3-pt shot from 30 ft,,53-47,,
9:26.0,Offensive rebound by Team,,53-47,,
9:26.0,Turnover by Team (shot clock),,53-47,,
9:12.0,,,53-50,3,S. Ibaka makes 3-pt shot from 25 ft (assist by D. Wright)
9:11.0,Miami full timeout,,53-50,,
9:11.0,J. Johnson enters the game for K. Olynyk,,53-50,,
8:55.0,Offensive foul by H. Whiteside (drawn by D. DeRozan),,53-50,,
8:55.0,Turnover by H. Whiteside (offensive foul),,53-50,,
8:44.0,,,53-52,2,J. Valanciunas makes 2-pt shot from 10 ft (assist by D. DeRozan)
8:32.0,J. Johnson misses 2-pt shot from 1 ft,,53-52,,
8:29.0,,,53-52,,Defensive rebound by S. Ibaka
8:16.0,,,53-52,,D. DeRozan misses 2-pt shot from 20 ft
8:16.0,Defensive rebound by Team,,53-52,,
8:02.0,J. Johnson makes 2-pt shot from 4 ft,2,55-52,,
7:50.0,,,55-52,,O. Anunoby misses 2-pt shot from 11 ft (block by D. Jones)
7:50.0,,,55-52,,Offensive rebound by Team
7:50.0,,,55-52,,C. Miles enters the game for S. Ibaka
7:50.0,B. Adebayo enters the game for J. Johnson,,55-52,,
7:40.0,,,55-54,2,D. Wright makes 2-pt shot from 4 ft
7:16.0,B. Adebayo makes 2-pt shot from 4 ft,2,57-54,,
7:01.0,Personal foul by H. Whiteside (drawn by J. Valanciunas),,57-54,,
6:51.0,,,57-54,,D. Wright misses 2-pt shot from 6 ft (block by G. Dragic)
6:48.0,Defensive rebound by G. Dragic,,57-54,,
6:41.0,,,57-54,,Personal foul by D. Wright (drawn by J. Richardson)
6:36.0,J. Richardson misses 2-pt shot from 15 ft,,57-54,,
6:31.0,,,57-54,,Defensive rebound by C. Miles
6:13.0,,,57-54,,O. Anunoby misses 2-pt shot at rim
6:11.0,Defensive rebound by D. Jones,,57-54,,
6:10.0,,,57-54,,Personal foul by C. Miles (drawn by D. Jones)
5:59.0,G. Dragic makes 2-pt shot from 13 ft,2,59-54,,
5:45.0,Personal foul by G. Dragic (drawn by J. Valanciunas),,59-54,,
5:45.0,W. Ellington enters the game for J. Richardson,,59-54,,
5:36.0,,,59-54,,C. Miles misses 3-pt shot from 27 ft
5:34.0,Defensive rebound by B. Adebayo,,59-54,,
5:23.0,G. Dragic makes 3-pt shot from 25 ft,3,62-54,,
5:07.0,,,62-54,,D. DeRozan misses 2-pt shot from 12 ft
5:06.0,,,62-54,,Offensive rebound by D. DeRozan
5:05.0,,,62-54,,D. DeRozan misses 2-pt shot from 2 ft
5:05.0,Defensive rebound by G. Dragic,,62-54,,
4:47.0,Shooting foul by D. Wright (drawn by G. Dragic),,62-54,,
4:47.0,G. Dragic misses free throw 1 of 2,,62-54,,
4:47.0,Offensive rebound by Team,,62-54,,
4:47.0,G. Dragic makes free throw 2 of 2,1,63-54,,
4:47.0,,,63-54,,Toronto full timeout
4:47.0,,,63-54,,F. VanVleet enters the game for D. Wright
4:36.0,,,63-56,2,D. DeRozan makes 2-pt shot from 18 ft
4:11.0,B. Adebayo misses 2-pt shot from 1 ft (block by J. Valanciunas),,63-56,,
4:08.0,,,63-56,,Defensive rebound by C. Miles
4:00.0,,,63-56,,D. DeRozan misses 2-pt shot from 15 ft
3:58.0,Defensive rebound by B. Adebayo,,63-56,,
3:42.0,W. Ellington misses 3-pt shot from 23 ft,,63-56,,
3:39.0,,,63-56,,Defensive rebound by O. Anunoby
3:32.0,,,63-56,,F. VanVleet misses 2-pt shot from 2 ft (block by H. Whiteside)
3:30.0,Defensive rebound by B. Adebayo,,63-56,,
3:11.0,G. Dragic makes 2-pt shot from 13 ft (assist by H. Whiteside),2,65-56,,
2:51.0,,,65-56,,J. Valanciunas misses 2-pt shot from 5 ft
2:49.0,Defensive rebound by G. Dragic,,65-56,,
2:45.0,,,65-56,,Personal foul by F. VanVleet (drawn by G. Dragic)
2:45.0,,,65-56,,L. Nogueira enters the game for J. Valanciunas
2:45.0,J. Richardson enters the game for G. Dragic,,65-56,,
2:33.0,D. Jones misses 2-pt shot from 4 ft (block by L. Nogueira),,65-56,,
2:32.0,,,65-56,,Defensive rebound by Team
2:32.0,Loose ball foul by D. Jones (drawn by O. Anunoby),,65-56,,
2:32.0,,,65-56,,N. Powell enters the game for O. Anunoby
2:22.0,,,65-56,,Shooting foul by B. Adebayo (drawn by D. DeRozan)
2:22.0,,,65-57,1,D. DeRozan makes free throw 1 of 2
2:22.0,,,65-58,1,D. DeRozan makes free throw 2 of 2
1:58.0,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Jones),2,67-58,,
1:58.0,Shooting foul by D. DeRozan (drawn by H. Whiteside),,67-58,,
1:58.0,H. Whiteside makes free throw 1 of 1,1,68-58,,
1:48.0,,,68-58,,N. Powell misses 2-pt shot from 17 ft (block by B. Adebayo)
1:48.0,Defensive rebound by H. Whiteside,,68-58,,
1:28.0,B. Adebayo misses 2-pt shot from 2 ft,,68-58,,
1:28.0,Offensive rebound by H. Whiteside,,68-58,,
1:22.0,H. Whiteside makes 2-pt shot at rim,2,70-58,,
1:14.0,,,70-61,3,C. Miles makes 3-pt shot from 25 ft
0:58.0,Turnover by J. Richardson (lost ball; steal by F. VanVleet),,70-61,,
0:51.0,,,70-61,,F. VanVleet misses 2-pt shot at rim
0:50.0,Defensive rebound by J. Richardson,,70-61,,
0:50.0,Turnover by J. Richardson (bad pass),,70-61,,
0:37.0,,,70-64,3,C. Miles makes 3-pt shot from 27 ft (assist by D. DeRozan)
0:30.0,J. Richardson makes 2-pt shot from 8 ft,2,72-64,,
0:11.0,,,72-64,,D. DeRozan misses 2-pt shot from 2 ft
0:07.0,Defensive rebound by H. Whiteside,,72-64,,
0:01.0,W. Ellington misses 2-pt shot from 2 ft (block by L. Nogueira),,72-64,,
0:01.0,Offensive rebound by W. Ellington,,72-64,,
0:00.0,B. Adebayo misses 3-pt shot from 28 ft,,72-64,,
0:00.0,Offensive rebound by Team,,72-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,72-64,,Turnover by L. Nogueira (bad pass; steal by G. Dragic)
11:36.0,Turnover by W. Ellington (bad pass; steal by N. Powell),,72-64,,
11:30.0,,,72-64,,N. Powell misses 3-pt shot from 26 ft
11:27.0,Defensive rebound by G. Dragic,,72-64,,
11:13.0,,,72-64,,Personal foul by C. Miles (drawn by B. Adebayo)
11:00.0,H. Whiteside misses 2-pt shot from 7 ft,,72-64,,
10:57.0,,,72-64,,Defensive rebound by F. VanVleet
10:51.0,,,72-64,,C. Miles misses 3-pt shot from 23 ft (block by W. Ellington)
10:46.0,Defensive rebound by H. Whiteside,,72-64,,
10:30.0,G. Dragic misses 2-pt shot from 18 ft,,72-64,,
10:25.0,,,72-64,,Defensive rebound by N. Powell
10:21.0,,,72-64,,N. Powell misses 2-pt shot at rim (block by B. Adebayo)
10:18.0,Defensive rebound by G. Dragic,,72-64,,
10:16.0,W. Ellington misses 3-pt shot from 23 ft,,72-64,,
10:16.0,,,72-64,,Defensive rebound by Team
10:04.0,,,72-66,2,F. VanVleet makes 2-pt shot from 17 ft
9:51.0,,,72-66,,Violation by L. Nogueira (kicked ball)
9:51.0,,,72-66,,P. Siakam enters the game for C. Miles
9:42.0,H. Whiteside makes 2-pt shot at rim (assist by J. Richardson),2,74-66,,
9:29.0,,,74-69,3,F. VanVleet makes 3-pt shot from 25 ft
9:06.0,B. Adebayo makes 2-pt shot from 1 ft,2,76-69,,
8:57.0,,,76-71,2,L. Nogueira makes 2-pt shot at rim (assist by F. VanVleet)
8:48.0,Turnover by H. Whiteside (turnover),,76-71,,
8:48.0,Loose ball foul by H. Whiteside (drawn by F. VanVleet),,76-71,,
8:37.0,,,76-71,,F. VanVleet misses 3-pt shot from 25 ft
8:35.0,,,76-71,,Offensive rebound by F. VanVleet
8:31.0,,,76-73,2,N. Powell makes 2-pt shot from 2 ft (assist by L. Brown)
8:31.0,Miami full timeout,,76-73,,
8:31.0,K. Olynyk enters the game for H. Whiteside,,76-73,,
8:12.0,W. Ellington misses 2-pt shot from 20 ft,,76-73,,
8:12.0,,,76-73,,Defensive rebound by Team
8:02.0,,,76-73,,P. Siakam misses 2-pt shot from 2 ft (block by B. Adebayo)
8:00.0,Defensive rebound by J. Richardson,,76-73,,
7:40.0,Turnover by G. Dragic (out of bounds lost ball),,76-73,,
7:25.0,,,76-73,,F. VanVleet misses 3-pt shot from 27 ft (block by J. Richardson)
7:25.0,Defensive rebound by J. Richardson,,76-73,,
7:25.0,Turnover by J. Richardson (bad pass),,76-73,,
7:16.0,,,76-73,,Turnover by F. VanVleet (step out of bounds)
7:00.0,J. Richardson makes 2-pt shot from 17 ft (assist by B. Adebayo),2,78-73,,
6:43.0,,,78-73,,F. VanVleet misses 3-pt shot from 22 ft
6:41.0,Defensive rebound by G. Dragic,,78-73,,
6:23.0,B. Adebayo makes 2-pt shot from 8 ft (assist by W. Ellington),2,80-73,,
6:21.0,,,80-73,,Toronto full timeout
6:21.0,,,80-73,,J. Poeltl enters the game for L. Brown
6:21.0,,,80-73,,D. Wright enters the game for F. VanVleet
6:21.0,,,80-73,,D. DeRozan enters the game for L. Nogueira
6:05.0,Personal foul by K. Olynyk (drawn by J. Poeltl),,80-73,,
5:50.0,,,80-75,2,P. Siakam makes 2-pt shot at rim
5:27.0,J. Richardson misses 2-pt shot from 17 ft,,80-75,,
5:24.0,,,80-75,,Defensive rebound by D. DeRozan
5:12.0,,,80-75,,Shooting foul by B. Adebayo (drawn by D. Wright)
5:12.0,,,80-76,1,D. Wright makes free throw 1 of 2
5:12.0,,,80-77,1,D. Wright makes free throw 2 of 2
5:01.0,,,80-77,,Personal foul by J. Poeltl (drawn by B. Adebayo)
4:57.0,J. Richardson makes 2-pt shot from 1 ft (assist by B. Adebayo),2,82-77,,
4:48.0,,,82-77,,Offensive foul by P. Siakam (drawn by G. Dragic)
4:48.0,,,82-77,,Turnover by P. Siakam (offensive foul)
4:31.0,B. Adebayo makes 2-pt shot from 10 ft (assist by W. Ellington),2,84-77,,
4:13.0,,,84-80,3,D. DeRozan makes 3-pt shot from 26 ft (assist by D. Wright)
3:48.0,B. Adebayo makes 2-pt shot from 1 ft (assist by J. Richardson),2,86-80,,
