time,Miami,pts.away,score,pts.home,New York
7:40.0,,,50-71,,Shooting foul by D. Waiters (drawn by E. Kanter)
7:40.0,,,50-72,1,E. Kanter makes free throw 1 of 2
7:40.0,,,50-73,1,E. Kanter makes free throw 2 of 2
7:26.0,B. Adebayo makes 2-pt shot at rim (assist by D. Waiters),2,52-73,,
7:03.0,,,52-73,,M. Beasley misses 3-pt shot from 24 ft
7:01.0,Defensive rebound by J. Richardson,,52-73,,
6:59.0,Offensive charge foul by J. Richardson (drawn by T. Hardaway),,52-73,,
6:59.0,Turnover by J. Richardson (offensive foul),,52-73,,
6:59.0,,,52-73,,L. Thomas enters the game for M. Beasley
6:59.0,,,52-73,,New York full timeout
6:48.0,,,52-73,,T. Hardaway misses 2-pt shot from 23 ft
6:46.0,Defensive rebound by J. Winslow,,52-73,,
6:23.0,D. Waiters misses 2-pt shot from 20 ft,,52-73,,
6:22.0,Offensive rebound by Team,,52-73,,
6:22.0,,,52-73,,Loose ball foul by T. Hardaway (drawn by B. Adebayo)
6:12.0,G. Dragic misses 2-pt shot at rim,,52-73,,
6:10.0,Offensive rebound by G. Dragic,,52-73,,
6:08.0,,,52-73,,Personal foul by T. Hardaway (drawn by J. Richardson)
6:03.0,G. Dragic misses 3-pt shot from 25 ft,,52-73,,
6:02.0,,,52-73,,Defensive rebound by L. Thomas
5:53.0,Personal foul by J. Richardson (drawn by J. Jack),,52-73,,
5:53.0,,,52-73,,D. McDermott enters the game for T. Hardaway
5:53.0,T. Johnson enters the game for J. Richardson,,52-73,,
5:40.0,,,52-76,3,C. Lee makes 3-pt shot from 25 ft
5:12.0,T. Johnson misses 3-pt shot from 26 ft,,52-76,,
5:10.0,,,52-76,,Defensive rebound by J. Jack
5:06.0,,,52-78,2,D. McDermott makes 2-pt shot from 1 ft (assist by J. Jack)
5:06.0,Miami full timeout,,52-78,,
5:06.0,J. Johnson enters the game for J. Winslow,,52-78,,
4:54.0,J. Johnson misses 2-pt shot from 15 ft,,52-78,,
4:53.0,,,52-78,,Defensive rebound by E. Kanter
4:36.0,,,52-78,,Turnover by L. Thomas (bad pass)
4:13.0,B. Adebayo makes 2-pt shot from 2 ft,2,54-78,,
3:54.0,,,54-80,2,D. McDermott makes 2-pt shot from 20 ft (assist by J. Jack)
3:30.0,T. Johnson misses 3-pt shot from 26 ft,,54-80,,
3:28.0,,,54-80,,Defensive rebound by C. Lee
3:14.0,,,54-80,,Shooting foul by J. Johnson (drawn by L. Thomas)
3:14.0,,,54-80,,R. Sessions enters the game for E. Kanter
3:14.0,,,54-80,,K. O'Quinn enters the game for J. Jack
3:14.0,K. Olynyk enters the game for G. Dragic,,54-80,,
3:14.0,W. Ellington enters the game for B. Adebayo,,54-80,,
3:14.0,,,54-81,1,L. Thomas makes free throw 1 of 2
3:14.0,,,54-82,1,L. Thomas makes free throw 2 of 2
2:51.0,Jump ball: K. O'Quinn vs. T. Johnson (L. Thomas gains possession),,,,Jump ball: K. O'Quinn vs. T. Johnson (L. Thomas gains possession)
2:51.0,Turnover by T. Johnson (bad pass; steal by K. O'Quinn),,54-82,,
2:40.0,,,54-84,2,K. O'Quinn makes 2-pt shot from 14 ft (assist by R. Sessions)
2:22.0,K. Olynyk makes 3-pt shot from 25 ft (assist by D. Waiters),3,57-84,,
2:01.0,,,57-86,2,D. McDermott makes 2-pt shot from 21 ft (assist by L. Thomas)
1:48.0,T. Johnson makes 2-pt shot from 18 ft,2,59-86,,
1:26.0,,,59-86,,R. Sessions misses 2-pt shot from 11 ft
1:25.0,Defensive rebound by J. Johnson,,59-86,,
1:11.0,D. Waiters makes 3-pt shot from 23 ft (assist by K. Olynyk),3,62-86,,
0:42.0,,,62-86,,C. Lee misses 2-pt shot from 1 ft
0:40.0,Defensive rebound by K. Olynyk,,62-86,,
0:36.0,Shooting foul by K. O'Quinn (drawn by D. Waiters),,62-86,,
0:36.0,,,62-86,,T. Hardaway enters the game for C. Lee
0:36.0,D. Waiters makes free throw 1 of 2,1,63-86,,
0:36.0,D. Waiters makes free throw 2 of 2,1,64-86,,
0:25.0,,,64-86,,Turnover by K. O'Quinn (bad pass)
0:03.0,Offensive charge foul by K. Olynyk (drawn by K. O'Quinn),,64-86,,
0:03.0,Turnover by K. Olynyk (offensive foul),,64-86,,
0:00.0,,,64-88,2,K. O'Quinn makes 2-pt shot from 16 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,64-88,,T. Hardaway misses 2-pt shot from 4 ft (block by J. Richardson)
11:39.0,Defensive rebound by J. Johnson,,64-88,,
11:23.0,,,64-88,,Loose ball foul by K. O'Quinn (drawn by K. Olynyk)
11:23.0,J. Johnson makes 3-pt shot from 25 ft (assist by J. Richardson),3,67-88,,
11:23.0,K. Olynyk makes free throw 1 of 1,1,68-88,,
11:08.0,,,68-88,,Turnover by K. O'Quinn (bad pass)
10:54.0,W. Ellington misses 3-pt shot from 25 ft,,68-88,,
10:54.0,,,68-88,,Defensive rebound by L. Thomas
10:37.0,,,68-91,3,L. Thomas makes 3-pt shot from 25 ft (assist by R. Sessions)
10:24.0,W. Ellington misses 3-pt shot from 23 ft,,68-91,,
10:24.0,,,68-91,,Defensive rebound by L. Thomas
10:12.0,,,68-93,2,R. Sessions makes 2-pt shot from 1 ft
10:04.0,J. Johnson makes 2-pt shot from 1 ft,2,70-93,,
10:04.0,Shooting foul by K. O'Quinn (drawn by J. Johnson),,70-93,,
10:04.0,J. Johnson misses free throw 1 of 1,,70-93,,
10:01.0,,,70-93,,Defensive rebound by L. Thomas
9:52.0,,,70-95,2,D. McDermott makes 2-pt shot from 1 ft (assist by K. O'Quinn)
9:39.0,T. Johnson misses 2-pt shot from 14 ft,,70-95,,
9:36.0,,,70-95,,Defensive rebound by K. O'Quinn
9:27.0,,,70-95,,Shooting foul by J. Johnson (drawn by L. Thomas)
9:27.0,B. Adebayo enters the game for J. Johnson,,70-95,,
9:27.0,,,70-95,,L. Thomas misses free throw 1 of 2
9:27.0,,,70-95,,Offensive rebound by Team
9:27.0,,,70-96,1,L. Thomas makes free throw 2 of 2
9:23.0,Miami full timeout,,70-96,,
9:05.0,K. Olynyk misses 2-pt shot from 20 ft,,70-96,,
9:02.0,,,70-96,,Defensive rebound by D. McDermott
8:48.0,,,70-96,,Turnover by T. Hardaway (lost ball; steal by J. Richardson)
8:48.0,,,70-96,,Personal foul by T. Hardaway (drawn by J. Richardson)
8:48.0,,,70-96,,R. Baker enters the game for T. Hardaway
8:48.0,,,70-96,,W. Hernangomez enters the game for K. O'Quinn
8:37.0,J. Richardson makes 2-pt shot from 2 ft (assist by T. Johnson),2,72-96,,
8:19.0,,,72-98,2,R. Sessions makes 2-pt shot from 1 ft
8:00.0,J. Richardson misses 3-pt shot from 22 ft,,72-98,,
7:58.0,,,72-98,,Defensive rebound by D. McDermott
7:51.0,,,72-98,,R. Sessions misses 2-pt shot from 3 ft
7:50.0,Defensive rebound by Team,,72-98,,
7:50.0,,,72-98,,Loose ball foul by W. Hernangomez (drawn by B. Adebayo)
7:35.0,,,72-98,,Personal foul by R. Baker (drawn by J. Richardson)
7:35.0,J. Richardson makes free throw 1 of 2,1,73-98,,
7:35.0,J. Richardson misses free throw 2 of 2,,73-98,,
7:30.0,,,73-98,,Defensive rebound by R. Baker
7:25.0,,,73-100,2,W. Hernangomez makes 2-pt shot at rim (assist by R. Sessions)
7:01.0,J. Richardson misses 3-pt shot from 27 ft,,73-100,,
6:57.0,,,73-100,,Defensive rebound by W. Hernangomez
6:39.0,,,73-100,,W. Hernangomez misses 2-pt shot from 1 ft
6:37.0,Defensive rebound by K. Olynyk,,73-100,,
6:24.0,B. Adebayo misses 2-pt shot at rim (block by W. Hernangomez),,73-100,,
6:22.0,,,73-100,,Defensive rebound by W. Hernangomez
6:03.0,,,73-100,,Turnover by W. Hernangomez (out of bounds lost ball)
5:53.0,W. Ellington misses 3-pt shot from 25 ft,,73-100,,
5:51.0,,,73-100,,Defensive rebound by W. Hernangomez
5:50.0,,,73-100,,New York full timeout
5:50.0,,,73-100,,D. Dotson enters the game for L. Thomas
5:41.0,,,73-102,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by R. Baker)
5:25.0,Turnover by K. Olynyk (bad pass; steal by R. Baker),,73-102,,
5:15.0,,,73-102,,Turnover by D. McDermott (bad pass; steal by W. Ellington)
5:08.0,T. Johnson makes 2-pt shot from 2 ft,2,75-102,,
4:55.0,,,75-102,,Turnover by R. Baker (bad pass; steal by T. Johnson)
4:52.0,K. Olynyk makes 2-pt shot from 1 ft (assist by T. Johnson),2,77-102,,
4:32.0,,,77-104,2,W. Hernangomez makes 2-pt shot from 1 ft (assist by R. Baker)
4:13.0,K. Olynyk misses 2-pt shot from 8 ft,,77-104,,
4:10.0,,,77-104,,Defensive rebound by W. Hernangomez
4:00.0,,,77-106,2,D. McDermott makes 2-pt shot from 1 ft (assist by R. Baker)
4:00.0,,,77-106,,Shooting foul by K. Olynyk (drawn by D. McDermott)
4:00.0,J. Mickey enters the game for J. Richardson,,77-106,,
4:00.0,D. Walton enters the game for B. Adebayo,,77-106,,
4:00.0,,,77-106,,D. McDermott misses free throw 1 of 1
3:57.0,Defensive rebound by J. Mickey,,77-106,,
3:50.0,T. Johnson misses 3-pt shot from 25 ft,,77-106,,
3:48.0,,,77-106,,Defensive rebound by W. Hernangomez
3:36.0,,,77-106,,Turnover by R. Sessions (bad pass; steal by D. Walton)
3:19.0,K. Olynyk misses 2-pt shot from 1 ft (block by W. Hernangomez),,77-106,,
3:16.0,,,77-106,,Defensive rebound by R. Baker
