time,Miami,pts.away,score,pts.home,Toronto
7:01.0,Defensive rebound by H. Whiteside,,7-12,,
6:46.0,H. Whiteside makes 2-pt shot from 9 ft (assist by J. Richardson),2,9-12,,
6:30.0,,,9-12,,S. Ibaka misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by H. Whiteside,,9-12,,
6:15.0,J. Winslow makes 3-pt shot from 22 ft (assist by G. Dragic),3,12-12,,
6:04.0,,,12-12,,Toronto full timeout
6:04.0,W. Ellington enters the game for T. Johnson,,12-12,,
5:53.0,,,12-12,,Turnover by J. Valanciunas (lost ball; steal by H. Whiteside)
5:49.0,G. Dragic makes 2-pt shot from 2 ft,2,14-12,,
5:37.0,,,14-12,,D. DeRozan misses 2-pt shot from 9 ft
5:35.0,Defensive rebound by J. Winslow,,14-12,,
5:30.0,J. Richardson misses 3-pt shot from 24 ft,,14-12,,
5:27.0,,,14-12,,Defensive rebound by O. Anunoby
5:22.0,,,14-14,2,K. Lowry makes 2-pt shot from 2 ft
5:12.0,,,14-14,,Personal foul by K. Lowry (drawn by W. Ellington)
5:12.0,J. Johnson enters the game for J. Richardson,,14-14,,
5:12.0,B. Adebayo enters the game for H. Whiteside,,14-14,,
5:01.0,G. Dragic makes 2-pt shot from 16 ft,2,16-14,,
4:44.0,Personal foul by J. Winslow (drawn by S. Ibaka),,16-14,,
4:44.0,,,16-14,,J. Poeltl enters the game for O. Anunoby
4:44.0,,,16-14,,C. Miles enters the game for J. Valanciunas
4:44.0,D. Wade enters the game for G. Dragic,,16-14,,
4:35.0,,,16-14,,C. Miles misses 3-pt shot from 22 ft
4:31.0,Defensive rebound by B. Adebayo,,16-14,,
4:12.0,J. Winslow misses 2-pt shot from 2 ft,,16-14,,
4:10.0,,,16-14,,Defensive rebound by S. Ibaka
4:04.0,,,16-14,,C. Miles misses 3-pt shot from 22 ft
4:00.0,Defensive rebound by D. Wade,,16-14,,
3:52.0,J. Johnson makes 2-pt shot from 2 ft (assist by J. Winslow),2,18-14,,
3:52.0,Shooting foul by C. Miles (drawn by J. Johnson),,18-14,,
3:52.0,J. Johnson misses free throw 1 of 1,,18-14,,
3:50.0,,,18-14,,Defensive rebound by S. Ibaka
3:30.0,,,18-16,2,D. DeRozan makes 2-pt shot from 21 ft (assist by K. Lowry)
3:17.0,,,18-16,,P. Siakam enters the game for S. Ibaka
3:12.0,W. Ellington misses 3-pt shot from 25 ft,,18-16,,
3:08.0,,,18-16,,Defensive rebound by P. Siakam
3:01.0,,,18-18,2,D. DeRozan makes 2-pt shot from 22 ft
2:36.0,B. Adebayo makes 2-pt shot from 1 ft (assist by D. Wade),2,20-18,,
2:28.0,,,20-20,2,K. Lowry makes 2-pt shot from 13 ft
2:28.0,,,20-20,,Shooting foul by J. Winslow (drawn by K. Lowry)
2:28.0,Miami full timeout,,20-20,,
2:28.0,J. Richardson enters the game for J. Winslow,,20-20,,
2:28.0,,,20-21,1,K. Lowry makes free throw 1 of 1
2:14.0,Offensive foul by D. Wade (drawn by K. Lowry),,20-21,,
2:14.0,Turnover by D. Wade (offensive foul),,20-21,,
2:14.0,,,20-21,,F. VanVleet enters the game for K. Lowry
1:55.0,,,20-23,2,P. Siakam makes 2-pt shot from 2 ft
1:44.0,Turnover by J. Richardson (bad pass; steal by D. DeRozan),,20-23,,
1:35.0,,,20-23,,C. Miles misses 3-pt shot from 24 ft
1:32.0,Defensive rebound by W. Ellington,,20-23,,
1:15.0,D. Wade makes 2-pt shot from 1 ft,2,22-23,,
0:57.0,,,22-25,2,C. Miles makes 2-pt shot from 2 ft (assist by F. VanVleet)
0:41.0,J. Richardson misses 2-pt shot from 11 ft,,22-25,,
0:38.0,,,22-25,,Defensive rebound by P. Siakam
0:31.0,,,22-25,,C. Miles misses 3-pt shot from 23 ft
0:28.0,Defensive rebound by J. Johnson,,22-25,,
0:08.0,Shooting foul by J. Poeltl (drawn by D. Wade),,22-25,,
0:08.0,D. Wade makes free throw 1 of 2,1,23-25,,
0:08.0,D. Wade makes free throw 2 of 2,1,24-25,,
0:03.0,,,24-28,3,C. Miles makes 3-pt shot from 26 ft (assist by D. DeRozan)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,W. Ellington makes 3-pt shot from 26 ft (assist by D. Wade),3,27-28,,
11:17.0,,,27-28,,Shooting foul by J. Johnson (drawn by C. Miles)
11:17.0,,,27-28,,C. Miles misses free throw 1 of 3
11:17.0,,,27-28,,Offensive rebound by Team
11:17.0,,,27-29,1,C. Miles makes free throw 2 of 3
11:17.0,,,27-30,1,C. Miles makes free throw 3 of 3
10:52.0,D. Wade misses 3-pt shot from 26 ft,,27-30,,
10:48.0,Offensive rebound by W. Ellington,,27-30,,
10:35.0,W. Ellington misses 3-pt shot from 25 ft,,27-30,,
10:33.0,,,27-30,,Defensive rebound by F. VanVleet
10:27.0,,,27-32,2,F. VanVleet makes 2-pt shot from 2 ft
10:06.0,Turnover by J. Johnson (bad pass; steal by F. VanVleet),,27-32,,
10:03.0,,,27-32,,F. VanVleet misses 2-pt shot from 2 ft (block by J. Richardson)
9:59.0,,,27-32,,Offensive rebound by D. Wright
9:52.0,,,27-34,2,F. VanVleet makes 2-pt shot from 2 ft (assist by P. Siakam)
9:44.0,Miami full timeout,,27-34,,
9:32.0,W. Ellington makes 3-pt shot from 23 ft (assist by D. Wade),3,30-34,,
9:05.0,,,30-34,,C. Miles misses 3-pt shot from 22 ft
9:04.0,Defensive rebound by Team,,30-34,,
9:04.0,,,30-34,,Loose ball foul by J. Poeltl (drawn by J. Johnson)
8:41.0,J. Richardson makes 3-pt shot from 24 ft,3,33-34,,
8:30.0,,,33-34,,F. VanVleet misses 2-pt shot from 2 ft
8:28.0,Defensive rebound by D. Wade,,33-34,,
8:23.0,D. Wade makes 2-pt shot from 2 ft (assist by J. Richardson),2,35-34,,
8:06.0,,,35-34,,P. Siakam misses 2-pt shot from 1 ft
8:04.0,Defensive rebound by J. Johnson,,35-34,,
7:57.0,D. Wade misses 2-pt shot from 2 ft,,35-34,,
7:57.0,,,35-34,,Defensive rebound by P. Siakam
7:40.0,,,35-37,3,C. Miles makes 3-pt shot from 23 ft
7:14.0,W. Ellington makes 3-pt shot from 22 ft (assist by D. Wade),3,38-37,,
7:07.0,,,38-37,,P. Siakam misses 2-pt shot from 1 ft
7:04.0,Defensive rebound by D. Wade,,38-37,,
6:51.0,B. Adebayo makes 2-pt shot from 2 ft (assist by D. Wade),2,40-37,,
6:45.0,,,40-37,,Toronto full timeout
6:45.0,,,40-37,,N. Powell enters the game for C. Miles
6:45.0,,,40-37,,J. Valanciunas enters the game for F. VanVleet
6:45.0,,,40-37,,S. Ibaka enters the game for J. Poeltl
6:45.0,,,40-37,,K. Lowry enters the game for P. Siakam
6:45.0,H. Whiteside enters the game for D. Wade,,40-37,,
6:45.0,G. Dragic enters the game for B. Adebayo,,40-37,,
6:40.0,,,40-37,,K. Lowry misses 2-pt shot from 21 ft
6:37.0,Defensive rebound by W. Ellington,,40-37,,
6:22.0,J. Johnson makes 2-pt shot from 15 ft,2,42-37,,
5:55.0,,,42-37,,D. Wright misses 3-pt shot from 22 ft
5:52.0,Defensive rebound by J. Johnson,,42-37,,
5:43.0,Turnover by G. Dragic (bad pass; steal by D. Wright),,42-37,,
5:39.0,,,42-39,2,D. Wright makes 2-pt shot from 2 ft
5:16.0,G. Dragic misses 2-pt shot from 8 ft,,42-39,,
5:13.0,,,42-39,,Defensive rebound by K. Lowry
5:01.0,Shooting block foul by H. Whiteside (drawn by J. Valanciunas),,42-39,,
5:01.0,,,42-40,1,J. Valanciunas makes free throw 1 of 2
5:01.0,,,42-40,,D. DeRozan enters the game for D. Wright
5:01.0,J. Winslow enters the game for J. Richardson,,42-40,,
5:01.0,T. Johnson enters the game for W. Ellington,,42-40,,
5:01.0,,,42-41,1,J. Valanciunas makes free throw 2 of 2
4:51.0,J. Johnson makes 2-pt shot from 2 ft,2,44-41,,
4:42.0,,,44-41,,D. DeRozan misses 2-pt shot from 15 ft
4:39.0,Defensive rebound by J. Winslow,,44-41,,
4:22.0,J. Johnson makes 2-pt shot from 6 ft,2,46-41,,
4:22.0,Shooting foul by N. Powell (drawn by J. Johnson),,46-41,,
4:22.0,J. Johnson makes free throw 1 of 1,1,47-41,,
4:10.0,,,47-41,,D. DeRozan misses 3-pt shot from 22 ft
4:07.0,Defensive rebound by J. Johnson,,47-41,,
4:04.0,T. Johnson makes 2-pt shot from 1 ft (assist by G. Dragic),2,49-41,,
3:54.0,,,49-41,,Toronto full timeout
3:43.0,,,49-43,2,D. DeRozan makes 2-pt shot from 11 ft (assist by N. Powell)
3:22.0,G. Dragic misses 3-pt shot from 24 ft,,49-43,,
3:20.0,,,49-43,,Defensive rebound by J. Valanciunas
3:04.0,,,49-43,,Shooting foul by J. Winslow (drawn by D. DeRozan)
3:04.0,,,49-43,,D. DeRozan misses free throw 1 of 2
3:04.0,,,49-43,,Offensive rebound by Team
3:04.0,J. Richardson enters the game for J. Winslow,,49-43,,
3:04.0,,,49-44,1,D. DeRozan makes free throw 2 of 2
2:56.0,J. Johnson makes 2-pt shot from 2 ft (assist by G. Dragic),2,51-44,,
2:39.0,,,51-44,,K. Lowry misses 2-pt shot from 7 ft
2:36.0,,,51-44,,Offensive rebound by J. Valanciunas
2:31.0,,,51-44,,Turnover by D. DeRozan (bad pass; steal by T. Johnson)
2:21.0,H. Whiteside misses 2-pt shot from 17 ft,,51-44,,
2:18.0,,,51-44,,Defensive rebound by S. Ibaka
2:10.0,,,51-46,2,S. Ibaka makes 2-pt shot from 19 ft (assist by K. Lowry)
1:50.0,T. Johnson misses 2-pt shot from 14 ft,,51-46,,
1:48.0,,,51-46,,Defensive rebound by N. Powell
1:40.0,,,51-48,2,S. Ibaka makes 2-pt shot from 1 ft (assist by J. Valanciunas)
1:40.0,,,51-48,,Shooting foul by J. Richardson (drawn by S. Ibaka)
1:40.0,,,51-49,1,S. Ibaka makes free throw 1 of 1
1:26.0,G. Dragic misses 2-pt shot from 2 ft,,51-49,,
1:26.0,Offensive rebound by H. Whiteside,,51-49,,
1:26.0,,,51-49,,Personal foul by K. Lowry (drawn by H. Whiteside)
1:26.0,W. Ellington enters the game for T. Johnson,,51-49,,
1:20.0,W. Ellington misses 3-pt shot from 22 ft,,51-49,,
1:17.0,,,51-49,,Defensive rebound by S. Ibaka
1:10.0,,,51-51,2,S. Ibaka makes 2-pt shot from 15 ft (assist by N. Powell)
0:45.0,H. Whiteside makes 2-pt shot from 2 ft (assist by J. Richardson),2,53-51,,
0:38.0,,,53-51,,D. DeRozan misses 2-pt shot from 9 ft
0:35.0,Defensive rebound by H. Whiteside,,53-51,,
0:30.0,Turnover by J. Richardson (traveling),,53-51,,
0:28.0,,,53-54,3,K. Lowry makes 3-pt shot from 27 ft
0:05.0,H. Whiteside makes 2-pt shot from 9 ft,2,55-54,,
0:00.0,,,55-57,3,K. Lowry makes 3-pt shot from 27 ft (assist by D. DeRozan)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,G. Dragic makes 3-pt shot from 24 ft (assist by J. Richardson),3,58-57,,
11:18.0,,,58-59,2,K. Lowry makes 2-pt shot from 1 ft
10:58.0,J. Richardson misses 2-pt shot from 17 ft,,58-59,,
10:56.0,Offensive rebound by H. Whiteside,,58-59,,
10:50.0,H. Whiteside misses 2-pt shot from 11 ft,,58-59,,
10:48.0,,,58-59,,Defensive rebound by S. Ibaka
10:40.0,,,58-59,,Turnover by J. Valanciunas (traveling)
10:27.0,Turnover by G. Dragic (traveling),,58-59,,
10:09.0,,,58-59,,K. Lowry misses 2-pt shot from 19 ft
10:05.0,Defensive rebound by H. Whiteside,,58-59,,
9:57.0,H. Whiteside makes 2-pt shot from 1 ft (assist by G. Dragic),2,60-59,,
9:39.0,,,60-61,2,D. DeRozan makes 2-pt shot from 10 ft
9:39.0,,,60-61,,Shooting foul by J. Richardson (drawn by D. DeRozan)
9:39.0,,,60-62,1,D. DeRozan makes free throw 1 of 1
9:23.0,Turnover by J. Richardson (bad pass; steal by J. Valanciunas),,60-62,,
9:18.0,,,60-64,2,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry)
8:57.0,G. Dragic makes 3-pt shot from 23 ft (assist by H. Whiteside),3,63-64,,
8:57.0,Shooting foul by J. Valanciunas (drawn by G. Dragic),,63-64,,
8:57.0,G. Dragic makes free throw 1 of 1,1,64-64,,
8:42.0,,,64-66,2,D. DeRozan makes 2-pt shot from 2 ft
8:42.0,Violation by H. Whiteside (def goaltending),,64-66,,
8:36.0,Shooting foul by J. Valanciunas (drawn by G. Dragic),,64-66,,
8:36.0,G. Dragic makes free throw 1 of 2,1,65-66,,
8:36.0,G. Dragic makes free throw 2 of 2,1,66-66,,
8:18.0,,,66-66,,O. Anunoby misses 2-pt shot from 1 ft (block by H. Whiteside)
8:15.0,Defensive rebound by T. Johnson,,66-66,,
8:12.0,G. Dragic makes 2-pt shot from 22 ft (assist by T. Johnson),2,68-66,,
7:58.0,,,68-66,,S. Ibaka misses 2-pt shot at rim
7:58.0,,,68-66,,Offensive rebound by S. Ibaka
7:57.0,,,68-68,2,S. Ibaka makes 2-pt shot at rim
7:57.0,,,68-68,,Shooting foul by T. Johnson (drawn by S. Ibaka)
7:57.0,,,68-69,1,S. Ibaka makes free throw 1 of 1
7:52.0,G. Dragic makes 2-pt shot from 10 ft,2,70-69,,
7:36.0,,,70-69,,Turnover by K. Lowry (bad pass; steal by J. Richardson)
7:34.0,,,70-69,,Personal foul by D. DeRozan (drawn by J. Winslow)
7:27.0,Offensive charge foul by G. Dragic (drawn by K. Lowry),,70-69,,
7:27.0,Turnover by G. Dragic (offensive foul),,70-69,,
7:18.0,,,70-72,3,D. DeRozan makes 3-pt shot from 24 ft (assist by K. Lowry)
6:55.0,T. Johnson misses 2-pt shot from 21 ft,,70-72,,
6:51.0,,,70-72,,Defensive rebound by S. Ibaka
6:40.0,,,70-72,,Turnover by O. Anunoby (bad pass; steal by H. Whiteside)
6:34.0,J. Winslow makes 2-pt shot from 9 ft,2,72-72,,
6:24.0,,,72-72,,Toronto full timeout
6:24.0,,,72-72,,F. VanVleet enters the game for O. Anunoby
6:24.0,J. Johnson enters the game for J. Richardson,,72-72,,
6:16.0,,,72-75,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan)
5:56.0,Shooting foul by F. VanVleet (drawn by G. Dragic),,72-75,,
5:56.0,G. Dragic misses free throw 1 of 2,,72-75,,
5:56.0,Offensive rebound by Team,,72-75,,
5:56.0,G. Dragic makes free throw 2 of 2,1,73-75,,
5:41.0,,,73-75,,D. DeRozan misses 3-pt shot from 25 ft
5:38.0,Defensive rebound by J. Johnson,,73-75,,
5:23.0,G. Dragic misses 2-pt shot from 11 ft,,73-75,,
5:21.0,,,73-75,,Defensive rebound by S. Ibaka
5:13.0,,,73-75,,Turnover by D. DeRozan (bad pass; steal by G. Dragic)
5:10.0,G. Dragic makes 2-pt shot from 2 ft,2,75-75,,
4:53.0,,,75-77,2,S. Ibaka makes 2-pt shot from 19 ft (assist by F. VanVleet)
4:45.0,Miami full timeout,,75-77,,
4:45.0,D. Wade enters the game for G. Dragic,,75-77,,
4:45.0,W. Ellington enters the game for T. Johnson,,75-77,,
4:34.0,D. Wade makes 2-pt shot from 17 ft,2,77-77,,
4:16.0,,,77-77,,K. Lowry misses 3-pt shot from 26 ft
4:11.0,,,77-77,,Offensive rebound by K. Lowry
4:00.0,,,77-79,2,D. DeRozan makes 2-pt shot from 16 ft
3:40.0,J. Johnson misses 3-pt shot from 25 ft,,77-79,,
3:36.0,Offensive rebound by D. Wade,,77-79,,
3:32.0,D. Wade misses 3-pt shot from 22 ft,,77-79,,
3:32.0,,,77-79,,Defensive rebound by J. Valanciunas
3:23.0,,,77-79,,D. DeRozan misses 3-pt shot from 24 ft
3:20.0,Defensive rebound by H. Whiteside,,77-79,,
3:19.0,Turnover by H. Whiteside (lost ball; steal by K. Lowry),,77-79,,
3:11.0,,,77-82,3,F. VanVleet makes 3-pt shot from 25 ft (assist by D. DeRozan)
2:52.0,J. Winslow misses 2-pt shot from 2 ft,,77-82,,
2:51.0,,,77-82,,Defensive rebound by S. Ibaka
2:43.0,,,77-82,,Shooting foul by J. Winslow (drawn by S. Ibaka)
2:43.0,,,77-83,1,S. Ibaka makes free throw 1 of 2
2:43.0,,,77-83,,J. Poeltl enters the game for K. Lowry
2:43.0,,,77-83,,D. Wright enters the game for J. Valanciunas
2:43.0,B. Adebayo enters the game for J. Winslow,,77-83,,
2:43.0,J. Richardson enters the game for H. Whiteside,,77-83,,
2:43.0,,,77-84,1,S. Ibaka makes free throw 2 of 2
2:21.0,Turnover by B. Adebayo (offensive goaltending),,77-84,,
2:11.0,,,77-84,,D. DeRozan misses 3-pt shot from 22 ft
2:08.0,Defensive rebound by J. Richardson,,77-84,,
2:03.0,D. Wade misses 2-pt shot from 2 ft,,77-84,,
2:01.0,,,77-84,,Defensive rebound by S. Ibaka
1:53.0,,,77-86,2,J. Poeltl makes 2-pt shot from 1 ft (assist by F. VanVleet)
1:41.0,,,77-86,,Personal foul by J. Poeltl (drawn by B. Adebayo)
1:41.0,B. Adebayo makes free throw 1 of 2,1,78-86,,
1:41.0,,,78-86,,P. Siakam enters the game for S. Ibaka
1:41.0,B. Adebayo makes free throw 2 of 2,1,79-86,,
1:33.0,,,79-88,2,D. DeRozan makes 2-pt shot from 1 ft
1:33.0,,,79-88,,Shooting foul by B. Adebayo (drawn by D. DeRozan)
1:33.0,,,79-89,1,D. DeRozan makes free throw 1 of 1
1:24.0,J. Richardson misses 2-pt shot from 5 ft (block by D. Wright),,79-89,,
1:22.0,Offensive rebound by J. Johnson,,79-89,,
1:22.0,J. Johnson makes 2-pt shot at rim,2,81-89,,
1:05.0,,,81-91,2,D. DeRozan makes 2-pt shot from 6 ft
0:50.0,Turnover by D. Wade (bad pass),,81-91,,
0:47.0,,,81-94,3,F. VanVleet makes 3-pt shot from 24 ft (assist by D. Wright)
0:38.0,Turnover by D. Wade (bad pass),,81-94,,
0:33.0,,,81-94,,D. DeRozan misses 3-pt shot from 25 ft
0:31.0,,,81-94,,Offensive rebound by J. Poeltl
0:31.0,,,81-94,,Shooting foul by B. Adebayo (drawn by J. Poeltl)
0:31.0,,,81-95,1,J. Poeltl makes free throw 1 of 2
0:31.0,,,81-96,1,J. Poeltl makes free throw 2 of 2
0:11.0,B. Adebayo misses 2-pt shot from 2 ft,,81-96,,
0:09.0,,,81-96,,Defensive rebound by F. VanVleet
0:06.0,,,81-96,,P. Siakam misses 2-pt shot from 2 ft
0:06.0,,,81-96,,Offensive rebound by D. DeRozan
0:03.0,,,81-98,2,D. DeRozan makes 2-pt shot at rim
0:02.0,J. Johnson misses 3-pt shot from 29 ft,,81-98,,
0:02.0,,,81-98,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,81-98,,F. VanVleet misses 3-pt shot from 25 ft
11:44.0,Defensive rebound by D. Wade,,81-98,,
11:36.0,Turnover by B. Adebayo (lost ball; steal by F. VanVleet),,81-98,,
11:32.0,,,81-98,,P. Siakam misses 2-pt shot from 1 ft
11:30.0,Defensive rebound by D. Wade,,81-98,,
11:22.0,J. Johnson makes 3-pt shot from 22 ft (assist by D. Wade),3,84-98,,
11:08.0,,,84-101,3,D. Wright makes 3-pt shot from 25 ft (assist by F. VanVleet)
10:48.0,W. Ellington makes 3-pt shot from 25 ft (assist by B. Adebayo),3,87-101,,
10:28.0,,,87-101,,F. VanVleet misses 2-pt shot from 3 ft
10:27.0,Defensive rebound by B. Adebayo,,87-101,,
10:12.0,J. Johnson misses 3-pt shot from 25 ft,,87-101,,
10:06.0,Offensive rebound by D. Wade,,87-101,,
10:06.0,D. Wade makes 2-pt shot at rim,2,89-101,,
9:56.0,Personal foul by J. Johnson (drawn by P. Siakam),,89-101,,
9:56.0,G. Dragic enters the game for J. Richardson,,89-101,,
9:39.0,,,89-101,,P. Siakam misses 2-pt shot from 6 ft
9:38.0,Defensive rebound by G. Dragic,,89-101,,
9:32.0,G. Dragic misses 2-pt shot from 12 ft,,89-101,,
9:27.0,Offensive rebound by W. Ellington,,89-101,,
9:21.0,,,89-101,,Personal foul by D. Wright (drawn by B. Adebayo)
9:16.0,W. Ellington misses 3-pt shot from 24 ft,,89-101,,
9:12.0,Offensive rebound by G. Dragic,,89-101,,
8:54.0,Turnover by D. Wade (out of bounds lost ball),,89-101,,
8:41.0,,,89-101,,C. Miles misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by B. Adebayo,,89-101,,
8:27.0,J. Johnson misses 2-pt shot from 2 ft (block by J. Poeltl),,89-101,,
8:23.0,,,89-101,,Defensive rebound by F. VanVleet
8:22.0,,,89-103,2,D. Wright makes 2-pt shot from 4 ft (assist by F. VanVleet)
8:05.0,,,89-103,,Personal foul by D. Wright (drawn by W. Ellington)
8:05.0,Miami full timeout,,89-103,,
8:01.0,B. Adebayo makes 2-pt shot from 1 ft,2,91-103,,
8:01.0,Shooting foul by P. Siakam (drawn by B. Adebayo),,91-103,,
8:01.0,B. Adebayo makes free throw 1 of 1,1,92-103,,
7:49.0,,,92-103,,C. Miles misses 3-pt shot from 25 ft
7:46.0,Defensive rebound by J. Johnson,,92-103,,
7:37.0,Turnover by J. Johnson (bad pass),,92-103,,
7:26.0,,,92-105,2,P. Siakam makes 2-pt shot from 1 ft
7:26.0,,,92-105,,Shooting foul by B. Adebayo (drawn by P. Siakam)
7:26.0,,,92-106,1,P. Siakam makes free throw 1 of 1
7:13.0,W. Ellington misses 3-pt shot from 23 ft,,92-106,,
7:10.0,,,92-106,,Defensive rebound by F. VanVleet
7:05.0,,,92-106,,C. Miles misses 3-pt shot from 25 ft
7:02.0,Defensive rebound by D. Wade,,92-106,,
6:52.0,Jump ball: P. Siakam vs. D. Wade (J. Johnson gains possession),,,,Jump ball: P. Siakam vs. D. Wade (J. Johnson gains possession)
6:52.0,,,92-106,,Personal foul by P. Siakam (drawn by J. Johnson)
6:52.0,,,92-106,,K. Lowry enters the game for C. Miles
6:50.0,Shooting foul by J. Poeltl (drawn by B. Adebayo),,92-106,,
6:50.0,B. Adebayo makes free throw 1 of 2,1,93-106,,
6:50.0,,,93-106,,J. Valanciunas enters the game for J. Poeltl
6:50.0,J. Richardson enters the game for J. Johnson,,93-106,,
6:50.0,B. Adebayo makes free throw 2 of 2,1,94-106,,
6:34.0,,,94-106,,P. Siakam misses 3-pt shot from 22 ft
6:30.0,Defensive rebound by D. Wade,,94-106,,
6:22.0,G. Dragic misses 2-pt shot from 11 ft,,94-106,,
6:21.0,Offensive rebound by D. Wade,,94-106,,
6:14.0,,,94-106,,Violation by D. Wright (kicked ball)
6:09.0,D. Wade misses 2-pt shot from 8 ft,,94-106,,
6:06.0,,,94-106,,Defensive rebound by F. VanVleet
6:00.0,,,94-109,3,D. Wright makes 3-pt shot from 24 ft (assist by F. VanVleet)
5:59.0,Miami full timeout,,94-109,,
5:59.0,,,94-109,,D. DeRozan enters the game for F. VanVleet
5:59.0,T. Johnson enters the game for D. Wade,,94-109,,
5:37.0,B. Adebayo misses 2-pt shot from 1 ft,,94-109,,
5:35.0,,,94-109,,Defensive rebound by J. Valanciunas
5:22.0,,,94-109,,D. DeRozan misses 2-pt shot from 14 ft
5:20.0,Defensive rebound by W. Ellington,,94-109,,
5:08.0,J. Richardson makes 2-pt shot from 17 ft (assist by B. Adebayo),2,96-109,,
4:42.0,,,96-112,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. Wright)
4:33.0,,,96-112,,Violation by D. Wright (kicked ball)
4:20.0,T. Johnson makes 2-pt shot from 20 ft (assist by J. Richardson),2,98-112,,
4:03.0,,,98-112,,D. DeRozan misses 2-pt shot from 2 ft (block by B. Adebayo)
4:03.0,,,98-112,,Offensive rebound by Team
3:59.0,,,98-112,,D. DeRozan misses 2-pt shot from 6 ft
3:58.0,Defensive rebound by T. Johnson,,98-112,,
3:54.0,,,98-112,,Personal foul by K. Lowry (drawn by T. Johnson)
3:54.0,T. Johnson makes free throw 1 of 2,1,99-112,,
3:54.0,T. Johnson misses free throw 2 of 2,,99-112,,
3:52.0,,,99-112,,Defensive rebound by J. Valanciunas
3:29.0,,,99-112,,K. Lowry misses 2-pt shot from 13 ft
3:28.0,Defensive rebound by W. Ellington,,99-112,,
3:21.0,J. Richardson makes 3-pt shot from 25 ft (assist by W. Ellington),3,102-112,,
3:20.0,,,102-112,,Toronto full timeout
3:20.0,,,102-112,,F. VanVleet enters the game for P. Siakam
2:59.0,,,102-112,,K. Lowry misses 2-pt shot from 19 ft
2:57.0,Defensive rebound by W. Ellington,,102-112,,
2:40.0,W. Ellington misses 3-pt shot from 25 ft,,102-112,,
2:39.0,Offensive rebound by Team,,102-112,,
2:39.0,,,102-112,,Loose ball foul by D. DeRozan (drawn by J. Richardson)
