time,Indiana,pts.away,score,pts.home,Washington
0:17.0,J. Young makes free throw 2 of 2,1,30-20,,
0:01.0,,,30-20,,T. Frazier misses 3-pt shot from 24 ft
0:01.0,,,30-20,,Offensive rebound by I. Mahinmi
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,G. Robinson makes 3-pt shot from 23 ft (assist by J. Young),3,33-20,,
11:17.0,,,33-20,,O. Porter misses 2-pt shot from 13 ft
11:13.0,,,33-20,,Offensive rebound by I. Mahinmi
11:11.0,,,33-22,2,I. Mahinmi makes 2-pt shot at rim
10:57.0,Turnover by L. Stephenson (bad pass; steal by O. Porter),,33-22,,
10:45.0,,,33-25,3,M. Scott makes 3-pt shot from 24 ft (assist by T. Frazier)
10:28.0,Turnover by D. Sabonis (bad pass; steal by O. Porter),,33-25,,
10:25.0,,,33-25,,Shooting foul by G. Robinson (drawn by J. Meeks)
10:25.0,,,33-26,1,J. Meeks makes free throw 1 of 2
10:25.0,,,33-27,1,J. Meeks makes free throw 2 of 2
10:04.0,Turnover by L. Stephenson (bad pass),,33-27,,
9:50.0,,,33-27,,Shooting foul by D. Sabonis (drawn by I. Mahinmi)
9:50.0,,,33-27,,I. Mahinmi misses free throw 1 of 2
9:50.0,,,33-27,,Offensive rebound by Team
9:50.0,,,33-27,,I. Mahinmi misses free throw 2 of 2
9:48.0,Defensive rebound by J. Young,,33-27,,
9:45.0,Indiana full timeout,,33-27,,
9:45.0,B. Bogdanovic enters the game for T. Leaf,,33-27,,
9:45.0,T. Young enters the game for G. Robinson,,33-27,,
9:39.0,L. Stephenson misses 3-pt shot from 25 ft,,33-27,,
9:35.0,,,33-27,,Defensive rebound by M. Scott
9:21.0,,,33-29,2,O. Porter makes 2-pt shot at rim (assist by I. Mahinmi)
9:13.0,J. Young misses 3-pt shot from 25 ft,,33-29,,
9:11.0,,,33-29,,Defensive rebound by J. Meeks
8:54.0,,,33-31,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Scott)
8:40.0,,,33-31,,Personal foul by J. Meeks (drawn by B. Bogdanovic)
8:40.0,C. Joseph enters the game for L. Stephenson,,33-31,,
8:27.0,T. Young misses 3-pt shot from 23 ft,,33-31,,
8:26.0,,,33-31,,Defensive rebound by O. Porter
8:17.0,,,33-31,,Shooting foul by C. Joseph (drawn by O. Porter)
8:17.0,,,33-31,,O. Porter misses free throw 1 of 2
8:17.0,,,33-31,,Offensive rebound by Team
8:17.0,V. Oladipo enters the game for J. Young,,33-31,,
8:17.0,M. Turner enters the game for D. Sabonis,,33-31,,
8:17.0,,,33-32,1,O. Porter makes free throw 2 of 2
8:04.0,Turnover by B. Bogdanovic (bad pass; steal by O. Porter),,33-32,,
7:59.0,,,33-32,,Turnover by M. Scott (bad pass; steal by B. Bogdanovic)
7:55.0,Offensive foul by T. Young (drawn by T. Frazier),,33-32,,
7:55.0,Turnover by T. Young (offensive foul),,33-32,,
7:46.0,,,33-32,,J. Meeks misses 3-pt shot from 26 ft
7:43.0,Defensive rebound by T. Young,,33-32,,
7:30.0,M. Turner makes 2-pt shot from 21 ft,2,35-32,,
7:15.0,,,35-32,,J. Meeks misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by C. Joseph,,35-32,,
7:01.0,C. Joseph misses 3-pt shot from 23 ft,,35-32,,
6:57.0,,,35-32,,Defensive rebound by O. Porter
6:45.0,,,35-32,,Washington full timeout
6:45.0,,,35-32,,B. Beal enters the game for O. Porter
6:45.0,,,35-32,,M. Morris enters the game for I. Mahinmi
6:41.0,,,35-32,,J. Meeks misses 3-pt shot from 25 ft
6:36.0,Defensive rebound by V. Oladipo,,35-32,,
6:24.0,V. Oladipo makes 2-pt shot from 20 ft,2,37-32,,
6:04.0,Personal foul by T. Young (drawn by B. Beal),,37-32,,
5:57.0,,,37-34,2,T. Frazier makes 2-pt shot from 1 ft (assist by M. Scott)
5:38.0,M. Turner makes 2-pt shot from 10 ft,2,39-34,,
5:38.0,Shooting foul by M. Scott (drawn by M. Turner),,39-34,,
5:38.0,M. Turner makes free throw 1 of 1,1,40-34,,
5:20.0,,,40-34,,M. Scott misses 2-pt shot from 11 ft
5:17.0,Defensive rebound by M. Turner,,40-34,,
5:02.0,Turnover by C. Joseph (lost ball; steal by T. Frazier),,40-34,,
4:49.0,,,40-34,,Turnover by B. Beal (bad pass; steal by V. Oladipo)
4:44.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo),3,43-34,,
4:40.0,,,43-34,,Washington full timeout
4:40.0,,,43-34,,M. Gortat enters the game for T. Frazier
4:40.0,,,43-34,,T. Satoransky enters the game for J. Meeks
4:40.0,,,43-34,,O. Porter enters the game for M. Scott
4:27.0,,,43-34,,Shooting foul by T. Young (drawn by M. Gortat)
4:27.0,,,43-35,1,M. Gortat makes free throw 1 of 2
4:27.0,D. Sabonis enters the game for T. Young,,43-35,,
4:27.0,,,43-36,1,M. Gortat makes free throw 2 of 2
4:13.0,V. Oladipo makes 3-pt shot from 26 ft,3,46-36,,
3:44.0,,,46-36,,B. Beal misses 2-pt shot from 1 ft
3:44.0,,,46-36,,Offensive rebound by Team
3:40.0,,,46-39,3,T. Satoransky makes 3-pt shot from 24 ft (assist by B. Beal)
3:16.0,Turnover by C. Joseph (step out of bounds),,46-39,,
3:04.0,,,46-39,,B. Beal misses 3-pt shot from 24 ft
3:00.0,,,46-39,,Offensive rebound by M. Gortat
2:59.0,,,46-39,,Shooting foul by M. Turner (drawn by O. Porter)
2:59.0,,,46-40,1,O. Porter makes free throw 1 of 2
2:59.0,,,46-41,1,O. Porter makes free throw 2 of 2
2:36.0,D. Sabonis misses 2-pt shot from 4 ft,,46-41,,
2:33.0,,,46-41,,Defensive rebound by M. Morris
2:21.0,,,46-43,2,T. Satoransky makes 2-pt shot from 6 ft (assist by B. Beal)
2:09.0,Shooting foul by M. Gortat (drawn by D. Sabonis),,46-43,,
2:09.0,D. Sabonis makes free throw 1 of 2,1,47-43,,
2:09.0,D. Sabonis makes free throw 2 of 2,1,48-43,,
1:54.0,,,48-45,2,M. Gortat makes 2-pt shot from 1 ft (assist by B. Beal)
1:42.0,V. Oladipo misses 2-pt shot from 17 ft,,48-45,,
1:38.0,Offensive rebound by M. Turner,,48-45,,
1:36.0,V. Oladipo misses 2-pt shot from 3 ft,,48-45,,
1:34.0,Offensive rebound by D. Sabonis,,48-45,,
1:33.0,D. Sabonis makes 2-pt shot from 1 ft,2,50-45,,
1:29.0,,,50-45,,Turnover by T. Satoransky (bad pass; steal by M. Turner)
1:25.0,,,50-45,,Personal foul by T. Satoransky (drawn by V. Oladipo)
1:25.0,,,50-45,,T. Frazier enters the game for T. Satoransky
1:25.0,G. Robinson enters the game for B. Bogdanovic,,50-45,,
1:05.0,Shooting foul by T. Frazier (drawn by V. Oladipo),,50-45,,
1:05.0,V. Oladipo makes free throw 1 of 3,1,51-45,,
1:05.0,V. Oladipo makes free throw 2 of 3,1,52-45,,
1:05.0,V. Oladipo makes free throw 3 of 3,1,53-45,,
0:46.0,,,53-45,,O. Porter misses 2-pt shot from 2 ft
0:44.0,Defensive rebound by D. Sabonis,,53-45,,
0:25.0,C. Joseph makes 2-pt shot from 16 ft,2,55-45,,
0:00.0,,,55-45,,T. Frazier misses 3-pt shot from 28 ft
0:00.0,,,55-45,,Offensive rebound by Team
0:00.0,,,55-45,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,B. Bogdanovic misses 2-pt shot from 14 ft,,55-45,,
11:44.0,,,55-45,,Defensive rebound by M. Morris
11:27.0,,,55-45,,M. Morris misses 2-pt shot from 19 ft
11:23.0,Defensive rebound by T. Young,,55-45,,
11:10.0,M. Turner makes 2-pt shot from 21 ft (assist by C. Joseph),2,57-45,,
10:41.0,,,57-47,2,M. Gortat makes 2-pt shot from 11 ft
10:24.0,V. Oladipo misses 2-pt shot from 20 ft,,57-47,,
10:20.0,,,57-47,,Defensive rebound by M. Morris
10:11.0,,,57-47,,B. Beal misses 2-pt shot from 6 ft
10:11.0,Defensive rebound by Team,,57-47,,
10:11.0,,,57-47,,Loose ball foul by O. Porter (drawn by T. Young)
9:51.0,C. Joseph misses 3-pt shot from 26 ft,,57-47,,
9:48.0,,,57-47,,Defensive rebound by M. Gortat
9:36.0,,,57-49,2,O. Porter makes 2-pt shot from 4 ft (assist by M. Gortat)
9:28.0,C. Joseph makes 2-pt shot at rim,2,59-49,,
9:14.0,,,59-49,,Turnover by M. Gortat (lost ball; steal by T. Young)
9:12.0,Shooting foul by M. Morris (drawn by B. Bogdanovic),,59-49,,
9:12.0,B. Bogdanovic makes free throw 1 of 2,1,60-49,,
9:12.0,B. Bogdanovic makes free throw 2 of 2,1,61-49,,
8:58.0,,,61-49,,M. Gortat misses 2-pt shot from 1 ft
8:54.0,,,61-49,,Offensive rebound by M. Morris
8:54.0,,,61-51,2,M. Morris makes 2-pt shot at rim
8:43.0,M. Turner misses 3-pt shot from 26 ft,,61-51,,
8:39.0,,,61-51,,Defensive rebound by O. Porter
8:28.0,,,61-51,,M. Gortat misses 2-pt shot from 10 ft
8:26.0,Defensive rebound by M. Turner,,61-51,,
8:08.0,C. Joseph makes 2-pt shot at rim (assist by M. Turner),2,63-51,,
7:49.0,,,63-53,2,T. Satoransky makes 2-pt shot from 7 ft (assist by B. Beal)
7:26.0,V. Oladipo misses 2-pt shot from 8 ft,,63-53,,
7:23.0,,,63-53,,Defensive rebound by O. Porter
7:05.0,,,63-55,2,O. Porter makes 2-pt shot from 1 ft
7:05.0,Indiana full timeout,,63-55,,
6:54.0,T. Young misses 2-pt shot from 11 ft,,63-55,,
6:52.0,,,63-55,,Defensive rebound by M. Gortat
6:35.0,,,63-58,3,O. Porter makes 3-pt shot from 27 ft (assist by M. Morris)
6:16.0,B. Bogdanovic makes 2-pt shot from 5 ft (assist by V. Oladipo),2,65-58,,
6:09.0,,,65-58,,Turnover by B. Beal (out of bounds lost ball)
5:58.0,B. Bogdanovic misses 3-pt shot from 25 ft,,65-58,,
5:55.0,,,65-58,,Defensive rebound by M. Morris
5:37.0,,,65-58,,Turnover by M. Morris (bad pass; steal by B. Bogdanovic)
5:33.0,B. Bogdanovic makes 2-pt shot at rim,2,67-58,,
5:16.0,,,67-60,2,O. Porter makes 2-pt shot from 14 ft (assist by B. Beal)
5:05.0,C. Joseph makes 3-pt shot from 26 ft,3,70-60,,
4:50.0,,,70-60,,Turnover by T. Satoransky (bad pass; steal by V. Oladipo)
4:42.0,V. Oladipo makes 2-pt shot from 1 ft,2,72-60,,
4:26.0,,,72-60,,B. Beal misses 2-pt shot from 10 ft
4:24.0,Defensive rebound by B. Bogdanovic,,72-60,,
4:05.0,C. Joseph misses 3-pt shot from 26 ft,,72-60,,
4:03.0,,,72-60,,Defensive rebound by T. Satoransky
3:51.0,,,72-63,3,B. Beal makes 3-pt shot from 26 ft (assist by M. Morris)
3:31.0,M. Turner misses 3-pt shot from 26 ft,,72-63,,
3:28.0,Offensive rebound by V. Oladipo,,72-63,,
3:14.0,V. Oladipo makes 2-pt shot from 2 ft,2,74-63,,
2:53.0,,,74-63,,B. Beal misses 3-pt shot from 26 ft
2:51.0,Defensive rebound by B. Bogdanovic,,74-63,,
2:34.0,M. Turner misses 3-pt shot from 23 ft,,74-63,,
2:32.0,Offensive rebound by C. Joseph,,74-63,,
2:32.0,Shooting foul by T. Satoransky (drawn by M. Turner),,74-63,,
2:32.0,,,74-63,,Washington full timeout
2:32.0,,,74-63,,T. Frazier enters the game for M. Gortat
2:32.0,,,74-63,,I. Mahinmi enters the game for O. Porter
2:32.0,,,74-63,,J. Meeks enters the game for T. Satoransky
2:32.0,D. Sabonis enters the game for T. Young,,74-63,,
2:32.0,G. Robinson enters the game for B. Bogdanovic,,74-63,,
2:32.0,M. Turner makes free throw 1 of 2,1,75-63,,
2:32.0,M. Turner makes free throw 2 of 2,1,76-63,,
2:32.0,J. Young enters the game for C. Joseph,,76-63,,
2:20.0,,,76-63,,Turnover by I. Mahinmi (traveling)
2:03.0,D. Sabonis misses 2-pt shot from 12 ft,,76-63,,
2:01.0,,,76-63,,Defensive rebound by I. Mahinmi
2:01.0,Loose ball foul by M. Turner (drawn by I. Mahinmi),,76-63,,
1:45.0,,,76-63,,J. Meeks misses 2-pt shot from 14 ft
1:42.0,Defensive rebound by M. Turner,,76-63,,
1:33.0,V. Oladipo misses 2-pt shot from 16 ft (block by B. Beal),,76-63,,
1:33.0,Offensive rebound by M. Turner,,76-63,,
1:25.0,D. Sabonis makes 2-pt shot from 1 ft (assist by J. Young),2,78-63,,
1:11.0,,,78-63,,M. Morris misses 3-pt shot from 26 ft
1:09.0,Defensive rebound by J. Young,,78-63,,
0:53.0,D. Sabonis misses 2-pt shot from 7 ft,,78-63,,
0:51.0,,,78-63,,Defensive rebound by M. Morris
0:37.0,,,78-63,,B. Beal misses 2-pt shot from 8 ft
0:35.0,Defensive rebound by M. Turner,,78-63,,
0:25.0,,,78-63,,Personal foul by I. Mahinmi (drawn by V. Oladipo)
0:25.0,,,78-63,,M. Scott enters the game for M. Morris
0:25.0,L. Stephenson enters the game for V. Oladipo,,78-63,,
0:15.0,J. Young makes 2-pt shot from 20 ft,2,80-63,,
0:02.0,,,80-65,2,B. Beal makes 2-pt shot from 3 ft
0:00.0,J. Young misses 3-pt shot from 51 ft,,80-65,,
0:00.0,,,80-65,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,80-65,,Shooting foul by J. Young (drawn by I. Mahinmi)
11:45.0,,,80-66,1,I. Mahinmi makes free throw 1 of 2
11:45.0,,,80-67,1,I. Mahinmi makes free throw 2 of 2
11:36.0,Offensive foul by D. Sabonis (drawn by J. Meeks),,80-67,,
11:36.0,Turnover by D. Sabonis (offensive foul),,80-67,,
11:30.0,,,80-69,2,B. Beal makes 2-pt shot from 19 ft
11:13.0,L. Stephenson misses 2-pt shot from 16 ft,,80-69,,
11:11.0,Offensive rebound by D. Sabonis,,80-69,,
11:11.0,,,80-69,,Personal foul by I. Mahinmi (drawn by D. Sabonis)
10:57.0,Turnover by D. Sabonis (bad pass; steal by B. Beal),,80-69,,
10:53.0,,,80-71,2,B. Beal makes 2-pt shot from 5 ft
10:53.0,,,80-71,,Shooting foul by J. Young (drawn by B. Beal)
10:53.0,,,80-72,1,B. Beal makes free throw 1 of 1
10:32.0,Turnover by G. Robinson (traveling),,80-72,,
10:23.0,,,80-72,,B. Beal misses 2-pt shot from 9 ft
10:23.0,,,80-72,,Offensive rebound by Team
10:23.0,Loose ball foul by L. Stephenson (drawn by I. Mahinmi),,80-72,,
10:09.0,,,80-72,,T. Frazier misses 3-pt shot from 26 ft
10:06.0,Defensive rebound by D. Sabonis,,80-72,,
9:59.0,Indiana full timeout,,80-72,,
9:59.0,C. Joseph enters the game for J. Young,,80-72,,
9:59.0,V. Oladipo enters the game for G. Robinson,,80-72,,
9:59.0,T. Young enters the game for B. Bogdanovic,,80-72,,
9:49.0,Turnover by L. Stephenson (bad pass; steal by M. Scott),,80-72,,
9:44.0,,,80-75,3,J. Meeks makes 3-pt shot from 25 ft (assist by B. Beal)
9:16.0,L. Stephenson misses 2-pt shot from 13 ft,,80-75,,
9:13.0,Offensive rebound by C. Joseph,,80-75,,
9:12.0,V. Oladipo misses 3-pt shot from 26 ft,,80-75,,
9:12.0,,,80-75,,Defensive rebound by I. Mahinmi
9:10.0,Loose ball foul by L. Stephenson (drawn by I. Mahinmi),,80-75,,
8:55.0,,,80-75,,B. Beal misses 2-pt shot from 19 ft
8:51.0,Defensive rebound by L. Stephenson,,80-75,,
8:34.0,Shooting foul by M. Scott (drawn by D. Sabonis),,80-75,,
8:34.0,D. Sabonis makes free throw 1 of 2,1,81-75,,
8:34.0,B. Bogdanovic enters the game for L. Stephenson,,81-75,,
8:34.0,D. Sabonis makes free throw 2 of 2,1,82-75,,
8:22.0,,,82-75,,Shooting foul by B. Bogdanovic (drawn by B. Beal)
8:22.0,,,82-75,,B. Beal misses free throw 1 of 2
8:22.0,,,82-75,,Offensive rebound by Team
8:22.0,,,82-75,,O. Porter enters the game for T. Frazier
8:22.0,M. Turner enters the game for D. Sabonis,,82-75,,
8:22.0,,,82-76,1,B. Beal makes free throw 2 of 2
8:05.0,T. Young misses 2-pt shot from 2 ft (block by I. Mahinmi),,82-76,,
8:04.0,Offensive rebound by T. Young,,82-76,,
8:03.0,Turnover by T. Young (lost ball; steal by B. Beal),,82-76,,
7:51.0,,,82-78,2,B. Beal makes 2-pt shot from 19 ft
7:32.0,Shooting foul by B. Beal (drawn by V. Oladipo),,82-78,,
7:32.0,V. Oladipo makes free throw 1 of 2,1,83-78,,
7:32.0,V. Oladipo makes free throw 2 of 2,1,84-78,,
7:16.0,,,84-78,,J. Meeks misses 3-pt shot from 23 ft
7:12.0,Defensive rebound by V. Oladipo,,84-78,,
7:00.0,B. Bogdanovic misses 3-pt shot from 25 ft,,84-78,,
6:56.0,,,84-78,,Defensive rebound by B. Beal
6:49.0,,,84-81,3,M. Scott makes 3-pt shot from 27 ft (assist by B. Beal)
6:22.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by M. Turner),3,87-81,,
6:08.0,,,87-81,,Offensive charge foul by I. Mahinmi (drawn by V. Oladipo)
6:08.0,,,87-81,,Turnover by I. Mahinmi (offensive foul)
5:52.0,Turnover by B. Bogdanovic (step out of bounds),,87-81,,
5:41.0,,,87-81,,M. Scott misses 2-pt shot from 8 ft
5:37.0,,,87-81,,Offensive rebound by I. Mahinmi
5:37.0,,,87-81,,I. Mahinmi misses 2-pt shot from 4 ft
5:35.0,Defensive rebound by M. Turner,,87-81,,
5:16.0,M. Turner misses 3-pt shot from 23 ft,,87-81,,
5:12.0,,,87-81,,Defensive rebound by O. Porter
4:59.0,,,87-83,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by B. Beal)
4:58.0,Indiana full timeout,,87-83,,
4:43.0,T. Young misses 2-pt shot from 2 ft,,87-83,,
4:42.0,Offensive rebound by V. Oladipo,,87-83,,
4:40.0,V. Oladipo misses 3-pt shot from 25 ft,,87-83,,
4:38.0,,,87-83,,Defensive rebound by I. Mahinmi
4:25.0,,,87-83,,Shooting foul by V. Oladipo (drawn by J. Meeks)
4:25.0,,,87-84,1,J. Meeks makes free throw 1 of 2
4:25.0,,,87-85,1,J. Meeks makes free throw 2 of 2
4:02.0,C. Joseph misses 3-pt shot from 24 ft,,87-85,,
3:59.0,,,87-85,,Defensive rebound by I. Mahinmi
3:54.0,,,87-85,,Turnover by B. Beal (bad pass)
3:46.0,V. Oladipo makes 2-pt shot from 14 ft,2,89-85,,
3:26.0,,,89-85,,Turnover by B. Beal (bad pass; steal by V. Oladipo)
3:23.0,V. Oladipo makes 2-pt shot at rim,2,91-85,,
3:23.0,,,91-85,,Washington full timeout
3:06.0,,,91-88,3,B. Beal makes 3-pt shot from 25 ft
2:48.0,M. Turner misses 2-pt shot from 17 ft,,91-88,,
2:44.0,,,91-88,,Defensive rebound by B. Beal
2:36.0,,,91-88,,B. Beal misses 2-pt shot from 1 ft
2:35.0,Defensive rebound by C. Joseph,,91-88,,
2:19.0,C. Joseph makes 2-pt shot from 22 ft,2,93-88,,
1:57.0,,,93-90,2,M. Scott makes 2-pt shot from 18 ft (assist by B. Beal)
1:46.0,V. Oladipo makes 3-pt shot from 25 ft,3,96-90,,
1:40.0,,,96-90,,B. Beal misses 3-pt shot from 26 ft
1:38.0,,,96-90,,Offensive rebound by M. Scott
1:36.0,,,96-93,3,O. Porter makes 3-pt shot from 27 ft (assist by M. Scott)
1:22.0,Turnover by V. Oladipo (bad pass; steal by O. Porter),,96-93,,
1:10.0,,,96-93,,Turnover by M. Scott (lost ball; steal by T. Young)
0:49.0,T. Young misses 2-pt shot from 2 ft,,96-93,,
0:48.0,,,96-93,,Defensive rebound by I. Mahinmi
0:36.0,Personal foul by T. Young (drawn by B. Beal),,96-93,,
0:36.0,,,96-94,1,B. Beal makes free throw 1 of 2
0:36.0,,,96-95,1,B. Beal makes free throw 2 of 2
0:36.0,Indiana full timeout,,96-95,,
0:25.0,V. Oladipo misses 2-pt shot from 20 ft,,96-95,,
0:22.0,,,96-95,,Defensive rebound by O. Porter
0:19.0,,,96-95,,B. Beal misses 2-pt shot from 2 ft
0:16.0,Defensive rebound by B. Bogdanovic,,96-95,,
0:12.0,,,96-95,,Personal take foul by J. Meeks (drawn by V. Oladipo)
