time,Detroit,pts.away,score,pts.home,Orlando
11:46.0,,,29-31,,Turnover by M. Hezonja (bad pass)
11:34.0,Turnover by A. Tolliver (bad pass; steal by B. Biyombo),,29-31,,
11:22.0,,,29-33,2,M. Hezonja makes 2-pt shot from 18 ft (assist by S. Mack)
11:08.0,Shooting foul by S. Mack (drawn by D. Buycks),,29-33,,
11:08.0,D. Buycks misses free throw 1 of 2,,29-33,,
11:08.0,Offensive rebound by Team,,29-33,,
11:08.0,D. Buycks makes free throw 2 of 2,1,30-33,,
10:46.0,,,30-33,,Turnover by W. Iwundu (bad pass; steal by A. Tolliver)
10:30.0,E. Moreland makes 2-pt shot from 1 ft (assist by D. Buycks),2,32-33,,
10:21.0,,,32-33,,Offensive foul by B. Biyombo (drawn by D. Buycks)
10:21.0,,,32-33,,Turnover by B. Biyombo (offensive foul)
10:00.0,D. Buycks misses 3-pt shot from 27 ft,,32-33,,
9:56.0,,,32-33,,Defensive rebound by M. Hezonja
9:52.0,,,32-36,3,S. Mack makes 3-pt shot from 24 ft (assist by M. Hezonja)
9:37.0,D. Buycks makes 2-pt shot from 16 ft,2,34-36,,
9:20.0,Violation by S. Johnson (kicked ball),,34-36,,
9:09.0,,,34-39,3,S. Mack makes 3-pt shot from 25 ft (assist by M. Hezonja)
8:48.0,S. Johnson misses 3-pt shot from 25 ft,,34-39,,
8:46.0,,,34-39,,Defensive rebound by J. Isaac
8:40.0,Personal foul by D. Buycks (drawn by S. Mack),,34-39,,
8:40.0,,,34-39,,Orlando full timeout
8:25.0,,,34-39,,M. Hezonja misses 3-pt shot from 25 ft
8:21.0,Jump ball: B. Biyombo vs. E. Moreland (S. Johnson gains possession),,,,Jump ball: B. Biyombo vs. E. Moreland (S. Johnson gains possession)
8:21.0,Defensive rebound by Team,,34-39,,
8:08.0,L. Galloway misses 2-pt shot from 17 ft,,34-39,,
8:06.0,Offensive rebound by E. Moreland,,34-39,,
8:03.0,A. Tolliver misses 3-pt shot from 24 ft,,34-39,,
8:03.0,,,34-39,,Defensive rebound by S. Mack
7:49.0,,,34-41,2,W. Iwundu makes 2-pt shot from 6 ft
7:34.0,E. Moreland misses 2-pt shot from 13 ft,,34-41,,
7:31.0,,,34-41,,Defensive rebound by B. Biyombo
7:21.0,,,34-41,,M. Hezonja misses 3-pt shot from 24 ft
7:18.0,,,34-41,,Offensive rebound by B. Biyombo
7:18.0,,,34-41,,E. Fournier enters the game for J. Isaac
7:18.0,R. Bullock enters the game for L. Galloway,,34-41,,
7:12.0,Jump ball: B. Biyombo vs. E. Moreland (E. Fournier gains possession),,,,Jump ball: B. Biyombo vs. E. Moreland (E. Fournier gains possession)
6:55.0,,,34-43,2,S. Mack makes 2-pt shot at rim
6:31.0,S. Johnson misses 2-pt shot from 2 ft,,34-43,,
6:31.0,Offensive rebound by E. Moreland,,34-43,,
6:23.0,S. Johnson makes 3-pt shot from 23 ft (assist by E. Moreland),3,37-43,,
6:02.0,,,37-43,,E. Fournier misses 2-pt shot from 3 ft
6:00.0,Defensive rebound by S. Johnson,,37-43,,
5:56.0,S. Johnson makes 2-pt shot from 1 ft,2,39-43,,
5:33.0,,,39-45,2,B. Biyombo makes 2-pt shot from 2 ft (assist by M. Hezonja)
5:19.0,R. Bullock makes 2-pt shot from 1 ft (assist by E. Moreland),2,41-45,,
4:55.0,,,41-45,,B. Biyombo misses 2-pt shot from 3 ft
4:52.0,Defensive rebound by E. Moreland,,41-45,,
4:48.0,Offensive charge foul by S. Johnson (drawn by S. Mack),,41-45,,
4:48.0,Turnover by S. Johnson (offensive foul),,41-45,,
4:48.0,,,41-45,,N. Vucevic enters the game for B. Biyombo
4:48.0,,,41-45,,A. Gordon enters the game for W. Iwundu
4:48.0,I. Smith enters the game for D. Buycks,,41-45,,
4:48.0,B. Griffin enters the game for E. Moreland,,41-45,,
4:48.0,A. Drummond enters the game for A. Tolliver,,41-45,,
4:32.0,,,41-45,,A. Gordon misses 3-pt shot from 24 ft
4:28.0,Defensive rebound by A. Drummond,,41-45,,
4:26.0,Turnover by A. Drummond (lost ball; steal by S. Mack),,41-45,,
4:20.0,,,41-45,,E. Fournier misses 3-pt shot from 23 ft
4:16.0,,,41-45,,Offensive rebound by N. Vucevic
4:06.0,,,41-45,,Shooting foul by S. Johnson (drawn by N. Vucevic)
4:06.0,,,41-46,1,N. Vucevic makes free throw 1 of 2
4:06.0,,,41-46,,D. Augustin enters the game for S. Mack
4:06.0,,,41-46,,J. Simmons enters the game for M. Hezonja
4:06.0,J. Ennis enters the game for S. Johnson,,41-46,,
4:06.0,,,41-47,1,N. Vucevic makes free throw 2 of 2
4:06.0,Detroit full timeout,,41-47,,
3:54.0,B. Griffin misses 2-pt shot from 6 ft,,41-47,,
3:46.0,Offensive rebound by A. Drummond,,41-47,,
3:46.0,A. Drummond makes 2-pt shot at rim,2,43-47,,
3:36.0,,,43-47,,E. Fournier misses 2-pt shot from 2 ft
3:34.0,Defensive rebound by B. Griffin,,43-47,,
3:29.0,A. Drummond makes 2-pt shot from 1 ft (assist by I. Smith),2,45-47,,
3:10.0,,,45-47,,A. Gordon misses 2-pt shot from 9 ft
3:07.0,Defensive rebound by A. Drummond,,45-47,,
3:01.0,R. Bullock makes 2-pt shot from 18 ft (assist by B. Griffin),2,47-47,,
2:42.0,,,47-47,,N. Vucevic misses 2-pt shot from 6 ft
2:40.0,Defensive rebound by B. Griffin,,47-47,,
2:20.0,B. Griffin misses 2-pt shot from 16 ft,,47-47,,
2:17.0,,,47-47,,Defensive rebound by A. Gordon
1:55.0,,,47-47,,N. Vucevic misses 3-pt shot from 25 ft
1:53.0,Defensive rebound by A. Drummond,,47-47,,
1:50.0,B. Griffin misses 2-pt shot from 2 ft,,47-47,,
1:47.0,,,47-47,,Defensive rebound by E. Fournier
1:40.0,,,47-47,,D. Augustin misses 3-pt shot from 23 ft
1:37.0,,,47-47,,Offensive rebound by N. Vucevic
1:35.0,,,47-47,,N. Vucevic misses 2-pt shot from 8 ft
1:28.0,,,47-47,,Offensive rebound by A. Gordon
1:28.0,,,47-49,2,A. Gordon makes 2-pt shot at rim
1:16.0,R. Bullock misses 2-pt shot from 17 ft,,47-49,,
1:16.0,,,47-49,,Defensive rebound by A. Gordon
1:06.0,,,47-51,2,A. Gordon makes 2-pt shot from 2 ft
1:06.0,,,47-51,,Shooting foul by A. Drummond (drawn by A. Gordon)
1:06.0,,,47-51,,A. Gordon misses free throw 1 of 1
1:04.0,Defensive rebound by A. Drummond,,47-51,,
0:50.0,A. Drummond misses 2-pt shot from 1 ft,,47-51,,
0:50.0,Offensive rebound by A. Drummond,,47-51,,
0:45.0,A. Drummond misses 2-pt shot from 3 ft,,47-51,,
0:45.0,Offensive rebound by A. Drummond,,47-51,,
0:45.0,A. Drummond makes 2-pt shot from 3 ft,2,49-51,,
0:39.0,,,49-51,,N. Vucevic misses 3-pt shot from 24 ft
0:37.0,Defensive rebound by R. Bullock,,49-51,,
0:33.0,Turnover by R. Bullock (traveling),,49-51,,
0:18.0,,,49-53,2,N. Vucevic makes 2-pt shot from 8 ft (assist by E. Fournier)
0:03.0,,,49-53,,Personal foul by D. Augustin (drawn by B. Griffin)
0:03.0,,,49-53,,W. Iwundu enters the game for A. Gordon
0:03.0,,,49-53,,J. Isaac enters the game for E. Fournier
0:02.0,R. Bullock makes 3-pt shot from 26 ft (assist by J. Ennis),3,52-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,,,52-55,2,E. Fournier makes 2-pt shot from 21 ft (assist by J. Simmons)
11:31.0,B. Griffin makes 2-pt shot from 18 ft,2,54-55,,
11:06.0,,,54-55,,A. Gordon misses 3-pt shot from 24 ft
11:02.0,Defensive rebound by A. Drummond,,54-55,,
10:54.0,J. Ennis makes 3-pt shot from 25 ft (assist by B. Griffin),3,57-55,,
10:41.0,,,57-55,,E. Fournier misses 2-pt shot at rim
10:39.0,Defensive rebound by B. Griffin,,57-55,,
10:34.0,Turnover by J. Ennis (lost ball; steal by J. Simmons),,57-55,,
10:25.0,,,57-55,,Turnover by N. Vucevic (bad pass; steal by J. Ennis)
10:24.0,,,57-55,,Personal foul by D. Augustin (drawn by J. Ennis)
10:16.0,J. Ennis makes 2-pt shot from 1 ft (assist by I. Smith),2,59-55,,
10:16.0,Shooting foul by E. Fournier (drawn by J. Ennis),,59-55,,
10:16.0,J. Ennis makes free throw 1 of 1,1,60-55,,
9:54.0,,,60-55,,Turnover by E. Fournier (bad pass; steal by A. Drummond)
9:50.0,J. Ennis makes 2-pt shot from 1 ft (assist by I. Smith),2,62-55,,
9:49.0,,,62-55,,Orlando full timeout
9:27.0,,,62-55,,Shooting foul by J. Ennis (drawn by D. Augustin)
9:27.0,,,62-56,1,D. Augustin makes free throw 1 of 2
9:27.0,,,62-56,,D. Augustin misses free throw 2 of 2
9:25.0,Defensive rebound by Team,,62-56,,
9:10.0,R. Bullock makes 3-pt shot from 26 ft (assist by B. Griffin),3,65-56,,
8:54.0,,,65-58,2,N. Vucevic makes 2-pt shot from 22 ft (assist by D. Augustin)
8:31.0,A. Drummond misses 2-pt shot from 11 ft,,65-58,,
8:29.0,,,65-58,,Defensive rebound by N. Vucevic
8:17.0,,,65-58,,E. Fournier misses 3-pt shot from 22 ft
8:15.0,,,65-58,,Offensive rebound by N. Vucevic
8:10.0,,,65-60,2,A. Gordon makes 2-pt shot from 2 ft (assist by D. Augustin)
7:50.0,R. Bullock misses 2-pt shot from 4 ft (block by N. Vucevic),,65-60,,
7:48.0,,,65-60,,Defensive rebound by E. Fournier
7:44.0,,,65-63,3,D. Augustin makes 3-pt shot from 25 ft (assist by N. Vucevic)
7:43.0,Detroit full timeout,,65-63,,
7:30.0,,,65-63,,Shooting block foul by D. Augustin (drawn by I. Smith)
7:30.0,I. Smith misses free throw 1 of 2,,65-63,,
7:30.0,Offensive rebound by Team,,65-63,,
7:30.0,I. Smith makes free throw 2 of 2,1,66-63,,
7:08.0,,,66-63,,Turnover by D. Augustin (bad pass)
7:01.0,B. Griffin misses 2-pt shot from 17 ft,,66-63,,
6:58.0,,,66-63,,Defensive rebound by E. Fournier
6:40.0,,,66-65,2,J. Simmons makes 2-pt shot from 8 ft (assist by N. Vucevic)
6:20.0,I. Smith misses 2-pt shot from 2 ft,,66-65,,
6:20.0,,,66-65,,Defensive rebound by Team
6:20.0,Loose ball foul by A. Drummond (drawn by N. Vucevic),,66-65,,
6:06.0,,,66-65,,Turnover by N. Vucevic (lost ball; steal by R. Bullock)
6:01.0,R. Bullock makes 3-pt shot from 26 ft (assist by B. Griffin),3,69-65,,
5:37.0,,,69-67,2,N. Vucevic makes 2-pt shot from 12 ft (assist by D. Augustin)
5:24.0,A. Drummond misses 2-pt shot from 12 ft,,69-67,,
5:22.0,,,69-67,,Defensive rebound by A. Gordon
5:16.0,,,69-70,3,D. Augustin makes 3-pt shot from 27 ft (assist by A. Gordon)
5:01.0,J. Ennis makes 3-pt shot from 25 ft (assist by I. Smith),3,72-70,,
4:43.0,,,72-70,,J. Simmons misses 3-pt shot from 24 ft
4:39.0,Defensive rebound by B. Griffin,,72-70,,
4:35.0,A. Drummond makes 2-pt shot from 2 ft (assist by I. Smith),2,74-70,,
4:14.0,,,74-72,2,N. Vucevic makes 2-pt shot from 2 ft
4:00.0,R. Bullock makes 3-pt shot from 25 ft (assist by B. Griffin),3,77-72,,
3:38.0,,,77-72,,E. Fournier misses 2-pt shot from 23 ft
3:38.0,Defensive rebound by B. Griffin,,77-72,,
3:32.0,B. Griffin makes 2-pt shot from 1 ft,2,79-72,,
3:32.0,Shooting foul by J. Simmons (drawn by B. Griffin),,79-72,,
3:32.0,,,79-72,,Orlando full timeout
3:32.0,,,79-72,,M. Hezonja enters the game for J. Simmons
3:32.0,S. Johnson enters the game for I. Smith,,79-72,,
3:32.0,D. Buycks enters the game for J. Ennis,,79-72,,
3:32.0,B. Griffin makes free throw 1 of 1,1,80-72,,
3:17.0,,,80-75,3,D. Augustin makes 3-pt shot from 25 ft (assist by E. Fournier)
3:03.0,D. Buycks makes 2-pt shot from 20 ft,2,82-75,,
2:45.0,,,82-75,,A. Gordon misses 2-pt shot from 18 ft
2:42.0,Defensive rebound by Team,,82-75,,
2:42.0,A. Tolliver enters the game for B. Griffin,,82-75,,
2:22.0,Turnover by S. Johnson (lost ball; steal by M. Hezonja),,82-75,,
2:17.0,,,82-77,2,N. Vucevic makes 2-pt shot from 4 ft
2:01.0,S. Johnson misses 3-pt shot from 22 ft,,82-77,,
2:01.0,,,82-77,,Defensive rebound by Team
2:00.0,,,82-77,,J. Isaac enters the game for A. Gordon
1:49.0,,,82-80,3,E. Fournier makes 3-pt shot from 23 ft (assist by D. Augustin)
1:29.0,D. Buycks misses 2-pt shot from 2 ft,,82-80,,
1:27.0,,,82-80,,Defensive rebound by N. Vucevic
1:17.0,,,82-82,2,N. Vucevic makes 2-pt shot from 4 ft (assist by M. Hezonja)
0:51.0,S. Johnson misses 2-pt shot from 12 ft,,82-82,,
0:47.0,,,82-82,,Defensive rebound by N. Vucevic
0:43.0,,,82-82,,M. Hezonja misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by D. Buycks,,82-82,,
0:28.0,R. Bullock misses 3-pt shot from 25 ft,,82-82,,
0:25.0,,,82-82,,Defensive rebound by J. Isaac
0:02.0,,,82-82,,N. Vucevic misses 3-pt shot from 25 ft
0:01.0,,,82-82,,Offensive rebound by Team
0:01.0,,,82-82,,Turnover by Team (shot clock)
0:00.0,D. Buycks misses 3-pt shot from 40 ft,,82-82,,
0:00.0,Offensive rebound by Team,,82-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,A. Tolliver makes 3-pt shot from 25 ft (assist by S. Johnson),3,85-82,,
11:11.0,,,85-84,2,B. Biyombo makes 2-pt shot from 14 ft (assist by S. Mack)
10:55.0,Shooting foul by S. Mack (drawn by A. Tolliver),,85-84,,
10:55.0,A. Tolliver makes free throw 1 of 2,1,86-84,,
10:55.0,A. Tolliver makes free throw 2 of 2,1,87-84,,
10:37.0,,,87-84,,S. Mack misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by L. Galloway,,87-84,,
10:19.0,Turnover by D. Buycks (bad pass; steal by J. Isaac),,87-84,,
10:16.0,,,87-86,2,M. Hezonja makes 2-pt shot from 2 ft
9:56.0,L. Galloway misses 2-pt shot from 21 ft (block by J. Isaac),,87-86,,
9:53.0,,,87-86,,Defensive rebound by B. Biyombo
9:43.0,,,87-86,,Turnover by S. Mack (lost ball; steal by D. Buycks)
9:39.0,D. Buycks makes 2-pt shot from 7 ft,2,89-86,,
9:18.0,,,89-86,,Turnover by J. Simmons (bad pass; steal by E. Moreland)
9:14.0,,,89-86,,Personal foul by B. Biyombo (drawn by A. Tolliver)
9:07.0,D. Buycks makes 3-pt shot from 25 ft,3,92-86,,
8:45.0,,,92-86,,Turnover by J. Simmons (bad pass; steal by D. Buycks)
8:35.0,L. Galloway misses 3-pt shot from 24 ft,,92-86,,
8:32.0,,,92-86,,Defensive rebound by B. Biyombo
8:22.0,,,92-89,3,J. Isaac makes 3-pt shot from 25 ft (assist by M. Hezonja)
8:00.0,D. Buycks misses 2-pt shot from 21 ft,,92-89,,
7:55.0,Offensive rebound by E. Moreland,,92-89,,
7:54.0,A. Tolliver makes 3-pt shot from 26 ft (assist by E. Moreland),3,95-89,,
7:54.0,,,95-89,,Orlando full timeout
7:54.0,,,95-89,,D. Augustin enters the game for J. Simmons
7:41.0,,,95-91,2,B. Biyombo makes 2-pt shot from 5 ft (assist by S. Mack)
7:23.0,A. Tolliver misses 3-pt shot from 24 ft,,95-91,,
7:23.0,,,95-91,,Defensive rebound by S. Mack
7:02.0,,,95-91,,Turnover by D. Augustin (out of bounds lost ball)
7:02.0,,,95-91,,A. Gordon enters the game for J. Isaac
6:47.0,L. Galloway makes 2-pt shot from 17 ft,2,97-91,,
6:24.0,,,97-93,2,S. Mack makes 2-pt shot from 1 ft (assist by D. Augustin)
6:09.0,,,97-93,,Personal foul by A. Gordon (drawn by A. Tolliver)
6:09.0,,,97-93,,N. Vucevic enters the game for M. Hezonja
6:09.0,,,97-93,,E. Fournier enters the game for B. Biyombo
6:09.0,A. Drummond enters the game for S. Johnson,,97-93,,
6:09.0,B. Griffin enters the game for E. Moreland,,97-93,,
6:09.0,J. Ennis enters the game for A. Tolliver,,97-93,,
5:58.0,B. Griffin misses 2-pt shot at rim,,97-93,,
5:57.0,Offensive rebound by B. Griffin,,97-93,,
5:57.0,B. Griffin makes 2-pt shot at rim,2,99-93,,
5:57.0,Shooting foul by N. Vucevic (drawn by B. Griffin),,99-93,,
5:57.0,R. Bullock enters the game for L. Galloway,,99-93,,
5:57.0,B. Griffin misses free throw 1 of 1,,99-93,,
5:52.0,,,99-93,,Defensive rebound by A. Gordon
5:35.0,,,99-93,,A. Gordon misses 2-pt shot from 14 ft
5:31.0,Defensive rebound by R. Bullock,,99-93,,
5:21.0,A. Drummond misses 2-pt shot from 4 ft,,99-93,,
5:18.0,,,99-93,,Defensive rebound by D. Augustin
5:04.0,,,99-93,,Turnover by N. Vucevic (bad pass)
5:04.0,I. Smith enters the game for D. Buycks,,99-93,,
4:51.0,Shooting foul by A. Gordon (drawn by B. Griffin),,99-93,,
4:51.0,B. Griffin makes free throw 1 of 2,1,100-93,,
4:51.0,,,100-93,,J. Simmons enters the game for S. Mack
4:51.0,B. Griffin misses free throw 2 of 2,,100-93,,
4:48.0,,,100-93,,Defensive rebound by A. Gordon
4:37.0,,,100-95,2,A. Gordon makes 2-pt shot at rim (assist by E. Fournier)
4:37.0,,,100-95,,Shooting foul by B. Griffin (drawn by A. Gordon)
4:37.0,,,100-96,1,A. Gordon makes free throw 1 of 1
4:14.0,B. Griffin misses 2-pt shot from 18 ft,,100-96,,
4:11.0,Offensive rebound by J. Ennis,,100-96,,
4:09.0,R. Bullock misses 3-pt shot from 26 ft,,100-96,,
4:09.0,,,100-96,,Defensive rebound by Team
3:59.0,Personal foul by A. Drummond (drawn by N. Vucevic),,100-96,,
3:53.0,,,100-98,2,N. Vucevic makes 2-pt shot from 20 ft (assist by E. Fournier)
3:34.0,R. Bullock misses 2-pt shot from 16 ft,,100-98,,
3:33.0,Offensive rebound by A. Drummond,,100-98,,
3:33.0,Shooting foul by N. Vucevic (drawn by A. Drummond),,100-98,,
3:33.0,A. Drummond misses free throw 1 of 2,,100-98,,
3:33.0,Offensive rebound by Team,,100-98,,
3:33.0,A. Drummond misses free throw 2 of 2,,100-98,,
3:29.0,,,100-98,,Defensive rebound by N. Vucevic
3:10.0,,,100-101,3,A. Gordon makes 3-pt shot from 25 ft (assist by N. Vucevic)
2:50.0,J. Ennis misses 2-pt shot from 3 ft,,100-101,,
2:47.0,,,100-101,,Defensive rebound by N. Vucevic
2:37.0,,,100-101,,J. Simmons misses 2-pt shot from 11 ft
2:32.0,Defensive rebound by J. Ennis,,100-101,,
2:23.0,I. Smith misses 2-pt shot from 17 ft,,100-101,,
2:21.0,,,100-101,,Defensive rebound by A. Gordon
2:07.0,,,100-101,,E. Fournier misses 3-pt shot from 23 ft
2:03.0,Defensive rebound by I. Smith,,100-101,,
2:00.0,R. Bullock misses 2-pt shot from 7 ft,,100-101,,
1:58.0,Offensive rebound by Team,,100-101,,
1:58.0,Detroit full timeout,,100-101,,
1:58.0,,,100-101,,S. Mack enters the game for J. Simmons
1:50.0,Shooting foul by S. Mack (drawn by R. Bullock),,100-101,,
1:50.0,R. Bullock makes free throw 1 of 2,1,101-101,,
1:50.0,R. Bullock makes free throw 2 of 2,1,102-101,,
1:37.0,,,102-101,,E. Fournier misses 3-pt shot from 25 ft
1:31.0,Defensive rebound by B. Griffin,,102-101,,
1:12.0,Jump ball: D. Augustin vs. B. Griffin (R. Bullock gains possession),,,,Jump ball: D. Augustin vs. B. Griffin (R. Bullock gains possession)
1:09.0,R. Bullock misses 3-pt shot from 27 ft,,102-101,,
1:05.0,,,102-101,,Defensive rebound by A. Gordon
0:47.0,,,102-104,3,E. Fournier makes 3-pt shot from 25 ft (assist by A. Gordon)
0:34.0,A. Drummond misses 2-pt shot from 13 ft,,102-104,,
