time,San Antonio,pts.away,score,pts.home,Oklahoma City
5:35.0,,,55-65,,A. Abrines enters the game for A. Roberson
5:35.0,D. White makes free throw 2 of 2,1,56-65,,
5:17.0,,,56-68,3,A. Abrines makes 3-pt shot from 24 ft (assist by C. Anthony)
5:04.0,D. Bertans misses 3-pt shot from 24 ft,,56-68,,
5:01.0,,,56-68,,Defensive rebound by P. George
4:53.0,,,56-68,,Turnover by P. George (out of bounds lost ball)
4:40.0,D. White makes 2-pt shot from 4 ft,2,58-68,,
4:32.0,Personal foul by D. Bertans (drawn by S. Adams),,58-68,,
4:32.0,,,58-68,,R. Westbrook misses technical free throw
4:32.0,,,58-68,,Offensive rebound by Team
4:32.0,,,58-68,,S. Adams misses free throw 1 of 2
4:32.0,,,58-68,,Offensive rebound by Team
4:32.0,,,58-68,,S. Adams misses free throw 2 of 2
4:29.0,Defensive rebound by J. Lauvergne,,58-68,,
4:15.0,D. White misses 2-pt shot from 6 ft,,58-68,,
4:13.0,,,58-68,,Defensive rebound by S. Adams
4:06.0,,,58-68,,R. Westbrook misses 2-pt shot from 2 ft (block by D. White)
4:01.0,,,58-68,,Offensive rebound by R. Westbrook
4:01.0,,,58-68,,Turnover by R. Westbrook (bad pass; steal by B. Forbes)
3:53.0,Turnover by D. White (lost ball; steal by A. Abrines),,58-68,,
3:48.0,,,58-68,,Turnover by R. Westbrook (lost ball; steal by J. Lauvergne)
3:41.0,J. Lauvergne misses 2-pt shot from 9 ft,,58-68,,
3:38.0,,,58-68,,Defensive rebound by S. Adams
3:32.0,,,58-68,,Oklahoma City full timeout
3:20.0,,,58-68,,Shooting foul by J. Lauvergne (drawn by P. George)
3:20.0,,,58-69,1,P. George makes free throw 1 of 2
3:20.0,,,58-69,,J. Grant enters the game for S. Adams
3:20.0,K. Anderson enters the game for J. Lauvergne,,58-69,,
3:20.0,,,58-70,1,P. George makes free throw 2 of 2
3:09.0,D. Murray makes 2-pt shot from 6 ft,2,60-70,,
3:09.0,Shooting foul by R. Westbrook (drawn by D. Murray),,60-70,,
3:09.0,,,60-70,,A. Roberson enters the game for P. George
3:09.0,D. Murray makes free throw 1 of 1,1,61-70,,
2:50.0,,,61-70,,R. Westbrook misses 2-pt shot from 12 ft
2:47.0,,,61-70,,Offensive rebound by C. Anthony
2:44.0,,,61-70,,Turnover by C. Anthony (lost ball; steal by K. Anderson)
2:37.0,B. Forbes misses 2-pt shot at rim,,61-70,,
2:35.0,Offensive rebound by D. Murray,,61-70,,
2:35.0,D. Murray makes 2-pt shot from 1 ft,2,63-70,,
2:18.0,,,63-70,,J. Grant misses 2-pt shot from 1 ft (block by D. Bertans)
2:12.0,Defensive rebound by B. Forbes,,63-70,,
2:10.0,D. Bertans makes 3-pt shot from 23 ft (assist by D. Murray),3,66-70,,
1:49.0,,,66-70,,A. Abrines misses 3-pt shot from 23 ft
1:47.0,,,66-70,,Offensive rebound by J. Grant
1:37.0,,,66-70,,Shooting foul by D. Murray (drawn by J. Grant)
1:37.0,,,66-71,1,J. Grant makes free throw 1 of 2
1:37.0,,,66-71,,R. Felton enters the game for R. Westbrook
1:37.0,,,66-71,,J. Huestis enters the game for C. Anthony
1:37.0,,,66-72,1,J. Grant makes free throw 2 of 2
1:28.0,B. Forbes makes 2-pt shot from 22 ft (assist by D. Murray),2,68-72,,
1:07.0,,,68-74,2,A. Abrines makes 2-pt shot at rim
1:07.0,,,68-74,,Shooting foul by D. Bertans (drawn by A. Abrines)
1:07.0,,,68-74,,A. Abrines misses free throw 1 of 1
1:05.0,Defensive rebound by K. Anderson,,68-74,,
1:00.0,Shooting foul by J. Huestis (drawn by K. Anderson),,68-74,,
1:00.0,San Antonio full timeout,,68-74,,
1:00.0,J. Lauvergne enters the game for K. Anderson,,68-74,,
1:00.0,J. Lauvergne makes free throw 1 of 2,1,69-74,,
1:00.0,J. Lauvergne makes free throw 2 of 2,1,70-74,,
1:00.0,,,70-74,,P. George enters the game for A. Abrines
0:46.0,,,70-76,2,P. George makes 2-pt shot at rim
0:27.0,D. Bertans makes 3-pt shot from 27 ft (assist by D. White),3,73-76,,
0:04.0,,,73-76,,Turnover by P. George (lost ball; steal by D. White)
0:00.0,D. Murray misses 2-pt shot from 16 ft,,73-76,,
0:00.0,Offensive rebound by Team,,73-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,73-76,,Personal foul by P. George (drawn by D. Bertans)
11:51.0,,,73-76,,P. Patterson enters the game for J. Huestis
11:37.0,J. Lauvergne makes 2-pt shot from 1 ft,2,75-76,,
11:13.0,,,75-76,,P. Patterson misses 3-pt shot from 22 ft
11:10.0,Defensive rebound by D. Bertans,,75-76,,
11:06.0,San Antonio full timeout,,75-76,,
11:00.0,Turnover by D. Murray (lost ball; steal by A. Roberson),,75-76,,
10:51.0,,,75-76,,P. George misses 2-pt shot from 1 ft (block by D. Bertans)
10:51.0,,,75-76,,Offensive rebound by Team
10:43.0,,,75-76,,Turnover by A. Roberson (traveling)
10:29.0,D. Bertans makes 2-pt shot from 14 ft,2,77-76,,
10:12.0,Personal foul by J. Lauvergne (drawn by P. George),,77-76,,
10:04.0,,,77-78,2,R. Felton makes 2-pt shot from 1 ft
9:39.0,D. Murray misses 2-pt shot from 5 ft,,77-78,,
9:37.0,,,77-78,,Defensive rebound by A. Roberson
9:31.0,,,77-78,,P. George misses 2-pt shot from 10 ft
9:28.0,Defensive rebound by D. Bertans,,77-78,,
9:22.0,Offensive foul by D. Bertans (drawn by A. Roberson),,77-78,,
9:22.0,Turnover by D. Bertans (offensive foul),,77-78,,
9:22.0,,,77-78,,R. Westbrook enters the game for A. Roberson
9:22.0,D. White enters the game for J. Lauvergne,,77-78,,
9:04.0,,,77-78,,P. George misses 2-pt shot from 3 ft
9:01.0,,,77-78,,Offensive rebound by P. George
9:01.0,,,77-78,,P. George misses 2-pt shot at rim
8:58.0,,,77-78,,Offensive rebound by P. George
8:56.0,,,77-78,,P. Patterson misses 3-pt shot from 23 ft
8:56.0,Defensive rebound by D. Murray,,77-78,,
8:44.0,D. Murray makes 2-pt shot at rim,2,79-78,,
8:21.0,,,79-78,,Turnover by R. Westbrook (lost ball; steal by D. Murray)
8:15.0,B. Forbes misses 2-pt shot from 21 ft,,79-78,,
8:13.0,,,79-78,,Defensive rebound by J. Grant
8:09.0,,,79-78,,Oklahoma City full timeout
7:57.0,,,79-78,,P. George misses 3-pt shot from 23 ft
7:54.0,Defensive rebound by D. Murray,,79-78,,
7:47.0,Turnover by D. Murray (bad pass),,79-78,,
7:33.0,Personal foul by D. White (drawn by J. Grant),,79-78,,
7:33.0,,,79-78,,C. Anthony enters the game for P. Patterson
7:27.0,,,79-78,,R. Felton misses 3-pt shot from 23 ft
7:24.0,,,79-78,,Offensive rebound by R. Westbrook
7:23.0,,,79-78,,R. Westbrook misses 2-pt shot at rim
7:20.0,Defensive rebound by D. White,,79-78,,
7:06.0,B. Paul misses 2-pt shot from 2 ft (block by P. George),,79-78,,
7:02.0,,,79-78,,Defensive rebound by P. George
6:59.0,,,79-78,,C. Anthony misses 3-pt shot from 25 ft
6:57.0,,,79-78,,Offensive rebound by Team
6:47.0,,,79-80,2,C. Anthony makes 2-pt shot from 1 ft
6:28.0,Turnover by D. Murray (bad pass),,79-80,,
6:15.0,,,79-80,,P. George misses 3-pt shot from 22 ft
6:13.0,,,79-80,,Offensive rebound by J. Grant
6:13.0,Personal foul by D. Murray (drawn by J. Grant),,79-80,,
6:04.0,,,79-80,,C. Anthony misses 2-pt shot from 2 ft (block by B. Paul)
6:04.0,,,79-80,,Offensive rebound by Team
6:04.0,J. Lauvergne enters the game for D. White,,79-80,,
