time,Philadelphia,pts.away,score,pts.home,Chicago
7:06.0,Shooting foul by D. Nwaba (drawn by B. Simmons),,22-7,,
7:06.0,A. Johnson enters the game for J. Embiid,,22-7,,
7:06.0,B. Simmons misses free throw 1 of 1,,22-7,,
7:03.0,,,22-7,,Defensive rebound by L. Markkanen
6:56.0,Personal foul by R. Covington (drawn by L. Markkanen),,22-7,,
6:56.0,,,22-7,,Chicago full timeout
6:52.0,,,22-7,,Z. LaVine misses 2-pt shot at rim
6:49.0,Defensive rebound by D. Saric,,22-7,,
6:43.0,R. Covington makes 3-pt shot from 25 ft (assist by D. Saric),3,25-7,,
6:26.0,,,25-9,2,D. Nwaba makes 2-pt shot at rim
6:07.0,B. Simmons misses 2-pt shot from 18 ft,,25-9,,
6:03.0,,,25-9,,Defensive rebound by D. Nwaba
5:56.0,,,25-11,2,B. Portis makes 2-pt shot at rim
5:56.0,,,25-11,,Shooting foul by A. Johnson (drawn by B. Portis)
5:56.0,M. Belinelli enters the game for R. Covington,,25-11,,
5:56.0,,,25-12,1,B. Portis makes free throw 1 of 1
5:43.0,D. Saric misses 2-pt shot from 20 ft,,25-12,,
5:41.0,Offensive rebound by A. Johnson,,25-12,,
5:38.0,Turnover by D. Saric (bad pass; steal by D. Nwaba),,25-12,,
5:34.0,,,25-12,,D. Nwaba misses 2-pt shot at rim
5:34.0,,,25-12,,Offensive rebound by B. Portis
5:28.0,,,25-14,2,B. Portis makes 2-pt shot at rim
5:16.0,Turnover by B. Simmons (traveling),,25-14,,
4:59.0,,,25-16,2,D. Nwaba makes 2-pt shot at rim (assist by Z. LaVine)
4:58.0,Philadelphia full timeout,,25-16,,
4:58.0,T. Booker enters the game for D. Saric,,25-16,,
4:39.0,B. Simmons makes 2-pt shot from 9 ft (assist by T. Booker),2,27-16,,
4:22.0,,,27-16,,K. Dunn misses 2-pt shot from 6 ft
4:20.0,,,27-16,,Offensive rebound by L. Markkanen
4:18.0,,,27-16,,L. Markkanen misses 3-pt shot from 22 ft
4:14.0,Defensive rebound by M. Belinelli,,27-16,,
4:03.0,M. Belinelli misses 3-pt shot from 26 ft,,27-16,,
3:59.0,Offensive rebound by T. Booker,,27-16,,
3:55.0,T. McConnell makes 3-pt shot from 25 ft (assist by A. Johnson),3,30-16,,
3:45.0,,,30-16,,B. Portis misses 3-pt shot from 25 ft
3:43.0,Defensive rebound by B. Simmons,,30-16,,
3:39.0,Turnover by T. McConnell (traveling),,30-16,,
3:39.0,,,30-16,,D. Valentine enters the game for Z. LaVine
3:39.0,,,30-16,,C. Payne enters the game for K. Dunn
3:39.0,J. Embiid enters the game for A. Johnson,,30-16,,
3:39.0,J. Redick enters the game for B. Simmons,,30-16,,
3:26.0,,,30-19,3,D. Nwaba makes 3-pt shot from 25 ft (assist by C. Payne)
3:14.0,J. Redick misses 3-pt shot from 25 ft,,30-19,,
3:11.0,,,30-19,,Defensive rebound by C. Payne
3:03.0,,,30-19,,L. Markkanen misses 3-pt shot from 24 ft
3:00.0,,,30-19,,Offensive rebound by D. Nwaba
2:57.0,,,30-22,3,D. Valentine makes 3-pt shot from 24 ft (assist by D. Nwaba)
2:45.0,M. Belinelli misses 3-pt shot from 23 ft,,30-22,,
2:41.0,,,30-22,,Defensive rebound by D. Valentine
2:35.0,,,30-22,,D. Valentine misses 2-pt shot from 3 ft
2:32.0,,,30-22,,Offensive rebound by B. Portis
2:30.0,,,30-24,2,B. Portis makes 2-pt shot from 2 ft
2:00.0,J. Redick misses 3-pt shot from 25 ft,,30-24,,
1:57.0,,,30-24,,Defensive rebound by B. Portis
1:57.0,,,30-24,,Offensive charge foul by D. Valentine (drawn by J. Redick)
1:57.0,,,30-24,,Turnover by D. Valentine (offensive foul)
1:57.0,,,30-24,,P. Zipser enters the game for D. Nwaba
1:57.0,,,30-24,,N. Vonleh enters the game for L. Markkanen
1:38.0,T. Booker misses 3-pt shot from 23 ft,,30-24,,
1:36.0,,,30-24,,Defensive rebound by N. Vonleh
1:23.0,,,30-26,2,C. Payne makes 2-pt shot from 7 ft
1:04.0,J. Embiid makes 2-pt shot from 1 ft,2,32-26,,
0:54.0,,,32-26,,C. Payne misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by Team,,32-26,,
0:40.0,Shooting foul by B. Portis (drawn by J. Embiid),,32-26,,
0:40.0,J. Embiid misses free throw 1 of 2,,32-26,,
0:40.0,Offensive rebound by Team,,32-26,,
0:40.0,J. Embiid makes free throw 2 of 2,1,33-26,,
0:25.0,,,33-29,3,D. Valentine makes 3-pt shot from 22 ft (assist by P. Zipser)
0:07.0,J. Redick misses 2-pt shot from 15 ft,,33-29,,
0:03.0,Offensive rebound by J. Embiid,,33-29,,
0:01.0,Turnover by Team (shot clock),,33-29,,
0:00.0,,,33-29,,C. Payne misses 3-pt shot from 43 ft
0:00.0,,,33-29,,Offensive rebound by Team
0:00.0,Jump ball: C. Felicio vs. J. Embiid (B. Simmons gains possession),,,,Jump ball: C. Felicio vs. J. Embiid (B. Simmons gains possession)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,33-29,,D. Valentine misses 2-pt shot from 5 ft
11:46.0,Defensive rebound by J. Embiid,,33-29,,
11:36.0,T. Booker makes 2-pt shot from 2 ft (assist by J. Redick),2,35-29,,
11:14.0,,,35-29,,Turnover by B. Portis (traveling)
10:58.0,J. Embiid misses 2-pt shot from 21 ft,,35-29,,
10:58.0,,,35-29,,Defensive rebound by Team
10:56.0,Loose ball foul by T. Booker (drawn by N. Vonleh),,35-29,,
10:56.0,R. Covington enters the game for M. Belinelli,,35-29,,
10:46.0,,,35-29,,B. Portis misses 2-pt shot from 6 ft (block by J. Embiid)
10:43.0,Defensive rebound by R. Covington,,35-29,,
10:40.0,Turnover by T. McConnell (bad pass; steal by C. Payne),,35-29,,
10:35.0,,,35-31,2,P. Zipser makes 2-pt shot from 20 ft (assist by C. Payne)
10:16.0,J. Embiid makes 2-pt shot from 15 ft,2,37-31,,
10:08.0,,,37-31,,Turnover by C. Payne (bad pass; steal by T. McConnell)
9:49.0,J. Embiid makes 2-pt shot from 11 ft,2,39-31,,
9:34.0,Personal foul by T. Booker (drawn by N. Vonleh),,39-31,,
9:31.0,,,39-34,3,B. Portis makes 3-pt shot from 25 ft (assist by D. Valentine)
9:10.0,T. McConnell misses 2-pt shot from 9 ft,,39-34,,
9:08.0,,,39-34,,Defensive rebound by N. Vonleh
9:01.0,,,39-37,3,B. Portis makes 3-pt shot from 25 ft (assist by P. Zipser)
8:59.0,Philadelphia full timeout,,39-37,,
8:59.0,B. Simmons enters the game for J. Redick,,39-37,,
8:59.0,D. Saric enters the game for T. Booker,,39-37,,
8:42.0,J. Embiid makes 2-pt shot from 14 ft,2,41-37,,
8:30.0,,,41-40,3,B. Portis makes 3-pt shot from 25 ft (assist by C. Payne)
8:18.0,D. Saric makes 2-pt shot from 21 ft (assist by B. Simmons),2,43-40,,
8:05.0,,,43-40,,B. Portis misses 2-pt shot from 21 ft
8:01.0,Defensive rebound by D. Saric,,43-40,,
7:56.0,R. Covington misses 3-pt shot from 26 ft,,43-40,,
7:52.0,,,43-40,,Defensive rebound by N. Vonleh
7:41.0,,,43-40,,N. Vonleh misses 2-pt shot from 3 ft
7:39.0,Defensive rebound by J. Embiid,,43-40,,
7:33.0,Shooting foul by P. Zipser (drawn by B. Simmons),,43-40,,
7:33.0,B. Simmons makes free throw 1 of 2,1,44-40,,
7:33.0,,,44-40,,K. Dunn enters the game for P. Zipser
7:33.0,,,44-40,,Z. LaVine enters the game for C. Payne
7:33.0,A. Johnson enters the game for J. Embiid,,44-40,,
7:33.0,B. Simmons misses free throw 2 of 2,,44-40,,
7:31.0,,,44-40,,Defensive rebound by K. Dunn
7:21.0,,,44-42,2,B. Portis makes 2-pt shot from 1 ft (assist by D. Valentine)
7:21.0,,,44-42,,Shooting foul by A. Johnson (drawn by B. Portis)
7:21.0,,,44-42,,L. Markkanen enters the game for N. Vonleh
7:21.0,M. Belinelli enters the game for T. McConnell,,44-42,,
7:21.0,,,44-42,,B. Portis misses free throw 1 of 1
7:19.0,Defensive rebound by D. Saric,,44-42,,
7:10.0,B. Simmons makes 2-pt shot from 1 ft (assist by A. Johnson),2,46-42,,
7:00.0,,,46-45,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Dunn)
6:45.0,D. Saric makes 3-pt shot from 22 ft (assist by B. Simmons),3,49-45,,
6:32.0,,,49-48,3,Z. LaVine makes 3-pt shot from 26 ft (assist by B. Portis)
6:23.0,D. Saric makes 2-pt shot from 2 ft (assist by B. Simmons),2,51-48,,
6:14.0,,,51-48,,L. Markkanen misses 3-pt shot from 26 ft
6:14.0,Defensive rebound by Team,,51-48,,
6:11.0,,,51-48,,C. Felicio enters the game for B. Portis
5:56.0,R. Covington makes 2-pt shot from 1 ft (assist by B. Simmons),2,53-48,,
5:35.0,,,53-48,,L. Markkanen misses 2-pt shot from 15 ft
5:35.0,Defensive rebound by A. Johnson,,53-48,,
5:25.0,Shooting foul by Z. LaVine (drawn by A. Johnson),,53-48,,
5:25.0,A. Johnson misses free throw 1 of 2,,53-48,,
5:25.0,Offensive rebound by Team,,53-48,,
5:25.0,,,53-48,,D. Nwaba enters the game for D. Valentine
5:25.0,A. Johnson misses free throw 2 of 2,,53-48,,
5:22.0,,,53-48,,Defensive rebound by L. Markkanen
5:02.0,,,53-48,,Z. LaVine misses 2-pt shot from 1 ft
5:00.0,Defensive rebound by D. Saric,,53-48,,
4:56.0,M. Belinelli misses 3-pt shot from 26 ft,,53-48,,
4:51.0,,,53-48,,Defensive rebound by C. Felicio
4:43.0,,,53-48,,Turnover by K. Dunn (lost ball; steal by M. Belinelli)
4:37.0,D. Saric misses 2-pt shot from 4 ft (block by C. Felicio),,53-48,,
4:33.0,Offensive rebound by A. Johnson,,53-48,,
4:32.0,Turnover by A. Johnson (bad pass; steal by K. Dunn),,53-48,,
4:29.0,,,53-50,2,D. Nwaba makes 2-pt shot at rim (assist by Z. LaVine)
4:26.0,Shooting foul by C. Felicio (drawn by A. Johnson),,53-50,,
4:26.0,Technical foul by D. Saric,,53-50,,
4:26.0,,,53-51,1,Z. LaVine makes technical free throw
4:26.0,A. Johnson makes free throw 1 of 2,1,54-51,,
4:26.0,,,54-51,,P. Zipser enters the game for C. Felicio
4:26.0,A. Johnson makes free throw 2 of 2,1,55-51,,
4:05.0,,,55-51,,Turnover by Z. LaVine (bad pass)
3:55.0,D. Saric misses 2-pt shot from 18 ft,,55-51,,
3:52.0,,,55-51,,Defensive rebound by Z. LaVine
3:46.0,,,55-53,2,L. Markkanen makes 2-pt shot at rim (assist by Z. LaVine)
3:45.0,Philadelphia full timeout,,55-53,,
3:45.0,J. Redick enters the game for A. Johnson,,55-53,,
3:45.0,J. Embiid enters the game for R. Covington,,55-53,,
3:45.0,,,55-53,,B. Portis enters the game for P. Zipser
3:26.0,J. Redick misses 2-pt shot from 21 ft (block by D. Nwaba),,55-53,,
3:23.0,,,55-53,,Defensive rebound by K. Dunn
3:20.0,,,55-55,2,Z. LaVine makes 2-pt shot at rim (assist by K. Dunn)
3:14.0,B. Simmons makes 2-pt shot from 5 ft,2,57-55,,
3:14.0,Shooting foul by K. Dunn (drawn by B. Simmons),,57-55,,
3:14.0,B. Simmons makes free throw 1 of 1,1,58-55,,
2:52.0,,,58-55,,Z. LaVine misses 2-pt shot from 2 ft (block by J. Embiid)
2:52.0,Defensive rebound by Team,,58-55,,
2:43.0,,,58-55,,Personal foul by Z. LaVine (drawn by M. Belinelli)
2:43.0,M. Belinelli makes free throw 1 of 2,1,59-55,,
2:43.0,M. Belinelli makes free throw 2 of 2,1,60-55,,
2:27.0,,,60-57,2,K. Dunn makes 2-pt shot from 18 ft
2:13.0,Turnover by B. Simmons (offensive goaltending),,60-57,,
1:51.0,,,60-60,3,B. Portis makes 3-pt shot from 24 ft (assist by Z. LaVine)
1:50.0,Shooting foul by K. Dunn (drawn by B. Simmons),,60-60,,
1:50.0,B. Simmons misses free throw 1 of 2,,60-60,,
1:50.0,Offensive rebound by Team,,60-60,,
1:50.0,,,60-60,,C. Payne enters the game for K. Dunn
1:50.0,B. Simmons makes free throw 2 of 2,1,61-60,,
1:37.0,,,61-60,,B. Portis misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by B. Simmons,,61-60,,
1:35.0,Shooting foul by B. Portis (drawn by J. Embiid),,61-60,,
1:35.0,J. Embiid misses free throw 1 of 2,,61-60,,
1:35.0,Offensive rebound by Team,,61-60,,
1:35.0,,,61-60,,N. Vonleh enters the game for B. Portis
1:35.0,J. Embiid makes free throw 2 of 2,1,62-60,,
1:30.0,,,62-60,,Chicago full timeout
1:20.0,Personal foul by J. Embiid (drawn by L. Markkanen),,62-60,,
1:11.0,,,62-63,3,C. Payne makes 3-pt shot from 25 ft
0:49.0,J. Embiid misses 2-pt shot from 19 ft,,62-63,,
0:47.0,,,62-63,,Defensive rebound by D. Nwaba
0:46.0,,,62-66,3,Z. LaVine makes 3-pt shot from 26 ft
0:36.0,J. Redick makes 3-pt shot from 25 ft (assist by B. Simmons),3,65-66,,
0:26.0,,,65-69,3,N. Vonleh makes 3-pt shot from 24 ft (assist by C. Payne)
0:04.0,J. Redick makes 2-pt shot from 19 ft (assist by J. Embiid),2,67-69,,
0:00.0,,,67-69,,Z. LaVine misses 3-pt shot from 27 ft
0:00.0,,,67-69,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,67-69,,K. Dunn misses 2-pt shot from 17 ft
11:39.0,Defensive rebound by D. Saric,,67-69,,
11:23.0,J. Embiid makes 2-pt shot at rim (assist by B. Simmons),2,69-69,,
11:06.0,,,69-71,2,Z. LaVine makes 2-pt shot from 19 ft
10:53.0,B. Simmons makes 2-pt shot from 1 ft,2,71-71,,
10:41.0,,,71-74,3,D. Nwaba makes 3-pt shot from 25 ft (assist by K. Dunn)
10:28.0,Shooting foul by L. Markkanen (drawn by D. Saric),,71-74,,
10:28.0,D. Saric makes free throw 1 of 2,1,72-74,,
10:28.0,D. Saric misses free throw 2 of 2,,72-74,,
10:28.0,,,72-74,,Defensive rebound by D. Nwaba
10:12.0,,,72-74,,Z. LaVine misses 2-pt shot from 3 ft
10:10.0,Defensive rebound by J. Embiid,,72-74,,
10:04.0,B. Simmons misses 2-pt shot from 1 ft,,72-74,,
10:01.0,,,72-74,,Defensive rebound by Team
9:40.0,,,72-74,,Z. LaVine misses 2-pt shot from 21 ft
9:37.0,,,72-74,,Offensive rebound by Team
9:24.0,,,72-74,,Turnover by C. Felicio (lost ball; steal by R. Covington)
9:12.0,J. Redick misses 3-pt shot from 25 ft,,72-74,,
9:08.0,,,72-74,,Defensive rebound by C. Felicio
9:03.0,,,72-74,,Turnover by C. Felicio (lost ball; steal by B. Simmons)
8:58.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,74-74,,
8:49.0,,,74-74,,Shooting foul by R. Covington (drawn by K. Dunn)
8:49.0,,,74-74,,K. Dunn misses free throw 1 of 2
8:49.0,,,74-74,,Offensive rebound by Team
8:49.0,,,74-75,1,K. Dunn makes free throw 2 of 2
8:26.0,D. Saric misses 3-pt shot from 25 ft,,74-75,,
8:23.0,,,74-75,,Defensive rebound by K. Dunn
8:19.0,,,74-75,,C. Felicio misses 2-pt shot from 1 ft
8:19.0,Defensive rebound by D. Saric,,74-75,,
8:10.0,B. Simmons makes 2-pt shot from 2 ft,2,76-75,,
7:54.0,,,76-75,,Z. LaVine misses 2-pt shot from 1 ft
7:54.0,Defensive rebound by J. Embiid,,76-75,,
7:47.0,B. Simmons makes 2-pt shot from 1 ft,2,78-75,,
7:47.0,,,78-75,,Chicago full timeout
7:47.0,T. McConnell enters the game for J. Redick,,78-75,,
7:32.0,,,78-77,2,K. Dunn makes 2-pt shot from 5 ft
7:13.0,R. Covington misses 3-pt shot from 25 ft,,78-77,,
7:10.0,,,78-77,,Defensive rebound by C. Felicio
6:57.0,,,78-77,,Turnover by Z. LaVine (bad pass)
6:57.0,A. Johnson enters the game for J. Embiid,,78-77,,
6:35.0,B. Simmons makes 2-pt shot from 18 ft,2,80-77,,
6:16.0,,,80-77,,L. Markkanen misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by D. Saric,,80-77,,
6:04.0,T. McConnell makes 2-pt shot from 2 ft,2,82-77,,
5:56.0,Personal foul by T. McConnell (drawn by K. Dunn),,82-77,,
5:56.0,,,82-77,,B. Portis enters the game for C. Felicio
5:49.0,,,82-77,,L. Markkanen misses 2-pt shot from 2 ft
5:48.0,Defensive rebound by Team,,82-77,,
5:38.0,T. McConnell misses 2-pt shot from 20 ft,,82-77,,
5:35.0,,,82-77,,Defensive rebound by Team
5:35.0,,,82-77,,D. Valentine enters the game for D. Nwaba
5:14.0,,,82-79,2,D. Valentine makes 2-pt shot from 3 ft
5:06.0,D. Saric misses 3-pt shot from 25 ft,,82-79,,
5:06.0,,,82-79,,Defensive rebound by D. Valentine
4:55.0,,,82-79,,K. Dunn misses 2-pt shot from 17 ft
4:51.0,,,82-79,,Offensive rebound by L. Markkanen
4:48.0,,,82-82,3,Z. LaVine makes 3-pt shot from 25 ft (assist by B. Portis)
4:47.0,Philadelphia full timeout,,82-82,,
4:34.0,R. Covington misses 3-pt shot from 25 ft,,82-82,,
4:30.0,,,82-82,,Defensive rebound by K. Dunn
4:24.0,,,82-82,,D. Valentine misses 3-pt shot from 22 ft
4:22.0,Defensive rebound by B. Simmons,,82-82,,
4:18.0,,,82-82,,Personal foul by D. Valentine (drawn by D. Saric)
4:18.0,M. Belinelli enters the game for D. Saric,,82-82,,
4:18.0,T. Booker enters the game for R. Covington,,82-82,,
4:01.0,T. McConnell makes 2-pt shot from 17 ft (assist by B. Simmons),2,84-82,,
3:43.0,,,84-82,,Shooting foul by T. McConnell (drawn by Z. LaVine)
3:43.0,,,84-82,,Z. LaVine misses free throw 1 of 2
3:43.0,,,84-82,,Offensive rebound by Team
3:43.0,,,84-82,,C. Payne enters the game for K. Dunn
3:43.0,J. Embiid enters the game for A. Johnson,,84-82,,
3:43.0,J. Redick enters the game for B. Simmons,,84-82,,
3:43.0,,,84-83,1,Z. LaVine makes free throw 2 of 2
3:28.0,M. Belinelli misses 3-pt shot from 25 ft,,84-83,,
3:22.0,,,84-83,,Defensive rebound by C. Payne
3:16.0,,,84-83,,C. Payne misses 2-pt shot from 2 ft
3:14.0,Defensive rebound by T. Booker,,84-83,,
2:53.0,J. Embiid makes 2-pt shot from 9 ft,2,86-83,,
2:37.0,,,86-83,,Turnover by L. Markkanen (step out of bounds)
2:37.0,,,86-83,,D. Nwaba enters the game for B. Portis
2:23.0,,,86-83,,N. Vonleh enters the game for L. Markkanen
2:23.0,,,86-83,,B. Portis enters the game for Z. LaVine
2:18.0,J. Embiid makes 3-pt shot from 24 ft (assist by T. McConnell),3,89-83,,
1:53.0,Personal foul by J. Embiid (drawn by D. Nwaba),,89-83,,
1:49.0,,,89-83,,C. Payne misses 2-pt shot from 2 ft (block by J. Embiid)
1:49.0,,,89-83,,Offensive rebound by Team
1:47.0,,,89-86,3,B. Portis makes 3-pt shot from 25 ft (assist by C. Payne)
1:29.0,J. Redick makes 3-pt shot from 24 ft (assist by J. Embiid),3,92-86,,
1:23.0,,,92-86,,B. Portis misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by J. Redick,,92-86,,
1:17.0,,,92-86,,Personal foul by D. Nwaba (drawn by J. Redick)
1:07.0,J. Embiid misses 2-pt shot from 2 ft,,92-86,,
1:06.0,Offensive rebound by J. Embiid,,92-86,,
1:06.0,Shooting foul by C. Payne (drawn by J. Embiid),,92-86,,
1:06.0,J. Embiid makes free throw 1 of 2,1,93-86,,
1:06.0,J. Embiid misses free throw 2 of 2,,93-86,,
1:04.0,,,93-86,,Defensive rebound by D. Nwaba
0:51.0,,,93-89,3,D. Nwaba makes 3-pt shot from 23 ft (assist by C. Payne)
0:36.0,J. Redick misses 3-pt shot from 25 ft,,93-89,,
0:36.0,,,93-89,,Defensive rebound by D. Valentine
0:29.0,,,93-89,,D. Nwaba misses 2-pt shot from 2 ft
0:28.0,,,93-89,,Offensive rebound by B. Portis
0:28.0,,,93-91,2,B. Portis makes 2-pt shot at rim
0:02.0,Turnover by Team (shot clock),,93-91,,
0:00.0,,,93-91,,C. Payne misses 3-pt shot from 34 ft
0:00.0,,,93-91,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,T. McConnell misses 3-pt shot from 25 ft,,93-91,,
11:32.0,,,93-91,,Defensive rebound by N. Vonleh
11:16.0,,,93-93,2,D. Nwaba makes 2-pt shot from 6 ft (assist by D. Valentine)
11:11.0,,,93-93,,Personal foul by D. Valentine (drawn by J. Redick)
11:03.0,J. Redick misses 3-pt shot from 25 ft,,93-93,,
11:00.0,,,93-93,,Defensive rebound by N. Vonleh
10:52.0,,,93-93,,Turnover by N. Vonleh (lost ball; steal by J. Embiid)
10:29.0,T. McConnell makes 2-pt shot from 1 ft,2,95-93,,
10:08.0,,,95-93,,D. Nwaba misses 2-pt shot from 8 ft
10:05.0,Defensive rebound by J. Embiid,,95-93,,
9:54.0,J. Embiid makes 2-pt shot from 6 ft,2,97-93,,
9:37.0,,,97-95,2,C. Payne makes 2-pt shot from 4 ft
9:20.0,M. Belinelli makes 3-pt shot from 22 ft (assist by J. Embiid),3,100-95,,
9:02.0,,,100-98,3,B. Portis makes 3-pt shot from 27 ft (assist by N. Vonleh)
8:39.0,J. Embiid misses 2-pt shot from 12 ft (block by C. Payne),,100-98,,
8:36.0,,,100-98,,Defensive rebound by N. Vonleh
8:35.0,,,100-100,2,B. Portis makes 2-pt shot from 2 ft (assist by C. Payne)
8:35.0,,,100-100,,Shooting foul by T. McConnell (drawn by B. Portis)
8:35.0,D. Saric enters the game for T. McConnell,,100-100,,
8:35.0,R. Covington enters the game for J. Redick,,100-100,,
8:35.0,A. Johnson enters the game for J. Embiid,,100-100,,
8:35.0,B. Simmons enters the game for T. Booker,,100-100,,
8:35.0,,,100-101,1,B. Portis makes free throw 1 of 1
8:19.0,B. Simmons makes 2-pt shot from 7 ft,2,102-101,,
8:19.0,Shooting foul by D. Nwaba (drawn by B. Simmons),,102-101,,
8:19.0,B. Simmons makes free throw 1 of 1,1,103-101,,
8:04.0,,,103-103,2,B. Portis makes 2-pt shot from 4 ft
7:53.0,Shooting foul by D. Nwaba (drawn by A. Johnson),,103-103,,
7:53.0,A. Johnson misses free throw 1 of 2,,103-103,,
7:53.0,Offensive rebound by Team,,103-103,,
7:53.0,A. Johnson makes free throw 2 of 2,1,104-103,,
7:36.0,,,104-103,,C. Payne misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by R. Covington,,104-103,,
7:27.0,R. Covington misses 3-pt shot from 24 ft,,104-103,,
7:25.0,,,104-103,,Defensive rebound by B. Portis
7:10.0,,,104-103,,B. Portis misses 2-pt shot from 18 ft
7:07.0,Defensive rebound by A. Johnson,,104-103,,
6:59.0,B. Simmons misses 2-pt shot from 1 ft,,104-103,,
6:56.0,,,104-103,,Defensive rebound by B. Portis
6:49.0,,,104-105,2,D. Nwaba makes 2-pt shot at rim
6:33.0,Turnover by D. Saric (bad pass; steal by D. Valentine),,104-105,,
6:14.0,,,104-107,2,B. Portis makes 2-pt shot from 18 ft (assist by D. Valentine)
5:50.0,R. Covington misses 3-pt shot from 26 ft,,104-107,,
5:50.0,,,104-107,,Defensive rebound by N. Vonleh
5:36.0,,,104-107,,Turnover by C. Payne (bad pass)
5:36.0,,,104-107,,Chicago full timeout
5:36.0,,,104-107,,K. Dunn enters the game for C. Payne
5:36.0,,,104-107,,Z. LaVine enters the game for N. Vonleh
5:36.0,,,104-107,,L. Markkanen enters the game for D. Valentine
5:36.0,J. Redick enters the game for M. Belinelli,,104-107,,
5:36.0,J. Embiid enters the game for A. Johnson,,104-107,,
5:26.0,B. Simmons makes 2-pt shot from 1 ft (assist by J. Embiid),2,106-107,,
5:05.0,,,106-107,,D. Nwaba misses 2-pt shot from 5 ft
5:03.0,Defensive rebound by J. Embiid,,106-107,,
4:56.0,,,106-107,,Personal foul by B. Portis (drawn by J. Embiid)
4:47.0,Turnover by J. Redick (bad pass; steal by K. Dunn),,106-107,,
