time,Golden State,pts.away,score,pts.home,Milwaukee
4:54.0,K. Looney makes 2-pt shot from 1 ft (assist by K. Durant),2,19-19,,
4:38.0,,,19-19,,M. Brogdon misses 2-pt shot from 5 ft
4:38.0,Defensive rebound by A. Iguodala,,19-19,,
4:31.0,Turnover by K. Durant (bad pass; steal by M. Brogdon),,19-19,,
4:26.0,,,19-19,,Shooting foul by K. Looney (drawn by K. Middleton)
4:26.0,,,19-20,1,K. Middleton makes free throw 1 of 2
4:26.0,,,19-20,,K. Middleton misses free throw 2 of 2
4:22.0,Defensive rebound by K. Durant,,19-20,,
3:59.0,K. Thompson makes 2-pt shot from 12 ft,2,21-20,,
3:47.0,,,21-20,,Turnover by E. Bledsoe (bad pass; steal by K. Durant)
3:44.0,K. Durant makes 2-pt shot from 1 ft,2,23-20,,
3:29.0,,,23-20,,K. Middleton misses 2-pt shot from 20 ft
3:26.0,Defensive rebound by K. Looney,,23-20,,
3:13.0,,,23-20,,Personal foul by E. Bledsoe (drawn by K. Thompson)
3:13.0,N. Young enters the game for K. Thompson,,23-20,,
3:13.0,Golden State full timeout,,23-20,,
3:13.0,,,23-20,,G. Antetokounmpo enters the game for E. Bledsoe
3:13.0,,,23-20,,M. Dellavedova enters the game for K. Middleton
3:13.0,D. Green enters the game for P. McCaw,,23-20,,
3:03.0,,,23-20,,Personal foul by T. Snell (drawn by K. Durant)
2:52.0,D. Green misses 2-pt shot from 3 ft,,23-20,,
2:50.0,Offensive rebound by N. Young,,23-20,,
2:48.0,N. Young makes 2-pt shot from 1 ft,2,25-20,,
2:34.0,,,25-20,,Turnover by M. Dellavedova (bad pass; steal by A. Iguodala)
2:10.0,D. Green makes 2-pt shot from 1 ft (assist by K. Looney),2,27-20,,
1:55.0,,,27-20,,M. Dellavedova misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by A. Iguodala,,27-20,,
1:33.0,Turnover by N. Young (bad pass; steal by T. Maker),,27-20,,
1:27.0,,,27-20,,M. Brogdon misses 2-pt shot from 16 ft
1:23.0,,,27-20,,Offensive rebound by M. Dellavedova
1:21.0,,,27-23,3,T. Snell makes 3-pt shot from 26 ft (assist by M. Brogdon)
1:02.0,K. Durant misses 2-pt shot from 3 ft,,27-23,,
0:59.0,Offensive rebound by K. Looney,,27-23,,
0:58.0,K. Looney makes 2-pt shot from 1 ft,2,29-23,,
0:48.0,,,29-25,2,T. Snell makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:38.0,K. Durant makes 2-pt shot from 15 ft,2,31-25,,
0:31.0,,,31-25,,G. Antetokounmpo misses 2-pt shot from 21 ft
0:28.0,Defensive rebound by D. Green,,31-25,,
0:11.0,Shooting foul by T. Maker (drawn by D. Green),,31-25,,
0:11.0,D. Green makes free throw 1 of 2,1,32-25,,
0:11.0,P. McCaw enters the game for K. Durant,,32-25,,
0:11.0,D. Green makes free throw 2 of 2,1,33-25,,
0:04.0,,,33-27,2,M. Brogdon makes 2-pt shot at rim
0:00.0,N. Young makes 3-pt shot from 33 ft,3,36-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,D. West misses 2-pt shot from 5 ft,,36-27,,
11:40.0,,,36-27,,Defensive rebound by G. Antetokounmpo
11:27.0,,,36-27,,T. Maker misses 2-pt shot from 13 ft
11:25.0,Defensive rebound by D. Green,,36-27,,
11:18.0,D. West makes 2-pt shot from 1 ft (assist by D. Green),2,38-27,,
10:59.0,,,38-27,,G. Antetokounmpo misses 2-pt shot from 1 ft
10:58.0,,,38-27,,Offensive rebound by G. Antetokounmpo
10:58.0,,,38-29,2,G. Antetokounmpo makes 2-pt shot from 1 ft
10:58.0,,,38-29,,Shooting foul by A. Iguodala (drawn by G. Antetokounmpo)
10:58.0,,,38-30,1,G. Antetokounmpo makes free throw 1 of 1
10:41.0,D. West makes 2-pt shot from 18 ft (assist by A. Iguodala),2,40-30,,
10:17.0,,,40-30,,M. Dellavedova misses 2-pt shot from 9 ft
10:11.0,,,40-30,,Offensive rebound by T. Maker
10:11.0,,,40-32,2,T. Maker makes 2-pt shot at rim
10:03.0,D. Green misses 2-pt shot from 9 ft,,40-32,,
10:00.0,,,40-32,,Defensive rebound by S. Brown
9:53.0,,,40-32,,S. Brown misses 2-pt shot from 19 ft
9:50.0,Defensive rebound by D. Green,,40-32,,
9:33.0,S. Livingston makes 2-pt shot from 10 ft,2,42-32,,
9:14.0,,,42-32,,T. Snell misses 2-pt shot from 10 ft
9:11.0,Defensive rebound by D. West,,42-32,,
9:06.0,N. Young makes 3-pt shot from 23 ft (assist by S. Livingston),3,45-32,,
9:05.0,,,45-32,,Milwaukee full timeout
8:40.0,,,45-34,2,G. Antetokounmpo makes 2-pt shot at rim
8:23.0,S. Livingston misses 2-pt shot from 12 ft,,45-34,,
8:21.0,,,45-34,,Defensive rebound by T. Maker
7:58.0,,,45-37,3,T. Maker makes 3-pt shot from 22 ft (assist by M. Dellavedova)
7:30.0,S. Livingston makes 2-pt shot from 9 ft (assist by A. Iguodala),2,47-37,,
7:11.0,,,47-37,,G. Antetokounmpo misses 2-pt shot from 19 ft
7:08.0,,,47-37,,Offensive rebound by S. Brown
6:57.0,,,47-40,3,S. Brown makes 3-pt shot from 22 ft
6:43.0,Turnover by S. Livingston (bad pass; steal by T. Maker),,47-40,,
6:42.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,47-40,,
6:42.0,,,47-40,,E. Bledsoe enters the game for M. Dellavedova
6:42.0,,,47-40,,K. Middleton enters the game for T. Snell
6:42.0,K. Looney enters the game for A. Iguodala,,47-40,,
6:42.0,K. Thompson enters the game for D. Green,,47-40,,
6:29.0,,,47-43,3,E. Bledsoe makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
6:19.0,Golden State full timeout,,47-43,,
6:19.0,K. Durant enters the game for N. Young,,47-43,,
6:19.0,P. McCaw enters the game for S. Livingston,,47-43,,
6:04.0,K. Durant misses 3-pt shot from 26 ft,,47-43,,
6:00.0,Offensive rebound by K. Looney,,47-43,,
5:56.0,P. McCaw makes 2-pt shot at rim (assist by K. Looney),2,49-43,,
5:35.0,,,49-45,2,G. Antetokounmpo makes 2-pt shot at rim
5:19.0,K. Durant makes 2-pt shot from 1 ft,2,51-45,,
5:04.0,,,51-45,,G. Antetokounmpo misses 2-pt shot at rim
5:01.0,Defensive rebound by K. Durant,,51-45,,
4:49.0,D. West misses 2-pt shot from 3 ft (block by G. Antetokounmpo),,51-45,,
4:44.0,Offensive rebound by K. Looney,,51-45,,
4:44.0,K. Looney makes 2-pt shot at rim,2,53-45,,
4:28.0,,,53-45,,G. Antetokounmpo misses 2-pt shot from 16 ft
4:26.0,,,53-45,,Offensive rebound by T. Maker
4:22.0,,,53-47,2,E. Bledsoe makes 2-pt shot from 1 ft (assist by T. Maker)
3:56.0,Turnover by K. Thompson (lost ball; steal by E. Bledsoe),,53-47,,
3:56.0,Personal foul by D. West (drawn by E. Bledsoe),,53-47,,
3:56.0,,,53-47,,J. Henson enters the game for T. Maker
3:56.0,,,53-47,,M. Brogdon enters the game for G. Antetokounmpo
3:44.0,,,53-47,,K. Middleton misses 3-pt shot from 26 ft
3:43.0,Defensive rebound by Team,,53-47,,
3:29.0,K. Thompson misses 2-pt shot from 2 ft,,53-47,,
3:27.0,,,53-47,,Defensive rebound by J. Henson
3:20.0,,,53-47,,M. Brogdon misses 3-pt shot from 23 ft
3:17.0,Defensive rebound by K. Thompson,,53-47,,
3:06.0,K. Thompson misses 2-pt shot from 11 ft (block by S. Brown),,53-47,,
3:06.0,,,53-47,,Defensive rebound by Team
2:50.0,,,53-47,,E. Bledsoe misses 3-pt shot from 26 ft
2:45.0,Defensive rebound by K. Looney,,53-47,,
2:40.0,Shooting foul by S. Brown (drawn by K. Thompson),,53-47,,
2:40.0,K. Thompson makes free throw 1 of 2,1,54-47,,
2:40.0,,,54-47,,G. Antetokounmpo enters the game for S. Brown
2:40.0,D. Green enters the game for P. McCaw,,54-47,,
2:40.0,A. Iguodala enters the game for D. West,,54-47,,
2:40.0,K. Thompson makes free throw 2 of 2,1,55-47,,
2:21.0,,,55-47,,E. Bledsoe misses 2-pt shot from 15 ft
2:18.0,Defensive rebound by K. Durant,,55-47,,
2:06.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Green),2,57-47,,
1:44.0,,,57-47,,J. Henson misses 2-pt shot from 5 ft
1:41.0,Defensive rebound by A. Iguodala,,57-47,,
1:35.0,,,57-47,,Personal foul by E. Bledsoe (drawn by K. Thompson)
1:29.0,K. Thompson makes 2-pt shot from 19 ft (assist by A. Iguodala),2,59-47,,
1:06.0,,,59-47,,K. Middleton misses 3-pt shot from 23 ft
1:04.0,,,59-47,,Offensive rebound by Team
0:55.0,,,59-47,,G. Antetokounmpo misses 3-pt shot from 27 ft
0:52.0,Defensive rebound by A. Iguodala,,59-47,,
0:43.0,D. Green misses 3-pt shot from 26 ft,,59-47,,
0:38.0,Offensive rebound by K. Looney,,59-47,,
0:36.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,61-47,,
0:31.0,Personal foul by K. Durant (drawn by K. Middleton),,61-47,,
0:23.0,,,61-49,2,G. Antetokounmpo makes 2-pt shot at rim (assist by M. Brogdon)
0:03.0,N. Young enters the game for K. Looney,,61-49,,
0:01.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,63-49,,
0:00.0,,,63-49,,G. Antetokounmpo misses 3-pt shot from 41 ft
0:00.0,,,63-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,K. Durant misses 3-pt shot from 27 ft,,63-49,,
11:30.0,,,63-49,,Defensive rebound by E. Bledsoe
11:10.0,,,63-51,2,E. Bledsoe makes 2-pt shot at rim
10:48.0,K. Durant misses 2-pt shot from 16 ft,,63-51,,
10:45.0,,,63-51,,Defensive rebound by J. Henson
10:41.0,,,63-51,,K. Middleton misses 2-pt shot from 2 ft
10:41.0,Defensive rebound by Team,,63-51,,
10:34.0,D. Green misses 2-pt shot from 12 ft (block by J. Henson),,63-51,,
10:34.0,Offensive rebound by K. Durant,,63-51,,
10:15.0,Turnover by K. Durant (bad pass; steal by K. Middleton),,63-51,,
10:13.0,,,63-53,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
10:13.0,Golden State full timeout,,63-53,,
9:57.0,Z. Pachulia makes 2-pt shot from 18 ft (assist by K. Durant),2,65-53,,
9:31.0,,,65-56,3,K. Middleton makes 3-pt shot from 23 ft (assist by J. Henson)
9:12.0,K. Durant misses 2-pt shot from 16 ft,,65-56,,
9:10.0,,,65-56,,Defensive rebound by Team
8:45.0,,,65-56,,Turnover by E. Bledsoe (bad pass; steal by P. McCaw)
8:43.0,,,65-56,,Personal take foul by M. Brogdon (drawn by K. Durant)
8:41.0,,,65-56,,Personal foul by G. Antetokounmpo (drawn by K. Durant)
8:34.0,D. Green makes 2-pt shot at rim,2,67-56,,
8:26.0,Jump ball: G. Antetokounmpo vs. K. Durant (D. Green gains possession),,,,Jump ball: G. Antetokounmpo vs. K. Durant (D. Green gains possession)
8:26.0,,,67-56,,Turnover by G. Antetokounmpo (lost ball; steal by K. Durant)
8:11.0,Turnover by K. Thompson (bad pass; steal by E. Bledsoe),,67-56,,
8:08.0,,,67-58,2,M. Brogdon makes 2-pt shot at rim (assist by E. Bledsoe)
7:54.0,K. Thompson misses 3-pt shot from 26 ft,,67-58,,
7:51.0,,,67-58,,Defensive rebound by E. Bledsoe
7:45.0,,,67-60,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by K. Middleton)
7:22.0,K. Durant makes 2-pt shot from 20 ft,2,69-60,,
6:56.0,,,69-62,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
6:45.0,Shooting foul by J. Henson (drawn by Z. Pachulia),,69-62,,
6:42.0,,,69-62,,Personal foul by G. Antetokounmpo (drawn by Z. Pachulia)
6:37.0,K. Thompson misses 2-pt shot from 6 ft (block by J. Henson),,69-62,,
6:34.0,,,69-62,,Defensive rebound by M. Brogdon
6:14.0,,,69-62,,K. Middleton misses 2-pt shot from 5 ft
6:12.0,Defensive rebound by D. Green,,69-62,,
6:09.0,K. Durant misses 3-pt shot from 25 ft,,69-62,,
6:09.0,,,69-62,,Defensive rebound by E. Bledsoe
6:01.0,,,69-62,,K. Middleton misses 3-pt shot from 25 ft
5:58.0,Defensive rebound by K. Durant,,69-62,,
5:50.0,Z. Pachulia makes 2-pt shot from 14 ft (assist by K. Thompson),2,71-62,,
5:49.0,,,71-62,,Milwaukee full timeout
5:26.0,,,71-65,3,E. Bledsoe makes 3-pt shot from 25 ft
5:03.0,D. Green misses 2-pt shot from 12 ft,,71-65,,
5:02.0,Offensive rebound by Z. Pachulia,,71-65,,
4:58.0,Z. Pachulia misses 2-pt shot from 3 ft (block by J. Henson),,71-65,,
4:57.0,Offensive rebound by D. Green,,71-65,,
4:50.0,D. Green makes 2-pt shot from 5 ft,2,73-65,,
4:41.0,,,73-65,,Offensive charge foul by G. Antetokounmpo (drawn by K. Durant)
4:41.0,,,73-65,,Turnover by G. Antetokounmpo (offensive foul)
4:41.0,K. Looney enters the game for D. Green,,73-65,,
4:41.0,A. Iguodala enters the game for Z. Pachulia,,73-65,,
4:41.0,,,73-65,,T. Snell enters the game for G. Antetokounmpo
4:27.0,Turnover by K. Looney (lost ball; steal by E. Bledsoe),,73-65,,
4:24.0,,,73-65,,E. Bledsoe misses 2-pt shot from 1 ft
4:16.0,,,73-65,,Offensive rebound by J. Henson
4:16.0,,,73-67,2,J. Henson makes 2-pt shot at rim
4:06.0,,,73-67,,Personal foul by K. Middleton (drawn by A. Iguodala)
4:06.0,A. Iguodala makes free throw 1 of 2,1,74-67,,
4:06.0,N. Young enters the game for K. Thompson,,74-67,,
4:06.0,A. Iguodala makes free throw 2 of 2,1,75-67,,
3:56.0,,,75-70,3,T. Snell makes 3-pt shot from 28 ft (assist by E. Bledsoe)
3:32.0,A. Iguodala misses 3-pt shot from 26 ft,,75-70,,
3:29.0,Offensive rebound by K. Looney,,75-70,,
3:26.0,A. Iguodala misses 2-pt shot from 5 ft,,75-70,,
3:23.0,,,75-70,,Defensive rebound by J. Henson
3:20.0,Personal foul by A. Iguodala (drawn by M. Brogdon),,75-70,,
3:20.0,D. Green enters the game for P. McCaw,,75-70,,
3:08.0,,,75-73,3,M. Brogdon makes 3-pt shot from 27 ft (assist by K. Middleton)
2:50.0,K. Durant makes 2-pt shot from 18 ft,2,77-73,,
2:22.0,,,77-73,,Turnover by J. Henson (offensive goaltending)
2:10.0,D. Green makes 2-pt shot at rim (assist by A. Iguodala),2,79-73,,
1:52.0,,,79-75,2,M. Brogdon makes 2-pt shot from 1 ft
1:52.0,,,79-75,,Shooting foul by D. Green (drawn by M. Brogdon)
1:52.0,,,79-75,,T. Maker enters the game for J. Henson
1:52.0,,,79-76,1,M. Brogdon makes free throw 1 of 1
1:41.0,Turnover by A. Iguodala (bad pass),,79-76,,
1:41.0,,,79-76,,M. Dellavedova enters the game for E. Bledsoe
1:28.0,,,79-79,3,M. Brogdon makes 3-pt shot from 26 ft
1:16.0,,,79-79,,Personal foul by M. Brogdon (drawn by K. Looney)
1:16.0,K. Looney makes free throw 1 of 2,1,80-79,,
1:16.0,K. Looney misses free throw 2 of 2,,80-79,,
1:12.0,,,80-79,,Defensive rebound by K. Middleton
0:56.0,,,80-82,3,T. Snell makes 3-pt shot from 26 ft (assist by M. Dellavedova)
0:50.0,,,80-82,,Personal foul by T. Snell (drawn by K. Durant)
0:50.0,K. Durant misses free throw 1 of 2,,80-82,,
0:50.0,Offensive rebound by Team,,80-82,,
0:50.0,K. Durant misses free throw 2 of 2,,80-82,,
0:47.0,,,80-82,,Defensive rebound by T. Snell
0:33.0,,,80-82,,M. Brogdon misses 2-pt shot from 2 ft (block by K. Looney)
0:29.0,Defensive rebound by D. Green,,80-82,,
0:19.0,A. Iguodala misses 2-pt shot from 1 ft,,80-82,,
0:16.0,,,80-82,,Defensive rebound by T. Snell
0:00.0,,,80-82,,M. Brogdon misses 3-pt shot from 26 ft
0:00.0,,,80-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,80-84,2,M. Brogdon makes 2-pt shot at rim (assist by M. Dellavedova)
11:33.0,Turnover by D. West (turnover),,80-84,,
11:20.0,,,80-84,,K. Middleton misses 2-pt shot from 19 ft
11:20.0,,,80-84,,Offensive rebound by Team
11:17.0,,,80-84,,T. Snell misses 3-pt shot from 22 ft
11:17.0,Defensive rebound by D. West,,80-84,,
10:57.0,D. Green misses 2-pt shot from 11 ft,,80-84,,
10:55.0,,,80-84,,Defensive rebound by K. Middleton
10:52.0,,,80-84,,K. Middleton misses 2-pt shot from 1 ft (block by D. West)
10:52.0,,,80-84,,Offensive rebound by Team
10:41.0,,,80-84,,Turnover by K. Middleton (traveling)
10:22.0,K. Thompson makes 2-pt shot from 15 ft,2,82-84,,
10:02.0,,,82-84,,M. Dellavedova misses 3-pt shot from 27 ft
9:59.0,Defensive rebound by D. Green,,82-84,,
9:53.0,A. Iguodala misses 2-pt shot from 7 ft (block by T. Maker),,82-84,,
9:49.0,,,82-84,,Defensive rebound by T. Snell
9:47.0,,,82-84,,T. Snell misses 3-pt shot from 26 ft
9:45.0,Defensive rebound by D. Green,,82-84,,
9:38.0,D. West makes 2-pt shot from 1 ft (assist by A. Iguodala),2,84-84,,
9:09.0,,,84-84,,M. Dellavedova misses 3-pt shot from 27 ft
9:06.0,Defensive rebound by K. Thompson,,84-84,,
8:45.0,D. Green misses 3-pt shot from 28 ft,,84-84,,
8:41.0,,,84-84,,Defensive rebound by T. Maker
8:35.0,,,84-84,,Milwaukee full timeout
8:35.0,,,84-84,,G. Antetokounmpo enters the game for K. Middleton
8:25.0,,,84-84,,T. Maker misses 2-pt shot from 16 ft
8:23.0,Defensive rebound by K. Thompson,,84-84,,
8:09.0,D. Green makes 2-pt shot at rim (assist by D. West),2,86-84,,
7:48.0,,,86-86,2,G. Antetokounmpo makes 2-pt shot from 8 ft (assist by M. Dellavedova)
7:32.0,D. West makes 2-pt shot from 1 ft (assist by D. Green),2,88-86,,
7:09.0,Personal foul by D. Green (drawn by G. Antetokounmpo),,88-86,,
6:56.0,,,88-86,,G. Antetokounmpo misses 2-pt shot from 11 ft (block by D. West)
6:53.0,Defensive rebound by D. Green,,88-86,,
6:53.0,Shooting foul by M. Brogdon (drawn by K. Thompson),,88-86,,
6:53.0,K. Thompson makes free throw 1 of 2,1,89-86,,
6:53.0,K. Looney enters the game for D. Green,,89-86,,
6:53.0,K. Thompson makes free throw 2 of 2,1,90-86,,
6:31.0,,,90-86,,T. Maker misses 2-pt shot from 2 ft
6:28.0,Defensive rebound by D. West,,90-86,,
6:12.0,K. Thompson misses 2-pt shot from 14 ft,,90-86,,
6:09.0,,,90-86,,Defensive rebound by G. Antetokounmpo
5:58.0,,,90-86,,M. Brogdon misses 2-pt shot from 1 ft
5:55.0,Defensive rebound by D. West,,90-86,,
5:52.0,Golden State full timeout,,90-86,,
5:52.0,,,90-86,,E. Bledsoe enters the game for T. Maker
5:52.0,,,90-86,,K. Middleton enters the game for T. Snell
5:52.0,K. Durant enters the game for A. Iguodala,,90-86,,
5:42.0,D. West misses 2-pt shot from 1 ft,,90-86,,
5:39.0,,,90-86,,Defensive rebound by M. Brogdon
5:32.0,,,90-86,,Turnover by M. Dellavedova (bad pass; steal by D. West)
5:12.0,S. Livingston makes 2-pt shot from 7 ft,2,92-86,,
4:53.0,,,92-86,,E. Bledsoe misses 3-pt shot from 23 ft
4:50.0,Defensive rebound by D. West,,92-86,,
4:39.0,K. Thompson misses 2-pt shot from 4 ft (block by M. Dellavedova),,92-86,,
4:35.0,,,92-86,,Defensive rebound by E. Bledsoe
4:32.0,,,92-86,,Turnover by E. Bledsoe (bad pass)
4:32.0,,,92-86,,Loose ball foul by G. Antetokounmpo (drawn by K. Durant)
4:32.0,P. McCaw enters the game for D. West,,92-86,,
4:32.0,,,92-86,,J. Henson enters the game for M. Dellavedova
4:17.0,S. Livingston misses 2-pt shot from 8 ft,,92-86,,
4:14.0,Offensive rebound by K. Looney,,92-86,,
3:58.0,P. McCaw makes 2-pt shot at rim (assist by K. Looney),2,94-86,,
3:50.0,Personal foul by K. Thompson (drawn by G. Antetokounmpo),,94-86,,
3:39.0,,,94-88,2,G. Antetokounmpo makes 2-pt shot from 7 ft (assist by M. Brogdon)
3:16.0,K. Durant misses 2-pt shot from 16 ft,,94-88,,
3:13.0,,,94-88,,Defensive rebound by G. Antetokounmpo
3:11.0,,,94-88,,Shooting foul by K. Thompson (drawn by E. Bledsoe)
3:11.0,,,94-89,1,E. Bledsoe makes free throw 1 of 2
3:11.0,D. Green enters the game for P. McCaw,,94-89,,
3:11.0,A. Iguodala enters the game for S. Livingston,,94-89,,
3:11.0,,,94-90,1,E. Bledsoe makes free throw 2 of 2
2:49.0,K. Durant makes 2-pt shot from 17 ft,2,96-90,,
2:32.0,,,96-90,,Turnover by K. Middleton (out of bounds lost ball)
2:19.0,K. Durant makes 3-pt shot from 26 ft (assist by D. Green),3,99-90,,
2:18.0,,,99-90,,Milwaukee full timeout
2:02.0,,,99-92,2,E. Bledsoe makes 2-pt shot from 5 ft
1:46.0,D. Green makes 3-pt shot from 27 ft (assist by K. Durant),3,102-92,,
1:34.0,,,102-92,,J. Henson misses 2-pt shot from 18 ft
1:34.0,Defensive rebound by Team,,102-92,,
1:15.0,Shooting foul by E. Bledsoe (drawn by A. Iguodala),,102-92,,
1:15.0,A. Iguodala makes free throw 1 of 2,1,103-92,,
1:15.0,A. Iguodala makes free throw 2 of 2,1,104-92,,
1:05.0,,,104-94,2,M. Brogdon makes 2-pt shot from 1 ft
0:47.0,,,104-94,,Personal foul by J. Henson (drawn by K. Looney)
0:47.0,K. Looney makes free throw 1 of 2,1,105-94,,
0:47.0,K. Looney makes free throw 2 of 2,1,106-94,,
0:39.0,,,106-94,,G. Antetokounmpo misses 3-pt shot from 27 ft
0:39.0,,,106-94,,Offensive rebound by Team
0:36.0,,,106-94,,J. Henson misses 2-pt shot from 2 ft
0:33.0,Defensive rebound by K. Thompson,,106-94,,
0:20.0,,,106-94,,Personal foul by M. Brogdon (drawn by D. Green)
0:20.0,D. Green makes free throw 1 of 2,1,107-94,,
0:20.0,D. Green makes free throw 2 of 2,1,108-94,,
0:13.0,,,108-94,,E. Bledsoe misses 2-pt shot from 12 ft
0:10.0,Defensive rebound by K. Durant,,108-94,,
