time,Dallas,pts.away,score,pts.home,Minnesota
8:03.0,H. Barnes makes 2-pt shot from 1 ft (assist by Y. Ferrell),2,6-7,,
7:52.0,Personal foul by D. Smith (drawn by J. Teague),,6-7,,
7:46.0,,,6-9,2,A. Wiggins makes 2-pt shot from 2 ft (assist by T. Gibson)
7:25.0,H. Barnes makes 2-pt shot from 11 ft,2,8-9,,
7:07.0,,,8-11,2,T. Gibson makes 2-pt shot from 12 ft (assist by J. Butler)
6:47.0,W. Matthews misses 3-pt shot from 26 ft,,8-11,,
6:43.0,,,8-11,,Defensive rebound by K. Towns
6:34.0,,,8-11,,J. Butler misses 2-pt shot from 1 ft (block by N. Noel)
6:32.0,,,8-11,,Offensive rebound by T. Gibson
6:31.0,,,8-11,,T. Gibson misses 2-pt shot from 16 ft
6:31.0,,,8-11,,Offensive rebound by K. Towns
6:27.0,,,8-11,,K. Towns misses 2-pt shot at rim
6:27.0,Defensive rebound by D. Smith,,8-11,,
6:19.0,N. Noel misses 2-pt shot at rim,,8-11,,
6:17.0,,,8-11,,Defensive rebound by J. Butler
6:10.0,Personal foul by W. Matthews (drawn by K. Towns),,8-11,,
6:10.0,,,8-11,,Minnesota full timeout
6:10.0,J. Barea enters the game for D. Smith,,8-11,,
6:10.0,D. Nowitzki enters the game for W. Matthews,,8-11,,
6:01.0,,,8-11,,Offensive foul by K. Towns (drawn by D. Nowitzki)
6:01.0,,,8-11,,Turnover by K. Towns (offensive foul)
5:48.0,Turnover by H. Barnes (traveling),,8-11,,
5:37.0,Personal foul by Y. Ferrell (drawn by A. Wiggins),,8-11,,
5:37.0,,,8-12,1,A. Wiggins makes free throw 1 of 2
5:37.0,D. Harris enters the game for Y. Ferrell,,8-12,,
5:37.0,,,8-13,1,A. Wiggins makes free throw 2 of 2
5:26.0,N. Noel makes 2-pt shot at rim (assist by J. Barea),2,10-13,,
5:08.0,,,10-13,,T. Gibson misses 2-pt shot from 5 ft (block by N. Noel)
5:08.0,Defensive rebound by J. Barea,,10-13,,
4:54.0,D. Harris makes 3-pt shot from 25 ft (assist by J. Barea),3,13-13,,
4:35.0,,,13-15,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Butler)
4:35.0,Violation by N. Noel (def goaltending),,13-15,,
4:16.0,D. Harris misses 2-pt shot from 4 ft,,13-15,,
4:13.0,,,13-15,,Defensive rebound by K. Towns
4:07.0,,,13-15,,K. Towns misses 3-pt shot from 25 ft
4:07.0,,,13-15,,Offensive rebound by T. Gibson
4:03.0,,,13-17,2,K. Towns makes 2-pt shot from 1 ft (assist by T. Gibson)
3:35.0,H. Barnes makes 2-pt shot from 14 ft,2,15-17,,
3:15.0,,,15-19,2,A. Wiggins makes 2-pt shot from 16 ft (assist by J. Teague)
3:03.0,J. Barea misses 3-pt shot from 26 ft,,15-19,,
3:00.0,,,15-19,,Defensive rebound by J. Teague
2:55.0,,,15-19,,J. Butler misses 3-pt shot from 24 ft
2:55.0,,,15-19,,Offensive rebound by K. Towns
2:55.0,,,15-21,2,K. Towns makes 2-pt shot from 1 ft
2:55.0,Dallas full timeout,,15-21,,
2:55.0,,,15-21,,N. Bjelica enters the game for J. Butler
2:55.0,,,15-21,,G. Dieng enters the game for K. Towns
2:55.0,,,15-21,,J. Crawford enters the game for T. Gibson
2:55.0,W. Matthews enters the game for H. Barnes,,15-21,,
2:45.0,,,15-21,,Personal foul by J. Teague (drawn by D. Harris)
2:31.0,D. Nowitzki misses 2-pt shot from 16 ft,,15-21,,
2:28.0,,,15-21,,Defensive rebound by G. Dieng
2:22.0,,,15-23,2,J. Teague makes 2-pt shot from 13 ft
2:02.0,D. Nowitzki misses 2-pt shot from 15 ft,,15-23,,
1:59.0,Offensive rebound by N. Noel,,15-23,,
1:57.0,N. Noel misses 2-pt shot from 4 ft,,15-23,,
1:55.0,,,15-23,,Defensive rebound by J. Crawford
1:51.0,,,15-23,,J. Teague misses 3-pt shot from 24 ft
1:47.0,Defensive rebound by J. Barea,,15-23,,
1:43.0,J. Barea makes 2-pt shot from 1 ft,2,17-23,,
1:43.0,Shooting foul by N. Bjelica (drawn by J. Barea),,17-23,,
1:43.0,J. Barea makes free throw 1 of 1,1,18-23,,
1:26.0,,,18-23,,J. Teague misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by J. Barea,,18-23,,
1:20.0,W. Matthews misses 2-pt shot from 1 ft,,18-23,,
1:20.0,,,18-23,,Defensive rebound by N. Bjelica
1:00.0,,,18-25,2,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Teague)
0:39.0,N. Noel misses 2-pt shot from 1 ft,,18-25,,
0:36.0,,,18-25,,Defensive rebound by N. Bjelica
0:26.0,,,18-27,2,J. Teague makes 2-pt shot from 11 ft
0:05.0,Turnover by J. Barea (lost ball; steal by J. Teague),,18-27,,
0:00.0,,,18-27,,J. Crawford misses 2-pt shot from 4 ft
0:00.0,,,18-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,J. Barea makes 2-pt shot from 19 ft,2,20-27,,
11:20.0,,,20-30,3,N. Bjelica makes 3-pt shot from 25 ft (assist by G. Dieng)
11:02.0,D. Nowitzki misses 3-pt shot from 25 ft,,20-30,,
10:59.0,,,20-30,,Defensive rebound by J. Crawford
10:51.0,,,20-30,,S. Muhammad misses 3-pt shot from 22 ft
10:49.0,Defensive rebound by J. Barea,,20-30,,
10:44.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by J. Barea),2,22-30,,
10:24.0,,,22-32,2,J. Crawford makes 2-pt shot from 17 ft (assist by N. Bjelica)
10:12.0,J. Barea makes 2-pt shot from 16 ft,2,24-32,,
9:56.0,,,24-35,3,T. Jones makes 3-pt shot from 24 ft (assist by S. Muhammad)
9:44.0,J. Barea misses 2-pt shot from 3 ft,,24-35,,
9:42.0,,,24-35,,Defensive rebound by N. Bjelica
9:40.0,H. Barnes enters the game for D. Nowitzki,,24-35,,
9:29.0,,,24-38,3,T. Jones makes 3-pt shot from 24 ft (assist by G. Dieng)
9:28.0,Dallas full timeout,,24-38,,
9:28.0,D. Smith enters the game for J. Barea,,24-38,,
9:28.0,Y. Ferrell enters the game for D. Harris,,24-38,,
9:15.0,D. Powell makes 2-pt shot from 17 ft (assist by H. Barnes),2,26-38,,
8:59.0,,,26-38,,Shooting foul by H. Barnes (drawn by G. Dieng)
8:59.0,,,26-38,,G. Dieng misses free throw 1 of 2
8:59.0,,,26-38,,Offensive rebound by Team
8:59.0,,,26-39,1,G. Dieng makes free throw 2 of 2
8:41.0,D. Powell misses 3-pt shot from 25 ft,,26-39,,
8:37.0,,,26-39,,Defensive rebound by S. Muhammad
8:31.0,,,26-39,,Turnover by J. Crawford (bad pass; steal by D. Powell)
8:28.0,H. Barnes makes 2-pt shot from 2 ft,2,28-39,,
8:11.0,,,28-41,2,S. Muhammad makes 2-pt shot from 4 ft
7:52.0,H. Barnes misses 3-pt shot from 22 ft,,28-41,,
7:50.0,,,28-41,,Defensive rebound by G. Dieng
7:43.0,,,28-41,,G. Dieng misses 2-pt shot from 19 ft
7:40.0,Defensive rebound by H. Barnes,,28-41,,
7:29.0,Y. Ferrell makes 2-pt shot from 2 ft (assist by D. Powell),2,30-41,,
7:11.0,,,30-44,3,N. Bjelica makes 3-pt shot from 26 ft (assist by T. Jones)
7:00.0,Dallas full timeout,,30-44,,
7:00.0,,,30-44,,J. Butler enters the game for G. Dieng
7:00.0,,,30-44,,K. Towns enters the game for N. Bjelica
7:00.0,M. Kleber enters the game for W. Matthews,,30-44,,
6:45.0,D. Smith misses 2-pt shot from 8 ft (block by K. Towns),,30-44,,
6:42.0,,,30-44,,Defensive rebound by K. Towns
6:38.0,,,30-44,,J. Crawford misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by H. Barnes,,30-44,,
6:19.0,H. Barnes makes 2-pt shot from 2 ft (assist by D. Powell),2,32-44,,
6:01.0,,,32-46,2,K. Towns makes 2-pt shot at rim (assist by J. Butler)
5:45.0,M. Kleber misses 3-pt shot from 26 ft,,32-46,,
5:41.0,,,32-46,,Defensive rebound by J. Crawford
5:39.0,,,32-48,2,S. Muhammad makes 2-pt shot from 1 ft (assist by J. Crawford)
5:18.0,D. Smith makes 3-pt shot from 24 ft (assist by D. Powell),3,35-48,,
5:04.0,,,35-48,,J. Crawford misses 2-pt shot from 16 ft
5:01.0,Defensive rebound by D. Smith,,35-48,,
4:52.0,Turnover by D. Smith (bad pass; steal by J. Crawford),,35-48,,
4:45.0,,,35-50,2,J. Crawford makes 2-pt shot from 12 ft (assist by J. Butler)
4:44.0,Dallas full timeout,,35-50,,
4:44.0,,,35-50,,J. Teague enters the game for T. Jones
4:44.0,,,35-50,,T. Gibson enters the game for S. Muhammad
4:44.0,N. Noel enters the game for D. Smith,,35-50,,
4:44.0,J. Barea enters the game for D. Powell,,35-50,,
4:44.0,D. Harris enters the game for Y. Ferrell,,35-50,,
4:44.0,,,35-50,,A. Wiggins enters the game for J. Crawford
4:36.0,Offensive foul by D. Harris (drawn by J. Butler),,35-50,,
4:36.0,Turnover by D. Harris (offensive foul),,35-50,,
4:22.0,,,35-50,,Turnover by J. Teague (bad pass; steal by N. Noel)
4:18.0,D. Harris makes 2-pt shot from 11 ft,2,37-50,,
4:18.0,Shooting foul by A. Wiggins (drawn by D. Harris),,37-50,,
4:18.0,D. Harris misses free throw 1 of 1,,37-50,,
4:17.0,Offensive rebound by N. Noel,,37-50,,
4:17.0,,,37-50,,Personal foul by K. Towns (drawn by N. Noel)
4:10.0,H. Barnes makes 3-pt shot from 25 ft (assist by D. Harris),3,40-50,,
3:50.0,,,40-52,2,J. Butler makes 2-pt shot from 17 ft
3:40.0,Shooting foul by J. Teague (drawn by J. Barea),,40-52,,
3:40.0,J. Barea makes free throw 2 of 2,1,41-52,,
3:40.0,J. Barea makes free throw 1 of 2,1,42-52,,
3:23.0,,,42-52,,J. Teague misses 2-pt shot from 8 ft
3:16.0,Defensive rebound by H. Barnes,,42-52,,
3:12.0,Turnover by J. Barea (bad pass),,42-52,,
3:03.0,,,42-52,,Offensive foul by J. Butler (drawn by J. Barea)
3:03.0,,,42-52,,Turnover by J. Butler (offensive foul)
2:56.0,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea),2,44-52,,
2:44.0,,,44-52,,K. Towns misses 2-pt shot from 4 ft
2:42.0,Defensive rebound by N. Noel,,44-52,,
2:33.0,J. Barea makes 2-pt shot from 1 ft,2,46-52,,
2:21.0,W. Matthews enters the game for M. Kleber,,46-52,,
2:19.0,,,46-54,2,K. Towns makes 2-pt shot from 1 ft (assist by A. Wiggins)
2:01.0,J. Barea misses 2-pt shot from 1 ft,,46-54,,
1:58.0,,,46-54,,Defensive rebound by J. Teague
1:56.0,,,46-54,,Turnover by J. Teague (lost ball; steal by D. Harris)
1:47.0,D. Harris misses 2-pt shot from 5 ft (block by K. Towns),,46-54,,
1:43.0,Offensive rebound by H. Barnes,,46-54,,
1:43.0,Personal foul by D. Harris (drawn by T. Gibson),,46-54,,
1:42.0,H. Barnes misses 2-pt shot from 1 ft (block by T. Gibson),,46-54,,
1:42.0,,,46-54,,Defensive rebound by T. Gibson
1:31.0,,,46-56,2,A. Wiggins makes 2-pt shot from 1 ft (assist by J. Teague)
1:11.0,H. Barnes misses 2-pt shot from 7 ft (block by A. Wiggins),,46-56,,
1:08.0,,,46-56,,Defensive rebound by K. Towns
1:02.0,,,46-58,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Butler)
0:40.0,Shooting foul by T. Gibson (drawn by J. Barea),,46-58,,
0:40.0,J. Barea makes free throw 1 of 2,1,47-58,,
0:40.0,S. Mejri enters the game for N. Noel,,47-58,,
0:40.0,J. Barea misses free throw 2 of 2,,47-58,,
0:40.0,,,47-58,,Defensive rebound by T. Gibson
0:26.0,,,47-58,,Shooting foul by S. Mejri (drawn by A. Wiggins)
0:26.0,,,47-59,1,A. Wiggins makes free throw 1 of 2
0:26.0,D. Nowitzki enters the game for S. Mejri,,47-59,,
0:26.0,,,47-59,,A. Wiggins misses free throw 2 of 2
0:24.0,Defensive rebound by D. Nowitzki,,47-59,,
0:03.0,H. Barnes makes 2-pt shot from 2 ft,2,49-59,,
0:01.0,,,49-59,,J. Teague misses 3-pt shot from 42 ft
0:01.0,,,49-59,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,W. Matthews misses 2-pt shot from 18 ft,,49-59,,
11:39.0,,,49-59,,Defensive rebound by T. Gibson
11:23.0,,,49-59,,J. Teague misses 2-pt shot from 12 ft
11:21.0,Defensive rebound by D. Nowitzki,,49-59,,
11:13.0,Turnover by D. Smith (bad pass),,49-59,,
10:52.0,,,49-59,,T. Gibson misses 2-pt shot from 19 ft
10:50.0,Defensive rebound by S. Mejri,,49-59,,
10:28.0,H. Barnes misses 2-pt shot from 8 ft,,49-59,,
10:25.0,,,49-59,,Defensive rebound by J. Butler
10:16.0,,,49-61,2,A. Wiggins makes 2-pt shot from 14 ft (assist by J. Teague)
9:55.0,Turnover by S. Mejri (traveling),,49-61,,
9:36.0,,,49-64,3,K. Towns makes 3-pt shot from 22 ft
9:11.0,D. Nowitzki makes 2-pt shot from 21 ft (assist by H. Barnes),2,51-64,,
8:59.0,,,51-64,,J. Butler misses 3-pt shot from 24 ft
8:56.0,,,51-64,,Offensive rebound by K. Towns
8:53.0,,,51-66,2,T. Gibson makes 2-pt shot from 2 ft (assist by K. Towns)
8:41.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Smith),3,54-66,,
8:25.0,,,54-68,2,K. Towns makes 2-pt shot from 4 ft (assist by J. Teague)
8:10.0,W. Matthews misses 3-pt shot from 24 ft,,54-68,,
8:07.0,,,54-68,,Defensive rebound by A. Wiggins
7:57.0,,,54-68,,K. Towns misses 2-pt shot from 7 ft
7:55.0,,,54-68,,Offensive rebound by T. Gibson
7:55.0,,,54-68,,Shooting foul by D. Nowitzki (drawn by T. Gibson)
7:55.0,,,54-69,1,T. Gibson makes free throw 1 of 2
7:55.0,D. Harris enters the game for D. Nowitzki,,54-69,,
7:55.0,,,54-70,1,T. Gibson makes free throw 2 of 2
7:38.0,W. Matthews misses 2-pt shot from 19 ft,,54-70,,
7:36.0,Offensive rebound by S. Mejri,,54-70,,
7:28.0,D. Smith misses 2-pt shot from 17 ft,,54-70,,
7:24.0,,,54-70,,Defensive rebound by T. Gibson
7:17.0,,,54-70,,Offensive charge foul by A. Wiggins (drawn by D. Harris)
7:17.0,,,54-70,,Turnover by A. Wiggins (offensive foul)
7:09.0,D. Smith misses 2-pt shot from 14 ft (block by J. Teague),,54-70,,
7:07.0,,,54-70,,Defensive rebound by K. Towns
6:50.0,,,54-70,,Minnesota full timeout
6:50.0,J. Barea enters the game for D. Smith,,54-70,,
6:50.0,N. Noel enters the game for S. Mejri,,54-70,,
6:44.0,,,54-72,2,T. Gibson makes 2-pt shot from 15 ft
6:16.0,W. Matthews misses 2-pt shot from 11 ft,,54-72,,
6:14.0,,,54-72,,Defensive rebound by K. Towns
6:06.0,,,54-72,,J. Butler misses 2-pt shot from 16 ft
6:04.0,Defensive rebound by N. Noel,,54-72,,
5:59.0,Offensive foul by N. Noel (drawn by J. Teague),,54-72,,
5:59.0,Turnover by N. Noel (offensive foul),,54-72,,
5:50.0,,,54-75,3,K. Towns makes 3-pt shot from 23 ft (assist by J. Teague)
5:34.0,Turnover by H. Barnes (lost ball; steal by J. Teague),,54-75,,
5:30.0,,,54-77,2,J. Teague makes 2-pt shot from 1 ft (assist by T. Gibson)
5:30.0,Dallas full timeout,,54-77,,
5:30.0,M. Kleber enters the game for W. Matthews,,54-77,,
5:18.0,Turnover by M. Kleber (traveling),,54-77,,
5:00.0,,,54-77,,Shooting foul by D. Harris (drawn by K. Towns)
5:00.0,,,54-78,1,K. Towns makes free throw 1 of 2
5:00.0,D. Nowitzki enters the game for N. Noel,,54-78,,
5:00.0,,,54-79,1,K. Towns makes free throw 2 of 2
4:44.0,D. Harris makes 2-pt shot at rim (assist by J. Barea),2,56-79,,
4:35.0,,,56-79,,J. Teague misses 2-pt shot from 17 ft
4:31.0,,,56-79,,Offensive rebound by T. Gibson
4:18.0,,,56-79,,K. Towns misses 2-pt shot from 13 ft
4:16.0,Defensive rebound by M. Kleber,,56-79,,
4:07.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,59-79,,
3:47.0,,,59-81,2,T. Gibson makes 2-pt shot from 7 ft (assist by K. Towns)
3:31.0,,,59-81,,Personal foul by A. Wiggins (drawn by D. Harris)
3:31.0,,,59-81,,G. Dieng enters the game for K. Towns
3:21.0,Turnover by J. Barea (bad pass; steal by J. Teague),,59-81,,
3:07.0,,,59-81,,J. Teague misses 3-pt shot from 25 ft
3:04.0,,,59-81,,Offensive rebound by T. Gibson
3:03.0,,,59-84,3,A. Wiggins makes 3-pt shot from 25 ft (assist by T. Gibson)
2:41.0,D. Nowitzki misses 2-pt shot from 20 ft,,59-84,,
2:38.0,,,59-84,,Defensive rebound by A. Wiggins
2:30.0,,,59-84,,Turnover by A. Wiggins (bad pass; steal by D. Harris)
2:25.0,J. Barea makes 2-pt shot from 2 ft,2,61-84,,
2:10.0,,,61-84,,Shooting foul by H. Barnes (drawn by J. Butler)
2:10.0,,,61-85,1,J. Butler makes free throw 1 of 2
2:10.0,,,61-85,,N. Bjelica enters the game for T. Gibson
2:10.0,,,61-86,1,J. Butler makes free throw 2 of 2
1:58.0,D. Harris misses 3-pt shot from 25 ft,,61-86,,
1:56.0,,,61-86,,Defensive rebound by Team
1:56.0,,,61-86,,J. Crawford enters the game for J. Butler
1:48.0,,,61-86,,Offensive foul by J. Crawford (drawn by D. Harris)
1:48.0,,,61-86,,Turnover by J. Crawford (offensive foul)
1:38.0,J. Barea misses 3-pt shot from 25 ft,,61-86,,
1:34.0,,,61-86,,Defensive rebound by J. Crawford
1:31.0,,,61-86,,A. Wiggins misses 3-pt shot from 24 ft
1:27.0,,,61-86,,Offensive rebound by G. Dieng
1:23.0,,,61-88,2,G. Dieng makes 2-pt shot from 3 ft (assist by J. Teague)
1:14.0,Shooting foul by G. Dieng (drawn by D. Harris),,61-88,,
1:14.0,D. Harris makes free throw 1 of 2,1,62-88,,
1:14.0,,,62-88,,T. Jones enters the game for J. Teague
1:14.0,W. Matthews enters the game for J. Barea,,62-88,,
1:14.0,Y. Ferrell enters the game for H. Barnes,,62-88,,
1:14.0,D. Harris misses free throw 2 of 2,,62-88,,
1:12.0,,,62-88,,Defensive rebound by G. Dieng
0:59.0,,,62-90,2,J. Crawford makes 2-pt shot from 19 ft
0:47.0,Shooting foul by N. Bjelica (drawn by D. Harris),,62-90,,
0:47.0,D. Harris makes free throw 1 of 2,1,63-90,,
0:47.0,D. Harris makes free throw 2 of 2,1,64-90,,
0:36.0,,,64-90,,A. Wiggins misses 2-pt shot from 16 ft
0:32.0,Defensive rebound by Y. Ferrell,,64-90,,
0:25.0,W. Matthews makes 2-pt shot from 1 ft,2,66-90,,
0:06.0,,,66-93,3,T. Jones makes 3-pt shot from 25 ft (assist by G. Dieng)
0:00.0,D. Harris makes 3-pt shot from 37 ft,3,69-93,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,69-93,,J. Crawford misses 3-pt shot from 25 ft
11:45.0,Defensive rebound by W. Matthews,,69-93,,
11:38.0,,,69-93,,Loose ball foul by N. Bjelica (drawn by M. Kleber)
11:37.0,Y. Ferrell misses 3-pt shot from 24 ft,,69-93,,
11:37.0,Offensive rebound by Team,,69-93,,
11:20.0,D. Smith makes 3-pt shot from 25 ft (assist by W. Matthews),3,72-93,,
11:05.0,Personal foul by Y. Ferrell (drawn by J. Crawford),,72-93,,
11:01.0,,,72-93,,Turnover by S. Muhammad (turnover)
11:01.0,,,72-93,,Loose ball foul by S. Muhammad (drawn by Y. Ferrell)
10:45.0,Turnover by D. Powell (lost ball; steal by S. Muhammad),,72-93,,
10:40.0,,,72-93,,T. Jones misses 2-pt shot from 10 ft
10:38.0,Defensive rebound by M. Kleber,,72-93,,
10:16.0,W. Matthews misses 2-pt shot at rim (block by G. Dieng),,72-93,,
10:14.0,,,72-93,,Defensive rebound by N. Bjelica
10:06.0,,,72-93,,Turnover by N. Bjelica (turnover)
9:53.0,D. Smith makes 3-pt shot from 25 ft (assist by M. Kleber),3,75-93,,
9:52.0,,,75-93,,Minnesota full timeout
9:52.0,G. Clavell enters the game for W. Matthews,,75-93,,
9:43.0,,,75-93,,Offensive foul by G. Dieng (drawn by M. Kleber)
9:43.0,,,75-93,,Turnover by G. Dieng (offensive foul)
9:26.0,D. Smith misses 3-pt shot from 24 ft,,75-93,,
9:24.0,,,75-93,,Defensive rebound by G. Dieng
9:15.0,,,75-93,,Turnover by J. Crawford (bad pass)
9:08.0,,,75-93,,Personal foul by S. Muhammad (drawn by G. Clavell)
9:08.0,,,75-93,,K. Towns enters the game for G. Dieng
9:08.0,,,75-93,,J. Butler enters the game for S. Muhammad
8:56.0,Turnover by D. Powell (out of bounds lost ball),,75-93,,
8:36.0,Personal block foul by D. Powell (drawn by K. Towns),,75-93,,
8:24.0,,,75-93,,K. Towns misses 3-pt shot from 25 ft
8:20.0,Defensive rebound by D. Smith,,75-93,,
8:15.0,D. Smith makes 2-pt shot from 2 ft,2,77-93,,
7:52.0,,,77-95,2,K. Towns makes 2-pt shot from 3 ft (assist by J. Butler)
7:38.0,D. Smith misses 2-pt shot from 1 ft (block by N. Bjelica),,77-95,,
7:36.0,,,77-95,,Defensive rebound by K. Towns
7:25.0,,,77-97,2,J. Crawford makes 2-pt shot from 1 ft (assist by N. Bjelica)
7:24.0,Dallas full timeout,,77-97,,
7:24.0,,,77-97,,J. Teague enters the game for T. Jones
7:24.0,,,77-97,,A. Wiggins enters the game for J. Crawford
7:12.0,M. Kleber makes 2-pt shot from 1 ft,2,79-97,,
6:56.0,,,79-97,,Shooting foul by D. Powell (drawn by K. Towns)
6:56.0,,,79-97,,K. Towns misses free throw 1 of 2
6:56.0,,,79-97,,Offensive rebound by Team
6:56.0,,,79-97,,T. Gibson enters the game for N. Bjelica
6:56.0,,,79-98,1,K. Towns makes free throw 2 of 2
6:45.0,M. Kleber makes 2-pt shot from 14 ft,2,81-98,,
6:29.0,,,81-100,2,K. Towns makes 2-pt shot from 1 ft (assist by J. Teague)
6:18.0,M. Kleber misses 3-pt shot from 25 ft,,81-100,,
6:15.0,,,81-100,,Defensive rebound by K. Towns
6:09.0,,,81-100,,Turnover by J. Teague (bad pass; steal by D. Smith)
6:04.0,Y. Ferrell makes 3-pt shot from 24 ft,3,84-100,,
5:38.0,,,84-102,2,J. Teague makes 2-pt shot from 22 ft (assist by J. Butler)
5:20.0,D. Smith misses 2-pt shot from 6 ft,,84-102,,
5:18.0,,,84-102,,Defensive rebound by K. Towns
5:09.0,,,84-102,,A. Wiggins misses 3-pt shot from 25 ft
5:06.0,,,84-102,,Offensive rebound by Team
4:47.0,,,84-102,,Turnover by K. Towns (lost ball; steal by D. Powell)
4:40.0,D. Smith makes 2-pt shot at rim,2,86-102,,
4:40.0,Shooting foul by J. Butler (drawn by D. Smith),,86-102,,
4:40.0,D. Smith makes free throw 1 of 1,1,87-102,,
4:25.0,,,87-102,,Turnover by T. Gibson (bad pass)
4:14.0,D. Smith misses 3-pt shot from 24 ft,,87-102,,
4:11.0,Offensive rebound by Team,,87-102,,
4:05.0,D. Smith makes 2-pt shot at rim,2,89-102,,
4:03.0,,,89-102,,Minnesota full timeout
3:49.0,,,89-104,2,A. Wiggins makes 2-pt shot from 4 ft
3:32.0,Turnover by Y. Ferrell (lost ball; steal by T. Gibson),,89-104,,
3:28.0,,,89-104,,J. Butler misses 2-pt shot from 1 ft
3:23.0,,,89-104,,Offensive rebound by T. Gibson
3:23.0,,,89-106,2,T. Gibson makes 2-pt shot at rim
3:13.0,G. Clavell misses 3-pt shot from 25 ft,,89-106,,
3:13.0,,,89-106,,Defensive rebound by J. Teague
3:05.0,,,89-106,,J. Teague misses 2-pt shot from 14 ft
3:04.0,Defensive rebound by Y. Ferrell,,89-106,,
2:57.0,Y. Ferrell misses 3-pt shot from 24 ft,,89-106,,
2:55.0,Offensive rebound by M. Kleber,,89-106,,
2:50.0,G. Clavell makes 3-pt shot from 24 ft (assist by M. Kleber),3,92-106,,
2:27.0,,,92-106,,A. Wiggins misses 2-pt shot from 17 ft
2:21.0,Defensive rebound by D. Powell,,92-106,,
2:13.0,Turnover by D. Smith (lost ball; steal by T. Gibson),,92-106,,
2:13.0,Personal foul by M. Kleber (drawn by J. Butler),,92-106,,
2:03.0,Personal foul by M. Kleber (drawn by K. Towns),,92-106,,
2:03.0,,,92-107,1,K. Towns makes free throw 1 of 2
2:03.0,J. Withey enters the game for D. Smith,,92-107,,
2:03.0,,,92-108,1,K. Towns makes free throw 2 of 2
1:48.0,Y. Ferrell makes 2-pt shot from 21 ft,2,94-108,,
1:41.0,,,94-108,,Offensive foul by J. Butler (drawn by J. Withey)
1:41.0,,,94-108,,Turnover by J. Butler (offensive foul)
1:41.0,,,94-108,,J. Crawford enters the game for J. Butler
1:41.0,,,94-108,,C. Aldrich enters the game for K. Towns
1:30.0,Y. Ferrell misses 2-pt shot from 2 ft (block by T. Gibson),,94-108,,
1:27.0,,,94-108,,Defensive rebound by A. Wiggins
