time,Phoenix,pts.away,score,pts.home,Dallas
6:21.0,Defensive rebound by J. Jackson,,10-10,,
6:16.0,T. Ulis misses 3-pt shot from 25 ft,,10-10,,
6:12.0,,,10-10,,Defensive rebound by W. Matthews
5:56.0,,,10-12,2,H. Barnes makes 2-pt shot from 4 ft
5:36.0,J. Jackson misses 2-pt shot from 15 ft,,10-12,,
5:34.0,,,10-12,,Defensive rebound by Y. Ferrell
5:29.0,,,10-12,,S. Mejri misses 2-pt shot from 1 ft (block by J. Jackson)
5:25.0,Defensive rebound by T. Chandler,,10-12,,
5:23.0,T. Ulis makes 2-pt shot from 19 ft,2,12-12,,
5:04.0,,,12-14,2,Y. Ferrell makes 2-pt shot from 19 ft
4:52.0,Turnover by T. Ulis (lost ball; steal by W. Matthews),,12-14,,
4:47.0,,,12-14,,M. Kleber misses 3-pt shot from 23 ft
4:44.0,Defensive rebound by Team,,12-14,,
4:44.0,,,12-14,,Loose ball foul by S. Mejri (drawn by J. Jackson)
4:44.0,A. Len enters the game for M. Chriss,,12-14,,
4:44.0,D. Bender enters the game for T. Chandler,,12-14,,
4:44.0,T. Daniels enters the game for T. Ulis,,12-14,,
4:44.0,I. Canaan enters the game for J. Jackson,,12-14,,
4:26.0,T. Warren misses 3-pt shot from 26 ft,,12-14,,
4:22.0,,,12-14,,Defensive rebound by W. Matthews
4:09.0,Def 3 sec tech foul by A. Len,,12-14,,
4:09.0,,,12-15,1,H. Barnes makes technical free throw
4:05.0,Personal foul by T. Warren (drawn by H. Barnes),,12-15,,
3:57.0,,,12-15,,Y. Ferrell misses 2-pt shot from 15 ft
3:55.0,,,12-15,,Offensive rebound by Team
3:55.0,Personal foul by A. Len (drawn by S. Mejri),,12-15,,
3:43.0,,,12-15,,Turnover by Y. Ferrell (lost ball; steal by I. Canaan)
3:35.0,T. Daniels makes 3-pt shot from 25 ft (assist by A. Len),3,15-15,,
3:18.0,,,15-17,2,H. Barnes makes 2-pt shot from 2 ft
3:08.0,I. Canaan misses 2-pt shot from 1 ft (block by S. Mejri),,15-17,,
3:08.0,Offensive rebound by Team,,15-17,,
3:08.0,,,15-17,,D. Harris enters the game for Y. Ferrell
3:08.0,,,15-17,,J. Barea enters the game for W. Matthews
3:06.0,T. Daniels misses 3-pt shot from 25 ft,,15-17,,
3:03.0,,,15-17,,Defensive rebound by S. Mejri
3:03.0,,,15-17,,Turnover by S. Mejri (step out of bounds)
2:56.0,T. Warren misses 2-pt shot from 19 ft,,15-17,,
2:53.0,,,15-17,,Defensive rebound by M. Kleber
2:40.0,,,15-19,2,H. Barnes makes 2-pt shot from 3 ft
2:40.0,Phoenix full timeout,,15-19,,
2:40.0,,,15-19,,A. Cleveland enters the game for H. Barnes
2:40.0,,,15-19,,D. Powell enters the game for M. Kleber
2:40.0,,,15-19,,D. Nowitzki enters the game for S. Mejri
2:40.0,D. House enters the game for T. Warren,,15-19,,
2:29.0,I. Canaan makes 2-pt shot from 1 ft (assist by A. Len),2,17-19,,
2:10.0,,,17-19,,D. Nowitzki misses 2-pt shot from 17 ft
2:07.0,Defensive rebound by A. Len,,17-19,,
1:47.0,Shooting foul by D. Powell (drawn by I. Canaan),,17-19,,
1:47.0,I. Canaan makes free throw 1 of 2,1,18-19,,
1:47.0,I. Canaan misses free throw 2 of 2,,18-19,,
1:47.0,Offensive rebound by A. Len,,18-19,,
1:45.0,A. Len makes 2-pt shot at rim,2,20-19,,
1:33.0,Personal block foul by T. Daniels (drawn by D. Harris),,20-19,,
1:33.0,,,20-19,,S. Mejri enters the game for D. Powell
1:26.0,,,20-19,,S. Mejri misses 2-pt shot from 2 ft
1:22.0,Defensive rebound by D. House,,20-19,,
1:19.0,D. House makes 2-pt shot from 5 ft,2,22-19,,
1:19.0,Shooting foul by S. Mejri (drawn by D. House),,22-19,,
1:19.0,,,22-19,,Y. Ferrell enters the game for A. Cleveland
1:19.0,D. House makes free throw 1 of 1,1,23-19,,
1:05.0,,,23-19,,J. Barea misses 2-pt shot from 12 ft
1:02.0,Defensive rebound by I. Canaan,,23-19,,
0:58.0,D. Bender misses 3-pt shot from 25 ft,,23-19,,
0:58.0,,,23-19,,Defensive rebound by D. Harris
0:47.0,,,23-19,,D. Nowitzki misses 2-pt shot from 20 ft
0:44.0,Defensive rebound by T. Daniels,,23-19,,
0:31.0,A. Len makes 2-pt shot from 1 ft (assist by I. Canaan),2,25-19,,
0:12.0,,,25-19,,J. Barea misses 3-pt shot from 26 ft
0:09.0,,,25-19,,Offensive rebound by S. Mejri
0:02.0,,,25-22,3,J. Barea makes 3-pt shot from 24 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,25-24,2,D. Harris makes 2-pt shot from 3 ft (assist by J. Barea)
11:23.0,T. Daniels misses 3-pt shot from 24 ft,,25-24,,
11:21.0,,,25-24,,Defensive rebound by J. Barea
11:16.0,,,25-24,,D. Harris misses 2-pt shot from 1 ft
11:14.0,Defensive rebound by A. Len,,25-24,,
11:05.0,T. Daniels misses 3-pt shot from 24 ft,,25-24,,
11:03.0,,,25-24,,Defensive rebound by J. Barea
10:55.0,,,25-26,2,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea)
10:39.0,A. Len makes 2-pt shot from 4 ft,2,27-26,,
10:28.0,,,27-26,,Turnover by J. Barea (bad pass)
10:12.0,A. Len misses 2-pt shot from 1 ft,,27-26,,
10:11.0,,,27-26,,Defensive rebound by D. Nowitzki
9:59.0,,,27-26,,D. Harris misses 3-pt shot from 22 ft
9:59.0,Defensive rebound by I. Canaan,,27-26,,
9:52.0,T. Daniels makes 3-pt shot from 25 ft (assist by I. Canaan),3,30-26,,
9:31.0,,,30-26,,Turnover by D. Nowitzki (bad pass; steal by I. Canaan)
9:27.0,I. Canaan makes 3-pt shot from 25 ft (assist by D. House),3,33-26,,
9:24.0,,,33-26,,Dallas full timeout
9:13.0,,,33-26,,D. Nowitzki misses 3-pt shot from 24 ft
9:09.0,,,33-26,,Offensive rebound by D. Powell
8:54.0,,,33-26,,J. Barea misses 2-pt shot from 6 ft
8:52.0,Defensive rebound by A. Len,,33-26,,
8:47.0,I. Canaan misses 2-pt shot from 11 ft,,33-26,,
8:44.0,,,33-26,,Defensive rebound by D. Harris
8:41.0,,,33-28,2,Y. Ferrell makes 2-pt shot from 1 ft (assist by D. Harris)
8:20.0,D. House misses 3-pt shot from 25 ft,,33-28,,
8:16.0,,,33-28,,Defensive rebound by D. Powell
8:12.0,,,33-28,,Shooting foul by T. Daniels (drawn by D. Harris)
8:12.0,,,33-29,1,D. Harris makes free throw 1 of 2
8:12.0,T. Warren enters the game for D. House,,33-29,,
8:12.0,J. Jackson enters the game for T. Daniels,,33-29,,
8:12.0,,,33-29,,D. Harris misses free throw 2 of 2
8:12.0,,,33-29,,W. Matthews enters the game for Y. Ferrell
8:05.0,Defensive rebound by A. Len,,33-29,,
7:53.0,J. Jackson misses 2-pt shot from 10 ft,,33-29,,
7:50.0,,,33-29,,Defensive rebound by D. Harris
7:44.0,Personal foul by T. Warren (drawn by D. Harris),,33-29,,
7:31.0,Personal foul by I. Canaan (drawn by D. Nowitzki),,33-29,,
7:21.0,,,33-29,,W. Matthews misses 2-pt shot from 2 ft
7:21.0,Defensive rebound by D. Bender,,33-29,,
7:13.0,Turnover by D. Bender (bad pass; steal by D. Nowitzki),,33-29,,
7:08.0,,,33-29,,J. Barea misses 2-pt shot from 4 ft (block by J. Jackson)
7:05.0,Defensive rebound by A. Len,,33-29,,
7:02.0,Shooting foul by D. Powell (drawn by A. Len),,33-29,,
7:02.0,A. Len makes free throw 1 of 2,1,34-29,,
7:02.0,,,34-29,,H. Barnes enters the game for D. Harris
7:02.0,,,34-29,,Y. Ferrell enters the game for D. Nowitzki
7:02.0,,,34-29,,S. Mejri enters the game for D. Powell
7:02.0,M. Chriss enters the game for I. Canaan,,34-29,,
7:02.0,T. Ulis enters the game for D. Bender,,34-29,,
7:02.0,A. Len makes free throw 2 of 2,1,35-29,,
6:41.0,,,35-32,3,Y. Ferrell makes 3-pt shot from 22 ft (assist by H. Barnes)
6:25.0,T. Warren misses 2-pt shot from 4 ft,,35-32,,
6:22.0,Offensive rebound by T. Warren,,35-32,,
6:20.0,T. Warren misses 2-pt shot at rim,,35-32,,
6:17.0,,,35-32,,Defensive rebound by Y. Ferrell
6:10.0,,,35-34,2,H. Barnes makes 2-pt shot from 15 ft (assist by J. Barea)
5:59.0,Offensive charge foul by A. Len (drawn by S. Mejri),,35-34,,
5:59.0,Turnover by A. Len (offensive foul),,35-34,,
5:59.0,T. Chandler enters the game for A. Len,,35-34,,
5:42.0,,,35-34,,H. Barnes misses 2-pt shot from 3 ft
5:40.0,Defensive rebound by T. Chandler,,35-34,,
5:36.0,J. Jackson makes 2-pt shot from 2 ft,2,37-34,,
5:24.0,,,37-37,3,J. Barea makes 3-pt shot from 24 ft
5:12.0,M. Chriss misses 3-pt shot from 25 ft,,37-37,,
5:09.0,,,37-37,,Defensive rebound by Y. Ferrell
4:52.0,,,37-37,,J. Barea misses 3-pt shot from 25 ft
4:48.0,,,37-37,,Offensive rebound by S. Mejri
4:43.0,,,37-37,,Offensive foul by S. Mejri (drawn by T. Warren)
4:43.0,,,37-37,,Turnover by S. Mejri (offensive foul)
4:43.0,,,37-37,,M. Kleber enters the game for S. Mejri
4:25.0,Offensive foul by M. Chriss (drawn by J. Barea),,37-37,,
4:25.0,Turnover by M. Chriss (offensive foul),,37-37,,
4:06.0,,,37-39,2,M. Kleber makes 2-pt shot from 1 ft (assist by H. Barnes)
4:06.0,Phoenix full timeout,,37-39,,
4:06.0,,,37-39,,D. Harris enters the game for J. Barea
3:50.0,T. Warren makes 2-pt shot from 11 ft (assist by T. Chandler),2,39-39,,
3:22.0,,,39-39,,D. Harris misses 2-pt shot from 18 ft
3:19.0,Defensive rebound by T. Chandler,,39-39,,
3:13.0,,,39-39,,Shooting block foul by W. Matthews (drawn by T. Warren)
3:13.0,T. Warren misses free throw 1 of 2,,39-39,,
3:13.0,Offensive rebound by Team,,39-39,,
3:13.0,T. Warren makes free throw 2 of 2,1,40-39,,
2:57.0,,,40-39,,Y. Ferrell misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by M. Chriss,,40-39,,
2:44.0,Shooting foul by Y. Ferrell (drawn by T. Ulis),,40-39,,
2:44.0,T. Ulis makes free throw 1 of 2,1,41-39,,
2:44.0,T. Ulis makes free throw 2 of 2,1,42-39,,
2:33.0,,,42-42,3,H. Barnes makes 3-pt shot from 25 ft (assist by D. Harris)
2:16.0,M. Chriss misses 3-pt shot from 22 ft,,42-42,,
2:13.0,Offensive rebound by T. Chandler,,42-42,,
2:09.0,T. Ulis misses 2-pt shot from 17 ft,,42-42,,
2:06.0,,,42-42,,Defensive rebound by D. Harris
2:06.0,Personal block foul by M. Chriss (drawn by D. Harris),,42-42,,
1:49.0,,,42-44,2,H. Barnes makes 2-pt shot from 2 ft
1:34.0,J. Jackson misses 2-pt shot from 8 ft (block by H. Barnes),,42-44,,
1:32.0,Offensive rebound by Team,,42-44,,
1:25.0,T. Ulis misses 2-pt shot from 14 ft,,42-44,,
1:25.0,,,42-44,,Defensive rebound by Y. Ferrell
1:11.0,Personal block foul by M. Chriss (drawn by Y. Ferrell),,42-44,,
1:11.0,,,42-45,1,Y. Ferrell makes free throw 1 of 2
1:11.0,,,42-45,,J. Barea enters the game for D. Harris
1:11.0,I. Canaan enters the game for M. Chriss,,42-45,,
1:11.0,,,42-46,1,Y. Ferrell makes free throw 2 of 2
0:53.0,J. Jackson makes 2-pt shot at rim (assist by I. Canaan),2,44-46,,
0:37.0,,,44-48,2,W. Matthews makes 2-pt shot from 12 ft
0:32.0,T. Ulis makes 3-pt shot from 29 ft,3,47-48,,
0:09.0,,,47-50,2,J. Barea makes 2-pt shot from 3 ft
0:06.0,,,47-50,,Personal take foul by W. Matthews (drawn by T. Warren)
0:06.0,,,47-50,,D. Harris enters the game for J. Barea
0:01.0,T. Warren makes 2-pt shot from 3 ft,2,49-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,,,49-50,,H. Barnes misses 3-pt shot from 24 ft
11:47.0,Defensive rebound by M. Chriss,,49-50,,
11:33.0,Turnover by Team (turnover),,49-50,,
11:15.0,,,49-50,,H. Barnes misses 2-pt shot from 1 ft (block by J. Jackson)
11:12.0,Defensive rebound by T. Chandler,,49-50,,
11:10.0,T. Warren makes 2-pt shot from 19 ft (assist by T. Chandler),2,51-50,,
10:43.0,,,51-52,2,Y. Ferrell makes 2-pt shot from 16 ft (assist by H. Barnes)
10:26.0,J. Jackson misses 2-pt shot from 16 ft,,51-52,,
10:23.0,,,51-52,,Defensive rebound by M. Kleber
10:15.0,,,51-52,,Y. Ferrell misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by T. Chandler,,51-52,,
10:07.0,Offensive foul by T. Chandler (drawn by Y. Ferrell),,51-52,,
10:07.0,Turnover by T. Chandler (offensive foul),,51-52,,
9:52.0,,,51-54,2,H. Barnes makes 2-pt shot from 2 ft (assist by Y. Ferrell)
9:31.0,T. Warren misses 3-pt shot from 22 ft,,51-54,,
9:28.0,,,51-54,,Defensive rebound by W. Matthews
9:22.0,,,51-54,,Turnover by W. Matthews (bad pass; steal by T. Chandler)
9:17.0,Turnover by T. Warren (bad pass; steal by M. Kleber),,51-54,,
9:09.0,,,51-57,3,W. Matthews makes 3-pt shot from 23 ft (assist by Y. Ferrell)
9:08.0,Phoenix full timeout,,51-57,,
8:48.0,T. Warren makes 2-pt shot from 17 ft (assist by T. Chandler),2,53-57,,
8:31.0,,,53-57,,M. Kleber misses 3-pt shot from 23 ft
8:28.0,Defensive rebound by T. Ulis,,53-57,,
8:23.0,Turnover by J. Jackson (bad pass; steal by M. Kleber),,53-57,,
8:13.0,,,53-59,2,M. Kleber makes 2-pt shot from 1 ft (assist by Y. Ferrell)
7:50.0,T. Ulis misses 2-pt shot from 16 ft,,53-59,,
7:48.0,,,53-59,,Defensive rebound by D. Nowitzki
7:40.0,,,53-59,,Y. Ferrell misses 2-pt shot from 6 ft
7:38.0,Defensive rebound by T. Chandler,,53-59,,
7:35.0,Offensive charge foul by T. Warren (drawn by M. Kleber),,53-59,,
7:35.0,Turnover by T. Warren (offensive foul),,53-59,,
7:35.0,,,53-59,,D. Harris enters the game for D. Nowitzki
7:35.0,T. Daniels enters the game for J. Jackson,,53-59,,
7:19.0,,,53-59,,D. Harris misses 3-pt shot from 26 ft
7:17.0,,,53-59,,Offensive rebound by M. Kleber
7:17.0,Loose ball foul by M. Chriss (drawn by M. Kleber),,53-59,,
7:17.0,D. Bender enters the game for M. Chriss,,53-59,,
7:10.0,Personal foul by T. Warren (drawn by M. Kleber),,53-59,,
7:10.0,J. Jackson enters the game for T. Warren,,53-59,,
6:54.0,,,53-62,3,W. Matthews makes 3-pt shot from 24 ft (assist by M. Kleber)
6:28.0,T. Daniels makes 2-pt shot from 4 ft,2,55-62,,
6:11.0,,,55-64,2,W. Matthews makes 2-pt shot at rim (assist by M. Kleber)
5:52.0,Turnover by T. Chandler (lost ball; steal by W. Matthews),,55-64,,
5:46.0,,,55-64,,W. Matthews misses 3-pt shot from 25 ft
5:41.0,Defensive rebound by T. Daniels,,55-64,,
5:39.0,Shooting foul by D. Harris (drawn by J. Jackson),,55-64,,
5:39.0,J. Jackson misses free throw 1 of 2,,55-64,,
5:39.0,Offensive rebound by Team,,55-64,,
5:39.0,J. Jackson makes free throw 2 of 2,1,56-64,,
5:20.0,,,56-64,,Shooting foul by T. Daniels (drawn by D. Harris)
5:20.0,,,56-65,1,D. Harris makes free throw 1 of 2
5:20.0,A. Len enters the game for T. Chandler,,56-65,,
5:20.0,,,56-66,1,D. Harris makes free throw 2 of 2
5:08.0,T. Daniels misses 3-pt shot from 27 ft,,56-66,,
5:08.0,Offensive rebound by A. Len,,56-66,,
5:04.0,T. Ulis makes 3-pt shot from 26 ft,3,59-66,,
4:38.0,,,59-66,,D. Harris misses 3-pt shot from 25 ft
4:35.0,Defensive rebound by A. Len,,59-66,,
4:20.0,Turnover by A. Len (bad pass; steal by H. Barnes),,59-66,,
4:13.0,,,59-66,,Shooting foul by J. Jackson (drawn by D. Harris)
4:13.0,,,59-67,1,D. Harris makes free throw 1 of 2
4:13.0,,,59-67,,J. Barea enters the game for W. Matthews
4:13.0,D. House enters the game for J. Jackson,,59-67,,
4:13.0,,,59-68,1,D. Harris makes free throw 2 of 2
3:56.0,T. Daniels misses 3-pt shot from 26 ft,,59-68,,
3:54.0,,,59-68,,Defensive rebound by Team
3:42.0,,,59-68,,H. Barnes misses 2-pt shot from 1 ft (block by A. Len)
3:42.0,,,59-68,,Offensive rebound by Team
3:42.0,I. Canaan enters the game for T. Ulis,,59-68,,
3:40.0,,,59-71,3,H. Barnes makes 3-pt shot from 26 ft (assist by J. Barea)
3:23.0,D. Bender misses 2-pt shot from 11 ft,,59-71,,
3:20.0,,,59-71,,Defensive rebound by H. Barnes
3:04.0,,,59-71,,M. Kleber misses 2-pt shot from 11 ft
3:01.0,Defensive rebound by D. House,,59-71,,
2:51.0,,,59-71,,Def 3 sec tech foul by D. Harris
2:51.0,,,59-71,,Dallas full timeout
2:51.0,,,59-71,,S. Mejri enters the game for M. Kleber
2:51.0,T. Daniels makes technical free throw,1,60-71,,
2:47.0,T. Daniels makes 3-pt shot from 29 ft (assist by A. Len),3,63-71,,
2:30.0,Shooting block foul by D. House (drawn by D. Harris),,63-71,,
2:30.0,,,63-72,1,D. Harris makes free throw 1 of 2
2:30.0,,,63-73,1,D. Harris makes free throw 2 of 2
2:15.0,Turnover by I. Canaan (bad pass; steal by S. Mejri),,63-73,,
2:05.0,,,63-73,,Y. Ferrell misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by Team,,63-73,,
2:05.0,,,63-73,,Loose ball foul by S. Mejri (drawn by A. Len)
1:45.0,I. Canaan misses 2-pt shot from 1 ft,,63-73,,
1:42.0,Offensive rebound by A. Len,,63-73,,
1:42.0,A. Len makes 2-pt shot at rim,2,65-73,,
1:30.0,,,65-73,,D. Harris misses 3-pt shot from 27 ft
1:26.0,Defensive rebound by A. Len,,65-73,,
1:21.0,Turnover by D. House (bad pass; steal by J. Barea),,65-73,,
1:18.0,,,65-73,,Offensive charge foul by S. Mejri (drawn by I. Canaan)
1:18.0,,,65-73,,Turnover by S. Mejri (offensive foul)
1:18.0,,,65-73,,D. Powell enters the game for S. Mejri
1:04.0,D. Bender makes 3-pt shot from 23 ft (assist by T. Daniels),3,68-73,,
0:46.0,,,68-73,,H. Barnes misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by I. Canaan,,68-73,,
0:40.0,D. Bender misses 2-pt shot from 3 ft,,68-73,,
0:38.0,,,68-73,,Defensive rebound by J. Barea
0:33.0,,,68-73,,Shooting foul by D. House (drawn by J. Barea)
0:33.0,,,68-74,1,J. Barea makes free throw 1 of 2
0:33.0,,,68-74,,W. Matthews enters the game for Y. Ferrell
0:33.0,,,68-75,1,J. Barea makes free throw 2 of 2
0:11.0,A. Len misses 2-pt shot from 2 ft (block by D. Powell),,68-75,,
0:09.0,,,68-75,,Defensive rebound by D. Harris
0:00.0,,,68-75,,J. Barea misses 3-pt shot from 29 ft
0:00.0,,,68-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Offensive foul by A. Len (drawn by Y. Ferrell),,68-75,,
11:52.0,Turnover by A. Len (offensive foul),,68-75,,
11:35.0,Personal foul by D. House (drawn by W. Matthews),,68-75,,
11:24.0,,,68-75,,Y. Ferrell misses 2-pt shot from 5 ft
11:18.0,Defensive rebound by D. House,,68-75,,
11:12.0,I. Canaan makes 2-pt shot from 8 ft,2,70-75,,
10:52.0,Personal foul by T. Daniels (drawn by D. Nowitzki),,70-75,,
10:43.0,,,70-75,,W. Matthews misses 2-pt shot from 5 ft
10:41.0,Defensive rebound by A. Len,,70-75,,
10:34.0,I. Canaan misses 3-pt shot from 27 ft,,70-75,,
10:29.0,,,70-75,,Defensive rebound by Team
10:19.0,,,70-77,2,D. Powell makes 2-pt shot from 13 ft (assist by J. Barea)
10:03.0,Turnover by I. Canaan (bad pass),,70-77,,
10:03.0,T. Warren enters the game for D. House,,70-77,,
9:48.0,Personal block foul by I. Canaan (drawn by J. Barea),,70-77,,
9:36.0,,,70-77,,Turnover by J. Barea (bad pass; steal by I. Canaan)
9:33.0,I. Canaan makes 2-pt shot at rim,2,72-77,,
9:25.0,Personal foul by I. Canaan (drawn by J. Barea),,72-77,,
9:25.0,,,72-77,,D. Harris enters the game for Y. Ferrell
9:18.0,Personal foul by T. Daniels (drawn by D. Harris),,72-77,,
9:18.0,,,72-78,1,D. Harris makes free throw 1 of 2
9:18.0,M. James enters the game for T. Daniels,,72-78,,
9:18.0,,,72-79,1,D. Harris makes free throw 2 of 2
9:03.0,Shooting foul by D. Powell (drawn by I. Canaan),,72-79,,
9:03.0,I. Canaan makes free throw 1 of 2,1,73-79,,
9:03.0,I. Canaan makes free throw 2 of 2,1,74-79,,
8:44.0,,,74-79,,W. Matthews misses 3-pt shot from 22 ft
8:39.0,Defensive rebound by A. Len,,74-79,,
8:28.0,T. Warren makes 2-pt shot from 7 ft,2,76-79,,
8:06.0,,,76-79,,J. Barea misses 3-pt shot from 26 ft
8:03.0,Defensive rebound by M. James,,76-79,,
7:52.0,D. Bender misses 3-pt shot from 23 ft,,76-79,,
7:49.0,,,76-79,,Defensive rebound by W. Matthews
7:45.0,,,76-79,,Turnover by J. Barea (bad pass)
7:31.0,I. Canaan makes 3-pt shot from 24 ft,3,79-79,,
7:29.0,,,79-79,,Dallas full timeout
7:29.0,,,79-79,,Y. Ferrell enters the game for W. Matthews
7:18.0,,,79-79,,D. Nowitzki misses 3-pt shot from 25 ft
7:13.0,Defensive rebound by A. Len,,79-79,,
6:52.0,Shooting foul by D. Nowitzki (drawn by A. Len),,79-79,,
6:52.0,A. Len makes free throw 1 of 2,1,80-79,,
6:52.0,,,80-79,,M. Kleber enters the game for D. Powell
6:52.0,,,80-79,,H. Barnes enters the game for D. Harris
6:52.0,,,80-79,,W. Matthews enters the game for D. Nowitzki
6:52.0,A. Len makes free throw 2 of 2,1,81-79,,
6:25.0,,,81-79,,M. Kleber misses 2-pt shot from 1 ft
6:23.0,Defensive rebound by A. Len,,81-79,,
6:12.0,Turnover by T. Warren (out of bounds lost ball),,81-79,,
5:53.0,,,81-79,,W. Matthews misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by T. Warren,,81-79,,
5:36.0,T. Warren makes 2-pt shot from 1 ft (assist by A. Len),2,83-79,,
5:14.0,,,83-81,2,M. Kleber makes 2-pt shot from 1 ft (assist by J. Barea)
4:51.0,M. James makes 3-pt shot from 23 ft (assist by I. Canaan),3,86-81,,
4:30.0,,,86-81,,J. Barea misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by I. Canaan,,86-81,,
4:13.0,Turnover by A. Len (bad pass),,86-81,,
4:01.0,,,86-81,,Y. Ferrell misses 2-pt shot from 17 ft
3:56.0,,,86-81,,Offensive rebound by M. Kleber
3:56.0,,,86-81,,M. Kleber misses 2-pt shot at rim
3:55.0,Defensive rebound by T. Warren,,86-81,,
3:54.0,Phoenix full timeout,,86-81,,
3:54.0,,,86-81,,D. Nowitzki enters the game for J. Barea
3:44.0,D. Bender makes 3-pt shot from 22 ft (assist by I. Canaan),3,89-81,,
3:25.0,,,89-81,,H. Barnes misses 3-pt shot from 24 ft
3:21.0,,,89-81,,Offensive rebound by Y. Ferrell
3:21.0,,,89-81,,Y. Ferrell misses 2-pt shot from 1 ft (block by D. Bender)
3:21.0,,,89-81,,Offensive rebound by Team
3:14.0,,,89-83,2,H. Barnes makes 2-pt shot from 6 ft (assist by Y. Ferrell)
