time,Oklahoma City,pts.away,score,pts.home,Utah
8:34.0,,,22-23,,Technical foul by R. Gobert
8:34.0,R. Westbrook misses technical free throw,,22-23,,
8:34.0,Offensive rebound by Team,,22-23,,
8:21.0,Turnover by R. Westbrook (bad pass; steal by D. Mitchell),,22-23,,
8:17.0,,,22-23,,Turnover by D. Mitchell (bad pass)
8:17.0,Oklahoma City full timeout,,22-23,,
8:17.0,,,22-23,,J. Crowder enters the game for J. Ingles
7:59.0,C. Anthony makes 2-pt shot from 13 ft,2,24-23,,
7:44.0,,,24-23,,D. Mitchell misses 2-pt shot from 5 ft
7:44.0,,,24-23,,Offensive rebound by Team
7:44.0,Loose ball foul by R. Westbrook (drawn by R. Gobert),,24-23,,
7:34.0,,,24-23,,Turnover by D. Mitchell (lost ball; steal by S. Adams)
7:30.0,C. Brewer makes 2-pt shot from 1 ft (assist by S. Adams),2,26-23,,
7:15.0,A. Abrines enters the game for C. Brewer,,26-23,,
7:15.0,J. Grant enters the game for C. Anthony,,26-23,,
7:05.0,,,26-23,,Turnover by D. Mitchell (traveling)
7:05.0,,,26-23,,D. Favors enters the game for J. Jerebko
6:47.0,P. George misses 2-pt shot from 8 ft,,26-23,,
6:44.0,Offensive rebound by S. Adams,,26-23,,
6:43.0,,,26-23,,Personal block foul by J. Crowder (drawn by P. George)
6:43.0,,,26-23,,R. O'Neale enters the game for A. Burks
6:37.0,R. Westbrook makes 2-pt shot from 16 ft,2,28-23,,
6:36.0,,,28-23,,Away from play foul by R. O'Neale (drawn by S. Adams)
6:36.0,S. Adams makes free throw 1 of 1,1,29-23,,
6:27.0,Personal foul by J. Grant (drawn by D. Favors),,29-23,,
6:18.0,,,29-26,3,D. Mitchell makes 3-pt shot from 25 ft (assist by R. O'Neale)
6:01.0,,,29-26,,Personal foul by J. Crowder (drawn by P. George)
5:54.0,R. Westbrook misses 3-pt shot from 24 ft,,29-26,,
5:52.0,,,29-26,,Defensive rebound by R. O'Neale
5:36.0,,,29-26,,Turnover by D. Mitchell (lost ball; steal by R. Westbrook)
5:36.0,,,29-26,,Personal foul by D. Mitchell (drawn by R. Westbrook)
5:36.0,,,29-26,,J. Ingles enters the game for R. O'Neale
5:26.0,S. Adams misses 2-pt shot from 4 ft,,29-26,,
5:22.0,Offensive rebound by A. Abrines,,29-26,,
5:16.0,R. Westbrook makes 2-pt shot from 10 ft,2,31-26,,
4:59.0,,,31-26,,D. Mitchell misses 2-pt shot from 8 ft
4:57.0,Defensive rebound by R. Westbrook,,31-26,,
4:54.0,R. Westbrook misses 2-pt shot from 16 ft,,31-26,,
4:52.0,,,31-26,,Defensive rebound by Team
4:40.0,,,31-26,,D. Favors misses 3-pt shot from 22 ft
4:37.0,Defensive rebound by P. George,,31-26,,
4:26.0,S. Adams makes 2-pt shot from 6 ft,2,33-26,,
4:13.0,,,33-26,,J. Crowder misses 2-pt shot from 6 ft
4:13.0,,,33-26,,Offensive rebound by D. Favors
4:13.0,,,33-26,,Shooting foul by J. Grant (drawn by D. Favors)
4:13.0,,,33-26,,D. Favors misses free throw 1 of 2
4:13.0,,,33-26,,Offensive rebound by Team
4:13.0,C. Anthony enters the game for J. Grant,,33-26,,
4:13.0,,,33-26,,D. Favors misses free throw 2 of 2
4:12.0,,,33-26,,Offensive rebound by Team
4:06.0,,,33-26,,Turnover by R. Gobert (bad pass; steal by P. George)
4:03.0,R. Westbrook makes 2-pt shot from 1 ft (assist by P. George),2,35-26,,
4:03.0,,,35-26,,Utah full timeout
3:50.0,,,35-26,,J. Ingles misses 2-pt shot from 4 ft
3:48.0,,,35-26,,Offensive rebound by R. Gobert
3:47.0,,,35-28,2,R. Gobert makes 2-pt shot from 1 ft
3:33.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,37-28,,
3:22.0,,,37-30,2,D. Mitchell makes 2-pt shot from 4 ft
2:55.0,C. Anthony misses 2-pt shot from 16 ft,,37-30,,
2:54.0,,,37-30,,Defensive rebound by Team
2:54.0,Loose ball foul by S. Adams (drawn by D. Favors),,37-30,,
2:54.0,,,37-31,1,D. Favors makes free throw 1 of 2
2:54.0,,,37-31,,D. Favors misses free throw 2 of 2
2:52.0,,,37-31,,Offensive rebound by R. Gobert
2:40.0,,,37-31,,J. Crowder misses 2-pt shot from 12 ft
2:38.0,Defensive rebound by Team,,37-31,,
2:26.0,R. Westbrook makes 2-pt shot from 14 ft,2,39-31,,
2:05.0,,,39-33,2,J. Crowder makes 2-pt shot from 22 ft (assist by J. Ingles)
1:47.0,Turnover by R. Westbrook (bad pass),,39-33,,
1:30.0,,,39-33,,D. Favors misses 2-pt shot from 4 ft
1:28.0,Defensive rebound by S. Adams,,39-33,,
1:23.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. Favors),,39-33,,
1:20.0,,,39-33,,Defensive rebound by D. Mitchell
1:16.0,,,39-36,3,J. Ingles makes 3-pt shot from 23 ft (assist by J. Crowder)
1:15.0,Away from play foul by S. Adams (drawn by R. Gobert),,39-36,,
1:15.0,P. Patterson enters the game for S. Adams,,39-36,,
1:15.0,Oklahoma City full timeout,,39-36,,
1:15.0,,,39-36,,R. Gobert misses free throw 1 of 1
1:15.0,Defensive rebound by C. Anthony,,39-36,,
1:03.0,A. Abrines misses 3-pt shot from 24 ft,,39-36,,
1:01.0,,,39-36,,Defensive rebound by J. Ingles
0:49.0,,,39-39,3,J. Ingles makes 3-pt shot from 26 ft (assist by J. Crowder)
0:34.0,,,39-39,,Personal foul by J. Crowder (drawn by P. George)
0:34.0,P. George misses free throw 1 of 2,,39-39,,
0:34.0,Offensive rebound by Team,,39-39,,
0:34.0,,,39-39,,R. O'Neale enters the game for J. Crowder
0:34.0,P. George makes free throw 2 of 2,1,40-39,,
0:17.0,,,40-39,,Turnover by J. Ingles (bad pass; steal by A. Abrines)
0:14.0,Shooting foul by D. Mitchell (drawn by C. Anthony),,40-39,,
0:14.0,C. Anthony makes free throw 1 of 2,1,41-39,,
0:14.0,,,41-39,,A. Burks enters the game for R. O'Neale
0:14.0,J. Huestis enters the game for A. Abrines,,41-39,,
0:14.0,C. Anthony misses free throw 2 of 2,,41-39,,
0:12.0,,,41-39,,Defensive rebound by R. Gobert
0:01.0,,,41-41,2,D. Mitchell makes 2-pt shot from 2 ft
0:00.0,R. Westbrook misses 3-pt shot from 58 ft,,41-41,,
0:00.0,Offensive rebound by Team,,41-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,41-43,2,D. Mitchell makes 2-pt shot from 1 ft
11:38.0,R. Westbrook misses 2-pt shot from 10 ft,,41-43,,
11:36.0,,,41-43,,Defensive rebound by R. Gobert
11:22.0,,,41-43,,R. Gobert misses 2-pt shot from 2 ft (block by C. Brewer)
11:18.0,,,41-43,,Offensive rebound by R. Gobert
11:18.0,,,41-43,,R. Gobert misses 2-pt shot from 1 ft
11:16.0,Defensive rebound by C. Anthony,,41-43,,
11:16.0,Turnover by C. Anthony (bad pass),,41-43,,
11:07.0,,,41-46,3,D. Mitchell makes 3-pt shot from 25 ft
10:41.0,C. Anthony makes 2-pt shot from 12 ft,2,43-46,,
10:16.0,,,43-48,2,D. Mitchell makes 2-pt shot from 1 ft
9:57.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Adams),3,46-48,,
9:34.0,,,46-51,3,D. Mitchell makes 3-pt shot from 25 ft
9:22.0,R. Westbrook misses 2-pt shot from 3 ft (block by R. Gobert),,46-51,,
9:20.0,Offensive rebound by S. Adams,,46-51,,
9:20.0,Oklahoma City full timeout,,46-51,,
9:14.0,R. Westbrook misses 2-pt shot from 15 ft,,46-51,,
9:13.0,,,46-51,,Defensive rebound by J. Ingles
8:56.0,,,46-53,2,D. Favors makes 2-pt shot from 6 ft (assist by R. O'Neale)
8:43.0,S. Adams makes 2-pt shot from 6 ft (assist by P. George),2,48-53,,
8:19.0,,,48-53,,Offensive charge foul by D. Mitchell (drawn by C. Brewer)
8:19.0,,,48-53,,Turnover by D. Mitchell (offensive foul)
8:00.0,C. Brewer misses 3-pt shot from 23 ft,,48-53,,
7:56.0,,,48-53,,Defensive rebound by R. O'Neale
7:46.0,,,48-55,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
7:26.0,S. Adams makes 2-pt shot from 1 ft (assist by P. George),2,50-55,,
7:03.0,,,50-57,2,D. Mitchell makes 2-pt shot from 1 ft
6:54.0,R. Westbrook makes 2-pt shot from 10 ft,2,52-57,,
6:38.0,,,52-59,2,D. Favors makes 2-pt shot from 1 ft (assist by J. Ingles)
6:38.0,,,52-59,,Shooting foul by C. Brewer (drawn by D. Favors)
6:38.0,J. Grant enters the game for C. Anthony,,52-59,,
6:38.0,,,52-59,,J. Crowder enters the game for R. O'Neale
6:38.0,A. Abrines enters the game for C. Brewer,,52-59,,
6:38.0,,,52-59,,D. Favors misses free throw 1 of 1
6:38.0,,,52-59,,Offensive rebound by J. Crowder
6:33.0,,,52-62,3,D. Mitchell makes 3-pt shot from 28 ft (assist by J. Ingles)
6:32.0,Oklahoma City full timeout,,52-62,,
6:26.0,Shooting foul by D. Favors (drawn by R. Westbrook),,52-62,,
6:26.0,R. Westbrook misses free throw 1 of 2,,52-62,,
6:26.0,Offensive rebound by Team,,52-62,,
6:26.0,R. Westbrook makes free throw 2 of 2,1,53-62,,
6:09.0,,,53-62,,Shooting foul by R. Westbrook (drawn by D. Favors)
6:09.0,,,53-62,,D. Favors misses free throw 1 of 2
6:09.0,,,53-62,,Offensive rebound by Team
6:09.0,,,53-62,,D. Favors misses free throw 2 of 2
6:08.0,Defensive rebound by R. Westbrook,,53-62,,
5:51.0,R. Westbrook misses 3-pt shot from 24 ft,,53-62,,
5:48.0,,,53-62,,Defensive rebound by J. Ingles
5:36.0,,,53-65,3,J. Ingles makes 3-pt shot from 25 ft
5:18.0,S. Adams makes 2-pt shot from 3 ft (assist by P. George),2,55-65,,
4:51.0,,,55-67,2,D. Mitchell makes 2-pt shot from 8 ft
4:38.0,Shooting foul by R. Gobert (drawn by J. Grant),,55-67,,
4:38.0,J. Grant makes free throw 1 of 2,1,56-67,,
4:38.0,,,56-67,,A. Burks enters the game for D. Favors
4:38.0,J. Grant misses free throw 2 of 2,,56-67,,
4:36.0,,,56-67,,Defensive rebound by J. Crowder
4:22.0,,,56-67,,J. Crowder misses 3-pt shot from 23 ft
4:18.0,Defensive rebound by S. Adams,,56-67,,
4:03.0,R. Westbrook makes 3-pt shot from 24 ft,3,59-67,,
3:45.0,,,59-69,2,A. Burks makes 2-pt shot from 21 ft (assist by D. Mitchell)
3:35.0,P. George misses 3-pt shot from 25 ft,,59-69,,
3:31.0,Offensive rebound by J. Grant,,59-69,,
3:27.0,R. Westbrook makes 2-pt shot from 2 ft (assist by J. Grant),2,61-69,,
3:22.0,,,61-71,2,D. Mitchell makes 2-pt shot from 1 ft
3:22.0,,,61-71,,Shooting foul by P. George (drawn by D. Mitchell)
3:22.0,J. Huestis enters the game for A. Abrines,,61-71,,
3:22.0,,,61-72,1,D. Mitchell makes free throw 1 of 1
3:10.0,R. Westbrook makes 3-pt shot from 24 ft,3,64-72,,
2:43.0,,,64-72,,D. Mitchell misses 2-pt shot from 1 ft
2:40.0,,,64-72,,Offensive rebound by R. Gobert
2:40.0,,,64-74,2,R. Gobert makes 2-pt shot at rim
2:22.0,R. Westbrook makes 3-pt shot from 25 ft (assist by P. George),3,67-74,,
2:07.0,,,67-74,,Shooting foul by J. Grant (drawn by D. Mitchell)
2:07.0,,,67-75,1,D. Mitchell makes free throw 1 of 2
2:07.0,,,67-75,,D. Favors enters the game for R. Gobert
2:07.0,,,67-76,1,D. Mitchell makes free throw 2 of 2
1:58.0,R. Westbrook misses 2-pt shot from 3 ft,,67-76,,
1:57.0,Offensive rebound by Team,,67-76,,
1:54.0,R. Westbrook misses 3-pt shot from 25 ft,,67-76,,
1:53.0,Offensive rebound by Team,,67-76,,
1:53.0,,,67-76,,Loose ball foul by D. Mitchell (drawn by J. Huestis)
1:45.0,Turnover by P. George (bad pass; steal by D. Favors),,67-76,,
1:28.0,,,67-76,,A. Burks misses 2-pt shot from 8 ft (block by S. Adams)
1:22.0,Defensive rebound by S. Adams,,67-76,,
1:06.0,R. Westbrook misses 3-pt shot from 27 ft,,67-76,,
1:04.0,,,67-76,,Defensive rebound by Team
1:04.0,,,67-76,,R. O'Neale enters the game for D. Mitchell
0:44.0,,,67-76,,J. Crowder misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by J. Huestis,,67-76,,
0:38.0,R. Westbrook makes 2-pt shot from 2 ft,2,69-76,,
0:35.0,,,69-78,2,R. O'Neale makes 2-pt shot from 1 ft
0:35.0,,,69-78,,Shooting foul by J. Huestis (drawn by R. O'Neale)
0:35.0,,,69-78,,R. O'Neale misses free throw 1 of 1
0:35.0,Defensive rebound by R. Westbrook,,69-78,,
0:26.0,,,69-78,,Personal foul by A. Burks (drawn by R. Westbrook)
0:26.0,R. Westbrook misses free throw 1 of 2,,69-78,,
0:26.0,Offensive rebound by Team,,69-78,,
0:26.0,,,69-78,,D. Mitchell enters the game for R. O'Neale
0:26.0,R. Westbrook makes free throw 2 of 2,1,70-78,,
0:06.0,,,70-78,,D. Mitchell misses 2-pt shot from 18 ft
0:02.0,Defensive rebound by P. George,,70-78,,
0:00.0,P. George misses 3-pt shot from 36 ft,,70-78,,
0:00.0,Offensive rebound by Team,,70-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Turnover by R. Westbrook (lost ball; steal by A. Burks),,70-78,,
11:34.0,,,70-78,,Turnover by A. Burks (traveling)
11:12.0,J. Grant misses 3-pt shot from 25 ft,,70-78,,
11:07.0,,,70-78,,Defensive rebound by A. Burks
10:50.0,,,70-78,,J. Crowder misses 3-pt shot from 24 ft
10:46.0,Defensive rebound by Team,,70-78,,
10:46.0,,,70-78,,R. Gobert enters the game for J. Crowder
10:33.0,P. George misses 2-pt shot from 3 ft,,70-78,,
10:32.0,Offensive rebound by Team,,70-78,,
10:29.0,R. Westbrook makes 3-pt shot from 25 ft (assist by J. Grant),3,73-78,,
10:13.0,,,73-78,,D. Mitchell misses 2-pt shot from 18 ft
10:09.0,Defensive rebound by R. Westbrook,,73-78,,
10:01.0,,,73-78,,Personal foul by D. Mitchell (drawn by P. George)
10:01.0,,,73-78,,R. O'Neale enters the game for D. Mitchell
9:54.0,R. Westbrook misses 2-pt shot from 15 ft,,73-78,,
9:50.0,,,73-78,,Defensive rebound by R. Gobert
9:40.0,,,73-78,,J. Ingles misses 2-pt shot from 10 ft
9:39.0,,,73-78,,Offensive rebound by J. Ingles
9:30.0,,,73-81,3,A. Burks makes 3-pt shot from 23 ft (assist by D. Favors)
9:17.0,Turnover by P. George (lost ball; steal by R. O'Neale),,73-81,,
9:14.0,,,73-83,2,R. O'Neale makes 2-pt shot from 3 ft
8:56.0,J. Grant misses 2-pt shot from 2 ft (block by R. Gobert),,73-83,,
8:53.0,,,73-83,,Defensive rebound by D. Favors
8:49.0,,,73-83,,Turnover by R. O'Neale (bad pass; steal by R. Westbrook)
8:45.0,R. Westbrook misses 2-pt shot from 6 ft (block by D. Favors),,73-83,,
8:45.0,Offensive rebound by Team,,73-83,,
8:45.0,S. Adams enters the game for C. Anthony,,73-83,,
8:45.0,C. Brewer enters the game for P. George,,73-83,,
8:43.0,Turnover by R. Westbrook (bad pass; steal by R. Gobert),,73-83,,
8:41.0,,,73-83,,Shooting foul by J. Huestis (drawn by R. O'Neale)
8:41.0,,,73-84,1,R. O'Neale makes free throw 1 of 2
8:41.0,A. Abrines enters the game for J. Huestis,,73-84,,
8:41.0,,,73-84,,R. O'Neale misses free throw 2 of 2
8:39.0,Defensive rebound by A. Abrines,,73-84,,
8:25.0,R. Westbrook misses 3-pt shot from 25 ft,,73-84,,
8:21.0,Offensive rebound by S. Adams,,73-84,,
8:19.0,Turnover by S. Adams (lost ball; steal by J. Ingles),,73-84,,
8:03.0,,,73-84,,A. Burks misses 3-pt shot from 25 ft
7:59.0,Defensive rebound by A. Abrines,,73-84,,
7:47.0,S. Adams misses 2-pt shot from 9 ft,,73-84,,
7:45.0,,,73-84,,Defensive rebound by J. Ingles
7:32.0,,,73-84,,J. Ingles misses 3-pt shot from 25 ft
7:29.0,Defensive rebound by Team,,73-84,,
7:29.0,,,73-84,,J. Crowder enters the game for D. Favors
7:29.0,P. George enters the game for A. Abrines,,73-84,,
7:10.0,Turnover by R. Westbrook (bad pass; steal by R. Gobert),,73-84,,
7:04.0,,,73-84,,Shooting foul by C. Brewer (drawn by R. Gobert)
7:04.0,,,73-85,1,R. Gobert makes free throw 1 of 2
7:04.0,Oklahoma City full timeout,,73-85,,
7:04.0,,,73-85,,D. Mitchell enters the game for A. Burks
7:04.0,R. Felton enters the game for C. Brewer,,73-85,,
7:04.0,,,73-86,1,R. Gobert makes free throw 2 of 2
6:49.0,R. Westbrook makes 2-pt shot from 15 ft,2,75-86,,
6:34.0,Personal foul by P. George (drawn by D. Mitchell),,75-86,,
6:20.0,,,75-86,,D. Mitchell misses 2-pt shot from 3 ft
6:18.0,Defensive rebound by R. Felton,,75-86,,
6:10.0,J. Grant misses 3-pt shot from 22 ft,,75-86,,
6:07.0,Offensive rebound by S. Adams,,75-86,,
5:57.0,J. Grant makes 3-pt shot from 22 ft (assist by R. Felton),3,78-86,,
5:55.0,,,78-86,,Utah full timeout
5:55.0,,,78-86,,D. Favors enters the game for R. O'Neale
5:34.0,,,78-86,,J. Ingles misses 2-pt shot from 7 ft (block by J. Grant)
5:31.0,Defensive rebound by R. Felton,,78-86,,
5:31.0,R. Westbrook makes 2-pt shot from 3 ft,2,80-86,,
5:31.0,Shooting foul by J. Crowder (drawn by R. Westbrook),,80-86,,
5:31.0,R. Westbrook makes free throw 1 of 1,1,81-86,,
5:14.0,,,81-86,,D. Mitchell misses 2-pt shot from 2 ft
5:10.0,,,81-86,,Offensive rebound by D. Mitchell
5:09.0,,,81-88,2,D. Mitchell makes 2-pt shot from 1 ft
4:52.0,R. Westbrook misses 3-pt shot from 24 ft,,81-88,,
