time,Utah,pts.away,score,pts.home,New Orleans
3:36.0,,,37-39,2,D. Miller makes 2-pt shot from 3 ft (assist by A. Davis)
3:19.0,D. Mitchell misses 3-pt shot from 26 ft,,37-39,,
3:16.0,,,37-39,,Defensive rebound by A. Davis
3:10.0,,,37-39,,Shooting foul by R. Gobert (drawn by A. Davis)
3:10.0,,,37-40,1,A. Davis makes free throw 1 of 2
3:10.0,,,37-41,1,A. Davis makes free throw 2 of 2
2:58.0,R. Rubio misses 2-pt shot from 15 ft,,37-41,,
2:52.0,,,37-41,,Defensive rebound by A. Davis
2:47.0,Personal block foul by J. Crowder (drawn by R. Rondo),,37-41,,
2:41.0,,,37-41,,A. Davis misses 2-pt shot from 18 ft
2:37.0,Defensive rebound by R. Gobert,,37-41,,
2:25.0,R. Gobert makes 2-pt shot at rim (assist by R. Rubio),2,39-41,,
2:13.0,,,39-44,3,E. Moore makes 3-pt shot from 25 ft (assist by A. Davis)
1:56.0,R. Rubio makes 2-pt shot from 7 ft,2,41-44,,
1:43.0,,,41-44,,E. Moore misses 2-pt shot from 6 ft
1:41.0,Defensive rebound by R. Gobert,,41-44,,
1:33.0,R. Rubio makes 3-pt shot from 25 ft (assist by D. Mitchell),3,44-44,,
1:20.0,,,44-44,,Shooting foul by R. Gobert (drawn by A. Davis)
1:20.0,,,44-45,1,A. Davis makes free throw 1 of 2
1:20.0,,,44-46,1,A. Davis makes free throw 2 of 2
1:12.0,,,44-46,,Personal foul by J. Holiday (drawn by R. Rubio)
1:12.0,R. Rubio makes free throw 1 of 2,1,45-46,,
1:12.0,,,45-46,,I. Clark enters the game for E. Moore
1:12.0,R. O'Neale enters the game for J. Crowder,,45-46,,
1:12.0,,,45-46,,N. Mirotic enters the game for D. Miller
1:12.0,R. Rubio makes free throw 2 of 2,1,46-46,,
1:03.0,,,46-48,2,N. Mirotic makes 2-pt shot from 6 ft (assist by R. Rondo)
0:46.0,R. Rubio misses 3-pt shot from 25 ft,,46-48,,
0:43.0,,,46-48,,Defensive rebound by A. Davis
0:36.0,,,46-48,,Turnover by R. Rondo (turnover)
0:26.0,R. Rubio makes 2-pt shot from 16 ft,2,48-48,,
0:04.0,,,48-51,3,J. Holiday makes 3-pt shot from 23 ft (assist by R. Rondo)
0:00.0,D. Mitchell misses 3-pt shot from 29 ft,,48-51,,
0:00.0,Offensive rebound by Team,,48-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,48-51,,A. Davis misses 2-pt shot from 18 ft
11:39.0,Defensive rebound by J. Ingles,,48-51,,
11:20.0,R. Rubio misses 2-pt shot from 14 ft (block by J. Holiday),,48-51,,
11:19.0,,,48-51,,Defensive rebound by R. Rondo
11:19.0,Personal foul by R. Rubio (drawn by R. Rondo),,48-51,,
11:06.0,,,48-51,,E. Moore misses 2-pt shot from 10 ft
11:04.0,Defensive rebound by R. Rubio,,48-51,,
10:43.0,D. Mitchell misses 2-pt shot from 10 ft (block by A. Davis),,48-51,,
10:43.0,,,48-51,,Defensive rebound by Team
10:27.0,,,48-51,,J. Holiday misses 2-pt shot from 3 ft
10:25.0,Defensive rebound by R. Gobert,,48-51,,
10:19.0,Turnover by R. Rubio (bad pass; steal by J. Holiday),,48-51,,
10:14.0,,,48-51,,J. Holiday misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by D. Favors,,48-51,,
10:05.0,,,48-51,,Personal foul by E. Moore (drawn by R. Rubio)
9:59.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Rubio),3,51-51,,
9:47.0,,,51-53,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
9:38.0,,,51-53,,Personal foul by R. Rondo (drawn by J. Ingles)
9:35.0,,,51-53,,Violation by E. Moore (kicked ball)
9:22.0,Turnover by D. Mitchell (step out of bounds),,51-53,,
9:10.0,,,51-53,,Turnover by E. Moore (bad pass)
8:57.0,D. Favors makes 2-pt shot at rim (assist by R. Gobert),2,53-53,,
8:44.0,,,53-55,2,J. Holiday makes 2-pt shot from 9 ft
8:28.0,J. Ingles makes 2-pt shot from 1 ft (assist by R. Gobert),2,55-55,,
8:15.0,,,55-57,2,E. Okafor makes 2-pt shot at rim (assist by R. Rondo)
8:02.0,R. Rubio misses 2-pt shot from 1 ft,,55-57,,
7:59.0,Offensive rebound by R. Rubio,,55-57,,
7:44.0,J. Ingles misses 2-pt shot from 2 ft,,55-57,,
7:41.0,,,55-57,,Defensive rebound by A. Davis
7:37.0,,,55-57,,A. Davis misses 2-pt shot from 1 ft
7:36.0,Defensive rebound by R. Gobert,,55-57,,
7:36.0,Turnover by R. Gobert (bad pass),,55-57,,
7:33.0,,,55-59,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
7:18.0,R. Rubio makes 2-pt shot from 1 ft (assist by D. Favors),2,57-59,,
7:09.0,,,57-62,3,A. Davis makes 3-pt shot from 26 ft (assist by R. Rondo)
6:53.0,,,57-62,,Personal foul by E. Moore (drawn by J. Ingles)
6:53.0,,,57-62,,New Orleans full timeout
6:53.0,,,57-62,,I. Clark enters the game for E. Moore
6:39.0,Turnover by Team (shot clock),,57-62,,
6:20.0,,,57-62,,A. Davis misses 2-pt shot from 18 ft
6:16.0,Defensive rebound by R. Rubio,,57-62,,
6:07.0,R. Gobert misses 2-pt shot from 1 ft (block by E. Okafor),,57-62,,
6:07.0,,,57-62,,Defensive rebound by Team
6:07.0,,,57-62,,D. Miller enters the game for R. Rondo
5:55.0,,,57-62,,J. Holiday misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by D. Favors,,57-62,,
5:43.0,,,57-62,,Personal foul by I. Clark (drawn by R. Gobert)
5:34.0,R. Gobert misses 2-pt shot from 2 ft (block by A. Davis),,57-62,,
5:31.0,,,57-62,,Defensive rebound by A. Davis
5:28.0,,,57-64,2,A. Davis makes 2-pt shot from 1 ft
5:10.0,R. Rubio misses 2-pt shot from 16 ft,,57-64,,
5:06.0,,,57-64,,Defensive rebound by E. Okafor
4:59.0,,,57-66,2,E. Okafor makes 2-pt shot from 1 ft (assist by J. Holiday)
4:59.0,Utah full timeout,,57-66,,
4:40.0,Shooting foul by D. Miller (drawn by R. Gobert),,57-66,,
4:40.0,R. Gobert makes free throw 1 of 2,1,58-66,,
4:40.0,J. Crowder enters the game for J. Ingles,,58-66,,
4:40.0,R. Gobert makes free throw 2 of 2,1,59-66,,
4:28.0,,,59-66,,J. Holiday misses 2-pt shot from 3 ft (block by R. Gobert)
4:25.0,,,59-66,,Offensive rebound by J. Holiday
4:23.0,,,59-66,,J. Holiday misses 2-pt shot from 1 ft
4:23.0,,,59-66,,Offensive rebound by A. Davis
4:19.0,,,59-66,,A. Davis misses 2-pt shot from 2 ft
4:19.0,Defensive rebound by R. Gobert,,59-66,,
4:11.0,Shooting foul by J. Holiday (drawn by R. Rubio),,59-66,,
4:11.0,R. Rubio makes free throw 1 of 2,1,60-66,,
4:11.0,R. Rubio makes free throw 2 of 2,1,61-66,,
4:01.0,Personal foul by J. Crowder (drawn by E. Okafor),,61-66,,
4:01.0,R. O'Neale enters the game for R. Rubio,,61-66,,
3:55.0,,,61-66,,J. Holiday misses 2-pt shot from 7 ft
3:50.0,Defensive rebound by R. O'Neale,,61-66,,
3:41.0,R. Gobert makes 2-pt shot at rim (assist by D. Mitchell),2,63-66,,
3:15.0,,,63-68,2,A. Davis makes 2-pt shot from 2 ft (assist by D. Miller)
3:08.0,D. Mitchell makes 2-pt shot from 1 ft,2,65-68,,
2:58.0,,,65-68,,J. Holiday misses 2-pt shot at rim
2:54.0,Defensive rebound by J. Crowder,,65-68,,
2:50.0,J. Crowder misses 3-pt shot from 25 ft,,65-68,,
2:44.0,Offensive rebound by D. Favors,,65-68,,
2:41.0,D. Mitchell makes 3-pt shot from 24 ft (assist by D. Favors),3,68-68,,
2:32.0,,,68-68,,A. Davis misses 2-pt shot from 19 ft
2:29.0,Defensive rebound by D. Favors,,68-68,,
2:19.0,D. Mitchell makes 2-pt shot at rim,2,70-68,,
2:19.0,Shooting foul by J. Holiday (drawn by D. Mitchell),,70-68,,
2:19.0,,,70-68,,N. Mirotic enters the game for A. Davis
2:19.0,J. Jerebko enters the game for R. Gobert,,70-68,,
2:19.0,D. Mitchell makes free throw 1 of 1,1,71-68,,
2:14.0,,,71-68,,D. Miller misses 3-pt shot from 25 ft
2:11.0,,,71-68,,Offensive rebound by E. Okafor
2:10.0,,,71-70,2,E. Okafor makes 2-pt shot at rim (assist by J. Holiday)
1:51.0,D. Mitchell makes 2-pt shot at rim,2,73-70,,
1:43.0,,,73-72,2,I. Clark makes 2-pt shot from 1 ft (assist by J. Holiday)
1:28.0,D. Mitchell misses 3-pt shot from 26 ft,,73-72,,
1:25.0,,,73-72,,Defensive rebound by E. Okafor
1:17.0,,,73-72,,I. Clark misses 2-pt shot from 15 ft
1:13.0,Defensive rebound by R. O'Neale,,73-72,,
0:57.0,Shooting foul by N. Mirotic (drawn by D. Mitchell),,73-72,,
0:57.0,D. Mitchell makes free throw 1 of 2,1,74-72,,
0:57.0,,,74-72,,D. Liggins enters the game for J. Holiday
0:57.0,D. Mitchell makes free throw 2 of 2,1,75-72,,
0:44.0,,,75-74,2,D. Miller makes 2-pt shot from 3 ft
0:43.0,Turnover by D. Mitchell (discontinued dribble),,75-74,,
0:43.0,R. Gobert enters the game for D. Favors,,75-74,,
0:34.0,,,75-74,,N. Mirotic misses 3-pt shot from 23 ft
0:31.0,Defensive rebound by R. O'Neale,,75-74,,
0:24.0,J. Jerebko misses 3-pt shot from 25 ft,,75-74,,
0:16.0,Jump ball: D. Miller vs. J. Crowder (D. Liggins gains possession),,,,Jump ball: D. Miller vs. J. Crowder (D. Liggins gains possession)
0:16.0,,,75-74,,Offensive rebound by Team
0:14.0,,,75-74,,Turnover by D. Liggins (lost ball; steal by D. Mitchell)
0:02.0,D. Mitchell makes 3-pt shot from 26 ft,3,78-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,D. Mitchell makes 2-pt shot from 12 ft,2,80-74,,
11:45.0,Shooting foul by D. Liggins (drawn by D. Mitchell),,80-74,,
11:45.0,,,80-74,,A. Davis enters the game for C. Diallo
11:45.0,D. Mitchell makes free throw 1 of 1,1,81-74,,
11:33.0,,,81-74,,J. Holiday enters the game for D. Liggins
11:26.0,,,81-74,,Turnover by D. Miller (bad pass; steal by R. O'Neale)
11:20.0,J. Ingles misses 3-pt shot from 23 ft,,81-74,,
11:16.0,Offensive rebound by R. O'Neale,,81-74,,
11:14.0,R. O'Neale misses 2-pt shot from 1 ft (block by D. Miller),,81-74,,
11:14.0,Offensive rebound by R. O'Neale,,81-74,,
10:58.0,J. Ingles misses 3-pt shot from 24 ft,,81-74,,
10:52.0,,,81-74,,Defensive rebound by J. Holiday
10:49.0,Personal foul by D. Mitchell (drawn by I. Clark),,81-74,,
10:49.0,R. Rubio enters the game for D. Mitchell,,81-74,,
10:42.0,,,81-76,2,J. Holiday makes 2-pt shot at rim
10:35.0,,,81-76,,Personal foul by N. Mirotic (drawn by R. Gobert)
10:20.0,R. Rubio misses 2-pt shot from 2 ft,,81-76,,
10:17.0,,,81-76,,Defensive rebound by D. Miller
10:11.0,,,81-78,2,I. Clark makes 2-pt shot from 7 ft (assist by J. Holiday)
9:51.0,J. Crowder makes 3-pt shot from 24 ft (assist by J. Ingles),3,84-78,,
9:35.0,,,84-78,,Turnover by J. Holiday (lost ball; steal by R. O'Neale)
9:30.0,R. O'Neale misses 2-pt shot from 1 ft (block by A. Davis),,84-78,,
9:26.0,,,84-78,,Defensive rebound by J. Holiday
9:22.0,,,84-80,2,I. Clark makes 2-pt shot from 15 ft (assist by N. Mirotic)
9:04.0,Shooting foul by J. Holiday (drawn by R. Gobert),,84-80,,
9:04.0,R. Gobert makes free throw 1 of 2,1,85-80,,
9:04.0,D. Mitchell enters the game for R. O'Neale,,85-80,,
9:04.0,R. Gobert makes free throw 2 of 2,1,86-80,,
8:52.0,,,86-80,,I. Clark misses 2-pt shot from 6 ft
8:49.0,Defensive rebound by R. Gobert,,86-80,,
8:37.0,R. Gobert makes 2-pt shot at rim (assist by D. Mitchell),2,88-80,,
8:37.0,Shooting foul by N. Mirotic (drawn by R. Gobert),,88-80,,
8:37.0,,,88-80,,R. Rondo enters the game for N. Mirotic
8:37.0,R. Gobert makes free throw 1 of 1,1,89-80,,
8:31.0,,,89-80,,A. Davis misses 2-pt shot from 1 ft (block by R. Gobert)
8:31.0,Defensive rebound by Team,,89-80,,
8:31.0,D. Favors enters the game for R. Gobert,,89-80,,
8:17.0,Shooting foul by I. Clark (drawn by J. Ingles),,89-80,,
8:17.0,J. Ingles makes free throw 1 of 3,1,90-80,,
8:17.0,J. Ingles misses free throw 2 of 3,,90-80,,
8:17.0,Offensive rebound by Team,,90-80,,
8:17.0,,,90-80,,E. Moore enters the game for I. Clark
8:17.0,J. Ingles makes free throw 3 of 3,1,91-80,,
8:06.0,Personal foul by R. Rubio (drawn by J. Holiday),,91-80,,
7:59.0,,,91-82,2,E. Moore makes 2-pt shot from 6 ft (assist by A. Davis)
7:31.0,J. Crowder misses 2-pt shot from 22 ft,,91-82,,
