time,Golden State,pts.away,score,pts.home,Houston
3:21.0,,,22-21,,Defensive rebound by G. Green
3:17.0,,,22-21,,Shooting foul by S. Curry (drawn by E. Gordon)
3:17.0,,,22-22,1,E. Gordon makes free throw 1 of 2
3:17.0,,,22-22,,E. Gordon misses free throw 2 of 2
3:17.0,Defensive rebound by D. Green,,22-22,,
3:01.0,P. McCaw makes 2-pt shot from 2 ft,2,24-22,,
2:52.0,,,24-22,,Shooting foul by P. McCaw (drawn by E. Gordon)
2:52.0,,,24-22,,Houston full timeout
2:52.0,,,24-23,1,E. Gordon makes free throw 1 of 3
2:52.0,,,24-24,1,E. Gordon makes free throw 2 of 3
2:52.0,,,24-25,1,E. Gordon makes free throw 3 of 3
2:40.0,Turnover by D. Green (bad pass),,24-25,,
2:28.0,,,24-27,2,E. Gordon makes 2-pt shot from 2 ft (assist by B. Weber)
2:18.0,Turnover by D. Green (bad pass; steal by T. Black),,24-27,,
2:11.0,,,24-27,,E. Gordon misses 3-pt shot from 26 ft
2:08.0,,,24-27,,Offensive rebound by B. Weber
2:01.0,,,24-29,2,B. Weber makes 2-pt shot from 7 ft
1:50.0,S. Curry makes 2-pt shot from 20 ft,2,26-29,,
1:35.0,,,26-32,3,E. Gordon makes 3-pt shot from 28 ft
1:26.0,,,26-32,,Personal foul by T. Black (drawn by S. Curry)
1:19.0,D. Green misses 3-pt shot from 23 ft,,26-32,,
1:16.0,,,26-32,,Defensive rebound by B. Weber
0:54.0,,,26-32,,E. Gordon misses 2-pt shot from 11 ft (block by J. Bell)
0:52.0,Defensive rebound by S. Curry,,26-32,,
0:49.0,,,26-32,,Personal foul by B. Weber (drawn by S. Curry)
0:49.0,S. Curry makes free throw 1 of 2,1,27-32,,
0:49.0,S. Curry makes free throw 2 of 2,1,28-32,,
0:41.0,,,28-32,,Shooting foul by D. Green (drawn by G. Green)
0:41.0,,,28-33,1,G. Green makes free throw 1 of 2
0:41.0,,,28-34,1,G. Green makes free throw 2 of 2
0:35.0,Shooting foul by T. Black (drawn by S. Curry),,28-34,,
0:35.0,S. Curry makes free throw 1 of 3,1,29-34,,
0:35.0,S. Curry misses free throw 2 of 3,,29-34,,
0:35.0,Offensive rebound by Team,,29-34,,
0:35.0,S. Curry makes free throw 3 of 3,1,30-34,,
0:26.0,,,30-37,3,G. Green makes 3-pt shot from 25 ft (assist by E. Gordon)
0:04.0,N. Young makes 3-pt shot from 25 ft (assist by S. Curry),3,33-37,,
0:00.0,,,33-37,,E. Gordon misses 3-pt shot from 45 ft
0:00.0,,,33-37,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. West makes 2-pt shot from 2 ft (assist by N. Young),2,35-37,,
11:24.0,,,35-39,2,G. Green makes 2-pt shot from 2 ft (assist by E. Gordon)
11:06.0,N. Young makes 3-pt shot from 24 ft (assist by D. Green),2,38-39,,
10:52.0,,,38-39,,E. Gordon misses 2-pt shot from 19 ft
10:50.0,Defensive rebound by S. Livingston,,38-39,,
10:47.0,D. West makes 2-pt shot from 1 ft (assist by D. Green),2,40-39,,
10:37.0,,,40-39,,R. Anderson enters the game for P. Tucker
10:27.0,,,40-39,,C. Capela misses 2-pt shot from 2 ft (block by D. West)
10:23.0,Defensive rebound by D. Green,,40-39,,
10:22.0,Turnover by D. Green (bad pass),,40-39,,
10:13.0,,,40-41,2,E. Gordon makes 2-pt shot from 1 ft
9:46.0,K. Thompson makes 2-pt shot from 10 ft (assist by D. West),2,42-41,,
9:34.0,,,42-41,,B. Weber misses 3-pt shot from 26 ft
9:31.0,Defensive rebound by S. Livingston,,42-41,,
9:24.0,Shooting foul by C. Capela (drawn by S. Livingston),,42-41,,
9:24.0,S. Livingston misses free throw 1 of 2,,42-41,,
9:24.0,Offensive rebound by Team,,42-41,,
9:24.0,,,42-41,,T. Ariza enters the game for B. Weber
9:24.0,,,42-41,,C. Paul enters the game for E. Gordon
9:24.0,S. Livingston misses free throw 2 of 2,,42-41,,
9:24.0,,,42-41,,Defensive rebound by C. Capela
9:09.0,,,42-41,,Turnover by C. Paul (bad pass; steal by D. Green)
9:04.0,,,42-41,,Personal block foul by G. Green (drawn by N. Young)
8:56.0,K. Thompson misses 2-pt shot from 21 ft,,42-41,,
8:53.0,,,42-41,,Defensive rebound by R. Anderson
8:44.0,,,42-43,2,C. Capela makes 2-pt shot at rim (assist by C. Paul)
8:28.0,K. Thompson misses 2-pt shot from 17 ft,,42-43,,
8:25.0,,,42-43,,Defensive rebound by C. Capela
8:07.0,,,42-43,,T. Ariza misses 3-pt shot from 22 ft
8:04.0,Defensive rebound by S. Livingston,,42-43,,
7:59.0,S. Livingston misses 2-pt shot from 13 ft,,42-43,,
7:57.0,,,42-43,,Defensive rebound by R. Anderson
7:57.0,Personal block foul by S. Livingston (drawn by C. Paul),,42-43,,
7:57.0,,,42-43,,E. Gordon enters the game for G. Green
7:57.0,K. Looney enters the game for D. Green,,42-43,,
7:51.0,,,42-46,3,C. Paul makes 3-pt shot from 25 ft
7:49.0,Golden State full timeout,,42-46,,
7:49.0,,,42-46,,G. Green enters the game for E. Gordon
7:31.0,D. West makes 2-pt shot from 8 ft (assist by S. Livingston),2,44-46,,
7:08.0,,,44-46,,C. Paul misses 2-pt shot from 16 ft
7:05.0,Defensive rebound by K. Looney,,44-46,,
6:58.0,D. West makes 2-pt shot from 8 ft,2,46-46,,
6:41.0,,,46-48,2,C. Capela makes 2-pt shot at rim (assist by R. Anderson)
6:24.0,Turnover by D. West (bad pass),,46-48,,
6:24.0,S. Curry enters the game for N. Young,,46-48,,
6:24.0,A. Iguodala enters the game for K. Thompson,,46-48,,
6:10.0,,,46-48,,C. Capela misses 2-pt shot from 3 ft (block by K. Looney)
6:04.0,Defensive rebound by K. Looney,,46-48,,
6:03.0,S. Livingston misses 2-pt shot from 2 ft,,46-48,,
6:03.0,Personal foul by D. West (drawn by R. Anderson),,46-48,,
6:03.0,,,46-48,,Defensive rebound by R. Anderson
6:03.0,,,46-48,,E. Gordon enters the game for C. Capela
5:49.0,,,46-48,,C. Paul misses 2-pt shot from 2 ft
5:46.0,Defensive rebound by K. Looney,,46-48,,
5:41.0,D. Green enters the game for D. West,,46-48,,
5:31.0,Turnover by S. Curry (bad pass; steal by T. Ariza),,46-48,,
5:24.0,,,46-48,,Turnover by C. Paul (bad pass; steal by A. Iguodala)
5:16.0,S. Curry makes 3-pt shot from 24 ft (assist by A. Iguodala),3,49-48,,
4:52.0,,,49-48,,R. Anderson misses 3-pt shot from 23 ft
4:50.0,Defensive rebound by S. Curry,,49-48,,
4:41.0,S. Curry misses 3-pt shot from 26 ft,,49-48,,
4:39.0,,,49-48,,Defensive rebound by C. Paul
4:34.0,,,49-48,,C. Paul misses 3-pt shot from 26 ft
4:31.0,Defensive rebound by S. Livingston,,49-48,,
4:27.0,Shooting foul by C. Paul (drawn by D. Green),,49-48,,
4:27.0,,,49-48,,Houston full timeout
4:27.0,,,49-48,,P. Tucker enters the game for R. Anderson
4:27.0,P. McCaw enters the game for S. Livingston,,49-48,,
4:27.0,D. Green makes free throw 1 of 2,1,50-48,,
4:27.0,D. Green misses free throw 2 of 2,,50-48,,
4:27.0,,,50-48,,Defensive rebound by T. Ariza
4:12.0,,,50-51,3,T. Ariza makes 3-pt shot from 26 ft (assist by C. Paul)
3:46.0,Turnover by Team (shot clock),,50-51,,
3:28.0,,,50-54,3,G. Green makes 3-pt shot from 26 ft
3:12.0,K. Looney misses 2-pt shot from 2 ft (block by P. Tucker),,50-54,,
3:12.0,Offensive rebound by Team,,50-54,,
3:12.0,K. Thompson enters the game for K. Looney,,50-54,,
3:08.0,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green),2,52-54,,
2:48.0,,,52-56,2,E. Gordon makes 2-pt shot from 1 ft
2:37.0,S. Curry misses 2-pt shot from 2 ft,,52-56,,
2:37.0,,,52-56,,Defensive rebound by G. Green
2:28.0,,,52-59,3,C. Paul makes 3-pt shot from 25 ft (assist by E. Gordon)
2:15.0,Turnover by K. Thompson (lost ball; steal by E. Gordon),,52-59,,
2:10.0,,,52-59,,P. Tucker misses 3-pt shot from 25 ft
2:06.0,Defensive rebound by S. Curry,,52-59,,
1:58.0,K. Thompson misses 2-pt shot from 17 ft,,52-59,,
1:55.0,Offensive rebound by D. Green,,52-59,,
1:45.0,K. Thompson misses 3-pt shot from 25 ft,,52-59,,
1:42.0,,,52-59,,Defensive rebound by C. Paul
1:33.0,,,52-61,2,C. Paul makes 2-pt shot from 1 ft
1:21.0,D. Green makes 2-pt shot from 1 ft (assist by P. McCaw),2,54-61,,
1:06.0,,,54-61,,C. Paul misses 3-pt shot from 28 ft
1:03.0,Defensive rebound by D. Green,,54-61,,
0:59.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green),3,57-61,,
0:37.0,,,57-61,,G. Green misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by D. Green,,57-61,,
0:31.0,D. Green makes 2-pt shot from 1 ft,2,59-61,,
0:10.0,,,59-63,2,C. Paul makes 2-pt shot from 1 ft
0:05.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,62-63,,
0:02.0,Personal foul by S. Curry (drawn by C. Paul),,62-63,,
0:02.0,S. Livingston enters the game for S. Curry,,62-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by D. Green (out of bounds lost ball),,62-63,,
11:37.0,Violation by Z. Pachulia (kicked ball),,62-63,,
11:14.0,,,62-65,2,E. Gordon makes 2-pt shot from 1 ft
11:04.0,S. Curry makes 2-pt shot from 2 ft (assist by Z. Pachulia),2,64-65,,
10:50.0,,,64-67,2,C. Capela makes 2-pt shot at rim (assist by C. Paul)
10:37.0,Z. Pachulia misses 2-pt shot from 1 ft (block by E. Gordon),,64-67,,
10:36.0,,,64-67,,Defensive rebound by Team
10:26.0,,,64-67,,Offensive foul by T. Ariza (drawn by Z. Pachulia)
10:26.0,,,64-67,,Turnover by T. Ariza (offensive foul)
10:15.0,Shooting foul by C. Paul (drawn by D. Green),,64-67,,
10:15.0,D. Green makes free throw 1 of 2,1,65-67,,
10:15.0,D. Green makes free throw 2 of 2,1,66-67,,
9:49.0,,,66-67,,C. Paul misses 2-pt shot from 13 ft
9:46.0,Defensive rebound by D. Green,,66-67,,
9:44.0,,,66-67,,Violation by C. Capela (kicked ball)
9:33.0,A. Iguodala misses 2-pt shot from 14 ft,,66-67,,
9:30.0,,,66-67,,Defensive rebound by C. Capela
9:21.0,,,66-67,,T. Ariza misses 3-pt shot from 27 ft
9:18.0,Defensive rebound by Team,,66-67,,
9:09.0,A. Iguodala misses 3-pt shot from 26 ft,,66-67,,
9:06.0,,,66-67,,Defensive rebound by C. Paul
8:58.0,,,66-67,,Houston full timeout
8:49.0,,,66-67,,Shooting foul by D. Green (drawn by C. Capela)
8:49.0,,,66-67,,C. Capela misses free throw 1 of 2
8:49.0,,,66-67,,Offensive rebound by Team
8:49.0,,,66-68,1,C. Capela makes free throw 2 of 2
8:40.0,Turnover by A. Iguodala (lost ball; steal by E. Gordon),,66-68,,
8:35.0,,,66-68,,E. Gordon misses 3-pt shot from 23 ft
8:33.0,Defensive rebound by D. Green,,66-68,,
8:14.0,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Thompson),2,68-68,,
7:53.0,,,68-68,,C. Paul misses 3-pt shot from 25 ft
7:51.0,Defensive rebound by D. Green,,68-68,,
7:33.0,Shooting foul by R. Anderson (drawn by D. Green),,68-68,,
7:33.0,D. Green makes free throw 1 of 2,1,69-68,,
7:33.0,,,69-68,,G. Green enters the game for E. Gordon
7:33.0,D. Green makes free throw 2 of 2,1,70-68,,
7:12.0,,,70-71,3,G. Green makes 3-pt shot from 26 ft
6:47.0,S. Curry misses 3-pt shot from 23 ft,,70-71,,
6:45.0,,,70-71,,Defensive rebound by R. Anderson
6:37.0,,,70-71,,C. Paul misses 2-pt shot from 19 ft
6:35.0,Defensive rebound by Z. Pachulia,,70-71,,
6:29.0,S. Curry makes 2-pt shot from 2 ft,2,72-71,,
6:21.0,,,72-74,3,G. Green makes 3-pt shot from 25 ft (assist by C. Paul)
6:02.0,Z. Pachulia makes 2-pt shot from 1 ft (assist by A. Iguodala),2,74-74,,
5:35.0,,,74-74,,G. Green misses 3-pt shot from 25 ft
5:33.0,Defensive rebound by K. Thompson,,74-74,,
5:26.0,K. Thompson makes 3-pt shot from 23 ft (assist by A. Iguodala),3,77-74,,
5:09.0,,,77-74,,Turnover by C. Capela (lost ball; steal by Z. Pachulia)
5:06.0,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson),2,79-74,,
5:06.0,,,79-74,,Houston full timeout
5:06.0,,,79-74,,P. Tucker enters the game for C. Capela
5:06.0,,,79-74,,T. Black enters the game for R. Anderson
5:06.0,P. McCaw enters the game for D. Green,,79-74,,
5:00.0,Personal foul by Z. Pachulia (drawn by T. Black),,79-74,,
5:00.0,,,79-74,,E. Gordon enters the game for T. Ariza
4:46.0,,,79-77,3,C. Paul makes 3-pt shot from 26 ft
4:20.0,Turnover by A. Iguodala (bad pass; steal by E. Gordon),,79-77,,
4:16.0,,,79-79,2,E. Gordon makes 2-pt shot from 1 ft
4:00.0,Z. Pachulia misses 2-pt shot from 1 ft,,79-79,,
4:00.0,,,79-79,,Defensive rebound by C. Paul
3:50.0,,,79-79,,P. Tucker misses 3-pt shot from 22 ft
3:48.0,Defensive rebound by S. Curry,,79-79,,
3:45.0,P. McCaw misses 3-pt shot from 25 ft,,79-79,,
3:42.0,,,79-79,,Defensive rebound by T. Black
3:31.0,,,79-79,,C. Paul misses 2-pt shot from 15 ft
3:31.0,,,79-79,,Offensive rebound by C. Paul
3:31.0,Personal foul by S. Curry (drawn by C. Paul),,79-79,,
3:31.0,,,79-79,,B. Weber enters the game for C. Paul
3:31.0,N. Young enters the game for K. Thompson,,79-79,,
3:31.0,K. Looney enters the game for Z. Pachulia,,79-79,,
3:24.0,,,79-79,,G. Green misses 3-pt shot from 25 ft
3:22.0,Defensive rebound by S. Curry,,79-79,,
3:15.0,S. Curry misses 2-pt shot from 8 ft,,79-79,,
3:14.0,,,79-79,,Defensive rebound by T. Black
3:07.0,,,79-82,3,G. Green makes 3-pt shot from 23 ft (assist by B. Weber)
3:07.0,,,79-82,,Shooting foul by A. Iguodala (drawn by G. Green)
3:07.0,D. Green enters the game for A. Iguodala,,79-82,,
3:07.0,,,79-83,1,G. Green makes free throw 1 of 1
2:52.0,S. Curry misses 3-pt shot from 25 ft,,79-83,,
2:52.0,,,79-83,,Defensive rebound by E. Gordon
2:41.0,,,79-85,2,E. Gordon makes 2-pt shot from 2 ft
2:32.0,N. Young misses 2-pt shot from 2 ft,,79-85,,
2:32.0,Offensive rebound by K. Looney,,79-85,,
2:28.0,K. Looney makes 2-pt shot from 2 ft,2,81-85,,
2:18.0,,,81-85,,B. Weber misses 3-pt shot from 26 ft
2:18.0,Defensive rebound by D. Green,,81-85,,
2:01.0,S. Curry makes 2-pt shot from 1 ft,2,83-85,,
1:40.0,,,83-88,3,G. Green makes 3-pt shot from 25 ft
1:27.0,K. Looney makes 2-pt shot from 1 ft (assist by D. Green),2,85-88,,
1:14.0,,,85-90,2,E. Gordon makes 2-pt shot from 1 ft
1:00.0,K. Looney makes 2-pt shot from 2 ft (assist by S. Curry),2,87-90,,
0:50.0,,,87-90,,Turnover by B. Weber (out of bounds lost ball)
0:37.0,N. Young makes 3-pt shot from 26 ft (assist by P. McCaw),3,90-90,,
0:24.0,,,90-90,,E. Gordon misses 3-pt shot from 25 ft
0:22.0,Defensive rebound by Team,,90-90,,
0:02.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,93-90,,
0:00.0,,,93-90,,G. Green misses 3-pt shot from 43 ft
0:00.0,,,93-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,93-90,,E. Gordon misses 2-pt shot from 2 ft
11:46.0,,,93-90,,Offensive rebound by T. Black
11:46.0,,,93-90,,Shooting foul by D. West (drawn by T. Black)
11:46.0,,,93-90,,T. Black misses free throw 1 of 2
11:46.0,,,93-90,,Offensive rebound by Team
11:46.0,,,93-90,,T. Black misses free throw 2 of 2
11:46.0,Defensive rebound by D. Green,,93-90,,
11:33.0,N. Young misses 3-pt shot from 28 ft,,93-90,,
11:30.0,Offensive rebound by D. West,,93-90,,
11:30.0,D. West misses 2-pt shot at rim,,93-90,,
11:30.0,Offensive rebound by Team,,93-90,,
11:30.0,,,93-90,,C. Capela enters the game for T. Black
11:27.0,Shooting foul by E. Gordon (drawn by D. Green),,93-90,,
11:27.0,D. Green makes free throw 1 of 2,1,94-90,,
11:27.0,D. Green makes free throw 2 of 2,1,95-90,,
11:19.0,,,95-90,,R. Anderson enters the game for P. Tucker
11:18.0,,,95-90,,Shooting foul by D. Green (drawn by R. Anderson)
11:18.0,,,95-90,,R. Anderson misses free throw 1 of 2
11:18.0,,,95-90,,Offensive rebound by Team
11:18.0,,,95-91,1,R. Anderson makes free throw 2 of 2
11:03.0,N. Young makes 2-pt shot from 1 ft (assist by K. Thompson),2,97-91,,
10:44.0,,,97-91,,E. Gordon misses 3-pt shot from 25 ft
10:44.0,Defensive rebound by Team,,97-91,,
10:44.0,,,97-91,,T. Ariza enters the game for G. Green
10:29.0,D. Green makes 2-pt shot from 2 ft (assist by D. West),2,99-91,,
10:19.0,,,99-91,,R. Anderson misses 3-pt shot from 26 ft
10:16.0,Defensive rebound by N. Young,,99-91,,
10:04.0,,,99-91,,Personal foul by B. Weber (drawn by N. Young)
9:57.0,K. Thompson makes 2-pt shot from 1 ft,2,101-91,,
9:56.0,,,101-91,,Houston full timeout
9:56.0,,,101-91,,C. Paul enters the game for B. Weber
9:47.0,,,101-94,3,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul)
9:24.0,D. West makes 2-pt shot from 15 ft,2,103-94,,
9:01.0,,,103-94,,T. Ariza misses 3-pt shot from 26 ft
8:59.0,,,103-94,,Offensive rebound by R. Anderson
8:50.0,,,103-96,2,E. Gordon makes 2-pt shot from 3 ft
8:41.0,N. Young misses 3-pt shot from 26 ft,,103-96,,
8:38.0,,,103-96,,Defensive rebound by C. Capela
8:32.0,,,103-98,2,C. Capela makes 2-pt shot from 2 ft (assist by E. Gordon)
8:25.0,Golden State full timeout,,103-98,,
8:06.0,K. Thompson makes 3-pt shot from 26 ft,3,106-98,,
7:40.0,,,106-98,,C. Capela misses 2-pt shot from 1 ft (block by D. Green)
7:38.0,Defensive rebound by D. West,,106-98,,
7:28.0,D. West makes 2-pt shot from 1 ft (assist by D. Green),2,108-98,,
7:06.0,,,108-98,,C. Paul misses 3-pt shot from 25 ft (block by D. West)
7:06.0,Defensive rebound by D. Green,,108-98,,
6:59.0,Turnover by S. Livingston (traveling),,108-98,,
6:59.0,,,108-98,,P. Tucker enters the game for E. Gordon
6:59.0,,,108-98,,G. Green enters the game for R. Anderson
6:59.0,A. Iguodala enters the game for S. Livingston,,108-98,,
6:46.0,,,108-100,2,C. Paul makes 2-pt shot from 18 ft
6:31.0,K. Thompson misses 2-pt shot from 6 ft,,108-100,,
6:30.0,,,108-100,,Defensive rebound by C. Capela
6:30.0,Personal foul by D. West (drawn by C. Paul),,108-100,,
6:30.0,S. Curry enters the game for D. West,,108-100,,
6:30.0,K. Looney enters the game for D. Green,,108-100,,
6:17.0,,,108-103,3,G. Green makes 3-pt shot from 23 ft (assist by C. Paul)
5:59.0,K. Thompson makes 2-pt shot from 8 ft (assist by S. Curry),2,110-103,,
5:46.0,,,110-103,,T. Ariza misses 3-pt shot from 26 ft
5:43.0,Defensive rebound by K. Looney,,110-103,,
5:32.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,113-103,,
5:23.0,,,113-103,,Shooting foul by A. Iguodala (drawn by C. Paul)
5:23.0,,,113-104,1,C. Paul makes free throw 1 of 2
5:23.0,P. McCaw enters the game for N. Young,,113-104,,
5:23.0,,,113-105,1,C. Paul makes free throw 2 of 2
5:06.0,,,113-105,,Personal foul by C. Paul (drawn by K. Thompson)
5:06.0,,,113-105,,E. Gordon enters the game for C. Capela
4:58.0,S. Curry misses 3-pt shot from 27 ft,,113-105,,
4:55.0,,,113-105,,Defensive rebound by E. Gordon
4:47.0,,,113-105,,Offensive foul by C. Paul (drawn by K. Looney)
4:47.0,,,113-105,,Turnover by C. Paul (offensive foul)
4:29.0,A. Iguodala misses 2-pt shot from 16 ft,,113-105,,
4:26.0,,,113-105,,Defensive rebound by C. Paul
4:21.0,,,113-105,,E. Gordon misses 3-pt shot from 25 ft
4:19.0,,,113-105,,Offensive rebound by P. Tucker
4:17.0,,,113-105,,G. Green misses 3-pt shot from 22 ft
4:17.0,Defensive rebound by K. Thompson,,113-105,,
4:02.0,P. McCaw makes 2-pt shot from 1 ft (assist by A. Iguodala),2,115-105,,
3:39.0,,,115-108,3,C. Paul makes 3-pt shot from 29 ft
3:22.0,K. Thompson misses 3-pt shot from 27 ft,,115-108,,
3:19.0,,,115-108,,Defensive rebound by C. Paul
3:10.0,,,115-108,,C. Paul misses 2-pt shot from 3 ft
3:07.0,Defensive rebound by S. Curry,,115-108,,
3:05.0,Turnover by S. Curry (bad pass; steal by G. Green),,115-108,,
2:56.0,,,115-108,,G. Green misses 3-pt shot from 26 ft
2:53.0,Defensive rebound by S. Curry,,115-108,,
2:40.0,S. Curry makes 3-pt shot from 26 ft,3,118-108,,
2:39.0,,,118-108,,Houston full timeout
2:39.0,,,118-108,,Technical foul by C. Paul
2:39.0,D. Green enters the game for P. McCaw,,118-108,,
2:39.0,S. Curry makes technical free throw,1,119-108,,
2:27.0,,,119-108,,Turnover by E. Gordon (bad pass; steal by D. Green)
2:23.0,S. Curry misses 3-pt shot from 26 ft,,119-108,,
2:21.0,Offensive rebound by K. Looney,,119-108,,
2:21.0,Shooting foul by G. Green (drawn by K. Looney),,119-108,,
2:21.0,K. Looney makes free throw 1 of 2,1,120-108,,
2:21.0,,,120-108,,C. Capela enters the game for P. Tucker
