time,Chicago,pts.away,score,pts.home,Detroit
1:16.0,Offensive rebound by Team,,26-19,,
1:09.0,B. Portis misses 3-pt shot from 26 ft,,26-19,,
1:06.0,,,26-19,,Defensive rebound by E. Moreland
1:02.0,Personal foul by B. Portis (drawn by B. Griffin),,26-19,,
0:48.0,,,26-21,2,B. Griffin makes 2-pt shot from 19 ft
0:26.0,J. Holiday misses 3-pt shot from 24 ft,,26-21,,
0:22.0,,,26-21,,Defensive rebound by L. Kennard
0:02.0,,,26-21,,B. Griffin misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by D. Valentine,,26-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,D. Nwaba misses 3-pt shot from 25 ft,,26-21,,
11:47.0,,,26-21,,Defensive rebound by A. Tolliver
11:32.0,,,26-21,,J. Nelson misses 3-pt shot from 27 ft
11:28.0,Defensive rebound by D. Valentine,,26-21,,
11:22.0,C. Payne misses 2-pt shot from 16 ft,,26-21,,
11:18.0,,,26-21,,Defensive rebound by A. Tolliver
11:14.0,,,26-21,,Turnover by J. Nelson (out of bounds lost ball)
10:58.0,Turnover by D. Nwaba (traveling),,26-21,,
10:43.0,,,26-21,,A. Tolliver misses 2-pt shot from 18 ft
10:39.0,Defensive rebound by N. Vonleh,,26-21,,
10:31.0,B. Portis misses 2-pt shot from 5 ft,,26-21,,
10:29.0,,,26-21,,Defensive rebound by E. Moreland
10:07.0,,,26-23,2,E. Moreland makes 2-pt shot from 1 ft
9:54.0,N. Vonleh makes 3-pt shot from 25 ft (assist by B. Portis),3,29-23,,
9:35.0,,,29-23,,A. Tolliver misses 3-pt shot from 27 ft
9:33.0,Defensive rebound by Team,,29-23,,
9:23.0,B. Portis misses 3-pt shot from 25 ft,,29-23,,
9:18.0,Offensive rebound by N. Vonleh,,29-23,,
9:17.0,C. Payne makes 3-pt shot from 25 ft (assist by N. Vonleh),3,32-23,,
9:09.0,,,32-23,,Detroit full timeout
8:56.0,,,32-23,,L. Kennard misses 3-pt shot from 27 ft
8:53.0,Defensive rebound by D. Valentine,,32-23,,
8:47.0,,,32-23,,Personal foul by J. Nelson (drawn by C. Payne)
8:33.0,B. Portis misses 2-pt shot from 13 ft (block by E. Moreland),,32-23,,
8:29.0,,,32-23,,Defensive rebound by L. Kennard
8:26.0,,,32-26,3,J. Ennis makes 3-pt shot from 26 ft (assist by L. Kennard)
7:59.0,C. Payne makes 2-pt shot from 4 ft,2,34-26,,
7:42.0,,,34-29,3,L. Kennard makes 3-pt shot from 24 ft (assist by J. Nelson)
7:28.0,Turnover by B. Portis (lost ball; steal by J. Nelson),,34-29,,
7:23.0,Personal foul by C. Payne (drawn by J. Nelson),,34-29,,
7:23.0,,,34-29,,A. Drummond enters the game for E. Moreland
7:23.0,,,34-29,,I. Smith enters the game for J. Nelson
7:23.0,Z. LaVine enters the game for D. Valentine,,34-29,,
7:14.0,,,34-29,,A. Tolliver misses 3-pt shot from 26 ft
7:09.0,Defensive rebound by B. Portis,,34-29,,
6:54.0,N. Vonleh makes 2-pt shot from 1 ft (assist by B. Portis),2,36-29,,
6:37.0,,,36-29,,J. Ennis misses 2-pt shot from 3 ft
6:34.0,Defensive rebound by B. Portis,,36-29,,
6:23.0,C. Payne makes 3-pt shot from 27 ft (assist by B. Portis),3,39-29,,
5:56.0,,,39-29,,A. Tolliver misses 3-pt shot from 27 ft
5:52.0,Defensive rebound by B. Portis,,39-29,,
5:46.0,D. Nwaba misses 2-pt shot from 3 ft (block by A. Drummond),,39-29,,
5:43.0,,,39-29,,Defensive rebound by A. Drummond
5:39.0,,,39-29,,L. Kennard misses 3-pt shot from 28 ft
5:34.0,,,39-29,,Offensive rebound by A. Tolliver
5:30.0,,,39-31,2,L. Kennard makes 2-pt shot from 2 ft
5:30.0,,,39-31,,Shooting foul by C. Payne (drawn by L. Kennard)
5:30.0,,,39-31,,B. Griffin enters the game for A. Tolliver
5:30.0,L. Markkanen enters the game for B. Portis,,39-31,,
5:30.0,K. Dunn enters the game for C. Payne,,39-31,,
5:30.0,,,39-32,1,L. Kennard makes free throw 1 of 1
5:19.0,K. Dunn misses 3-pt shot from 23 ft,,39-32,,
5:15.0,,,39-32,,Defensive rebound by I. Smith
5:02.0,,,39-34,2,B. Griffin makes 2-pt shot from 1 ft (assist by L. Kennard)
4:36.0,L. Markkanen misses 2-pt shot from 8 ft,,39-34,,
4:34.0,,,39-34,,Defensive rebound by I. Smith
4:30.0,,,39-36,2,I. Smith makes 2-pt shot from 1 ft
4:30.0,Chicago full timeout,,39-36,,
4:30.0,,,39-36,,R. Bullock enters the game for J. Ennis
4:30.0,B. Portis enters the game for N. Vonleh,,39-36,,
4:14.0,Z. LaVine misses 2-pt shot from 1 ft,,39-36,,
4:08.0,Offensive rebound by B. Portis,,39-36,,
4:08.0,B. Portis makes 2-pt shot at rim,2,41-36,,
3:54.0,,,41-36,,L. Kennard misses 3-pt shot from 25 ft
3:52.0,Defensive rebound by D. Nwaba,,41-36,,
3:47.0,Turnover by D. Nwaba (bad pass; steal by A. Drummond),,41-36,,
3:30.0,,,41-36,,B. Griffin misses 2-pt shot from 2 ft
3:27.0,,,41-36,,Offensive rebound by B. Griffin
3:26.0,,,41-36,,B. Griffin misses 2-pt shot from 2 ft
3:26.0,,,41-36,,Offensive rebound by A. Drummond
3:26.0,Personal foul by Z. LaVine (drawn by A. Drummond),,41-36,,
3:26.0,D. Valentine enters the game for D. Nwaba,,41-36,,
3:16.0,,,41-38,2,I. Smith makes 2-pt shot from 3 ft
2:50.0,Z. LaVine misses 2-pt shot from 21 ft,,41-38,,
2:50.0,Offensive rebound by Team,,41-38,,
2:50.0,Turnover by Team (shot clock),,41-38,,
2:34.0,,,41-40,2,R. Bullock makes 2-pt shot from 1 ft (assist by A. Drummond)
2:19.0,L. Markkanen misses 2-pt shot from 11 ft,,41-40,,
2:19.0,,,41-40,,Defensive rebound by A. Drummond
2:11.0,,,41-40,,I. Smith misses 2-pt shot from 8 ft
2:08.0,Defensive rebound by L. Markkanen,,41-40,,
2:04.0,Z. LaVine makes 2-pt shot at rim,2,43-40,,
1:47.0,,,43-40,,Turnover by L. Kennard (lost ball; steal by K. Dunn)
1:43.0,K. Dunn makes 2-pt shot from 1 ft,2,45-40,,
1:14.0,,,45-42,2,I. Smith makes 2-pt shot from 8 ft
0:53.0,Z. LaVine misses 2-pt shot from 2 ft (block by A. Drummond),,45-42,,
0:53.0,Offensive rebound by Team,,45-42,,
0:48.0,L. Markkanen misses 3-pt shot from 27 ft,,45-42,,
0:45.0,,,45-42,,Defensive rebound by L. Kennard
0:41.0,,,45-42,,Shooting foul by Z. LaVine (drawn by I. Smith)
0:41.0,,,45-43,1,I. Smith makes free throw 1 of 2
0:41.0,,,45-44,1,I. Smith makes free throw 2 of 2
0:33.0,K. Dunn makes 2-pt shot from 10 ft,2,47-44,,
0:10.0,,,47-47,3,R. Bullock makes 3-pt shot from 32 ft (assist by B. Griffin)
0:04.0,Z. LaVine misses 2-pt shot from 7 ft (block by A. Drummond),,47-47,,
0:01.0,,,47-47,,Shooting foul by K. Dunn (drawn by B. Griffin)
0:01.0,,,47-48,1,B. Griffin makes free throw 1 of 2
0:01.0,C. Felicio enters the game for K. Dunn,,47-48,,
0:01.0,,,47-49,1,B. Griffin makes free throw 2 of 2
0:00.0,,,47-49,,Offensive rebound by R. Bullock
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,K. Dunn misses 2-pt shot from 8 ft,,47-49,,
11:42.0,,,47-49,,Defensive rebound by A. Drummond
11:31.0,,,47-49,,A. Drummond misses 2-pt shot from 3 ft
11:27.0,Defensive rebound by D. Nwaba,,47-49,,
11:07.0,L. Markkanen makes 2-pt shot from 1 ft (assist by K. Dunn),2,49-49,,
10:43.0,,,49-51,2,A. Drummond makes 2-pt shot from 1 ft (assist by I. Smith)
10:33.0,Z. LaVine misses 2-pt shot from 22 ft,,49-51,,
10:31.0,,,49-51,,Defensive rebound by A. Drummond
10:27.0,,,49-51,,Turnover by J. Ennis (discontinued dribble)
10:04.0,L. Markkanen misses 2-pt shot from 16 ft,,49-51,,
9:58.0,Offensive rebound by B. Portis,,49-51,,
9:58.0,B. Portis misses 2-pt shot at rim,,49-51,,
9:57.0,,,49-51,,Defensive rebound by A. Drummond
9:49.0,,,49-51,,B. Griffin misses 2-pt shot from 5 ft
9:47.0,,,49-51,,Offensive rebound by A. Drummond
9:47.0,Technical foul by B. Portis (drawn by A. Drummond),,49-51,,
9:47.0,,,49-51,,A. Drummond misses flagrant free throw 1 of 2
9:47.0,,,49-51,,Offensive rebound by Team
9:47.0,,,49-51,,A. Drummond misses flagrant free throw 2 of 2
9:47.0,,,49-51,,Offensive rebound by Team
9:31.0,,,49-51,,R. Bullock misses 3-pt shot from 24 ft
9:28.0,Defensive rebound by L. Markkanen,,49-51,,
9:21.0,L. Markkanen misses 3-pt shot from 26 ft,,49-51,,
9:16.0,,,49-51,,Defensive rebound by A. Drummond
9:10.0,,,49-53,2,R. Bullock makes 2-pt shot at rim (assist by B. Griffin)
8:55.0,,,49-53,,Personal foul by J. Ennis (drawn by D. Nwaba)
8:49.0,K. Dunn misses 2-pt shot from 18 ft,,49-53,,
8:45.0,,,49-53,,Defensive rebound by A. Drummond
8:31.0,,,49-53,,I. Smith misses 2-pt shot from 17 ft
8:26.0,Defensive rebound by L. Markkanen,,49-53,,
8:16.0,,,49-53,,Def 3 sec tech foul by A. Drummond
8:16.0,Z. LaVine makes technical free throw,1,50-53,,
8:04.0,K. Dunn misses 2-pt shot from 14 ft,,50-53,,
8:01.0,,,50-53,,Defensive rebound by B. Griffin
8:01.0,Personal foul by B. Portis (drawn by B. Griffin),,50-53,,
7:48.0,,,50-53,,R. Bullock misses 3-pt shot from 22 ft
7:45.0,Defensive rebound by L. Markkanen,,50-53,,
7:37.0,B. Portis misses 3-pt shot from 26 ft,,50-53,,
7:33.0,,,50-53,,Defensive rebound by J. Ennis
7:19.0,,,50-56,3,B. Griffin makes 3-pt shot from 25 ft (assist by R. Bullock)
7:19.0,Chicago full timeout,,50-56,,
6:59.0,K. Dunn makes 2-pt shot from 8 ft,2,52-56,,
6:34.0,,,52-58,2,J. Ennis makes 2-pt shot from 11 ft
6:18.0,Turnover by Z. LaVine (lost ball; steal by J. Ennis),,52-58,,
6:13.0,,,52-60,2,B. Griffin makes 2-pt shot at rim (assist by J. Ennis)
5:57.0,B. Portis misses 2-pt shot from 6 ft,,52-60,,
5:54.0,,,52-60,,Defensive rebound by A. Drummond
5:47.0,,,52-63,3,R. Bullock makes 3-pt shot from 23 ft (assist by I. Smith)
5:47.0,Chicago full timeout,,52-63,,
5:47.0,D. Valentine enters the game for B. Portis,,52-63,,
5:47.0,C. Felicio enters the game for D. Nwaba,,52-63,,
5:39.0,,,52-63,,Personal foul by B. Griffin (drawn by L. Markkanen)
5:31.0,D. Valentine misses 2-pt shot from 9 ft,,52-63,,
5:31.0,,,52-63,,Defensive rebound by Team
5:07.0,,,52-63,,A. Drummond misses 2-pt shot at rim
5:03.0,Defensive rebound by C. Felicio,,52-63,,
4:58.0,Z. LaVine misses 2-pt shot from 4 ft,,52-63,,
4:55.0,,,52-63,,Defensive rebound by B. Griffin
4:46.0,,,52-63,,J. Ennis misses 3-pt shot from 23 ft
4:43.0,,,52-63,,Offensive rebound by A. Drummond
4:32.0,Personal foul by Z. LaVine (drawn by B. Griffin),,52-63,,
4:32.0,,,52-63,,L. Kennard enters the game for A. Drummond
4:32.0,,,52-63,,E. Moreland enters the game for I. Smith
4:32.0,,,52-63,,J. Nelson enters the game for J. Ennis
4:32.0,D. Nwaba enters the game for Z. LaVine,,52-63,,
4:26.0,,,52-63,,Turnover by J. Nelson (bad pass; steal by K. Dunn)
4:20.0,K. Dunn misses 2-pt shot from 2 ft,,52-63,,
4:17.0,Offensive rebound by L. Markkanen,,52-63,,
4:17.0,L. Markkanen makes 2-pt shot at rim,2,54-63,,
3:55.0,,,54-65,2,B. Griffin makes 2-pt shot from 21 ft
3:39.0,K. Dunn misses 2-pt shot from 14 ft,,54-65,,
3:36.0,,,54-65,,Defensive rebound by L. Kennard
3:29.0,,,54-65,,E. Moreland misses 2-pt shot from 7 ft
3:26.0,Defensive rebound by D. Valentine,,54-65,,
3:17.0,K. Dunn makes 3-pt shot from 25 ft (assist by D. Valentine),3,57-65,,
3:04.0,Personal foul by K. Dunn (drawn by B. Griffin),,57-65,,
3:04.0,C. Payne enters the game for L. Markkanen,,57-65,,
3:04.0,N. Vonleh enters the game for K. Dunn,,57-65,,
2:57.0,,,57-65,,J. Nelson misses 2-pt shot from 11 ft
2:54.0,Defensive rebound by N. Vonleh,,57-65,,
2:36.0,N. Vonleh misses 2-pt shot from 5 ft (block by E. Moreland),,57-65,,
2:34.0,Offensive rebound by N. Vonleh,,57-65,,
2:34.0,Turnover by N. Vonleh (step out of bounds),,57-65,,
2:20.0,,,57-65,,B. Griffin misses 3-pt shot from 23 ft
2:17.0,Defensive rebound by D. Valentine,,57-65,,
2:06.0,N. Vonleh misses 3-pt shot from 26 ft,,57-65,,
2:06.0,Offensive rebound by Team,,57-65,,
2:06.0,,,57-65,,Loose ball foul by J. Nelson (drawn by D. Nwaba)
1:58.0,D. Nwaba misses 2-pt shot from 4 ft,,57-65,,
1:56.0,,,57-65,,Defensive rebound by Team
1:45.0,,,57-65,,Turnover by B. Griffin (lost ball; steal by D. Valentine)
1:40.0,Turnover by C. Payne (bad pass; steal by J. Nelson),,57-65,,
1:27.0,,,57-65,,L. Kennard misses 2-pt shot from 18 ft
1:25.0,,,57-65,,Offensive rebound by E. Moreland
1:25.0,Personal foul by D. Valentine (drawn by J. Nelson),,57-65,,
1:25.0,,,57-66,1,J. Nelson makes free throw 1 of 2
1:25.0,,,57-66,,A. Tolliver enters the game for B. Griffin
1:25.0,,,57-67,1,J. Nelson makes free throw 2 of 2
1:14.0,D. Valentine misses 3-pt shot from 26 ft,,57-67,,
1:08.0,,,57-67,,Defensive rebound by E. Moreland
1:00.0,,,57-69,2,J. Nelson makes 2-pt shot from 1 ft
0:52.0,N. Vonleh misses 2-pt shot from 6 ft,,57-69,,
0:51.0,Offensive rebound by C. Felicio,,57-69,,
0:51.0,C. Felicio makes 2-pt shot at rim,2,59-69,,
0:34.0,,,59-71,2,E. Moreland makes 2-pt shot at rim (assist by L. Kennard)
0:26.0,N. Vonleh misses 2-pt shot from 23 ft,,59-71,,
0:24.0,Offensive rebound by C. Felicio,,59-71,,
0:22.0,C. Payne makes 3-pt shot from 26 ft (assist by C. Felicio),3,62-71,,
0:00.0,,,62-73,2,E. Moreland makes 2-pt shot from 1 ft (assist by J. Nelson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,62-73,,A. Tolliver misses 2-pt shot from 4 ft
11:37.0,,,62-73,,Offensive rebound by E. Moreland
11:37.0,,,62-75,2,E. Moreland makes 2-pt shot at rim
11:27.0,D. Nwaba misses 2-pt shot from 6 ft (block by L. Kennard),,62-75,,
11:27.0,Offensive rebound by Team,,62-75,,
11:25.0,C. Felicio misses 2-pt shot from 19 ft,,62-75,,
11:25.0,,,62-75,,Defensive rebound by L. Kennard
11:19.0,,,62-77,2,J. Ennis makes 2-pt shot at rim (assist by L. Kennard)
11:19.0,,,62-77,,Shooting foul by C. Felicio (drawn by J. Ennis)
11:19.0,B. Portis enters the game for C. Felicio,,62-77,,
11:19.0,,,62-77,,J. Ennis misses free throw 1 of 1
11:16.0,Defensive rebound by D. Valentine,,62-77,,
10:58.0,Shooting foul by E. Moreland (drawn by D. Nwaba),,62-77,,
10:58.0,D. Nwaba makes free throw 1 of 2,1,63-77,,
10:58.0,D. Nwaba makes free throw 2 of 2,1,64-77,,
10:40.0,,,64-77,,Turnover by E. Moreland (bad pass; steal by D. Valentine)
10:35.0,C. Payne misses 3-pt shot from 25 ft,,64-77,,
10:30.0,Offensive rebound by D. Valentine,,64-77,,
10:27.0,Turnover by B. Portis (out of bounds lost ball),,64-77,,
10:14.0,Personal foul by D. Nwaba (drawn by J. Nelson),,64-77,,
10:04.0,,,64-77,,J. Nelson misses 2-pt shot from 21 ft
10:02.0,Defensive rebound by C. Payne,,64-77,,
9:57.0,,,64-77,,Personal foul by J. Ennis (drawn by B. Portis)
9:50.0,B. Portis misses 2-pt shot from 6 ft,,64-77,,
9:50.0,Offensive rebound by Team,,64-77,,
9:43.0,D. Valentine misses 2-pt shot from 20 ft,,64-77,,
9:41.0,,,64-77,,Defensive rebound by E. Moreland
9:35.0,,,64-80,3,J. Ennis makes 3-pt shot from 26 ft (assist by J. Nelson)
9:32.0,Chicago full timeout,,64-80,,
9:24.0,D. Valentine makes 2-pt shot from 14 ft (assist by B. Portis),2,66-80,,
9:06.0,,,66-80,,J. Nelson misses 3-pt shot from 25 ft
9:03.0,Defensive rebound by D. Valentine,,66-80,,
9:01.0,Offensive charge foul by D. Nwaba (drawn by E. Moreland),,66-80,,
9:01.0,Turnover by D. Nwaba (offensive foul),,66-80,,
8:53.0,,,66-80,,Offensive foul by E. Moreland (drawn by D. Nwaba)
8:53.0,,,66-80,,Turnover by E. Moreland (offensive foul)
8:41.0,C. Payne misses 3-pt shot from 22 ft,,66-80,,
8:37.0,Offensive rebound by N. Vonleh,,66-80,,
8:36.0,D. Valentine misses 3-pt shot from 26 ft,,66-80,,
8:31.0,,,66-80,,Defensive rebound by E. Moreland
8:30.0,,,66-80,,Turnover by J. Nelson (bad pass; steal by B. Portis)
8:29.0,Turnover by B. Portis (bad pass; steal by E. Moreland),,66-80,,
8:12.0,,,66-80,,Turnover by A. Tolliver (bad pass; steal by C. Payne)
8:07.0,,,66-80,,Personal foul by J. Nelson (drawn by C. Payne)
8:06.0,,,66-80,,I. Smith enters the game for J. Nelson
8:06.0,Z. LaVine enters the game for D. Nwaba,,66-80,,
7:52.0,C. Payne makes 3-pt shot from 28 ft (assist by B. Portis),3,69-80,,
7:40.0,,,69-80,,Shooting foul by D. Valentine (drawn by L. Kennard)
7:40.0,,,69-81,1,L. Kennard makes free throw 1 of 2
7:40.0,,,69-81,,A. Drummond enters the game for E. Moreland
7:40.0,,,69-81,,B. Griffin enters the game for A. Tolliver
7:40.0,,,69-82,1,L. Kennard makes free throw 2 of 2
7:16.0,D. Valentine makes 2-pt shot from 14 ft,2,71-82,,
6:56.0,,,71-84,2,J. Ennis makes 2-pt shot from 18 ft (assist by B. Griffin)
6:42.0,N. Vonleh makes 2-pt shot at rim (assist by D. Valentine),2,73-84,,
6:15.0,,,73-87,3,B. Griffin makes 3-pt shot from 23 ft (assist by I. Smith)
6:04.0,C. Payne misses 2-pt shot from 4 ft (block by A. Drummond),,73-87,,
6:04.0,Offensive rebound by Team,,73-87,,
6:04.0,L. Markkanen enters the game for N. Vonleh,,73-87,,
6:00.0,Turnover by C. Payne (bad pass; steal by J. Ennis),,73-87,,
5:56.0,,,73-87,,L. Kennard misses 3-pt shot from 23 ft
5:53.0,Defensive rebound by Z. LaVine,,73-87,,
5:50.0,Turnover by Z. LaVine (bad pass),,73-87,,
5:30.0,,,73-89,2,I. Smith makes 2-pt shot from 19 ft
5:18.0,Z. LaVine misses 3-pt shot from 26 ft,,73-89,,
5:15.0,,,73-89,,Defensive rebound by B. Griffin
5:03.0,,,73-89,,Turnover by B. Griffin (lost ball; steal by C. Payne)
5:00.0,C. Payne makes 2-pt shot at rim,2,75-89,,
5:00.0,Shooting foul by J. Ennis (drawn by C. Payne),,75-89,,
5:00.0,,,75-89,,R. Bullock enters the game for J. Ennis
5:00.0,C. Payne makes free throw 1 of 1,1,76-89,,
4:45.0,,,76-91,2,I. Smith makes 2-pt shot from 15 ft
4:31.0,L. Markkanen misses 2-pt shot from 5 ft,,76-91,,
4:28.0,,,76-91,,Defensive rebound by B. Griffin
4:24.0,,,76-91,,R. Bullock misses 3-pt shot from 27 ft
4:20.0,Defensive rebound by L. Markkanen,,76-91,,
4:14.0,Turnover by B. Portis (lost ball; steal by I. Smith),,76-91,,
3:51.0,,,76-93,2,R. Bullock makes 2-pt shot at rim (assist by B. Griffin)
3:35.0,Z. LaVine misses 3-pt shot from 26 ft,,76-93,,
3:32.0,,,76-93,,Defensive rebound by A. Drummond
3:24.0,C. Felicio enters the game for B. Portis,,76-93,,
3:24.0,K. Dunn enters the game for C. Payne,,76-93,,
3:20.0,,,76-93,,L. Kennard misses 2-pt shot from 6 ft
3:19.0,,,76-93,,Offensive rebound by L. Kennard
3:19.0,,,76-93,,Shooting foul by D. Valentine (drawn by L. Kennard)
3:19.0,,,76-94,1,L. Kennard makes free throw 1 of 2
3:19.0,,,76-95,1,L. Kennard makes free throw 2 of 2
3:05.0,D. Valentine misses 3-pt shot from 26 ft,,76-95,,
3:02.0,,,76-95,,Defensive rebound by A. Drummond
2:49.0,,,76-95,,Detroit full timeout
2:49.0,C. Payne enters the game for Z. LaVine,,76-95,,
2:49.0,N. Vonleh enters the game for L. Markkanen,,76-95,,
2:49.0,A. Blakeney enters the game for K. Dunn,,76-95,,
2:43.0,,,76-95,,L. Kennard misses 3-pt shot from 26 ft
2:39.0,,,76-95,,Offensive rebound by A. Drummond
2:21.0,,,76-95,,B. Griffin misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by A. Blakeney,,76-95,,
2:05.0,A. Blakeney makes 2-pt shot from 16 ft (assist by C. Felicio),2,78-95,,
1:46.0,,,78-97,2,R. Bullock makes 2-pt shot at rim (assist by B. Griffin)
