time,Portland,pts.away,score,pts.home,Utah
1:08.0,,,51-45,,Defensive rebound by R. Gobert
0:47.0,,,51-47,2,R. Gobert makes 2-pt shot from 1 ft
0:33.0,S. Napier misses 3-pt shot from 26 ft,,51-47,,
0:30.0,Offensive rebound by Team,,51-47,,
0:30.0,C. McCollum enters the game for S. Napier,,51-47,,
0:29.0,D. Lillard makes 2-pt shot from 21 ft (assist by M. Harkless),2,53-47,,
0:04.0,,,53-47,,Turnover by Team (shot clock)
0:04.0,S. Napier enters the game for E. Davis,,53-47,,
0:00.0,C. McCollum misses 3-pt shot from 25 ft,,53-47,,
0:00.0,Offensive rebound by Team,,53-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,53-47,,Turnover by R. Gobert (offensive goaltending)
11:32.0,D. Lillard misses 3-pt shot from 25 ft,,53-47,,
11:30.0,,,53-47,,Defensive rebound by D. Favors
11:26.0,,,53-49,2,D. Mitchell makes 2-pt shot from 4 ft
11:01.0,C. McCollum makes 3-pt shot from 25 ft,3,56-49,,
10:44.0,,,56-49,,J. Ingles misses 3-pt shot from 27 ft
10:42.0,Defensive rebound by D. Lillard,,56-49,,
10:31.0,J. Nurkic misses 2-pt shot from 21 ft,,56-49,,
10:28.0,,,56-49,,Defensive rebound by J. Ingles
10:10.0,Personal foul by A. Aminu (drawn by R. Rubio),,56-49,,
10:02.0,,,56-49,,R. Gobert misses 2-pt shot from 2 ft (block by M. Harkless)
9:59.0,,,56-49,,Offensive rebound by D. Favors
9:59.0,,,56-49,,Utah full timeout
9:59.0,,,56-49,,Turnover by R. Rubio (bad pass)
9:50.0,Shooting foul by R. Rubio (drawn by J. Nurkic),,56-49,,
9:50.0,J. Nurkic misses free throw 1 of 2,,56-49,,
9:50.0,Offensive rebound by Team,,56-49,,
9:50.0,J. Nurkic makes free throw 2 of 2,1,57-49,,
9:41.0,,,57-49,,D. Mitchell misses 3-pt shot from 28 ft
9:37.0,Defensive rebound by J. Nurkic,,57-49,,
9:30.0,D. Lillard misses 2-pt shot from 13 ft,,57-49,,
9:29.0,Offensive rebound by Team,,57-49,,
9:29.0,,,57-49,,Loose ball foul by R. Gobert (drawn by J. Nurkic)
9:19.0,C. McCollum makes 2-pt shot from 5 ft,2,59-49,,
9:06.0,,,59-51,2,J. Ingles makes 2-pt shot from 3 ft (assist by R. Rubio)
8:58.0,C. McCollum makes 3-pt shot from 25 ft,3,62-51,,
8:39.0,,,62-51,,Turnover by J. Ingles (bad pass; steal by M. Harkless)
8:35.0,A. Aminu makes 2-pt shot from 3 ft (assist by D. Lillard),2,64-51,,
8:13.0,,,64-51,,R. Rubio misses 2-pt shot from 12 ft
8:12.0,Defensive rebound by C. McCollum,,64-51,,
8:04.0,J. Nurkic makes 2-pt shot from 2 ft (assist by C. McCollum),2,66-51,,
8:04.0,,,66-51,,Utah full timeout
8:04.0,,,66-51,,R. O'Neale enters the game for R. Rubio
8:04.0,E. Turner enters the game for M. Harkless,,66-51,,
7:46.0,,,66-51,,R. O'Neale misses 2-pt shot from 10 ft
7:44.0,,,66-51,,Offensive rebound by R. O'Neale
7:44.0,,,66-51,,R. O'Neale misses 2-pt shot from 8 ft
7:44.0,,,66-51,,Offensive rebound by R. O'Neale
7:36.0,,,66-53,2,R. O'Neale makes 2-pt shot from 2 ft
7:16.0,J. Nurkic misses 2-pt shot from 3 ft,,66-53,,
7:14.0,,,66-53,,Defensive rebound by D. Favors
7:08.0,,,66-55,2,D. Mitchell makes 2-pt shot from 17 ft
6:52.0,C. McCollum misses 2-pt shot from 2 ft,,66-55,,
6:50.0,,,66-55,,Defensive rebound by D. Favors
6:44.0,,,66-55,,D. Mitchell misses 2-pt shot from 4 ft
6:43.0,Defensive rebound by D. Lillard,,66-55,,
6:40.0,,,66-55,,Personal foul by R. O'Neale (drawn by D. Lillard)
6:40.0,,,66-55,,J. Crowder enters the game for D. Favors
6:29.0,A. Aminu makes 3-pt shot from 25 ft (assist by E. Turner),3,69-55,,
6:09.0,,,69-55,,J. Crowder misses 2-pt shot from 23 ft
6:05.0,Defensive rebound by J. Nurkic,,69-55,,
5:53.0,J. Nurkic makes 2-pt shot from 3 ft,2,71-55,,
5:31.0,,,71-55,,R. O'Neale misses 3-pt shot from 23 ft
5:28.0,Defensive rebound by A. Aminu,,71-55,,
5:09.0,J. Nurkic misses 2-pt shot from 9 ft,,71-55,,
5:07.0,,,71-55,,Defensive rebound by R. Gobert
4:58.0,,,71-55,,R. Gobert misses 2-pt shot from 1 ft
4:55.0,Defensive rebound by A. Aminu,,71-55,,
4:55.0,,,71-55,,Technical foul by R. Gobert
4:55.0,D. Lillard makes technical free throw,1,72-55,,
4:40.0,C. McCollum misses 2-pt shot from 13 ft,,72-55,,
4:37.0,,,72-55,,Defensive rebound by R. O'Neale
4:33.0,,,72-55,,R. O'Neale misses 2-pt shot from 5 ft (block by J. Nurkic)
4:33.0,,,72-55,,Offensive rebound by Team
4:27.0,,,72-55,,D. Mitchell misses 2-pt shot from 18 ft
4:23.0,Defensive rebound by E. Turner,,72-55,,
4:15.0,E. Turner misses 2-pt shot from 13 ft,,72-55,,
4:13.0,,,72-55,,Defensive rebound by J. Crowder
4:13.0,,,72-55,,Turnover by J. Crowder (bad pass)
4:13.0,,,72-55,,J. Jerebko enters the game for J. Ingles
4:13.0,E. Davis enters the game for J. Nurkic,,72-55,,
4:07.0,D. Lillard misses 3-pt shot from 25 ft,,72-55,,
4:02.0,,,72-55,,Defensive rebound by D. Mitchell
3:53.0,Personal foul by E. Turner (drawn by R. Gobert),,72-55,,
3:46.0,,,72-57,2,J. Jerebko makes 2-pt shot from 1 ft (assist by R. Gobert)
3:28.0,C. McCollum misses 2-pt shot from 17 ft,,72-57,,
3:26.0,Offensive rebound by Team,,72-57,,
3:26.0,Z. Collins enters the game for C. McCollum,,72-57,,
3:26.0,S. Napier enters the game for A. Aminu,,72-57,,
3:22.0,E. Davis misses 2-pt shot from 8 ft,,72-57,,
3:20.0,,,72-57,,Defensive rebound by R. Gobert
3:13.0,,,72-57,,Shooting foul by E. Davis (drawn by J. Crowder)
3:13.0,,,72-58,1,J. Crowder makes free throw 1 of 2
3:13.0,,,72-58,,J. Crowder misses free throw 2 of 2
3:13.0,,,72-58,,Offensive rebound by Team
3:13.0,Violation by S. Napier (lane),,72-58,,
2:54.0,D. Lillard makes 2-pt shot from 2 ft,2,74-58,,
2:31.0,,,74-60,2,J. Crowder makes 2-pt shot from 2 ft
2:10.0,S. Napier misses 3-pt shot from 26 ft,,74-60,,
2:06.0,,,74-60,,Defensive rebound by R. Gobert
1:59.0,,,74-60,,J. Crowder misses 2-pt shot from 15 ft
1:57.0,,,74-60,,Offensive rebound by R. O'Neale
1:57.0,,,74-62,2,R. Gobert makes 2-pt shot from 1 ft (assist by R. O'Neale)
1:57.0,Portland full timeout,,74-62,,
1:57.0,,,74-62,,R. Rubio enters the game for R. Gobert
1:57.0,,,74-62,,D. Favors enters the game for D. Mitchell
1:57.0,M. Harkless enters the game for E. Turner,,74-62,,
1:43.0,Shooting foul by J. Jerebko (drawn by D. Lillard),,74-62,,
1:43.0,D. Lillard makes free throw 1 of 2,1,75-62,,
1:43.0,D. Lillard makes free throw 2 of 2,1,76-62,,
1:26.0,,,76-62,,J. Crowder misses 2-pt shot from 3 ft
1:24.0,Defensive rebound by M. Harkless,,76-62,,
1:07.0,M. Harkless misses 3-pt shot from 22 ft,,76-62,,
1:03.0,Offensive rebound by E. Davis,,76-62,,
0:57.0,Shooting foul by R. O'Neale (drawn by D. Lillard),,76-62,,
0:57.0,D. Lillard makes free throw 1 of 2,1,77-62,,
0:57.0,D. Lillard makes free throw 2 of 2,1,78-62,,
0:51.0,Personal foul by M. Harkless (drawn by R. Rubio),,78-62,,
0:40.0,,,78-64,2,J. Jerebko makes 2-pt shot from 2 ft (assist by R. Rubio)
0:35.0,Turnover by D. Lillard (lost ball; steal by D. Favors),,78-64,,
0:30.0,,,78-64,,J. Crowder misses 2-pt shot from 1 ft
0:27.0,,,78-64,,Offensive rebound by D. Favors
0:23.0,,,78-64,,Turnover by J. Crowder (lost ball; steal by M. Harkless)
0:00.0,D. Lillard makes 2-pt shot from 16 ft,2,80-64,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Z. Collins misses 3-pt shot from 26 ft,,80-64,,
11:44.0,,,80-64,,Defensive rebound by D. Favors
11:35.0,,,80-64,,D. Favors misses 2-pt shot from 17 ft
11:33.0,Defensive rebound by Z. Collins,,80-64,,
11:20.0,E. Davis makes 2-pt shot from 3 ft (assist by M. Harkless),2,82-64,,
11:07.0,,,82-66,2,R. Rubio makes 2-pt shot from 3 ft
10:47.0,C. McCollum makes 2-pt shot from 9 ft,2,84-66,,
10:37.0,Personal foul by S. Napier (drawn by R. Rubio),,84-66,,
10:37.0,E. Turner enters the game for M. Harkless,,84-66,,
10:28.0,,,84-66,,D. Favors misses 2-pt shot from 4 ft
10:26.0,Defensive rebound by E. Davis,,84-66,,
10:20.0,C. McCollum misses 2-pt shot from 16 ft,,84-66,,
10:20.0,,,84-66,,Defensive rebound by R. Rubio
10:04.0,,,84-68,2,A. Burks makes 2-pt shot from 15 ft
9:44.0,S. Napier misses 2-pt shot from 12 ft,,84-68,,
9:41.0,,,84-68,,Defensive rebound by A. Burks
9:25.0,,,84-70,2,A. Burks makes 2-pt shot from 4 ft
9:00.0,S. Napier misses 2-pt shot from 18 ft,,84-70,,
8:57.0,,,84-70,,Defensive rebound by J. Jerebko
8:46.0,,,84-72,2,D. Favors makes 2-pt shot from 2 ft
8:46.0,Portland full timeout,,84-72,,
8:46.0,,,84-72,,D. Mitchell enters the game for R. Rubio
8:46.0,A. Aminu enters the game for S. Napier,,84-72,,
8:46.0,D. Lillard enters the game for Z. Collins,,84-72,,
8:27.0,E. Turner misses 2-pt shot from 3 ft,,84-72,,
8:24.0,,,84-72,,Defensive rebound by J. Jerebko
8:07.0,Personal foul by C. McCollum (drawn by J. Ingles),,84-72,,
8:03.0,,,84-72,,D. Mitchell misses 3-pt shot from 28 ft
8:01.0,Defensive rebound by E. Davis,,84-72,,
7:49.0,D. Lillard misses 2-pt shot from 2 ft,,84-72,,
7:47.0,,,84-72,,Defensive rebound by D. Favors
7:38.0,,,84-72,,A. Burks misses 3-pt shot from 26 ft
7:36.0,Defensive rebound by D. Lillard,,84-72,,
7:16.0,C. McCollum misses 2-pt shot from 6 ft,,84-72,,
7:12.0,Offensive rebound by E. Davis,,84-72,,
7:11.0,E. Davis makes 2-pt shot from 2 ft,2,86-72,,
6:58.0,,,86-72,,D. Mitchell misses 2-pt shot from 6 ft
6:57.0,,,86-72,,Offensive rebound by Team
6:57.0,,,86-72,,R. Gobert enters the game for A. Burks
6:57.0,,,86-72,,J. Crowder enters the game for D. Favors
6:57.0,M. Harkless enters the game for E. Turner,,86-72,,
6:57.0,J. Nurkic enters the game for E. Davis,,86-72,,
6:51.0,,,86-72,,J. Ingles misses 3-pt shot from 25 ft
6:50.0,,,86-72,,Offensive rebound by R. Gobert
6:50.0,Personal foul by A. Aminu (drawn by R. Gobert),,86-72,,
6:47.0,,,86-74,2,D. Mitchell makes 2-pt shot from 5 ft
6:47.0,,,86-74,,Shooting foul by J. Nurkic (drawn by D. Mitchell)
6:47.0,,,86-75,1,D. Mitchell makes free throw 1 of 1
6:28.0,,,86-75,,Personal foul by J. Crowder (drawn by D. Lillard)
6:20.0,J. Nurkic misses 2-pt shot from 6 ft,,86-75,,
6:17.0,,,86-75,,Defensive rebound by J. Jerebko
6:11.0,,,86-75,,D. Mitchell misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by J. Nurkic,,86-75,,
6:08.0,,,86-75,,Personal foul by J. Jerebko (drawn by J. Nurkic)
5:57.0,D. Lillard misses 2-pt shot from 13 ft,,86-75,,
5:54.0,,,86-75,,Defensive rebound by J. Jerebko
5:42.0,,,86-75,,Turnover by J. Jerebko (traveling)
5:28.0,D. Lillard makes 2-pt shot from 17 ft (assist by J. Nurkic),2,88-75,,
5:14.0,,,88-77,2,J. Jerebko makes 2-pt shot from 1 ft (assist by R. Gobert)
4:59.0,D. Lillard makes 2-pt shot from 11 ft,2,90-77,,
4:41.0,,,90-77,,J. Jerebko misses 2-pt shot from 21 ft
4:39.0,Defensive rebound by J. Nurkic,,90-77,,
4:23.0,D. Lillard misses 2-pt shot from 10 ft (block by J. Ingles),,90-77,,
4:21.0,,,90-77,,Defensive rebound by Team
4:21.0,,,90-77,,R. O'Neale enters the game for J. Jerebko
4:11.0,Violation by J. Nurkic (kicked ball),,90-77,,
4:11.0,E. Turner enters the game for M. Harkless,,90-77,,
4:11.0,,,90-77,,Utah full timeout
4:05.0,,,90-77,,J. Crowder misses 3-pt shot from 23 ft
4:00.0,,,90-77,,Offensive rebound by R. Gobert
3:54.0,,,90-77,,D. Mitchell misses 2-pt shot from 21 ft
3:51.0,Defensive rebound by A. Aminu,,90-77,,
3:37.0,J. Nurkic misses 2-pt shot from 6 ft (block by J. Crowder),,90-77,,
3:34.0,,,90-77,,Defensive rebound by D. Mitchell
3:30.0,,,90-79,2,J. Crowder makes 2-pt shot from 1 ft (assist by J. Ingles)
3:11.0,Turnover by D. Lillard (bad pass; steal by R. Gobert),,90-79,,
3:05.0,,,90-81,2,J. Crowder makes 2-pt shot from 14 ft (assist by R. O'Neale)
2:41.0,C. McCollum makes 2-pt shot from 16 ft,2,92-81,,
2:25.0,,,92-81,,D. Mitchell misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by J. Nurkic,,92-81,,
2:07.0,C. McCollum makes 2-pt shot from 19 ft,2,94-81,,
1:57.0,,,94-81,,D. Mitchell misses 2-pt shot from 5 ft (block by J. Nurkic)
1:51.0,Defensive rebound by A. Aminu,,94-81,,
1:38.0,C. McCollum makes 2-pt shot from 17 ft,2,96-81,,
1:38.0,,,96-81,,Utah full timeout
1:34.0,,,96-81,,Turnover by R. O'Neale (bad pass; steal by D. Lillard)
1:16.0,J. Nurkic makes 2-pt shot from 10 ft (assist by C. McCollum),2,98-81,,
1:07.0,,,98-81,,D. Mitchell misses 2-pt shot from 4 ft
1:07.0,,,98-81,,Offensive rebound by Team
1:07.0,,,98-81,,A. Burks enters the game for R. Gobert
1:07.0,,,98-81,,E. Udoh enters the game for D. Mitchell
1:07.0,Z. Collins enters the game for D. Lillard,,98-81,,
