time,Minnesota,pts.away,score,pts.home,Houston
4:25.0,,,92-103,,Defensive rebound by P. Tucker
4:07.0,,,92-103,,Shooting foul by N. Bjelica (drawn by C. Capela)
4:07.0,,,92-104,1,C. Capela makes free throw 1 of 2
4:07.0,,,92-105,1,C. Capela makes free throw 2 of 2
3:43.0,J. Teague misses 2-pt shot from 9 ft,,92-105,,
3:41.0,,,92-105,,Defensive rebound by P. Tucker
3:28.0,,,92-107,2,C. Paul makes 2-pt shot from 15 ft
3:28.0,Minnesota full timeout,,92-107,,
3:28.0,T. Jones enters the game for J. Teague,,92-107,,
3:28.0,S. Muhammad enters the game for J. Crawford,,92-107,,
3:28.0,G. Dieng enters the game for A. Wiggins,,92-107,,
3:28.0,M. Georges-Hunt enters the game for K. Towns,,92-107,,
3:18.0,N. Bjelica makes 3-pt shot from 29 ft,3,95-107,,
2:59.0,Personal foul by M. Georges-Hunt (drawn by J. Harden),,95-107,,
2:59.0,,,95-108,1,J. Harden makes free throw 1 of 2
2:59.0,,,95-109,1,J. Harden makes free throw 2 of 2
2:36.0,T. Jones makes 3-pt shot from 23 ft (assist by G. Dieng),3,98-109,,
2:20.0,,,98-112,3,P. Tucker makes 3-pt shot from 22 ft (assist by C. Paul)
2:04.0,S. Muhammad misses 2-pt shot from 11 ft,,98-112,,
2:03.0,Offensive rebound by Team,,98-112,,
1:54.0,S. Muhammad misses 2-pt shot from 10 ft,,98-112,,
1:52.0,,,98-112,,Defensive rebound by C. Capela
1:43.0,,,98-115,3,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul)
1:35.0,Turnover by N. Bjelica (bad pass; steal by T. Ariza),,98-115,,
1:30.0,,,98-115,,Turnover by J. Harden (bad pass; steal by N. Bjelica)
1:28.0,S. Muhammad makes 2-pt shot from 1 ft (assist by N. Bjelica),2,100-115,,
1:10.0,,,100-117,2,C. Paul makes 2-pt shot from 19 ft
1:07.0,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones),2,102-117,,
0:55.0,,,102-117,,Turnover by C. Paul (out of bounds lost ball)
0:43.0,T. Jones misses 3-pt shot from 23 ft,,102-117,,
0:41.0,,,102-117,,Defensive rebound by C. Paul
0:21.0,,,102-120,3,J. Harden makes 3-pt shot from 29 ft
0:12.0,Turnover by S. Muhammad (lost ball; steal by J. Harden),,102-120,,
