time,Houston,pts.away,score,pts.home,Minnesota
3:35.0,,,22-17,,Turnover by N. Bjelica (lost ball; steal by J. Harden)
3:30.0,G. Green makes 2-pt shot at rim (assist by J. Harden),2,24-17,,
3:23.0,,,24-17,,Turnover by A. Wiggins (lost ball; steal by L. Mbah a Moute)
3:18.0,G. Green makes 3-pt shot from 24 ft (assist by J. Harden),3,27-17,,
2:56.0,,,27-17,,A. Wiggins misses 2-pt shot from 14 ft
2:53.0,Defensive rebound by J. Harden,,27-17,,
2:35.0,J. Harden makes 2-pt shot from 1 ft,2,29-17,,
2:17.0,,,29-17,,T. Jones misses 2-pt shot from 3 ft
2:16.0,Defensive rebound by J. Harden,,29-17,,
2:10.0,J. Harden misses 3-pt shot from 27 ft,,29-17,,
2:06.0,,,29-17,,Defensive rebound by G. Dieng
1:57.0,,,29-17,,A. Wiggins misses 2-pt shot from 5 ft
1:54.0,Defensive rebound by J. Harden,,29-17,,
1:44.0,R. Anderson makes 3-pt shot from 26 ft (assist by E. Gordon),3,32-17,,
1:30.0,,,32-17,,N. Bjelica misses 3-pt shot from 28 ft
1:27.0,,,32-17,,Offensive rebound by G. Dieng
1:21.0,,,32-19,2,N. Bjelica makes 2-pt shot from 2 ft (assist by A. Wiggins)
1:20.0,Houston full timeout,,32-19,,
1:20.0,C. Paul enters the game for J. Harden,,32-19,,
1:03.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by R. Anderson),2,34-19,,
0:41.0,,,34-19,,T. Jones misses 3-pt shot from 26 ft
0:38.0,,,34-19,,Offensive rebound by A. Wiggins
0:38.0,,,34-21,2,A. Wiggins makes 2-pt shot at rim
0:32.0,E. Gordon makes 2-pt shot from 1 ft (assist by C. Paul),2,36-21,,
0:15.0,,,36-23,2,J. Crawford makes 2-pt shot from 2 ft
0:05.0,,,36-23,,Personal take foul by T. Jones (drawn by C. Paul)
0:00.0,C. Paul makes 2-pt shot from 21 ft,2,38-23,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,38-23,,J. Crawford misses 2-pt shot from 21 ft
11:46.0,Defensive rebound by C. Paul,,38-23,,
11:42.0,G. Green makes 2-pt shot from 1 ft (assist by C. Paul),2,40-23,,
11:28.0,,,40-23,,D. Rose misses 2-pt shot from 16 ft
11:28.0,Defensive rebound by C. Paul,,40-23,,
11:03.0,Shooting foul by J. Teague (drawn by C. Paul),,40-23,,
11:03.0,C. Paul makes free throw 1 of 3,1,41-23,,
11:03.0,C. Paul makes free throw 2 of 3,1,42-23,,
11:03.0,,,42-23,,K. Towns enters the game for G. Dieng
11:03.0,,,42-23,,T. Gibson enters the game for N. Bjelica
11:03.0,C. Paul makes free throw 3 of 3,1,43-23,,
10:50.0,,,43-23,,Shooting foul by L. Mbah a Moute (drawn by D. Rose)
10:50.0,,,43-24,1,D. Rose makes free throw 1 of 2
10:50.0,,,43-25,1,D. Rose makes free throw 2 of 2
10:37.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,46-25,,
10:24.0,,,46-28,3,J. Crawford makes 3-pt shot from 23 ft (assist by D. Rose)
10:12.0,R. Anderson misses 3-pt shot from 24 ft,,46-28,,
10:08.0,Offensive rebound by C. Paul,,46-28,,
10:06.0,G. Green makes 3-pt shot from 24 ft (assist by C. Paul),3,49-28,,
9:52.0,,,49-30,2,K. Towns makes 2-pt shot from 7 ft (assist by J. Crawford)
9:52.0,,,49-30,,Shooting foul by R. Anderson (drawn by K. Towns)
9:52.0,,,49-31,1,K. Towns makes free throw 1 of 1
9:44.0,Turnover by C. Paul (bad pass; steal by J. Crawford),,49-31,,
9:40.0,,,49-31,,Turnover by J. Crawford (bad pass)
9:17.0,G. Green makes 2-pt shot at rim (assist by C. Paul),2,51-31,,
9:09.0,,,51-33,2,J. Crawford makes 2-pt shot from 13 ft (assist by D. Rose)
9:09.0,,,51-33,,Shooting foul by G. Green (drawn by J. Crawford)
9:09.0,,,51-34,1,J. Crawford makes free throw 1 of 1
8:57.0,R. Anderson misses 2-pt shot from 3 ft,,51-34,,
8:55.0,,,51-34,,Defensive rebound by K. Towns
8:50.0,,,51-36,2,D. Rose makes 2-pt shot from 3 ft (assist by J. Teague)
8:28.0,C. Paul misses 2-pt shot from 2 ft,,51-36,,
8:26.0,,,51-36,,Defensive rebound by K. Towns
8:09.0,,,51-36,,K. Towns misses 2-pt shot from 7 ft
8:06.0,,,51-36,,Offensive rebound by T. Gibson
8:06.0,,,51-36,,T. Gibson misses 2-pt shot at rim
8:05.0,Defensive rebound by G. Green,,51-36,,
7:57.0,R. Anderson makes 3-pt shot from 29 ft (assist by C. Paul),3,54-36,,
7:32.0,,,54-36,,J. Teague misses 2-pt shot from 7 ft
7:31.0,,,54-36,,Offensive rebound by J. Teague
7:28.0,Personal foul by G. Green (drawn by J. Crawford),,54-36,,
7:28.0,Houston full timeout,,54-36,,
7:28.0,T. Ariza enters the game for C. Paul,,54-36,,
7:28.0,P. Tucker enters the game for L. Mbah a Moute,,54-36,,
7:28.0,J. Harden enters the game for G. Green,,54-36,,
7:28.0,C. Capela enters the game for R. Anderson,,54-36,,
7:19.0,,,54-36,,K. Towns misses 2-pt shot from 13 ft
7:15.0,Defensive rebound by P. Tucker,,54-36,,
6:56.0,E. Gordon misses 2-pt shot from 13 ft,,54-36,,
6:54.0,,,54-36,,Defensive rebound by K. Towns
6:45.0,,,54-38,2,J. Crawford makes 2-pt shot from 13 ft
6:40.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,56-38,,
6:40.0,,,56-38,,Violation by K. Towns (def goaltending)
6:24.0,,,56-40,2,K. Towns makes 2-pt shot from 8 ft
6:24.0,,,56-40,,Shooting foul by T. Ariza (drawn by K. Towns)
6:24.0,,,56-40,,A. Wiggins enters the game for J. Crawford
6:24.0,,,56-40,,K. Towns misses free throw 1 of 1
6:24.0,Defensive rebound by P. Tucker,,56-40,,
6:18.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,58-40,,
6:04.0,,,58-40,,D. Rose misses 2-pt shot from 20 ft
6:01.0,Defensive rebound by C. Capela,,58-40,,
5:58.0,J. Harden makes 3-pt shot from 26 ft,3,61-40,,
5:42.0,,,61-42,2,D. Rose makes 2-pt shot from 1 ft
5:28.0,P. Tucker misses 2-pt shot at rim,,61-42,,
5:27.0,,,61-42,,Defensive rebound by K. Towns
5:25.0,,,61-42,,Turnover by D. Rose (lost ball; steal by T. Ariza)
5:09.0,C. Capela misses 2-pt shot from 1 ft,,61-42,,
5:07.0,Offensive rebound by C. Capela,,61-42,,
5:07.0,C. Capela makes 2-pt shot at rim,2,63-42,,
4:49.0,,,63-42,,D. Rose misses 3-pt shot from 22 ft
4:47.0,Defensive rebound by C. Capela,,63-42,,
4:42.0,Shooting foul by K. Towns (drawn by J. Harden),,63-42,,
4:42.0,J. Harden makes free throw 1 of 2,1,64-42,,
4:42.0,,,64-42,,N. Bjelica enters the game for D. Rose
4:42.0,C. Paul enters the game for E. Gordon,,64-42,,
4:42.0,J. Harden makes free throw 2 of 2,1,65-42,,
4:27.0,,,65-42,,Shooting foul by P. Tucker (drawn by A. Wiggins)
4:27.0,,,65-43,1,A. Wiggins makes free throw 1 of 2
4:27.0,,,65-43,,A. Wiggins misses free throw 2 of 2
4:25.0,Defensive rebound by C. Paul,,65-43,,
4:11.0,Shooting foul by T. Gibson (drawn by P. Tucker),,65-43,,
4:11.0,P. Tucker misses free throw 1 of 3,,65-43,,
4:11.0,Offensive rebound by Team,,65-43,,
4:11.0,P. Tucker misses free throw 2 of 3,,65-43,,
4:11.0,Offensive rebound by Team,,65-43,,
4:11.0,,,65-43,,J. Crawford enters the game for T. Gibson
4:11.0,P. Tucker misses free throw 3 of 3,,65-43,,
4:09.0,,,65-43,,Defensive rebound by K. Towns
3:55.0,,,65-46,3,J. Teague makes 3-pt shot from 25 ft
3:45.0,C. Capela makes 2-pt shot at rim (assist by J. Harden),2,67-46,,
3:28.0,,,67-46,,J. Teague misses 2-pt shot from 2 ft (block by C. Capela)
3:26.0,Defensive rebound by C. Paul,,67-46,,
3:20.0,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul),3,70-46,,
3:05.0,,,70-46,,A. Wiggins misses 3-pt shot from 26 ft
3:03.0,,,70-46,,Offensive rebound by N. Bjelica
3:02.0,,,70-46,,N. Bjelica misses 2-pt shot from 3 ft (block by T. Ariza)
3:01.0,,,70-46,,Offensive rebound by Team
3:00.0,,,70-46,,Turnover by J. Teague (bad pass; steal by C. Paul)
2:46.0,C. Paul misses 3-pt shot from 23 ft,,70-46,,
2:44.0,,,70-46,,Defensive rebound by J. Teague
2:37.0,,,70-49,3,J. Crawford makes 3-pt shot from 23 ft (assist by J. Teague)
2:24.0,J. Harden misses 2-pt shot from 6 ft,,70-49,,
2:24.0,Offensive rebound by P. Tucker,,70-49,,
2:22.0,Shooting foul by N. Bjelica (drawn by P. Tucker),,70-49,,
2:22.0,,,70-49,,Minnesota full timeout
2:22.0,P. Tucker makes 2-pt shot from 2 ft,2,72-49,,
2:22.0,P. Tucker makes free throw 1 of 1,1,73-49,,
2:03.0,,,73-49,,J. Crawford misses 3-pt shot from 26 ft
2:00.0,,,73-49,,Offensive rebound by K. Towns
1:51.0,,,73-51,2,K. Towns makes 2-pt shot from 2 ft (assist by J. Crawford)
1:51.0,,,73-51,,Shooting foul by P. Tucker (drawn by K. Towns)
1:51.0,,,73-52,1,K. Towns makes free throw 1 of 1
1:40.0,Shooting foul by J. Teague (drawn by J. Harden),,73-52,,
1:40.0,J. Harden makes free throw 1 of 2,1,74-52,,
1:40.0,J. Harden makes free throw 2 of 2,1,75-52,,
1:29.0,,,75-54,2,A. Wiggins makes 2-pt shot from 2 ft
1:13.0,J. Harden makes 2-pt shot from 6 ft,2,77-54,,
0:55.0,,,77-54,,Turnover by K. Towns (bad pass)
0:45.0,J. Harden misses 2-pt shot from 14 ft,,77-54,,
0:42.0,,,77-54,,Defensive rebound by K. Towns
0:37.0,,,77-56,2,J. Teague makes 2-pt shot from 1 ft
0:29.0,Turnover by P. Tucker (bad pass; steal by A. Wiggins),,77-56,,
0:08.0,,,77-56,,A. Wiggins misses 2-pt shot from 16 ft
0:06.0,,,77-56,,Offensive rebound by J. Crawford
0:04.0,,,77-56,,N. Bjelica misses 3-pt shot from 32 ft
0:04.0,,,77-56,,Offensive rebound by K. Towns
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,77-56,,Turnover by K. Towns (bad pass; steal by T. Ariza)
11:44.0,T. Ariza misses 2-pt shot from 3 ft,,77-56,,
11:41.0,Offensive rebound by C. Capela,,77-56,,
11:39.0,J. Harden misses 3-pt shot from 24 ft,,77-56,,
11:38.0,Offensive rebound by T. Ariza,,77-56,,
11:38.0,,,77-56,,Personal foul by N. Bjelica (drawn by T. Ariza)
11:35.0,Shooting foul by A. Wiggins (drawn by J. Harden),,77-56,,
11:35.0,J. Harden makes free throw 1 of 3,1,78-56,,
11:35.0,J. Harden makes free throw 2 of 3,1,79-56,,
11:35.0,J. Harden makes free throw 3 of 3,1,80-56,,
11:23.0,,,80-56,,Turnover by J. Teague (bad pass; steal by T. Ariza)
11:23.0,,,80-56,,Personal foul by A. Wiggins (drawn by T. Ariza)
11:15.0,Offensive foul by P. Tucker (drawn by A. Wiggins),,80-56,,
11:15.0,Turnover by P. Tucker (offensive foul),,80-56,,
10:50.0,,,80-56,,Turnover by Team (shot clock)
10:42.0,J. Harden misses 3-pt shot from 28 ft,,80-56,,
10:41.0,,,80-56,,Defensive rebound by T. Gibson
10:26.0,,,80-56,,K. Towns misses 2-pt shot from 6 ft (block by P. Tucker)
10:25.0,,,80-56,,Offensive rebound by Team
10:23.0,,,80-58,2,N. Bjelica makes 2-pt shot at rim
10:09.0,C. Paul makes 3-pt shot from 25 ft,3,83-58,,
9:58.0,Personal foul by J. Harden (drawn by T. Gibson),,83-58,,
9:43.0,,,83-60,2,N. Bjelica makes 2-pt shot from 4 ft (assist by J. Teague)
9:43.0,Violation by C. Capela (def goaltending),,83-60,,
9:28.0,C. Capela misses 2-pt shot from 4 ft,,83-60,,
9:26.0,,,83-60,,Defensive rebound by K. Towns
9:24.0,,,83-63,3,N. Bjelica makes 3-pt shot from 23 ft (assist by J. Teague)
9:09.0,,,83-63,,Personal foul by N. Bjelica (drawn by T. Ariza)
8:54.0,C. Capela misses 2-pt shot from 3 ft (block by K. Towns),,83-63,,
8:51.0,,,83-63,,Defensive rebound by J. Teague
8:48.0,,,83-65,2,J. Teague makes 2-pt shot from 1 ft
8:22.0,P. Tucker misses 2-pt shot from 3 ft,,83-65,,
8:20.0,Offensive rebound by P. Tucker,,83-65,,
8:20.0,Shooting foul by T. Gibson (drawn by C. Paul),,83-65,,
8:20.0,C. Paul makes free throw 1 of 3,1,84-65,,
8:20.0,C. Paul makes free throw 2 of 3,1,85-65,,
8:20.0,C. Paul makes free throw 3 of 3,1,86-65,,
7:59.0,,,86-65,,Shooting foul by C. Capela (drawn by J. Teague)
7:59.0,,,86-66,1,J. Teague makes free throw 1 of 2
7:59.0,,,86-67,1,J. Teague makes free throw 2 of 2
7:46.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,88-67,,
7:27.0,,,88-70,3,N. Bjelica makes 3-pt shot from 25 ft (assist by J. Teague)
7:01.0,P. Tucker makes 3-pt shot from 22 ft (assist by T. Ariza),3,91-70,,
6:43.0,,,91-72,2,K. Towns makes 2-pt shot at rim (assist by J. Teague)
6:31.0,T. Ariza misses 3-pt shot from 25 ft,,91-72,,
6:28.0,,,91-72,,Defensive rebound by J. Teague
6:12.0,,,91-74,2,N. Bjelica makes 2-pt shot at rim (assist by K. Towns)
6:12.0,Houston full timeout,,91-74,,
6:12.0,E. Gordon enters the game for C. Paul,,91-74,,
6:12.0,L. Mbah a Moute enters the game for P. Tucker,,91-74,,
5:58.0,J. Harden makes 2-pt shot from 3 ft (assist by C. Capela),2,93-74,,
5:37.0,Personal foul by T. Ariza (drawn by J. Teague),,93-74,,
5:28.0,Personal foul by C. Capela (drawn by K. Towns),,93-74,,
5:15.0,,,93-74,,A. Wiggins misses 2-pt shot from 17 ft
5:13.0,Defensive rebound by C. Capela,,93-74,,
5:07.0,T. Ariza misses 3-pt shot from 23 ft,,93-74,,
5:05.0,,,93-74,,Defensive rebound by K. Towns
4:59.0,,,93-76,2,T. Gibson makes 2-pt shot at rim (assist by J. Teague)
4:47.0,L. Mbah a Moute misses 2-pt shot from 3 ft,,93-76,,
4:45.0,,,93-76,,Defensive rebound by K. Towns
4:35.0,,,93-76,,J. Teague misses 2-pt shot from 10 ft
4:33.0,,,93-76,,Offensive rebound by K. Towns
4:32.0,,,93-78,2,K. Towns makes 2-pt shot from 1 ft
4:23.0,Turnover by J. Harden (lost ball; steal by J. Teague),,93-78,,
4:22.0,Personal foul by E. Gordon (drawn by J. Teague),,93-78,,
4:22.0,,,93-79,1,J. Teague makes free throw 1 of 2
4:22.0,,,93-79,,J. Crawford enters the game for N. Bjelica
4:22.0,G. Green enters the game for T. Ariza,,93-79,,
4:22.0,R. Anderson enters the game for C. Capela,,93-79,,
4:22.0,,,93-80,1,J. Teague makes free throw 2 of 2
4:04.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,93-80,,
4:03.0,,,93-80,,Defensive rebound by K. Towns
3:46.0,,,93-80,,Turnover by A. Wiggins (step out of bounds)
3:46.0,,,93-80,,T. Jones enters the game for J. Teague
3:37.0,,,93-80,,Personal foul by T. Gibson (drawn by R. Anderson)
3:37.0,R. Anderson makes free throw 1 of 2,1,94-80,,
3:37.0,,,94-80,,N. Bjelica enters the game for T. Gibson
3:37.0,R. Anderson makes free throw 2 of 2,1,95-80,,
3:13.0,,,95-80,,J. Crawford misses 2-pt shot from 17 ft
3:11.0,,,95-80,,Offensive rebound by K. Towns
3:11.0,,,95-82,2,K. Towns makes 2-pt shot from 1 ft
2:55.0,J. Harden makes 2-pt shot from 9 ft,2,97-82,,
2:55.0,Shooting foul by A. Wiggins (drawn by J. Harden),,97-82,,
2:55.0,,,97-82,,Minnesota full timeout
2:55.0,J. Harden makes free throw 1 of 1,1,98-82,,
2:44.0,,,98-82,,A. Wiggins misses 2-pt shot from 5 ft (block by E. Gordon)
2:42.0,Defensive rebound by L. Mbah a Moute,,98-82,,
2:21.0,J. Harden misses 3-pt shot from 26 ft,,98-82,,
2:20.0,,,98-82,,Defensive rebound by Team
2:20.0,Loose ball foul by R. Anderson (drawn by N. Bjelica),,98-82,,
2:20.0,C. Paul enters the game for J. Harden,,98-82,,
2:20.0,,,98-82,,N. Bjelica misses free throw 1 of 2
2:20.0,,,98-82,,Offensive rebound by Team
2:20.0,,,98-82,,G. Dieng enters the game for K. Towns
2:20.0,,,98-83,1,N. Bjelica makes free throw 2 of 2
2:13.0,,,98-83,,Personal foul by T. Jones (drawn by C. Paul)
2:13.0,C. Paul misses free throw 1 of 2,,98-83,,
2:13.0,Offensive rebound by Team,,98-83,,
2:13.0,C. Paul makes free throw 2 of 2,1,99-83,,
2:00.0,,,99-85,2,A. Wiggins makes 2-pt shot from 15 ft
1:44.0,E. Gordon makes 3-pt shot from 22 ft (assist by C. Paul),3,102-85,,
1:31.0,,,102-85,,A. Wiggins misses 2-pt shot from 4 ft
1:29.0,Defensive rebound by E. Gordon,,102-85,,
1:23.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by R. Anderson),2,104-85,,
1:08.0,,,104-87,2,J. Crawford makes 2-pt shot from 16 ft
0:54.0,Turnover by C. Paul (lost ball; steal by A. Wiggins),,104-87,,
0:54.0,Personal foul by C. Paul (drawn by A. Wiggins),,104-87,,
0:54.0,,,104-87,,A. Wiggins misses free throw 1 of 2
0:54.0,,,104-87,,Offensive rebound by Team
0:54.0,,,104-88,1,A. Wiggins makes free throw 2 of 2
0:43.0,E. Gordon misses 3-pt shot from 27 ft,,104-88,,
0:41.0,,,104-88,,Defensive rebound by Team
0:37.0,,,104-88,,Shooting foul by L. Mbah a Moute (drawn by G. Dieng)
0:37.0,,,104-88,,G. Dieng misses free throw 1 of 2
0:37.0,,,104-88,,Offensive rebound by Team
0:37.0,,,104-89,1,G. Dieng makes free throw 2 of 2
0:34.0,Shooting foul by G. Dieng (drawn by L. Mbah a Moute),,104-89,,
0:34.0,L. Mbah a Moute misses free throw 1 of 2,,104-89,,
0:34.0,Offensive rebound by Team,,104-89,,
0:34.0,L. Mbah a Moute makes free throw 2 of 2,1,105-89,,
0:18.0,,,105-91,2,J. Crawford makes 2-pt shot from 12 ft
0:02.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,107-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,C. Paul makes 2-pt shot from 15 ft,2,109-91,,
11:16.0,,,109-93,2,G. Dieng makes 2-pt shot from 1 ft (assist by N. Bjelica)
11:02.0,Shooting foul by G. Dieng (drawn by G. Green),,109-93,,
11:02.0,G. Green misses free throw 1 of 2,,109-93,,
11:02.0,Offensive rebound by Team,,109-93,,
11:02.0,,,109-93,,J. Teague enters the game for T. Jones
11:02.0,G. Green misses free throw 2 of 2,,109-93,,
11:00.0,,,109-93,,Defensive rebound by N. Bjelica
10:44.0,,,109-96,3,J. Teague makes 3-pt shot from 25 ft (assist by G. Dieng)
10:19.0,C. Paul misses 3-pt shot from 26 ft,,109-96,,
10:18.0,,,109-96,,Defensive rebound by N. Bjelica
10:13.0,Personal foul by C. Paul (drawn by G. Dieng),,109-96,,
10:13.0,,,109-96,,Technical foul by G. Dieng
10:13.0,Technical foul by G. Green,,109-96,,
10:13.0,T. Ariza enters the game for L. Mbah a Moute,,109-96,,
10:13.0,P. Tucker enters the game for G. Green,,109-96,,
10:04.0,,,109-96,,N. Bjelica misses 2-pt shot from 1 ft
10:03.0,,,109-96,,Offensive rebound by G. Dieng
9:51.0,,,109-96,,Shooting foul by R. Anderson (drawn by J. Teague)
9:51.0,,,109-97,1,J. Teague makes free throw 1 of 2
9:51.0,C. Capela enters the game for R. Anderson,,109-97,,
9:51.0,,,109-98,1,J. Teague makes free throw 2 of 2
9:33.0,P. Tucker misses 3-pt shot from 23 ft,,109-98,,
9:30.0,,,109-98,,Defensive rebound by J. Teague
9:21.0,,,109-100,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Crawford)
8:57.0,Offensive charge foul by P. Tucker (drawn by G. Dieng),,109-100,,
8:57.0,Turnover by P. Tucker (offensive foul),,109-100,,
8:57.0,J. Harden enters the game for P. Tucker,,109-100,,
8:37.0,,,109-100,,J. Teague misses 2-pt shot from 12 ft (block by J. Harden)
8:34.0,Defensive rebound by J. Harden,,109-100,,
8:34.0,,,109-100,,Personal foul by G. Dieng (drawn by J. Harden)
8:31.0,J. Harden misses 3-pt shot from 25 ft,,109-100,,
8:29.0,,,109-100,,Defensive rebound by G. Dieng
8:21.0,,,109-100,,D. Rose misses 2-pt shot from 1 ft
8:19.0,Defensive rebound by C. Paul,,109-100,,
8:02.0,Turnover by J. Harden (turnover),,109-100,,
8:02.0,Loose ball foul by J. Harden (drawn by N. Bjelica),,109-100,,
8:02.0,Houston full timeout,,109-100,,
7:44.0,,,109-100,,G. Dieng misses 2-pt shot from 20 ft
7:41.0,,,109-100,,Offensive rebound by D. Rose
7:40.0,,,109-102,2,D. Rose makes 2-pt shot at rim
7:16.0,C. Paul makes 2-pt shot from 15 ft,2,111-102,,
6:51.0,,,111-102,,J. Crawford misses 2-pt shot from 3 ft
6:50.0,Defensive rebound by C. Capela,,111-102,,
6:34.0,J. Harden makes 2-pt shot from 2 ft,2,113-102,,
6:34.0,,,113-102,,Minnesota full timeout
6:34.0,,,113-102,,K. Towns enters the game for G. Dieng
6:26.0,,,113-102,,Offensive foul by K. Towns (drawn by T. Ariza)
6:26.0,,,113-102,,Turnover by K. Towns (offensive foul)
6:07.0,C. Paul misses 2-pt shot from 17 ft,,113-102,,
6:04.0,,,113-102,,Defensive rebound by N. Bjelica
5:48.0,,,113-104,2,D. Rose makes 2-pt shot from 1 ft (assist by J. Teague)
5:34.0,,,113-104,,Personal foul by N. Bjelica (drawn by T. Ariza)
5:34.0,,,113-104,,A. Wiggins enters the game for N. Bjelica
5:34.0,P. Tucker enters the game for C. Paul,,113-104,,
5:22.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,115-104,,
5:08.0,,,115-106,2,D. Rose makes 2-pt shot at rim (assist by J. Teague)
4:49.0,E. Gordon misses 3-pt shot from 25 ft,,115-106,,
4:48.0,,,115-106,,Defensive rebound by Team
4:48.0,Loose ball foul by P. Tucker (drawn by J. Teague),,115-106,,
4:48.0,,,115-106,,T. Gibson enters the game for J. Crawford
4:34.0,,,115-106,,J. Teague misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by C. Capela,,115-106,,
