time,Minnesota,pts.away,score,pts.home,Dallas
11:43.0,J. Crawford misses 2-pt shot from 17 ft,,74-72,,
11:39.0,,,74-72,,Defensive rebound by Y. Ferrell
11:21.0,,,74-74,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by J. Barea)
11:03.0,T. Jones makes 2-pt shot from 9 ft,2,76-74,,
10:50.0,,,76-74,,D. Nowitzki misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by S. Muhammad,,76-74,,
10:37.0,Offensive foul by K. Towns (drawn by J. Barea),,76-74,,
10:37.0,Turnover by K. Towns (offensive foul),,76-74,,
10:23.0,,,76-74,,J. Barea misses 3-pt shot from 24 ft
10:15.0,,,76-74,,Offensive rebound by S. Mejri
10:15.0,,,76-76,2,S. Mejri makes 2-pt shot at rim
10:03.0,S. Muhammad misses 3-pt shot from 27 ft,,76-76,,
9:59.0,,,76-76,,Defensive rebound by A. Cleveland
9:51.0,,,76-76,,A. Cleveland misses 2-pt shot from 19 ft
9:51.0,Defensive rebound by T. Jones,,76-76,,
9:41.0,J. Crawford makes 3-pt shot from 25 ft (assist by T. Jones),3,79-76,,
9:29.0,,,79-76,,J. Barea misses 3-pt shot from 25 ft
9:29.0,Defensive rebound by K. Towns,,79-76,,
9:20.0,Shooting foul by A. Cleveland (drawn by J. Crawford),,79-76,,
9:20.0,J. Crawford makes free throw 1 of 2,1,80-76,,
9:20.0,J. Crawford makes free throw 2 of 2,1,81-76,,
9:08.0,,,81-76,,D. Nowitzki misses 2-pt shot from 16 ft
9:08.0,Defensive rebound by T. Jones,,81-76,,
9:00.0,,,81-76,,Personal foul by A. Cleveland (drawn by J. Crawford)
9:00.0,,,81-76,,D. Harris enters the game for A. Cleveland
8:56.0,T. Jones misses 2-pt shot from 10 ft,,81-76,,
8:53.0,,,81-76,,Defensive rebound by D. Nowitzki
8:44.0,,,81-76,,D. Nowitzki misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by K. Towns,,81-76,,
8:34.0,N. Bjelica misses 3-pt shot from 24 ft,,81-76,,
8:32.0,,,81-76,,Defensive rebound by J. Barea
8:25.0,,,81-78,2,J. Barea makes 2-pt shot from 1 ft
8:24.0,Minnesota full timeout,,81-78,,
8:24.0,J. Teague enters the game for T. Jones,,81-78,,
8:24.0,J. Butler enters the game for S. Muhammad,,81-78,,
8:10.0,J. Crawford makes 2-pt shot from 18 ft (assist by N. Bjelica),2,83-78,,
7:52.0,,,83-78,,D. Harris misses 2-pt shot from 2 ft
7:50.0,Defensive rebound by J. Teague,,83-78,,
7:37.0,N. Bjelica makes 3-pt shot from 26 ft (assist by J. Teague),3,86-78,,
7:35.0,,,86-78,,Dallas full timeout
7:35.0,,,86-78,,H. Barnes enters the game for Y. Ferrell
7:35.0,,,86-78,,W. Matthews enters the game for D. Harris
7:35.0,,,86-78,,D. Smith enters the game for D. Nowitzki
7:35.0,,,86-78,,M. Kleber enters the game for S. Mejri
7:35.0,T. Gibson enters the game for N. Bjelica,,86-78,,
7:21.0,,,86-78,,J. Barea misses 2-pt shot from 12 ft
7:19.0,,,86-78,,Offensive rebound by Team
7:10.0,,,86-78,,J. Barea misses 3-pt shot from 25 ft
7:07.0,Defensive rebound by J. Butler,,86-78,,
6:52.0,,,86-78,,Shooting block foul by M. Kleber (drawn by K. Towns)
6:52.0,K. Towns makes free throw 1 of 2,1,87-78,,
6:52.0,K. Towns misses free throw 2 of 2,,87-78,,
6:49.0,,,87-78,,Defensive rebound by H. Barnes
6:40.0,,,87-78,,J. Barea misses 2-pt shot from 11 ft
6:36.0,Defensive rebound by K. Towns,,87-78,,
6:16.0,J. Butler makes 3-pt shot from 23 ft (assist by J. Teague),3,90-78,,
6:03.0,Personal foul by J. Teague (drawn by H. Barnes),,90-78,,
6:03.0,A. Wiggins enters the game for J. Crawford,,90-78,,
5:57.0,,,90-78,,H. Barnes misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by J. Butler,,90-78,,
5:36.0,J. Teague makes 3-pt shot from 26 ft (assist by J. Butler),3,93-78,,
5:35.0,,,93-78,,Dallas full timeout
5:35.0,,,93-78,,Y. Ferrell enters the game for J. Barea
5:35.0,,,93-78,,N. Noel enters the game for M. Kleber
5:24.0,,,93-80,2,N. Noel makes 2-pt shot from 1 ft (assist by D. Smith)
5:00.0,J. Butler misses 2-pt shot from 20 ft,,93-80,,
4:58.0,Offensive rebound by K. Towns,,93-80,,
4:57.0,K. Towns makes 2-pt shot at rim,2,95-80,,
4:38.0,,,95-80,,D. Smith misses 2-pt shot from 14 ft
4:38.0,Defensive rebound by J. Teague,,95-80,,
4:15.0,J. Butler makes 2-pt shot from 17 ft (assist by J. Teague),2,97-80,,
3:54.0,,,97-80,,Turnover by W. Matthews (bad pass; steal by A. Wiggins)
3:51.0,J. Butler makes 2-pt shot from 1 ft (assist by A. Wiggins),2,99-80,,
3:51.0,Shooting foul by D. Smith (drawn by J. Butler),,99-80,,
3:51.0,,,99-80,,A. Cleveland enters the game for D. Smith
3:51.0,J. Butler makes free throw 1 of 1,1,100-80,,
3:28.0,,,100-80,,H. Barnes misses 2-pt shot from 10 ft
3:24.0,,,100-80,,Offensive rebound by N. Noel
3:24.0,,,100-80,,N. Noel misses 2-pt shot at rim
3:21.0,Defensive rebound by T. Gibson,,100-80,,
3:12.0,Turnover by J. Teague (bad pass; steal by H. Barnes),,100-80,,
3:08.0,,,100-80,,W. Matthews misses 3-pt shot from 24 ft
3:02.0,Defensive rebound by K. Towns,,100-80,,
3:00.0,Turnover by K. Towns (bad pass),,100-80,,
3:00.0,,,100-80,,Dallas full timeout
3:00.0,,,100-80,,D. Powell enters the game for W. Matthews
3:00.0,,,100-80,,S. Mejri enters the game for H. Barnes
3:00.0,T. Jones enters the game for J. Teague,,100-80,,
3:00.0,G. Dieng enters the game for K. Towns,,100-80,,
2:46.0,,,100-80,,Y. Ferrell misses 3-pt shot from 24 ft
2:42.0,,,100-80,,Offensive rebound by N. Noel
