time,New York,pts.away,score,pts.home,Indiana
9:32.0,L. Thomas enters the game for E. Kanter,,40-73,,
9:32.0,F. Ntilikina enters the game for C. Lee,,40-73,,
9:32.0,R. Baker enters the game for D. Dotson,,40-73,,
9:32.0,R. Sessions enters the game for M. Beasley,,40-73,,
9:32.0,W. Hernangomez enters the game for J. Jack,,40-73,,
9:32.0,,,40-74,1,D. Collison makes free throw 2 of 2
9:26.0,Turnover by F. Ntilikina (lost ball; steal by D. Collison),,40-74,,
9:23.0,,,40-76,2,D. Collison makes 2-pt shot from 1 ft
9:03.0,Turnover by W. Hernangomez (bad pass; steal by B. Bogdanovic),,40-76,,
8:59.0,,,40-78,2,B. Bogdanovic makes 2-pt shot at rim (assist by D. Collison)
8:41.0,L. Thomas makes 2-pt shot from 18 ft,2,42-78,,
8:30.0,,,42-78,,Turnover by V. Oladipo (traveling)
8:19.0,R. Sessions misses 2-pt shot at rim,,42-78,,
8:17.0,Offensive rebound by W. Hernangomez,,42-78,,
8:17.0,W. Hernangomez makes 2-pt shot at rim,2,44-78,,
7:57.0,,,44-78,,Offensive foul by M. Turner (drawn by R. Sessions)
7:57.0,,,44-78,,Turnover by M. Turner (offensive foul)
7:45.0,L. Thomas makes 2-pt shot from 19 ft (assist by W. Hernangomez),2,46-78,,
7:23.0,,,46-78,,M. Turner misses 2-pt shot from 21 ft
7:19.0,,,46-78,,Offensive rebound by B. Bogdanovic
7:19.0,,,46-78,,B. Bogdanovic misses 2-pt shot at rim
7:18.0,Defensive rebound by W. Hernangomez,,46-78,,
7:11.0,L. Thomas misses 3-pt shot from 22 ft,,46-78,,
7:08.0,,,46-78,,Defensive rebound by V. Oladipo
7:04.0,,,46-81,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by V. Oladipo)
6:50.0,W. Hernangomez misses 2-pt shot from 14 ft,,46-81,,
6:46.0,,,46-81,,Defensive rebound by T. Young
6:34.0,Personal foul by R. Baker (drawn by M. Turner),,46-81,,
6:34.0,,,46-81,,Indiana full timeout
6:25.0,,,46-81,,T. Young misses 2-pt shot from 3 ft
6:22.0,Defensive rebound by W. Hernangomez,,46-81,,
6:14.0,R. Sessions misses 2-pt shot from 1 ft,,46-81,,
6:12.0,,,46-81,,Defensive rebound by T. Young
5:59.0,,,46-81,,V. Oladipo misses 3-pt shot from 27 ft
5:56.0,,,46-81,,Offensive rebound by T. Young
5:46.0,,,46-83,2,T. Young makes 2-pt shot from 3 ft (assist by D. Collison)
5:28.0,R. Baker makes 3-pt shot from 23 ft (assist by L. Thomas),3,49-83,,
5:07.0,,,49-85,2,V. Oladipo makes 2-pt shot from 1 ft
4:50.0,W. Hernangomez makes 2-pt shot at rim,2,51-85,,
4:41.0,,,51-85,,M. Turner misses 3-pt shot from 28 ft
4:37.0,Defensive rebound by R. Sessions,,51-85,,
4:32.0,F. Ntilikina misses 3-pt shot from 25 ft,,51-85,,
4:31.0,Offensive rebound by W. Hernangomez,,51-85,,
4:28.0,L. Thomas misses 3-pt shot from 26 ft,,51-85,,
4:28.0,Offensive rebound by W. Hernangomez,,51-85,,
4:10.0,W. Hernangomez misses 2-pt shot from 5 ft (block by D. Collison),,51-85,,
4:08.0,,,51-85,,Defensive rebound by D. Collison
4:04.0,,,51-85,,D. Collison misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by F. Ntilikina,,51-85,,
3:58.0,Shooting foul by T. Young (drawn by F. Ntilikina),,51-85,,
3:58.0,F. Ntilikina makes free throw 1 of 2,1,52-85,,
3:58.0,,,52-85,,D. Sabonis enters the game for T. Young
3:58.0,,,52-85,,C. Joseph enters the game for B. Bogdanovic
3:58.0,F. Ntilikina makes free throw 2 of 2,1,53-85,,
3:38.0,,,53-85,,D. Sabonis misses 2-pt shot at rim
3:35.0,,,53-85,,Offensive rebound by D. Sabonis
3:35.0,,,53-85,,D. Sabonis misses 2-pt shot at rim
3:34.0,Defensive rebound by W. Hernangomez,,53-85,,
3:30.0,R. Sessions misses 2-pt shot from 1 ft,,53-85,,
3:28.0,,,53-85,,Defensive rebound by D. Sabonis
3:06.0,,,53-85,,V. Oladipo misses 3-pt shot from 26 ft
3:03.0,Defensive rebound by W. Hernangomez,,53-85,,
2:56.0,F. Ntilikina makes 2-pt shot at rim,2,55-85,,
2:56.0,Shooting foul by M. Turner (drawn by F. Ntilikina),,55-85,,
2:56.0,New York full timeout,,55-85,,
2:56.0,,,55-85,,L. Stephenson enters the game for D. Collison
2:56.0,,,55-85,,T. Leaf enters the game for M. Turner
2:56.0,D. McDermott enters the game for L. Thomas,,55-85,,
2:56.0,F. Ntilikina makes free throw 1 of 1,1,56-85,,
2:38.0,,,56-87,2,C. Joseph makes 2-pt shot from 18 ft (assist by L. Stephenson)
2:19.0,W. Hernangomez makes 2-pt shot from 10 ft (assist by R. Sessions),2,58-87,,
2:05.0,,,58-87,,Turnover by V. Oladipo (step out of bounds)
1:47.0,F. Ntilikina misses 2-pt shot from 1 ft,,58-87,,
1:46.0,Offensive rebound by W. Hernangomez,,58-87,,
1:44.0,W. Hernangomez makes 2-pt shot from 5 ft,2,60-87,,
1:20.0,,,60-87,,Shooting foul by F. Ntilikina (drawn by C. Joseph)
1:20.0,,,60-88,1,C. Joseph makes free throw 1 of 2
1:20.0,,,60-89,1,C. Joseph makes free throw 2 of 2
1:12.0,F. Ntilikina makes 2-pt shot from 20 ft (assist by W. Hernangomez),2,62-89,,
1:00.0,,,62-91,2,V. Oladipo makes 2-pt shot from 1 ft
0:46.0,R. Baker makes 3-pt shot from 25 ft (assist by D. McDermott),3,65-91,,
0:35.0,,,65-93,2,D. Sabonis makes 2-pt shot from 20 ft (assist by V. Oladipo)
0:15.0,R. Sessions misses 2-pt shot from 11 ft,,65-93,,
0:13.0,,,65-93,,Defensive rebound by T. Leaf
0:07.0,Personal foul by R. Baker (drawn by D. Sabonis),,65-93,,
0:07.0,,,65-94,1,D. Sabonis makes free throw 1 of 2
0:07.0,,,65-95,1,D. Sabonis makes free throw 2 of 2
0:00.0,Turnover by R. Sessions (bad pass; steal by C. Joseph),,65-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,D. McDermott makes 2-pt shot from 19 ft (assist by R. Baker),2,67-95,,
11:29.0,,,67-95,,Turnover by D. Sabonis (bad pass)
11:20.0,R. Baker misses 3-pt shot from 28 ft,,67-95,,
11:18.0,Offensive rebound by Team,,67-95,,
11:08.0,F. Ntilikina misses 2-pt shot from 20 ft,,67-95,,
11:04.0,,,67-95,,Defensive rebound by D. Sabonis
10:52.0,,,67-97,2,L. Stephenson makes 2-pt shot from 14 ft (assist by C. Joseph)
10:36.0,D. McDermott misses 3-pt shot from 23 ft,,67-97,,
10:34.0,,,67-97,,Defensive rebound by L. Stephenson
10:23.0,,,67-97,,B. Bogdanovic misses 3-pt shot from 22 ft
10:19.0,Defensive rebound by J. Noah,,67-97,,
10:12.0,Turnover by J. Noah (bad pass),,67-97,,
9:59.0,,,67-97,,L. Stephenson misses 3-pt shot from 26 ft
9:58.0,Defensive rebound by Team,,67-97,,
9:43.0,F. Ntilikina misses 2-pt shot from 1 ft,,67-97,,
9:39.0,,,67-97,,Defensive rebound by D. Sabonis
9:31.0,,,67-97,,D. Sabonis misses 2-pt shot from 8 ft
9:28.0,Defensive rebound by D. Dotson,,67-97,,
9:23.0,Turnover by R. Baker (bad pass),,67-97,,
9:23.0,R. Sessions enters the game for F. Ntilikina,,67-97,,
9:09.0,,,67-97,,Turnover by D. Sabonis (lost ball; steal by J. Noah)
9:04.0,R. Sessions misses 2-pt shot at rim,,67-97,,
9:01.0,Offensive rebound by J. Noah,,67-97,,
9:01.0,J. Noah makes 2-pt shot at rim,2,69-97,,
8:45.0,,,69-99,2,B. Bogdanovic makes 2-pt shot from 6 ft
8:33.0,,,69-99,,Personal foul by L. Stephenson (drawn by D. Dotson)
8:24.0,R. Sessions misses 2-pt shot from 6 ft,,69-99,,
8:24.0,Offensive rebound by J. Noah,,69-99,,
8:24.0,Shooting foul by B. Bogdanovic (drawn by J. Noah),,69-99,,
8:24.0,J. Noah misses free throw 1 of 2,,69-99,,
8:24.0,Offensive rebound by Team,,69-99,,
8:24.0,J. Noah makes free throw 2 of 2,1,70-99,,
8:08.0,,,70-99,,C. Joseph misses 3-pt shot from 26 ft
8:07.0,Defensive rebound by Team,,70-99,,
8:07.0,,,70-99,,Loose ball foul by D. Sabonis (drawn by J. Noah)
8:00.0,D. Dotson misses 2-pt shot from 18 ft,,70-99,,
7:57.0,,,70-99,,Defensive rebound by C. Joseph
7:52.0,,,70-102,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by C. Joseph)
7:41.0,R. Sessions makes 3-pt shot from 27 ft (assist by J. Noah),3,73-102,,
7:25.0,,,73-104,2,D. Sabonis makes 2-pt shot from 19 ft (assist by C. Joseph)
7:12.0,D. Dotson makes 3-pt shot from 22 ft (assist by R. Sessions),3,76-104,,
7:12.0,,,76-104,,Indiana full timeout
7:12.0,,,76-104,,J. Young enters the game for T. Leaf
6:53.0,,,76-104,,L. Stephenson misses 3-pt shot from 23 ft
6:50.0,Defensive rebound by D. Dotson,,76-104,,
6:44.0,D. Dotson makes 3-pt shot from 24 ft (assist by J. Noah),3,79-104,,
6:17.0,,,79-104,,C. Joseph misses 2-pt shot from 10 ft
6:16.0,Defensive rebound by J. Noah,,79-104,,
6:05.0,D. Dotson misses 2-pt shot at rim,,79-104,,
6:03.0,,,79-104,,Defensive rebound by D. Sabonis
6:00.0,,,79-104,,Shooting foul by D. Dotson (drawn by J. Young)
6:00.0,,,79-104,,J. Young misses free throw 1 of 2
6:00.0,,,79-104,,Offensive rebound by Team
6:00.0,,,79-105,1,J. Young makes free throw 2 of 2
5:51.0,Offensive charge foul by R. Sessions (drawn by J. Young),,79-105,,
5:51.0,Turnover by R. Sessions (offensive foul),,79-105,,
5:39.0,,,79-105,,C. Joseph misses 2-pt shot from 18 ft
5:36.0,Defensive rebound by D. McDermott,,79-105,,
5:26.0,R. Sessions makes 2-pt shot at rim (assist by J. Noah),2,81-105,,
5:07.0,,,81-105,,D. Sabonis misses 2-pt shot from 5 ft
5:06.0,Defensive rebound by D. Dotson,,81-105,,
5:06.0,,,81-105,,Personal foul by D. Sabonis (drawn by J. Noah)
5:06.0,,,81-105,,T. Leaf enters the game for B. Bogdanovic
5:06.0,F. Ntilikina enters the game for R. Sessions,,81-105,,
4:59.0,,,81-105,,Personal foul by T. Leaf (drawn by D. McDermott)
4:59.0,D. McDermott misses free throw 1 of 2,,81-105,,
4:59.0,Offensive rebound by Team,,81-105,,
4:59.0,D. McDermott makes free throw 2 of 2,1,82-105,,
4:58.0,,,82-105,,Turnover by D. Sabonis (bad pass)
4:56.0,D. Dotson makes 2-pt shot from 18 ft (assist by R. Baker),2,84-105,,
4:39.0,,,84-107,2,J. Young makes 2-pt shot from 19 ft
4:26.0,J. Noah misses 2-pt shot from 3 ft,,84-107,,
4:24.0,,,84-107,,Defensive rebound by T. Leaf
4:16.0,,,84-107,,T. Leaf misses 2-pt shot from 9 ft
4:12.0,,,84-107,,Offensive rebound by D. Sabonis
4:12.0,,,84-107,,D. Sabonis misses 2-pt shot at rim
4:10.0,Defensive rebound by D. Dotson,,84-107,,
4:03.0,F. Ntilikina misses 3-pt shot from 27 ft,,84-107,,
4:00.0,,,84-107,,Defensive rebound by L. Stephenson
3:57.0,,,84-109,2,C. Joseph makes 2-pt shot from 1 ft (assist by L. Stephenson)
3:55.0,New York full timeout,,84-109,,
3:55.0,,,84-109,,D. Wilkins enters the game for C. Joseph
3:55.0,W. Hernangomez enters the game for J. Noah,,84-109,,
3:36.0,W. Hernangomez makes 2-pt shot from 6 ft (assist by D. McDermott),2,86-109,,
3:24.0,,,86-109,,T. Leaf misses 2-pt shot from 20 ft
3:21.0,Defensive rebound by D. Dotson,,86-109,,
3:19.0,,,86-109,,Personal foul by T. Leaf (drawn by R. Baker)
3:19.0,R. Baker misses free throw 1 of 2,,86-109,,
3:19.0,Offensive rebound by Team,,86-109,,
3:19.0,R. Baker makes free throw 2 of 2,1,87-109,,
3:14.0,Personal foul by F. Ntilikina (drawn by L. Stephenson),,87-109,,
2:57.0,,,87-109,,T. Leaf misses 2-pt shot from 11 ft
2:54.0,Defensive rebound by W. Hernangomez,,87-109,,
2:49.0,F. Ntilikina misses 2-pt shot from 3 ft,,87-109,,
2:46.0,,,87-109,,Defensive rebound by D. Sabonis
