time,Atlanta,pts.away,score,pts.home,Milwaukee
6:54.0,,,12-7,,Shooting foul by M. Muscala (drawn by J. Henson)
6:54.0,,,12-8,1,J. Henson makes free throw 1 of 2
6:54.0,,,12-9,1,J. Henson makes free throw 2 of 2
6:41.0,D. Schroder misses 2-pt shot from 3 ft,,12-9,,
6:39.0,,,12-9,,Defensive rebound by J. Henson
6:31.0,,,12-9,,G. Antetokounmpo misses 2-pt shot from 1 ft (block by D. Dedmon)
6:24.0,,,12-9,,Offensive rebound by G. Antetokounmpo
6:23.0,,,12-11,2,G. Antetokounmpo makes 2-pt shot from 1 ft
6:18.0,M. Muscala misses 3-pt shot from 27 ft,,12-11,,
6:18.0,,,12-11,,Defensive rebound by K. Middleton
6:13.0,,,12-11,,E. Bledsoe misses 2-pt shot from 1 ft (block by T. Waller-Prince)
6:13.0,Defensive rebound by T. Waller-Prince,,12-11,,
6:05.0,T. Waller-Prince makes 2-pt shot from 1 ft (assist by D. Schroder),2,14-11,,
5:45.0,,,14-11,,T. Snell misses 2-pt shot from 20 ft
5:42.0,Defensive rebound by M. Muscala,,14-11,,
5:36.0,M. Muscala makes 2-pt shot at rim (assist by D. Schroder),2,16-11,,
5:22.0,,,16-14,3,G. Antetokounmpo makes 3-pt shot from 25 ft (assist by J. Henson)
5:10.0,,,16-14,,Violation by J. Henson (kicked ball)
5:10.0,,,16-14,,B. Jennings enters the game for E. Bledsoe
5:10.0,,,16-14,,S. Brown enters the game for T. Snell
5:10.0,I. Taylor enters the game for T. Dorsey,,16-14,,
5:10.0,J. Collins enters the game for D. Dedmon,,16-14,,
4:58.0,J. Collins misses 2-pt shot from 4 ft (block by G. Antetokounmpo),,16-14,,
4:54.0,,,16-14,,Defensive rebound by S. Brown
4:50.0,,,16-14,,B. Jennings misses 2-pt shot from 2 ft
4:48.0,Defensive rebound by M. Muscala,,16-14,,
4:44.0,T. Waller-Prince misses 3-pt shot from 26 ft,,16-14,,
4:37.0,Offensive rebound by M. Muscala,,16-14,,
4:37.0,M. Muscala makes 2-pt shot at rim,2,18-14,,
4:23.0,,,18-16,2,K. Middleton makes 2-pt shot from 1 ft (assist by G. Antetokounmpo)
4:05.0,,,18-16,,Personal foul by S. Brown (drawn by D. Schroder)
4:05.0,,,18-16,,T. Maker enters the game for K. Middleton
4:05.0,,,18-16,,J. Parker enters the game for J. Henson
3:55.0,D. Schroder makes 3-pt shot from 28 ft,3,21-16,,
3:45.0,,,21-16,,G. Antetokounmpo misses 2-pt shot from 2 ft
3:43.0,,,21-16,,Offensive rebound by G. Antetokounmpo
3:43.0,,,21-16,,G. Antetokounmpo misses 2-pt shot at rim
3:43.0,Defensive rebound by J. Collins,,21-16,,
3:37.0,Jump ball: G. Antetokounmpo vs. J. Collins (J. Parker gains possession),,,,Jump ball: G. Antetokounmpo vs. J. Collins (J. Parker gains possession)
3:37.0,Turnover by J. Collins (turnover; steal by G. Antetokounmpo),,21-16,,
3:36.0,,,21-16,,J. Parker misses 3-pt shot from 27 ft
3:33.0,Defensive rebound by I. Taylor,,21-16,,
3:31.0,Shooting foul by J. Parker (drawn by T. Waller-Prince),,21-16,,
3:31.0,T. Waller-Prince makes free throw 1 of 2,1,22-16,,
3:31.0,D. Lee enters the game for D. Schroder,,22-16,,
3:31.0,T. Waller-Prince makes free throw 2 of 2,1,23-16,,
3:09.0,,,23-16,,B. Jennings misses 3-pt shot from 26 ft
3:07.0,Defensive rebound by T. Waller-Prince,,23-16,,
3:03.0,J. Collins makes 2-pt shot from 2 ft (assist by T. Waller-Prince),2,25-16,,
3:02.0,,,25-16,,Milwaukee full timeout
2:47.0,,,25-16,,J. Parker misses 2-pt shot from 9 ft
2:44.0,,,25-16,,Offensive rebound by J. Parker
2:41.0,,,25-16,,G. Antetokounmpo misses 3-pt shot from 23 ft
2:38.0,Defensive rebound by J. Collins,,25-16,,
2:29.0,D. Lee misses 2-pt shot from 7 ft,,25-16,,
2:22.0,Offensive rebound by T. Waller-Prince,,25-16,,
2:22.0,T. Waller-Prince makes 2-pt shot at rim,2,27-16,,
2:07.0,,,27-19,3,J. Parker makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
1:54.0,Turnover by T. Waller-Prince (bad pass; steal by S. Brown),,27-19,,
1:45.0,,,27-19,,G. Antetokounmpo misses 2-pt shot from 2 ft
1:45.0,,,27-19,,Offensive rebound by G. Antetokounmpo
1:45.0,,,27-19,,Shooting foul by J. Collins (drawn by G. Antetokounmpo)
1:45.0,,,27-20,1,G. Antetokounmpo makes free throw 1 of 2
1:45.0,T. Cavanaugh enters the game for T. Waller-Prince,,27-20,,
1:45.0,A. White enters the game for J. Collins,,27-20,,
1:45.0,,,27-21,1,G. Antetokounmpo makes free throw 2 of 2
1:32.0,Shooting foul by T. Maker (drawn by M. Muscala),,27-21,,
1:32.0,M. Muscala makes free throw 1 of 2,1,28-21,,
1:32.0,,,28-21,,K. Middleton enters the game for G. Antetokounmpo
1:32.0,M. Muscala makes free throw 2 of 2,1,29-21,,
1:19.0,,,29-23,2,J. Parker makes 2-pt shot from 17 ft (assist by K. Middleton)
1:02.0,A. White makes 2-pt shot from 12 ft (assist by I. Taylor),2,31-23,,
0:45.0,,,31-23,,K. Middleton misses 2-pt shot from 7 ft
0:42.0,Defensive rebound by I. Taylor,,31-23,,
0:25.0,T. Cavanaugh misses 3-pt shot from 24 ft,,31-23,,
0:21.0,,,31-23,,Defensive rebound by K. Middleton
0:02.0,,,31-26,3,T. Maker makes 3-pt shot from 26 ft (assist by K. Middleton)
0:00.0,I. Taylor misses 3-pt shot from 34 ft (block by B. Jennings),,31-26,,
0:00.0,Offensive rebound by Team,,31-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,D. Dedmon makes 2-pt shot from 1 ft (assist by D. Schroder),2,33-26,,
11:30.0,,,33-26,,Turnover by K. Middleton (lost ball; steal by D. Lee)
11:25.0,Offensive charge foul by D. Dedmon (drawn by T. Maker),,33-26,,
11:25.0,Turnover by D. Dedmon (offensive foul),,33-26,,
11:15.0,,,33-26,,J. Parker misses 2-pt shot from 3 ft
11:13.0,Defensive rebound by D. Dedmon,,33-26,,
11:07.0,D. Lee misses 3-pt shot from 27 ft,,33-26,,
11:04.0,,,33-26,,Defensive rebound by T. Maker
10:59.0,Personal foul by D. Lee (drawn by K. Middleton),,33-26,,
10:55.0,,,33-28,2,T. Maker makes 2-pt shot from 18 ft (assist by J. Parker)
10:40.0,D. Lee misses 2-pt shot from 2 ft,,33-28,,
10:37.0,Offensive rebound by D. Lee,,33-28,,
10:36.0,D. Lee misses 2-pt shot from 3 ft,,33-28,,
10:36.0,,,33-28,,Defensive rebound by K. Middleton
10:29.0,,,33-28,,T. Maker misses 2-pt shot from 2 ft (block by D. Dedmon)
10:26.0,Defensive rebound by D. Lee,,33-28,,
10:20.0,D. Lee makes 3-pt shot from 25 ft (assist by D. Schroder),3,36-28,,
10:08.0,,,36-30,2,J. Parker makes 2-pt shot from 1 ft (assist by B. Jennings)
9:44.0,D. Schroder misses 2-pt shot from 19 ft,,36-30,,
9:41.0,,,36-30,,Defensive rebound by S. Brown
9:37.0,,,36-30,,Turnover by K. Middleton (traveling)
9:37.0,,,36-30,,G. Antetokounmpo enters the game for J. Parker
9:37.0,,,36-30,,J. Terry enters the game for S. Brown
9:23.0,,,36-30,,Personal foul by T. Maker (drawn by D. Schroder)
9:23.0,,,36-30,,J. Henson enters the game for T. Maker
9:23.0,T. Waller-Prince enters the game for D. Lee,,36-30,,
9:17.0,,,36-30,,Violation by B. Jennings (kicked ball)
9:03.0,D. Schroder misses 2-pt shot from 17 ft (block by J. Terry),,36-30,,
8:59.0,,,36-30,,Defensive rebound by G. Antetokounmpo
8:56.0,,,36-30,,B. Jennings misses 3-pt shot from 25 ft
8:52.0,Defensive rebound by T. Waller-Prince,,36-30,,
8:43.0,A. White misses 3-pt shot from 25 ft,,36-30,,
8:40.0,,,36-30,,Defensive rebound by G. Antetokounmpo
8:34.0,,,36-30,,Turnover by G. Antetokounmpo (palming)
8:18.0,Turnover by T. Waller-Prince (bad pass; steal by G. Antetokounmpo),,36-30,,
8:18.0,Personal take foul by D. Schroder (drawn by G. Antetokounmpo),,36-30,,
8:18.0,T. Dorsey enters the game for A. White,,36-30,,
8:11.0,Personal foul by T. Waller-Prince (drawn by K. Middleton),,36-30,,
7:59.0,,,36-30,,G. Antetokounmpo misses 3-pt shot from 27 ft
7:57.0,Defensive rebound by T. Dorsey,,36-30,,
7:46.0,Turnover by T. Dorsey (bad pass; steal by J. Terry),,36-30,,
7:43.0,,,36-32,2,G. Antetokounmpo makes 2-pt shot at rim (assist by J. Terry)
7:29.0,D. Dedmon misses 3-pt shot from 26 ft,,36-32,,
7:26.0,,,36-32,,Defensive rebound by G. Antetokounmpo
7:18.0,,,36-32,,K. Middleton misses 2-pt shot from 2 ft
7:16.0,Defensive rebound by D. Schroder,,36-32,,
7:13.0,Turnover by D. Schroder (bad pass; steal by J. Terry),,36-32,,
7:11.0,,,36-32,,Turnover by J. Terry (bad pass)
7:11.0,,,36-32,,E. Bledsoe enters the game for B. Jennings
7:11.0,M. Muscala enters the game for T. Cavanaugh,,36-32,,
6:56.0,Turnover by D. Dedmon (bad pass; steal by E. Bledsoe),,36-32,,
6:52.0,,,36-32,,E. Bledsoe misses 2-pt shot from 1 ft
6:52.0,Defensive rebound by Team,,36-32,,
6:52.0,,,36-32,,Personal foul by G. Antetokounmpo (drawn by M. Muscala)
6:52.0,,,36-32,,Milwaukee full timeout
6:52.0,I. Taylor enters the game for D. Schroder,,36-32,,
6:34.0,T. Waller-Prince makes 3-pt shot from 23 ft (assist by I. Taylor),3,39-32,,
6:23.0,Def 3 sec tech foul by M. Muscala,,39-32,,
6:23.0,,,39-33,1,K. Middleton makes technical free throw
6:14.0,,,39-33,,Shooting foul by I. Taylor (drawn by E. Bledsoe)
6:14.0,,,39-33,,E. Bledsoe misses free throw 1 of 2
6:14.0,,,39-33,,Offensive rebound by Team
6:14.0,,,39-34,1,E. Bledsoe makes free throw 2 of 2
6:02.0,Turnover by M. Muscala (bad pass; steal by J. Henson),,39-34,,
5:54.0,,,39-36,2,G. Antetokounmpo makes 2-pt shot from 4 ft (assist by J. Terry)
5:51.0,,,39-36,,Personal foul by K. Middleton (drawn by I. Taylor)
5:45.0,I. Taylor misses 2-pt shot from 3 ft,,39-36,,
5:42.0,,,39-36,,Defensive rebound by G. Antetokounmpo
5:38.0,,,39-36,,T. Snell enters the game for K. Middleton
5:28.0,,,39-39,3,E. Bledsoe makes 3-pt shot from 27 ft (assist by G. Antetokounmpo)
5:18.0,Turnover by D. Dedmon (traveling),,39-39,,
5:10.0,Personal foul by I. Taylor (drawn by E. Bledsoe),,39-39,,
5:10.0,,,39-40,1,E. Bledsoe makes free throw 1 of 2
5:10.0,,,39-41,1,E. Bledsoe makes free throw 2 of 2
5:04.0,,,39-41,,Personal foul by J. Terry (drawn by T. Dorsey)
5:04.0,,,39-41,,J. Parker enters the game for J. Terry
5:04.0,J. Collins enters the game for D. Dedmon,,39-41,,
4:55.0,,,39-41,,Personal foul by E. Bledsoe (drawn by I. Taylor)
4:55.0,I. Taylor makes free throw 1 of 2,1,40-41,,
4:55.0,I. Taylor makes free throw 2 of 2,1,41-41,,
4:42.0,,,41-43,2,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by E. Bledsoe)
4:36.0,Shooting foul by G. Antetokounmpo (drawn by T. Waller-Prince),,41-43,,
4:36.0,T. Waller-Prince makes free throw 1 of 2,1,42-43,,
4:36.0,D. Schroder enters the game for T. Dorsey,,42-43,,
4:36.0,T. Waller-Prince makes free throw 2 of 2,1,43-43,,
4:19.0,Shooting block foul by D. Schroder (drawn by E. Bledsoe),,43-43,,
4:19.0,,,43-45,2,E. Bledsoe makes 2-pt shot from 2 ft
4:19.0,,,43-46,1,E. Bledsoe makes free throw 1 of 1
3:53.0,J. Collins makes 2-pt shot at rim,2,45-46,,
3:40.0,,,45-46,,G. Antetokounmpo misses 2-pt shot from 16 ft
3:37.0,Defensive rebound by T. Waller-Prince,,45-46,,
3:30.0,T. Waller-Prince misses 2-pt shot from 3 ft (block by J. Henson),,45-46,,
3:26.0,,,45-46,,Defensive rebound by J. Henson
3:24.0,,,45-48,2,J. Parker makes 2-pt shot at rim (assist by E. Bledsoe)
3:24.0,Atlanta full timeout,,45-48,,
3:10.0,M. Muscala misses 3-pt shot from 23 ft,,45-48,,
3:07.0,,,45-48,,Defensive rebound by T. Snell
2:50.0,,,45-48,,J. Parker misses 3-pt shot from 25 ft
2:47.0,Defensive rebound by J. Collins,,45-48,,
2:40.0,Turnover by M. Muscala (bad pass; steal by E. Bledsoe),,45-48,,
2:34.0,,,45-48,,T. Snell misses 2-pt shot from 1 ft
2:32.0,Defensive rebound by J. Collins,,45-48,,
2:27.0,M. Muscala misses 2-pt shot from 4 ft,,45-48,,
2:25.0,,,45-48,,Defensive rebound by J. Henson
2:10.0,,,45-48,,E. Bledsoe misses 2-pt shot from 14 ft
2:08.0,Defensive rebound by M. Muscala,,45-48,,
1:50.0,M. Muscala misses 3-pt shot from 23 ft,,45-48,,
1:47.0,,,45-48,,Defensive rebound by J. Parker
1:41.0,,,45-51,3,T. Snell makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
1:40.0,Atlanta full timeout,,45-51,,
1:40.0,D. Lee enters the game for M. Muscala,,45-51,,
1:31.0,Offensive charge foul by D. Lee (drawn by J. Parker),,45-51,,
1:31.0,Turnover by D. Lee (offensive foul),,45-51,,
1:31.0,,,45-51,,K. Middleton enters the game for J. Henson
1:18.0,,,45-53,2,J. Parker makes 2-pt shot at rim
1:17.0,,,45-53,,Technical foul by J. Parker
1:17.0,D. Schroder makes technical free throw,1,46-53,,
1:08.0,,,46-53,,Personal foul by E. Bledsoe (drawn by D. Schroder)
1:08.0,D. Schroder makes free throw 1 of 2,1,47-53,,
1:08.0,D. Schroder makes free throw 2 of 2,1,48-53,,
0:57.0,,,48-56,3,T. Snell makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
0:36.0,D. Lee misses 3-pt shot from 22 ft,,48-56,,
0:33.0,,,48-56,,Defensive rebound by E. Bledsoe
0:27.0,,,48-56,,K. Middleton misses 3-pt shot from 25 ft
0:24.0,,,48-56,,Offensive rebound by G. Antetokounmpo
0:24.0,,,48-56,,G. Antetokounmpo misses 2-pt shot at rim (block by T. Waller-Prince)
0:24.0,Defensive rebound by T. Waller-Prince,,48-56,,
0:00.0,D. Lee makes 2-pt shot from 14 ft (assist by D. Schroder),2,50-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,T. Waller-Prince makes 2-pt shot at rim,2,52-56,,
11:24.0,,,52-56,,K. Middleton misses 2-pt shot from 17 ft
11:22.0,Defensive rebound by T. Waller-Prince,,52-56,,
11:18.0,,,52-56,,Personal foul by K. Middleton (drawn by T. Waller-Prince)
11:04.0,Turnover by D. Dedmon (bad pass; steal by T. Snell),,52-56,,
11:02.0,,,52-58,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by T. Snell)
10:49.0,D. Schroder makes 2-pt shot from 1 ft,2,54-58,,
10:43.0,,,54-58,,Turnover by E. Bledsoe (bad pass; steal by D. Schroder)
10:38.0,T. Dorsey misses 3-pt shot from 26 ft,,54-58,,
10:34.0,,,54-58,,Defensive rebound by E. Bledsoe
10:32.0,,,54-58,,Turnover by E. Bledsoe (lost ball; steal by D. Dedmon)
10:27.0,Turnover by D. Dedmon (bad pass; steal by K. Middleton),,54-58,,
10:27.0,,,54-58,,B. Jennings enters the game for E. Bledsoe
10:23.0,Jump ball: K. Middleton vs. T. Waller-Prince (G. Antetokounmpo gains possession),,,,Jump ball: K. Middleton vs. T. Waller-Prince (G. Antetokounmpo gains possession)
10:15.0,,,54-61,3,T. Snell makes 3-pt shot from 24 ft (assist by G. Antetokounmpo)
9:59.0,D. Dedmon makes 3-pt shot from 23 ft (assist by J. Collins),3,57-61,,
9:51.0,,,57-61,,K. Middleton misses 2-pt shot from 13 ft
9:49.0,Defensive rebound by T. Dorsey,,57-61,,
9:43.0,T. Waller-Prince makes 2-pt shot at rim (assist by T. Dorsey),2,59-61,,
9:24.0,,,59-61,,J. Henson misses 2-pt shot from 1 ft
9:22.0,Defensive rebound by J. Collins,,59-61,,
9:17.0,Offensive foul by D. Schroder (drawn by B. Jennings),,59-61,,
9:17.0,Turnover by D. Schroder (offensive foul),,59-61,,
9:01.0,,,59-63,2,G. Antetokounmpo makes 2-pt shot from 14 ft
8:41.0,T. Waller-Prince makes 3-pt shot from 26 ft,3,62-63,,
8:15.0,,,62-63,,G. Antetokounmpo misses 3-pt shot from 28 ft
8:12.0,Defensive rebound by T. Dorsey,,62-63,,
8:00.0,D. Dedmon makes 3-pt shot from 23 ft (assist by T. Dorsey),3,65-63,,
7:46.0,,,65-65,2,K. Middleton makes 2-pt shot from 11 ft (assist by B. Jennings)
7:29.0,,,65-65,,Personal foul by B. Jennings (drawn by D. Schroder)
7:19.0,T. Waller-Prince misses 3-pt shot from 27 ft,,65-65,,
7:17.0,Offensive rebound by J. Collins,,65-65,,
7:16.0,J. Collins makes 2-pt shot at rim,2,67-65,,
7:03.0,Loose ball foul by J. Collins (drawn by G. Antetokounmpo),,67-65,,
7:00.0,,,67-65,,G. Antetokounmpo misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by J. Collins,,67-65,,
6:48.0,J. Collins misses 2-pt shot from 12 ft,,67-65,,
6:48.0,,,67-65,,Defensive rebound by K. Middleton
6:48.0,,,67-68,3,K. Middleton makes 3-pt shot from 26 ft (assist by J. Henson)
6:48.0,Atlanta full timeout,,67-68,,
6:48.0,M. Muscala enters the game for J. Collins,,67-68,,
6:34.0,T. Waller-Prince misses 3-pt shot from 26 ft,,67-68,,
6:32.0,,,67-68,,Defensive rebound by B. Jennings
6:27.0,,,67-68,,Shooting foul by D. Dedmon (drawn by K. Middleton)
6:27.0,,,67-69,1,K. Middleton makes free throw 1 of 3
6:27.0,,,67-70,1,K. Middleton makes free throw 2 of 3
6:27.0,,,67-71,1,K. Middleton makes free throw 3 of 3
6:06.0,D. Schroder misses 2-pt shot from 15 ft (block by B. Jennings),,67-71,,
6:03.0,,,67-71,,Defensive rebound by T. Snell
6:00.0,,,67-73,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by B. Jennings)
5:46.0,T. Waller-Prince makes 3-pt shot from 29 ft (assist by D. Schroder),3,70-73,,
5:31.0,,,70-73,,T. Snell misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by M. Muscala,,70-73,,
5:14.0,D. Schroder misses 2-pt shot from 2 ft,,70-73,,
5:12.0,,,70-73,,Defensive rebound by G. Antetokounmpo
5:07.0,,,70-75,2,J. Henson makes 2-pt shot from 5 ft (assist by B. Jennings)
4:47.0,T. Dorsey misses 3-pt shot from 27 ft,,70-75,,
4:44.0,,,70-75,,Defensive rebound by B. Jennings
4:41.0,,,70-75,,Shooting foul by T. Dorsey (drawn by J. Henson)
4:41.0,,,70-76,1,J. Henson makes free throw 1 of 2
4:41.0,,,70-76,,J. Parker enters the game for G. Antetokounmpo
4:41.0,J. Collins enters the game for T. Dorsey,,70-76,,
4:41.0,I. Taylor enters the game for D. Dedmon,,70-76,,
4:41.0,D. Lee enters the game for D. Schroder,,70-76,,
4:41.0,,,70-77,1,J. Henson makes free throw 2 of 2
4:24.0,Shooting foul by J. Henson (drawn by T. Waller-Prince),,70-77,,
4:24.0,T. Waller-Prince makes free throw 1 of 2,1,71-77,,
4:24.0,,,71-77,,T. Maker enters the game for J. Henson
4:24.0,T. Waller-Prince makes free throw 2 of 2,1,72-77,,
4:11.0,,,72-79,2,B. Jennings makes 2-pt shot from 1 ft
3:58.0,D. Lee misses 3-pt shot from 27 ft,,72-79,,
3:56.0,,,72-79,,Defensive rebound by J. Parker
3:43.0,,,72-81,2,K. Middleton makes 2-pt shot from 18 ft
3:25.0,J. Collins makes 2-pt shot from 1 ft (assist by I. Taylor),2,74-81,,
3:11.0,,,74-83,2,J. Parker makes 2-pt shot from 19 ft (assist by B. Jennings)
2:58.0,Turnover by T. Waller-Prince (out of bounds lost ball),,74-83,,
2:58.0,,,74-83,,Milwaukee full timeout
2:58.0,,,74-83,,J. Terry enters the game for B. Jennings
2:58.0,,,74-83,,E. Bledsoe enters the game for T. Snell
2:58.0,A. White enters the game for T. Waller-Prince,,74-83,,
2:47.0,,,74-83,,J. Parker misses 2-pt shot from 19 ft
2:44.0,Defensive rebound by J. Collins,,74-83,,
2:39.0,M. Muscala makes 3-pt shot from 25 ft (assist by I. Taylor),3,77-83,,
2:30.0,,,77-83,,Shooting foul by D. Lee (drawn by K. Middleton)
2:30.0,,,77-84,1,K. Middleton makes free throw 1 of 2
2:30.0,,,77-85,1,K. Middleton makes free throw 2 of 2
2:18.0,M. Muscala makes 3-pt shot from 28 ft (assist by D. Lee),3,80-85,,
2:08.0,,,80-85,,K. Middleton misses 2-pt shot from 14 ft
2:06.0,Defensive rebound by J. Collins,,80-85,,
1:57.0,A. White misses 3-pt shot from 26 ft,,80-85,,
1:53.0,,,80-85,,Defensive rebound by J. Terry
1:47.0,,,80-88,3,T. Maker makes 3-pt shot from 23 ft (assist by E. Bledsoe)
1:37.0,Turnover by J. Collins (bad pass),,80-88,,
1:25.0,Personal foul by I. Taylor (drawn by E. Bledsoe),,80-88,,
1:25.0,,,80-89,1,E. Bledsoe makes free throw 1 of 2
1:25.0,,,80-90,1,E. Bledsoe makes free throw 2 of 2
1:17.0,Shooting foul by T. Maker (drawn by I. Taylor),,80-90,,
1:17.0,I. Taylor makes free throw 1 of 2,1,81-90,,
1:17.0,I. Taylor makes free throw 2 of 2,1,82-90,,
1:01.0,,,82-92,2,J. Parker makes 2-pt shot from 14 ft (assist by T. Maker)
0:49.0,Turnover by M. Muscala (bad pass),,82-92,,
0:36.0,,,82-95,3,K. Middleton makes 3-pt shot from 22 ft (assist by E. Bledsoe)
0:36.0,Atlanta full timeout,,82-95,,
0:25.0,A. White makes 3-pt shot from 27 ft (assist by I. Taylor),3,85-95,,
0:04.0,,,85-95,,Turnover by E. Bledsoe (bad pass; steal by I. Taylor)
0:01.0,A. White makes 2-pt shot at rim (assist by I. Taylor),2,87-95,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,87-95,,Shooting foul by J. Collins (drawn by G. Antetokounmpo)
11:42.0,,,87-96,1,G. Antetokounmpo makes free throw 1 of 2
11:42.0,,,87-96,,G. Antetokounmpo misses free throw 2 of 2
11:39.0,Defensive rebound by D. Dedmon,,87-96,,
11:21.0,A. White misses 2-pt shot from 1 ft,,87-96,,
11:21.0,Offensive rebound by Team,,87-96,,
11:21.0,,,87-96,,Loose ball foul by T. Maker (drawn by J. Collins)
11:05.0,Shooting foul by G. Antetokounmpo (drawn by D. Dedmon),,87-96,,
11:05.0,D. Dedmon makes free throw 1 of 2,1,88-96,,
11:05.0,,,88-96,,J. Henson enters the game for T. Maker
11:05.0,T. Waller-Prince enters the game for A. White,,88-96,,
11:05.0,D. Dedmon makes free throw 2 of 2,1,89-96,,
10:43.0,Personal foul by D. Schroder (drawn by G. Antetokounmpo),,89-96,,
10:35.0,,,89-98,2,J. Henson makes 2-pt shot from 4 ft (assist by J. Parker)
10:27.0,T. Waller-Prince misses 3-pt shot from 29 ft,,89-98,,
10:23.0,,,89-98,,Defensive rebound by G. Antetokounmpo
10:12.0,,,89-98,,J. Henson misses 2-pt shot from 19 ft
10:09.0,Defensive rebound by J. Collins,,89-98,,
9:54.0,J. Collins makes 2-pt shot from 3 ft (assist by D. Schroder),2,91-98,,
9:29.0,,,91-98,,G. Antetokounmpo misses 2-pt shot from 8 ft
9:25.0,,,91-98,,Offensive rebound by J. Henson
9:25.0,,,91-98,,J. Henson misses 2-pt shot at rim
9:25.0,Defensive rebound by D. Dedmon,,91-98,,
9:22.0,,,91-98,,Personal foul by J. Terry (drawn by I. Taylor)
9:06.0,I. Taylor makes 2-pt shot from 1 ft,2,93-98,,
8:49.0,,,93-100,2,E. Bledsoe makes 2-pt shot at rim
8:29.0,Turnover by D. Schroder (bad pass; steal by G. Antetokounmpo),,93-100,,
8:25.0,Personal block foul by D. Schroder (drawn by J. Parker),,93-100,,
8:25.0,D. Lee enters the game for I. Taylor,,93-100,,
8:17.0,,,93-100,,J. Terry misses 3-pt shot from 26 ft
8:14.0,Defensive rebound by D. Dedmon,,93-100,,
8:03.0,,,93-100,,Technical foul by G. Antetokounmpo (drawn by J. Collins)
8:03.0,J. Collins makes flagrant free throw 1 of 3,1,94-100,,
8:03.0,J. Collins makes free throw 2 of 3,1,95-100,,
