time,Dallas,pts.away,score,pts.home,New Orleans
4:44.0,,,20-18,2,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo)
4:30.0,Y. Ferrell makes 2-pt shot from 14 ft,2,22-18,,
4:10.0,,,22-18,,Turnover by I. Clark (step out of bounds)
3:56.0,H. Barnes misses 2-pt shot from 8 ft,,22-18,,
3:51.0,Offensive rebound by N. Noel,,22-18,,
3:50.0,N. Noel makes 2-pt shot at rim,2,24-18,,
3:43.0,,,24-18,,R. Rondo misses 2-pt shot from 1 ft
3:43.0,,,24-18,,Offensive rebound by Team
3:41.0,K. Collinsworth enters the game for D. Finney-Smith,,24-18,,
3:39.0,,,24-20,2,I. Clark makes 2-pt shot from 8 ft (assist by R. Rondo)
3:16.0,D. McDermott misses 2-pt shot from 1 ft (block by A. Davis),,24-20,,
3:12.0,,,24-20,,Defensive rebound by N. Mirotic
3:10.0,,,24-20,,D. Miller misses 3-pt shot from 26 ft
3:05.0,Defensive rebound by N. Noel,,24-20,,
3:02.0,Y. Ferrell misses 2-pt shot from 1 ft (block by A. Davis),,24-20,,
2:57.0,,,24-20,,Defensive rebound by N. Mirotic
2:53.0,,,24-20,,Turnover by R. Rondo (bad pass; steal by N. Noel)
2:50.0,H. Barnes makes 2-pt shot at rim (assist by K. Collinsworth),2,26-20,,
2:31.0,,,26-22,2,A. Davis makes 2-pt shot from 15 ft
2:28.0,Dallas full timeout,,26-22,,
2:28.0,,,26-22,,D. Liggins enters the game for R. Rondo
2:28.0,,,26-22,,C. Diallo enters the game for A. Davis
2:13.0,H. Barnes makes 2-pt shot from 8 ft,2,28-22,,
1:55.0,,,28-25,3,N. Mirotic makes 3-pt shot from 26 ft
1:38.0,K. Collinsworth misses 3-pt shot from 25 ft,,28-25,,
1:34.0,,,28-25,,Defensive rebound by D. Liggins
1:17.0,,,28-27,2,I. Clark makes 2-pt shot from 8 ft (assist by D. Miller)
0:56.0,H. Barnes misses 2-pt shot from 7 ft,,28-27,,
0:53.0,Offensive rebound by N. Noel,,28-27,,
0:53.0,N. Noel makes 2-pt shot from 1 ft,2,30-27,,
0:44.0,,,30-27,,I. Clark misses 3-pt shot from 27 ft
0:41.0,,,30-27,,Offensive rebound by N. Mirotic
0:35.0,,,30-27,,N. Mirotic misses 2-pt shot from 2 ft
0:32.0,Defensive rebound by K. Collinsworth,,30-27,,
0:14.0,H. Barnes misses 2-pt shot at rim,,30-27,,
0:10.0,,,30-27,,Defensive rebound by D. Miller
0:07.0,Personal foul by D. McDermott (drawn by N. Mirotic),,30-27,,
0:00.0,,,30-29,2,I. Clark makes 2-pt shot from 15 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,D. McDermott misses 3-pt shot from 26 ft,,30-29,,
11:41.0,,,30-29,,Defensive rebound by C. Diallo
11:35.0,,,30-29,,D. Miller misses 3-pt shot from 26 ft
11:32.0,Defensive rebound by J. Barea,,30-29,,
11:27.0,,,30-29,,Personal foul by I. Clark (drawn by J. Barea)
11:21.0,D. McDermott makes 2-pt shot at rim (assist by J. Barea),2,32-29,,
11:21.0,,,32-29,,Violation by C. Diallo (def goaltending)
11:18.0,,,32-29,,D. Miller misses 2-pt shot from 13 ft
10:58.0,Defensive rebound by D. McDermott,,32-29,,
10:51.0,D. Nowitzki makes 2-pt shot from 15 ft (assist by K. Collinsworth),2,34-29,,
10:34.0,,,34-29,,N. Mirotic misses 3-pt shot from 27 ft
10:32.0,Defensive rebound by J. Barea,,34-29,,
10:23.0,K. Collinsworth makes 3-pt shot from 23 ft (assist by D. Nowitzki),3,37-29,,
10:11.0,,,37-29,,New Orleans full timeout
10:11.0,,,37-29,,L. Drew enters the game for D. Miller
10:11.0,,,37-29,,E. Moore enters the game for D. Liggins
9:57.0,,,37-29,,I. Clark misses 2-pt shot from 19 ft
9:55.0,,,37-29,,Offensive rebound by L. Drew
9:53.0,,,37-29,,N. Mirotic misses 3-pt shot from 25 ft
9:49.0,Defensive rebound by D. McDermott,,37-29,,
9:39.0,Shooting foul by E. Moore (drawn by K. Collinsworth),,37-29,,
9:39.0,K. Collinsworth makes free throw 1 of 3,1,38-29,,
9:39.0,K. Collinsworth makes free throw 2 of 3,1,39-29,,
9:39.0,,,39-29,,A. Davis enters the game for N. Mirotic
9:39.0,K. Collinsworth makes free throw 3 of 3,1,40-29,,
9:24.0,,,40-31,2,I. Clark makes 2-pt shot from 8 ft (assist by E. Moore)
9:12.0,K. Collinsworth makes 2-pt shot from 9 ft,2,42-31,,
9:01.0,,,42-31,,A. Davis misses 2-pt shot from 21 ft
9:01.0,Defensive rebound by Team,,42-31,,
8:40.0,D. McDermott makes 2-pt shot from 9 ft (assist by D. Nowitzki),2,44-31,,
8:29.0,,,44-33,2,I. Clark makes 2-pt shot from 5 ft
8:07.0,D. Nowitzki misses 2-pt shot from 13 ft,,44-33,,
8:04.0,,,44-33,,Defensive rebound by C. Diallo
7:56.0,,,44-35,2,C. Diallo makes 2-pt shot from 2 ft (assist by L. Drew)
7:40.0,Shooting foul by L. Drew (drawn by D. Nowitzki),,44-35,,
7:40.0,D. Nowitzki makes free throw 1 of 2,1,45-35,,
7:40.0,D. Nowitzki misses free throw 2 of 2,,45-35,,
7:38.0,,,45-35,,Defensive rebound by C. Diallo
7:26.0,,,45-35,,C. Diallo misses 2-pt shot from 7 ft
7:24.0,Defensive rebound by D. Nowitzki,,45-35,,
7:19.0,D. Nowitzki misses 3-pt shot from 26 ft,,45-35,,
7:14.0,Offensive rebound by J. Barea,,45-35,,
7:14.0,J. Barea makes 2-pt shot from 15 ft,2,47-35,,
6:54.0,,,47-35,,E. Moore misses 3-pt shot from 24 ft
6:50.0,,,47-35,,Offensive rebound by C. Diallo
6:48.0,,,47-38,3,L. Drew makes 3-pt shot from 26 ft (assist by E. Moore)
6:34.0,D. Powell makes 2-pt shot at rim (assist by K. Collinsworth),2,49-38,,
6:24.0,,,49-38,,I. Clark misses 2-pt shot from 6 ft
6:20.0,,,49-38,,Offensive rebound by C. Diallo
6:12.0,,,49-40,2,A. Davis makes 2-pt shot from 1 ft (assist by I. Clark)
6:00.0,D. Nowitzki misses 3-pt shot from 25 ft,,49-40,,
5:57.0,,,49-40,,Defensive rebound by C. Diallo
5:52.0,,,49-40,,A. Davis misses 2-pt shot from 5 ft
5:52.0,,,49-40,,Offensive rebound by C. Diallo
5:52.0,,,49-40,,Shooting foul by D. Nowitzki (drawn by C. Diallo)
5:52.0,,,49-41,1,C. Diallo makes free throw 1 of 2
5:52.0,,,49-41,,R. Rondo enters the game for L. Drew
5:52.0,,,49-41,,S. Hill enters the game for I. Clark
5:52.0,Y. Ferrell enters the game for D. Powell,,49-41,,
5:52.0,H. Barnes enters the game for K. Collinsworth,,49-41,,
5:52.0,N. Noel enters the game for D. McDermott,,49-41,,
5:52.0,M. Kleber enters the game for D. Nowitzki,,49-41,,
5:52.0,,,49-42,1,C. Diallo makes free throw 2 of 2
5:35.0,H. Barnes misses 2-pt shot from 13 ft,,49-42,,
5:30.0,,,49-42,,Defensive rebound by R. Rondo
5:26.0,,,49-44,2,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo)
5:25.0,Dallas full timeout,,49-44,,
5:25.0,,,49-44,,N. Mirotic enters the game for C. Diallo
5:04.0,Turnover by H. Barnes (lost ball; steal by R. Rondo),,49-44,,
4:52.0,,,49-46,2,A. Davis makes 2-pt shot at rim (assist by S. Hill)
4:40.0,J. Barea misses 2-pt shot from 9 ft,,49-46,,
4:37.0,,,49-46,,Defensive rebound by R. Rondo
4:30.0,,,49-46,,Turnover by R. Rondo (bad pass; steal by N. Noel)
4:27.0,Turnover by J. Barea (bad pass; steal by N. Mirotic),,49-46,,
4:19.0,,,49-48,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
3:57.0,Y. Ferrell misses 2-pt shot from 3 ft,,49-48,,
3:54.0,,,49-48,,Defensive rebound by R. Rondo
3:53.0,,,49-48,,Shooting foul by M. Kleber (drawn by A. Davis)
3:53.0,,,49-49,1,A. Davis makes free throw 1 of 2
3:53.0,D. Finney-Smith enters the game for J. Barea,,49-49,,
3:53.0,,,49-50,1,A. Davis makes free throw 2 of 2
3:34.0,M. Kleber misses 3-pt shot from 26 ft,,49-50,,
3:30.0,Offensive rebound by N. Noel,,49-50,,
3:29.0,Shooting foul by A. Davis (drawn by M. Kleber),,49-50,,
3:29.0,M. Kleber misses free throw 1 of 2,,49-50,,
3:29.0,Offensive rebound by Team,,49-50,,
3:29.0,M. Kleber makes free throw 2 of 2,1,50-50,,
3:20.0,,,50-50,,A. Davis misses 2-pt shot from 10 ft
3:15.0,Defensive rebound by D. Finney-Smith,,50-50,,
3:11.0,D. Finney-Smith misses 2-pt shot from 22 ft,,50-50,,
3:06.0,,,50-50,,Defensive rebound by A. Davis
2:54.0,,,50-52,2,E. Moore makes 2-pt shot from 9 ft (assist by R. Rondo)
2:38.0,,,50-52,,Personal foul by E. Moore (drawn by Y. Ferrell)
2:38.0,Y. Ferrell makes free throw 1 of 2,1,51-52,,
2:38.0,,,51-52,,C. Diallo enters the game for A. Davis
2:38.0,,,51-52,,I. Clark enters the game for E. Moore
2:38.0,Y. Ferrell makes free throw 2 of 2,1,52-52,,
2:22.0,Personal foul by D. Finney-Smith (drawn by C. Diallo),,52-52,,
2:15.0,,,52-52,,Offensive foul by C. Diallo (drawn by H. Barnes)
2:15.0,,,52-52,,Turnover by C. Diallo (offensive foul)
1:54.0,H. Barnes misses 2-pt shot from 10 ft,,52-52,,
1:49.0,Offensive rebound by M. Kleber,,52-52,,
1:47.0,Y. Ferrell misses 3-pt shot from 26 ft,,52-52,,
1:47.0,,,52-52,,Defensive rebound by C. Diallo
1:37.0,,,52-54,2,C. Diallo makes 2-pt shot from 16 ft (assist by N. Mirotic)
1:21.0,Turnover by Y. Ferrell (bad pass),,52-54,,
1:10.0,,,52-54,,I. Clark misses 3-pt shot from 26 ft
1:07.0,Defensive rebound by M. Kleber,,52-54,,
0:53.0,M. Kleber misses 3-pt shot from 23 ft,,52-54,,
0:50.0,,,52-54,,Defensive rebound by S. Hill
0:42.0,,,52-54,,N. Mirotic misses 2-pt shot from 19 ft
0:39.0,Defensive rebound by Y. Ferrell,,52-54,,
0:34.0,Y. Ferrell misses 3-pt shot from 26 ft,,52-54,,
0:28.0,,,52-54,,Defensive rebound by R. Rondo
0:06.0,,,52-54,,C. Diallo misses 2-pt shot from 11 ft
0:03.0,Defensive rebound by Y. Ferrell,,52-54,,
0:00.0,D. Finney-Smith misses 3-pt shot from 25 ft,,52-54,,
0:00.0,Offensive rebound by Team,,52-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,H. Barnes misses 2-pt shot from 20 ft,,52-54,,
11:35.0,,,52-54,,Defensive rebound by A. Davis
11:16.0,,,52-54,,E. Moore misses 2-pt shot from 11 ft
11:13.0,,,52-54,,Offensive rebound by Team
11:05.0,,,52-57,3,N. Mirotic makes 3-pt shot from 23 ft (assist by R. Rondo)
10:50.0,J. Barea misses 3-pt shot from 27 ft,,52-57,,
10:47.0,,,52-57,,Defensive rebound by A. Davis
10:43.0,Violation by D. Finney-Smith (kicked ball),,52-57,,
10:43.0,D. McDermott enters the game for D. Powell,,52-57,,
10:38.0,,,52-59,2,E. Moore makes 2-pt shot from 8 ft (assist by R. Rondo)
10:23.0,D. Nowitzki misses 3-pt shot from 27 ft,,52-59,,
10:21.0,,,52-59,,Defensive rebound by R. Rondo
10:17.0,,,52-59,,Turnover by R. Rondo (bad pass; steal by D. McDermott)
10:10.0,J. Barea misses 2-pt shot from 4 ft,,52-59,,
10:06.0,,,52-59,,Defensive rebound by N. Mirotic
9:59.0,,,52-59,,R. Rondo misses 3-pt shot from 24 ft
9:59.0,,,52-59,,Offensive rebound by N. Mirotic
9:51.0,,,52-59,,N. Mirotic misses 2-pt shot at rim
9:50.0,Defensive rebound by J. Barea,,52-59,,
9:42.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by H. Barnes),3,55-59,,
9:35.0,,,55-62,3,E. Moore makes 3-pt shot from 25 ft (assist by R. Rondo)
9:14.0,J. Barea makes 2-pt shot from 8 ft,2,57-62,,
9:05.0,,,57-62,,E. Moore misses 2-pt shot from 5 ft
9:02.0,Defensive rebound by D. Finney-Smith,,57-62,,
8:59.0,J. Barea misses 3-pt shot from 28 ft,,57-62,,
8:59.0,,,57-62,,Defensive rebound by D. Miller
8:55.0,,,57-64,2,R. Rondo makes 2-pt shot from 1 ft (assist by D. Miller)
8:54.0,Dallas full timeout,,57-64,,
8:43.0,D. Nowitzki makes 2-pt shot from 22 ft (assist by J. Barea),2,59-64,,
8:17.0,,,59-64,,Shooting foul by D. Nowitzki (drawn by A. Davis)
8:17.0,,,59-65,1,A. Davis makes free throw 1 of 2
8:17.0,,,59-65,,A. Davis misses free throw 2 of 2
8:16.0,Defensive rebound by D. Nowitzki,,59-65,,
8:06.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by J. Barea),3,62-65,,
7:56.0,,,62-65,,Shooting foul by D. Nowitzki (drawn by R. Rondo)
7:56.0,,,62-65,,R. Rondo misses free throw 1 of 2
7:56.0,,,62-65,,Offensive rebound by Team
7:56.0,,,62-65,,R. Rondo misses free throw 2 of 2
7:54.0,Defensive rebound by D. Finney-Smith,,62-65,,
7:41.0,D. Finney-Smith makes 2-pt shot from 3 ft (assist by D. McDermott),2,64-65,,
7:32.0,,,64-67,2,E. Moore makes 2-pt shot from 1 ft (assist by R. Rondo)
7:19.0,D. Finney-Smith makes 3-pt shot from 26 ft (assist by J. Barea),3,67-67,,
7:08.0,,,67-69,2,A. Davis makes 2-pt shot from 10 ft (assist by E. Moore)
6:50.0,Shooting foul by E. Moore (drawn by H. Barnes),,67-69,,
6:50.0,H. Barnes makes free throw 1 of 2,1,68-69,,
6:50.0,H. Barnes makes free throw 2 of 2,1,69-69,,
6:40.0,,,69-69,,N. Mirotic misses 3-pt shot from 26 ft
6:34.0,Defensive rebound by D. Finney-Smith,,69-69,,
6:33.0,J. Barea misses 3-pt shot from 26 ft,,69-69,,
6:31.0,,,69-69,,Defensive rebound by Team
6:19.0,,,69-71,2,R. Rondo makes 2-pt shot at rim
5:54.0,H. Barnes makes 2-pt shot from 1 ft,2,71-71,,
5:35.0,,,71-73,2,A. Davis makes 2-pt shot from 13 ft
5:17.0,D. McDermott misses 3-pt shot from 25 ft,,71-73,,
5:13.0,,,71-73,,Defensive rebound by A. Davis
5:10.0,,,71-73,,New Orleans full timeout
5:10.0,,,71-73,,C. Diallo enters the game for A. Davis
5:10.0,,,71-73,,I. Clark enters the game for E. Moore
5:10.0,Y. Ferrell enters the game for J. Barea,,71-73,,
5:10.0,N. Noel enters the game for D. Nowitzki,,71-73,,
5:04.0,,,71-73,,Turnover by I. Clark (bad pass)
4:50.0,D. McDermott misses 2-pt shot from 18 ft,,71-73,,
4:46.0,,,71-73,,Defensive rebound by R. Rondo
4:41.0,,,71-73,,I. Clark misses 2-pt shot from 1 ft (block by N. Noel)
4:38.0,Defensive rebound by D. McDermott,,71-73,,
4:34.0,D. Finney-Smith misses 3-pt shot from 26 ft,,71-73,,
4:31.0,,,71-73,,Defensive rebound by C. Diallo
4:25.0,,,71-73,,D. Miller misses 2-pt shot from 16 ft
4:20.0,,,71-73,,Offensive rebound by C. Diallo
4:07.0,,,71-73,,R. Rondo misses 2-pt shot from 19 ft
4:02.0,Defensive rebound by D. Finney-Smith,,71-73,,
3:54.0,H. Barnes misses 2-pt shot from 13 ft,,71-73,,
3:50.0,,,71-73,,Defensive rebound by R. Rondo
3:45.0,,,71-75,2,N. Mirotic makes 2-pt shot from 1 ft (assist by R. Rondo)
3:23.0,Y. Ferrell makes 2-pt shot from 8 ft (assist by N. Noel),2,73-75,,
3:15.0,Personal foul by D. Finney-Smith (drawn by N. Mirotic),,73-75,,
3:08.0,,,73-75,,N. Mirotic misses 2-pt shot from 7 ft
3:06.0,,,73-75,,Offensive rebound by C. Diallo
3:04.0,,,73-75,,C. Diallo misses 2-pt shot from 4 ft (block by N. Noel)
2:59.0,Defensive rebound by H. Barnes,,73-75,,
2:54.0,Y. Ferrell misses 3-pt shot from 26 ft,,73-75,,
2:54.0,,,73-75,,Defensive rebound by N. Mirotic
2:40.0,,,73-75,,R. Rondo misses 3-pt shot from 24 ft
2:36.0,Defensive rebound by H. Barnes,,73-75,,
2:30.0,D. McDermott misses 2-pt shot from 1 ft,,73-75,,
2:30.0,,,73-75,,Defensive rebound by C. Diallo
2:23.0,,,73-75,,R. Rondo misses 2-pt shot from 6 ft
2:22.0,Defensive rebound by N. Noel,,73-75,,
2:05.0,H. Barnes misses 3-pt shot from 26 ft,,73-75,,
1:59.0,,,73-75,,Defensive rebound by C. Diallo
1:46.0,,,73-75,,C. Diallo misses 2-pt shot from 18 ft
1:43.0,Defensive rebound by N. Noel,,73-75,,
1:43.0,Dallas full timeout,,73-75,,
1:43.0,,,73-75,,A. Davis enters the game for N. Mirotic
1:43.0,,,73-75,,L. Drew enters the game for R. Rondo
1:43.0,,,73-75,,E. Moore enters the game for D. Miller
1:43.0,K. Collinsworth enters the game for D. Finney-Smith,,73-75,,
1:32.0,H. Barnes makes 3-pt shot from 26 ft (assist by K. Collinsworth),3,76-75,,
1:11.0,,,76-77,2,A. Davis makes 2-pt shot from 6 ft
0:46.0,H. Barnes makes 2-pt shot from 5 ft,2,78-77,,
0:30.0,,,78-77,,I. Clark misses 2-pt shot from 8 ft
0:27.0,Defensive rebound by K. Collinsworth,,78-77,,
0:20.0,Y. Ferrell makes 2-pt shot from 18 ft,2,80-77,,
0:01.0,,,80-80,3,A. Davis makes 3-pt shot from 26 ft (assist by I. Clark)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,80-80,,E. Moore misses 2-pt shot from 16 ft
11:38.0,Defensive rebound by Y. Ferrell,,80-80,,
11:22.0,D. McDermott makes 2-pt shot from 1 ft (assist by K. Collinsworth),2,82-80,,
11:12.0,,,82-82,2,E. Moore makes 2-pt shot from 12 ft
10:54.0,D. McDermott misses 2-pt shot from 16 ft,,82-82,,
10:52.0,,,82-82,,Defensive rebound by C. Diallo
10:38.0,,,82-82,,A. Davis misses 2-pt shot from 13 ft
10:33.0,Defensive rebound by D. Powell,,82-82,,
10:25.0,Y. Ferrell misses 2-pt shot from 10 ft,,82-82,,
10:21.0,,,82-82,,Defensive rebound by I. Clark
10:07.0,,,82-85,3,I. Clark makes 3-pt shot from 24 ft (assist by L. Drew)
9:39.0,D. Powell misses 2-pt shot from 4 ft,,82-85,,
9:37.0,,,82-85,,Defensive rebound by A. Davis
9:33.0,,,82-85,,E. Moore misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by Team,,82-85,,
9:31.0,,,82-85,,Loose ball foul by C. Diallo (drawn by N. Noel)
9:31.0,D. Finney-Smith enters the game for N. Noel,,82-85,,
9:31.0,J. Barea enters the game for Y. Ferrell,,82-85,,
9:31.0,D. Nowitzki enters the game for D. McDermott,,82-85,,
9:10.0,D. Nowitzki makes 3-pt shot from 27 ft (assist by D. Powell),3,85-85,,
8:47.0,Personal foul by D. Powell (drawn by A. Davis),,85-85,,
8:37.0,,,85-88,2,L. Drew makes 3-pt shot from 23 ft (assist by E. Moore)
8:15.0,K. Collinsworth misses 3-pt shot from 24 ft,,85-88,,
8:12.0,,,85-88,,Defensive rebound by A. Davis
8:06.0,,,85-90,2,I. Clark makes 2-pt shot from 18 ft (assist by A. Davis)
7:49.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,87-90,,
7:37.0,,,87-93,3,A. Davis makes 3-pt shot from 25 ft (assist by I. Clark)
7:24.0,J. Barea makes 2-pt shot from 2 ft,2,89-93,,
7:04.0,,,89-93,,L. Drew misses 2-pt shot from 17 ft
7:01.0,Defensive rebound by D. Nowitzki,,89-93,,
6:52.0,K. Collinsworth misses 3-pt shot from 23 ft,,89-93,,
6:48.0,,,89-93,,Defensive rebound by E. Moore
6:30.0,,,89-95,2,I. Clark makes 2-pt shot from 6 ft
6:29.0,Dallas full timeout,,89-95,,
6:29.0,,,89-95,,N. Mirotic enters the game for A. Davis
6:29.0,Y. Ferrell enters the game for D. Finney-Smith,,89-95,,
6:15.0,Turnover by J. Barea (bad pass),,89-95,,
5:56.0,,,89-97,2,I. Clark makes 2-pt shot from 14 ft
5:42.0,J. Barea misses 2-pt shot from 1 ft,,89-97,,
5:39.0,Offensive rebound by D. Powell,,89-97,,
5:37.0,D. Nowitzki makes 3-pt shot from 26 ft (assist by J. Barea),3,92-97,,
5:21.0,,,92-99,2,C. Diallo makes 2-pt shot from 6 ft (assist by E. Moore)
5:10.0,Y. Ferrell makes 2-pt shot from 2 ft (assist by J. Barea),2,94-99,,
5:10.0,,,94-99,,Violation by C. Diallo (def goaltending)
4:51.0,,,94-101,2,C. Diallo makes 2-pt shot from 1 ft (assist by E. Moore)
4:37.0,,,94-101,,Personal foul by C. Diallo (drawn by D. Nowitzki)
4:37.0,,,94-101,,R. Rondo enters the game for L. Drew
4:37.0,,,94-101,,A. Davis enters the game for C. Diallo
4:37.0,D. McDermott enters the game for K. Collinsworth,,94-101,,
4:37.0,H. Barnes enters the game for D. Nowitzki,,94-101,,
4:29.0,Y. Ferrell makes 2-pt shot from 21 ft,2,96-101,,
4:20.0,,,96-101,,New Orleans full timeout
4:13.0,,,96-101,,E. Moore misses 2-pt shot from 8 ft
4:13.0,,,96-101,,Offensive rebound by Team
4:13.0,Loose ball foul by D. McDermott (drawn by A. Davis),,96-101,,
4:08.0,,,96-103,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
4:08.0,,,96-103,,Shooting foul by D. Powell (drawn by A. Davis)
4:08.0,,,96-104,1,A. Davis makes free throw 1 of 1
3:56.0,D. Powell makes 2-pt shot at rim (assist by J. Barea),2,98-104,,
3:41.0,,,98-104,,Shooting foul by D. McDermott (drawn by E. Moore)
3:41.0,,,98-104,,E. Moore misses free throw 1 of 2
3:41.0,,,98-104,,Offensive rebound by Team
3:41.0,,,98-104,,E. Moore misses free throw 2 of 2
3:38.0,Defensive rebound by D. McDermott,,98-104,,
3:27.0,Y. Ferrell makes 3-pt shot from 26 ft (assist by D. Powell),3,101-104,,
3:03.0,,,101-106,2,R. Rondo makes 2-pt shot at rim (assist by I. Clark)
2:52.0,J. Barea makes 2-pt shot from 4 ft,2,103-106,,
2:43.0,Personal foul by D. Powell (drawn by R. Rondo),,103-106,,
2:43.0,,,103-107,1,R. Rondo makes free throw 1 of 2
2:43.0,,,103-108,1,R. Rondo makes free throw 2 of 2
2:32.0,Turnover by H. Barnes (turnover),,103-108,,
2:19.0,,,103-110,2,A. Davis makes 2-pt shot at rim (assist by R. Rondo)
2:17.0,Dallas full timeout,,103-110,,
2:08.0,H. Barnes misses 3-pt shot from 28 ft,,103-110,,
2:04.0,,,103-110,,Defensive rebound by R. Rondo
1:45.0,,,103-112,2,R. Rondo makes 2-pt shot from 19 ft
1:31.0,,,103-112,,Personal foul by A. Davis (drawn by J. Barea)
1:21.0,H. Barnes misses 2-pt shot from 1 ft,,103-112,,
1:19.0,,,103-112,,Defensive rebound by N. Mirotic
0:59.0,,,103-112,,Turnover by A. Davis (bad pass; steal by Y. Ferrell)
0:55.0,Y. Ferrell misses 3-pt shot from 26 ft,,103-112,,
0:53.0,Offensive rebound by H. Barnes,,103-112,,
0:53.0,H. Barnes makes 2-pt shot at rim,2,105-112,,
0:45.0,,,105-112,,New Orleans full timeout
0:45.0,K. Collinsworth enters the game for J. Barea,,105-112,,
