time,Orlando,pts.away,score,pts.home,Washington
4:45.0,,,44-62,,Personal foul by K. Oubre (drawn by M. Hezonja)
4:36.0,D. Augustin misses 3-pt shot from 25 ft,,44-62,,
4:31.0,,,44-62,,Defensive rebound by K. Oubre
4:11.0,,,44-62,,M. Morris misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by J. Artis,,44-62,,
3:57.0,J. Artis misses 2-pt shot from 17 ft,,44-62,,
3:52.0,,,44-62,,Defensive rebound by O. Porter
3:49.0,,,44-62,,O. Porter misses 2-pt shot from 17 ft
3:46.0,Defensive rebound by D. Augustin,,44-62,,
3:36.0,M. Hezonja misses 3-pt shot from 26 ft,,44-62,,
3:32.0,,,44-62,,Defensive rebound by B. Beal
3:24.0,,,44-62,,Turnover by J. Wall (bad pass)
3:24.0,J. Simmons enters the game for J. Artis,,44-62,,
3:17.0,M. Speights misses 3-pt shot from 26 ft,,44-62,,
3:14.0,,,44-62,,Defensive rebound by K. Oubre
2:59.0,,,44-62,,B. Beal misses 2-pt shot from 9 ft
2:55.0,Defensive rebound by E. Payton,,44-62,,
2:52.0,D. Augustin misses 3-pt shot from 26 ft,,44-62,,
2:49.0,,,44-62,,Defensive rebound by K. Oubre
2:42.0,Personal foul by E. Payton (drawn by M. Morris),,44-62,,
2:32.0,,,44-62,,Turnover by J. Wall (bad pass)
2:23.0,E. Payton makes 2-pt shot from 1 ft,2,46-62,,
2:07.0,,,46-64,2,K. Oubre makes 2-pt shot at rim (assist by B. Beal)
1:54.0,,,46-64,,Personal foul by B. Beal (drawn by E. Payton)
1:54.0,E. Payton makes free throw 1 of 2,1,47-64,,
1:54.0,E. Payton makes free throw 2 of 2,1,48-64,,
1:31.0,,,48-64,,J. Wall misses 2-pt shot from 18 ft
1:26.0,Defensive rebound by E. Payton,,48-64,,
1:18.0,M. Hezonja misses 3-pt shot from 23 ft,,48-64,,
1:15.0,,,48-64,,Defensive rebound by M. Morris
1:06.0,,,48-67,3,O. Porter makes 3-pt shot from 23 ft (assist by K. Oubre)
0:50.0,J. Simmons misses 3-pt shot from 23 ft,,48-67,,
0:47.0,,,48-67,,Defensive rebound by O. Porter
0:40.0,,,48-69,2,O. Porter makes 2-pt shot from 1 ft (assist by B. Beal)
0:40.0,,,48-69,,Shooting foul by M. Speights (drawn by O. Porter)
0:40.0,,,48-70,1,O. Porter makes free throw 1 of 1
0:27.0,M. Speights misses 2-pt shot from 20 ft,,48-70,,
0:24.0,,,48-70,,Defensive rebound by M. Morris
0:03.0,,,48-70,,B. Beal misses 2-pt shot from 3 ft
0:02.0,,,48-70,,Offensive rebound by M. Morris
0:02.0,,,48-72,2,M. Morris makes 2-pt shot at rim
0:00.0,E. Payton misses 2-pt shot from 10 ft,,48-72,,
0:00.0,Offensive rebound by Team,,48-72,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,W. Iwundu makes 2-pt shot from 14 ft,2,50-72,,
11:26.0,,,50-72,,M. Gortat misses 2-pt shot from 14 ft
11:26.0,,,50-72,,Offensive rebound by M. Gortat
11:23.0,,,50-72,,M. Gortat misses 2-pt shot from 14 ft
11:23.0,Defensive rebound by M. Hezonja,,50-72,,
11:07.0,J. Simmons misses 3-pt shot from 25 ft,,50-72,,
10:58.0,,,50-72,,Defensive rebound by O. Porter
10:55.0,,,50-72,,Turnover by B. Beal (bad pass)
10:37.0,M. Hezonja misses 2-pt shot from 14 ft,,50-72,,
10:33.0,,,50-72,,Defensive rebound by M. Morris
10:20.0,,,50-74,2,M. Morris makes 2-pt shot from 15 ft
10:09.0,E. Payton misses 2-pt shot from 16 ft,,50-74,,
10:06.0,,,50-74,,Defensive rebound by M. Gortat
10:02.0,,,50-74,,Shooting foul by E. Payton (drawn by J. Wall)
10:02.0,,,50-75,1,J. Wall makes free throw 1 of 2
10:02.0,,,50-75,,J. Wall misses free throw 2 of 2
9:58.0,Defensive rebound by B. Biyombo,,50-75,,
9:45.0,Turnover by J. Simmons (out of bounds lost ball),,50-75,,
9:35.0,,,50-78,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
9:34.0,Orlando full timeout,,50-78,,
9:13.0,,,50-78,,Violation by M. Gortat (kicked ball)
9:02.0,M. Hezonja misses 2-pt shot from 12 ft,,50-78,,
9:00.0,,,50-78,,Defensive rebound by M. Gortat
8:44.0,,,50-78,,M. Gortat misses 2-pt shot from 8 ft
8:41.0,Defensive rebound by J. Simmons,,50-78,,
8:32.0,,,50-78,,Personal foul by M. Morris (drawn by E. Payton)
8:19.0,E. Payton makes 2-pt shot from 14 ft,2,52-78,,
8:05.0,,,52-78,,Turnover by J. Wall (bad pass; steal by E. Payton)
7:59.0,E. Payton misses 2-pt shot from 5 ft,,52-78,,
7:57.0,,,52-78,,Defensive rebound by M. Gortat
7:54.0,,,52-78,,B. Beal misses 3-pt shot from 26 ft
7:54.0,Defensive rebound by J. Simmons,,52-78,,
7:44.0,J. Simmons misses 2-pt shot from 4 ft,,52-78,,
7:44.0,Offensive rebound by J. Simmons,,52-78,,
7:44.0,,,52-78,,Personal foul by B. Beal (drawn by J. Simmons)
7:28.0,W. Iwundu makes 2-pt shot from 1 ft (assist by B. Biyombo),2,54-78,,
7:10.0,,,54-78,,Turnover by M. Morris (lost ball; steal by M. Hezonja)
7:07.0,,,54-78,,Technical foul by J. Wall (drawn by W. Iwundu)
7:07.0,W. Iwundu misses flagrant free throw 1 of 2,,54-78,,
7:07.0,Offensive rebound by Team,,54-78,,
7:07.0,W. Iwundu makes flagrant free throw 2 of 2,1,55-78,,
6:59.0,B. Biyombo makes 2-pt shot at rim (assist by M. Hezonja),2,57-78,,
6:41.0,,,57-78,,M. Morris misses 3-pt shot from 25 ft
6:40.0,,,57-78,,Offensive rebound by Team
6:26.0,,,57-81,3,O. Porter makes 3-pt shot from 26 ft (assist by J. Wall)
6:11.0,J. Simmons misses 2-pt shot from 16 ft,,57-81,,
6:07.0,,,57-81,,Defensive rebound by J. Wall
6:05.0,,,57-81,,Turnover by J. Wall (bad pass)
5:52.0,W. Iwundu makes 3-pt shot from 24 ft (assist by E. Payton),3,60-81,,
5:39.0,,,60-84,3,J. Wall makes 3-pt shot from 24 ft
5:26.0,J. Simmons makes 3-pt shot from 24 ft (assist by E. Payton),3,63-84,,
5:24.0,,,63-84,,Washington full timeout
5:10.0,,,63-87,3,B. Beal makes 3-pt shot from 23 ft (assist by J. Wall)
4:54.0,Turnover by J. Simmons (bad pass; steal by J. Wall),,63-87,,
4:50.0,Personal foul by J. Simmons (drawn by J. Wall),,63-87,,
4:43.0,Personal foul by J. Simmons (drawn by B. Beal),,63-87,,
4:43.0,J. Artis enters the game for J. Simmons,,63-87,,
4:33.0,,,63-90,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall)
4:17.0,E. Payton makes 2-pt shot at rim,2,65-90,,
4:04.0,,,65-93,3,B. Beal makes 3-pt shot from 26 ft (assist by J. Wall)
3:51.0,W. Iwundu makes 2-pt shot from 5 ft (assist by E. Payton),2,67-93,,
3:30.0,,,67-93,,O. Porter misses 3-pt shot from 25 ft
3:26.0,,,67-93,,Offensive rebound by B. Beal
3:24.0,,,67-93,,J. Wall misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by E. Payton,,67-93,,
3:12.0,W. Iwundu misses 3-pt shot from 23 ft,,67-93,,
3:10.0,,,67-93,,Defensive rebound by O. Porter
3:09.0,,,67-95,2,J. Wall makes 2-pt shot from 1 ft
3:09.0,,,67-95,,Shooting foul by E. Payton (drawn by J. Wall)
3:09.0,A. Afflalo enters the game for W. Iwundu,,67-95,,
3:09.0,,,67-96,1,J. Wall makes free throw 1 of 1
2:47.0,B. Biyombo makes 2-pt shot from 7 ft (assist by E. Payton),2,69-96,,
2:28.0,,,69-96,,Turnover by J. Wall (bad pass; steal by E. Payton)
2:24.0,M. Hezonja makes 2-pt shot from 1 ft (assist by E. Payton),2,71-96,,
2:13.0,,,71-96,,B. Beal misses 2-pt shot from 15 ft
2:12.0,,,71-96,,Offensive rebound by Team
2:12.0,Loose ball foul by A. Afflalo (drawn by M. Gortat),,71-96,,
2:12.0,,,71-97,1,M. Gortat makes free throw 1 of 2
2:12.0,,,71-97,,K. Oubre enters the game for O. Porter
2:12.0,,,71-98,1,M. Gortat makes free throw 2 of 2
2:03.0,E. Payton makes 2-pt shot from 1 ft,2,73-98,,
1:40.0,,,73-98,,M. Morris misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by E. Payton,,73-98,,
1:30.0,E. Payton makes 2-pt shot from 4 ft,2,75-98,,
1:10.0,,,75-98,,Turnover by M. Morris (bad pass; steal by E. Payton)
1:02.0,M. Hezonja makes 3-pt shot from 27 ft (assist by E. Payton),3,78-98,,
0:40.0,,,78-98,,J. Wall misses 2-pt shot from 1 ft
0:37.0,,,78-98,,Offensive rebound by M. Morris
0:37.0,,,78-98,,M. Morris misses 2-pt shot at rim
0:36.0,Defensive rebound by M. Hezonja,,78-98,,
0:28.0,E. Payton makes 2-pt shot from 14 ft,2,80-98,,
0:08.0,,,80-100,2,B. Beal makes 2-pt shot from 2 ft
0:00.0,E. Payton makes 2-pt shot at rim,2,82-100,,
0:00.0,Shooting foul by M. Gortat (drawn by E. Payton),,82-100,,
0:00.0,,,82-100,,I. Mahinmi enters the game for M. Gortat
0:00.0,E. Payton makes free throw 1 of 1,1,83-100,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,83-100,,B. Beal misses 2-pt shot from 13 ft
11:43.0,Defensive rebound by E. Payton,,83-100,,
11:40.0,Shooting foul by T. Satoransky (drawn by E. Payton),,83-100,,
11:40.0,E. Payton makes free throw 1 of 2,1,84-100,,
11:40.0,E. Payton makes free throw 2 of 2,1,85-100,,
11:29.0,,,85-100,,T. Satoransky misses 2-pt shot from 18 ft
11:27.0,,,85-100,,Offensive rebound by I. Mahinmi
11:27.0,,,85-102,2,I. Mahinmi makes 2-pt shot from 4 ft
11:27.0,,,85-102,,Shooting foul by A. Payne (drawn by I. Mahinmi)
11:27.0,,,85-103,1,I. Mahinmi makes free throw 1 of 1
11:08.0,Turnover by E. Payton (bad pass; steal by I. Mahinmi),,85-103,,
11:04.0,,,85-105,2,M. Scott makes 2-pt shot from 1 ft (assist by K. Oubre)
10:46.0,M. Speights misses 3-pt shot from 24 ft,,85-105,,
10:41.0,Offensive rebound by A. Payne,,85-105,,
10:34.0,Shooting foul by K. Oubre (drawn by M. Speights),,85-105,,
10:34.0,M. Speights misses free throw 1 of 2,,85-105,,
10:34.0,Offensive rebound by Team,,85-105,,
10:34.0,,,85-105,,J. Meeks enters the game for B. Beal
10:34.0,M. Speights misses free throw 2 of 2,,85-105,,
10:32.0,,,85-105,,Defensive rebound by K. Oubre
10:13.0,,,85-105,,K. Oubre misses 2-pt shot from 3 ft
10:11.0,Defensive rebound by A. Payne,,85-105,,
9:57.0,M. Speights misses 2-pt shot from 15 ft,,85-105,,
9:51.0,,,85-105,,Defensive rebound by M. Scott
9:45.0,,,85-105,,J. Meeks misses 3-pt shot from 26 ft
9:42.0,Defensive rebound by A. Payne,,85-105,,
9:32.0,D. Augustin misses 3-pt shot from 26 ft,,85-105,,
9:32.0,Offensive rebound by Team,,85-105,,
9:25.0,E. Payton makes 2-pt shot from 5 ft,2,87-105,,
9:25.0,Shooting foul by J. Meeks (drawn by E. Payton),,87-105,,
9:25.0,J. Simmons enters the game for J. Artis,,87-105,,
9:25.0,E. Payton makes free throw 1 of 1,1,88-105,,
9:06.0,,,88-105,,J. Meeks misses 3-pt shot from 23 ft
9:01.0,,,88-105,,Offensive rebound by M. Scott
9:01.0,,,88-107,2,M. Scott makes 2-pt shot at rim
8:55.0,Offensive foul by A. Payne (drawn by M. Scott),,88-107,,
8:55.0,Turnover by A. Payne (offensive foul),,88-107,,
8:37.0,,,88-107,,K. Oubre misses 2-pt shot from 5 ft (block by E. Payton)
8:33.0,Defensive rebound by J. Simmons,,88-107,,
8:31.0,M. Speights misses 3-pt shot from 25 ft,,88-107,,
8:26.0,,,88-107,,Defensive rebound by M. Scott
8:18.0,,,88-110,3,J. Meeks makes 3-pt shot from 25 ft (assist by T. Satoransky)
8:04.0,M. Speights makes 3-pt shot from 26 ft (assist by J. Simmons),3,91-110,,
7:49.0,,,91-110,,Turnover by M. Scott (traveling)
7:49.0,M. Hezonja enters the game for A. Payne,,91-110,,
7:38.0,Turnover by E. Payton (turnover),,91-110,,
7:22.0,,,91-110,,K. Oubre misses 2-pt shot from 3 ft
7:21.0,Defensive rebound by Team,,91-110,,
7:21.0,,,91-110,,Loose ball foul by K. Oubre (drawn by M. Speights)
7:14.0,Shooting foul by J. Meeks (drawn by E. Payton),,91-110,,
7:14.0,E. Payton makes free throw 1 of 2,1,92-110,,
7:14.0,E. Payton makes free throw 2 of 2,1,93-110,,
6:51.0,,,93-110,,Shooting foul by D. Augustin (drawn by M. Scott)
6:51.0,,,93-110,,Washington full timeout
6:51.0,,,93-111,1,M. Scott makes free throw 1 of 2
6:51.0,,,93-112,1,M. Scott makes free throw 2 of 2
6:37.0,M. Speights misses 3-pt shot from 25 ft,,93-112,,
6:31.0,,,93-112,,Defensive rebound by J. Meeks
6:29.0,,,93-115,3,K. Oubre makes 3-pt shot from 25 ft
6:16.0,E. Payton makes 2-pt shot from 17 ft,2,95-115,,
6:00.0,,,95-115,,J. Meeks misses 2-pt shot from 16 ft
5:58.0,Defensive rebound by M. Hezonja,,95-115,,
5:52.0,M. Hezonja misses 2-pt shot from 8 ft,,95-115,,
5:51.0,Offensive rebound by Team,,95-115,,
5:51.0,J. Artis enters the game for E. Payton,,95-115,,
5:51.0,W. Iwundu enters the game for M. Speights,,95-115,,
5:51.0,A. Payne enters the game for J. Simmons,,95-115,,
5:45.0,J. Artis misses 2-pt shot from 17 ft,,95-115,,
5:42.0,,,95-115,,Defensive rebound by J. Meeks
5:38.0,,,95-115,,J. Meeks misses 3-pt shot from 26 ft
5:35.0,Defensive rebound by J. Artis,,95-115,,
5:29.0,M. Hezonja makes 3-pt shot from 27 ft (assist by J. Artis),3,98-115,,
5:04.0,,,98-117,2,M. Scott makes 2-pt shot from 18 ft
4:39.0,D. Augustin misses 2-pt shot from 8 ft,,98-117,,
4:38.0,,,98-117,,Defensive rebound by T. Satoransky
4:35.0,,,98-119,2,T. Satoransky makes 2-pt shot from 1 ft
4:35.0,,,98-119,,Shooting foul by M. Hezonja (drawn by T. Satoransky)
4:35.0,,,98-119,,T. Satoransky misses free throw 1 of 1
4:33.0,Defensive rebound by D. Augustin,,98-119,,
4:15.0,W. Iwundu makes 2-pt shot from 10 ft,2,100-119,,
4:02.0,,,100-122,3,K. Oubre makes 3-pt shot from 31 ft (assist by T. Satoransky)
3:47.0,Turnover by M. Hezonja (out of bounds lost ball),,100-122,,
3:47.0,,,100-122,,J. Smith enters the game for I. Mahinmi
3:47.0,,,100-122,,C. McCullough enters the game for M. Scott
3:36.0,,,100-122,,Turnover by K. Oubre (turnover)
3:21.0,Offensive charge foul by W. Iwundu (drawn by K. Oubre),,100-122,,
3:21.0,Turnover by W. Iwundu (offensive foul),,100-122,,
3:21.0,,,100-122,,T. Frazier enters the game for K. Oubre
3:12.0,,,100-124,2,C. McCullough makes 2-pt shot from 2 ft (assist by T. Satoransky)
3:12.0,Orlando full timeout,,100-124,,
3:02.0,,,100-124,,Shooting block foul by C. McCullough (drawn by J. Artis)
3:02.0,J. Artis misses free throw 1 of 2,,100-124,,
3:02.0,Offensive rebound by Team,,100-124,,
3:02.0,J. Artis makes free throw 2 of 2,1,101-124,,
2:48.0,,,101-124,,J. Smith misses 2-pt shot from 2 ft (block by M. Hezonja)
2:48.0,,,101-124,,Offensive rebound by Team
2:37.0,,,101-126,2,J. Smith makes 2-pt shot from 20 ft (assist by T. Satoransky)
2:24.0,J. Artis makes 2-pt shot from 16 ft,2,103-126,,
1:54.0,,,103-126,,Turnover by T. Satoransky (bad pass; steal by M. Hezonja)
1:49.0,M. Hezonja misses 2-pt shot from 1 ft,,103-126,,
1:47.0,,,103-126,,Defensive rebound by C. McCullough
