time,Brooklyn,pts.away,score,pts.home,Toronto
7:56.0,,,8-12,2,J. Valanciunas makes 2-pt shot at rim (assist by O. Anunoby)
7:47.0,C. LeVert misses 3-pt shot from 25 ft,,8-12,,
7:45.0,,,8-12,,Defensive rebound by J. Valanciunas
7:42.0,,,8-15,3,K. Lowry makes 3-pt shot from 26 ft
7:40.0,Brooklyn full timeout,,8-15,,
7:28.0,J. Harris misses 3-pt shot from 26 ft,,8-15,,
7:26.0,,,8-15,,Defensive rebound by K. Lowry
7:20.0,,,8-18,3,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Lowry)
7:04.0,T. Zeller makes 2-pt shot from 8 ft (assist by S. Dinwiddie),2,10-18,,
6:55.0,,,10-18,,Turnover by D. DeRozan (bad pass; steal by J. Harris)
6:51.0,C. LeVert misses 2-pt shot from 4 ft (block by S. Ibaka),,10-18,,
6:51.0,Offensive rebound by Team,,10-18,,
6:51.0,I. Whitehead enters the game for C. LeVert,,10-18,,
6:37.0,Turnover by S. Dinwiddie (lost ball; steal by K. Lowry),,10-18,,
6:35.0,Personal block foul by J. Harris (drawn by D. DeRozan),,10-18,,
6:26.0,,,10-18,,O. Anunoby misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by R. Hollis-Jefferson,,10-18,,
6:06.0,I. Whitehead makes 3-pt shot from 25 ft (assist by T. Zeller),3,13-18,,
5:47.0,,,13-18,,S. Ibaka misses 3-pt shot from 26 ft
5:44.0,Defensive rebound by I. Whitehead,,13-18,,
5:41.0,Turnover by J. Harris (traveling),,13-18,,
5:33.0,,,13-20,2,S. Ibaka makes 2-pt shot from 7 ft (assist by K. Lowry)
5:17.0,Turnover by S. Dinwiddie (bad pass; steal by D. DeRozan),,13-20,,
5:13.0,,,13-22,2,D. DeRozan makes 2-pt shot from 2 ft
4:57.0,Turnover by R. Hollis-Jefferson (out of bounds lost ball),,13-22,,
4:57.0,Q. Acy enters the game for R. Hollis-Jefferson,,13-22,,
4:57.0,J. Okafor enters the game for T. Zeller,,13-22,,
4:45.0,,,13-24,2,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry)
4:36.0,I. Whitehead makes 2-pt shot at rim (assist by S. Dinwiddie),2,15-24,,
4:31.0,Personal block foul by I. Whitehead (drawn by K. Lowry),,15-24,,
4:14.0,,,15-24,,D. DeRozan misses 2-pt shot from 23 ft
4:10.0,Defensive rebound by J. Harris,,15-24,,
3:51.0,J. Harris misses 3-pt shot from 27 ft,,15-24,,
3:48.0,,,15-24,,Defensive rebound by S. Ibaka
3:40.0,,,15-24,,Turnover by J. Valanciunas (turnover)
3:40.0,C. LeVert enters the game for S. Dinwiddie,,15-24,,
3:40.0,N. Stauskas enters the game for J. Harris,,15-24,,
3:15.0,Q. Acy misses 2-pt shot from 20 ft,,15-24,,
3:13.0,,,15-24,,Defensive rebound by J. Valanciunas
3:08.0,,,15-24,,K. Lowry misses 2-pt shot from 20 ft
3:06.0,Defensive rebound by J. Okafor,,15-24,,
3:06.0,Turnover by J. Okafor (traveling),,15-24,,
3:06.0,,,15-24,,J. Poeltl enters the game for O. Anunoby
3:06.0,,,15-24,,N. Powell enters the game for J. Valanciunas
3:06.0,,,15-24,,Toronto full timeout
2:57.0,,,15-26,2,D. DeRozan makes 2-pt shot from 3 ft
2:43.0,J. Okafor makes 2-pt shot from 4 ft,2,17-26,,
2:31.0,,,17-26,,D. DeRozan misses 2-pt shot from 9 ft
2:30.0,Defensive rebound by N. Stauskas,,17-26,,
2:16.0,Turnover by C. LeVert (bad pass; steal by K. Lowry),,17-26,,
2:10.0,,,17-28,2,S. Ibaka makes 2-pt shot from 12 ft (assist by K. Lowry)
1:45.0,N. Stauskas makes 3-pt shot from 27 ft (assist by Q. Acy),3,20-28,,
1:29.0,,,20-30,2,J. Poeltl makes 2-pt shot from 1 ft (assist by K. Lowry)
1:29.0,,,20-30,,Shooting foul by J. Okafor (drawn by J. Poeltl)
1:29.0,,,20-30,,F. VanVleet enters the game for K. Lowry
1:29.0,,,20-30,,P. Siakam enters the game for S. Ibaka
1:29.0,,,20-30,,J. Poeltl misses free throw 1 of 1
1:29.0,S. Dinwiddie enters the game for I. Whitehead,,20-30,,
1:22.0,Offensive rebound by S. Dinwiddie,,20-30,,
1:09.0,J. Okafor misses 2-pt shot from 2 ft,,20-30,,
1:06.0,,,20-30,,Defensive rebound by P. Siakam
0:59.0,,,20-30,,D. DeRozan misses 2-pt shot from 11 ft
0:59.0,Defensive rebound by N. Stauskas,,20-30,,
0:56.0,,,20-30,,Personal foul by D. DeRozan (drawn by N. Stauskas)
0:40.0,S. Dinwiddie misses 2-pt shot from 7 ft,,20-30,,
0:38.0,,,20-30,,Defensive rebound by N. Powell
0:21.0,,,20-30,,P. Siakam misses 3-pt shot from 24 ft
0:18.0,Defensive rebound by N. Stauskas,,20-30,,
0:02.0,C. LeVert misses 3-pt shot from 26 ft,,20-30,,
0:02.0,,,20-30,,Defensive rebound by D. DeRozan
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,N. Stauskas makes 3-pt shot from 25 ft,3,23-30,,
11:19.0,,,23-30,,D. Wright misses 2-pt shot from 10 ft
11:19.0,,,23-30,,Offensive rebound by Team
11:19.0,,,23-30,,Turnover by Team (shot clock)
10:56.0,N. Stauskas makes 3-pt shot from 27 ft (assist by T. Mozgov),3,26-30,,
10:50.0,,,26-30,,Turnover by N. Powell (out of bounds lost ball)
10:35.0,N. Stauskas makes 3-pt shot from 26 ft,3,29-30,,
10:34.0,,,29-30,,Toronto full timeout
10:09.0,,,29-30,,Turnover by Team (shot clock)
9:59.0,Q. Acy makes 2-pt shot at rim (assist by T. Mozgov),2,31-30,,
9:43.0,,,31-30,,N. Powell misses 2-pt shot from 1 ft
9:41.0,Defensive rebound by N. Stauskas,,31-30,,
9:26.0,N. Stauskas makes 2-pt shot at rim,2,33-30,,
9:26.0,Shooting foul by P. Siakam (drawn by N. Stauskas),,33-30,,
9:26.0,N. Stauskas makes free throw 1 of 1,1,34-30,,
9:08.0,,,34-32,2,F. VanVleet makes 2-pt shot at rim
8:43.0,Turnover by I. Whitehead (bad pass; steal by D. Wright),,34-32,,
8:31.0,,,34-32,,P. Siakam misses 3-pt shot from 24 ft
8:28.0,Defensive rebound by C. LeVert,,34-32,,
8:15.0,T. Mozgov makes 2-pt shot from 1 ft (assist by I. Whitehead),2,36-32,,
7:52.0,,,36-35,3,N. Powell makes 3-pt shot from 25 ft (assist by D. Wright)
7:26.0,C. LeVert misses 2-pt shot from 15 ft,,36-35,,
7:23.0,,,36-35,,Defensive rebound by P. Siakam
7:08.0,,,36-35,,D. Wright misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by N. Stauskas,,36-35,,
6:52.0,N. Stauskas misses 3-pt shot from 28 ft,,36-35,,
6:49.0,,,36-35,,Defensive rebound by N. Powell
6:44.0,,,36-35,,D. Wright misses 2-pt shot from 3 ft
6:43.0,,,36-35,,Offensive rebound by J. Poeltl
6:43.0,,,36-37,2,J. Poeltl makes 2-pt shot from 1 ft
6:43.0,Brooklyn full timeout,,36-37,,
6:43.0,,,36-37,,K. Lowry enters the game for P. Siakam
6:43.0,,,36-37,,S. Ibaka enters the game for D. Wright
6:43.0,R. Hollis-Jefferson enters the game for N. Stauskas,,36-37,,
6:43.0,J. Harris enters the game for Q. Acy,,36-37,,
6:43.0,S. Dinwiddie enters the game for C. LeVert,,36-37,,
6:27.0,S. Dinwiddie makes 2-pt shot from 10 ft,2,38-37,,
6:09.0,,,38-39,2,N. Powell makes 2-pt shot from 1 ft (assist by F. VanVleet)
5:43.0,S. Dinwiddie misses 2-pt shot from 5 ft (block by J. Poeltl),,38-39,,
5:43.0,Offensive rebound by Team,,38-39,,
5:43.0,J. Okafor enters the game for T. Mozgov,,38-39,,
5:40.0,S. Dinwiddie makes 2-pt shot at rim (assist by I. Whitehead),2,40-39,,
5:24.0,,,40-39,,S. Ibaka misses 2-pt shot from 11 ft
5:22.0,Defensive rebound by R. Hollis-Jefferson,,40-39,,
5:03.0,,,40-39,,Personal foul by F. VanVleet (drawn by J. Okafor)
5:03.0,,,40-39,,O. Anunoby enters the game for F. VanVleet
5:03.0,,,40-39,,D. DeRozan enters the game for N. Powell
5:03.0,,,40-39,,J. Valanciunas enters the game for J. Poeltl
4:53.0,S. Dinwiddie misses 2-pt shot from 15 ft,,40-39,,
4:50.0,,,40-39,,Defensive rebound by O. Anunoby
4:41.0,,,40-41,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
4:30.0,I. Whitehead misses 2-pt shot from 2 ft,,40-41,,
4:30.0,,,40-41,,Defensive rebound by J. Valanciunas
4:15.0,,,40-43,2,J. Valanciunas makes 2-pt shot from 15 ft
3:52.0,I. Whitehead makes 2-pt shot from 4 ft,2,42-43,,
3:33.0,,,42-45,2,D. DeRozan makes 2-pt shot from 18 ft
3:19.0,S. Dinwiddie misses 2-pt shot from 13 ft,,42-45,,
3:16.0,,,42-45,,Defensive rebound by D. DeRozan
3:09.0,,,42-47,2,D. DeRozan makes 2-pt shot from 10 ft
2:42.0,Turnover by Team (shot clock),,42-47,,
2:42.0,C. LeVert enters the game for I. Whitehead,,42-47,,
2:31.0,,,42-49,2,D. DeRozan makes 2-pt shot from 15 ft
2:09.0,J. Okafor misses 2-pt shot from 10 ft,,42-49,,
2:07.0,,,42-49,,Defensive rebound by J. Valanciunas
2:03.0,,,42-52,3,K. Lowry makes 3-pt shot from 28 ft
1:43.0,,,42-52,,Personal foul by O. Anunoby (drawn by S. Dinwiddie)
1:30.0,J. Okafor misses 3-pt shot from 24 ft,,42-52,,
1:27.0,,,42-52,,Defensive rebound by K. Lowry
1:18.0,,,42-54,2,J. Valanciunas makes 2-pt shot from 6 ft
0:51.0,J. Okafor makes 2-pt shot from 14 ft,2,44-54,,
0:42.0,,,44-56,2,S. Ibaka makes 2-pt shot from 15 ft (assist by K. Lowry)
0:30.0,Turnover by J. Okafor (traveling),,44-56,,
0:27.0,,,44-56,,K. Lowry misses 3-pt shot from 30 ft
0:24.0,,,44-56,,Offensive rebound by K. Lowry
0:20.0,Personal foul by C. LeVert (drawn by D. DeRozan),,44-56,,
0:03.0,,,44-58,2,D. DeRozan makes 2-pt shot from 18 ft
0:00.0,J. Harris misses 3-pt shot from 36 ft,,44-58,,
0:00.0,Offensive rebound by Team,,44-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,T. Zeller misses 2-pt shot from 9 ft,,44-58,,
11:33.0,,,44-58,,Defensive rebound by J. Valanciunas
11:25.0,,,44-60,2,K. Lowry makes 2-pt shot from 5 ft
11:07.0,J. Harris misses 3-pt shot from 25 ft,,44-60,,
11:07.0,,,44-60,,Defensive rebound by S. Ibaka
10:50.0,Personal foul by T. Zeller (drawn by J. Valanciunas),,44-60,,
10:49.0,Personal foul by S. Dinwiddie (drawn by K. Lowry),,44-60,,
10:42.0,,,44-60,,J. Valanciunas misses 2-pt shot from 2 ft
10:42.0,,,44-60,,Offensive rebound by S. Ibaka
10:24.0,,,44-62,2,S. Ibaka makes 2-pt shot from 7 ft
10:11.0,R. Hollis-Jefferson misses 2-pt shot from 13 ft,,44-62,,
10:07.0,,,44-62,,Defensive rebound by K. Lowry
9:56.0,,,44-62,,K. Lowry misses 2-pt shot from 21 ft
9:53.0,Defensive rebound by J. Harris,,44-62,,
9:42.0,Shooting foul by S. Ibaka (drawn by S. Dinwiddie),,44-62,,
9:42.0,S. Dinwiddie misses free throw 1 of 2,,44-62,,
9:42.0,Offensive rebound by Team,,44-62,,
9:42.0,S. Dinwiddie makes free throw 2 of 2,1,45-62,,
9:30.0,,,45-62,,O. Anunoby misses 3-pt shot from 25 ft
9:27.0,,,45-62,,Offensive rebound by O. Anunoby
9:22.0,,,45-64,2,K. Lowry makes 2-pt shot from 3 ft (assist by O. Anunoby)
9:10.0,S. Dinwiddie makes 2-pt shot from 12 ft,2,47-64,,
8:57.0,Personal foul by J. Harris (drawn by O. Anunoby),,47-64,,
8:57.0,Q. Acy enters the game for R. Hollis-Jefferson,,47-64,,
8:46.0,,,47-66,2,S. Ibaka makes 2-pt shot from 15 ft
8:35.0,S. Dinwiddie misses 3-pt shot from 25 ft,,47-66,,
8:33.0,,,47-66,,Defensive rebound by K. Lowry
8:30.0,,,47-66,,K. Lowry misses 3-pt shot from 26 ft
8:27.0,Defensive rebound by Q. Acy,,47-66,,
8:19.0,C. LeVert makes 2-pt shot at rim (assist by S. Dinwiddie),2,49-66,,
7:59.0,,,49-66,,O. Anunoby misses 3-pt shot from 25 ft
7:56.0,,,49-66,,Offensive rebound by K. Lowry
7:55.0,,,49-66,,S. Ibaka misses 3-pt shot from 26 ft
7:55.0,Defensive rebound by C. LeVert,,49-66,,
7:48.0,J. Harris misses 2-pt shot from 1 ft,,49-66,,
7:47.0,Offensive rebound by Q. Acy,,49-66,,
7:47.0,Shooting foul by S. Ibaka (drawn by Q. Acy),,49-66,,
7:47.0,Q. Acy makes free throw 1 of 2,1,50-66,,
7:47.0,T. Mozgov enters the game for T. Zeller,,50-66,,
7:47.0,Q. Acy makes free throw 2 of 2,1,51-66,,
7:32.0,,,51-69,3,O. Anunoby makes 3-pt shot from 22 ft (assist by S. Ibaka)
7:22.0,Turnover by T. Mozgov (lost ball; steal by K. Lowry),,51-69,,
7:16.0,,,51-69,,D. DeRozan misses 3-pt shot from 23 ft
7:13.0,Defensive rebound by Q. Acy,,51-69,,
7:07.0,Turnover by S. Dinwiddie (bad pass),,51-69,,
7:07.0,N. Stauskas enters the game for C. LeVert,,51-69,,
6:45.0,,,51-71,2,J. Valanciunas makes 2-pt shot from 6 ft (assist by O. Anunoby)
6:22.0,T. Mozgov misses 2-pt shot from 2 ft (block by J. Valanciunas),,51-71,,
6:22.0,Offensive rebound by Team,,51-71,,
6:22.0,Turnover by Team (shot clock),,51-71,,
6:22.0,,,51-71,,Toronto full timeout
6:22.0,I. Whitehead enters the game for S. Dinwiddie,,51-71,,
6:01.0,,,51-71,,Shooting foul by Q. Acy (drawn by D. DeRozan)
6:01.0,,,51-71,,D. DeRozan misses free throw 2 of 2
6:01.0,Defensive rebound by Q. Acy,,51-71,,
6:01.0,,,51-71,,D. DeRozan misses free throw 1 of 2
6:01.0,,,51-71,,Offensive rebound by Team
5:49.0,Turnover by Q. Acy (lost ball; steal by O. Anunoby),,51-71,,
5:34.0,,,51-71,,S. Ibaka misses 2-pt shot from 1 ft
5:32.0,,,51-71,,Offensive rebound by O. Anunoby
5:31.0,,,51-71,,Turnover by O. Anunoby (lost ball; steal by I. Whitehead)
5:30.0,Shooting foul by S. Ibaka (drawn by I. Whitehead),,51-71,,
5:30.0,I. Whitehead makes free throw 1 of 2,1,52-71,,
5:30.0,J. Okafor enters the game for Q. Acy,,52-71,,
5:30.0,I. Whitehead misses free throw 2 of 2,,52-71,,
5:28.0,,,52-71,,Defensive rebound by S. Ibaka
5:12.0,,,52-73,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by K. Lowry)
4:53.0,I. Whitehead misses 2-pt shot from 3 ft,,52-73,,
4:51.0,,,52-73,,Defensive rebound by S. Ibaka
4:49.0,,,52-73,,Turnover by S. Ibaka (lost ball; steal by J. Okafor)
4:44.0,I. Whitehead misses 3-pt shot from 25 ft,,52-73,,
4:42.0,,,52-73,,Defensive rebound by K. Lowry
4:36.0,,,52-73,,J. Valanciunas misses 3-pt shot from 25 ft
4:36.0,,,52-73,,Offensive rebound by D. DeRozan
4:21.0,,,52-75,2,D. DeRozan makes 2-pt shot from 1 ft
4:15.0,Brooklyn full timeout,,52-75,,
4:15.0,,,52-75,,J. Poeltl enters the game for O. Anunoby
4:15.0,,,52-75,,N. Powell enters the game for J. Valanciunas
4:15.0,C. LeVert enters the game for J. Harris,,52-75,,
4:05.0,T. Mozgov misses 2-pt shot from 3 ft,,52-75,,
4:00.0,Offensive rebound by T. Mozgov,,52-75,,
4:00.0,T. Mozgov misses 2-pt shot at rim,,52-75,,
4:00.0,,,52-75,,Defensive rebound by S. Ibaka
3:56.0,,,52-78,3,S. Ibaka makes 3-pt shot from 26 ft (assist by K. Lowry)
3:43.0,,,52-78,,Personal foul by J. Poeltl (drawn by T. Mozgov)
3:36.0,T. Mozgov makes 2-pt shot from 1 ft (assist by C. LeVert),2,54-78,,
3:36.0,Shooting foul by J. Poeltl (drawn by T. Mozgov),,54-78,,
3:36.0,T. Mozgov makes free throw 1 of 1,1,55-78,,
3:27.0,,,55-78,,Shooting foul by J. Okafor (drawn by D. DeRozan)
3:27.0,,,55-79,1,D. DeRozan makes free throw 1 of 2
3:27.0,,,55-80,1,D. DeRozan makes free throw 2 of 2
3:07.0,C. LeVert misses 3-pt shot from 24 ft,,55-80,,
3:04.0,,,55-80,,Defensive rebound by N. Powell
2:52.0,,,55-80,,S. Ibaka misses 2-pt shot from 19 ft
2:51.0,Defensive rebound by Team,,55-80,,
2:30.0,J. Okafor makes 2-pt shot from 2 ft (assist by I. Whitehead),2,57-80,,
2:19.0,,,57-80,,S. Ibaka misses 2-pt shot from 10 ft
2:19.0,,,57-80,,Offensive rebound by J. Poeltl
2:15.0,,,57-82,2,J. Poeltl makes 2-pt shot at rim
2:05.0,I. Whitehead makes 2-pt shot from 1 ft,2,59-82,,
1:53.0,,,59-82,,S. Ibaka misses 2-pt shot from 16 ft
1:53.0,Defensive rebound by N. Stauskas,,59-82,,
1:43.0,Turnover by N. Stauskas (bad pass; steal by D. DeRozan),,59-82,,
1:38.0,,,59-84,2,D. DeRozan makes 2-pt shot from 1 ft
1:21.0,I. Whitehead makes 3-pt shot from 27 ft,3,62-84,,
1:09.0,,,62-86,2,D. DeRozan makes 2-pt shot from 19 ft (assist by K. Lowry)
0:58.0,Turnover by T. Mozgov (traveling),,62-86,,
0:58.0,,,62-86,,P. Siakam enters the game for S. Ibaka
0:49.0,,,62-89,3,D. DeRozan makes 3-pt shot from 26 ft (assist by K. Lowry)
0:38.0,I. Whitehead misses 2-pt shot from 1 ft,,62-89,,
0:38.0,,,62-89,,Defensive rebound by Team
0:31.0,,,62-89,,K. Lowry misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by T. Mozgov,,62-89,,
0:18.0,,,62-89,,Personal foul by N. Powell (drawn by T. Mozgov)
0:18.0,T. Mozgov makes free throw 1 of 2,1,63-89,,
0:18.0,T. Mozgov makes free throw 2 of 2,1,64-89,,
0:02.0,,,64-89,,D. DeRozan misses 2-pt shot from 3 ft (block by T. Mozgov)
0:02.0,,,64-89,,Offensive rebound by Team
0:01.0,,,64-91,2,J. Poeltl makes 2-pt shot at rim (assist by K. Lowry)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,64-93,2,N. Powell makes 2-pt shot from 9 ft (assist by J. Poeltl)
11:29.0,Turnover by T. Zeller (out of bounds lost ball),,64-93,,
11:12.0,,,64-93,,Shooting foul by Q. Acy (drawn by J. Poeltl)
11:12.0,,,64-93,,J. Poeltl misses free throw 1 of 2
11:12.0,,,64-93,,Offensive rebound by Team
11:12.0,,,64-94,1,J. Poeltl makes free throw 2 of 2
10:58.0,R. Hollis-Jefferson makes 2-pt shot from 16 ft,2,66-94,,
10:46.0,,,66-94,,P. Siakam misses 3-pt shot from 25 ft
10:43.0,Defensive rebound by Q. Acy,,66-94,,
10:36.0,T. Zeller misses 2-pt shot from 1 ft,,66-94,,
10:36.0,,,66-94,,Defensive rebound by J. Poeltl
10:27.0,,,66-94,,N. Powell misses 2-pt shot from 5 ft
10:27.0,,,66-94,,Offensive rebound by N. Powell
10:22.0,,,66-94,,N. Powell misses 2-pt shot from 1 ft
10:22.0,,,66-94,,Offensive rebound by K. Lowry
10:19.0,,,66-94,,F. VanVleet misses 3-pt shot from 25 ft
10:19.0,Defensive rebound by T. Zeller,,66-94,,
10:15.0,,,66-94,,Personal foul by K. Lowry (drawn by R. Hollis-Jefferson)
10:15.0,,,66-94,,D. Wright enters the game for K. Lowry
10:00.0,Turnover by I. Whitehead (bad pass; steal by P. Siakam),,66-94,,
9:58.0,,,66-96,2,P. Siakam makes 2-pt shot at rim (assist by D. Wright)
9:43.0,R. Hollis-Jefferson misses 2-pt shot from 16 ft,,66-96,,
9:41.0,Offensive rebound by T. Zeller,,66-96,,
9:38.0,T. Zeller makes 2-pt shot from 3 ft,2,68-96,,
9:27.0,,,68-96,,P. Siakam misses 2-pt shot from 2 ft
9:25.0,Defensive rebound by N. Stauskas,,68-96,,
9:21.0,Shooting foul by J. Poeltl (drawn by N. Stauskas),,68-96,,
9:21.0,N. Stauskas makes free throw 1 of 2,1,69-96,,
9:21.0,N. Stauskas makes free throw 2 of 2,1,70-96,,
8:58.0,,,70-96,,P. Siakam misses 3-pt shot from 26 ft
8:55.0,Defensive rebound by R. Hollis-Jefferson,,70-96,,
8:52.0,R. Hollis-Jefferson makes 2-pt shot from 2 ft,2,72-96,,
8:52.0,Shooting foul by F. VanVleet (drawn by R. Hollis-Jefferson),,72-96,,
8:52.0,R. Hollis-Jefferson makes free throw 1 of 1,1,73-96,,
8:41.0,,,73-98,2,F. VanVleet makes 2-pt shot from 3 ft
8:40.0,Brooklyn full timeout,,73-98,,
8:40.0,T. Mozgov enters the game for T. Zeller,,73-98,,
8:29.0,Offensive charge foul by Q. Acy (drawn by N. Powell),,73-98,,
8:29.0,Turnover by Q. Acy (offensive foul),,73-98,,
8:22.0,,,73-98,,D. Wright misses 2-pt shot from 8 ft
8:19.0,Defensive rebound by Q. Acy,,73-98,,
8:10.0,Turnover by N. Stauskas (traveling),,73-98,,
8:03.0,,,73-98,,F. VanVleet misses 2-pt shot from 13 ft
8:00.0,Defensive rebound by T. Mozgov,,73-98,,
7:42.0,Turnover by I. Whitehead (bad pass),,73-98,,
7:21.0,,,73-100,2,F. VanVleet makes 2-pt shot from 5 ft
7:21.0,,,73-100,,Shooting foul by I. Whitehead (drawn by F. VanVleet)
7:21.0,J. Harris enters the game for R. Hollis-Jefferson,,73-100,,
7:21.0,,,73-101,1,F. VanVleet makes free throw 1 of 1
7:13.0,N. Stauskas misses 3-pt shot from 26 ft,,73-101,,
7:10.0,Offensive rebound by T. Mozgov,,73-101,,
7:08.0,Turnover by J. Harris (bad pass),,73-101,,
7:08.0,,,73-101,,A. McKinnie enters the game for F. VanVleet
6:57.0,,,73-103,2,J. Poeltl makes 2-pt shot from 1 ft (assist by N. Powell)
6:45.0,Turnover by Q. Acy (bad pass; steal by J. Poeltl),,73-103,,
6:42.0,,,73-105,2,P. Siakam makes 2-pt shot from 1 ft (assist by N. Powell)
6:27.0,I. Whitehead misses 2-pt shot from 1 ft (block by J. Poeltl),,73-105,,
6:24.0,,,73-105,,Defensive rebound by N. Powell
6:20.0,,,73-107,2,D. Wright makes 2-pt shot from 2 ft (assist by N. Powell)
6:20.0,Brooklyn full timeout,,73-107,,
6:20.0,J. Okafor enters the game for T. Mozgov,,73-107,,
6:02.0,Shooting foul by J. Poeltl (drawn by Q. Acy),,73-107,,
6:02.0,Q. Acy makes free throw 1 of 2,1,74-107,,
6:02.0,Q. Acy misses free throw 2 of 2,,74-107,,
5:59.0,Offensive rebound by J. Okafor,,74-107,,
5:53.0,J. Okafor misses 3-pt shot from 22 ft,,74-107,,
5:52.0,Offensive rebound by Team,,74-107,,
5:52.0,,,74-107,,Loose ball foul by P. Siakam (drawn by Q. Acy)
5:52.0,Q. Acy makes free throw 1 of 2,1,75-107,,
5:52.0,Q. Acy makes free throw 2 of 2,1,76-107,,
5:32.0,,,76-107,,A. McKinnie misses 3-pt shot from 25 ft
5:26.0,,,76-107,,Offensive rebound by P. Siakam
5:25.0,,,76-107,,D. Wright misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by J. Okafor,,76-107,,
5:11.0,J. Okafor makes 2-pt shot from 1 ft (assist by N. Stauskas),2,78-107,,
4:59.0,,,78-109,2,N. Powell makes 2-pt shot from 1 ft
4:46.0,N. Stauskas makes 3-pt shot from 25 ft,3,81-109,,
4:33.0,,,81-111,2,N. Powell makes 2-pt shot from 20 ft
4:10.0,J. Okafor misses 2-pt shot from 9 ft,,81-111,,
4:06.0,,,81-111,,Defensive rebound by J. Poeltl
4:01.0,,,81-113,2,D. Wright makes 2-pt shot from 7 ft
4:01.0,,,81-113,,Shooting foul by J. Harris (drawn by D. Wright)
4:01.0,,,81-113,,L. Brown enters the game for N. Powell
4:01.0,,,81-114,1,D. Wright makes free throw 1 of 1
3:51.0,J. Harris makes 2-pt shot from 1 ft (assist by N. Stauskas),2,83-114,,
3:33.0,,,83-116,2,P. Siakam makes 2-pt shot from 3 ft
3:18.0,Turnover by I. Whitehead (bad pass; steal by A. McKinnie),,83-116,,
3:14.0,,,83-118,2,D. Wright makes 2-pt shot from 1 ft (assist by P. Siakam)
3:14.0,Brooklyn full timeout,,83-118,,
2:59.0,Q. Acy misses 3-pt shot from 25 ft,,83-118,,
2:56.0,,,83-118,,Defensive rebound by P. Siakam
2:43.0,,,83-118,,Turnover by J. Poeltl (bad pass; steal by I. Whitehead)
2:36.0,Q. Acy misses 3-pt shot from 26 ft,,83-118,,
2:34.0,,,83-118,,Defensive rebound by P. Siakam
2:26.0,,,83-120,2,L. Brown makes 2-pt shot from 9 ft
