time,Utah,pts.away,score,pts.home,LA Clippers
5:46.0,,,13-11,2,B. Griffin makes 2-pt shot from 2 ft
5:27.0,J. Ingles misses 3-pt shot from 26 ft,,13-11,,
5:25.0,,,13-11,,Defensive rebound by B. Griffin
5:24.0,Personal foul by J. Ingles (drawn by D. Gallinari),,13-11,,
5:24.0,,,13-11,,L. Williams enters the game for P. Beverley
5:24.0,J. Johnson enters the game for J. Ingles,,13-11,,
5:24.0,T. Sefolosha enters the game for D. Favors,,13-11,,
5:24.0,,,13-12,1,D. Gallinari makes free throw 1 of 2
5:24.0,,,13-13,1,D. Gallinari makes free throw 2 of 2
5:00.0,A. Burks misses 2-pt shot from 2 ft,,13-13,,
4:57.0,,,13-13,,Defensive rebound by D. Gallinari
4:54.0,,,13-13,,L. Williams misses 2-pt shot from 4 ft
4:54.0,Defensive rebound by R. Gobert,,13-13,,
4:46.0,T. Sefolosha misses 3-pt shot from 24 ft,,13-13,,
4:46.0,Offensive rebound by R. Rubio,,13-13,,
4:39.0,Turnover by R. Rubio (bad pass; steal by D. Gallinari),,13-13,,
4:23.0,,,13-15,2,A. Rivers makes 2-pt shot from 1 ft (assist by B. Griffin)
3:58.0,,,13-15,,Personal foul by A. Rivers (drawn by T. Sefolosha)
3:58.0,,,13-15,,W. Johnson enters the game for D. Gallinari
3:49.0,R. Rubio misses 2-pt shot from 14 ft,,13-15,,
3:46.0,,,13-15,,Defensive rebound by D. Jordan
3:29.0,,,13-15,,A. Rivers misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by A. Burks,,13-15,,
3:23.0,,,13-15,,Personal foul by L. Williams (drawn by R. Rubio)
3:23.0,,,13-15,,W. Reed enters the game for D. Jordan
3:23.0,R. Neto enters the game for R. Rubio,,13-15,,
3:23.0,E. Udoh enters the game for R. Gobert,,13-15,,
3:16.0,A. Burks makes 3-pt shot from 25 ft (assist by E. Udoh),3,16-15,,
3:00.0,,,16-18,3,B. Griffin makes 3-pt shot from 24 ft (assist by A. Rivers)
2:47.0,A. Burks misses 2-pt shot from 10 ft,,16-18,,
2:44.0,,,16-18,,Defensive rebound by W. Reed
2:33.0,Personal foul by A. Burks (drawn by B. Griffin),,16-18,,
2:33.0,Utah full timeout,,16-18,,
2:33.0,,,16-18,,P. Beverley enters the game for A. Rivers
2:33.0,,,16-19,1,B. Griffin makes free throw 1 of 2
2:33.0,,,16-20,1,B. Griffin makes free throw 2 of 2
2:17.0,J. Johnson makes 2-pt shot from 19 ft,2,18-20,,
2:02.0,,,18-20,,L. Williams misses 2-pt shot from 1 ft
2:02.0,,,18-20,,Offensive rebound by L. Williams
1:55.0,,,18-20,,L. Williams misses 2-pt shot at rim
1:53.0,,,18-20,,Offensive rebound by W. Reed
1:53.0,,,18-20,,W. Reed misses 2-pt shot at rim
1:51.0,Defensive rebound by T. Sefolosha,,18-20,,
1:41.0,A. Burks misses 3-pt shot from 23 ft,,18-20,,
1:41.0,Offensive rebound by T. Sefolosha,,18-20,,
1:36.0,T. Sefolosha makes 2-pt shot from 1 ft,2,20-20,,
1:27.0,,,20-20,,W. Reed misses 2-pt shot from 1 ft (block by E. Udoh)
1:27.0,,,20-20,,Offensive rebound by Team
1:20.0,,,20-23,3,P. Beverley makes 3-pt shot from 25 ft (assist by B. Griffin)
1:02.0,Turnover by T. Sefolosha (bad pass; steal by L. Williams),,20-23,,
0:56.0,,,20-23,,P. Beverley misses 3-pt shot from 23 ft
0:48.0,,,20-23,,Offensive rebound by B. Griffin
0:48.0,,,20-23,,B. Griffin misses 2-pt shot at rim
0:47.0,Defensive rebound by T. Sefolosha,,20-23,,
0:45.0,R. Neto misses 2-pt shot from 1 ft (block by W. Johnson),,20-23,,
0:45.0,Offensive rebound by T. Sefolosha,,20-23,,
0:40.0,A. Burks misses 3-pt shot from 24 ft,,20-23,,
0:40.0,,,20-23,,Defensive rebound by P. Beverley
0:40.0,,,20-23,,Shooting foul by R. Neto (drawn by B. Griffin)
0:40.0,,,20-23,,B. Griffin misses free throw 1 of 2
0:40.0,,,20-23,,Offensive rebound by Team
0:40.0,,,20-23,,B. Griffin misses free throw 2 of 2
0:37.0,Defensive rebound by A. Burks,,20-23,,
0:35.0,Offensive charge foul by A. Burks (drawn by P. Beverley),,20-23,,
0:35.0,Turnover by A. Burks (offensive foul),,20-23,,
0:35.0,,,20-23,,D. Gallinari enters the game for B. Griffin
0:27.0,,,20-25,2,L. Williams makes 2-pt shot from 19 ft
0:06.0,Turnover by A. Burks (bad pass; steal by P. Beverley),,20-25,,
0:02.0,,,20-27,2,D. Gallinari makes 2-pt shot from 1 ft (assist by P. Beverley)
0:00.0,A. Burks misses 3-pt shot from 26 ft,,20-27,,
0:00.0,Offensive rebound by Team,,20-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:35.0,J. Johnson misses 2-pt shot from 5 ft,,20-27,,
11:35.0,,,20-27,,Defensive rebound by Team
11:35.0,Loose ball foul by E. Udoh (drawn by W. Reed),,20-27,,
11:22.0,,,20-27,,D. Gallinari misses 2-pt shot from 1 ft (block by E. Udoh)
11:15.0,Defensive rebound by A. Burks,,20-27,,
11:15.0,,,20-27,,Personal foul by W. Johnson (drawn by T. Sefolosha)
11:15.0,J. Ingles enters the game for A. Burks,,20-27,,
11:04.0,E. Udoh misses 2-pt shot from 1 ft (block by P. Beverley),,20-27,,
10:54.0,,,20-27,,Defensive rebound by W. Reed
10:44.0,,,20-27,,Turnover by P. Beverley (bad pass; steal by J. Ingles)
10:42.0,Shooting foul by D. Gallinari (drawn by T. Sefolosha),,20-27,,
10:42.0,T. Sefolosha makes free throw 1 of 2,1,21-27,,
10:42.0,T. Sefolosha makes free throw 2 of 2,1,22-27,,
10:28.0,,,22-29,2,W. Reed makes 2-pt shot from 2 ft (assist by L. Williams)
10:12.0,J. Johnson makes 2-pt shot from 9 ft,2,24-29,,
10:03.0,,,24-29,,L. Williams misses 2-pt shot at rim (block by E. Udoh)
9:55.0,Defensive rebound by J. Ingles,,24-29,,
9:49.0,J. Ingles misses 3-pt shot from 26 ft,,24-29,,
9:46.0,,,24-29,,Defensive rebound by D. Gallinari
9:42.0,,,24-29,,D. Gallinari misses 3-pt shot from 26 ft
9:34.0,Defensive rebound by T. Sefolosha,,24-29,,
9:22.0,Turnover by J. Ingles (bad pass; steal by P. Beverley),,24-29,,
9:16.0,,,24-29,,Turnover by P. Beverley (bad pass; steal by R. Neto)
9:06.0,T. Sefolosha makes 2-pt shot from 13 ft (assist by J. Johnson),2,26-29,,
8:51.0,,,26-29,,Turnover by P. Beverley (lost ball; steal by R. Neto)
8:48.0,Shooting foul by W. Reed (drawn by E. Udoh),,26-29,,
8:48.0,E. Udoh misses free throw 1 of 2,,26-29,,
8:48.0,Offensive rebound by Team,,26-29,,
8:48.0,,,26-29,,D. Jordan enters the game for W. Reed
8:48.0,D. Favors enters the game for J. Johnson,,26-29,,
8:48.0,D. Mitchell enters the game for J. Ingles,,26-29,,
8:48.0,E. Udoh makes free throw 2 of 2,1,27-29,,
8:35.0,,,27-29,,L. Williams misses 3-pt shot from 23 ft
8:31.0,Defensive rebound by T. Sefolosha,,27-29,,
8:18.0,D. Favors misses 2-pt shot from 9 ft,,27-29,,
8:15.0,,,27-29,,Defensive rebound by D. Jordan
7:56.0,,,27-31,2,D. Gallinari makes 2-pt shot from 22 ft
7:52.0,Utah full timeout,,27-31,,
7:52.0,R. Gobert enters the game for R. Neto,,27-31,,
7:52.0,R. Rubio enters the game for E. Udoh,,27-31,,
7:43.0,D. Favors misses 2-pt shot from 15 ft,,27-31,,
7:38.0,,,27-31,,Defensive rebound by D. Jordan
7:30.0,Personal foul by D. Mitchell (drawn by D. Gallinari),,27-31,,
7:15.0,,,27-31,,P. Beverley misses 2-pt shot from 22 ft
7:12.0,Defensive rebound by T. Sefolosha,,27-31,,
7:05.0,Turnover by R. Rubio (turnover),,27-31,,
7:05.0,,,27-31,,A. Rivers enters the game for L. Williams
7:05.0,,,27-31,,B. Griffin enters the game for W. Johnson
6:51.0,,,27-31,,Turnover by P. Beverley (bad pass; steal by D. Mitchell)
6:43.0,T. Sefolosha makes 3-pt shot from 26 ft (assist by D. Favors),3,30-31,,
6:17.0,,,30-31,,B. Griffin misses 3-pt shot from 26 ft
6:17.0,Defensive rebound by Team,,30-31,,
6:17.0,A. Burks enters the game for T. Sefolosha,,30-31,,
6:06.0,Turnover by D. Mitchell (traveling),,30-31,,
5:46.0,,,30-31,,D. Gallinari misses 3-pt shot from 24 ft
5:42.0,,,30-31,,Offensive rebound by P. Beverley
5:34.0,,,30-31,,Turnover by B. Griffin (traveling)
5:20.0,D. Mitchell misses 2-pt shot from 11 ft,,30-31,,
5:18.0,Offensive rebound by R. Gobert,,30-31,,
5:18.0,Shooting foul by D. Jordan (drawn by R. Gobert),,30-31,,
5:18.0,R. Gobert makes free throw 1 of 2,1,31-31,,
5:18.0,R. Gobert misses free throw 2 of 2,,31-31,,
5:15.0,,,31-31,,Defensive rebound by B. Griffin
5:01.0,,,31-31,,D. Gallinari misses 2-pt shot from 11 ft
4:57.0,Defensive rebound by A. Burks,,31-31,,
4:52.0,D. Favors makes 2-pt shot from 1 ft (assist by A. Burks),2,33-31,,
4:52.0,,,33-31,,LA Clippers full timeout
4:35.0,,,33-31,,A. Rivers misses 2-pt shot from 2 ft (block by R. Gobert)
4:35.0,Defensive rebound by Team,,33-31,,
4:35.0,,,33-31,,Loose ball foul by D. Jordan (drawn by D. Mitchell)
4:35.0,D. Mitchell makes free throw 1 of 2,1,34-31,,
4:35.0,D. Mitchell makes free throw 2 of 2,1,35-31,,
4:21.0,,,35-33,2,B. Griffin makes 2-pt shot from 2 ft
4:01.0,R. Rubio misses 3-pt shot from 26 ft,,35-33,,
3:59.0,,,35-33,,Defensive rebound by D. Jordan
3:48.0,,,35-33,,Turnover by B. Griffin (step out of bounds)
3:48.0,J. Ingles enters the game for A. Burks,,35-33,,
3:35.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Favors),2,37-33,,
3:16.0,,,37-35,2,D. Gallinari makes 2-pt shot from 1 ft (assist by P. Beverley)
2:52.0,D. Mitchell misses 2-pt shot from 20 ft,,37-35,,
2:49.0,,,37-35,,Defensive rebound by D. Jordan
2:47.0,Personal foul by D. Mitchell (drawn by B. Griffin),,37-35,,
2:47.0,T. Sefolosha enters the game for D. Favors,,37-35,,
2:47.0,J. Johnson enters the game for D. Mitchell,,37-35,,
2:29.0,,,37-37,2,P. Beverley makes 2-pt shot from 3 ft (assist by D. Gallinari)
2:14.0,R. Rubio makes 2-pt shot from 21 ft,2,39-37,,
2:04.0,,,39-40,3,A. Rivers makes 3-pt shot from 26 ft (assist by B. Griffin)
1:38.0,J. Johnson makes 2-pt shot from 15 ft,2,41-40,,
1:07.0,,,41-40,,A. Rivers misses 2-pt shot from 1 ft
1:00.0,,,41-40,,Offensive rebound by D. Jordan
1:00.0,,,41-42,2,D. Jordan makes 2-pt shot at rim
0:49.0,J. Ingles misses 3-pt shot from 22 ft,,41-42,,
0:46.0,,,41-42,,Defensive rebound by D. Gallinari
0:39.0,,,41-42,,B. Griffin misses 2-pt shot from 2 ft
0:36.0,Defensive rebound by J. Ingles,,41-42,,
0:29.0,T. Sefolosha misses 3-pt shot from 24 ft,,41-42,,
0:24.0,,,41-42,,Defensive rebound by D. Jordan
0:04.0,Personal foul by T. Sefolosha (drawn by B. Griffin),,41-42,,
0:04.0,,,41-42,,L. Williams enters the game for P. Beverley
0:04.0,,,41-42,,B. Griffin misses 3-pt shot from 23 ft
0:04.0,,,41-42,,Offensive rebound by D. Jordan
0:01.0,,,41-42,,D. Jordan misses 2-pt shot from 11 ft
0:00.0,Defensive rebound by T. Sefolosha,,41-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,Turnover by J. Ingles (bad pass),,41-42,,
11:34.0,,,41-44,2,A. Rivers makes 2-pt shot from 7 ft
11:17.0,D. Mitchell misses 3-pt shot from 26 ft,,41-44,,
11:15.0,,,41-44,,Defensive rebound by D. Gallinari
11:05.0,,,41-44,,Turnover by P. Beverley (bad pass; steal by R. Rubio)
10:59.0,R. Rubio misses 3-pt shot from 26 ft,,41-44,,
10:55.0,,,41-44,,Defensive rebound by B. Griffin
10:44.0,,,41-46,2,D. Gallinari makes 2-pt shot from 1 ft
10:29.0,J. Ingles misses 3-pt shot from 25 ft,,41-46,,
10:26.0,,,41-46,,Defensive rebound by B. Griffin
10:20.0,,,41-49,3,P. Beverley makes 3-pt shot from 26 ft (assist by B. Griffin)
10:20.0,Utah full timeout,,41-49,,
10:04.0,D. Favors misses 2-pt shot from 2 ft (block by B. Griffin),,41-49,,
10:03.0,,,41-49,,Defensive rebound by B. Griffin
10:03.0,Personal foul by D. Favors (drawn by B. Griffin),,41-49,,
9:50.0,,,41-49,,P. Beverley misses 2-pt shot from 7 ft (block by R. Gobert)
9:49.0,,,41-49,,Offensive rebound by D. Jordan
9:49.0,,,41-51,2,D. Jordan makes 2-pt shot from 1 ft
9:49.0,,,41-51,,Shooting foul by D. Favors (drawn by D. Jordan)
9:49.0,,,41-51,,D. Jordan misses free throw 1 of 1
9:46.0,Defensive rebound by D. Favors,,41-51,,
9:38.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,43-51,,
9:18.0,,,43-53,2,A. Rivers makes 2-pt shot from 1 ft
9:02.0,D. Favors misses 2-pt shot from 20 ft,,43-53,,
8:58.0,,,43-53,,Defensive rebound by D. Jordan
8:49.0,,,43-55,2,B. Griffin makes 2-pt shot from 3 ft (assist by D. Jordan)
8:30.0,R. Rubio misses 2-pt shot from 18 ft,,43-55,,
8:26.0,,,43-55,,Defensive rebound by D. Jordan
8:18.0,,,43-55,,P. Beverley misses 3-pt shot from 24 ft
8:15.0,Defensive rebound by R. Gobert,,43-55,,
8:11.0,D. Mitchell misses 2-pt shot from 2 ft,,43-55,,
8:07.0,,,43-55,,Defensive rebound by P. Beverley
8:04.0,,,43-57,2,B. Griffin makes 2-pt shot from 1 ft (assist by P. Beverley)
7:46.0,D. Mitchell misses 2-pt shot from 2 ft,,43-57,,
7:45.0,,,43-57,,Defensive rebound by B. Griffin
7:45.0,Personal foul by J. Ingles (drawn by D. Gallinari),,43-57,,
7:26.0,,,43-57,,A. Rivers misses 3-pt shot from 27 ft
7:21.0,Defensive rebound by R. Rubio,,43-57,,
7:14.0,D. Mitchell misses 3-pt shot from 26 ft,,43-57,,
7:09.0,,,43-57,,Defensive rebound by D. Gallinari
7:05.0,,,43-59,2,D. Jordan makes 2-pt shot from 1 ft (assist by B. Griffin)
6:42.0,Turnover by J. Ingles (bad pass; steal by D. Jordan),,43-59,,
6:40.0,,,43-59,,Shooting foul by D. Mitchell (drawn by D. Jordan)
6:40.0,,,43-59,,D. Jordan misses free throw 1 of 2
6:40.0,,,43-59,,Offensive rebound by Team
6:40.0,J. Johnson enters the game for J. Ingles,,43-59,,
6:40.0,T. Sefolosha enters the game for D. Favors,,43-59,,
6:40.0,,,43-60,1,D. Jordan makes free throw 2 of 2
6:31.0,R. Gobert makes 2-pt shot from 3 ft (assist by R. Rubio),2,45-60,,
6:31.0,,,45-60,,Shooting block foul by D. Jordan (drawn by R. Gobert)
6:31.0,R. Gobert makes free throw 1 of 1,1,46-60,,
6:12.0,,,46-60,,B. Griffin misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by T. Sefolosha,,46-60,,
5:58.0,J. Johnson misses 3-pt shot from 25 ft,,46-60,,
5:54.0,Offensive rebound by R. Gobert,,46-60,,
5:52.0,Turnover by R. Gobert (lost ball; steal by A. Rivers),,46-60,,
5:42.0,Personal foul by T. Sefolosha (drawn by B. Griffin),,46-60,,
5:42.0,,,46-61,1,B. Griffin makes free throw 1 of 2
5:42.0,,,46-62,1,B. Griffin makes free throw 2 of 2
5:30.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,48-62,,
5:17.0,,,48-62,,Turnover by D. Gallinari (traveling)
4:56.0,D. Mitchell misses 2-pt shot from 14 ft,,48-62,,
4:56.0,,,48-62,,Defensive rebound by Team
4:35.0,,,48-62,,P. Beverley misses 3-pt shot from 26 ft
4:33.0,Defensive rebound by T. Sefolosha,,48-62,,
4:33.0,,,48-62,,Personal foul by A. Rivers (drawn by R. Rubio)
4:33.0,,,48-62,,LA Clippers full timeout
4:33.0,,,48-62,,L. Williams enters the game for P. Beverley
4:33.0,A. Burks enters the game for D. Mitchell,,48-62,,
4:27.0,J. Johnson makes 2-pt shot from 15 ft (assist by A. Burks),2,50-62,,
4:10.0,,,50-64,2,B. Griffin makes 2-pt shot from 3 ft
3:58.0,R. Gobert makes 2-pt shot from 1 ft (assist by R. Rubio),2,52-64,,
3:41.0,,,52-64,,B. Griffin misses 2-pt shot from 20 ft
3:38.0,Defensive rebound by R. Gobert,,52-64,,
3:32.0,,,52-64,,Personal foul by A. Rivers (drawn by R. Gobert)
3:32.0,,,52-64,,W. Johnson enters the game for D. Gallinari
3:32.0,,,52-64,,P. Beverley enters the game for A. Rivers
3:18.0,Turnover by R. Rubio (bad pass; steal by W. Johnson),,52-64,,
3:00.0,,,52-67,3,W. Johnson makes 3-pt shot from 27 ft (assist by L. Williams)
2:36.0,A. Burks misses 3-pt shot from 23 ft,,52-67,,
2:33.0,,,52-67,,Defensive rebound by B. Griffin
2:25.0,,,52-70,3,L. Williams makes 3-pt shot from 25 ft
2:16.0,T. Sefolosha misses 2-pt shot from 1 ft,,52-70,,
2:13.0,,,52-70,,Defensive rebound by D. Jordan
2:10.0,Personal foul by J. Johnson (drawn by P. Beverley),,52-70,,
2:10.0,,,52-71,1,P. Beverley makes free throw 1 of 2
2:10.0,,,52-71,,W. Reed enters the game for D. Jordan
2:10.0,E. Udoh enters the game for R. Rubio,,52-71,,
2:10.0,R. Neto enters the game for R. Gobert,,52-71,,
2:10.0,,,52-71,,P. Beverley misses free throw 2 of 2
2:07.0,Defensive rebound by J. Johnson,,52-71,,
1:50.0,A. Burks misses 2-pt shot from 5 ft,,52-71,,
1:50.0,Offensive rebound by E. Udoh,,52-71,,
1:50.0,E. Udoh misses 2-pt shot at rim,,52-71,,
1:50.0,Offensive rebound by Team,,52-71,,
1:50.0,,,52-71,,S. Thornwell enters the game for B. Griffin
1:33.0,R. Neto misses 3-pt shot from 26 ft,,52-71,,
1:30.0,,,52-71,,Defensive rebound by W. Reed
1:23.0,,,52-73,2,L. Williams makes 2-pt shot from 1 ft (assist by P. Beverley)
1:12.0,Offensive foul by A. Burks (drawn by S. Thornwell),,52-73,,
1:12.0,Turnover by A. Burks (offensive foul),,52-73,,
1:04.0,,,52-73,,W. Johnson misses 3-pt shot from 25 ft
0:59.0,,,52-73,,Offensive rebound by P. Beverley
0:48.0,,,52-73,,S. Thornwell misses 3-pt shot from 25 ft
0:47.0,Defensive rebound by E. Udoh,,52-73,,
0:47.0,,,52-73,,Loose ball foul by W. Reed (drawn by E. Udoh)
0:32.0,Shooting foul by W. Johnson (drawn by J. Johnson),,52-73,,
0:32.0,J. Johnson makes free throw 1 of 2,1,53-73,,
0:32.0,J. Johnson makes free throw 2 of 2,1,54-73,,
0:26.0,,,54-73,,L. Williams misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by T. Sefolosha,,54-73,,
0:06.0,Turnover by J. Johnson (lost ball; steal by W. Johnson),,54-73,,
0:04.0,,,54-73,,Shooting foul by J. Johnson (drawn by W. Johnson)
0:04.0,,,54-74,1,W. Johnson makes free throw 1 of 2
0:04.0,,,54-75,1,W. Johnson makes free throw 2 of 2
0:00.0,A. Burks makes 2-pt shot from 21 ft,2,56-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,56-77,2,W. Reed makes 2-pt shot from 1 ft (assist by L. Williams)
11:27.0,,,56-77,,Personal foul by P. Beverley (drawn by R. Neto)
11:16.0,A. Burks makes 2-pt shot from 1 ft,2,58-77,,
11:02.0,,,58-79,2,S. Thornwell makes 2-pt shot from 1 ft (assist by L. Williams)
11:02.0,Violation by A. Burks (def goaltending),,58-79,,
10:53.0,,,58-79,,Personal foul by S. Thornwell (drawn by A. Burks)
10:53.0,D. Mitchell enters the game for A. Burks,,58-79,,
10:46.0,D. Mitchell makes 2-pt shot from 1 ft,2,60-79,,
10:35.0,,,60-79,,L. Williams misses 3-pt shot from 25 ft
10:35.0,Defensive rebound by J. Johnson,,60-79,,
10:23.0,D. Mitchell misses 3-pt shot from 27 ft,,60-79,,
10:19.0,,,60-79,,Defensive rebound by L. Williams
10:16.0,,,60-79,,W. Johnson misses 2-pt shot at rim
10:16.0,Defensive rebound by T. Sefolosha,,60-79,,
10:05.0,R. Neto makes 2-pt shot from 1 ft (assist by T. Sefolosha),2,62-79,,
9:45.0,,,62-79,,Turnover by L. Williams (bad pass; steal by J. Johnson)
9:41.0,R. Neto makes 3-pt shot from 24 ft (assist by J. Johnson),3,65-79,,
9:39.0,,,65-79,,LA Clippers full timeout
9:39.0,,,65-79,,D. Gallinari enters the game for S. Thornwell
9:39.0,,,65-79,,A. Rivers enters the game for P. Beverley
9:39.0,,,65-79,,D. Jordan enters the game for W. Reed
9:39.0,R. O'Neale enters the game for J. Johnson,,65-79,,
9:39.0,D. Favors enters the game for T. Sefolosha,,65-79,,
9:21.0,,,65-79,,Shooting foul by E. Udoh (drawn by L. Williams)
9:21.0,,,65-80,1,L. Williams makes free throw 1 of 2
9:21.0,,,65-81,1,L. Williams makes free throw 2 of 2
9:06.0,D. Mitchell makes 3-pt shot from 24 ft (assist by E. Udoh),3,68-81,,
8:50.0,,,68-81,,Turnover by A. Rivers (bad pass; steal by R. O'Neale)
8:46.0,R. O'Neale misses 2-pt shot from 4 ft,,68-81,,
8:42.0,Offensive rebound by D. Mitchell,,68-81,,
8:39.0,D. Mitchell misses 2-pt shot from 3 ft (block by W. Johnson),,68-81,,
8:39.0,,,68-81,,Defensive rebound by W. Johnson
8:38.0,,,68-81,,A. Rivers misses 3-pt shot from 23 ft
8:38.0,Defensive rebound by Team,,68-81,,
8:38.0,,,68-81,,Loose ball foul by W. Johnson (drawn by E. Udoh)
8:24.0,R. O'Neale misses 3-pt shot from 23 ft,,68-81,,
8:24.0,Offensive rebound by R. Neto,,68-81,,
8:12.0,D. Mitchell makes 3-pt shot from 27 ft (assist by E. Udoh),3,71-81,,
8:03.0,,,71-81,,Shooting foul by E. Udoh (drawn by D. Gallinari)
8:03.0,,,71-82,1,D. Gallinari makes free throw 1 of 2
8:03.0,,,71-82,,P. Beverley enters the game for L. Williams
8:03.0,,,71-82,,B. Griffin enters the game for W. Johnson
8:03.0,,,71-83,1,D. Gallinari makes free throw 2 of 2
7:48.0,D. Mitchell makes 3-pt shot from 26 ft,3,74-83,,
7:21.0,,,74-83,,D. Gallinari misses 2-pt shot from 5 ft
7:21.0,Defensive rebound by R. O'Neale,,74-83,,
7:09.0,D. Mitchell misses 3-pt shot from 25 ft,,74-83,,
7:09.0,,,74-83,,Defensive rebound by Team
6:50.0,,,74-83,,B. Griffin misses 2-pt shot from 2 ft (block by E. Udoh)
6:50.0,Defensive rebound by D. Favors,,74-83,,
6:39.0,D. Mitchell makes 2-pt shot from 1 ft,2,76-83,,
6:38.0,,,76-83,,LA Clippers full timeout
6:38.0,R. Gobert enters the game for R. Neto,,76-83,,
6:38.0,R. Rubio enters the game for E. Udoh,,76-83,,
6:14.0,,,76-86,3,B. Griffin makes 3-pt shot from 25 ft (assist by D. Gallinari)
5:58.0,D. Mitchell makes 2-pt shot from 8 ft (assist by R. Gobert),2,78-86,,
5:33.0,,,78-88,2,A. Rivers makes 2-pt shot from 1 ft
5:10.0,D. Favors makes 2-pt shot from 19 ft (assist by D. Mitchell),2,80-88,,
4:47.0,Personal foul by R. O'Neale (drawn by D. Gallinari),,80-88,,
4:47.0,T. Sefolosha enters the game for R. O'Neale,,80-88,,
4:35.0,,,80-88,,B. Griffin misses 3-pt shot from 26 ft
4:32.0,Defensive rebound by R. Rubio,,80-88,,
4:28.0,D. Favors makes 2-pt shot from 1 ft (assist by R. Gobert),2,82-88,,
4:04.0,,,82-90,2,P. Beverley makes 2-pt shot from 5 ft
3:45.0,Turnover by D. Favors (lost ball; steal by D. Gallinari),,82-90,,
