time,Golden State,pts.away,score,pts.home,New Orleans
6:19.0,K. Durant makes 2-pt shot from 15 ft (assist by A. Iguodala),2,102-101,,
6:03.0,,,102-101,,I. Clark misses 2-pt shot from 17 ft
6:03.0,Defensive rebound by K. Thompson,,102-101,,
5:42.0,K. Durant misses 2-pt shot from 17 ft,,102-101,,
5:38.0,,,102-101,,Defensive rebound by J. Holiday
5:33.0,,,102-101,,J. Holiday misses 3-pt shot from 25 ft
5:33.0,Defensive rebound by D. West,,102-101,,
5:26.0,Golden State full timeout,,102-101,,
5:26.0,,,102-101,,R. Rondo enters the game for J. Nelson
5:26.0,,,102-101,,D. Cousins enters the game for O. Asik
5:26.0,,,102-101,,E. Moore enters the game for I. Clark
5:26.0,S. Curry enters the game for D. West,,102-101,,
5:26.0,O. Casspi enters the game for A. Iguodala,,102-101,,
5:26.0,D. Green enters the game for K. Thompson,,102-101,,
5:19.0,K. Durant misses 2-pt shot from 14 ft,,102-101,,
5:15.0,,,102-101,,Defensive rebound by E. Moore
5:04.0,,,102-104,3,D. Miller makes 3-pt shot from 25 ft (assist by J. Holiday)
5:04.0,,,102-104,,Shooting foul by S. Curry (drawn by D. Miller)
5:04.0,,,102-105,1,D. Miller makes free throw 1 of 1
4:51.0,S. Curry makes 2-pt shot from 4 ft,2,104-105,,
4:31.0,,,104-105,,D. Miller misses 3-pt shot from 26 ft
4:27.0,Defensive rebound by N. Young,,104-105,,
4:22.0,N. Young makes 3-pt shot from 26 ft (assist by K. Durant),3,107-105,,
4:03.0,,,107-105,,D. Cousins misses 3-pt shot from 26 ft
3:58.0,Defensive rebound by K. Durant,,107-105,,
3:53.0,N. Young makes 3-pt shot from 23 ft (assist by S. Curry),3,110-105,,
3:51.0,,,110-105,,New Orleans full timeout
3:51.0,A. Iguodala enters the game for O. Casspi,,110-105,,
3:33.0,,,110-107,2,J. Holiday makes 2-pt shot from 1 ft (assist by D. Cousins)
3:33.0,Violation by K. Durant (def goaltending),,110-107,,
3:19.0,D. Green makes 3-pt shot from 26 ft (assist by S. Curry),3,113-107,,
3:17.0,,,113-107,,New Orleans full timeout
3:08.0,,,113-107,,Shooting foul by K. Durant (drawn by D. Cousins)
3:08.0,,,113-107,,D. Cousins misses free throw 1 of 2
3:08.0,,,113-107,,Offensive rebound by Team
3:08.0,,,113-108,1,D. Cousins makes free throw 2 of 2
3:07.0,K. Thompson enters the game for N. Young,,113-108,,
2:54.0,D. Green misses 2-pt shot at rim (block by D. Cousins),,113-108,,
2:53.0,,,113-108,,Defensive rebound by Team
2:38.0,,,113-108,,E. Moore misses 2-pt shot from 3 ft
2:35.0,Defensive rebound by D. Green,,113-108,,
2:30.0,K. Thompson makes 2-pt shot from 8 ft (assist by A. Iguodala),2,115-108,,
2:20.0,,,115-108,,Turnover by D. Miller (turnover)
2:11.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,118-108,,
2:01.0,,,118-110,2,D. Cousins makes 2-pt shot at rim (assist by R. Rondo)
1:46.0,A. Iguodala misses 3-pt shot from 26 ft,,118-110,,
1:46.0,,,118-110,,Defensive rebound by D. Cousins
1:31.0,,,118-110,,Turnover by D. Miller (out of bounds lost ball)
1:14.0,,,118-110,,Personal foul by R. Rondo (drawn by D. Green)
1:14.0,,,118-110,,Technical foul by D. Cousins
1:14.0,,,118-110,,D. Cunningham enters the game for D. Cousins
1:14.0,O. Casspi enters the game for K. Durant,,118-110,,
1:14.0,S. Curry makes free throw 2 of 2,1,119-110,,
1:14.0,S. Curry makes free throw 1 of 2,1,120-110,,
1:14.0,,,120-110,,New Orleans full timeout
1:12.0,Personal foul by O. Casspi (drawn by J. Holiday),,120-110,,
1:08.0,,,120-113,3,E. Moore makes 3-pt shot from 25 ft (assist by D. Cunningham)
0:59.0,,,120-113,,Personal foul by E. Moore (drawn by D. Green)
0:59.0,D. Green makes free throw 1 of 2,1,121-113,,
0:59.0,N. Young enters the game for S. Curry,,121-113,,
0:59.0,D. Green makes free throw 2 of 2,1,122-113,,
0:49.0,,,122-115,2,E. Moore makes 2-pt shot from 22 ft
0:46.0,,,122-115,,Personal foul by E. Moore (drawn by D. Green)
0:46.0,D. Green makes free throw 1 of 2,1,123-115,,
0:46.0,D. Green makes free throw 2 of 2,1,124-115,,
0:36.0,,,124-115,,Turnover by E. Moore (out of bounds lost ball)
0:27.0,,,124-115,,Personal foul by J. Holiday (drawn by K. Thompson)
0:27.0,K. Thompson makes free throw 1 of 2,1,125-115,,
0:27.0,K. Thompson misses free throw 2 of 2,,125-115,,
0:24.0,,,125-115,,Defensive rebound by D. Cunningham
0:14.0,,,125-115,,Turnover by R. Rondo (bad pass; steal by K. Thompson)
