time,Utah,pts.away,score,pts.home,Houston
7:13.0,,,39-35,,J. Harden enters the game for P. Tucker
7:13.0,D. Mitchell enters the game for R. Hood,,39-35,,
7:13.0,R. O'Neale enters the game for A. Burks,,39-35,,
7:13.0,J. Jerebko enters the game for E. Udoh,,39-35,,
6:50.0,J. Johnson misses 3-pt shot from 26 ft,,39-35,,
6:48.0,,,39-35,,Defensive rebound by C. Capela
6:43.0,,,39-35,,E. Gordon misses 3-pt shot from 22 ft
6:40.0,Defensive rebound by J. Johnson,,39-35,,
6:35.0,,,39-35,,Personal foul by C. Capela (drawn by J. Ingles)
6:18.0,R. O'Neale misses 2-pt shot from 3 ft (block by J. Harden),,39-35,,
6:12.0,,,39-35,,Defensive rebound by T. Ariza
5:58.0,,,39-35,,J. Harden misses 2-pt shot from 15 ft
5:56.0,Defensive rebound by R. O'Neale,,39-35,,
5:51.0,R. O'Neale misses 2-pt shot from 9 ft (block by C. Paul),,39-35,,
5:51.0,,,39-35,,Defensive rebound by T. Ariza
5:51.0,Personal foul by D. Mitchell (drawn by C. Paul),,39-35,,
5:35.0,,,39-35,,Turnover by J. Harden (bad pass; steal by J. Jerebko)
5:31.0,J. Ingles misses 3-pt shot from 24 ft,,39-35,,
5:29.0,,,39-35,,Defensive rebound by C. Paul
5:23.0,,,39-35,,T. Ariza misses 3-pt shot from 22 ft
5:19.0,Defensive rebound by J. Jerebko,,39-35,,
5:08.0,J. Johnson misses 3-pt shot from 23 ft,,39-35,,
5:06.0,,,39-35,,Defensive rebound by C. Paul
5:01.0,Violation by J. Jerebko (kicked ball),,39-35,,
5:01.0,,,39-35,,P. Tucker enters the game for E. Gordon
5:01.0,R. Rubio enters the game for R. O'Neale,,39-35,,
4:54.0,,,39-35,,J. Harden misses 3-pt shot from 22 ft
4:52.0,,,39-35,,Offensive rebound by C. Capela
4:50.0,,,39-35,,C. Capela misses 2-pt shot from 3 ft
4:50.0,,,39-35,,Offensive rebound by C. Capela
4:46.0,,,39-37,2,C. Capela makes 2-pt shot from 1 ft
4:31.0,Shooting foul by P. Tucker (drawn by J. Johnson),,39-37,,
4:31.0,J. Johnson makes free throw 1 of 2,1,40-37,,
4:31.0,J. Johnson makes free throw 2 of 2,1,41-37,,
4:14.0,,,41-37,,Turnover by T. Ariza (bad pass; steal by D. Mitchell)
4:09.0,J. Jerebko makes 2-pt shot from 2 ft (assist by D. Mitchell),2,43-37,,
3:48.0,,,43-40,3,T. Ariza makes 3-pt shot from 22 ft (assist by C. Capela)
3:23.0,D. Mitchell misses 3-pt shot from 27 ft,,43-40,,
3:21.0,,,43-40,,Defensive rebound by C. Capela
3:17.0,Shooting block foul by J. Ingles (drawn by J. Harden),,43-40,,
3:17.0,,,43-41,1,J. Harden makes free throw 1 of 2
3:17.0,,,43-41,,E. Gordon enters the game for C. Paul
3:17.0,R. Hood enters the game for J. Jerebko,,43-41,,
3:17.0,E. Udoh enters the game for R. Rubio,,43-41,,
3:17.0,,,43-42,1,J. Harden makes free throw 2 of 2
2:58.0,D. Mitchell makes 2-pt shot from 10 ft,2,45-42,,
2:44.0,,,45-44,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
2:28.0,J. Ingles makes 2-pt shot from 1 ft (assist by E. Udoh),2,47-44,,
2:10.0,,,47-44,,E. Gordon misses 2-pt shot from 8 ft
2:06.0,,,47-44,,Offensive rebound by C. Capela
2:00.0,,,47-44,,Turnover by J. Harden (bad pass; steal by R. Hood)
1:53.0,R. Hood misses 3-pt shot from 23 ft,,47-44,,
1:49.0,,,47-44,,Defensive rebound by T. Ariza
1:48.0,,,47-44,,Shooting foul by D. Mitchell (drawn by T. Ariza)
1:48.0,,,47-44,,Houston full timeout
1:48.0,,,47-45,1,T. Ariza makes free throw 1 of 2
1:48.0,T. Sefolosha enters the game for J. Johnson,,47-45,,
1:48.0,R. Rubio enters the game for D. Mitchell,,47-45,,
1:48.0,,,47-46,1,T. Ariza makes free throw 2 of 2
1:35.0,T. Sefolosha misses 3-pt shot from 23 ft,,47-46,,
1:32.0,,,47-46,,Defensive rebound by C. Capela
1:28.0,,,47-49,3,J. Harden makes 3-pt shot from 24 ft
1:11.0,R. Hood makes 3-pt shot from 25 ft,3,50-49,,
0:51.0,Personal foul by T. Sefolosha (drawn by J. Harden),,50-49,,
0:51.0,,,50-50,1,J. Harden makes free throw 1 of 2
0:51.0,,,50-51,1,J. Harden makes free throw 2 of 2
0:39.0,,,50-51,,Personal foul by C. Capela (drawn by E. Udoh)
0:31.0,R. Hood misses 2-pt shot from 17 ft,,50-51,,
0:26.0,,,50-51,,Defensive rebound by C. Capela
0:20.0,Violation by J. Ingles (kicked ball),,50-51,,
0:06.0,,,50-51,,J. Harden misses 3-pt shot from 27 ft
0:03.0,Defensive rebound by R. Rubio,,50-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,50-53,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
11:30.0,R. Rubio makes 2-pt shot from 2 ft,2,52-53,,
11:21.0,,,52-53,,C. Paul misses 3-pt shot from 26 ft
11:16.0,Defensive rebound by E. Udoh,,52-53,,
11:06.0,R. Rubio misses 2-pt shot from 3 ft,,52-53,,
11:03.0,,,52-53,,Defensive rebound by C. Capela
10:49.0,,,52-53,,J. Harden misses 3-pt shot from 25 ft
10:45.0,,,52-53,,Offensive rebound by C. Capela
10:41.0,,,52-53,,Shooting foul by J. Ingles (drawn by C. Capela)
10:41.0,,,52-54,1,C. Capela makes free throw 1 of 2
10:41.0,,,52-54,,C. Capela misses free throw 2 of 2
10:41.0,Violation by R. Rubio (lane),,52-54,,
10:38.0,Offensive rebound by R. Rubio,,52-54,,
10:22.0,J. Johnson misses 2-pt shot from 10 ft,,52-54,,
10:17.0,,,52-54,,Defensive rebound by P. Tucker
10:07.0,,,52-54,,P. Tucker misses 3-pt shot from 26 ft
10:06.0,Defensive rebound by J. Ingles,,52-54,,
10:00.0,E. Udoh makes 2-pt shot from 2 ft (assist by J. Ingles),2,54-54,,
10:00.0,Shooting foul by J. Harden (drawn by E. Udoh),,54-54,,
10:00.0,E. Udoh makes free throw 1 of 1,1,55-54,,
9:41.0,,,55-54,,C. Paul misses 3-pt shot from 22 ft
9:38.0,,,55-54,,Offensive rebound by C. Capela
9:37.0,,,55-54,,T. Ariza misses 3-pt shot from 26 ft
9:37.0,,,55-54,,Offensive rebound by P. Tucker
9:33.0,,,55-54,,P. Tucker misses 2-pt shot from 5 ft
9:33.0,Defensive rebound by E. Udoh,,55-54,,
9:25.0,R. Rubio makes 2-pt shot from 18 ft,2,57-54,,
9:25.0,Shooting foul by C. Capela (drawn by R. Rubio),,57-54,,
9:25.0,R. Rubio misses free throw 1 of 1,,57-54,,
9:23.0,,,57-54,,Defensive rebound by C. Capela
9:14.0,,,57-54,,Shooting foul by E. Udoh (drawn by J. Harden)
9:14.0,,,57-55,1,J. Harden makes free throw 1 of 2
9:14.0,,,57-56,1,J. Harden makes free throw 2 of 2
8:51.0,J. Johnson misses 3-pt shot from 22 ft,,57-56,,
8:47.0,,,57-56,,Defensive rebound by C. Paul
8:33.0,,,57-56,,Shooting foul by R. Rubio (drawn by J. Harden)
8:33.0,,,57-57,1,J. Harden makes free throw 1 of 2
8:33.0,,,57-58,1,J. Harden makes free throw 2 of 2
8:22.0,R. Rubio makes 2-pt shot from 7 ft,2,59-58,,
8:11.0,,,59-58,,C. Paul misses 3-pt shot from 27 ft
8:08.0,Defensive rebound by D. Mitchell,,59-58,,
8:00.0,R. Rubio makes 2-pt shot from 8 ft (assist by J. Ingles),2,61-58,,
8:00.0,Shooting foul by C. Paul (drawn by R. Rubio),,61-58,,
8:00.0,R. Rubio makes free throw 1 of 1,1,62-58,,
7:46.0,,,62-58,,Turnover by C. Paul (bad pass; steal by D. Mitchell)
7:39.0,Turnover by D. Mitchell (bad pass; steal by C. Paul),,62-58,,
7:36.0,,,62-60,2,C. Capela makes 2-pt shot at rim (assist by P. Tucker)
7:19.0,J. Ingles misses 2-pt shot from 22 ft,,62-60,,
7:18.0,,,62-60,,Defensive rebound by Team
7:18.0,,,62-60,,E. Gordon enters the game for C. Paul
7:08.0,,,62-63,3,E. Gordon makes 3-pt shot from 27 ft (assist by C. Capela)
6:49.0,D. Mitchell misses 2-pt shot from 19 ft,,62-63,,
6:47.0,,,62-63,,Defensive rebound by T. Ariza
6:31.0,,,62-63,,C. Capela misses 2-pt shot from 9 ft
6:31.0,,,62-63,,Offensive rebound by P. Tucker
6:31.0,,,62-63,,Houston full timeout
6:31.0,,,62-63,,Shooting foul by D. Mitchell (drawn by P. Tucker)
6:31.0,,,62-63,,R. Anderson enters the game for C. Capela
6:31.0,R. Hood enters the game for E. Udoh,,62-63,,
6:31.0,T. Sefolosha enters the game for D. Mitchell,,62-63,,
6:31.0,J. Jerebko enters the game for J. Johnson,,62-63,,
6:31.0,,,62-64,1,P. Tucker makes free throw 1 of 2
6:31.0,,,62-64,,P. Tucker misses free throw 2 of 2
6:30.0,Defensive rebound by Team,,62-64,,
6:13.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by R. Hood),2,64-64,,
5:56.0,,,64-66,2,E. Gordon makes 2-pt shot from 1 ft
5:34.0,T. Sefolosha misses 2-pt shot from 9 ft,,64-66,,
5:31.0,Offensive rebound by J. Jerebko,,64-66,,
5:30.0,J. Jerebko misses 2-pt shot from 2 ft,,64-66,,
5:30.0,,,64-66,,Defensive rebound by J. Harden
5:25.0,,,64-66,,J. Harden misses 3-pt shot from 26 ft
5:23.0,Defensive rebound by R. Hood,,64-66,,
5:07.0,J. Jerebko makes 2-pt shot from 2 ft (assist by J. Ingles),2,66-66,,
4:50.0,,,66-66,,P. Tucker misses 3-pt shot from 23 ft
4:48.0,Defensive rebound by J. Jerebko,,66-66,,
4:36.0,,,66-66,,Personal foul by J. Harden (drawn by T. Sefolosha)
4:22.0,R. Hood makes 2-pt shot from 7 ft,2,68-66,,
4:11.0,,,68-68,2,J. Harden makes 2-pt shot from 1 ft
3:53.0,J. Ingles misses 3-pt shot from 22 ft,,68-68,,
3:48.0,Offensive rebound by J. Jerebko,,68-68,,
3:46.0,J. Jerebko makes 2-pt shot at rim,2,70-68,,
3:37.0,,,70-71,3,E. Gordon makes 3-pt shot from 25 ft (assist by R. Anderson)
3:10.0,J. Ingles makes 2-pt shot from 2 ft (assist by R. Rubio),2,72-71,,
2:53.0,Personal foul by J. Jerebko (drawn by J. Harden),,72-71,,
2:53.0,Utah full timeout,,72-71,,
2:53.0,,,72-71,,C. Paul enters the game for T. Ariza
2:53.0,,,72-71,,C. Capela enters the game for P. Tucker
2:53.0,A. Burks enters the game for R. Rubio,,72-71,,
2:53.0,,,72-72,1,J. Harden makes free throw 1 of 2
2:53.0,,,72-73,1,J. Harden makes free throw 2 of 2
2:39.0,R. Hood makes 3-pt shot from 26 ft (assist by J. Jerebko),3,75-73,,
2:26.0,Violation by J. Jerebko (kicked ball),,75-73,,
2:19.0,,,75-73,,Turnover by J. Harden (bad pass; steal by J. Jerebko)
2:15.0,Turnover by J. Ingles (bad pass; steal by J. Harden),,75-73,,
2:10.0,,,75-76,3,C. Paul makes 3-pt shot from 23 ft (assist by J. Harden)
1:46.0,A. Burks makes 2-pt shot from 1 ft (assist by R. Hood),2,77-76,,
1:32.0,,,77-76,,C. Paul misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by J. Jerebko,,77-76,,
1:22.0,A. Burks misses 2-pt shot from 8 ft,,77-76,,
1:22.0,Offensive rebound by Team,,77-76,,
1:22.0,E. Udoh enters the game for J. Jerebko,,77-76,,
1:04.0,J. Ingles makes 2-pt shot from 2 ft (assist by R. Hood),2,79-76,,
1:04.0,,,79-76,,Violation by C. Capela (def goaltending)
0:47.0,,,79-79,3,C. Paul makes 3-pt shot from 22 ft (assist by R. Anderson)
0:37.0,R. Hood makes 3-pt shot from 26 ft,3,82-79,,
0:27.0,,,82-79,,E. Gordon misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by A. Burks,,82-79,,
0:05.0,J. Ingles makes 2-pt shot from 2 ft,2,84-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,84-79,,Personal foul by C. Paul (drawn by T. Sefolosha)
11:33.0,A. Burks misses 2-pt shot from 5 ft (block by P. Tucker),,84-79,,
11:33.0,Offensive rebound by Team,,84-79,,
11:31.0,T. Sefolosha makes 3-pt shot from 22 ft (assist by R. Rubio),3,87-79,,
11:15.0,,,87-81,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
11:00.0,R. Hood makes 2-pt shot from 16 ft,2,89-81,,
10:36.0,,,89-81,,E. Gordon misses 3-pt shot from 26 ft
10:34.0,Defensive rebound by A. Burks,,89-81,,
10:30.0,A. Burks misses 2-pt shot from 9 ft,,89-81,,
10:30.0,,,89-81,,Defensive rebound by Team
10:30.0,Loose ball foul by E. Udoh (drawn by C. Paul),,89-81,,
10:15.0,,,89-83,2,T. Ariza makes 2-pt shot at rim
9:49.0,T. Sefolosha makes 2-pt shot from 10 ft,2,91-83,,
9:30.0,,,91-86,3,E. Gordon makes 3-pt shot from 30 ft (assist by C. Paul)
9:05.0,R. Hood misses 3-pt shot from 26 ft,,91-86,,
9:03.0,,,91-86,,Defensive rebound by C. Capela
8:54.0,,,91-89,3,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul)
8:52.0,Utah full timeout,,91-89,,
8:52.0,J. Jerebko enters the game for R. Hood,,91-89,,
8:52.0,J. Johnson enters the game for T. Sefolosha,,91-89,,
8:52.0,D. Mitchell enters the game for E. Udoh,,91-89,,
8:37.0,J. Johnson misses 2-pt shot from 10 ft,,91-89,,
8:31.0,,,91-89,,Defensive rebound by C. Paul
8:28.0,,,91-92,3,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul)
8:00.0,D. Mitchell misses 3-pt shot from 29 ft,,91-92,,
7:57.0,,,91-92,,Defensive rebound by P. Tucker
7:51.0,,,91-94,2,C. Capela makes 2-pt shot from 4 ft (assist by C. Paul)
7:51.0,Shooting block foul by J. Jerebko (drawn by C. Capela),,91-94,,
7:51.0,J. Ingles enters the game for A. Burks,,91-94,,
7:51.0,,,91-95,1,C. Capela makes free throw 1 of 1
7:51.0,Violation by J. Ingles (lane),,91-95,,
7:37.0,J. Jerebko misses 2-pt shot from 19 ft,,91-95,,
7:35.0,,,91-95,,Defensive rebound by C. Capela
7:20.0,,,91-98,3,T. Ariza makes 3-pt shot from 26 ft (assist by C. Paul)
7:18.0,Utah full timeout,,91-98,,
7:18.0,R. Hood enters the game for J. Jerebko,,91-98,,
7:18.0,E. Udoh enters the game for D. Mitchell,,91-98,,
6:59.0,R. Rubio makes 3-pt shot from 27 ft (assist by R. Hood),3,94-98,,
6:42.0,,,94-100,2,E. Gordon makes 2-pt shot from 7 ft
6:42.0,,,94-100,,Shooting foul by E. Udoh (drawn by E. Gordon)
6:42.0,,,94-100,,J. Harden enters the game for C. Paul
6:42.0,,,94-100,,E. Gordon misses free throw 1 of 1
6:42.0,Defensive rebound by J. Johnson,,94-100,,
6:31.0,J. Johnson misses 3-pt shot from 22 ft,,94-100,,
6:28.0,,,94-100,,Defensive rebound by C. Capela
6:08.0,,,94-100,,J. Harden misses 2-pt shot from 19 ft
6:06.0,Defensive rebound by J. Ingles,,94-100,,
5:50.0,J. Ingles makes 2-pt shot from 2 ft (assist by J. Johnson),2,96-100,,
5:35.0,Personal foul by E. Udoh (drawn by J. Harden),,96-100,,
5:25.0,,,96-102,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
5:10.0,Turnover by R. Rubio (bad pass; steal by T. Ariza),,96-102,,
4:59.0,,,96-104,2,P. Tucker makes 2-pt shot from 2 ft (assist by J. Harden)
4:59.0,,,96-104,,Shooting foul by E. Udoh (drawn by P. Tucker)
4:59.0,,,96-104,,Houston full timeout
4:59.0,,,96-104,,C. Paul enters the game for T. Ariza
4:59.0,J. Jerebko enters the game for E. Udoh,,96-104,,
4:59.0,,,96-105,1,P. Tucker makes free throw 1 of 1
4:48.0,J. Ingles misses 2-pt shot from 2 ft,,96-105,,
4:46.0,,,96-105,,Defensive rebound by P. Tucker
4:40.0,,,96-108,3,E. Gordon makes 3-pt shot from 27 ft (assist by C. Paul)
4:18.0,R. Rubio misses 2-pt shot from 14 ft,,96-108,,
4:15.0,,,96-108,,Defensive rebound by P. Tucker
4:08.0,,,96-108,,P. Tucker misses 3-pt shot from 22 ft
4:08.0,,,96-108,,Offensive rebound by C. Paul
3:54.0,,,96-108,,Turnover by J. Harden (lost ball; steal by R. Hood)
3:52.0,,,96-108,,Personal foul by E. Gordon (drawn by R. Hood)
3:52.0,T. Sefolosha enters the game for J. Jerebko,,96-108,,
3:44.0,R. Hood misses 2-pt shot from 1 ft,,96-108,,
3:42.0,,,96-108,,Defensive rebound by C. Paul
3:28.0,,,96-111,3,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul)
3:04.0,J. Ingles makes 3-pt shot from 22 ft (assist by J. Johnson),3,99-111,,
3:03.0,,,99-111,,Houston full timeout
3:03.0,,,99-111,,T. Ariza enters the game for P. Tucker
2:44.0,,,99-113,2,C. Paul makes 2-pt shot from 13 ft
2:44.0,,,99-113,,Shooting foul by T. Sefolosha (drawn by C. Paul)
2:44.0,,,99-114,1,C. Paul makes free throw 1 of 1
2:34.0,R. Rubio misses 2-pt shot from 1 ft (block by C. Paul),,99-114,,
2:30.0,,,99-114,,Defensive rebound by C. Capela
2:25.0,,,99-114,,Turnover by C. Capela (lost ball; steal by R. Rubio)
2:25.0,,,99-114,,Personal foul by C. Capela (drawn by R. Rubio)
2:15.0,R. Hood misses 3-pt shot from 26 ft,,99-114,,
2:11.0,,,99-114,,Defensive rebound by C. Paul
1:54.0,,,99-117,3,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul)
