time,LA Clippers,pts.away,score,pts.home,Phoenix
6:27.0,,,14-16,2,J. Jackson makes 2-pt shot from 20 ft
6:11.0,,,14-16,,Personal foul by D. Bender (drawn by W. Johnson)
6:11.0,L. Williams enters the game for T. Wallace,,14-16,,
6:01.0,D. Jordan makes 2-pt shot at rim (assist by A. Rivers),2,16-16,,
5:54.0,,,16-16,,Turnover by M. Chriss (bad pass)
5:47.0,,,16-16,,Personal foul by T. Daniels (drawn by L. Williams)
5:47.0,S. Thornwell enters the game for W. Johnson,,16-16,,
5:38.0,D. Jordan misses 2-pt shot from 1 ft,,16-16,,
5:37.0,Offensive rebound by D. Jordan,,16-16,,
5:37.0,Shooting foul by D. Bender (drawn by D. Jordan),,16-16,,
5:37.0,D. Jordan makes free throw 1 of 2,1,17-16,,
5:37.0,,,17-16,,S. Harrison enters the game for D. Bender
5:37.0,D. Jordan makes free throw 2 of 2,1,18-16,,
5:28.0,,,18-16,,T. Daniels misses 3-pt shot from 27 ft
5:27.0,,,18-16,,Offensive rebound by Team
5:27.0,Loose ball foul by S. Thornwell (drawn by M. Chriss),,18-16,,
5:21.0,,,18-18,2,T. Ulis makes 2-pt shot from 16 ft (assist by M. Chriss)
5:03.0,A. Rivers makes 2-pt shot from 19 ft (assist by D. Jordan),2,20-18,,
4:57.0,Personal foul by A. Rivers (drawn by T. Ulis),,20-18,,
4:57.0,,,20-18,,A. Williams enters the game for M. Chriss
4:51.0,,,20-18,,Turnover by A. Williams (bad pass; steal by A. Rivers)
4:43.0,Turnover by A. Rivers (out of bounds lost ball),,20-18,,
4:24.0,,,20-20,2,S. Harrison makes 2-pt shot at rim (assist by J. Jackson)
3:59.0,D. Jordan misses 2-pt shot from 2 ft,,20-20,,
3:57.0,,,20-20,,Defensive rebound by A. Williams
3:37.0,,,20-20,,T. Ulis misses 3-pt shot from 25 ft
3:34.0,Defensive rebound by D. Jordan,,20-20,,
3:23.0,Shooting foul by A. Williams (drawn by D. Jordan),,20-20,,
3:23.0,D. Jordan makes free throw 1 of 2,1,21-20,,
3:23.0,D. Jordan misses free throw 2 of 2,,21-20,,
3:21.0,,,21-20,,Defensive rebound by A. Williams
3:07.0,,,21-22,2,J. Jackson makes 2-pt shot from 6 ft
2:53.0,S. Thornwell makes 2-pt shot from 5 ft,2,23-22,,
2:40.0,,,23-25,3,T. Daniels makes 3-pt shot from 26 ft (assist by J. Jackson)
2:37.0,LA Clippers full timeout,,23-25,,
2:37.0,,,23-25,,D. Reed enters the game for T. Daniels
2:37.0,T. Wallace enters the game for D. Jordan,,23-25,,
2:37.0,M. Harrell enters the game for A. Rivers,,23-25,,
2:21.0,L. Williams misses 3-pt shot from 27 ft,,23-25,,
2:17.0,,,23-25,,Defensive rebound by J. Jackson
2:05.0,,,23-27,2,J. Jackson makes 2-pt shot from 21 ft
1:43.0,L. Williams misses 2-pt shot from 1 ft,,23-27,,
1:37.0,Offensive rebound by T. Harris,,23-27,,
1:37.0,T. Harris makes 2-pt shot at rim,2,25-27,,
1:22.0,,,25-27,,J. Jackson misses 2-pt shot from 12 ft
1:19.0,Defensive rebound by T. Wallace,,25-27,,
1:14.0,L. Williams makes 2-pt shot at rim,2,27-27,,
1:14.0,Shooting foul by J. Jackson (drawn by L. Williams),,27-27,,
1:14.0,,,27-27,,J. Dudley enters the game for J. Jackson
1:14.0,S. Dekker enters the game for T. Harris,,27-27,,
1:14.0,L. Williams misses free throw 1 of 1,,27-27,,
1:14.0,,,27-27,,Defensive rebound by J. Dudley
1:05.0,,,27-27,,S. Harrison misses 3-pt shot from 25 ft
1:02.0,Defensive rebound by S. Dekker,,27-27,,
0:50.0,Turnover by S. Thornwell (bad pass; steal by S. Harrison),,27-27,,
0:46.0,,,27-29,2,S. Harrison makes 2-pt shot at rim
0:25.0,T. Wallace misses 2-pt shot from 12 ft,,27-29,,
0:21.0,Offensive rebound by S. Thornwell,,27-29,,
0:21.0,S. Thornwell misses 2-pt shot at rim,,27-29,,
0:20.0,Offensive rebound by S. Thornwell,,27-29,,
0:03.0,Turnover by L. Williams (traveling),,27-29,,
0:00.0,,,27-32,3,T. Ulis makes 3-pt shot from 29 ft (assist by J. Dudley)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,27-32,,S. Harrison misses 2-pt shot from 11 ft
11:38.0,,,27-32,,Offensive rebound by J. Dudley
11:37.0,,,27-32,,J. Dudley misses 2-pt shot at rim
11:36.0,,,27-32,,Offensive rebound by A. Williams
11:34.0,,,27-34,2,A. Williams makes 2-pt shot at rim
11:21.0,S. Dekker misses 2-pt shot at rim (block by D. Reed),,27-34,,
11:21.0,,,27-34,,Defensive rebound by D. Reed
11:12.0,,,27-34,,D. Reed misses 2-pt shot from 16 ft
11:09.0,Defensive rebound by T. Wallace,,27-34,,
11:00.0,L. Williams misses 2-pt shot from 19 ft,,27-34,,
11:00.0,Offensive rebound by S. Dekker,,27-34,,
10:50.0,S. Dekker makes 2-pt shot from 1 ft (assist by M. Harrell),2,29-34,,
10:26.0,,,29-34,,A. Williams misses 2-pt shot from 6 ft (block by S. Dekker)
10:24.0,Defensive rebound by S. Dekker,,29-34,,
10:13.0,Turnover by L. Williams (bad pass; steal by S. Harrison),,29-34,,
10:08.0,,,29-34,,T. Daniels misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by T. Wallace,,29-34,,
10:03.0,M. Harrell makes 2-pt shot at rim,2,31-34,,
10:03.0,Shooting foul by A. Williams (drawn by M. Harrell),,31-34,,
10:03.0,,,31-34,,M. Chriss enters the game for A. Williams
10:03.0,M. Harrell makes free throw 1 of 1,1,32-34,,
9:50.0,,,32-34,,T. Daniels misses 3-pt shot from 26 ft
9:46.0,Defensive rebound by S. Dekker,,32-34,,
9:34.0,T. Wallace misses 2-pt shot from 1 ft,,32-34,,
9:32.0,,,32-34,,Defensive rebound by D. Reed
9:28.0,,,32-34,,M. Chriss misses 2-pt shot at rim
9:25.0,Defensive rebound by M. Harrell,,32-34,,
9:21.0,Turnover by M. Harrell (lost ball; steal by D. Reed),,32-34,,
9:17.0,,,32-36,2,S. Harrison makes 2-pt shot at rim (assist by D. Reed)
8:59.0,L. Williams misses 2-pt shot at rim,,32-36,,
8:56.0,,,32-36,,Defensive rebound by M. Chriss
8:54.0,,,32-36,,J. Dudley misses 3-pt shot from 25 ft
8:49.0,Defensive rebound by M. Harrell,,32-36,,
8:48.0,LA Clippers full timeout,,32-36,,
8:48.0,A. Rivers enters the game for S. Dekker,,32-36,,
8:41.0,Shooting foul by T. Daniels (drawn by A. Rivers),,32-36,,
8:41.0,A. Rivers misses free throw 1 of 2,,32-36,,
8:41.0,Offensive rebound by Team,,32-36,,
8:41.0,A. Rivers makes free throw 2 of 2,1,33-36,,
8:29.0,,,33-36,,Shooting foul by C. Williams (drawn by T. Daniels)
8:29.0,,,33-36,,T. Daniels misses free throw 1 of 2
8:29.0,,,33-36,,Offensive rebound by Team
8:29.0,,,33-37,1,T. Daniels makes free throw 2 of 2
8:14.0,C. Williams makes 2-pt shot at rim (assist by A. Rivers),2,35-37,,
7:52.0,,,35-37,,S. Harrison misses 2-pt shot at rim (block by T. Wallace)
7:47.0,Defensive rebound by C. Williams,,35-37,,
7:45.0,Shooting foul by J. Dudley (drawn by C. Williams),,35-37,,
7:45.0,C. Williams makes free throw 1 of 2,1,36-37,,
7:45.0,,,36-37,,D. Bender enters the game for M. Chriss
7:45.0,,,36-37,,A. Peters enters the game for J. Dudley
7:45.0,C. Williams makes free throw 2 of 2,1,37-37,,
7:33.0,,,37-37,,T. Daniels misses 2-pt shot from 1 ft
7:32.0,Defensive rebound by T. Wallace,,37-37,,
7:28.0,T. Wallace makes 2-pt shot from 1 ft,2,39-37,,
7:27.0,,,39-37,,Phoenix full timeout
7:27.0,T. Harris enters the game for M. Harrell,,39-37,,
7:27.0,D. Jordan enters the game for C. Williams,,39-37,,
7:15.0,,,39-40,3,D. Reed makes 3-pt shot from 26 ft (assist by D. Bender)
7:00.0,A. Rivers misses 2-pt shot at rim,,39-40,,
6:57.0,,,39-40,,Defensive rebound by D. Reed
6:54.0,,,39-40,,A. Peters misses 3-pt shot from 26 ft
6:50.0,Defensive rebound by L. Williams,,39-40,,
6:43.0,L. Williams misses 2-pt shot from 4 ft,,39-40,,
6:42.0,Offensive rebound by L. Williams,,39-40,,
6:39.0,L. Williams makes 2-pt shot at rim,2,41-40,,
6:31.0,,,41-40,,D. Bender misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by A. Rivers,,41-40,,
6:18.0,D. Jordan makes 2-pt shot at rim (assist by T. Harris),2,43-40,,
5:57.0,,,43-42,2,D. Reed makes 2-pt shot from 6 ft
5:41.0,A. Rivers misses 3-pt shot from 24 ft,,43-42,,
5:39.0,,,43-42,,Defensive rebound by D. Bender
5:23.0,,,43-42,,Turnover by D. Bender (bad pass; steal by T. Wallace)
5:15.0,T. Wallace makes 2-pt shot from 8 ft (assist by A. Rivers),2,45-42,,
4:52.0,,,45-42,,D. Reed misses 2-pt shot from 19 ft
4:50.0,Defensive rebound by A. Rivers,,45-42,,
4:38.0,T. Harris misses 2-pt shot from 11 ft,,45-42,,
4:35.0,,,45-42,,Defensive rebound by S. Harrison
4:33.0,,,45-44,2,S. Harrison makes 2-pt shot at rim
4:33.0,,,45-44,,Shooting foul by T. Wallace (drawn by S. Harrison)
4:33.0,,,45-44,,M. Chriss enters the game for T. Daniels
4:33.0,,,45-44,,J. Jackson enters the game for D. Reed
4:33.0,,,45-44,,T. Ulis enters the game for D. Bender
4:33.0,W. Johnson enters the game for L. Williams,,45-44,,
4:33.0,,,45-44,,S. Harrison misses free throw 1 of 1
4:33.0,Defensive rebound by D. Jordan,,45-44,,
4:21.0,Shooting foul by A. Peters (drawn by D. Jordan),,45-44,,
4:21.0,D. Jordan misses free throw 1 of 2,,45-44,,
4:21.0,Offensive rebound by Team,,45-44,,
4:21.0,,,45-44,,D. House enters the game for S. Harrison
4:21.0,D. Jordan misses free throw 2 of 2,,45-44,,
4:17.0,,,45-44,,Defensive rebound by T. Ulis
4:03.0,,,45-44,,A. Peters misses 3-pt shot from 25 ft
3:59.0,Defensive rebound by D. Jordan,,45-44,,
3:53.0,Turnover by T. Harris (bad pass; steal by M. Chriss),,45-44,,
3:49.0,,,45-46,2,J. Jackson makes 2-pt shot at rim
3:33.0,T. Wallace makes 2-pt shot from 1 ft (assist by A. Rivers),2,47-46,,
3:25.0,,,47-46,,J. Jackson misses 2-pt shot at rim
3:25.0,,,47-46,,Offensive rebound by Team
3:23.0,,,47-46,,Turnover by T. Ulis (bad pass; steal by T. Wallace)
3:17.0,T. Harris makes 2-pt shot from 8 ft (assist by T. Wallace),2,49-46,,
3:01.0,,,49-46,,Turnover by J. Jackson (bad pass)
2:37.0,T. Wallace misses 3-pt shot from 24 ft,,49-46,,
2:34.0,,,49-46,,Defensive rebound by M. Chriss
2:29.0,,,49-46,,T. Ulis misses 2-pt shot from 18 ft
2:24.0,,,49-46,,Offensive rebound by M. Chriss
2:24.0,,,49-46,,M. Chriss misses 2-pt shot at rim
2:24.0,Defensive rebound by W. Johnson,,49-46,,
2:09.0,T. Harris misses 2-pt shot from 13 ft,,49-46,,
2:07.0,D. Jordan misses 2-pt shot from 1 ft,,49-46,,
2:07.0,Offensive rebound by D. Jordan,,49-46,,
2:06.0,,,49-46,,Defensive rebound by J. Jackson
1:58.0,,,49-46,,Turnover by J. Jackson (lost ball; steal by T. Wallace)
1:56.0,,,49-46,,Personal foul by A. Peters (drawn by T. Wallace)
1:56.0,T. Wallace makes free throw 1 of 2,1,50-46,,
1:56.0,L. Williams enters the game for W. Johnson,,50-46,,
1:56.0,T. Wallace makes free throw 2 of 2,1,51-46,,
1:41.0,,,51-49,3,A. Peters makes 3-pt shot from 25 ft (assist by T. Ulis)
1:23.0,,,51-49,,Personal foul by J. Jackson (drawn by L. Williams)
1:23.0,L. Williams makes free throw 1 of 2,1,52-49,,
1:23.0,,,52-49,,S. Harrison enters the game for D. House
1:23.0,L. Williams makes free throw 2 of 2,1,53-49,,
1:10.0,,,53-51,2,A. Peters makes 2-pt shot from 17 ft (assist by J. Jackson)
0:56.0,Turnover by L. Williams (lost ball; steal by J. Jackson),,53-51,,
0:46.0,,,53-53,2,M. Chriss makes 2-pt shot at rim (assist by J. Jackson)
0:34.0,T. Wallace misses 2-pt shot from 8 ft,,53-53,,
0:32.0,Offensive rebound by D. Jordan,,53-53,,
0:32.0,D. Jordan makes 2-pt shot at rim,2,55-53,,
0:12.0,,,55-56,3,T. Ulis makes 3-pt shot from 29 ft
0:01.0,A. Rivers makes 3-pt shot from 24 ft,3,58-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,58-56,,Turnover by D. Bender (bad pass)
11:25.0,A. Rivers makes 2-pt shot at rim,2,60-56,,
11:09.0,,,60-59,3,J. Jackson makes 3-pt shot from 26 ft (assist by D. Bender)
10:41.0,T. Wallace misses 2-pt shot from 4 ft,,60-59,,
10:38.0,,,60-59,,Defensive rebound by T. Daniels
10:34.0,,,60-59,,D. Bender misses 3-pt shot from 23 ft
10:32.0,Defensive rebound by D. Jordan,,60-59,,
10:24.0,A. Rivers misses 2-pt shot from 8 ft,,60-59,,
10:21.0,,,60-59,,Defensive rebound by M. Chriss
10:11.0,,,60-59,,M. Chriss misses 3-pt shot from 24 ft
10:08.0,,,60-59,,Offensive rebound by M. Chriss
10:03.0,,,60-59,,T. Ulis misses 3-pt shot from 25 ft
10:03.0,Defensive rebound by W. Johnson,,60-59,,
9:49.0,T. Harris misses 2-pt shot from 8 ft,,60-59,,
9:47.0,,,60-59,,Defensive rebound by T. Daniels
9:41.0,,,60-59,,J. Jackson misses 3-pt shot from 23 ft
9:38.0,Defensive rebound by D. Jordan,,60-59,,
9:30.0,T. Harris makes 3-pt shot from 26 ft (assist by A. Rivers),3,63-59,,
9:04.0,,,63-59,,J. Jackson misses 2-pt shot from 12 ft
9:00.0,Defensive rebound by D. Jordan,,63-59,,
8:41.0,T. Harris makes 3-pt shot from 26 ft (assist by A. Rivers),3,66-59,,
8:19.0,,,66-59,,M. Chriss misses 2-pt shot from 1 ft (block by D. Jordan)
8:16.0,Defensive rebound by T. Wallace,,66-59,,
8:13.0,T. Wallace misses 2-pt shot from 3 ft (block by J. Jackson),,66-59,,
8:12.0,Offensive rebound by Team,,66-59,,
8:03.0,A. Rivers makes 2-pt shot at rim,2,68-59,,
8:03.0,,,68-59,,Phoenix full timeout
7:53.0,,,68-59,,Turnover by T. Ulis (bad pass; steal by A. Rivers)
7:52.0,,,68-59,,Personal foul by M. Chriss (drawn by A. Rivers)
7:52.0,A. Rivers makes clear path free throw 1 of 2,1,69-59,,
7:52.0,A. Rivers makes clear path free throw 2 of 2,1,70-59,,
7:36.0,Turnover by W. Johnson (bad pass; steal by T. Daniels),,70-59,,
7:32.0,,,70-61,2,T. Daniels makes 2-pt shot at rim
7:21.0,,,70-61,,Violation by M. Chriss (kicked ball)
7:14.0,T. Wallace misses 2-pt shot from 1 ft (block by M. Chriss),,70-61,,
7:12.0,,,70-61,,Defensive rebound by M. Chriss
7:11.0,,,70-61,,Turnover by M. Chriss (bad pass)
7:11.0,,,70-61,,Violation by T. Daniels (kicked ball)
7:08.0,A. Rivers misses 3-pt shot from 23 ft,,70-61,,
7:04.0,,,70-61,,Defensive rebound by M. Chriss
7:01.0,,,70-61,,D. Bender misses 2-pt shot at rim
6:59.0,Defensive rebound by D. Jordan,,70-61,,
6:54.0,T. Harris misses 3-pt shot from 25 ft,,70-61,,
6:50.0,,,70-61,,Defensive rebound by J. Jackson
6:43.0,,,70-63,2,J. Jackson makes 2-pt shot from 3 ft
6:27.0,,,70-63,,S. Harrison enters the game for D. Bender
6:21.0,T. Harris makes 2-pt shot from 13 ft,2,72-63,,
5:59.0,,,72-63,,J. Jackson misses 3-pt shot from 24 ft
5:56.0,Defensive rebound by W. Johnson,,72-63,,
5:45.0,Turnover by A. Rivers (lost ball; steal by M. Chriss),,72-63,,
5:39.0,,,72-63,,T. Daniels misses 3-pt shot from 24 ft
5:36.0,Defensive rebound by D. Jordan,,72-63,,
5:28.0,Turnover by D. Jordan (lost ball; steal by M. Chriss),,72-63,,
5:24.0,,,72-65,2,T. Ulis makes 2-pt shot from 8 ft
5:24.0,LA Clippers full timeout,,72-65,,
5:24.0,L. Williams enters the game for A. Rivers,,72-65,,
5:09.0,Turnover by T. Wallace (bad pass; steal by S. Harrison),,72-65,,
5:07.0,,,72-67,2,S. Harrison makes 2-pt shot at rim
5:07.0,,,72-67,,Shooting foul by L. Williams (drawn by S. Harrison)
5:07.0,,,72-68,1,S. Harrison makes free throw 1 of 1
4:58.0,T. Harris makes 2-pt shot from 15 ft,2,74-68,,
4:35.0,Personal block foul by W. Johnson (drawn by S. Harrison),,74-68,,
4:32.0,Personal foul by W. Johnson (drawn by J. Jackson),,74-68,,
4:27.0,,,74-68,,T. Ulis misses 2-pt shot from 12 ft
4:25.0,,,74-68,,Offensive rebound by T. Ulis
4:24.0,,,74-68,,Shooting foul by D. Jordan (drawn by S. Harrison)
4:24.0,,,74-69,1,S. Harrison makes free throw 1 of 2
4:24.0,S. Thornwell enters the game for W. Johnson,,74-69,,
4:24.0,,,74-70,1,S. Harrison makes free throw 2 of 2
4:09.0,S. Thornwell misses 2-pt shot from 3 ft,,74-70,,
4:04.0,Offensive rebound by D. Jordan,,74-70,,
4:04.0,D. Jordan makes 2-pt shot at rim,2,76-70,,
3:50.0,,,76-70,,Offensive foul by M. Chriss (drawn by T. Wallace)
3:50.0,,,76-70,,Turnover by M. Chriss (offensive foul)
3:37.0,L. Williams makes 2-pt shot at rim (assist by D. Jordan),2,78-70,,
3:24.0,,,78-70,,M. Chriss misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by D. Jordan,,78-70,,
3:12.0,Shooting foul by S. Harrison (drawn by T. Harris),,78-70,,
3:12.0,T. Harris makes free throw 1 of 2,1,79-70,,
3:12.0,,,79-70,,A. Williams enters the game for M. Chriss
3:12.0,T. Harris makes free throw 2 of 2,1,80-70,,
2:47.0,,,80-70,,J. Jackson misses 2-pt shot from 20 ft
2:44.0,,,80-70,,Offensive rebound by A. Williams
2:43.0,,,80-73,3,T. Daniels makes 3-pt shot from 22 ft (assist by A. Williams)
2:28.0,L. Williams misses 2-pt shot from 15 ft,,80-73,,
2:26.0,,,80-73,,Defensive rebound by S. Harrison
2:17.0,,,80-76,3,T. Daniels makes 3-pt shot from 23 ft (assist by A. Williams)
1:58.0,T. Harris makes 3-pt shot from 23 ft (assist by S. Thornwell),3,83-76,,
1:43.0,,,83-78,2,T. Ulis makes 2-pt shot from 12 ft
1:27.0,Turnover by L. Williams (bad pass),,83-78,,
1:27.0,A. Rivers enters the game for D. Jordan,,83-78,,
1:27.0,M. Harrell enters the game for T. Wallace,,83-78,,
1:15.0,,,83-78,,J. Jackson misses 2-pt shot from 11 ft
1:11.0,Defensive rebound by M. Harrell,,83-78,,
1:02.0,M. Harrell makes 2-pt shot from 1 ft (assist by L. Williams),2,85-78,,
0:43.0,,,85-80,2,T. Ulis makes 2-pt shot from 10 ft
0:31.0,Turnover by L. Williams (bad pass; steal by A. Williams),,85-80,,
0:27.0,,,85-82,2,J. Jackson makes 2-pt shot from 1 ft (assist by S. Harrison)
0:06.0,L. Williams misses 2-pt shot from 6 ft,,85-82,,
0:03.0,,,85-82,,Defensive rebound by T. Daniels
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,S. Thornwell makes 2-pt shot from 9 ft,2,87-82,,
11:17.0,,,87-82,,A. Williams misses 2-pt shot from 7 ft
11:13.0,Defensive rebound by M. Harrell,,87-82,,
11:04.0,Turnover by A. Rivers (bad pass),,87-82,,
10:48.0,,,87-82,,J. Jackson misses 3-pt shot from 25 ft
10:45.0,,,87-82,,Offensive rebound by A. Peters
10:42.0,,,87-82,,A. Peters misses 3-pt shot from 23 ft
10:41.0,Defensive rebound by Team,,87-82,,
10:41.0,,,87-82,,Loose ball foul by J. Jackson (drawn by M. Harrell)
10:26.0,L. Williams makes 2-pt shot at rim,2,89-82,,
10:05.0,,,89-82,,S. Harrison misses 3-pt shot from 24 ft
10:01.0,Defensive rebound by S. Thornwell,,89-82,,
9:55.0,A. Rivers makes 2-pt shot from 1 ft (assist by L. Williams),2,91-82,,
9:55.0,,,91-82,,Phoenix full timeout
9:55.0,,,91-82,,D. Bender enters the game for J. Jackson
9:41.0,,,91-82,,Turnover by A. Williams (turnover)
9:31.0,A. Rivers makes 2-pt shot from 1 ft (assist by M. Harrell),2,93-82,,
9:15.0,,,93-82,,S. Harrison misses 2-pt shot from 1 ft
9:12.0,Defensive rebound by M. Harrell,,93-82,,
9:03.0,A. Rivers makes 2-pt shot at rim,2,95-82,,
8:39.0,,,95-82,,Shooting foul by C. Williams (drawn by D. Reed)
8:39.0,,,95-82,,D. Reed misses free throw 1 of 2
8:39.0,,,95-82,,Offensive rebound by Team
8:39.0,,,95-82,,T. Ulis enters the game for S. Harrison
8:39.0,,,95-82,,J. Jackson enters the game for A. Peters
8:39.0,,,95-82,,D. Reed misses free throw 2 of 2
8:37.0,Defensive rebound by M. Harrell,,95-82,,
8:23.0,L. Williams makes 3-pt shot from 26 ft (assist by M. Harrell),3,98-82,,
8:06.0,Personal foul by C. Williams (drawn by A. Williams),,98-82,,
8:06.0,,,98-82,,T. Daniels enters the game for D. Reed
7:57.0,,,98-82,,T. Daniels misses 2-pt shot from 19 ft
7:56.0,Defensive rebound by Team,,98-82,,
7:43.0,,,98-82,,Personal foul by J. Jackson (drawn by L. Williams)
7:43.0,,,98-82,,M. Chriss enters the game for A. Williams
7:30.0,C. Williams misses 3-pt shot from 23 ft,,98-82,,
7:28.0,,,98-82,,Defensive rebound by M. Chriss
7:12.0,,,98-82,,T. Ulis misses 3-pt shot from 24 ft
7:08.0,Defensive rebound by S. Thornwell,,98-82,,
7:08.0,M. Harrell makes 2-pt shot at rim (assist by S. Thornwell),2,100-82,,
7:08.0,Shooting foul by T. Ulis (drawn by M. Harrell),,100-82,,
7:08.0,M. Harrell misses free throw 1 of 1,,100-82,,
7:05.0,Offensive rebound by S. Thornwell,,100-82,,
6:52.0,C. Williams makes 3-pt shot from 25 ft (assist by L. Williams),3,103-82,,
6:23.0,,,103-84,2,M. Chriss makes 2-pt shot at rim (assist by T. Ulis)
6:08.0,Offensive foul by L. Williams (drawn by T. Ulis),,103-84,,
6:08.0,Turnover by L. Williams (offensive foul),,103-84,,
6:08.0,,,103-84,,S. Harrison enters the game for D. Bender
6:08.0,T. Wallace enters the game for L. Williams,,103-84,,
5:50.0,,,103-84,,Shooting foul by T. Wallace (drawn by M. Chriss)
5:50.0,,,103-85,1,M. Chriss makes free throw 1 of 2
5:50.0,,,103-86,1,M. Chriss makes free throw 2 of 2
5:33.0,M. Harrell makes 2-pt shot at rim,2,105-86,,
5:25.0,,,105-86,,Turnover by T. Daniels (lost ball; steal by A. Rivers)
5:22.0,S. Thornwell makes 2-pt shot at rim (assist by A. Rivers),2,107-86,,
5:22.0,,,107-86,,Phoenix full timeout
5:22.0,W. Johnson enters the game for A. Rivers,,107-86,,
5:09.0,,,107-86,,Turnover by M. Chriss (bad pass; steal by W. Johnson)
4:51.0,Shooting foul by M. Chriss (drawn by S. Thornwell),,107-86,,
4:51.0,S. Thornwell misses free throw 1 of 2,,107-86,,
4:51.0,Offensive rebound by Team,,107-86,,
4:51.0,,,107-86,,A. Williams enters the game for T. Daniels
4:51.0,S. Thornwell makes free throw 2 of 2,1,108-86,,
4:31.0,,,108-86,,J. Jackson misses 2-pt shot from 12 ft
4:26.0,Defensive rebound by T. Wallace,,108-86,,
4:23.0,Turnover by T. Wallace (lost ball; steal by J. Jackson),,108-86,,
4:23.0,,,108-86,,M. Chriss misses 3-pt shot from 25 ft
4:21.0,Defensive rebound by W. Johnson,,108-86,,
4:08.0,T. Wallace misses 2-pt shot from 3 ft (block by J. Jackson),,108-86,,
4:06.0,,,108-86,,Defensive rebound by S. Harrison
4:03.0,,,108-86,,S. Harrison misses 2-pt shot from 1 ft
4:01.0,,,108-86,,Offensive rebound by M. Chriss
4:01.0,,,108-88,2,M. Chriss makes 2-pt shot at rim
3:34.0,C. Williams misses 3-pt shot from 25 ft,,108-88,,
3:29.0,,,108-88,,Defensive rebound by S. Harrison
3:19.0,,,108-91,3,T. Ulis makes 3-pt shot from 25 ft (assist by S. Harrison)
2:49.0,Shooting foul by A. Williams (drawn by M. Harrell),,108-91,,
2:49.0,M. Harrell makes free throw 1 of 2,1,109-91,,
2:49.0,,,109-91,,A. Peters enters the game for J. Jackson
2:49.0,S. Dekker enters the game for T. Wallace,,109-91,,
2:49.0,M. Harrell misses free throw 2 of 2,,109-91,,
2:47.0,,,109-91,,Defensive rebound by M. Chriss
2:46.0,Personal take foul by M. Harrell (drawn by S. Harrison),,109-91,,
