time,Chicago,pts.away,score,pts.home,Indiana
9:49.0,D. Valentine makes 3-pt shot from 23 ft (assist by P. Zipser),3,37-24,,
9:31.0,,,37-24,,T. Leaf misses 2-pt shot from 9 ft
9:28.0,Defensive rebound by P. Zipser,,37-24,,
9:24.0,D. Valentine misses 3-pt shot from 23 ft,,37-24,,
9:22.0,,,37-24,,Defensive rebound by Team
9:22.0,Loose ball foul by P. Zipser (drawn by T. Leaf),,37-24,,
9:22.0,,,37-24,,T. Young enters the game for T. Leaf
9:04.0,,,37-26,2,L. Stephenson makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
8:53.0,D. Valentine misses 2-pt shot from 18 ft,,37-26,,
8:53.0,,,37-26,,Defensive rebound by L. Stephenson
8:44.0,,,37-26,,L. Stephenson misses 2-pt shot from 1 ft
8:41.0,Defensive rebound by P. Zipser,,37-26,,
8:36.0,D. Valentine makes 3-pt shot from 26 ft (assist by J. Grant),3,40-26,,
8:35.0,,,40-26,,Indiana full timeout
8:13.0,,,40-26,,T. Young misses 2-pt shot from 1 ft
8:11.0,Defensive rebound by D. Nwaba,,40-26,,
8:06.0,P. Zipser makes 3-pt shot from 26 ft (assist by J. Grant),3,43-26,,
7:41.0,,,43-26,,L. Stephenson misses 2-pt shot at rim
7:39.0,Defensive rebound by B. Portis,,43-26,,
7:23.0,J. Grant misses 3-pt shot from 26 ft,,43-26,,
7:20.0,,,43-26,,Defensive rebound by L. Stephenson
7:19.0,Personal foul by P. Zipser (drawn by D. Sabonis),,43-26,,
7:19.0,,,43-26,,D. Collison enters the game for L. Stephenson
7:19.0,,,43-26,,V. Oladipo enters the game for C. Joseph
7:19.0,L. Markkanen enters the game for J. Grant,,43-26,,
7:19.0,K. Dunn enters the game for P. Zipser,,43-26,,
7:10.0,,,43-26,,Shooting foul by D. Nwaba (drawn by B. Bogdanovic)
7:10.0,,,43-27,1,B. Bogdanovic makes free throw 1 of 2
7:10.0,,,43-28,1,B. Bogdanovic makes free throw 2 of 2
6:56.0,,,43-28,,Def 3 sec tech foul by V. Oladipo
6:56.0,D. Valentine makes technical free throw,1,44-28,,
6:52.0,L. Markkanen misses 3-pt shot from 26 ft,,44-28,,
6:48.0,,,44-28,,Defensive rebound by V. Oladipo
6:40.0,,,44-30,2,D. Sabonis makes 2-pt shot from 1 ft (assist by B. Bogdanovic)
6:21.0,B. Portis misses 2-pt shot from 21 ft,,44-30,,
6:20.0,,,44-30,,Defensive rebound by D. Sabonis
6:16.0,,,44-30,,V. Oladipo misses 3-pt shot from 28 ft
6:12.0,Defensive rebound by D. Valentine,,44-30,,
6:00.0,Turnover by D. Nwaba (bad pass),,44-30,,
6:00.0,,,44-30,,M. Turner enters the game for D. Sabonis
6:00.0,J. Holiday enters the game for B. Portis,,44-30,,
6:00.0,R. Lopez enters the game for D. Nwaba,,44-30,,
5:43.0,,,44-30,,Offensive charge foul by D. Collison (drawn by L. Markkanen)
5:43.0,,,44-30,,Turnover by D. Collison (offensive foul)
5:43.0,,,44-30,,C. Joseph enters the game for D. Collison
5:30.0,D. Valentine misses 2-pt shot from 10 ft (block by M. Turner),,44-30,,
5:27.0,Offensive rebound by D. Valentine,,44-30,,
5:26.0,L. Markkanen misses 3-pt shot from 22 ft,,44-30,,
5:24.0,Offensive rebound by D. Valentine,,44-30,,
5:09.0,R. Lopez misses 2-pt shot from 1 ft,,44-30,,
5:06.0,,,44-30,,Defensive rebound by M. Turner
4:54.0,,,44-33,3,T. Young makes 3-pt shot from 23 ft (assist by M. Turner)
4:52.0,Chicago full timeout,,44-33,,
4:52.0,P. Zipser enters the game for D. Valentine,,44-33,,
4:34.0,Shooting foul by V. Oladipo (drawn by K. Dunn),,44-33,,
4:34.0,K. Dunn misses free throw 1 of 2,,44-33,,
4:34.0,Offensive rebound by Team,,44-33,,
4:34.0,K. Dunn misses free throw 2 of 2,,44-33,,
4:34.0,,,44-33,,Defensive rebound by M. Turner
4:18.0,,,44-33,,T. Young misses 2-pt shot at rim
4:16.0,Defensive rebound by K. Dunn,,44-33,,
3:57.0,L. Markkanen makes 2-pt shot at rim,2,46-33,,
3:44.0,,,46-35,2,V. Oladipo makes 2-pt shot at rim
3:24.0,R. Lopez misses 2-pt shot from 7 ft,,46-35,,
3:20.0,,,46-35,,Defensive rebound by M. Turner
3:14.0,,,46-35,,M. Turner misses 3-pt shot from 29 ft
3:12.0,Defensive rebound by P. Zipser,,46-35,,
3:04.0,Turnover by L. Markkanen (bad pass),,46-35,,
2:46.0,,,46-35,,T. Young misses 2-pt shot from 5 ft
2:44.0,Defensive rebound by P. Zipser,,46-35,,
2:41.0,K. Dunn misses 2-pt shot from 5 ft,,46-35,,
2:40.0,Offensive rebound by L. Markkanen,,46-35,,
2:40.0,L. Markkanen makes 2-pt shot at rim,2,48-35,,
2:25.0,,,48-35,,B. Bogdanovic misses 2-pt shot from 1 ft
2:22.0,Defensive rebound by L. Markkanen,,48-35,,
2:10.0,R. Lopez makes 2-pt shot from 1 ft (assist by K. Dunn),2,50-35,,
1:57.0,,,50-35,,V. Oladipo misses 3-pt shot from 27 ft
1:57.0,Defensive rebound by L. Markkanen,,50-35,,
1:34.0,J. Holiday misses 3-pt shot from 26 ft,,50-35,,
1:32.0,,,50-35,,Defensive rebound by V. Oladipo
1:25.0,,,50-37,2,V. Oladipo makes 2-pt shot from 17 ft
1:11.0,,,50-37,,Violation by C. Joseph (kicked ball)
1:11.0,,,50-37,,L. Stephenson enters the game for B. Bogdanovic
1:01.0,J. Holiday makes 3-pt shot from 23 ft (assist by L. Markkanen),3,53-37,,
0:49.0,,,53-37,,Turnover by M. Turner (bad pass)
0:49.0,,,53-37,,J. Young enters the game for V. Oladipo
0:46.0,Offensive charge foul by K. Dunn (drawn by J. Young),,53-37,,
0:46.0,Turnover by K. Dunn (offensive foul),,53-37,,
0:46.0,J. Grant enters the game for K. Dunn,,53-37,,
0:31.0,,,53-39,2,C. Joseph makes 2-pt shot from 15 ft
0:08.0,R. Lopez makes 2-pt shot at rim (assist by J. Grant),2,55-39,,
0:02.0,Personal take foul by P. Zipser (drawn by L. Stephenson),,55-39,,
0:02.0,D. Nwaba enters the game for P. Zipser,,55-39,,
0:00.0,,,55-39,,L. Stephenson misses 3-pt shot from 27 ft
0:00.0,,,55-39,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,55-41,2,M. Turner makes 2-pt shot from 17 ft (assist by V. Oladipo)
11:23.0,L. Markkanen makes 2-pt shot at rim (assist by R. Lopez),2,57-41,,
11:04.0,,,57-43,2,M. Turner makes 2-pt shot from 13 ft
10:40.0,R. Lopez makes 2-pt shot from 7 ft,2,59-43,,
10:19.0,,,59-46,3,V. Oladipo makes 3-pt shot from 22 ft
10:06.0,K. Dunn misses 2-pt shot from 15 ft,,59-46,,
10:04.0,,,59-46,,Defensive rebound by T. Young
9:54.0,,,59-46,,D. Collison misses 3-pt shot from 26 ft
9:49.0,Defensive rebound by K. Dunn,,59-46,,
9:43.0,K. Dunn makes 2-pt shot from 17 ft (assist by D. Valentine),2,61-46,,
9:18.0,,,61-48,2,D. Collison makes 2-pt shot from 1 ft
8:58.0,Turnover by D. Valentine (bad pass; steal by V. Oladipo),,61-48,,
8:55.0,,,61-50,2,D. Collison makes 2-pt shot at rim (assist by V. Oladipo)
8:55.0,Violation by L. Markkanen (def goaltending),,61-50,,
8:32.0,L. Markkanen makes 3-pt shot from 27 ft,3,64-50,,
8:11.0,,,64-52,2,M. Turner makes 2-pt shot from 20 ft (assist by D. Collison)
8:00.0,K. Dunn makes 2-pt shot from 17 ft,2,66-52,,
7:50.0,,,66-52,,Turnover by V. Oladipo (turnover)
7:40.0,D. Valentine misses 3-pt shot from 25 ft,,66-52,,
7:37.0,,,66-52,,Defensive rebound by V. Oladipo
7:28.0,Personal block foul by J. Holiday (drawn by V. Oladipo),,66-52,,
7:22.0,,,66-52,,M. Turner misses 2-pt shot from 19 ft
7:18.0,Defensive rebound by D. Valentine,,66-52,,
7:02.0,J. Holiday misses 2-pt shot from 19 ft,,66-52,,
6:59.0,,,66-52,,Defensive rebound by V. Oladipo
6:53.0,,,66-52,,B. Bogdanovic misses 3-pt shot from 22 ft
6:51.0,Defensive rebound by J. Holiday,,66-52,,
6:43.0,Turnover by K. Dunn (bad pass; steal by B. Bogdanovic),,66-52,,
6:43.0,Personal take foul by J. Holiday (drawn by B. Bogdanovic),,66-52,,
6:43.0,,,66-52,,Indiana full timeout
6:32.0,,,66-54,2,V. Oladipo makes 2-pt shot from 16 ft (assist by T. Young)
6:16.0,L. Markkanen misses 2-pt shot from 19 ft,,66-54,,
6:14.0,,,66-54,,Defensive rebound by V. Oladipo
6:07.0,,,66-54,,T. Young misses 3-pt shot from 27 ft
6:03.0,Defensive rebound by D. Valentine,,66-54,,
5:57.0,D. Valentine misses 2-pt shot at rim (block by M. Turner),,66-54,,
5:55.0,Offensive rebound by L. Markkanen,,66-54,,
5:55.0,L. Markkanen makes 2-pt shot at rim,2,68-54,,
5:33.0,,,68-57,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by M. Turner)
5:07.0,D. Valentine makes 3-pt shot from 32 ft,3,71-57,,
4:46.0,,,71-60,3,D. Collison makes 3-pt shot from 27 ft (assist by B. Bogdanovic)
4:34.0,L. Markkanen misses 3-pt shot from 27 ft,,71-60,,
4:31.0,,,71-60,,Defensive rebound by M. Turner
4:22.0,,,71-62,2,D. Collison makes 2-pt shot from 1 ft
4:22.0,Chicago full timeout,,71-62,,
4:22.0,,,71-62,,C. Joseph enters the game for B. Bogdanovic
4:22.0,D. Nwaba enters the game for D. Valentine,,71-62,,
4:08.0,D. Nwaba makes 2-pt shot from 3 ft,2,73-62,,
3:53.0,,,73-62,,Shooting foul by K. Dunn (drawn by M. Turner)
3:53.0,,,73-63,1,M. Turner makes free throw 1 of 2
3:53.0,,,73-63,,D. Sabonis enters the game for T. Young
3:53.0,,,73-64,1,M. Turner makes free throw 2 of 2
3:40.0,J. Holiday makes 2-pt shot from 19 ft,2,75-64,,
3:18.0,,,75-67,3,D. Collison makes 3-pt shot from 26 ft (assist by M. Turner)
3:02.0,K. Dunn makes 2-pt shot from 12 ft,2,77-67,,
2:47.0,,,77-67,,D. Collison misses 3-pt shot from 25 ft
2:46.0,,,77-67,,Offensive rebound by Team
2:46.0,B. Portis enters the game for L. Markkanen,,77-67,,
2:36.0,,,77-67,,V. Oladipo misses 3-pt shot from 26 ft
2:32.0,Defensive rebound by K. Dunn,,77-67,,
2:26.0,K. Dunn makes 2-pt shot from 16 ft,2,79-67,,
2:11.0,,,79-67,,M. Turner misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by B. Portis,,79-67,,
1:59.0,B. Portis makes 2-pt shot from 10 ft,2,81-67,,
1:48.0,,,81-69,2,D. Collison makes 2-pt shot from 1 ft
1:34.0,B. Portis makes 2-pt shot from 10 ft,2,83-69,,
1:21.0,,,83-69,,C. Joseph misses 3-pt shot from 22 ft
1:18.0,Defensive rebound by K. Dunn,,83-69,,
1:09.0,Turnover by R. Lopez (out of bounds lost ball),,83-69,,
1:09.0,,,83-69,,L. Stephenson enters the game for D. Collison
1:09.0,J. Grant enters the game for K. Dunn,,83-69,,
1:00.0,,,83-69,,Turnover by V. Oladipo (bad pass)
0:47.0,J. Grant misses 3-pt shot from 27 ft,,83-69,,
0:44.0,Offensive rebound by D. Nwaba,,83-69,,
0:34.0,Shooting foul by M. Turner (drawn by D. Nwaba),,83-69,,
0:34.0,D. Nwaba misses free throw 1 of 2,,83-69,,
0:34.0,Offensive rebound by Team,,83-69,,
0:34.0,,,83-69,,T. Young enters the game for M. Turner
0:34.0,P. Zipser enters the game for R. Lopez,,83-69,,
0:34.0,D. Nwaba misses free throw 2 of 2,,83-69,,
0:32.0,,,83-69,,Defensive rebound by D. Sabonis
0:17.0,,,83-69,,T. Young misses 3-pt shot from 26 ft
0:14.0,Defensive rebound by D. Nwaba,,83-69,,
0:00.0,B. Portis misses 2-pt shot from 17 ft,,83-69,,
0:00.0,Offensive rebound by Team,,83-69,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,D. Valentine misses 2-pt shot from 2 ft,,83-69,,
11:46.0,,,83-69,,Defensive rebound by T. Young
11:41.0,,,83-71,2,L. Stephenson makes 2-pt shot from 18 ft
11:18.0,Turnover by D. Nwaba (bad pass),,83-71,,
10:56.0,,,83-71,,C. Joseph misses 2-pt shot from 19 ft
10:52.0,Defensive rebound by B. Portis,,83-71,,
10:44.0,J. Grant misses 3-pt shot from 27 ft,,83-71,,
10:40.0,,,83-71,,Defensive rebound by D. Sabonis
10:34.0,,,83-71,,Turnover by C. Joseph (traveling)
10:19.0,B. Portis makes 2-pt shot from 6 ft,2,85-71,,
9:54.0,,,85-71,,L. Stephenson misses 3-pt shot from 26 ft
9:53.0,,,85-71,,Offensive rebound by T. Young
9:53.0,,,85-71,,T. Young misses 2-pt shot at rim
9:51.0,Defensive rebound by B. Portis,,85-71,,
9:41.0,D. Nwaba makes 2-pt shot from 1 ft,2,87-71,,
9:25.0,,,87-74,3,C. Joseph makes 3-pt shot from 22 ft (assist by T. Young)
9:05.0,B. Portis misses 3-pt shot from 28 ft,,87-74,,
9:05.0,Offensive rebound by J. Grant,,87-74,,
8:59.0,D. Nwaba makes 2-pt shot from 1 ft (assist by J. Grant),2,89-74,,
8:59.0,,,89-74,,Indiana full timeout
8:44.0,,,89-76,2,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson)
8:18.0,J. Grant misses 2-pt shot from 19 ft,,89-76,,
8:16.0,Offensive rebound by B. Portis,,89-76,,
8:16.0,,,89-76,,Personal foul by L. Stephenson (drawn by B. Portis)
8:16.0,,,89-76,,V. Oladipo enters the game for L. Stephenson
8:08.0,Shooting foul by T. Young (drawn by P. Zipser),,89-76,,
8:08.0,P. Zipser misses free throw 1 of 2,,89-76,,
8:08.0,Offensive rebound by Team,,89-76,,
8:08.0,P. Zipser misses free throw 2 of 2,,89-76,,
8:06.0,,,89-76,,Defensive rebound by B. Bogdanovic
7:53.0,,,89-79,3,V. Oladipo makes 3-pt shot from 25 ft (assist by C. Joseph)
7:32.0,Turnover by J. Grant (bad pass; steal by C. Joseph),,89-79,,
7:23.0,,,89-79,,V. Oladipo misses 3-pt shot from 23 ft (block by D. Nwaba)
7:18.0,Defensive rebound by J. Grant,,89-79,,
7:14.0,P. Zipser makes 3-pt shot from 23 ft (assist by J. Grant),3,92-79,,
6:57.0,,,92-81,2,V. Oladipo makes 2-pt shot at rim
6:33.0,D. Valentine misses 3-pt shot from 28 ft,,92-81,,
6:30.0,,,92-81,,Defensive rebound by C. Joseph
6:22.0,,,92-81,,Turnover by B. Bogdanovic (lost ball; steal by D. Nwaba)
6:22.0,,,92-81,,Personal foul by B. Bogdanovic (drawn by D. Nwaba)
6:22.0,L. Markkanen enters the game for J. Grant,,92-81,,
6:22.0,K. Dunn enters the game for D. Nwaba,,92-81,,
6:22.0,J. Holiday enters the game for P. Zipser,,92-81,,
6:07.0,B. Portis misses 2-pt shot from 12 ft,,92-81,,
6:07.0,,,92-81,,Defensive rebound by C. Joseph
5:59.0,,,92-81,,B. Bogdanovic misses 3-pt shot from 24 ft
5:57.0,,,92-81,,Offensive rebound by Team
5:57.0,R. Lopez enters the game for B. Portis,,92-81,,
5:47.0,,,92-81,,D. Sabonis misses 2-pt shot from 1 ft (block by K. Dunn)
5:47.0,,,92-81,,Offensive rebound by Team
5:40.0,,,92-81,,V. Oladipo misses 3-pt shot from 25 ft
5:36.0,,,92-81,,Offensive rebound by D. Sabonis
5:31.0,,,92-81,,V. Oladipo misses 2-pt shot from 1 ft
5:29.0,,,92-81,,Offensive rebound by T. Young
5:29.0,,,92-83,2,T. Young makes 2-pt shot at rim
5:29.0,Chicago full timeout,,92-83,,
5:29.0,D. Nwaba enters the game for D. Valentine,,92-83,,
5:20.0,Turnover by K. Dunn (lost ball; steal by C. Joseph),,92-83,,
5:16.0,,,92-83,,V. Oladipo misses 2-pt shot from 1 ft (block by J. Holiday)
5:16.0,,,92-83,,Offensive rebound by Team
5:11.0,,,92-85,2,B. Bogdanovic makes 2-pt shot from 10 ft (assist by C. Joseph)
4:56.0,J. Holiday misses 3-pt shot from 22 ft,,92-85,,
4:52.0,Offensive rebound by R. Lopez,,92-85,,
4:52.0,Shooting foul by D. Sabonis (drawn by R. Lopez),,92-85,,
4:52.0,R. Lopez makes free throw 1 of 2,1,93-85,,
4:52.0,,,93-85,,M. Turner enters the game for D. Sabonis
4:52.0,R. Lopez makes free throw 2 of 2,1,94-85,,
4:35.0,,,94-88,3,B. Bogdanovic makes 3-pt shot from 27 ft (assist by T. Young)
4:11.0,L. Markkanen misses 2-pt shot from 11 ft,,94-88,,
4:08.0,,,94-88,,Defensive rebound by C. Joseph
3:54.0,,,94-88,,B. Bogdanovic misses 3-pt shot from 22 ft
3:54.0,,,94-88,,Offensive rebound by M. Turner
3:38.0,,,94-88,,Shooting foul by K. Dunn (drawn by V. Oladipo)
3:38.0,,,94-89,1,V. Oladipo makes free throw 1 of 2
3:38.0,D. Valentine enters the game for D. Nwaba,,94-89,,
3:38.0,,,94-90,1,V. Oladipo makes free throw 2 of 2
3:24.0,D. Valentine misses 2-pt shot from 14 ft,,94-90,,
3:21.0,,,94-90,,Defensive rebound by M. Turner
3:07.0,,,94-90,,C. Joseph misses 3-pt shot from 25 ft
3:03.0,Defensive rebound by D. Valentine,,94-90,,
2:46.0,Turnover by J. Holiday (bad pass; steal by V. Oladipo),,94-90,,
2:43.0,,,94-92,2,B. Bogdanovic makes 2-pt shot at rim (assist by M. Turner)
2:43.0,Chicago full timeout,,94-92,,
2:29.0,K. Dunn makes 2-pt shot at rim,2,96-92,,
2:09.0,,,96-92,,T. Young misses 2-pt shot from 2 ft (block by R. Lopez)
2:06.0,,,96-92,,Offensive rebound by T. Young
2:06.0,Personal foul by D. Valentine (drawn by M. Turner),,96-92,,
1:57.0,,,96-92,,Offensive foul by M. Turner (drawn by J. Holiday)
1:57.0,,,96-92,,Turnover by M. Turner (offensive foul)
1:48.0,K. Dunn misses 2-pt shot from 7 ft,,96-92,,
1:45.0,Offensive rebound by K. Dunn,,96-92,,
1:32.0,Turnover by K. Dunn (lost ball; steal by C. Joseph),,96-92,,
1:30.0,Personal foul by L. Markkanen (drawn by V. Oladipo),,96-92,,
1:19.0,,,96-94,2,C. Joseph makes 2-pt shot from 16 ft
1:06.0,L. Markkanen misses 2-pt shot from 6 ft (block by T. Young),,96-94,,
1:06.0,,,96-94,,Defensive rebound by Team
1:06.0,B. Portis enters the game for R. Lopez,,96-94,,
0:58.0,,,96-94,,V. Oladipo misses 2-pt shot at rim
0:54.0,Defensive rebound by D. Valentine,,96-94,,
0:34.0,Turnover by D. Valentine (lost ball; steal by V. Oladipo),,96-94,,
0:31.0,,,96-97,3,V. Oladipo makes 3-pt shot from 26 ft
0:30.0,Chicago full timeout,,96-97,,
0:30.0,R. Lopez enters the game for B. Portis,,96-97,,
0:19.0,K. Dunn misses 2-pt shot from 20 ft,,96-97,,
0:16.0,,,96-97,,Defensive rebound by V. Oladipo
0:12.0,Personal foul by L. Markkanen (drawn by V. Oladipo),,96-97,,
0:12.0,,,96-97,,V. Oladipo misses free throw 1 of 2
