time,Toronto,pts.away,score,pts.home,New York
7:56.0,,,42-35,,E. Kanter enters the game for K. O'Quinn
7:42.0,,,42-35,,E. Kanter misses 2-pt shot from 2 ft (block by J. Poeltl)
7:41.0,,,42-35,,Offensive rebound by Team
7:41.0,,,42-35,,New York full timeout
7:37.0,,,42-35,,Offensive foul by T. Hardaway (drawn by N. Powell)
7:37.0,,,42-35,,Turnover by T. Hardaway (offensive foul)
7:16.0,P. Siakam misses 3-pt shot from 23 ft,,42-35,,
7:12.0,,,42-35,,Defensive rebound by D. McDermott
7:02.0,,,42-35,,T. Hardaway misses 2-pt shot from 6 ft
7:01.0,Defensive rebound by J. Poeltl,,42-35,,
6:55.0,F. VanVleet misses 2-pt shot from 2 ft,,42-35,,
6:54.0,,,42-35,,Defensive rebound by L. Thomas
6:39.0,,,42-35,,Turnover by L. Thomas (turnover)
6:39.0,,,42-35,,Loose ball foul by L. Thomas (drawn by F. VanVleet)
6:39.0,K. Lowry enters the game for F. VanVleet,,42-35,,
6:39.0,D. DeRozan enters the game for N. Powell,,42-35,,
6:27.0,C. Miles misses 3-pt shot from 25 ft,,42-35,,
6:25.0,,,42-35,,Defensive rebound by E. Kanter
6:13.0,Personal foul by J. Poeltl (drawn by E. Kanter),,42-35,,
6:13.0,,,42-35,,K. Porzingis enters the game for L. Thomas
6:02.0,,,42-35,,F. Ntilikina misses 3-pt shot from 24 ft
6:01.0,Defensive rebound by P. Siakam,,42-35,,
5:49.0,K. Lowry makes 3-pt shot from 22 ft (assist by D. DeRozan),3,45-35,,
5:36.0,,,45-38,3,T. Hardaway makes 3-pt shot from 25 ft
5:13.0,P. Siakam misses 2-pt shot from 4 ft,,45-38,,
5:12.0,,,45-38,,Defensive rebound by E. Kanter
4:59.0,,,45-41,3,F. Ntilikina makes 3-pt shot from 25 ft (assist by E. Kanter)
4:50.0,Toronto full timeout,,45-41,,
4:50.0,,,45-41,,J. Jack enters the game for F. Ntilikina
4:50.0,S. Ibaka enters the game for C. Miles,,45-41,,
4:50.0,O. Anunoby enters the game for J. Poeltl,,45-41,,
4:50.0,J. Valanciunas enters the game for P. Siakam,,45-41,,
4:44.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,47-41,,
4:30.0,,,47-43,2,K. Porzingis makes 2-pt shot from 11 ft (assist by T. Hardaway)
4:12.0,Shooting foul by K. Porzingis (drawn by D. DeRozan),,47-43,,
4:12.0,D. DeRozan misses free throw 1 of 2,,47-43,,
4:12.0,Offensive rebound by Team,,47-43,,
4:12.0,D. DeRozan makes free throw 2 of 2,1,48-43,,
3:56.0,,,48-45,2,K. Porzingis makes 2-pt shot from 20 ft (assist by E. Kanter)
3:44.0,S. Ibaka misses 2-pt shot from 12 ft,,48-45,,
3:43.0,,,48-45,,Defensive rebound by J. Jack
3:38.0,,,48-45,,Turnover by J. Jack (bad pass)
3:28.0,D. DeRozan makes 2-pt shot from 1 ft,2,50-45,,
3:07.0,,,50-45,,Turnover by E. Kanter (lost ball; steal by K. Lowry)
2:58.0,K. Lowry makes 3-pt shot from 25 ft,3,53-45,,
2:42.0,,,53-45,,D. McDermott misses 2-pt shot at rim (block by J. Valanciunas)
2:41.0,,,53-45,,Offensive rebound by D. McDermott
2:35.0,,,53-48,3,T. Hardaway makes 3-pt shot from 25 ft (assist by D. McDermott)
2:29.0,K. Lowry makes 2-pt shot from 1 ft,2,55-48,,
2:29.0,,,55-48,,Violation by E. Kanter (def goaltending)
2:13.0,,,55-48,,E. Kanter misses 2-pt shot from 6 ft
2:09.0,Defensive rebound by J. Valanciunas,,55-48,,
2:02.0,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan),2,57-48,,
1:56.0,,,57-48,,New York full timeout
1:56.0,,,57-48,,C. Lee enters the game for T. Hardaway
1:43.0,,,57-48,,K. Porzingis misses 2-pt shot from 8 ft
1:43.0,,,57-48,,Offensive rebound by Team
1:43.0,Personal foul by S. Ibaka (drawn by K. Porzingis),,57-48,,
1:43.0,,,57-48,,C. Lee misses free throw 1 of 1
1:43.0,,,57-48,,Offensive rebound by Team
1:41.0,,,57-48,,Turnover by J. Jack (lost ball; steal by K. Lowry)
1:41.0,,,57-48,,Violation by J. Jack (kicked ball)
1:22.0,O. Anunoby misses 3-pt shot from 23 ft,,57-48,,
1:19.0,,,57-48,,Defensive rebound by Team
1:03.0,,,57-48,,K. Porzingis misses 2-pt shot from 15 ft (block by S. Ibaka)
1:02.0,Defensive rebound by J. Valanciunas,,57-48,,
0:53.0,S. Ibaka misses 2-pt shot from 1 ft,,57-48,,
0:52.0,,,57-48,,Defensive rebound by J. Jack
0:45.0,,,57-48,,J. Jack misses 2-pt shot from 3 ft (block by K. Lowry)
0:44.0,Defensive rebound by K. Lowry,,57-48,,
0:31.0,Shooting foul by K. Porzingis (drawn by D. DeRozan),,57-48,,
0:31.0,D. DeRozan misses free throw 1 of 2,,57-48,,
0:31.0,Offensive rebound by Team,,57-48,,
0:31.0,,,57-48,,L. Thomas enters the game for K. Porzingis
0:31.0,P. Siakam enters the game for S. Ibaka,,57-48,,
0:31.0,D. DeRozan misses free throw 2 of 2,,57-48,,
0:31.0,Offensive rebound by Team,,57-48,,
0:25.0,Jump ball: E. Kanter vs. J. Valanciunas (K. Lowry gains possession),,,,Jump ball: E. Kanter vs. J. Valanciunas (K. Lowry gains possession)
0:06.0,D. DeRozan misses 2-pt shot from 19 ft,,57-48,,
0:05.0,Offensive rebound by Team,,57-48,,
0:01.0,D. DeRozan makes 2-pt shot at rim (assist by K. Lowry),2,59-48,,
0:00.0,,,59-48,,J. Jack misses 3-pt shot from 49 ft
0:00.0,,,59-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,59-50,2,C. Lee makes 2-pt shot from 15 ft (assist by J. Jack)
11:25.0,Shooting foul by C. Lee (drawn by S. Ibaka),,59-50,,
11:25.0,S. Ibaka makes free throw 1 of 2,1,60-50,,
11:25.0,S. Ibaka misses free throw 2 of 2,,60-50,,
11:25.0,,,60-50,,Defensive rebound by K. Porzingis
11:13.0,,,60-52,2,C. Lee makes 2-pt shot from 14 ft
10:47.0,Shooting foul by E. Kanter (drawn by K. Lowry),,60-52,,
10:47.0,K. Lowry makes free throw 1 of 2,1,61-52,,
10:47.0,K. Lowry makes free throw 2 of 2,1,62-52,,
10:28.0,,,62-54,2,E. Kanter makes 2-pt shot at rim (assist by C. Lee)
10:18.0,Offensive foul by J. Valanciunas (drawn by J. Jack),,62-54,,
10:18.0,Turnover by J. Valanciunas (offensive foul),,62-54,,
10:07.0,Personal foul by D. DeRozan (drawn by C. Lee),,62-54,,
10:00.0,,,62-57,3,C. Lee makes 3-pt shot from 25 ft (assist by K. Porzingis)
9:44.0,J. Valanciunas misses 2-pt shot from 3 ft (block by T. Hardaway),,62-57,,
9:43.0,Offensive rebound by J. Valanciunas,,62-57,,
9:43.0,J. Valanciunas misses 2-pt shot from 3 ft (block by E. Kanter),,62-57,,
9:42.0,,,62-57,,Defensive rebound by T. Hardaway
9:36.0,,,62-59,2,E. Kanter makes 2-pt shot from 1 ft (assist by T. Hardaway)
9:36.0,,,62-59,,Shooting foul by D. DeRozan (drawn by E. Kanter)
9:36.0,Toronto full timeout,,62-59,,
9:36.0,,,62-60,1,E. Kanter makes free throw 1 of 1
9:21.0,J. Valanciunas misses 2-pt shot from 6 ft,,62-60,,
9:20.0,,,62-60,,Defensive rebound by T. Hardaway
9:17.0,Personal foul by K. Lowry (drawn by T. Hardaway),,62-60,,
9:06.0,,,62-60,,K. Porzingis misses 2-pt shot from 20 ft
9:04.0,,,62-60,,Offensive rebound by C. Lee
9:02.0,,,62-62,2,C. Lee makes 2-pt shot from 16 ft
8:47.0,K. Lowry misses 2-pt shot from 19 ft,,62-62,,
8:42.0,,,62-62,,Defensive rebound by K. Porzingis
8:32.0,,,62-64,2,T. Hardaway makes 2-pt shot from 1 ft
8:15.0,S. Ibaka misses 3-pt shot from 25 ft,,62-64,,
8:14.0,,,62-64,,Defensive rebound by C. Lee
8:11.0,Personal foul by S. Ibaka (drawn by K. Porzingis),,62-64,,
8:11.0,P. Siakam enters the game for O. Anunoby,,62-64,,
8:11.0,J. Poeltl enters the game for J. Valanciunas,,62-64,,
8:11.0,N. Powell enters the game for S. Ibaka,,62-64,,
7:53.0,,,62-64,,K. Porzingis misses 2-pt shot from 5 ft
7:52.0,Defensive rebound by P. Siakam,,62-64,,
7:33.0,N. Powell misses 2-pt shot from 4 ft,,62-64,,
7:32.0,,,62-64,,Defensive rebound by T. Hardaway
7:23.0,,,62-66,2,T. Hardaway makes 2-pt shot at rim
7:05.0,D. DeRozan misses 2-pt shot from 18 ft,,62-66,,
7:04.0,,,62-66,,Defensive rebound by K. Porzingis
6:54.0,,,62-68,2,C. Lee makes 2-pt shot from 1 ft (assist by T. Hardaway)
6:34.0,Turnover by K. Lowry (bad pass; steal by J. Jack),,62-68,,
6:30.0,,,62-70,2,T. Hardaway makes 2-pt shot from 1 ft (assist by J. Jack)
6:22.0,Toronto full timeout,,62-70,,
6:12.0,Offensive foul by K. Lowry (drawn by J. Jack),,62-70,,
6:12.0,Turnover by K. Lowry (offensive foul),,62-70,,
6:01.0,,,62-72,2,E. Kanter makes 2-pt shot at rim (assist by T. Hardaway)
5:38.0,Turnover by P. Siakam (lost ball; steal by C. Lee),,62-72,,
5:34.0,,,62-72,,Offensive charge foul by K. Porzingis (drawn by K. Lowry)
5:34.0,,,62-72,,Turnover by K. Porzingis (offensive foul)
5:23.0,K. Lowry misses 3-pt shot from 25 ft,,62-72,,
5:22.0,,,62-72,,Defensive rebound by K. Porzingis
5:10.0,,,62-72,,Shooting foul by J. Poeltl (drawn by K. Porzingis)
5:10.0,,,62-73,1,K. Porzingis makes free throw 1 of 2
5:10.0,,,62-74,1,K. Porzingis makes free throw 2 of 2
4:55.0,,,62-74,,L. Thomas enters the game for K. Porzingis
4:49.0,K. Lowry misses 3-pt shot from 26 ft,,62-74,,
4:48.0,,,62-74,,Defensive rebound by C. Lee
4:40.0,,,62-74,,T. Hardaway misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by N. Powell,,62-74,,
4:33.0,,,62-74,,Personal foul by L. Thomas (drawn by K. Lowry)
4:22.0,D. DeRozan misses 2-pt shot from 15 ft,,62-74,,
4:21.0,,,62-74,,Defensive rebound by L. Thomas
4:01.0,C. Miles enters the game for D. DeRozan,,62-74,,
3:59.0,,,62-74,,C. Lee misses 2-pt shot from 15 ft
3:58.0,,,62-74,,Offensive rebound by T. Hardaway
3:55.0,,,62-74,,T. Hardaway misses 2-pt shot at rim
3:54.0,,,62-74,,Offensive rebound by C. Lee
3:49.0,,,62-74,,Turnover by C. Lee (step out of bounds)
3:45.0,J. Poeltl misses 2-pt shot from 3 ft,,62-74,,
3:43.0,Offensive rebound by K. Lowry,,62-74,,
3:42.0,Turnover by K. Lowry (bad pass; steal by T. Hardaway),,62-74,,
3:42.0,Personal foul by N. Powell (drawn by T. Hardaway),,62-74,,
3:42.0,,,62-75,1,T. Hardaway makes free throw 1 of 2
3:42.0,,,62-75,,D. McDermott enters the game for C. Lee
3:42.0,,,62-76,1,T. Hardaway makes free throw 2 of 2
3:32.0,C. Miles misses 3-pt shot from 25 ft,,62-76,,
3:31.0,Offensive rebound by Team,,62-76,,
3:31.0,,,62-76,,Loose ball foul by J. Jack (drawn by K. Lowry)
3:15.0,Turnover by N. Powell (bad pass),,62-76,,
3:03.0,Personal foul by P. Siakam (drawn by T. Hardaway),,62-76,,
3:03.0,,,62-77,1,T. Hardaway makes free throw 1 of 2
3:03.0,L. Nogueira enters the game for J. Poeltl,,62-77,,
3:03.0,,,62-78,1,T. Hardaway makes free throw 2 of 2
2:46.0,K. Lowry misses 2-pt shot from 1 ft (block by E. Kanter),,62-78,,
2:45.0,,,62-78,,Defensive rebound by J. Jack
2:39.0,,,62-78,,T. Hardaway misses 3-pt shot from 25 ft
2:39.0,,,62-78,,Offensive rebound by E. Kanter
2:34.0,,,62-80,2,T. Hardaway makes 2-pt shot at rim (assist by E. Kanter)
2:23.0,C. Miles makes 3-pt shot from 23 ft (assist by K. Lowry),3,65-80,,
2:07.0,,,65-80,,Turnover by T. Hardaway (lost ball; steal by N. Powell)
2:03.0,,,65-80,,Personal foul by T. Hardaway (drawn by K. Lowry)
2:03.0,K. Lowry makes free throw 1 of 2,1,66-80,,
2:03.0,,,66-80,,K. O'Quinn enters the game for E. Kanter
2:03.0,,,66-80,,F. Ntilikina enters the game for J. Jack
2:03.0,F. VanVleet enters the game for N. Powell,,66-80,,
2:03.0,K. Lowry makes free throw 2 of 2,1,67-80,,
1:52.0,,,67-82,2,K. O'Quinn makes 2-pt shot from 11 ft (assist by T. Hardaway)
1:45.0,,,67-82,,Personal foul by F. Ntilikina (drawn by K. Lowry)
1:45.0,K. Lowry makes free throw 1 of 2,1,68-82,,
1:45.0,,,68-82,,C. Lee enters the game for T. Hardaway
1:45.0,K. Lowry makes free throw 2 of 2,1,69-82,,
1:22.0,,,69-84,2,F. Ntilikina makes 2-pt shot from 22 ft (assist by C. Lee)
1:04.0,Turnover by K. Lowry (bad pass; steal by C. Lee),,69-84,,
0:56.0,,,69-84,,D. McDermott misses 3-pt shot from 26 ft
0:55.0,,,69-84,,Offensive rebound by K. O'Quinn
0:34.0,,,69-87,3,L. Thomas makes 3-pt shot from 25 ft (assist by K. O'Quinn)
0:23.0,C. Miles misses 3-pt shot from 25 ft,,69-87,,
0:22.0,Offensive rebound by C. Miles,,69-87,,
0:17.0,Turnover by C. Miles (traveling),,69-87,,
0:17.0,S. Ibaka enters the game for K. Lowry,,69-87,,
0:17.0,N. Powell enters the game for L. Nogueira,,69-87,,
0:05.0,,,69-87,,C. Lee misses 2-pt shot from 12 ft
0:04.0,,,69-87,,Offensive rebound by D. McDermott
0:02.0,,,69-89,2,D. McDermott makes 2-pt shot from 1 ft
0:00.0,F. VanVleet misses 3-pt shot from 42 ft,,69-89,,
0:00.0,Offensive rebound by Team,,69-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,P. Siakam makes 2-pt shot from 6 ft,2,71-89,,
11:39.0,,,71-89,,Violation by K. O'Quinn (def goaltending)
11:17.0,,,71-89,,C. Lee misses 2-pt shot from 20 ft (block by C. Miles)
11:14.0,,,71-89,,Offensive rebound by L. Thomas
11:14.0,,,71-89,,Turnover by Team (shot clock)
11:07.0,Shooting foul by C. Lee (drawn by N. Powell),,71-89,,
11:07.0,N. Powell makes free throw 1 of 2,1,72-89,,
11:07.0,N. Powell makes free throw 2 of 2,1,73-89,,
10:50.0,,,73-91,2,D. McDermott makes 2-pt shot at rim (assist by K. O'Quinn)
10:50.0,Violation by P. Siakam (def goaltending),,73-91,,
10:42.0,C. Miles makes 3-pt shot from 23 ft (assist by F. VanVleet),3,76-91,,
10:18.0,,,76-91,,Turnover by F. Ntilikina (traveling)
10:18.0,,,76-91,,K. Porzingis enters the game for L. Thomas
10:08.0,N. Powell misses 2-pt shot from 7 ft,,76-91,,
10:07.0,Offensive rebound by P. Siakam,,76-91,,
10:05.0,P. Siakam misses 2-pt shot from 2 ft (block by K. O'Quinn),,76-91,,
10:04.0,Offensive rebound by N. Powell,,76-91,,
10:02.0,,,76-91,,Personal foul by F. Ntilikina (drawn by F. VanVleet)
9:49.0,C. Miles misses 3-pt shot from 25 ft,,76-91,,
9:48.0,,,76-91,,Defensive rebound by F. Ntilikina
9:38.0,,,76-94,3,K. Porzingis makes 3-pt shot from 25 ft (assist by F. Ntilikina)
9:14.0,S. Ibaka makes 2-pt shot from 16 ft (assist by C. Miles),2,78-94,,
9:00.0,,,78-94,,Turnover by K. O'Quinn (bad pass; steal by F. VanVleet)
8:56.0,F. VanVleet makes 2-pt shot at rim,2,80-94,,
8:55.0,,,80-94,,New York full timeout
8:55.0,,,80-94,,T. Hardaway enters the game for C. Lee
8:39.0,,,80-94,,T. Hardaway misses 2-pt shot from 19 ft
8:38.0,Defensive rebound by N. Powell,,80-94,,
8:28.0,S. Ibaka makes 2-pt shot from 16 ft (assist by N. Powell),2,82-94,,
8:09.0,Personal foul by N. Powell (drawn by K. Porzingis),,82-94,,
8:09.0,,,82-94,,E. Kanter enters the game for K. O'Quinn
8:09.0,,,82-94,,J. Jack enters the game for F. Ntilikina
8:04.0,,,82-94,,K. Porzingis misses 3-pt shot from 26 ft
8:03.0,Defensive rebound by F. VanVleet,,82-94,,
7:50.0,P. Siakam makes 2-pt shot from 3 ft (assist by N. Powell),2,84-94,,
7:26.0,,,84-94,,K. Porzingis misses 2-pt shot from 6 ft
7:25.0,,,84-94,,Offensive rebound by D. McDermott
7:23.0,,,84-94,,T. Hardaway misses 2-pt shot from 14 ft
7:23.0,,,84-94,,Offensive rebound by T. Hardaway
7:18.0,,,84-94,,T. Hardaway misses 2-pt shot at rim
7:17.0,Defensive rebound by P. Siakam,,84-94,,
7:14.0,C. Miles misses 2-pt shot from 20 ft,,84-94,,
7:13.0,,,84-94,,Defensive rebound by K. Porzingis
6:51.0,,,84-94,,J. Jack misses 2-pt shot from 22 ft
6:50.0,Defensive rebound by C. Miles,,84-94,,
6:39.0,S. Ibaka makes 2-pt shot from 19 ft (assist by F. VanVleet),2,86-94,,
6:26.0,,,86-94,,T. Hardaway misses 2-pt shot from 4 ft (block by S. Ibaka)
6:25.0,Defensive rebound by P. Siakam,,86-94,,
6:21.0,P. Siakam makes 2-pt shot at rim,2,88-94,,
6:20.0,,,88-94,,New York full timeout
6:20.0,,,88-94,,C. Lee enters the game for D. McDermott
