time,Memphis,pts.away,score,pts.home,Phoenix
6:36.0,K. Simmons enters the game for B. Wright,,10-12,,
6:36.0,J. Martin enters the game for T. Evans,,10-12,,
6:36.0,A. Harrison misses free throw 1 of 2,,10-12,,
6:36.0,Offensive rebound by Team,,10-12,,
6:36.0,A. Harrison misses free throw 2 of 2,,10-12,,
6:34.0,,,10-12,,Defensive rebound by M. Chriss
6:14.0,,,10-14,2,T. Chandler makes 2-pt shot at rim (assist by D. Booker)
5:56.0,A. Harrison misses 2-pt shot from 20 ft,,10-14,,
5:53.0,,,10-14,,Defensive rebound by M. Chriss
5:48.0,J. Ennis enters the game for D. Brooks,,10-14,,
5:45.0,,,10-17,3,D. Booker makes 3-pt shot from 23 ft (assist by T. Ulis)
5:29.0,M. Gasol misses 2-pt shot from 10 ft,,10-17,,
5:26.0,Offensive rebound by J. Ennis,,10-17,,
5:22.0,A. Harrison misses 3-pt shot from 23 ft,,10-17,,
5:18.0,Offensive rebound by J. Martin,,10-17,,
5:17.0,M. Gasol misses 3-pt shot from 25 ft,,10-17,,
5:13.0,,,10-17,,Defensive rebound by T. Chandler
5:09.0,,,10-19,2,M. Chriss makes 2-pt shot at rim (assist by T. Ulis)
5:05.0,Memphis full timeout,,10-19,,
5:05.0,,,10-19,,A. Len enters the game for D. Booker
5:05.0,,,10-19,,T. Daniels enters the game for T. Chandler
5:05.0,T. Evans enters the game for A. Harrison,,10-19,,
4:46.0,K. Simmons misses 3-pt shot from 25 ft,,10-19,,
4:43.0,,,10-19,,Defensive rebound by T. Ulis
4:25.0,Personal foul by T. Evans (drawn by A. Len),,10-19,,
4:14.0,,,10-19,,T. Warren misses 2-pt shot at rim
4:12.0,Defensive rebound by J. Martin,,10-19,,
4:01.0,M. Gasol misses 2-pt shot from 5 ft,,10-19,,
3:59.0,,,10-19,,Defensive rebound by M. Chriss
3:50.0,,,10-19,,T. Ulis misses 2-pt shot from 4 ft (block by M. Gasol)
3:47.0,,,10-19,,Offensive rebound by T. Ulis
3:43.0,,,10-19,,T. Ulis misses 2-pt shot at rim (block by M. Gasol)
3:40.0,Defensive rebound by J. Ennis,,10-19,,
3:37.0,Turnover by J. Ennis (turnover),,10-19,,
3:24.0,,,10-21,2,T. Warren makes 2-pt shot from 14 ft (assist by A. Len)
3:05.0,T. Evans misses 2-pt shot from 3 ft (block by T. Daniels),,10-21,,
3:05.0,,,10-21,,Defensive rebound by Team
3:05.0,,,10-21,,I. Canaan enters the game for T. Ulis
3:03.0,,,10-21,,Turnover by M. Chriss (bad pass; steal by K. Simmons)
2:56.0,K. Simmons makes 2-pt shot at rim,2,12-21,,
2:36.0,,,12-23,2,T. Warren makes 2-pt shot from 20 ft (assist by I. Canaan)
2:19.0,T. Evans misses 2-pt shot from 19 ft,,12-23,,
2:16.0,,,12-23,,Defensive rebound by M. Chriss
2:14.0,,,12-23,,Turnover by M. Chriss (bad pass; steal by K. Simmons)
2:09.0,T. Evans misses 3-pt shot from 25 ft,,12-23,,
2:07.0,Offensive rebound by Team,,12-23,,
2:07.0,,,12-23,,Loose ball foul by M. Chriss (drawn by K. Simmons)
2:07.0,D. Davis enters the game for J. Ennis,,12-23,,
2:07.0,D. Brooks enters the game for M. Gasol,,12-23,,
2:07.0,,,12-23,,D. Bender enters the game for M. Chriss
2:01.0,T. Evans makes 2-pt shot from 1 ft,2,14-23,,
2:01.0,Shooting foul by D. Bender (drawn by T. Evans),,14-23,,
2:01.0,T. Evans makes free throw 1 of 1,1,15-23,,
1:48.0,,,15-25,2,T. Warren makes 2-pt shot at rim (assist by A. Len)
1:40.0,T. Evans makes 2-pt shot at rim,2,17-25,,
1:19.0,,,17-25,,D. Bender misses 3-pt shot from 24 ft
1:15.0,Defensive rebound by D. Davis,,17-25,,
1:03.0,K. Simmons misses 2-pt shot from 6 ft,,17-25,,
1:03.0,D. Davis misses 2-pt shot at rim,,17-25,,
1:03.0,,,17-25,,Defensive rebound by Team
1:03.0,Defensive rebound by D. Davis,,17-25,,
1:03.0,,,17-25,,J. Jackson enters the game for T. Warren
0:45.0,,,17-27,2,A. Len makes 2-pt shot at rim (assist by T. Daniels)
0:24.0,J. Martin makes 2-pt shot at rim (assist by T. Evans),2,19-27,,
0:04.0,,,19-27,,D. Bender misses 3-pt shot from 23 ft
0:01.0,,,19-27,,Offensive rebound by A. Len
0:01.0,,,19-29,2,A. Len makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,Shooting foul by J. Jackson (drawn by T. Evans),,19-29,,
11:46.0,T. Evans makes free throw 2 of 3,1,20-29,,
11:46.0,T. Evans misses free throw 3 of 3,,20-29,,
11:46.0,,,20-29,,Defensive rebound by A. Len
11:46.0,T. Evans makes free throw 1 of 3,1,21-29,,
11:32.0,,,21-29,,T. Daniels misses 3-pt shot from 23 ft
11:28.0,Defensive rebound by B. Wright,,21-29,,
11:24.0,Turnover by T. Evans (discontinued dribble),,21-29,,
11:13.0,Personal foul by D. Davis (drawn by A. Len),,21-29,,
11:01.0,,,21-29,,J. Jackson misses 3-pt shot from 25 ft
10:58.0,Defensive rebound by B. Wright,,21-29,,
10:55.0,B. Wright makes 2-pt shot from 11 ft (assist by D. Brooks),2,23-29,,
10:42.0,Personal foul by D. Davis (drawn by A. Len),,23-29,,
10:42.0,J. Martin enters the game for D. Davis,,23-29,,
10:31.0,,,23-29,,Turnover by A. Len (bad pass; steal by B. Wright)
10:31.0,,,23-29,,Personal foul by J. Jackson (drawn by B. Wright)
10:31.0,,,23-29,,D. Booker enters the game for J. Jackson
10:21.0,T. Evans makes 3-pt shot from 24 ft,3,26-29,,
10:00.0,,,26-29,,D. Booker misses 2-pt shot from 16 ft
9:58.0,,,26-29,,Offensive rebound by Team
9:57.0,Personal foul by J. Martin (drawn by A. Len),,26-29,,
9:43.0,,,26-32,3,D. Bender makes 3-pt shot from 22 ft (assist by A. Len)
9:22.0,A. Harrison misses 2-pt shot from 1 ft (block by A. Len),,26-32,,
9:16.0,,,26-32,,Defensive rebound by D. Booker
9:13.0,,,26-32,,Turnover by T. Daniels (bad pass; steal by A. Harrison)
9:13.0,,,26-32,,Personal foul by T. Daniels (drawn by A. Harrison)
9:13.0,M. Gasol enters the game for T. Evans,,26-32,,
9:13.0,K. Simmons enters the game for B. Wright,,26-32,,
8:55.0,M. Gasol makes 2-pt shot from 8 ft,2,28-32,,
8:37.0,,,28-35,3,T. Daniels makes 3-pt shot from 24 ft (assist by I. Canaan)
8:22.0,,,28-35,,Personal foul by I. Canaan (drawn by A. Harrison)
8:09.0,A. Harrison misses 3-pt shot from 25 ft,,28-35,,
8:06.0,,,28-35,,Defensive rebound by A. Len
7:58.0,,,28-35,,Shooting foul by A. Harrison (drawn by D. Booker)
7:58.0,,,28-36,1,D. Booker makes free throw 1 of 2
7:58.0,J. Ennis enters the game for D. Brooks,,28-36,,
7:58.0,,,28-37,1,D. Booker makes free throw 2 of 2
7:41.0,J. Martin misses 2-pt shot from 1 ft,,28-37,,
7:39.0,,,28-37,,Defensive rebound by D. Bender
7:32.0,,,28-37,,Turnover by I. Canaan (bad pass; steal by M. Gasol)
7:25.0,A. Harrison makes 2-pt shot at rim,2,30-37,,
7:08.0,,,30-37,,Turnover by D. Booker (turnover)
6:56.0,,,30-37,,Phoenix full timeout
6:56.0,,,30-37,,T. Warren enters the game for T. Daniels
6:56.0,,,30-37,,M. Chriss enters the game for D. Bender
6:55.0,,,30-37,,Personal foul by A. Len (drawn by M. Gasol)
6:55.0,M. Gasol makes free throw 1 of 2,1,31-37,,
6:55.0,M. Gasol makes free throw 2 of 2,1,32-37,,
6:35.0,,,32-37,,D. Booker misses 3-pt shot from 25 ft
6:32.0,Defensive rebound by A. Harrison,,32-37,,
6:13.0,M. Gasol misses 2-pt shot from 3 ft,,32-37,,
6:09.0,,,32-37,,Defensive rebound by M. Chriss
6:07.0,,,32-37,,Turnover by D. Booker (lost ball; steal by A. Harrison)
5:54.0,A. Harrison misses 2-pt shot from 15 ft,,32-37,,
5:50.0,,,32-37,,Defensive rebound by A. Len
5:30.0,,,32-37,,Shooting foul by K. Simmons (drawn by D. Booker)
5:30.0,,,32-38,1,D. Booker makes free throw 1 of 2
5:30.0,,,32-38,,T. Chandler enters the game for I. Canaan
5:30.0,,,32-38,,T. Ulis enters the game for A. Len
5:30.0,,,32-39,1,D. Booker makes free throw 2 of 2
5:22.0,A. Harrison misses 2-pt shot from 1 ft,,32-39,,
5:17.0,Offensive rebound by J. Ennis,,32-39,,
5:17.0,J. Ennis makes 2-pt shot at rim,2,34-39,,
5:06.0,,,34-41,2,D. Booker makes 2-pt shot at rim
4:59.0,,,34-41,,Personal foul by D. Booker (drawn by A. Harrison)
4:59.0,A. Harrison misses free throw 1 of 2,,34-41,,
4:59.0,Offensive rebound by Team,,34-41,,
4:59.0,A. Harrison makes free throw 2 of 2,1,35-41,,
4:47.0,,,35-43,2,M. Chriss makes 2-pt shot at rim (assist by D. Booker)
4:30.0,A. Harrison misses 2-pt shot at rim,,35-43,,
4:26.0,Offensive rebound by J. Martin,,35-43,,
4:26.0,J. Martin makes 2-pt shot at rim,2,37-43,,
4:16.0,,,37-43,,D. Booker misses 3-pt shot from 25 ft
4:14.0,Defensive rebound by K. Simmons,,37-43,,
4:08.0,J. Ennis misses 3-pt shot from 22 ft,,37-43,,
4:04.0,,,37-43,,Defensive rebound by D. Booker
4:04.0,Personal foul by K. Simmons (drawn by D. Booker),,37-43,,
4:04.0,,,37-44,1,D. Booker makes free throw 1 of 2
4:04.0,T. Evans enters the game for A. Harrison,,37-44,,
4:04.0,,,37-45,1,D. Booker makes free throw 2 of 2
3:48.0,J. Martin misses 2-pt shot from 7 ft,,37-45,,
3:47.0,Offensive rebound by K. Simmons,,37-45,,
3:47.0,,,37-45,,Personal foul by T. Warren (drawn by K. Simmons)
3:47.0,K. Simmons makes free throw 1 of 2,1,38-45,,
3:47.0,K. Simmons makes free throw 2 of 2,1,39-45,,
3:32.0,,,39-47,2,T. Warren makes 2-pt shot from 17 ft (assist by T. Chandler)
3:11.0,T. Evans misses 2-pt shot at rim,,39-47,,
3:10.0,J. Martin misses 2-pt shot at rim,,39-47,,
3:10.0,Offensive rebound by J. Martin,,39-47,,
3:09.0,,,39-47,,Defensive rebound by D. Booker
3:04.0,,,39-47,,T. Chandler misses 2-pt shot from 1 ft
3:04.0,Defensive rebound by M. Gasol,,39-47,,
2:56.0,J. Martin makes 2-pt shot at rim,2,41-47,,
2:56.0,,,41-47,,Shooting block foul by T. Chandler (drawn by M. Gasol)
2:56.0,Memphis full timeout,,41-47,,
2:56.0,M. Gasol makes free throw 1 of 1,1,42-47,,
2:40.0,,,42-49,2,T. Warren makes 2-pt shot from 15 ft (assist by T. Chandler)
2:31.0,,,42-49,,Personal foul by T. Warren (drawn by J. Ennis)
2:31.0,J. Ennis makes free throw 1 of 2,1,43-49,,
2:31.0,,,43-49,,T. Daniels enters the game for T. Warren
2:31.0,J. Ennis makes free throw 2 of 2,1,44-49,,
2:21.0,,,44-52,3,T. Ulis makes 3-pt shot from 25 ft
2:08.0,,,44-52,,Def 3 sec tech foul by M. Chriss
2:08.0,M. Gasol makes technical free throw,1,45-52,,
1:58.0,Shooting foul by M. Chriss (drawn by J. Ennis),,45-52,,
1:58.0,J. Ennis makes free throw 1 of 2,1,46-52,,
1:58.0,,,46-52,,D. Bender enters the game for M. Chriss
1:58.0,J. Ennis makes free throw 2 of 2,1,47-52,,
1:49.0,,,47-52,,Shooting foul by K. Simmons (drawn by D. Booker)
1:49.0,,,47-53,1,D. Booker makes free throw 1 of 2
1:49.0,D. Brooks enters the game for K. Simmons,,47-53,,
1:49.0,,,47-54,1,D. Booker makes free throw 2 of 2
1:39.0,T. Evans makes 2-pt shot at rim,2,49-54,,
1:26.0,,,49-54,,D. Booker misses 3-pt shot from 22 ft
1:25.0,,,49-54,,Offensive rebound by Team
1:25.0,Loose ball foul by T. Evans (drawn by T. Chandler),,49-54,,
1:25.0,,,49-55,1,T. Chandler makes free throw 1 of 2
1:25.0,,,49-55,,T. Chandler misses free throw 2 of 2
1:23.0,Defensive rebound by J. Martin,,49-55,,
1:13.0,T. Evans makes 2-pt shot from 5 ft,2,51-55,,
0:51.0,,,51-57,2,D. Booker makes 2-pt shot from 9 ft
0:39.0,D. Brooks misses 3-pt shot from 22 ft,,51-57,,
0:36.0,,,51-57,,Defensive rebound by T. Chandler
0:31.0,,,51-57,,D. Booker misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by M. Gasol,,51-57,,
0:13.0,,,51-57,,Personal foul by T. Chandler (drawn by M. Gasol)
0:13.0,M. Gasol makes free throw 1 of 2,1,52-57,,
0:13.0,,,52-57,,I. Canaan enters the game for T. Chandler
0:13.0,A. Harrison enters the game for T. Evans,,52-57,,
0:13.0,M. Gasol makes free throw 2 of 2,1,53-57,,
0:01.0,,,53-57,,Offensive charge foul by D. Booker (drawn by A. Harrison)
0:01.0,,,53-57,,Turnover by D. Booker (offensive foul)
0:00.0,A. Harrison misses 3-pt shot from 41 ft,,53-57,,
0:00.0,Offensive rebound by Team,,53-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,T. Evans misses 2-pt shot from 2 ft,,53-57,,
11:45.0,Offensive rebound by T. Evans,,53-57,,
11:45.0,,,53-57,,Personal foul by T. Ulis (drawn by A. Harrison)
11:27.0,D. Brooks misses 3-pt shot from 25 ft,,53-57,,
11:25.0,,,53-57,,Defensive rebound by T. Chandler
11:17.0,Personal block foul by A. Harrison (drawn by T. Ulis),,53-57,,
11:10.0,,,53-57,,D. Booker misses 2-pt shot from 14 ft
11:07.0,Defensive rebound by B. Wright,,53-57,,
10:56.0,A. Harrison makes 2-pt shot at rim,2,55-57,,
10:37.0,,,55-60,3,D. Booker makes 3-pt shot from 27 ft (assist by T. Ulis)
10:10.0,Turnover by M. Gasol (lost ball; steal by T. Ulis),,55-60,,
10:04.0,,,55-60,,Offensive foul by T. Chandler (drawn by D. Brooks)
10:04.0,,,55-60,,Turnover by T. Chandler (offensive foul)
9:44.0,D. Brooks makes 2-pt shot at rim,2,57-60,,
9:39.0,Personal foul by D. Brooks,,57-60,,
9:39.0,Technical foul by D. Brooks,,57-60,,
9:39.0,,,57-61,1,D. Booker makes technical free throw
9:21.0,,,57-61,,D. Booker misses 2-pt shot from 17 ft (block by A. Harrison)
9:21.0,,,57-61,,Offensive rebound by Team
9:19.0,,,57-61,,D. Booker misses 3-pt shot from 23 ft
9:19.0,,,57-61,,Offensive rebound by Team
9:06.0,,,57-61,,T. Ulis misses 2-pt shot from 13 ft
9:06.0,Defensive rebound by Team,,57-61,,
9:06.0,,,57-61,,Loose ball foul by T. Chandler (drawn by M. Gasol)
9:06.0,,,57-61,,A. Len enters the game for T. Chandler
9:01.0,,,57-61,,Technical foul by T. Chandler
9:01.0,M. Gasol makes technical free throw,1,58-61,,
8:55.0,M. Gasol misses 3-pt shot from 26 ft,,58-61,,
8:52.0,,,58-61,,Defensive rebound by M. Chriss
8:47.0,,,58-61,,T. Warren misses 3-pt shot from 24 ft
8:43.0,Defensive rebound by B. Wright,,58-61,,
8:31.0,B. Wright makes 2-pt shot from 1 ft (assist by T. Evans),2,60-61,,
8:31.0,Shooting foul by T. Warren (drawn by B. Wright),,60-61,,
8:31.0,,,60-61,,J. Jackson enters the game for T. Warren
8:31.0,B. Wright makes free throw 1 of 1,1,61-61,,
8:20.0,Personal foul by T. Evans (drawn by A. Len),,61-61,,
8:13.0,,,61-61,,A. Len misses 2-pt shot from 18 ft
8:10.0,Defensive rebound by T. Evans,,61-61,,
7:52.0,A. Harrison misses 2-pt shot from 10 ft,,61-61,,
7:49.0,,,61-61,,Defensive rebound by M. Chriss
7:40.0,,,61-61,,Shooting foul by M. Gasol (drawn by A. Len)
7:40.0,,,61-61,,A. Len misses free throw 1 of 2
7:40.0,,,61-61,,Offensive rebound by Team
7:40.0,K. Simmons enters the game for A. Harrison,,61-61,,
7:40.0,,,61-61,,I. Canaan enters the game for T. Ulis
7:40.0,,,61-62,1,A. Len makes free throw 2 of 2
7:22.0,M. Gasol misses 2-pt shot from 8 ft (block by A. Len),,61-62,,
7:19.0,Offensive rebound by M. Gasol,,61-62,,
7:17.0,M. Gasol misses 2-pt shot from 22 ft,,61-62,,
7:16.0,,,61-62,,Defensive rebound by Team
7:16.0,,,61-62,,Phoenix full timeout
6:58.0,,,61-62,,J. Jackson misses 2-pt shot from 9 ft (block by T. Evans)
6:54.0,,,61-62,,Offensive rebound by J. Jackson
6:54.0,,,61-64,2,J. Jackson makes 2-pt shot from 7 ft
6:40.0,,,61-64,,Personal foul by M. Chriss (drawn by B. Wright)
6:40.0,,,61-64,,D. Bender enters the game for M. Chriss
6:29.0,D. Brooks misses 3-pt shot from 24 ft,,61-64,,
6:24.0,,,61-64,,Defensive rebound by D. Bender
6:16.0,,,61-64,,I. Canaan misses 2-pt shot from 1 ft (block by B. Wright)
6:13.0,Defensive rebound by K. Simmons,,61-64,,
6:12.0,K. Simmons makes 2-pt shot at rim,2,63-64,,
5:55.0,,,63-64,,Shooting foul by B. Wright (drawn by A. Len)
5:55.0,,,63-64,,A. Len misses free throw 1 of 2
5:55.0,,,63-64,,Offensive rebound by Team
5:55.0,,,63-64,,T. Daniels enters the game for D. Booker
5:55.0,J. Martin enters the game for T. Evans,,63-64,,
5:55.0,A. Harrison enters the game for B. Wright,,63-64,,
5:55.0,,,63-65,1,A. Len makes free throw 2 of 2
5:33.0,D. Brooks misses 2-pt shot from 19 ft,,63-65,,
5:30.0,,,63-65,,Defensive rebound by I. Canaan
5:25.0,,,63-65,,Shooting foul by J. Martin (drawn by I. Canaan)
5:25.0,,,63-66,1,I. Canaan makes free throw 1 of 2
5:25.0,,,63-67,1,I. Canaan makes free throw 2 of 2
5:01.0,A. Harrison makes 2-pt shot at rim,2,65-67,,
4:47.0,,,65-70,3,T. Daniels makes 3-pt shot from 25 ft (assist by I. Canaan)
4:33.0,M. Gasol misses 3-pt shot from 24 ft,,65-70,,
4:31.0,,,65-70,,Defensive rebound by Team
4:31.0,J. Ennis enters the game for D. Brooks,,65-70,,
4:09.0,,,65-70,,T. Daniels misses 2-pt shot at rim
4:05.0,Defensive rebound by A. Harrison,,65-70,,
4:00.0,Turnover by K. Simmons (out of bounds lost ball),,65-70,,
3:48.0,,,65-70,,I. Canaan misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by J. Ennis,,65-70,,
3:34.0,M. Gasol makes 2-pt shot at rim (assist by J. Ennis),2,67-70,,
3:10.0,,,67-70,,D. Bender misses 2-pt shot at rim (block by J. Martin)
3:06.0,,,67-70,,Offensive rebound by A. Len
3:05.0,,,67-70,,Turnover by A. Len (bad pass; steal by J. Ennis)
2:59.0,J. Martin misses 2-pt shot from 1 ft,,67-70,,
2:56.0,,,67-70,,Defensive rebound by J. Jackson
2:51.0,,,67-70,,A. Len misses 2-pt shot from 1 ft (block by M. Gasol)
2:51.0,Defensive rebound by M. Gasol,,67-70,,
2:49.0,,,67-70,,Personal foul by A. Len (drawn by M. Gasol)
2:49.0,Memphis full timeout,,67-70,,
2:49.0,M. Gasol makes free throw 1 of 2,1,68-70,,
2:49.0,T. Evans enters the game for K. Simmons,,68-70,,
2:49.0,M. Gasol makes free throw 2 of 2,1,69-70,,
2:39.0,,,69-70,,Shooting foul by A. Harrison (drawn by A. Len)
2:39.0,,,69-71,1,A. Len makes free throw 1 of 2
2:39.0,D. Davis enters the game for A. Harrison,,69-71,,
2:39.0,D. Brooks enters the game for M. Gasol,,69-71,,
2:39.0,,,69-72,1,A. Len makes free throw 2 of 2
2:20.0,J. Martin makes 2-pt shot from 13 ft (assist by J. Ennis),2,71-72,,
2:13.0,,,71-72,,Turnover by I. Canaan (bad pass)
2:02.0,T. Evans makes 3-pt shot from 26 ft,3,74-72,,
1:39.0,,,74-74,2,A. Len makes 2-pt shot at rim (assist by I. Canaan)
1:15.0,T. Evans misses 3-pt shot from 25 ft,,74-74,,
1:11.0,,,74-74,,Defensive rebound by J. Jackson
1:05.0,,,74-74,,J. Jackson misses 2-pt shot from 1 ft (block by D. Davis)
1:03.0,Defensive rebound by D. Brooks,,74-74,,
1:00.0,Shooting foul by D. Bender (drawn by J. Ennis),,74-74,,
1:00.0,J. Ennis makes free throw 1 of 2,1,75-74,,
1:00.0,J. Ennis makes free throw 2 of 2,1,76-74,,
0:42.0,,,76-74,,Shooting foul by J. Martin (drawn by J. Jackson)
0:42.0,,,76-75,1,J. Jackson makes free throw 1 of 2
0:42.0,,,76-76,1,J. Jackson makes free throw 2 of 2
0:27.0,Turnover by D. Davis (offensive goaltending),,76-76,,
0:05.0,,,76-76,,D. Bender misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by J. Ennis,,76-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,76-76,,Turnover by J. Jackson (bad pass; steal by J. Martin)
11:35.0,D. Davis makes 2-pt shot at rim (assist by T. Evans),2,78-76,,
11:13.0,,,78-76,,Turnover by J. Jackson (lost ball; steal by D. Brooks)
11:09.0,D. Brooks makes 2-pt shot at rim (assist by K. Simmons),2,80-76,,
11:08.0,,,80-76,,Phoenix full timeout
11:08.0,,,80-76,,D. Booker enters the game for J. Jackson
11:08.0,,,80-76,,T. Warren enters the game for T. Daniels
10:53.0,,,80-78,2,A. Len makes 2-pt shot from 1 ft (assist by D. Booker)
10:31.0,T. Evans makes 2-pt shot from 21 ft,2,82-78,,
10:15.0,,,82-78,,T. Warren misses 2-pt shot from 15 ft
10:12.0,Defensive rebound by K. Simmons,,82-78,,
10:05.0,D. Davis misses 2-pt shot from 14 ft,,82-78,,
10:01.0,,,82-78,,Defensive rebound by D. Bender
9:54.0,Personal foul by D. Brooks (drawn by D. Booker),,82-78,,
9:44.0,,,82-78,,D. Bender misses 3-pt shot from 23 ft
9:44.0,Defensive rebound by D. Davis,,82-78,,
9:34.0,T. Evans misses 2-pt shot from 1 ft,,82-78,,
9:34.0,,,82-78,,Defensive rebound by D. Bender
9:31.0,Personal foul by J. Martin (drawn by D. Booker),,82-78,,
9:31.0,,,82-78,,T. Ulis enters the game for I. Canaan
9:31.0,,,82-78,,M. Chriss enters the game for D. Bender
9:31.0,B. Wright enters the game for J. Martin,,82-78,,
9:21.0,,,82-78,,Shooting foul by D. Davis (drawn by T. Warren)
9:21.0,,,82-79,1,T. Warren makes free throw 1 of 2
9:21.0,M. Gasol enters the game for D. Davis,,82-79,,
9:21.0,,,82-80,1,T. Warren makes free throw 2 of 2
9:05.0,K. Simmons misses 3-pt shot from 24 ft,,82-80,,
9:04.0,,,82-80,,Defensive rebound by Team
8:52.0,,,82-80,,T. Warren misses 2-pt shot from 7 ft (block by M. Gasol)
8:52.0,,,82-80,,Offensive rebound by Team
8:46.0,,,82-82,2,D. Booker makes 2-pt shot from 16 ft (assist by A. Len)
8:32.0,T. Evans misses 2-pt shot from 2 ft (block by M. Chriss),,82-82,,
8:32.0,Offensive rebound by Team,,82-82,,
8:32.0,Memphis full timeout,,82-82,,
8:32.0,A. Harrison enters the game for K. Simmons,,82-82,,
8:24.0,M. Gasol misses 3-pt shot from 25 ft,,82-82,,
8:21.0,,,82-82,,Defensive rebound by M. Chriss
8:04.0,,,82-84,2,D. Booker makes 2-pt shot from 22 ft
7:41.0,B. Wright misses 2-pt shot from 2 ft,,82-84,,
7:39.0,,,82-84,,Defensive rebound by M. Chriss
7:26.0,,,82-84,,Shooting foul by B. Wright (drawn by D. Booker)
7:26.0,,,82-84,,D. Booker misses free throw 1 of 3
7:26.0,,,82-84,,Offensive rebound by Team
7:26.0,,,82-85,1,D. Booker makes free throw 2 of 3
7:26.0,J. Ennis enters the game for T. Evans,,82-85,,
7:26.0,,,82-86,1,D. Booker makes free throw 3 of 3
7:15.0,,,82-86,,Personal foul by T. Ulis (drawn by A. Harrison)
7:08.0,M. Gasol misses 2-pt shot from 19 ft,,82-86,,
7:05.0,,,82-86,,Defensive rebound by M. Chriss
7:01.0,,,82-88,2,T. Warren makes 2-pt shot from 10 ft (assist by D. Booker)
7:01.0,,,82-88,,Shooting foul by J. Ennis (drawn by T. Warren)
7:01.0,,,82-88,,T. Warren misses free throw 1 of 1
6:59.0,Defensive rebound by M. Gasol,,82-88,,
6:47.0,D. Brooks misses 2-pt shot from 7 ft,,82-88,,
6:47.0,,,82-88,,Defensive rebound by A. Len
6:37.0,,,82-88,,Offensive foul by M. Chriss (drawn by J. Ennis)
6:37.0,,,82-88,,Turnover by M. Chriss (offensive foul)
6:16.0,,,82-88,,Personal foul by D. Booker (drawn by J. Ennis)
6:14.0,Turnover by J. Ennis (bad pass; steal by M. Chriss),,82-88,,
6:12.0,,,82-88,,Turnover by M. Chriss (bad pass)
5:58.0,Turnover by M. Gasol (bad pass; steal by M. Chriss),,82-88,,
