time,Denver,pts.away,score,pts.home,Portland
4:37.0,Turnover by G. Harris (bad pass; steal by E. Turner),,17-11,,
4:31.0,,,17-13,2,E. Turner makes 2-pt shot from 15 ft
4:15.0,N. Jokic makes 2-pt shot from 1 ft (assist by M. Plumlee),2,19-13,,
3:58.0,,,19-15,2,Z. Collins makes 2-pt shot from 16 ft (assist by E. Turner)
3:47.0,Turnover by J. Murray (bad pass),,19-15,,
3:47.0,W. Barton enters the game for W. Chandler,,19-15,,
3:47.0,T. Lyles enters the game for M. Plumlee,,19-15,,
3:34.0,,,19-15,,S. Napier misses 3-pt shot from 26 ft
3:34.0,Defensive rebound by W. Barton,,19-15,,
3:27.0,J. Murray misses 3-pt shot from 26 ft,,19-15,,
3:27.0,Offensive rebound by Team,,19-15,,
3:24.0,,,19-15,,M. Harkless enters the game for E. Turner
3:24.0,,,19-15,,P. Connaughton enters the game for C. McCollum
3:24.0,,,19-15,,A. Aminu enters the game for Z. Collins
3:24.0,,,19-15,,J. Nurkic enters the game for E. Davis
3:24.0,T. Craig enters the game for J. Murray,,19-15,,
3:14.0,G. Harris makes 2-pt shot at rim (assist by N. Jokic),2,21-15,,
2:48.0,,,21-15,,P. Connaughton misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by T. Lyles,,21-15,,
2:43.0,,,21-15,,Personal foul by P. Connaughton (drawn by N. Jokic)
2:43.0,Denver full timeout,,21-15,,
2:43.0,,,21-15,,E. Davis enters the game for A. Aminu
2:43.0,,,21-15,,Z. Collins enters the game for J. Nurkic
2:37.0,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic),2,23-15,,
2:17.0,,,23-17,2,S. Napier makes 2-pt shot from 18 ft (assist by Z. Collins)
2:05.0,N. Jokic makes 2-pt shot from 6 ft (assist by G. Harris),2,25-17,,
1:50.0,,,25-17,,S. Napier misses 2-pt shot from 13 ft
1:46.0,Defensive rebound by T. Lyles,,25-17,,
1:46.0,Shooting foul by P. Connaughton (drawn by T. Lyles),,25-17,,
1:46.0,T. Lyles makes free throw 1 of 2,1,26-17,,
1:46.0,W. Chandler enters the game for G. Harris,,26-17,,
1:46.0,T. Lyles misses free throw 2 of 2,,26-17,,
1:44.0,Offensive rebound by T. Craig,,26-17,,
1:32.0,N. Jokic makes 2-pt shot from 1 ft (assist by T. Lyles),2,28-17,,
1:31.0,,,28-17,,Portland full timeout
1:19.0,,,28-17,,S. Napier misses 2-pt shot from 16 ft
1:16.0,,,28-17,,Offensive rebound by E. Davis
1:15.0,,,28-19,2,E. Davis makes 2-pt shot from 1 ft
0:59.0,T. Lyles misses 2-pt shot from 1 ft,,28-19,,
0:56.0,,,28-19,,Defensive rebound by E. Davis
0:51.0,,,28-19,,S. Napier misses 3-pt shot from 26 ft
0:48.0,,,28-19,,Offensive rebound by E. Davis
0:48.0,,,28-19,,Shooting foul by W. Barton (drawn by E. Davis)
0:48.0,,,28-19,,E. Davis misses free throw 1 of 2
0:48.0,,,28-19,,Offensive rebound by Team
0:48.0,,,28-20,1,E. Davis makes free throw 2 of 2
0:30.0,N. Jokic misses 2-pt shot from 8 ft,,28-20,,
0:27.0,,,28-20,,Defensive rebound by E. Davis
0:10.0,,,28-22,2,P. Connaughton makes 2-pt shot at rim (assist by S. Napier)
0:10.0,,,28-22,,Shooting foul by N. Jokic (drawn by P. Connaughton)
0:10.0,,,28-22,,P. Connaughton misses free throw 1 of 1
0:05.0,,,28-22,,Offensive rebound by P. Connaughton
0:03.0,,,28-22,,S. Napier misses 3-pt shot from 27 ft
0:00.0,Defensive rebound by T. Craig,,28-22,,
0:00.0,T. Craig misses 3-pt shot from 49 ft,,28-22,,
0:00.0,Offensive rebound by Team,,28-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,T. Craig misses 3-pt shot from 27 ft,,28-22,,
11:41.0,,,28-22,,Defensive rebound by Team
11:20.0,,,28-24,2,Z. Collins makes 2-pt shot from 7 ft
10:56.0,W. Chandler misses 2-pt shot from 14 ft,,28-24,,
10:52.0,,,28-24,,Defensive rebound by P. Connaughton
10:42.0,,,28-26,2,S. Napier makes 2-pt shot from 16 ft
10:41.0,Denver full timeout,,28-26,,
10:21.0,T. Lyles misses 2-pt shot from 12 ft,,28-26,,
10:17.0,,,28-26,,Defensive rebound by Z. Collins
10:02.0,,,28-28,2,P. Connaughton makes 2-pt shot from 6 ft (assist by Z. Collins)
9:41.0,M. Plumlee makes 2-pt shot from 5 ft,2,30-28,,
9:23.0,,,30-28,,E. Davis misses 2-pt shot from 1 ft
9:20.0,,,30-28,,Offensive rebound by S. Napier
9:08.0,,,30-28,,Turnover by E. Davis (lost ball; steal by M. Plumlee)
9:06.0,,,30-28,,Personal foul by Z. Collins (drawn by M. Plumlee)
9:06.0,J. Murray enters the game for T. Craig,,30-28,,
8:55.0,Turnover by J. Murray (out of bounds lost ball),,30-28,,
8:47.0,Personal foul by W. Chandler (drawn by Z. Collins),,30-28,,
8:40.0,,,30-28,,Shooting foul by J. Murray (drawn by S. Napier)
8:40.0,,,30-29,1,S. Napier makes free throw 1 of 2
8:40.0,,,30-29,,S. Napier misses free throw 2 of 2
8:35.0,Defensive rebound by W. Chandler,,30-29,,
8:28.0,J. Murray misses 3-pt shot from 26 ft,,30-29,,
8:24.0,,,30-29,,Defensive rebound by E. Davis
8:15.0,,,30-31,2,E. Davis makes 2-pt shot from 1 ft
7:54.0,W. Barton misses 2-pt shot from 1 ft,,30-31,,
7:50.0,Offensive rebound by M. Plumlee,,30-31,,
7:38.0,Turnover by W. Barton (traveling),,30-31,,
7:38.0,,,30-31,,A. Aminu enters the game for M. Harkless
7:38.0,,,30-31,,C. McCollum enters the game for S. Napier
7:38.0,N. Jokic enters the game for W. Barton,,30-31,,
7:38.0,G. Harris enters the game for M. Plumlee,,30-31,,
7:25.0,,,30-31,,Turnover by C. McCollum (bad pass; steal by G. Harris)
7:14.0,,,30-31,,Personal foul by P. Connaughton (drawn by G. Harris)
7:14.0,,,30-31,,S. Napier enters the game for P. Connaughton
7:00.0,T. Lyles misses 3-pt shot from 25 ft,,30-31,,
6:56.0,,,30-31,,Defensive rebound by A. Aminu
6:46.0,,,30-31,,C. McCollum misses 2-pt shot from 1 ft
6:44.0,Defensive rebound by W. Chandler,,30-31,,
6:33.0,N. Jokic makes 2-pt shot from 1 ft (assist by J. Murray),2,32-31,,
6:33.0,Shooting foul by Z. Collins (drawn by N. Jokic),,32-31,,
6:33.0,,,32-31,,E. Turner enters the game for E. Davis
6:33.0,,,32-31,,J. Nurkic enters the game for Z. Collins
6:33.0,N. Jokic makes free throw 1 of 1,1,33-31,,
6:18.0,,,33-31,,J. Nurkic misses 2-pt shot from 11 ft
6:16.0,Defensive rebound by T. Lyles,,33-31,,
6:00.0,N. Jokic makes 2-pt shot from 1 ft,2,35-31,,
5:35.0,,,35-33,2,S. Napier makes 2-pt shot from 1 ft
5:20.0,N. Jokic makes 3-pt shot from 25 ft (assist by J. Murray),3,38-33,,
5:00.0,,,38-36,3,C. McCollum makes 3-pt shot from 25 ft
4:46.0,J. Murray misses 3-pt shot from 25 ft,,38-36,,
4:43.0,Offensive rebound by N. Jokic,,38-36,,
4:33.0,J. Murray makes 3-pt shot from 25 ft (assist by T. Lyles),3,41-36,,
4:13.0,,,41-38,2,C. McCollum makes 2-pt shot from 10 ft
3:49.0,J. Murray misses 2-pt shot from 8 ft,,41-38,,
3:42.0,Offensive rebound by W. Chandler,,41-38,,
3:42.0,W. Chandler misses 2-pt shot at rim,,41-38,,
3:40.0,Offensive rebound by W. Chandler,,41-38,,
3:37.0,W. Chandler makes 2-pt shot from 1 ft,2,43-38,,
3:37.0,,,43-38,,Portland full timeout
3:24.0,,,43-38,,C. McCollum misses 3-pt shot from 26 ft
3:20.0,Defensive rebound by T. Lyles,,43-38,,
3:09.0,Shooting foul by J. Nurkic (drawn by G. Harris),,43-38,,
3:09.0,G. Harris makes free throw 1 of 2,1,44-38,,
3:09.0,G. Harris makes free throw 2 of 2,1,45-38,,
2:59.0,Personal foul by J. Murray (drawn by S. Napier),,45-38,,
2:51.0,,,45-38,,Turnover by J. Nurkic (bad pass)
2:40.0,T. Lyles makes 3-pt shot from 27 ft (assist by N. Jokic),3,48-38,,
2:25.0,,,48-38,,Turnover by J. Nurkic (bad pass)
2:25.0,W. Barton enters the game for J. Murray,,48-38,,
2:08.0,N. Jokic makes 2-pt shot from 18 ft,2,50-38,,
1:47.0,,,50-38,,C. McCollum misses 2-pt shot from 16 ft (block by G. Harris)
1:45.0,,,50-38,,Offensive rebound by C. McCollum
1:45.0,,,50-38,,Z. Collins enters the game for A. Aminu
1:45.0,,,50-38,,E. Davis enters the game for J. Nurkic
1:38.0,,,50-38,,Z. Collins misses 2-pt shot from 15 ft
1:38.0,,,50-38,,Offensive rebound by Team
1:38.0,Personal foul by W. Chandler (drawn by E. Davis),,50-38,,
1:32.0,,,50-38,,C. McCollum misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by N. Jokic,,50-38,,
1:21.0,W. Chandler misses 2-pt shot from 2 ft,,50-38,,
1:21.0,Offensive rebound by W. Chandler,,50-38,,
1:21.0,Shooting foul by Z. Collins (drawn by W. Chandler),,50-38,,
1:21.0,W. Chandler makes free throw 1 of 2,1,51-38,,
1:21.0,W. Chandler misses free throw 2 of 2,,51-38,,
1:17.0,,,51-38,,Defensive rebound by Z. Collins
1:14.0,Personal foul by N. Jokic (drawn by Z. Collins),,51-38,,
1:14.0,,,51-38,,Z. Collins misses free throw 1 of 2
1:14.0,,,51-38,,Offensive rebound by Team
1:14.0,,,51-39,1,Z. Collins makes free throw 2 of 2
0:50.0,Turnover by N. Jokic (lost ball; steal by S. Napier),,51-39,,
0:48.0,,,51-41,2,S. Napier makes 2-pt shot from 1 ft
0:31.0,Turnover by G. Harris (bad pass; steal by S. Napier),,51-41,,
0:24.0,,,51-41,,Turnover by C. McCollum (lost ball; steal by G. Harris)
0:06.0,Shooting foul by Z. Collins (drawn by W. Barton),,51-41,,
0:06.0,W. Barton misses free throw 1 of 2,,51-41,,
0:06.0,Offensive rebound by Team,,51-41,,
0:06.0,,,51-41,,A. Aminu enters the game for Z. Collins
0:06.0,M. Plumlee enters the game for T. Lyles,,51-41,,
0:06.0,T. Craig enters the game for N. Jokic,,51-41,,
0:06.0,W. Barton makes free throw 2 of 2,1,52-41,,
0:00.0,,,52-41,,C. McCollum misses 2-pt shot from 1 ft (block by W. Barton)
0:00.0,Defensive rebound by T. Craig,,52-41,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:55.0,Loose ball foul by N. Jokic (drawn by J. Nurkic),,52-41,,
11:55.0,Turnover by N. Jokic (bad pass),,52-41,,
11:41.0,,,52-41,,Offensive charge foul by J. Nurkic (drawn by M. Plumlee)
11:41.0,,,52-41,,Turnover by J. Nurkic (offensive foul)
11:32.0,G. Harris makes 2-pt shot from 4 ft,2,54-41,,
11:17.0,,,54-43,2,E. Turner makes 2-pt shot from 11 ft
11:02.0,Turnover by N. Jokic (out of bounds lost ball),,54-43,,
10:49.0,,,54-43,,Shooting foul by M. Plumlee (drawn by J. Nurkic)
10:49.0,,,54-43,,J. Nurkic misses free throw 1 of 2
10:49.0,,,54-43,,Offensive rebound by Team
10:49.0,,,54-44,1,J. Nurkic makes free throw 2 of 2
10:37.0,N. Jokic makes 2-pt shot at rim,2,56-44,,
10:26.0,,,56-44,,Shooting foul by N. Jokic (drawn by J. Nurkic)
10:26.0,,,56-44,,J. Nurkic misses free throw 1 of 2
10:26.0,,,56-44,,Offensive rebound by Team
10:26.0,,,56-45,1,J. Nurkic makes free throw 2 of 2
10:13.0,N. Jokic misses 3-pt shot from 26 ft,,56-45,,
10:11.0,,,56-45,,Defensive rebound by E. Turner
9:54.0,,,56-45,,Turnover by J. Nurkic (lost ball; steal by G. Harris)
9:45.0,G. Harris misses 2-pt shot from 9 ft,,56-45,,
9:41.0,Offensive rebound by G. Harris,,56-45,,
9:34.0,W. Chandler misses 2-pt shot from 11 ft,,56-45,,
9:31.0,,,56-45,,Defensive rebound by C. McCollum
9:25.0,,,56-47,2,C. McCollum makes 2-pt shot from 1 ft
8:55.0,J. Murray makes 2-pt shot from 18 ft,2,58-47,,
8:42.0,,,58-47,,E. Turner misses 2-pt shot from 12 ft
8:40.0,Defensive rebound by N. Jokic,,58-47,,
8:24.0,W. Chandler makes 2-pt shot from 1 ft (assist by M. Plumlee),2,60-47,,
8:13.0,,,60-49,2,C. McCollum makes 2-pt shot at rim
7:56.0,W. Chandler makes 3-pt shot from 25 ft (assist by N. Jokic),3,63-49,,
7:54.0,,,63-49,,Portland full timeout
7:38.0,,,63-49,,J. Nurkic misses 2-pt shot from 5 ft (block by M. Plumlee)
7:38.0,,,63-49,,Offensive rebound by Team
7:34.0,,,63-49,,S. Napier misses 2-pt shot from 18 ft
7:34.0,Defensive rebound by N. Jokic,,63-49,,
7:17.0,N. Jokic makes 3-pt shot from 25 ft,3,66-49,,
7:00.0,,,66-49,,S. Napier misses 2-pt shot from 17 ft
6:58.0,Defensive rebound by M. Plumlee,,66-49,,
6:45.0,G. Harris makes 2-pt shot from 1 ft (assist by N. Jokic),2,68-49,,
6:32.0,,,68-49,,J. Nurkic misses 2-pt shot from 22 ft
6:29.0,,,68-49,,Offensive rebound by S. Napier
6:28.0,,,68-52,3,E. Turner makes 3-pt shot from 26 ft (assist by S. Napier)
6:04.0,N. Jokic makes 2-pt shot from 1 ft,2,70-52,,
5:53.0,,,70-52,,A. Aminu misses 3-pt shot from 24 ft
5:48.0,Defensive rebound by G. Harris,,70-52,,
5:28.0,M. Plumlee misses 2-pt shot from 6 ft,,70-52,,
5:26.0,,,70-52,,Defensive rebound by E. Turner
5:19.0,,,70-52,,A. Aminu misses 3-pt shot from 23 ft
5:18.0,,,70-52,,Offensive rebound by J. Nurkic
5:18.0,,,70-52,,J. Nurkic misses 2-pt shot from 3 ft (block by M. Plumlee)
5:15.0,Defensive rebound by Team,,70-52,,
5:15.0,,,70-52,,E. Davis enters the game for E. Turner
5:15.0,,,70-52,,Z. Collins enters the game for S. Napier
5:15.0,,,70-52,,M. Harkless enters the game for A. Aminu
5:15.0,,,70-52,,P. Connaughton enters the game for J. Nurkic
5:15.0,T. Lyles enters the game for N. Jokic,,70-52,,
5:03.0,W. Chandler misses 2-pt shot from 10 ft (block by M. Harkless),,70-52,,
5:01.0,,,70-52,,Defensive rebound by Team
4:54.0,,,70-55,3,Z. Collins makes 3-pt shot from 26 ft (assist by C. McCollum)
4:34.0,Turnover by M. Plumlee (traveling),,70-55,,
4:17.0,,,70-55,,Z. Collins misses 2-pt shot from 5 ft
4:12.0,Defensive rebound by W. Chandler,,70-55,,
4:09.0,J. Murray misses 3-pt shot from 22 ft,,70-55,,
4:06.0,,,70-55,,Defensive rebound by C. McCollum
4:03.0,,,70-57,2,C. McCollum makes 2-pt shot at rim
3:43.0,W. Chandler makes 3-pt shot from 25 ft (assist by J. Murray),3,73-57,,
3:25.0,,,73-57,,Shooting foul by M. Plumlee (drawn by E. Davis)
3:25.0,,,73-58,1,E. Davis makes free throw 1 of 2
3:25.0,,,73-58,,E. Davis misses free throw 2 of 2
3:22.0,Defensive rebound by T. Lyles,,73-58,,
3:10.0,G. Harris makes 2-pt shot at rim,2,75-58,,
2:57.0,,,75-60,2,C. McCollum makes 2-pt shot from 1 ft
2:56.0,Denver full timeout,,75-60,,
2:56.0,W. Barton enters the game for W. Chandler,,75-60,,
2:49.0,Shooting foul by E. Davis (drawn by G. Harris),,75-60,,
2:49.0,G. Harris makes free throw 1 of 2,1,76-60,,
2:49.0,G. Harris misses free throw 2 of 2,,76-60,,
2:46.0,Offensive rebound by M. Plumlee,,76-60,,
2:41.0,W. Barton misses 3-pt shot from 26 ft,,76-60,,
2:37.0,,,76-60,,Defensive rebound by P. Connaughton
2:22.0,,,76-62,2,Z. Collins makes 2-pt shot from 12 ft
1:59.0,W. Barton makes 2-pt shot from 16 ft,2,78-62,,
1:49.0,,,78-62,,M. Harkless misses 2-pt shot from 1 ft (block by M. Plumlee)
1:48.0,,,78-62,,Offensive rebound by E. Davis
1:46.0,,,78-62,,E. Davis misses 2-pt shot from 1 ft
1:44.0,,,78-62,,Offensive rebound by E. Davis
1:42.0,,,78-64,2,M. Harkless makes 2-pt shot from 1 ft (assist by E. Davis)
1:19.0,J. Murray misses 2-pt shot from 12 ft,,78-64,,
1:17.0,,,78-64,,Defensive rebound by P. Connaughton
1:08.0,,,78-64,,E. Davis misses 2-pt shot from 1 ft (block by M. Plumlee)
1:07.0,Defensive rebound by Team,,78-64,,
0:48.0,G. Harris misses 3-pt shot from 24 ft,,78-64,,
0:44.0,,,78-64,,Defensive rebound by E. Davis
0:34.0,,,78-64,,Shooting foul by W. Barton (drawn by E. Davis)
0:34.0,,,78-65,1,E. Davis makes free throw 1 of 2
0:34.0,,,78-65,,S. Napier enters the game for C. McCollum
0:34.0,,,78-66,1,E. Davis makes free throw 2 of 2
0:25.0,M. Plumlee makes 2-pt shot at rim (assist by G. Harris),2,80-66,,
0:25.0,Shooting foul by Z. Collins (drawn by M. Plumlee),,80-66,,
0:25.0,M. Plumlee misses free throw 1 of 1,,80-66,,
0:25.0,Turnover by J. Murray (turnover),,80-66,,
0:25.0,,,80-66,,C. McCollum enters the game for Z. Collins
0:25.0,T. Craig enters the game for J. Murray,,80-66,,
0:02.0,,,80-66,,E. Davis misses 2-pt shot from 2 ft (block by W. Barton)
0:02.0,Defensive rebound by Team,,80-66,,
0:01.0,,,80-66,,Turnover by Team (bad pass)
0:00.0,Turnover by T. Lyles (bad pass; steal by M. Harkless),,80-66,,
0:00.0,,,80-66,,M. Harkless misses 2-pt shot from 19 ft
0:00.0,,,80-66,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,80-66,,S. Napier misses 2-pt shot from 2 ft (block by N. Jokic)
11:40.0,Defensive rebound by W. Barton,,80-66,,
11:33.0,W. Barton misses 2-pt shot at rim (block by M. Harkless),,80-66,,
11:33.0,,,80-66,,Defensive rebound by S. Napier
11:14.0,,,80-68,2,P. Connaughton makes 2-pt shot from 8 ft
10:47.0,Turnover by N. Jokic (lost ball; steal by S. Napier),,80-68,,
10:27.0,,,80-70,2,M. Harkless makes 2-pt shot from 10 ft
10:02.0,,,80-70,,Personal foul by Z. Collins (drawn by W. Chandler)
10:02.0,,,80-70,,A. Aminu enters the game for Z. Collins
9:53.0,W. Chandler makes 2-pt shot from 9 ft,2,82-70,,
9:53.0,Shooting foul by E. Davis (drawn by W. Chandler),,82-70,,
9:53.0,W. Chandler makes free throw 1 of 1,1,83-70,,
9:39.0,,,83-70,,S. Napier misses 3-pt shot from 26 ft
9:35.0,Defensive rebound by W. Chandler,,83-70,,
9:24.0,N. Jokic makes 2-pt shot from 1 ft (assist by W. Barton),2,85-70,,
9:24.0,,,85-70,,Portland full timeout
9:24.0,,,85-70,,C. McCollum enters the game for P. Connaughton
9:24.0,G. Harris enters the game for T. Craig,,85-70,,
9:07.0,,,85-70,,C. McCollum misses 2-pt shot from 19 ft
9:05.0,Defensive rebound by Team,,85-70,,
8:49.0,W. Chandler misses 2-pt shot from 1 ft,,85-70,,
8:44.0,,,85-70,,Defensive rebound by M. Harkless
8:33.0,,,85-70,,A. Aminu misses 3-pt shot from 26 ft
8:30.0,Defensive rebound by W. Barton,,85-70,,
8:27.0,T. Lyles misses 2-pt shot from 2 ft (block by A. Aminu),,85-70,,
8:27.0,Offensive rebound by Team,,85-70,,
8:27.0,,,85-70,,J. Nurkic enters the game for E. Davis
8:23.0,G. Harris makes 2-pt shot at rim,2,87-70,,
8:09.0,,,87-70,,M. Harkless misses 2-pt shot from 1 ft
8:06.0,,,87-70,,Offensive rebound by M. Harkless
8:03.0,,,87-70,,A. Aminu misses 3-pt shot from 26 ft
7:59.0,Defensive rebound by T. Lyles,,87-70,,
7:46.0,T. Lyles misses 2-pt shot from 10 ft,,87-70,,
7:40.0,Offensive rebound by T. Lyles,,87-70,,
7:40.0,T. Lyles makes 2-pt shot at rim,2,89-70,,
7:31.0,Violation by G. Harris (kicked ball),,89-70,,
7:23.0,,,89-70,,C. McCollum misses 3-pt shot from 23 ft
7:21.0,Defensive rebound by W. Barton,,89-70,,
6:59.0,N. Jokic misses 3-pt shot from 28 ft,,89-70,,
6:55.0,Offensive rebound by W. Chandler,,89-70,,
6:40.0,W. Barton makes 2-pt shot at rim (assist by N. Jokic),2,91-70,,
6:17.0,,,91-70,,A. Aminu misses 3-pt shot from 26 ft
6:14.0,Defensive rebound by N. Jokic,,91-70,,
5:53.0,N. Jokic misses 3-pt shot from 25 ft,,91-70,,
5:50.0,Offensive rebound by Team,,91-70,,
5:48.0,Turnover by W. Chandler (bad pass; steal by A. Aminu),,91-70,,
5:40.0,,,91-72,2,J. Nurkic makes 2-pt shot from 1 ft (assist by S. Napier)
5:40.0,Denver full timeout,,91-72,,
5:40.0,,,91-72,,P. Connaughton enters the game for M. Harkless
5:26.0,N. Jokic misses 2-pt shot from 14 ft,,91-72,,
5:22.0,,,91-72,,Defensive rebound by A. Aminu
5:15.0,,,91-72,,C. McCollum misses 2-pt shot from 10 ft
5:10.0,Defensive rebound by T. Lyles,,91-72,,
4:58.0,W. Barton makes 2-pt shot from 4 ft,2,93-72,,
4:45.0,,,93-75,3,S. Napier makes 3-pt shot from 27 ft (assist by C. McCollum)
4:21.0,G. Harris misses 3-pt shot from 25 ft,,93-75,,
4:17.0,,,93-75,,Defensive rebound by A. Aminu
4:03.0,,,93-75,,A. Aminu misses 3-pt shot from 25 ft
4:01.0,Defensive rebound by W. Barton,,93-75,,
3:43.0,,,93-75,,Personal take foul by S. Napier (drawn by N. Jokic)
3:43.0,,,93-75,,C. Swanigan enters the game for C. McCollum
3:43.0,,,93-75,,J. Layman enters the game for A. Aminu
3:43.0,,,93-75,,N. Vonleh enters the game for J. Nurkic
3:27.0,T. Lyles misses 3-pt shot from 26 ft,,93-75,,
3:25.0,,,93-75,,Defensive rebound by S. Napier
3:20.0,,,93-77,2,S. Napier makes 2-pt shot from 1 ft
3:00.0,N. Jokic misses 2-pt shot from 4 ft,,93-77,,
3:00.0,Offensive rebound by W. Barton,,93-77,,
3:00.0,Shooting foul by N. Vonleh (drawn by W. Barton),,93-77,,
3:00.0,W. Barton makes free throw 1 of 2,1,94-77,,
3:00.0,W. Barton makes free throw 2 of 2,1,95-77,,
2:50.0,,,95-77,,N. Vonleh misses 2-pt shot from 18 ft
2:47.0,Defensive rebound by N. Jokic,,95-77,,
2:24.0,W. Chandler misses 3-pt shot from 23 ft,,95-77,,
2:20.0,Offensive rebound by T. Lyles,,95-77,,
2:01.0,N. Jokic misses 3-pt shot from 23 ft,,95-77,,
2:00.0,Offensive rebound by W. Barton,,95-77,,
1:42.0,W. Barton misses 3-pt shot from 25 ft,,95-77,,
1:39.0,,,95-77,,Defensive rebound by N. Vonleh
1:32.0,,,95-79,2,C. Swanigan makes 2-pt shot from 1 ft (assist by J. Layman)
1:10.0,T. Lyles makes 2-pt shot from 1 ft,2,97-79,,
1:09.0,,,97-79,,Portland full timeout
1:09.0,,,97-79,,E. Davis enters the game for N. Vonleh
1:09.0,M. Beasley enters the game for G. Harris,,97-79,,
1:09.0,J. Hernangomez enters the game for N. Jokic,,97-79,,
1:09.0,T. Craig enters the game for W. Chandler,,97-79,,
0:57.0,,,97-81,2,P. Connaughton makes 2-pt shot from 9 ft (assist by S. Napier)
