time,Philadelphia,pts.away,score,pts.home,Miami
2:35.0,T. McConnell makes 2-pt shot from 1 ft,2,19-17,,
2:09.0,,,19-17,,B. Adebayo misses 2-pt shot from 1 ft
2:07.0,Defensive rebound by R. Holmes,,19-17,,
2:01.0,J. Embiid misses 3-pt shot from 25 ft,,19-17,,
1:58.0,,,19-17,,Defensive rebound by B. Adebayo
1:50.0,,,19-17,,W. Ellington misses 3-pt shot from 26 ft
1:48.0,Defensive rebound by R. Holmes,,19-17,,
1:33.0,J. Redick misses 2-pt shot from 21 ft,,19-17,,
1:30.0,,,19-17,,Defensive rebound by B. Adebayo
1:24.0,,,19-17,,W. Ellington misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by J. Embiid,,19-17,,
1:09.0,R. Holmes misses 2-pt shot from 7 ft,,19-17,,
1:07.0,,,19-17,,Defensive rebound by D. Wade
0:59.0,,,19-17,,D. Wade misses 2-pt shot from 1 ft
0:58.0,Defensive rebound by R. Holmes,,19-17,,
0:57.0,,,19-17,,Miami full timeout
0:57.0,,,19-17,,J. Richardson enters the game for T. Johnson
0:57.0,R. Covington enters the game for M. Belinelli,,19-17,,
0:57.0,J. Redick makes technical free throw,1,20-17,,
0:48.0,J. Redick misses 3-pt shot from 25 ft,,20-17,,
0:47.0,Offensive rebound by Team,,20-17,,
0:30.0,J. Redick makes 2-pt shot from 13 ft,2,22-17,,
0:13.0,,,22-17,,Turnover by D. Wade (bad pass; steal by T. McConnell)
0:07.0,R. Covington misses 2-pt shot from 1 ft (block by B. Adebayo),,22-17,,
0:07.0,Offensive rebound by Team,,22-17,,
0:03.0,J. Redick misses 2-pt shot from 18 ft,,22-17,,
0:03.0,Offensive rebound by Team,,22-17,,
0:03.0,,,22-17,,Loose ball foul by J. Richardson (drawn by R. Covington)
0:02.0,R. Covington makes 2-pt shot from 1 ft (assist by T. McConnell),2,24-17,,
0:00.0,,,24-17,,J. Johnson misses 3-pt shot from 43 ft
0:00.0,,,24-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,24-17,,Turnover by W. Ellington (bad pass; steal by R. Covington)
11:49.0,R. Covington misses 2-pt shot from 1 ft (block by D. Wade),,24-17,,
11:49.0,Offensive rebound by Team,,24-17,,
11:34.0,Turnover by R. Holmes (lost ball; steal by D. Wade),,24-17,,
11:30.0,,,24-17,,J. Richardson misses 2-pt shot from 1 ft (block by R. Holmes)
11:27.0,Defensive rebound by T. McConnell,,24-17,,
11:27.0,Shooting foul by J. Johnson (drawn by J. Embiid),,24-17,,
11:27.0,J. Embiid makes free throw 1 of 2,1,25-17,,
11:27.0,,,25-17,,K. Olynyk enters the game for J. Johnson
11:27.0,J. Embiid makes free throw 2 of 2,1,26-17,,
11:13.0,,,26-17,,Turnover by J. Richardson (lost ball; steal by R. Covington)
10:59.0,R. Covington misses 3-pt shot from 24 ft,,26-17,,
10:57.0,,,26-17,,Defensive rebound by J. Richardson
10:45.0,,,26-17,,Shooting foul by R. Covington (drawn by B. Adebayo)
10:45.0,,,26-17,,B. Adebayo misses free throw 1 of 2
10:45.0,,,26-17,,Offensive rebound by Team
10:45.0,,,26-18,1,B. Adebayo makes free throw 2 of 2
10:24.0,Turnover by J. Embiid (lost ball; steal by J. Richardson),,26-18,,
10:14.0,,,26-18,,B. Adebayo misses 2-pt shot from 1 ft
10:12.0,Defensive rebound by R. Holmes,,26-18,,
10:04.0,J. Embiid makes 2-pt shot from 2 ft (assist by T. McConnell),2,28-18,,
9:46.0,,,28-18,,K. Olynyk misses 3-pt shot from 26 ft
9:43.0,Defensive rebound by T. McConnell,,28-18,,
9:29.0,J. Embiid misses 2-pt shot from 2 ft (block by B. Adebayo),,28-18,,
9:26.0,Offensive rebound by R. Holmes,,28-18,,
9:20.0,T. McConnell misses 2-pt shot from 11 ft,,28-18,,
9:16.0,,,28-18,,Defensive rebound by B. Adebayo
9:12.0,,,28-20,2,D. Wade makes 2-pt shot from 19 ft
9:12.0,Philadelphia full timeout,,28-20,,
9:12.0,B. Simmons enters the game for T. McConnell,,28-20,,
9:12.0,D. Saric enters the game for R. Holmes,,28-20,,
8:53.0,Shooting foul by W. Ellington (drawn by M. Belinelli),,28-20,,
8:53.0,M. Belinelli makes free throw 1 of 3,1,29-20,,
8:53.0,M. Belinelli makes free throw 2 of 3,1,30-20,,
8:53.0,M. Belinelli makes free throw 3 of 3,1,31-20,,
8:33.0,,,31-20,,Turnover by B. Adebayo (lost ball; steal by J. Embiid)
8:23.0,M. Belinelli makes 2-pt shot from 21 ft,2,33-20,,
8:19.0,,,33-20,,Miami full timeout
8:19.0,,,33-20,,H. Whiteside enters the game for D. Wade
8:19.0,,,33-20,,G. Dragic enters the game for B. Adebayo
8:19.0,A. Johnson enters the game for J. Embiid,,33-20,,
8:09.0,,,33-23,3,K. Olynyk makes 3-pt shot from 25 ft (assist by G. Dragic)
7:49.0,B. Simmons makes 2-pt shot from 1 ft (assist by A. Johnson),2,35-23,,
7:36.0,,,35-25,2,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic)
7:15.0,Turnover by M. Belinelli (lost ball; steal by H. Whiteside),,35-25,,
7:09.0,,,35-28,3,G. Dragic makes 3-pt shot from 25 ft (assist by K. Olynyk)
6:56.0,,,35-28,,Personal foul by G. Dragic (drawn by R. Covington)
6:56.0,,,35-28,,J. Winslow enters the game for J. Richardson
6:49.0,M. Belinelli misses 2-pt shot from 22 ft,,35-28,,
6:45.0,,,35-28,,Defensive rebound by H. Whiteside
6:39.0,,,35-28,,G. Dragic misses 2-pt shot from 12 ft
6:34.0,Defensive rebound by D. Saric,,35-28,,
6:28.0,M. Belinelli misses 2-pt shot from 2 ft,,35-28,,
6:25.0,,,35-28,,Defensive rebound by H. Whiteside
6:21.0,,,35-28,,Shooting foul by M. Belinelli (drawn by J. Winslow)
6:21.0,,,35-29,1,J. Winslow makes free throw 1 of 2
6:21.0,J. Redick enters the game for M. Belinelli,,35-29,,
6:21.0,,,35-29,,T. Johnson enters the game for W. Ellington
6:21.0,,,35-30,1,J. Winslow makes free throw 2 of 2
6:15.0,Turnover by B. Simmons (out of bounds lost ball),,35-30,,
6:01.0,,,35-32,2,T. Johnson makes 2-pt shot from 11 ft (assist by H. Whiteside)
5:46.0,D. Saric misses 3-pt shot from 26 ft,,35-32,,
5:40.0,Offensive rebound by A. Johnson,,35-32,,
5:40.0,D. Saric misses 2-pt shot from 1 ft (block by K. Olynyk),,35-32,,
5:40.0,Offensive rebound by Team,,35-32,,
5:35.0,Turnover by J. Redick (lost ball; steal by T. Johnson),,35-32,,
5:23.0,,,35-32,,H. Whiteside misses 2-pt shot at rim
5:23.0,,,35-32,,Offensive rebound by H. Whiteside
5:23.0,,,35-34,2,H. Whiteside makes 2-pt shot at rim
5:23.0,,,35-34,,Shooting foul by A. Johnson (drawn by H. Whiteside)
5:23.0,,,35-34,,H. Whiteside misses free throw 1 of 1
5:23.0,Defensive rebound by A. Johnson,,35-34,,
5:23.0,T. McConnell enters the game for R. Covington,,35-34,,
4:59.0,Turnover by J. Redick (bad pass),,35-34,,
4:51.0,Personal foul by D. Saric (drawn by K. Olynyk),,35-34,,
4:44.0,Personal foul by T. McConnell (drawn by G. Dragic),,35-34,,
4:44.0,J. Embiid enters the game for A. Johnson,,35-34,,
4:44.0,,,35-35,1,G. Dragic makes free throw 1 of 2
4:44.0,,,35-36,1,G. Dragic makes free throw 2 of 2
4:23.0,T. McConnell misses 2-pt shot at rim,,35-36,,
4:21.0,,,35-36,,Defensive rebound by H. Whiteside
4:15.0,,,35-38,2,H. Whiteside makes 2-pt shot from 1 ft (assist by K. Olynyk)
4:15.0,,,35-38,,Shooting foul by J. Embiid (drawn by H. Whiteside)
4:15.0,,,35-38,,H. Whiteside misses free throw 1 of 1
4:11.0,,,35-38,,Offensive rebound by K. Olynyk
4:07.0,,,35-38,,G. Dragic misses 3-pt shot from 27 ft
4:05.0,Defensive rebound by Team,,35-38,,
3:48.0,J. Redick makes 2-pt shot from 20 ft (assist by J. Embiid),2,37-38,,
3:37.0,,,37-38,,K. Olynyk misses 3-pt shot from 24 ft
3:32.0,Defensive rebound by J. Embiid,,37-38,,
3:20.0,J. Redick makes 3-pt shot from 26 ft,3,40-38,,
3:20.0,Shooting foul by T. Johnson (drawn by J. Redick),,40-38,,
3:20.0,J. Redick makes free throw 1 of 1,1,41-38,,
3:15.0,,,41-38,,Turnover by G. Dragic (bad pass; steal by J. Redick)
3:09.0,J. Redick misses 3-pt shot from 25 ft,,41-38,,
3:04.0,,,41-38,,Defensive rebound by H. Whiteside
2:51.0,,,41-40,2,G. Dragic makes 2-pt shot from 1 ft (assist by H. Whiteside)
2:37.0,B. Simmons makes 2-pt shot from 1 ft (assist by J. Embiid),2,43-40,,
2:21.0,,,43-42,2,H. Whiteside makes 2-pt shot from 17 ft
2:09.0,,,43-42,,Personal foul by J. Winslow (drawn by B. Simmons)
2:09.0,B. Simmons makes free throw 1 of 2,1,44-42,,
2:09.0,,,44-42,,D. Wade enters the game for J. Winslow
2:09.0,R. Holmes enters the game for D. Saric,,44-42,,
2:09.0,B. Simmons misses free throw 2 of 2,,44-42,,
2:03.0,Jump ball: H. Whiteside vs. R. Holmes (K. Olynyk gains possession),,,,Jump ball: H. Whiteside vs. R. Holmes (K. Olynyk gains possession)
2:03.0,,,44-42,,Offensive rebound by Team
1:46.0,,,44-42,,H. Whiteside misses 2-pt shot from 13 ft
1:45.0,,,44-42,,Offensive rebound by G. Dragic
1:44.0,,,44-42,,G. Dragic misses 2-pt shot at rim
1:43.0,Defensive rebound by J. Embiid,,44-42,,
1:36.0,Turnover by T. McConnell (bad pass),,44-42,,
1:36.0,,,44-42,,J. Richardson enters the game for G. Dragic
1:19.0,,,44-45,3,D. Wade makes 3-pt shot from 25 ft (assist by K. Olynyk)
0:57.0,J. Embiid makes 2-pt shot from 1 ft,2,46-45,,
0:39.0,,,46-45,,D. Wade misses 2-pt shot from 7 ft
0:35.0,Defensive rebound by J. Embiid,,46-45,,
0:29.0,J. Redick misses 3-pt shot from 25 ft,,46-45,,
0:25.0,,,46-45,,Defensive rebound by H. Whiteside
0:05.0,,,46-45,,K. Olynyk misses 3-pt shot from 27 ft
0:04.0,Defensive rebound by Team,,46-45,,
0:04.0,,,46-45,,B. Adebayo enters the game for H. Whiteside
0:04.0,D. Saric enters the game for R. Holmes,,46-45,,
0:00.0,D. Saric makes 2-pt shot at rim (assist by J. Redick),2,48-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,48-48,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Winslow)
11:24.0,J. Embiid misses 2-pt shot from 14 ft,,48-48,,
11:21.0,,,48-48,,Defensive rebound by T. Johnson
11:14.0,,,48-51,3,T. Johnson makes 3-pt shot from 25 ft (assist by J. Winslow)
11:12.0,Philadelphia full timeout,,48-51,,
10:58.0,Turnover by J. Redick (bad pass; steal by J. Richardson),,48-51,,
10:52.0,,,48-51,,J. Richardson misses 3-pt shot from 26 ft
10:49.0,Defensive rebound by R. Covington,,48-51,,
10:42.0,Offensive charge foul by J. Embiid (drawn by J. Richardson),,48-51,,
10:42.0,Turnover by J. Embiid (offensive foul),,48-51,,
10:26.0,,,48-51,,J. Richardson misses 2-pt shot from 16 ft
10:24.0,Defensive rebound by J. Embiid,,48-51,,
10:18.0,R. Covington makes 3-pt shot from 25 ft (assist by B. Simmons),3,51-51,,
10:07.0,,,51-51,,G. Dragic misses 2-pt shot from 13 ft
10:05.0,Defensive rebound by D. Saric,,51-51,,
9:57.0,J. Embiid makes 3-pt shot from 25 ft (assist by B. Simmons),3,54-51,,
9:43.0,,,54-54,3,G. Dragic makes 3-pt shot from 22 ft (assist by J. Richardson)
9:29.0,J. Embiid makes 2-pt shot from 1 ft (assist by B. Simmons),2,56-54,,
9:29.0,Shooting foul by H. Whiteside (drawn by J. Embiid),,56-54,,
9:29.0,J. Embiid misses free throw 1 of 1,,56-54,,
9:26.0,,,56-54,,Defensive rebound by H. Whiteside
9:20.0,,,56-56,2,J. Richardson makes 2-pt shot at rim (assist by T. Johnson)
9:01.0,D. Saric makes 3-pt shot from 24 ft (assist by J. Redick),3,59-56,,
8:49.0,,,59-56,,Shooting foul by J. Redick (drawn by T. Johnson)
8:49.0,,,59-57,1,T. Johnson makes free throw 1 of 2
8:49.0,,,59-58,1,T. Johnson makes free throw 2 of 2
8:39.0,Turnover by J. Embiid (lost ball; steal by H. Whiteside),,59-58,,
8:26.0,Personal foul by D. Saric (drawn by H. Whiteside),,59-58,,
8:26.0,M. Belinelli enters the game for J. Redick,,59-58,,
8:11.0,,,59-58,,T. Johnson misses 2-pt shot from 9 ft
8:06.0,Jump ball: H. Whiteside vs. J. Embiid (R. Covington gains possession),,,,Jump ball: H. Whiteside vs. J. Embiid (R. Covington gains possession)
8:06.0,Defensive rebound by Team,,59-58,,
7:55.0,M. Belinelli misses 3-pt shot from 25 ft,,59-58,,
7:54.0,,,59-58,,Defensive rebound by Team
7:42.0,,,59-58,,Turnover by G. Dragic (bad pass)
7:27.0,D. Saric makes 2-pt shot from 1 ft (assist by M. Belinelli),2,61-58,,
7:09.0,,,61-58,,Turnover by H. Whiteside (bad pass; steal by M. Belinelli)
7:01.0,R. Covington misses 2-pt shot from 1 ft,,61-58,,
7:01.0,,,61-58,,Defensive rebound by Team
7:01.0,Loose ball foul by J. Embiid (drawn by J. Winslow),,61-58,,
7:01.0,,,61-58,,D. Wade enters the game for T. Johnson
7:01.0,A. Johnson enters the game for J. Embiid,,61-58,,
6:43.0,,,61-58,,J. Winslow misses 3-pt shot from 22 ft
6:40.0,Defensive rebound by B. Simmons,,61-58,,
6:35.0,R. Covington misses 2-pt shot from 1 ft (block by H. Whiteside),,61-58,,
6:30.0,,,61-58,,Defensive rebound by J. Winslow
6:24.0,,,61-58,,J. Richardson misses 2-pt shot from 21 ft
6:19.0,Defensive rebound by A. Johnson,,61-58,,
6:10.0,R. Covington misses 2-pt shot from 5 ft,,61-58,,
6:08.0,Offensive rebound by A. Johnson,,61-58,,
6:08.0,Shooting foul by J. Richardson (drawn by D. Saric),,61-58,,
6:08.0,D. Saric makes free throw 1 of 2,1,62-58,,
6:08.0,T. McConnell enters the game for R. Covington,,62-58,,
6:08.0,D. Saric makes free throw 2 of 2,1,63-58,,
5:55.0,,,63-58,,D. Wade misses 2-pt shot from 9 ft
5:49.0,Defensive rebound by D. Saric,,63-58,,
5:42.0,D. Saric makes 2-pt shot from 19 ft (assist by B. Simmons),2,65-58,,
5:42.0,,,65-58,,Miami full timeout
5:42.0,,,65-58,,J. Johnson enters the game for J. Winslow
5:23.0,,,65-58,,Turnover by D. Wade (bad pass)
5:14.0,B. Simmons makes 2-pt shot from 1 ft (assist by D. Saric),2,67-58,,
4:55.0,,,67-58,,H. Whiteside misses 2-pt shot from 1 ft
4:55.0,,,67-58,,Offensive rebound by H. Whiteside
4:55.0,,,67-58,,Shooting foul by A. Johnson (drawn by H. Whiteside)
4:55.0,,,67-58,,H. Whiteside misses free throw 1 of 2
4:55.0,,,67-58,,Offensive rebound by Team
4:55.0,,,67-59,1,H. Whiteside makes free throw 2 of 2
4:38.0,A. Johnson misses 2-pt shot from 4 ft,,67-59,,
4:36.0,,,67-59,,Defensive rebound by H. Whiteside
4:29.0,,,67-59,,G. Dragic misses 2-pt shot from 16 ft
4:27.0,Defensive rebound by B. Simmons,,67-59,,
4:25.0,Turnover by B. Simmons (traveling),,67-59,,
4:04.0,,,67-61,2,G. Dragic makes 2-pt shot from 1 ft (assist by H. Whiteside)
3:41.0,J. Embiid enters the game for A. Johnson,,67-61,,
3:41.0,J. Redick enters the game for D. Saric,,67-61,,
3:41.0,R. Holmes enters the game for B. Simmons,,67-61,,
3:37.0,J. Redick misses 2-pt shot from 2 ft,,67-61,,
3:34.0,Offensive rebound by J. Embiid,,67-61,,
3:33.0,Turnover by J. Embiid (lost ball; steal by D. Wade),,67-61,,
3:29.0,,,67-61,,J. Richardson misses 2-pt shot from 1 ft
3:29.0,,,67-61,,Offensive rebound by Team
3:29.0,,,67-61,,K. Olynyk enters the game for H. Whiteside
3:16.0,,,67-61,,G. Dragic misses 2-pt shot from 1 ft (block by R. Holmes)
3:13.0,Defensive rebound by J. Redick,,67-61,,
3:09.0,T. McConnell misses 3-pt shot from 26 ft,,67-61,,
3:06.0,Offensive rebound by J. Embiid,,67-61,,
3:03.0,Offensive charge foul by J. Embiid (drawn by K. Olynyk),,67-61,,
3:03.0,Turnover by J. Embiid (offensive foul),,67-61,,
3:03.0,,,67-61,,R. McGruder enters the game for G. Dragic
3:03.0,D. Saric enters the game for J. Embiid,,67-61,,
2:41.0,,,67-63,2,K. Olynyk makes 2-pt shot from 1 ft
2:34.0,,,67-63,,Personal foul by J. Johnson (drawn by D. Saric)
2:14.0,R. Holmes makes 2-pt shot from 5 ft,2,69-63,,
2:03.0,,,69-65,2,D. Wade makes 2-pt shot from 15 ft
1:46.0,Turnover by D. Saric (lost ball; steal by D. Wade),,69-65,,
1:43.0,R. Covington enters the game for M. Belinelli,,69-65,,
1:39.0,,,69-65,,Turnover by K. Olynyk (traveling)
1:28.0,,,69-65,,Personal foul by J. Richardson (drawn by R. Covington)
1:21.0,D. Saric makes 3-pt shot from 25 ft (assist by T. McConnell),3,72-65,,
1:09.0,,,72-67,2,D. Wade makes 2-pt shot from 4 ft
0:58.0,J. Redick misses 2-pt shot from 1 ft,,72-67,,
0:58.0,,,72-67,,Defensive rebound by Team
0:58.0,Loose ball foul by R. Holmes (drawn by K. Olynyk),,72-67,,
0:58.0,,,72-68,1,K. Olynyk makes free throw 1 of 2
0:58.0,,,72-68,,K. Olynyk misses free throw 2 of 2
0:55.0,Defensive rebound by D. Saric,,72-68,,
0:47.0,R. Covington misses 3-pt shot from 26 ft,,72-68,,
0:44.0,Offensive rebound by T. McConnell,,72-68,,
0:40.0,J. Redick makes 3-pt shot from 24 ft (assist by D. Saric),3,75-68,,
0:29.0,,,75-68,,J. Johnson misses 2-pt shot from 19 ft
0:24.0,,,75-68,,Offensive rebound by J. Richardson
0:24.0,,,75-70,2,J. Richardson makes 2-pt shot at rim
0:09.0,D. Saric misses 3-pt shot from 25 ft,,75-70,,
0:06.0,,,75-70,,Defensive rebound by J. Richardson
0:00.0,,,75-73,3,D. Wade makes 3-pt shot from 27 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,T. McConnell makes 3-pt shot from 25 ft (assist by M. Belinelli),3,78-73,,
11:19.0,,,78-73,,D. Wade misses 3-pt shot from 25 ft
11:16.0,,,78-73,,Offensive rebound by K. Olynyk
11:14.0,,,78-73,,Turnover by K. Olynyk (lost ball; steal by T. McConnell)
10:55.0,J. Embiid misses 2-pt shot from 7 ft (block by J. Johnson),,78-73,,
10:54.0,,,78-73,,Defensive rebound by J. Johnson
10:49.0,,,78-73,,Shooting foul by J. Embiid (drawn by K. Olynyk)
10:49.0,,,78-74,1,K. Olynyk makes free throw 1 of 3
10:49.0,,,78-75,1,K. Olynyk makes free throw 2 of 3
10:49.0,A. Johnson enters the game for J. Embiid,,78-75,,
10:49.0,,,78-76,1,K. Olynyk makes free throw 3 of 3
10:35.0,M. Belinelli makes 3-pt shot from 26 ft (assist by R. Covington),3,81-76,,
10:17.0,,,81-76,,Turnover by K. Olynyk (traveling)
10:17.0,D. Saric enters the game for A. Johnson,,81-76,,
10:03.0,M. Belinelli makes 3-pt shot from 25 ft (assist by R. Holmes),3,84-76,,
9:39.0,,,84-76,,J. Richardson misses 2-pt shot from 21 ft
9:37.0,Defensive rebound by R. Covington,,84-76,,
9:21.0,R. Holmes makes 2-pt shot from 9 ft,2,86-76,,
9:21.0,,,86-76,,Miami full timeout
9:21.0,,,86-76,,G. Dragic enters the game for D. Wade
8:58.0,,,86-79,3,G. Dragic makes 3-pt shot from 25 ft
8:43.0,M. Belinelli misses 3-pt shot from 25 ft,,86-79,,
8:40.0,,,86-79,,Defensive rebound by J. Richardson
8:23.0,,,86-79,,G. Dragic misses 2-pt shot from 7 ft
8:21.0,,,86-79,,Offensive rebound by J. Johnson
8:16.0,,,86-79,,R. McGruder misses 3-pt shot from 22 ft
8:13.0,Defensive rebound by R. Holmes,,86-79,,
7:59.0,T. McConnell misses 2-pt shot from 1 ft,,86-79,,
7:59.0,,,86-79,,Defensive rebound by Team
7:59.0,Loose ball foul by R. Holmes (drawn by K. Olynyk),,86-79,,
7:59.0,,,86-79,,H. Whiteside enters the game for K. Olynyk
7:59.0,B. Simmons enters the game for T. McConnell,,86-79,,
7:59.0,A. Johnson enters the game for R. Holmes,,86-79,,
7:43.0,,,86-79,,Turnover by J. Richardson (bad pass; steal by D. Saric)
7:39.0,Offensive charge foul by B. Simmons (drawn by J. Richardson),,86-79,,
7:39.0,Turnover by B. Simmons (offensive foul),,86-79,,
7:26.0,,,86-82,3,R. McGruder makes 3-pt shot from 25 ft (assist by G. Dragic)
7:25.0,Philadelphia full timeout,,86-82,,
7:13.0,Turnover by A. Johnson (bad pass; steal by J. Richardson),,86-82,,
7:01.0,Violation by R. Covington (kicked ball),,86-82,,
7:01.0,,,86-82,,Turnover by Team (turnover)
6:42.0,A. Johnson misses 2-pt shot from 1 ft (block by H. Whiteside),,86-82,,
6:40.0,Offensive rebound by A. Johnson,,86-82,,
