time,Indiana,pts.away,score,pts.home,Cleveland
7:57.0,D. Sabonis misses 2-pt shot from 20 ft,,6-13,,
7:54.0,,,6-13,,Defensive rebound by K. Love
7:46.0,,,6-13,,K. Love misses 3-pt shot from 25 ft
7:44.0,Defensive rebound by D. Sabonis,,6-13,,
7:34.0,B. Bogdanovic misses 2-pt shot from 19 ft,,6-13,,
7:30.0,,,6-13,,Defensive rebound by K. Love
7:25.0,Personal foul by B. Bogdanovic (drawn by L. James),,6-13,,
7:22.0,,,6-13,,Turnover by K. Love (bad pass)
7:15.0,,,6-13,,Personal block foul by K. Love (drawn by D. Collison)
7:08.0,Shooting foul by J. Smith (drawn by V. Oladipo),,6-13,,
7:08.0,V. Oladipo makes free throw 1 of 2,1,7-13,,
7:08.0,V. Oladipo makes free throw 2 of 2,1,8-13,,
6:55.0,,,8-13,,Turnover by L. James (bad pass; steal by T. Young)
6:49.0,D. Sabonis makes 2-pt shot from 1 ft (assist by V. Oladipo),2,10-13,,
6:49.0,,,10-13,,Cleveland full timeout
6:33.0,,,10-16,3,K. Love makes 3-pt shot from 28 ft (assist by I. Thomas)
6:15.0,T. Young makes 2-pt shot from 8 ft (assist by D. Collison),2,12-16,,
6:07.0,Personal foul by B. Bogdanovic (drawn by K. Love),,12-16,,
6:07.0,L. Stephenson enters the game for B. Bogdanovic,,12-16,,
6:03.0,,,12-16,,J. Smith misses 3-pt shot from 25 ft
6:00.0,Defensive rebound by D. Sabonis,,12-16,,
5:53.0,D. Collison makes 2-pt shot from 1 ft,2,14-16,,
5:33.0,,,14-18,2,T. Thompson makes 2-pt shot from 1 ft (assist by I. Thomas)
5:25.0,D. Collison makes 3-pt shot from 26 ft,3,17-18,,
5:13.0,,,17-18,,I. Thomas misses 3-pt shot from 26 ft
5:10.0,,,17-18,,Offensive rebound by K. Love
5:07.0,,,17-21,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Love)
4:44.0,D. Collison misses 3-pt shot from 25 ft,,17-21,,
4:39.0,,,17-21,,Defensive rebound by L. James
4:35.0,,,17-21,,I. Thomas misses 3-pt shot from 26 ft
4:35.0,Defensive rebound by D. Sabonis,,17-21,,
4:29.0,V. Oladipo makes 3-pt shot from 23 ft (assist by D. Collison),3,20-21,,
4:16.0,Personal foul by L. Stephenson (drawn by L. James),,20-21,,
4:16.0,A. Jefferson enters the game for D. Sabonis,,20-21,,
4:05.0,,,20-23,2,L. James makes 2-pt shot from 3 ft
4:05.0,,,20-23,,Shooting foul by L. Stephenson (drawn by L. James)
4:05.0,,,20-23,,L. James misses free throw 1 of 1
4:04.0,Defensive rebound by V. Oladipo,,20-23,,
3:42.0,T. Young misses 2-pt shot from 18 ft,,20-23,,
3:39.0,,,20-23,,Defensive rebound by T. Thompson
3:34.0,,,20-26,3,J. Smith makes 3-pt shot from 25 ft (assist by L. James)
3:33.0,Indiana full timeout,,20-26,,
3:12.0,A. Jefferson misses 2-pt shot from 2 ft,,20-26,,
3:10.0,,,20-26,,Defensive rebound by K. Love
3:01.0,,,20-26,,L. James misses 2-pt shot from 22 ft
2:59.0,Defensive rebound by V. Oladipo,,20-26,,
2:54.0,V. Oladipo makes 2-pt shot from 1 ft,2,22-26,,
2:54.0,Shooting foul by T. Thompson (drawn by V. Oladipo),,22-26,,
2:54.0,,,22-26,,D. Rose enters the game for I. Thomas
2:54.0,C. Joseph enters the game for D. Collison,,22-26,,
2:54.0,V. Oladipo makes free throw 1 of 1,1,23-26,,
2:40.0,,,23-26,,Shooting foul by A. Jefferson (drawn by L. James)
2:40.0,,,23-27,1,L. James makes free throw 1 of 2
2:40.0,,,23-27,,C. Frye enters the game for T. Thompson
2:40.0,,,23-28,1,L. James makes free throw 2 of 2
2:29.0,L. Stephenson makes 3-pt shot from 22 ft (assist by V. Oladipo),3,26-28,,
2:16.0,,,26-31,3,J. Smith makes 3-pt shot from 24 ft (assist by C. Frye)
1:55.0,L. Stephenson misses 3-pt shot from 26 ft,,26-31,,
1:55.0,,,26-31,,Defensive rebound by K. Love
1:48.0,,,26-31,,Turnover by L. James (turnover)
1:48.0,,,26-31,,J. Crowder enters the game for K. Love
1:48.0,A. Poythress enters the game for T. Young,,26-31,,
1:37.0,V. Oladipo misses 3-pt shot from 28 ft,,26-31,,
1:33.0,,,26-31,,Defensive rebound by J. Crowder
1:27.0,,,26-33,2,D. Rose makes 2-pt shot at rim
1:11.0,A. Jefferson makes 2-pt shot from 16 ft (assist by V. Oladipo),2,28-33,,
1:04.0,,,28-33,,Shooting foul by V. Oladipo (drawn by J. Crowder)
1:04.0,,,28-34,1,J. Crowder makes free throw 1 of 2
1:04.0,J. Young enters the game for V. Oladipo,,28-34,,
1:04.0,,,28-35,1,J. Crowder makes free throw 2 of 2
0:43.0,A. Jefferson misses 2-pt shot from 16 ft (block by C. Frye),,28-35,,
0:40.0,,,28-35,,Defensive rebound by L. James
0:29.0,,,28-38,3,D. Rose makes 3-pt shot from 25 ft (assist by L. James)
0:10.0,L. Stephenson makes 3-pt shot from 25 ft,3,31-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,A. Jefferson misses 2-pt shot from 15 ft,,31-38,,
11:47.0,,,31-38,,Defensive rebound by D. Rose
11:40.0,,,31-38,,C. Frye misses 3-pt shot from 23 ft
11:40.0,Defensive rebound by A. Jefferson,,31-38,,
11:15.0,C. Joseph makes 3-pt shot from 25 ft,3,34-38,,
10:52.0,,,34-40,2,J. Green makes 2-pt shot from 11 ft (assist by J. Crowder)
10:43.0,L. Stephenson misses 3-pt shot from 28 ft,,34-40,,
10:42.0,Offensive rebound by C. Joseph,,34-40,,
10:40.0,,,34-40,,Personal block foul by K. Korver (drawn by C. Joseph)
10:40.0,D. Sabonis enters the game for A. Jefferson,,34-40,,
10:35.0,C. Joseph makes 3-pt shot from 26 ft (assist by A. Poythress),3,37-40,,
10:20.0,,,37-42,2,J. Green makes 2-pt shot from 1 ft (assist by K. Korver)
10:11.0,C. Joseph misses 2-pt shot from 12 ft,,37-42,,
10:09.0,,,37-42,,Defensive rebound by K. Korver
10:05.0,Personal foul by J. Young (drawn by D. Rose),,37-42,,
9:51.0,,,37-44,2,J. Green makes 2-pt shot from 16 ft
9:28.0,Shooting foul by K. Korver (drawn by D. Sabonis),,37-44,,
9:28.0,D. Sabonis makes free throw 1 of 2,1,38-44,,
9:28.0,D. Sabonis makes free throw 2 of 2,1,39-44,,
9:18.0,,,39-46,2,D. Rose makes 2-pt shot from 5 ft
8:56.0,J. Young misses 2-pt shot from 23 ft,,39-46,,
8:56.0,,,39-46,,Defensive rebound by Team
8:50.0,,,39-46,,J. Green misses 2-pt shot from 2 ft
8:46.0,Defensive rebound by L. Stephenson,,39-46,,
8:29.0,,,39-46,,Personal foul by J. Crowder (drawn by C. Joseph)
8:19.0,Turnover by D. Sabonis (out of bounds lost ball),,39-46,,
8:06.0,,,39-46,,J. Crowder misses 3-pt shot from 25 ft
8:03.0,Defensive rebound by A. Poythress,,39-46,,
7:59.0,L. Stephenson misses 2-pt shot from 14 ft,,39-46,,
7:55.0,,,39-46,,Defensive rebound by J. Crowder
7:52.0,,,39-46,,Shooting foul by D. Sabonis (drawn by J. Green)
7:52.0,,,39-47,1,J. Green makes free throw 1 of 2
7:52.0,D. Collison enters the game for J. Young,,39-47,,
7:52.0,,,39-47,,J. Green misses free throw 2 of 2
7:50.0,Defensive rebound by D. Sabonis,,39-47,,
7:26.0,L. Stephenson makes 2-pt shot from 14 ft,2,41-47,,
7:15.0,,,41-49,2,C. Frye makes 2-pt shot from 1 ft (assist by D. Rose)
6:57.0,C. Joseph misses 2-pt shot from 19 ft,,41-49,,
6:56.0,A. Poythress misses 2-pt shot at rim,,41-49,,
6:56.0,Offensive rebound by A. Poythress,,41-49,,
6:51.0,Offensive rebound by Team,,41-49,,
6:51.0,,,41-49,,Cleveland full timeout
6:51.0,V. Oladipo enters the game for L. Stephenson,,41-49,,
6:48.0,Jump ball: C. Frye vs. A. Poythress (V. Oladipo gains possession),,,,Jump ball: C. Frye vs. A. Poythress (V. Oladipo gains possession)
6:36.0,D. Collison makes 3-pt shot from 24 ft (assist by C. Joseph),3,44-49,,
6:24.0,,,44-51,2,J. Green makes 2-pt shot from 1 ft (assist by D. Rose)
6:06.0,A. Poythress makes 2-pt shot at rim (assist by D. Sabonis),2,46-51,,
5:57.0,,,46-51,,D. Rose misses 3-pt shot from 26 ft
5:57.0,Defensive rebound by V. Oladipo,,46-51,,
5:49.0,Turnover by V. Oladipo (bad pass; steal by J. Crowder),,46-51,,
5:36.0,,,46-53,2,C. Frye makes 2-pt shot from 20 ft (assist by J. Green)
5:19.0,D. Sabonis makes 2-pt shot from 6 ft (assist by D. Collison),2,48-53,,
5:19.0,,,48-53,,Cleveland full timeout
5:19.0,,,48-53,,K. Love enters the game for D. Rose
5:19.0,,,48-53,,J. Smith enters the game for C. Frye
5:19.0,,,48-53,,I. Thomas enters the game for K. Korver
5:19.0,,,48-53,,T. Thompson enters the game for J. Green
5:19.0,,,48-53,,L. James enters the game for J. Crowder
5:19.0,T. Young enters the game for A. Poythress,,48-53,,
5:19.0,B. Bogdanovic enters the game for C. Joseph,,48-53,,
5:03.0,,,48-53,,L. James misses 2-pt shot from 13 ft
5:01.0,Defensive rebound by D. Sabonis,,48-53,,
4:55.0,T. Young misses 2-pt shot from 1 ft,,48-53,,
4:52.0,,,48-53,,Defensive rebound by L. James
4:48.0,,,48-53,,Turnover by I. Thomas (lost ball; steal by D. Collison)
4:36.0,T. Young misses 3-pt shot from 23 ft,,48-53,,
4:36.0,,,48-53,,Defensive rebound by I. Thomas
4:23.0,,,48-53,,Turnover by L. James (bad pass; steal by T. Young)
4:17.0,V. Oladipo misses 2-pt shot at rim,,48-53,,
4:13.0,Offensive rebound by D. Collison,,48-53,,
4:08.0,D. Sabonis makes 2-pt shot from 1 ft (assist by D. Collison),2,50-53,,
3:44.0,,,50-53,,T. Thompson misses 2-pt shot from 6 ft
3:41.0,,,50-53,,Offensive rebound by T. Thompson
3:39.0,,,50-56,3,I. Thomas makes 3-pt shot from 26 ft (assist by T. Thompson)
3:24.0,D. Sabonis makes 2-pt shot from 11 ft (assist by V. Oladipo),2,52-56,,
3:12.0,,,52-56,,J. Smith misses 3-pt shot from 22 ft
3:12.0,Defensive rebound by D. Collison,,52-56,,
3:07.0,D. Collison misses 2-pt shot from 7 ft (block by I. Thomas),,52-56,,
3:06.0,,,52-56,,Defensive rebound by K. Love
2:58.0,,,52-58,2,T. Thompson makes 2-pt shot from 2 ft (assist by L. James)
2:58.0,Indiana full timeout,,52-58,,
2:47.0,B. Bogdanovic misses 3-pt shot from 25 ft,,52-58,,
2:45.0,,,52-58,,Defensive rebound by T. Thompson
2:37.0,,,52-61,3,K. Love makes 3-pt shot from 24 ft (assist by L. James)
2:24.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by V. Oladipo),3,55-61,,
2:09.0,,,55-63,2,L. James makes 2-pt shot at rim (assist by K. Love)
1:52.0,V. Oladipo misses 3-pt shot from 25 ft,,55-63,,
1:49.0,,,55-63,,Defensive rebound by T. Thompson
1:44.0,,,55-66,3,J. Smith makes 3-pt shot from 22 ft (assist by I. Thomas)
1:27.0,V. Oladipo makes 2-pt shot at rim,2,57-66,,
1:27.0,Shooting foul by K. Love (drawn by V. Oladipo),,57-66,,
1:27.0,V. Oladipo misses free throw 1 of 1,,57-66,,
1:24.0,,,57-66,,Defensive rebound by L. James
1:14.0,,,57-68,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
0:53.0,D. Sabonis makes 3-pt shot from 27 ft (assist by B. Bogdanovic),3,60-68,,
0:39.0,,,60-68,,J. Green enters the game for K. Love
0:39.0,A. Poythress enters the game for B. Bogdanovic,,60-68,,
0:32.0,,,60-71,3,J. Smith makes 3-pt shot from 24 ft (assist by I. Thomas)
0:13.0,V. Oladipo misses 3-pt shot from 26 ft,,60-71,,
0:09.0,,,60-71,,Defensive rebound by L. James
0:00.0,,,60-73,2,L. James makes 2-pt shot from 16 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,D. Collison misses 2-pt shot from 17 ft,,60-73,,
11:34.0,Offensive rebound by D. Sabonis,,60-73,,
11:31.0,V. Oladipo misses 3-pt shot from 26 ft,,60-73,,
11:29.0,,,60-73,,Defensive rebound by L. James
11:25.0,,,60-75,2,J. Smith makes 2-pt shot at rim (assist by L. James)
11:08.0,B. Bogdanovic misses 2-pt shot from 17 ft,,60-75,,
11:05.0,,,60-75,,Defensive rebound by L. James
11:02.0,,,60-75,,K. Love misses 3-pt shot from 25 ft
10:59.0,Defensive rebound by B. Bogdanovic,,60-75,,
10:45.0,V. Oladipo makes 2-pt shot at rim (assist by T. Young),2,62-75,,
10:25.0,Personal foul by V. Oladipo (drawn by J. Smith),,62-75,,
10:13.0,,,62-75,,Turnover by L. James (bad pass; steal by D. Collison)
10:05.0,D. Collison makes 2-pt shot at rim,2,64-75,,
9:54.0,,,64-78,3,I. Thomas makes 3-pt shot from 25 ft
9:44.0,Turnover by V. Oladipo (lost ball; steal by J. Smith),,64-78,,
9:36.0,,,64-78,,Turnover by L. James (bad pass)
9:24.0,Turnover by T. Young (lost ball; steal by K. Love),,64-78,,
9:16.0,,,64-80,2,L. James makes 2-pt shot from 21 ft
9:16.0,Indiana full timeout,,64-80,,
9:08.0,B. Bogdanovic misses 3-pt shot from 26 ft,,64-80,,
9:03.0,,,64-80,,Defensive rebound by I. Thomas
8:57.0,,,64-80,,L. James misses 2-pt shot from 17 ft
8:55.0,Defensive rebound by D. Sabonis,,64-80,,
8:40.0,D. Collison misses 2-pt shot from 14 ft,,64-80,,
8:37.0,,,64-80,,Defensive rebound by L. James
8:28.0,,,64-80,,K. Love misses 3-pt shot from 29 ft
8:25.0,Defensive rebound by V. Oladipo,,64-80,,
8:15.0,D. Collison makes 3-pt shot from 26 ft (assist by D. Sabonis),3,67-80,,
7:59.0,,,67-80,,I. Thomas misses 3-pt shot from 24 ft (block by D. Collison)
7:58.0,Defensive rebound by B. Bogdanovic,,67-80,,
7:42.0,Turnover by D. Collison (bad pass; steal by J. Smith),,67-80,,
7:37.0,,,67-80,,J. Smith misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by Team,,67-80,,
7:19.0,Turnover by D. Sabonis (bad pass; steal by L. James),,67-80,,
7:15.0,,,67-80,,Turnover by I. Thomas (bad pass; steal by B. Bogdanovic)
7:06.0,V. Oladipo makes 3-pt shot from 25 ft (assist by D. Collison),3,70-80,,
7:06.0,,,70-80,,Cleveland full timeout
6:47.0,,,70-83,3,J. Smith makes 3-pt shot from 24 ft (assist by L. James)
6:32.0,D. Collison misses 2-pt shot from 12 ft,,70-83,,
6:32.0,Offensive rebound by D. Sabonis,,70-83,,
6:24.0,T. Young misses 2-pt shot from 3 ft,,70-83,,
6:19.0,,,70-83,,Defensive rebound by T. Thompson
6:17.0,,,70-83,,I. Thomas misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by D. Sabonis,,70-83,,
6:12.0,Shooting foul by T. Thompson (drawn by T. Young),,70-83,,
6:12.0,T. Young makes free throw 1 of 2,1,71-83,,
6:12.0,T. Young makes free throw 2 of 2,1,72-83,,
5:54.0,,,72-83,,Turnover by I. Thomas (lost ball; steal by D. Collison)
5:54.0,,,72-83,,Personal foul by J. Smith (drawn by D. Collison)
5:43.0,V. Oladipo makes 3-pt shot from 25 ft (assist by B. Bogdanovic),3,75-83,,
5:26.0,,,75-83,,Turnover by I. Thomas (lost ball; steal by V. Oladipo)
5:26.0,,,75-83,,Technical foul by I. Thomas
5:26.0,B. Bogdanovic makes technical free throw,1,76-83,,
5:26.0,,,76-83,,D. Rose enters the game for I. Thomas
5:12.0,D. Sabonis misses 2-pt shot from 11 ft,,76-83,,
5:10.0,,,76-83,,Defensive rebound by T. Thompson
4:52.0,,,76-83,,L. James misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by T. Young,,76-83,,
4:48.0,Turnover by D. Sabonis (out of bounds lost ball),,76-83,,
4:33.0,C. Joseph enters the game for D. Collison,,76-83,,
4:24.0,,,76-85,2,D. Rose makes 2-pt shot from 20 ft
4:08.0,V. Oladipo misses 3-pt shot from 26 ft,,76-85,,
4:05.0,,,76-85,,Defensive rebound by D. Rose
3:53.0,,,76-87,2,D. Rose makes 2-pt shot from 16 ft (assist by L. James)
3:37.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,78-87,,
3:20.0,,,78-90,3,D. Rose makes 3-pt shot from 23 ft (assist by L. James)
3:08.0,Turnover by V. Oladipo (bad pass; steal by J. Smith),,78-90,,
3:03.0,,,78-90,,Turnover by J. Smith (bad pass)
3:03.0,A. Jefferson enters the game for D. Sabonis,,78-90,,
2:49.0,B. Bogdanovic misses 3-pt shot from 25 ft,,78-90,,
2:46.0,,,78-90,,Defensive rebound by K. Love
2:45.0,,,78-92,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
2:45.0,Indiana full timeout,,78-92,,
2:45.0,L. Stephenson enters the game for B. Bogdanovic,,78-92,,
2:29.0,A. Jefferson misses 2-pt shot from 12 ft,,78-92,,
2:27.0,Offensive rebound by A. Jefferson,,78-92,,
2:25.0,A. Jefferson misses 2-pt shot from 9 ft,,78-92,,
2:25.0,,,78-92,,Defensive rebound by K. Love
2:15.0,,,78-94,2,L. James makes 2-pt shot from 19 ft
1:52.0,Turnover by L. Stephenson (bad pass),,78-94,,
1:39.0,,,78-96,2,K. Love makes 2-pt shot from 15 ft (assist by L. James)
1:17.0,V. Oladipo misses 2-pt shot from 5 ft (block by L. James),,78-96,,
1:17.0,Offensive rebound by Team,,78-96,,
1:17.0,,,78-96,,J. Crowder enters the game for L. James
1:14.0,C. Joseph misses 2-pt shot from 17 ft,,78-96,,
1:09.0,,,78-96,,Defensive rebound by K. Love
1:05.0,,,78-96,,J. Crowder misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by C. Joseph,,78-96,,
0:48.0,Turnover by V. Oladipo (bad pass; steal by K. Love),,78-96,,
0:43.0,,,78-96,,D. Rose misses 2-pt shot from 19 ft
0:40.0,Defensive rebound by L. Stephenson,,78-96,,
0:36.0,Turnover by L. Stephenson (bad pass; steal by D. Rose),,78-96,,
0:31.0,Personal block foul by T. Young (drawn by J. Crowder),,78-96,,
0:31.0,,,78-96,,J. Crowder misses free throw 2 of 2
0:31.0,Defensive rebound by T. Young,,78-96,,
0:31.0,,,78-97,1,J. Crowder makes free throw 1 of 2
0:12.0,T. Young makes 2-pt shot from 1 ft (assist by C. Joseph),2,80-97,,
0:03.0,,,80-97,,Turnover by D. Rose (lost ball; steal by A. Jefferson)
0:00.0,V. Oladipo misses 3-pt shot from 42 ft,,80-97,,
0:00.0,Offensive rebound by Team,,80-97,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-97,,Turnover by L. James (bad pass; steal by D. Collison)
11:45.0,B. Bogdanovic makes 2-pt shot from 1 ft,2,82-97,,
11:31.0,,,82-97,,C. Frye misses 3-pt shot from 26 ft
11:29.0,,,82-97,,Offensive rebound by J. Green
11:11.0,,,82-99,2,J. Green makes 2-pt shot from 14 ft
10:56.0,A. Jefferson makes 2-pt shot from 17 ft (assist by L. Stephenson),2,84-99,,
10:37.0,,,84-99,,L. James misses 2-pt shot from 20 ft
10:33.0,Defensive rebound by L. Stephenson,,84-99,,
10:30.0,Shooting foul by C. Frye (drawn by L. Stephenson),,84-99,,
10:30.0,L. Stephenson misses free throw 1 of 2,,84-99,,
10:30.0,Offensive rebound by Team,,84-99,,
10:30.0,L. Stephenson makes free throw 2 of 2,1,85-99,,
10:19.0,,,85-101,2,L. James makes 2-pt shot from 1 ft
10:04.0,C. Joseph misses 3-pt shot from 26 ft,,85-101,,
10:01.0,,,85-101,,Defensive rebound by C. Frye
9:58.0,,,85-101,,Turnover by L. James (bad pass)
9:42.0,D. Collison makes 2-pt shot from 17 ft,2,87-101,,
9:21.0,,,87-103,2,L. James makes 2-pt shot from 1 ft
9:08.0,L. Stephenson makes 2-pt shot at rim,2,89-103,,
9:07.0,,,89-103,,Turnover by L. James (traveling)
8:57.0,A. Jefferson makes 2-pt shot at rim (assist by B. Bogdanovic),2,91-103,,
8:43.0,Personal foul by C. Joseph (drawn by J. Green),,91-103,,
8:35.0,,,91-103,,K. Korver misses 3-pt shot from 24 ft
8:32.0,Defensive rebound by A. Jefferson,,91-103,,
8:17.0,C. Joseph makes 2-pt shot at rim (assist by D. Collison),2,93-103,,
8:17.0,,,93-103,,Cleveland full timeout
8:17.0,,,93-103,,I. Thomas enters the game for K. Korver
8:17.0,V. Oladipo enters the game for L. Stephenson,,93-103,,
8:17.0,D. Sabonis enters the game for A. Jefferson,,93-103,,
7:59.0,,,93-103,,Shooting foul by B. Bogdanovic (drawn by L. James)
7:59.0,,,93-104,1,L. James makes free throw 1 of 2
7:59.0,,,93-104,,J. Smith enters the game for C. Frye
7:59.0,,,93-105,1,L. James makes free throw 2 of 2
7:35.0,V. Oladipo makes 3-pt shot from 25 ft (assist by C. Joseph),3,96-105,,
7:16.0,,,96-105,,J. Smith misses 3-pt shot from 24 ft
7:15.0,,,96-105,,Offensive rebound by J. Crowder
7:15.0,,,96-105,,J. Crowder misses 2-pt shot at rim
7:12.0,,,96-105,,Offensive rebound by J. Green
7:00.0,,,96-105,,I. Thomas misses 2-pt shot from 23 ft
6:57.0,Defensive rebound by D. Sabonis,,96-105,,
6:46.0,D. Collison makes 2-pt shot at rim (assist by V. Oladipo),2,98-105,,
6:18.0,,,98-107,2,I. Thomas makes 2-pt shot from 14 ft (assist by J. Green)
6:07.0,V. Oladipo misses 2-pt shot from 2 ft (block by J. Green),,98-107,,
6:07.0,,,98-107,,Defensive rebound by L. James
5:57.0,,,98-107,,I. Thomas misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by C. Joseph,,98-107,,
5:47.0,,,98-107,,Personal foul by J. Smith (drawn by D. Sabonis)
5:47.0,,,98-107,,T. Thompson enters the game for J. Green
5:47.0,,,98-107,,K. Love enters the game for J. Crowder
5:47.0,T. Young enters the game for C. Joseph,,98-107,,
5:37.0,B. Bogdanovic misses 2-pt shot from 6 ft,,98-107,,
5:37.0,,,98-107,,Defensive rebound by K. Love
5:25.0,,,98-107,,J. Smith misses 3-pt shot from 22 ft
5:22.0,Defensive rebound by T. Young,,98-107,,
5:18.0,B. Bogdanovic misses 3-pt shot from 25 ft,,98-107,,
5:15.0,,,98-107,,Defensive rebound by L. James
4:55.0,,,98-109,2,L. James makes 2-pt shot from 22 ft
4:54.0,Indiana full timeout,,98-109,,
4:54.0,L. Stephenson enters the game for B. Bogdanovic,,98-109,,
4:35.0,D. Sabonis makes 2-pt shot from 1 ft (assist by D. Collison),2,100-109,,
4:18.0,,,100-109,,Turnover by T. Thompson (bad pass; steal by D. Collison)
4:15.0,D. Collison makes 2-pt shot from 1 ft,2,102-109,,
3:57.0,,,102-111,2,I. Thomas makes 2-pt shot from 16 ft
3:43.0,D. Collison misses 2-pt shot from 16 ft,,102-111,,
3:40.0,,,102-111,,Defensive rebound by K. Love
3:31.0,Personal foul by L. Stephenson (drawn by L. James),,102-111,,
3:17.0,,,102-111,,I. Thomas misses 3-pt shot from 25 ft
3:17.0,,,102-111,,Offensive rebound by Team
3:17.0,,,102-111,,Turnover by Team (shot clock)
3:02.0,Turnover by D. Sabonis (bad pass; steal by L. James),,102-111,,
2:45.0,,,102-111,,Turnover by L. James (lost ball; steal by T. Young)
2:38.0,D. Sabonis makes 2-pt shot from 1 ft (assist by L. Stephenson),2,104-111,,
2:18.0,,,104-111,,Turnover by I. Thomas (bad pass; steal by D. Collison)
2:10.0,Jump ball: T. Thompson vs. V. Oladipo (L. James gains possession),,,,Jump ball: T. Thompson vs. V. Oladipo (L. James gains possession)
2:10.0,Turnover by V. Oladipo (turnover; steal by T. Thompson),,104-111,,
1:55.0,,,104-111,,Turnover by L. James (bad pass)
1:44.0,T. Young makes 2-pt shot from 20 ft (assist by V. Oladipo),2,106-111,,
1:20.0,,,106-111,,Turnover by L. James (bad pass; steal by D. Sabonis)
1:11.0,D. Collison misses 3-pt shot from 24 ft,,106-111,,
1:07.0,,,106-111,,Defensive rebound by Team
1:07.0,Loose ball foul by T. Young (drawn by K. Love),,106-111,,
1:07.0,,,106-111,,Cleveland full timeout
1:07.0,,,106-111,,K. Korver enters the game for T. Thompson
0:53.0,,,106-113,2,L. James makes 2-pt shot from 1 ft
0:36.0,Turnover by D. Collison (lost ball; steal by L. James),,106-113,,
0:15.0,,,106-113,,L. James misses 3-pt shot from 25 ft
0:14.0,Defensive rebound by T. Young,,106-113,,
0:13.0,Turnover by T. Young (bad pass; steal by J. Smith),,106-113,,
0:06.0,Personal foul by D. Collison (drawn by K. Korver),,106-113,,
0:06.0,,,106-114,1,K. Korver makes free throw 1 of 2
0:06.0,,,106-115,1,K. Korver makes free throw 2 of 2
0:06.0,Indiana full timeout,,106-115,,
0:06.0,,,106-115,,C. Osman enters the game for K. Love
0:06.0,,,106-115,,J. Crowder enters the game for L. James
0:06.0,C. Joseph enters the game for T. Young,,106-115,,
0:03.0,V. Oladipo makes 2-pt shot from 1 ft,2,108-115,,
