time,Dallas,pts.away,score,pts.home,Minnesota
2:53.0,,,62-62,,Offensive rebound by J. Teague
2:48.0,,,62-64,2,J. Teague makes 2-pt shot from 5 ft
2:40.0,Dallas full timeout,,62-64,,
2:40.0,J. Barea enters the game for Y. Ferrell,,62-64,,
2:40.0,D. Powell enters the game for W. Matthews,,62-64,,
2:40.0,D. Harris enters the game for H. Barnes,,62-64,,
2:40.0,D. Nowitzki enters the game for M. Kleber,,62-64,,
2:38.0,Turnover by D. Nowitzki (bad pass; steal by G. Dieng),,62-64,,
2:34.0,,,62-66,2,G. Dieng makes 2-pt shot from 1 ft
2:11.0,J. Barea makes 3-pt shot from 25 ft (assist by D. Powell),3,65-66,,
1:55.0,,,65-66,,Offensive foul by J. Teague (drawn by J. Barea)
1:55.0,,,65-66,,Turnover by J. Teague (offensive foul)
1:55.0,,,65-66,,T. Jones enters the game for J. Teague
1:47.0,J. Barea makes 2-pt shot from 6 ft,2,67-66,,
1:31.0,,,67-66,,A. Wiggins misses 2-pt shot from 8 ft (block by A. Cleveland)
1:29.0,Defensive rebound by J. Barea,,67-66,,
1:14.0,J. Barea misses 2-pt shot from 5 ft,,67-66,,
1:12.0,,,67-66,,Defensive rebound by G. Dieng
1:06.0,,,67-68,2,J. Crawford makes 2-pt shot from 15 ft
0:43.0,Turnover by D. Harris (bad pass),,67-68,,
0:35.0,Personal foul by D. Harris (drawn by J. Crawford),,67-68,,
0:35.0,,,67-69,1,J. Crawford makes free throw 1 of 2
0:35.0,,,67-70,1,J. Crawford makes free throw 2 of 2
0:28.0,,,67-70,,Personal foul by T. Gibson (drawn by D. Nowitzki)
0:16.0,Shooting foul by T. Jones (drawn by J. Barea),,67-70,,
0:16.0,J. Barea misses free throw 1 of 3,,67-70,,
0:16.0,Offensive rebound by Team,,67-70,,
0:16.0,J. Barea makes free throw 2 of 3,1,68-70,,
0:16.0,W. Matthews enters the game for D. Nowitzki,,68-70,,
0:16.0,J. Barea makes free throw 3 of 3,1,69-70,,
0:02.0,Personal foul by D. Powell (drawn by A. Wiggins),,69-70,,
0:02.0,,,69-71,1,A. Wiggins makes free throw 1 of 2
0:02.0,D. Nowitzki enters the game for A. Cleveland,,69-71,,
0:02.0,,,69-71,,A. Wiggins misses free throw 2 of 2
0:01.0,Defensive rebound by D. Harris,,69-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,69-73,2,J. Butler makes 2-pt shot from 1 ft (assist by T. Jones)
11:43.0,,,69-73,,Shooting foul by J. Barea (drawn by J. Butler)
11:43.0,,,69-73,,J. Butler misses free throw 1 of 1
11:43.0,W. Matthews enters the game for A. Cleveland,,69-73,,
11:40.0,Offensive rebound by D. Powell,,69-73,,
11:28.0,W. Matthews makes 3-pt shot from 22 ft (assist by D. Nowitzki),3,72-73,,
11:13.0,,,72-73,,Offensive foul by K. Towns (drawn by W. Matthews)
11:13.0,,,72-73,,Turnover by K. Towns (offensive foul)
11:01.0,,,72-73,,Personal foul by J. Crawford (drawn by D. Harris)
10:54.0,D. Harris makes 2-pt shot from 2 ft,2,74-73,,
10:53.0,,,74-73,,Minnesota full timeout
10:34.0,,,74-73,,Offensive charge foul by K. Towns (drawn by D. Powell)
10:34.0,,,74-73,,Turnover by K. Towns (offensive foul)
10:21.0,Turnover by D. Harris (bad pass; steal by G. Dieng),,74-73,,
10:18.0,,,74-73,,Shooting foul by D. Nowitzki (drawn by J. Butler)
10:18.0,,,74-74,1,J. Butler makes free throw 1 of 2
10:18.0,,,74-75,1,J. Butler makes free throw 2 of 2
10:03.0,Offensive foul by D. Harris (drawn by J. Crawford),,74-75,,
10:03.0,Turnover by D. Harris (offensive foul),,74-75,,
9:45.0,,,74-75,,G. Dieng misses 2-pt shot from 13 ft
9:42.0,Defensive rebound by W. Matthews,,74-75,,
9:35.0,J. Barea misses 2-pt shot from 10 ft,,74-75,,
9:30.0,Offensive rebound by D. Powell,,74-75,,
9:30.0,D. Powell misses 2-pt shot at rim,,74-75,,
9:29.0,,,74-75,,Defensive rebound by G. Dieng
9:19.0,Personal block foul by D. Nowitzki (drawn by G. Dieng),,74-75,,
9:19.0,,,74-75,,J. Teague enters the game for T. Jones
9:12.0,,,74-75,,G. Dieng misses 2-pt shot from 21 ft
9:08.0,Defensive rebound by D. Powell,,74-75,,
8:56.0,D. Nowitzki misses 3-pt shot from 25 ft,,74-75,,
8:50.0,,,74-75,,Defensive rebound by J. Butler
8:39.0,,,74-75,,J. Butler misses 3-pt shot from 25 ft
8:39.0,,,74-75,,Offensive rebound by Team
8:39.0,Loose ball foul by D. Powell (drawn by K. Towns),,74-75,,
8:39.0,M. Kleber enters the game for D. Powell,,74-75,,
8:29.0,,,74-77,2,J. Crawford makes 2-pt shot from 11 ft
8:09.0,J. Barea makes 3-pt shot from 25 ft,3,77-77,,
7:57.0,,,77-77,,K. Towns misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by D. Nowitzki,,77-77,,
7:39.0,D. Harris misses 3-pt shot from 23 ft,,77-77,,
7:35.0,,,77-77,,Defensive rebound by J. Teague
7:23.0,,,77-77,,Shooting foul by D. Nowitzki (drawn by K. Towns)
7:23.0,,,77-78,1,K. Towns makes free throw 1 of 2
7:23.0,,,77-79,1,K. Towns makes free throw 2 of 2
7:04.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea),3,80-79,,
6:40.0,,,80-81,2,G. Dieng makes 2-pt shot from 11 ft (assist by K. Towns)
6:28.0,D. Nowitzki misses 3-pt shot from 25 ft,,80-81,,
6:25.0,,,80-81,,Defensive rebound by G. Dieng
6:04.0,,,80-83,2,J. Crawford makes 2-pt shot from 1 ft
6:04.0,Dallas full timeout,,80-83,,
6:04.0,,,80-83,,T. Gibson enters the game for G. Dieng
6:04.0,,,80-83,,A. Wiggins enters the game for J. Crawford
6:04.0,Y. Ferrell enters the game for D. Harris,,80-83,,
6:04.0,H. Barnes enters the game for D. Nowitzki,,80-83,,
5:46.0,Y. Ferrell misses 2-pt shot from 2 ft,,80-83,,
5:43.0,,,80-83,,Defensive rebound by J. Butler
5:21.0,,,80-85,2,J. Butler makes 2-pt shot from 15 ft (assist by K. Towns)
5:02.0,M. Kleber makes 2-pt shot from 1 ft (assist by J. Barea),2,82-85,,
4:41.0,,,82-87,2,A. Wiggins makes 2-pt shot from 8 ft (assist by J. Teague)
4:21.0,W. Matthews misses 2-pt shot from 2 ft,,82-87,,
4:19.0,,,82-87,,Defensive rebound by K. Towns
4:10.0,Personal foul by Y. Ferrell (drawn by A. Wiggins),,82-87,,
4:10.0,,,82-87,,A. Wiggins misses free throw 1 of 2
4:10.0,,,82-87,,Offensive rebound by Team
4:10.0,,,82-87,,A. Wiggins misses free throw 2 of 2
4:02.0,Defensive rebound by W. Matthews,,82-87,,
3:43.0,M. Kleber makes 3-pt shot from 22 ft (assist by H. Barnes),3,85-87,,
3:17.0,,,85-89,2,J. Butler makes 2-pt shot from 20 ft
3:04.0,,,85-89,,Personal take foul by J. Teague (drawn by J. Barea)
3:04.0,,,85-89,,G. Dieng enters the game for K. Towns
2:49.0,H. Barnes misses 3-pt shot from 25 ft,,85-89,,
2:46.0,Offensive rebound by Y. Ferrell,,85-89,,
2:41.0,W. Matthews makes 3-pt shot from 25 ft (assist by J. Barea),3,88-89,,
2:11.0,,,88-89,,J. Teague misses 2-pt shot from 15 ft
2:07.0,Defensive rebound by M. Kleber,,88-89,,
2:00.0,J. Barea makes 2-pt shot from 9 ft,2,90-89,,
2:00.0,,,90-89,,Minnesota full timeout
2:00.0,,,90-89,,K. Towns enters the game for G. Dieng
1:46.0,,,90-91,2,J. Butler makes 2-pt shot from 16 ft
1:28.0,H. Barnes misses 3-pt shot from 22 ft,,90-91,,
1:25.0,,,90-91,,Defensive rebound by K. Towns
1:12.0,,,90-93,2,A. Wiggins makes 2-pt shot from 5 ft (assist by K. Towns)
0:53.0,W. Matthews misses 2-pt shot from 4 ft,,90-93,,
0:51.0,,,90-93,,Defensive rebound by J. Butler
0:31.0,,,90-93,,A. Wiggins misses 2-pt shot from 3 ft
0:30.0,Defensive rebound by Y. Ferrell,,90-93,,
0:30.0,Dallas full timeout,,90-93,,
0:30.0,D. Harris enters the game for M. Kleber,,90-93,,
0:30.0,D. Nowitzki enters the game for Y. Ferrell,,90-93,,
0:24.0,Shooting foul by J. Butler (drawn by J. Barea),,90-93,,
0:24.0,J. Barea makes free throw 1 of 2,1,91-93,,
0:24.0,A. Cleveland enters the game for D. Nowitzki,,91-93,,
0:24.0,J. Barea makes free throw 2 of 2,1,92-93,,
0:24.0,,,92-93,,Minnesota full timeout
0:24.0,Y. Ferrell enters the game for J. Barea,,92-93,,
0:24.0,,,92-93,,J. Crawford enters the game for T. Gibson
0:16.0,Personal take foul by D. Harris (drawn by J. Crawford),,92-93,,
0:16.0,,,92-94,1,J. Crawford makes free throw 1 of 2
0:16.0,M. Kleber enters the game for Y. Ferrell,,92-94,,
0:16.0,S. Mejri enters the game for D. Harris,,92-94,,
0:16.0,,,92-95,1,J. Crawford makes free throw 2 of 2
0:16.0,Dallas full timeout,,92-95,,
0:16.0,,,92-95,,T. Gibson enters the game for J. Crawford
0:16.0,J. Barea enters the game for A. Cleveland,,92-95,,
0:16.0,D. Powell enters the game for M. Kleber,,92-95,,
0:16.0,D. Nowitzki enters the game for S. Mejri,,92-95,,
0:11.0,W. Matthews misses 3-pt shot from 25 ft,,92-95,,
0:08.0,,,92-95,,Defensive rebound by T. Gibson
0:08.0,Personal take foul by J. Barea (drawn by T. Gibson),,92-95,,
0:08.0,,,92-96,1,T. Gibson makes free throw 1 of 2
0:08.0,D. Harris enters the game for D. Powell,,92-96,,
0:08.0,,,92-97,1,T. Gibson makes free throw 2 of 2
0:02.0,W. Matthews misses 3-pt shot from 25 ft,,92-97,,
0:02.0,,,92-97,,Defensive rebound by J. Butler
