time,Washington,pts.away,score,pts.home,Philadelphia
7:30.0,,,6-9,,T. McConnell enters the game for J. Embiid
7:18.0,M. Morris misses 3-pt shot from 25 ft,,6-9,,
7:15.0,,,6-9,,Defensive rebound by R. Covington
7:09.0,,,6-9,,Turnover by B. Simmons (lost ball; steal by B. Beal)
7:02.0,B. Beal makes 2-pt shot from 2 ft (assist by T. Frazier),2,8-9,,
6:54.0,,,8-11,2,J. Redick makes 2-pt shot from 19 ft (assist by A. Johnson)
6:42.0,Turnover by O. Porter (out of bounds lost ball),,8-11,,
6:42.0,,,8-11,,Philadelphia full timeout
6:42.0,,,8-11,,J. Bayless enters the game for J. Redick
6:23.0,,,8-11,,Turnover by T. McConnell (bad pass)
6:10.0,B. Beal misses 2-pt shot from 15 ft,,8-11,,
6:06.0,,,8-11,,Defensive rebound by B. Simmons
5:58.0,,,8-11,,B. Simmons misses 2-pt shot from 13 ft
5:54.0,Defensive rebound by T. Frazier,,8-11,,
5:51.0,B. Beal makes 3-pt shot from 24 ft (assist by T. Frazier),3,11-11,,
5:39.0,,,11-11,,J. Bayless misses 2-pt shot from 11 ft
5:36.0,Defensive rebound by T. Frazier,,11-11,,
5:32.0,O. Porter misses 3-pt shot from 26 ft,,11-11,,
5:28.0,,,11-11,,Defensive rebound by A. Johnson
5:20.0,,,11-11,,Turnover by B. Simmons (bad pass)
5:03.0,M. Gortat misses 2-pt shot from 13 ft,,11-11,,
5:00.0,,,11-11,,Defensive rebound by B. Simmons
4:42.0,,,11-13,2,T. McConnell makes 2-pt shot from 8 ft
4:29.0,M. Morris misses 2-pt shot from 8 ft,,11-13,,
4:26.0,,,11-13,,Defensive rebound by R. Covington
4:19.0,,,11-15,2,B. Simmons makes 2-pt shot from 4 ft
3:56.0,M. Gortat misses 2-pt shot from 6 ft,,11-15,,
3:55.0,,,11-15,,Defensive rebound by B. Simmons
3:44.0,,,11-17,2,B. Simmons makes 2-pt shot from 4 ft
3:44.0,,,11-17,,Shooting foul by M. Morris (drawn by B. Simmons)
3:44.0,,,11-17,,D. Saric enters the game for R. Covington
3:44.0,K. Oubre enters the game for M. Morris,,11-17,,
3:44.0,,,11-18,1,B. Simmons makes free throw 1 of 1
3:37.0,,,11-18,,Personal foul by T. McConnell (drawn by T. Frazier)
3:37.0,,,11-18,,J. Embiid enters the game for A. Johnson
3:37.0,,,11-18,,T. Luwawu-Cabarrot enters the game for B. Simmons
3:37.0,I. Mahinmi enters the game for T. Frazier,,11-18,,
3:37.0,T. Satoransky enters the game for M. Gortat,,11-18,,
3:32.0,B. Beal misses 2-pt shot from 18 ft,,11-18,,
3:27.0,,,11-18,,Defensive rebound by T. Luwawu-Cabarrot
3:26.0,,,11-20,2,J. Bayless makes 2-pt shot from 4 ft (assist by T. McConnell)
3:15.0,Washington full timeout,,11-20,,
3:15.0,J. Meeks enters the game for B. Beal,,11-20,,
3:03.0,K. Oubre misses 2-pt shot from 2 ft,,11-20,,
3:01.0,,,11-20,,Defensive rebound by T. Luwawu-Cabarrot
3:00.0,,,11-20,,Turnover by J. Bayless (step out of bounds)
2:50.0,K. Oubre makes 2-pt shot from 1 ft (assist by O. Porter),2,13-20,,
2:34.0,,,13-22,2,J. Embiid makes 2-pt shot from 12 ft
2:14.0,O. Porter makes 2-pt shot from 20 ft (assist by T. Satoransky),2,15-22,,
1:57.0,,,15-24,2,D. Saric makes 2-pt shot from 4 ft (assist by J. Bayless)
1:45.0,O. Porter misses 2-pt shot from 8 ft,,15-24,,
1:42.0,,,15-24,,Defensive rebound by J. Embiid
1:33.0,,,15-24,,T. Luwawu-Cabarrot misses 3-pt shot from 22 ft
1:30.0,Defensive rebound by I. Mahinmi,,15-24,,
1:24.0,O. Porter misses 2-pt shot from 15 ft,,15-24,,
1:21.0,,,15-24,,Defensive rebound by D. Saric
1:11.0,,,15-24,,Turnover by J. Embiid (lost ball; steal by O. Porter)
1:06.0,Offensive charge foul by O. Porter (drawn by J. Bayless),,15-24,,
1:06.0,Turnover by O. Porter (offensive foul),,15-24,,
1:06.0,,,15-24,,B. Simmons enters the game for J. Bayless
1:06.0,,,15-24,,J. Redick enters the game for T. McConnell
1:06.0,M. Scott enters the game for O. Porter,,15-24,,
0:52.0,,,15-26,2,J. Redick makes 2-pt shot from 5 ft (assist by T. Luwawu-Cabarrot)
0:42.0,Turnover by M. Scott (bad pass),,15-26,,
0:31.0,,,15-26,,J. Embiid misses 2-pt shot from 8 ft
0:30.0,,,15-26,,Offensive rebound by J. Embiid
0:30.0,,,15-26,,Shooting foul by M. Scott (drawn by J. Embiid)
0:30.0,,,15-27,1,J. Embiid makes free throw 1 of 2
0:30.0,,,15-28,1,J. Embiid makes free throw 2 of 2
0:08.0,J. Meeks makes 3-pt shot from 27 ft (assist by T. Satoransky),3,18-28,,
0:02.0,,,18-28,,T. Luwawu-Cabarrot misses 2-pt shot from 7 ft (block by K. Oubre)
0:01.0,,,18-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,18-28,,B. Simmons misses 2-pt shot from 4 ft
11:48.0,,,18-28,,Offensive rebound by J. Embiid
11:47.0,,,18-28,,Shooting foul by K. Oubre (drawn by J. Embiid)
11:47.0,,,18-28,,J. Embiid misses free throw 1 of 2
11:47.0,,,18-28,,Offensive rebound by Team
11:47.0,,,18-29,1,J. Embiid makes free throw 2 of 2
11:35.0,K. Oubre makes 2-pt shot from 14 ft,2,20-29,,
11:14.0,,,20-29,,Turnover by J. Embiid (lost ball; steal by I. Mahinmi)
10:55.0,T. Satoransky misses 2-pt shot from 14 ft,,20-29,,
10:52.0,,,20-29,,Defensive rebound by D. Saric
10:39.0,,,20-29,,T. Luwawu-Cabarrot misses 3-pt shot from 23 ft
10:31.0,,,20-29,,Offensive rebound by J. Embiid
10:31.0,,,20-29,,J. Embiid misses 2-pt shot at rim
10:31.0,,,20-29,,Offensive rebound by B. Simmons
10:29.0,,,20-31,2,B. Simmons makes 2-pt shot from 1 ft
10:18.0,K. Oubre misses 2-pt shot from 13 ft (block by B. Simmons),,20-31,,
10:17.0,Offensive rebound by Team,,20-31,,
10:08.0,T. Satoransky makes 2-pt shot from 3 ft,2,22-31,,
9:59.0,Personal foul by T. Satoransky (drawn by J. Embiid),,22-31,,
9:59.0,,,22-31,,T. McConnell enters the game for D. Saric
9:47.0,,,22-31,,J. Embiid misses 2-pt shot from 11 ft
9:43.0,Defensive rebound by T. Satoransky,,22-31,,
9:35.0,K. Oubre makes 3-pt shot from 26 ft (assist by T. Satoransky),3,25-31,,
9:34.0,,,25-31,,Philadelphia full timeout
9:17.0,,,25-34,3,T. Luwawu-Cabarrot makes 3-pt shot from 25 ft (assist by J. Redick)
9:07.0,,,25-34,,Personal foul by J. Redick (drawn by K. Oubre)
9:07.0,,,25-34,,R. Covington enters the game for T. Luwawu-Cabarrot
9:07.0,,,25-34,,A. Johnson enters the game for J. Embiid
8:49.0,T. Satoransky misses 2-pt shot from 14 ft,,25-34,,
8:47.0,Offensive rebound by Team,,25-34,,
8:47.0,,,25-34,,J. Bayless enters the game for J. Redick
8:42.0,J. Meeks misses 2-pt shot from 19 ft,,25-34,,
8:42.0,,,25-34,,Defensive rebound by R. Covington
8:24.0,,,25-34,,B. Simmons misses 2-pt shot from 3 ft
8:24.0,Defensive rebound by Team,,25-34,,
8:24.0,,,25-34,,Loose ball foul by A. Johnson (drawn by M. Scott)
8:13.0,,,25-34,,Personal foul by T. McConnell (drawn by K. Oubre)
8:07.0,M. Scott misses 2-pt shot from 9 ft,,25-34,,
7:59.0,Offensive rebound by M. Scott,,25-34,,
7:53.0,J. Meeks misses 3-pt shot from 25 ft,,25-34,,
7:49.0,,,25-34,,Defensive rebound by B. Simmons
7:38.0,,,25-34,,J. Bayless misses 3-pt shot from 26 ft
7:35.0,,,25-34,,Offensive rebound by R. Covington
7:32.0,Personal foul by I. Mahinmi (drawn by B. Simmons),,25-34,,
7:32.0,M. Morris enters the game for I. Mahinmi,,25-34,,
7:24.0,,,25-34,,B. Simmons misses 2-pt shot from 12 ft
7:20.0,,,25-34,,Offensive rebound by B. Simmons
7:10.0,,,25-34,,Shooting foul by J. Meeks (drawn by J. Bayless)
7:10.0,,,25-35,1,J. Bayless makes free throw 1 of 2
7:10.0,,,25-36,1,J. Bayless makes free throw 2 of 2
6:55.0,M. Morris makes 2-pt shot from 10 ft,2,27-36,,
6:38.0,,,27-36,,A. Johnson misses 2-pt shot from 3 ft (block by M. Scott)
6:38.0,,,27-36,,Offensive rebound by A. Johnson
6:38.0,,,27-36,,Shooting foul by M. Scott (drawn by A. Johnson)
6:38.0,,,27-36,,A. Johnson misses free throw 1 of 2
6:38.0,,,27-36,,Offensive rebound by Team
6:38.0,O. Porter enters the game for M. Scott,,27-36,,
6:38.0,,,27-36,,A. Johnson misses free throw 2 of 2
6:38.0,Defensive rebound by Team,,27-36,,
6:27.0,,,27-36,,Personal foul by B. Simmons (drawn by K. Oubre)
6:27.0,Turnover by K. Oubre (bad pass; steal by B. Simmons),,27-36,,
6:27.0,Personal foul by M. Morris (drawn by B. Simmons),,27-36,,
6:27.0,,,27-37,1,B. Simmons makes free throw 1 of 2
6:27.0,,,27-37,,B. Simmons misses free throw 2 of 2
6:23.0,Defensive rebound by K. Oubre,,27-37,,
6:09.0,M. Morris misses 2-pt shot from 9 ft,,27-37,,
6:06.0,,,27-37,,Defensive rebound by A. Johnson
6:00.0,,,27-37,,R. Covington misses 3-pt shot from 26 ft
5:55.0,Defensive rebound by M. Morris,,27-37,,
5:41.0,O. Porter misses 2-pt shot from 8 ft,,27-37,,
5:38.0,,,27-37,,Defensive rebound by T. McConnell
5:28.0,Personal foul by M. Morris (drawn by B. Simmons),,27-37,,
5:28.0,,,27-38,1,B. Simmons makes free throw 1 of 2
5:28.0,M. Gortat enters the game for M. Morris,,27-38,,
5:28.0,,,27-38,,B. Simmons misses free throw 2 of 2
5:26.0,Defensive rebound by K. Oubre,,27-38,,
5:18.0,,,27-38,,Personal foul by R. Covington (drawn by K. Oubre)
5:18.0,K. Oubre makes free throw 1 of 2,1,28-38,,
5:18.0,,,28-38,,D. Saric enters the game for A. Johnson
5:18.0,,,28-38,,J. Embiid enters the game for B. Simmons
5:18.0,K. Oubre makes free throw 2 of 2,1,29-38,,
5:08.0,,,29-40,2,J. Bayless makes 2-pt shot from 14 ft (assist by J. Embiid)
4:49.0,J. Meeks misses 2-pt shot from 5 ft (block by J. Embiid),,29-40,,
4:49.0,Offensive rebound by Team,,29-40,,
4:43.0,K. Oubre misses 2-pt shot from 9 ft (block by J. Embiid),,29-40,,
4:39.0,,,29-40,,Defensive rebound by T. McConnell
4:37.0,,,29-40,,R. Covington misses 3-pt shot from 26 ft
4:33.0,,,29-40,,Offensive rebound by J. Bayless
4:33.0,,,29-42,2,J. Bayless makes 2-pt shot from 3 ft
4:32.0,Washington full timeout,,29-42,,
4:32.0,T. Frazier enters the game for T. Satoransky,,29-42,,
4:20.0,O. Porter makes 2-pt shot from 10 ft,2,31-42,,
4:05.0,Personal foul by M. Gortat (drawn by J. Embiid),,31-42,,
4:05.0,,,31-42,,J. Embiid misses free throw 1 of 2
4:05.0,,,31-42,,Offensive rebound by Team
4:05.0,,,31-42,,J. Embiid misses free throw 2 of 2
4:01.0,Defensive rebound by O. Porter,,31-42,,
3:41.0,T. Frazier makes 2-pt shot from 13 ft,2,33-42,,
3:24.0,,,33-44,2,R. Covington makes 2-pt shot from 15 ft (assist by J. Bayless)
3:17.0,,,33-44,,Personal foul by T. McConnell (drawn by K. Oubre)
3:17.0,K. Oubre makes free throw 1 of 2,1,34-44,,
3:17.0,,,34-44,,B. Simmons enters the game for T. McConnell
3:17.0,K. Oubre makes free throw 2 of 2,1,35-44,,
3:00.0,,,35-46,2,J. Embiid makes 2-pt shot from 11 ft (assist by J. Bayless)
2:44.0,M. Gortat makes 2-pt shot from 8 ft (assist by K. Oubre),2,37-46,,
2:28.0,,,37-46,,Turnover by B. Simmons (bad pass; steal by J. Meeks)
2:25.0,,,37-46,,Personal foul by R. Covington (drawn by J. Meeks)
2:25.0,J. Meeks misses free throw 1 of 2,,37-46,,
2:25.0,Offensive rebound by Team,,37-46,,
2:25.0,J. Meeks makes free throw 2 of 2,1,38-46,,
2:13.0,,,38-48,2,J. Bayless makes 2-pt shot from 2 ft (assist by J. Embiid)
2:01.0,Turnover by T. Frazier (bad pass; steal by R. Covington),,38-48,,
1:59.0,,,38-48,,R. Covington misses 2-pt shot from 4 ft
1:59.0,,,38-48,,Offensive rebound by J. Embiid
1:59.0,,,38-48,,Shooting foul by O. Porter (drawn by J. Embiid)
1:59.0,,,38-49,1,J. Embiid makes free throw 1 of 2
1:59.0,M. Scott enters the game for J. Meeks,,38-49,,
1:59.0,,,38-50,1,J. Embiid makes free throw 2 of 2
1:50.0,O. Porter misses 2-pt shot from 18 ft,,38-50,,
1:47.0,,,38-50,,Defensive rebound by R. Covington
1:36.0,Personal foul by T. Frazier (drawn by J. Embiid),,38-50,,
1:36.0,,,38-51,1,J. Embiid makes free throw 1 of 2
1:36.0,,,38-52,1,J. Embiid makes free throw 2 of 2
1:27.0,Turnover by T. Frazier (bad pass),,38-52,,
1:08.0,,,38-52,,J. Embiid misses 2-pt shot from 11 ft
1:05.0,,,38-52,,Offensive rebound by B. Simmons
1:00.0,,,38-54,2,D. Saric makes 2-pt shot from 7 ft
0:44.0,K. Oubre misses 3-pt shot from 25 ft,,38-54,,
0:41.0,,,38-54,,Defensive rebound by J. Embiid
0:39.0,Personal foul by K. Oubre (drawn by D. Saric),,38-54,,
0:39.0,,,38-55,1,D. Saric makes free throw 1 of 2
0:39.0,,,38-55,,T. Luwawu-Cabarrot enters the game for R. Covington
0:39.0,,,38-56,1,D. Saric makes free throw 2 of 2
0:26.0,T. Frazier misses 2-pt shot from 10 ft (block by J. Embiid),,38-56,,
0:22.0,,,38-56,,Defensive rebound by B. Simmons
0:22.0,,,38-58,2,J. Embiid makes 2-pt shot at rim (assist by B. Simmons)
0:03.0,K. Oubre makes 2-pt shot from 18 ft (assist by T. Frazier),2,40-58,,
0:01.0,,,40-58,,B. Simmons misses 3-pt shot from 25 ft
0:00.0,,,40-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,40-60,2,J. Embiid makes 2-pt shot from 16 ft (assist by D. Saric)
11:29.0,M. Morris makes 3-pt shot from 26 ft (assist by M. Gortat),3,43-60,,
11:13.0,,,43-60,,Offensive charge foul by J. Embiid (drawn by M. Gortat)
11:13.0,,,43-60,,Turnover by J. Embiid (offensive foul)
11:08.0,Turnover by T. Frazier (bad pass; steal by D. Saric),,43-60,,
11:06.0,,,43-60,,Shooting foul by T. Frazier (drawn by D. Saric)
11:06.0,,,43-61,1,D. Saric makes free throw 1 of 2
11:06.0,,,43-62,1,D. Saric makes free throw 2 of 2
10:52.0,Shooting foul by B. Simmons (drawn by O. Porter),,43-62,,
10:52.0,O. Porter makes free throw 1 of 2,1,44-62,,
10:52.0,O. Porter makes free throw 2 of 2,1,45-62,,
10:43.0,,,45-64,2,B. Simmons makes 2-pt shot from 1 ft (assist by J. Embiid)
10:26.0,B. Beal misses 3-pt shot from 25 ft,,45-64,,
10:20.0,,,45-64,,Defensive rebound by R. Covington
10:15.0,,,45-64,,R. Covington misses 3-pt shot from 25 ft
10:10.0,,,45-64,,Offensive rebound by R. Covington
10:06.0,,,45-66,2,D. Saric makes 2-pt shot from 10 ft (assist by B. Simmons)
9:44.0,O. Porter misses 3-pt shot from 23 ft,,45-66,,
9:41.0,,,45-66,,Defensive rebound by B. Simmons
9:28.0,,,45-66,,Turnover by B. Simmons (lost ball; steal by O. Porter)
9:24.0,O. Porter misses 2-pt shot from 2 ft (block by J. Embiid),,45-66,,
9:17.0,Offensive rebound by T. Frazier,,45-66,,
9:17.0,T. Frazier makes 2-pt shot at rim,2,47-66,,
9:01.0,,,47-66,,J. Embiid misses 2-pt shot from 13 ft
8:57.0,Defensive rebound by M. Morris,,47-66,,
8:45.0,Shooting foul by J. Redick (drawn by M. Gortat),,47-66,,
8:45.0,M. Gortat misses free throw 1 of 2,,47-66,,
8:45.0,Offensive rebound by Team,,47-66,,
8:45.0,M. Gortat misses free throw 2 of 2,,47-66,,
8:42.0,,,47-66,,Defensive rebound by D. Saric
8:34.0,,,47-66,,J. Redick misses 2-pt shot from 1 ft
8:33.0,,,47-66,,Offensive rebound by J. Embiid
8:30.0,,,47-68,2,J. Embiid makes 2-pt shot at rim
8:11.0,O. Porter misses 2-pt shot from 4 ft,,47-68,,
8:08.0,,,47-68,,Defensive rebound by B. Simmons
8:03.0,,,47-68,,J. Redick misses 2-pt shot from 22 ft
7:58.0,Defensive rebound by B. Beal,,47-68,,
7:56.0,,,47-68,,Personal foul by J. Redick (drawn by B. Beal)
7:56.0,,,47-68,,A. Johnson enters the game for D. Saric
7:56.0,,,47-68,,T. McConnell enters the game for J. Embiid
7:46.0,M. Gortat makes 2-pt shot from 9 ft,2,49-68,,
7:35.0,,,49-68,,B. Simmons misses 2-pt shot from 12 ft
7:28.0,,,49-68,,Offensive rebound by B. Simmons
7:28.0,,,49-70,2,B. Simmons makes 2-pt shot at rim
7:14.0,M. Morris misses 3-pt shot from 27 ft,,49-70,,
7:10.0,,,49-70,,Defensive rebound by A. Johnson
6:52.0,,,49-70,,Turnover by R. Covington (turnover)
6:52.0,,,49-70,,Philadelphia full timeout
6:52.0,,,49-70,,J. Bayless enters the game for J. Redick
6:40.0,M. Gortat makes 2-pt shot from 3 ft (assist by B. Beal),2,51-70,,
6:25.0,,,51-72,2,T. McConnell makes 2-pt shot from 13 ft
6:08.0,Turnover by M. Morris (bad pass; steal by R. Covington),,51-72,,
5:54.0,,,51-72,,J. Bayless misses 2-pt shot from 2 ft (block by M. Gortat)
5:49.0,Defensive rebound by B. Beal,,51-72,,
5:46.0,O. Porter misses 2-pt shot from 6 ft (block by A. Johnson),,51-72,,
5:46.0,Offensive rebound by Team,,51-72,,
5:46.0,T. Satoransky enters the game for T. Frazier,,51-72,,
5:34.0,B. Beal misses 2-pt shot from 20 ft,,51-72,,
5:34.0,,,51-72,,Defensive rebound by B. Simmons
5:23.0,,,51-75,3,R. Covington makes 3-pt shot from 22 ft (assist by B. Simmons)
5:21.0,Washington full timeout,,51-75,,
5:21.0,,,51-75,,T. Luwawu-Cabarrot enters the game for B. Simmons
5:21.0,C. McCullough enters the game for M. Morris,,51-75,,
5:21.0,I. Mahinmi enters the game for M. Gortat,,51-75,,
5:12.0,,,51-75,,Personal foul by T. McConnell (drawn by I. Mahinmi)
5:12.0,,,51-75,,B. Simmons enters the game for T. McConnell
5:06.0,Turnover by I. Mahinmi (turnover),,51-75,,
4:56.0,,,51-75,,R. Covington misses 2-pt shot from 2 ft
4:52.0,,,51-75,,Offensive rebound by R. Covington
4:51.0,,,51-75,,R. Covington misses 2-pt shot at rim (block by C. McCullough)
4:51.0,,,51-75,,Offensive rebound by R. Covington
4:44.0,,,51-75,,Turnover by T. Luwawu-Cabarrot (lost ball; steal by O. Porter)
4:40.0,,,51-75,,Personal foul by T. Luwawu-Cabarrot (drawn by C. McCullough)
4:40.0,C. McCullough makes free throw 1 of 2,1,52-75,,
4:40.0,K. Oubre enters the game for O. Porter,,52-75,,
4:40.0,C. McCullough makes free throw 2 of 2,1,53-75,,
4:18.0,,,53-77,2,B. Simmons makes 2-pt shot at rim
3:59.0,I. Mahinmi makes 2-pt shot from 9 ft (assist by T. Satoransky),2,55-77,,
3:39.0,,,55-77,,Turnover by B. Simmons (lost ball; steal by K. Oubre)
3:35.0,B. Beal makes 3-pt shot from 25 ft (assist by K. Oubre),3,58-77,,
3:34.0,,,58-77,,Philadelphia full timeout
3:34.0,,,58-77,,J. Redick enters the game for J. Bayless
3:34.0,,,58-77,,J. Embiid enters the game for A. Johnson
3:19.0,Personal foul by K. Oubre (drawn by B. Simmons),,58-77,,
3:19.0,,,58-77,,D. Saric enters the game for R. Covington
3:08.0,,,58-77,,Shooting foul by K. Oubre (drawn by J. Embiid)
3:08.0,,,58-78,1,J. Embiid makes free throw 1 of 2
3:08.0,,,58-79,1,J. Embiid makes free throw 2 of 2
2:51.0,I. Mahinmi misses 2-pt shot from 11 ft,,58-79,,
2:48.0,,,58-79,,Defensive rebound by J. Embiid
2:38.0,,,58-79,,D. Saric misses 2-pt shot from 8 ft
2:35.0,Defensive rebound by B. Beal,,58-79,,
2:30.0,C. McCullough makes 2-pt shot from 13 ft (assist by T. Satoransky),2,60-79,,
2:10.0,,,60-79,,J. Embiid misses 2-pt shot from 15 ft
2:09.0,,,60-79,,Offensive rebound by D. Saric
2:07.0,,,60-81,2,D. Saric makes 2-pt shot at rim
1:53.0,K. Oubre misses 3-pt shot from 26 ft,,60-81,,
1:51.0,,,60-81,,Defensive rebound by Team
1:33.0,,,60-81,,J. Embiid misses 2-pt shot from 12 ft
1:31.0,Defensive rebound by K. Oubre,,60-81,,
1:24.0,I. Mahinmi makes 2-pt shot from 1 ft (assist by K. Oubre),2,62-81,,
1:11.0,,,62-81,,J. Redick misses 3-pt shot from 26 ft
1:11.0,,,62-81,,Offensive rebound by Team
1:11.0,Loose ball foul by C. McCullough (drawn by D. Saric),,62-81,,
1:11.0,J. Meeks enters the game for B. Beal,,62-81,,
1:05.0,,,62-83,2,J. Redick makes 2-pt shot from 19 ft (assist by J. Embiid)
1:02.0,Washington full timeout,,62-83,,
0:44.0,T. Satoransky misses 2-pt shot from 9 ft,,62-83,,
0:39.0,Offensive rebound by K. Oubre,,62-83,,
0:39.0,K. Oubre misses 2-pt shot at rim,,62-83,,
0:38.0,,,62-83,,Defensive rebound by T. Luwawu-Cabarrot
0:36.0,,,62-83,,J. Redick misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by I. Mahinmi,,62-83,,
0:17.0,K. Oubre misses 2-pt shot from 15 ft,,62-83,,
0:13.0,,,62-83,,Defensive rebound by B. Simmons
0:02.0,,,62-83,,Shooting foul by K. Oubre (drawn by J. Embiid)
0:02.0,,,62-83,,J. Embiid misses free throw 1 of 2
0:02.0,,,62-83,,Offensive rebound by Team
0:02.0,,,62-84,1,J. Embiid makes free throw 2 of 2
0:00.0,Shooting foul by J. Embiid (drawn by J. Meeks),,62-84,,
0:00.0,J. Meeks makes free throw 1 of 3,1,63-84,,
0:00.0,J. Meeks makes free throw 2 of 3,1,64-84,,
0:00.0,J. Meeks makes free throw 3 of 3,1,65-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Shooting foul by J. Embiid (drawn by K. Oubre),,65-84,,
11:47.0,K. Oubre makes free throw 1 of 2,1,66-84,,
11:47.0,K. Oubre makes free throw 2 of 2,1,67-84,,
11:33.0,,,67-84,,Shooting foul by C. McCullough (drawn by J. Embiid)
11:33.0,,,67-85,1,J. Embiid makes free throw 1 of 2
11:33.0,,,67-86,1,J. Embiid makes free throw 2 of 2
11:25.0,C. McCullough misses 3-pt shot from 29 ft,,67-86,,
11:21.0,,,67-86,,Defensive rebound by J. Embiid
11:15.0,,,67-86,,J. Redick misses 2-pt shot from 14 ft
11:15.0,Defensive rebound by J. Meeks,,67-86,,
11:11.0,,,67-86,,Personal foul by J. Redick (drawn by J. Meeks)
10:58.0,Turnover by K. Oubre (bad pass; steal by J. Embiid),,67-86,,
10:52.0,,,67-86,,J. Redick misses 3-pt shot from 26 ft
10:51.0,Defensive rebound by Team,,67-86,,
10:38.0,C. McCullough misses 2-pt shot from 4 ft,,67-86,,
10:35.0,Offensive rebound by C. McCullough,,67-86,,
10:34.0,C. McCullough misses 2-pt shot from 7 ft,,67-86,,
10:34.0,,,67-86,,Defensive rebound by J. Embiid
10:17.0,,,67-86,,D. Saric misses 3-pt shot from 26 ft
10:12.0,Defensive rebound by K. Oubre,,67-86,,
10:11.0,Turnover by K. Oubre (bad pass; steal by B. Simmons),,67-86,,
10:06.0,,,67-88,2,D. Saric makes 2-pt shot at rim (assist by B. Simmons)
10:06.0,Violation by I. Mahinmi (def goaltending),,67-88,,
10:06.0,,,67-88,,Shooting foul by C. McCullough (drawn by D. Saric)
10:06.0,,,67-89,1,D. Saric makes free throw 1 of 1
10:06.0,,,67-89,,T. Luwawu-Cabarrot enters the game for B. Simmons
9:53.0,T. Satoransky makes 2-pt shot from 20 ft,2,69-89,,
9:32.0,,,69-89,,J. Redick misses 3-pt shot from 28 ft
9:27.0,Defensive rebound by K. Oubre,,69-89,,
9:13.0,J. Meeks makes 3-pt shot from 25 ft (assist by T. Satoransky),3,72-89,,
8:59.0,,,72-89,,J. Embiid misses 2-pt shot from 2 ft
8:55.0,Defensive rebound by C. McCullough,,72-89,,
8:48.0,J. Meeks makes 3-pt shot from 26 ft (assist by T. Satoransky),3,75-89,,
8:31.0,Personal foul by I. Mahinmi (drawn by J. Embiid),,75-89,,
8:31.0,,,75-89,,R. Covington enters the game for D. Saric
8:18.0,Personal foul by C. McCullough (drawn by J. Embiid),,75-89,,
