time,New York,pts.away,score,pts.home,New Orleans
5:55.0,K. Porzingis misses 2-pt shot from 13 ft,,13-13,,
5:51.0,,,13-13,,Defensive rebound by D. Cousins
5:33.0,,,13-16,3,D. Cousins makes 3-pt shot from 30 ft (assist by R. Rondo)
5:19.0,,,13-16,,D. Miller enters the game for J. Holiday
5:19.0,D. McDermott enters the game for L. Thomas,,13-16,,
5:19.0,F. Ntilikina enters the game for J. Jack,,13-16,,
5:16.0,Jump ball: D. Cousins vs. E. Kanter (K. Porzingis gains possession),,,,Jump ball: D. Cousins vs. E. Kanter (K. Porzingis gains possession)
5:07.0,F. Ntilikina misses 3-pt shot from 26 ft,,13-16,,
5:05.0,Offensive rebound by E. Kanter,,13-16,,
5:05.0,Shooting foul by E. Moore (drawn by E. Kanter),,13-16,,
5:05.0,E. Kanter makes free throw 1 of 2,1,14-16,,
5:05.0,,,14-16,,D. Cunningham enters the game for D. Cousins
5:05.0,E. Kanter makes free throw 2 of 2,1,15-16,,
4:57.0,,,15-18,2,A. Davis makes 2-pt shot from 2 ft (assist by R. Rondo)
4:40.0,C. Lee makes 2-pt shot from 10 ft,2,17-18,,
4:26.0,,,17-18,,R. Rondo misses 2-pt shot from 7 ft
4:23.0,Defensive rebound by F. Ntilikina,,17-18,,
4:17.0,K. Porzingis makes 2-pt shot from 2 ft,2,19-18,,
4:05.0,,,19-18,,R. Rondo misses 3-pt shot from 27 ft
4:03.0,Defensive rebound by E. Kanter,,19-18,,
3:54.0,E. Kanter misses 2-pt shot from 4 ft (block by A. Davis),,19-18,,
3:54.0,,,19-18,,Defensive rebound by A. Davis
3:51.0,Personal foul by E. Kanter (drawn by A. Davis),,19-18,,
3:40.0,,,19-18,,Shooting foul by E. Kanter (drawn by A. Davis)
3:40.0,,,19-18,,A. Davis misses free throw 1 of 2
3:40.0,,,19-18,,Offensive rebound by Team
3:40.0,K. O'Quinn enters the game for E. Kanter,,19-18,,
3:40.0,,,19-18,,A. Davis misses free throw 2 of 2
3:37.0,Defensive rebound by K. Porzingis,,19-18,,
3:24.0,K. Porzingis misses 2-pt shot from 19 ft,,19-18,,
3:21.0,,,19-18,,Defensive rebound by E. Moore
3:09.0,,,19-18,,Shooting foul by K. O'Quinn (drawn by A. Davis)
3:09.0,,,19-18,,A. Davis misses free throw 1 of 2
3:09.0,,,19-18,,Offensive rebound by Team
3:09.0,,,19-18,,J. Nelson enters the game for R. Rondo
3:09.0,,,19-19,1,A. Davis makes free throw 2 of 2
2:55.0,K. O'Quinn makes 2-pt shot from 6 ft (assist by C. Lee),2,21-19,,
2:47.0,,,21-19,,A. Davis misses 2-pt shot from 15 ft
2:44.0,Defensive rebound by K. Porzingis,,21-19,,
2:37.0,F. Ntilikina misses 2-pt shot from 12 ft,,21-19,,
2:37.0,,,21-19,,Defensive rebound by A. Davis
2:36.0,New York full timeout,,21-19,,
2:25.0,,,21-19,,D. Miller misses 3-pt shot from 28 ft
2:21.0,,,21-19,,Offensive rebound by A. Davis
2:17.0,,,21-19,,D. Cunningham misses 3-pt shot from 23 ft
2:14.0,Defensive rebound by C. Lee,,21-19,,
2:06.0,K. Porzingis makes 2-pt shot from 7 ft (assist by F. Ntilikina),2,23-19,,
1:48.0,,,23-19,,Turnover by J. Nelson (bad pass; steal by C. Lee)
1:34.0,Shooting foul by A. Davis (drawn by K. O'Quinn),,23-19,,
1:34.0,K. O'Quinn makes free throw 1 of 2,1,24-19,,
1:34.0,,,24-19,,D. Cousins enters the game for A. Davis
1:34.0,M. Beasley enters the game for K. Porzingis,,24-19,,
1:34.0,K. O'Quinn makes free throw 2 of 2,1,25-19,,
1:25.0,,,25-19,,E. Moore misses 3-pt shot from 26 ft
1:20.0,,,25-19,,Offensive rebound by D. Cousins
1:20.0,,,25-21,2,D. Cousins makes 2-pt shot from 3 ft
1:03.0,Turnover by K. O'Quinn (out of bounds lost ball),,25-21,,
0:45.0,,,25-21,,J. Nelson misses 2-pt shot from 10 ft (block by K. O'Quinn)
0:41.0,Defensive rebound by D. McDermott,,25-21,,
0:34.0,D. McDermott makes 3-pt shot from 28 ft (assist by F. Ntilikina),3,28-21,,
0:22.0,,,28-21,,D. Cousins misses 2-pt shot from 7 ft
0:18.0,Defensive rebound by K. O'Quinn,,28-21,,
0:03.0,C. Lee misses 2-pt shot from 6 ft,,28-21,,
0:01.0,,,28-21,,Defensive rebound by D. Cousins
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,28-21,,Violation by J. Nelson (kicked ball)
11:36.0,,,28-23,2,D. Cousins makes 2-pt shot from 7 ft (assist by I. Clark)
11:21.0,K. O'Quinn makes 2-pt shot from 2 ft (assist by D. McDermott),2,30-23,,
11:07.0,,,30-26,3,D. Miller makes 3-pt shot from 23 ft (assist by D. Cousins)
10:51.0,D. McDermott misses 2-pt shot from 19 ft,,30-26,,
10:48.0,,,30-26,,Defensive rebound by D. Cousins
10:30.0,,,30-26,,J. Nelson misses 3-pt shot from 26 ft
10:27.0,Defensive rebound by F. Ntilikina,,30-26,,
10:22.0,F. Ntilikina makes 2-pt shot from 15 ft,2,32-26,,
10:00.0,,,32-26,,I. Clark misses 3-pt shot from 27 ft
9:57.0,Defensive rebound by K. O'Quinn,,32-26,,
9:44.0,Shooting foul by I. Clark (drawn by M. Beasley),,32-26,,
9:44.0,M. Beasley makes free throw 1 of 2,1,33-26,,
9:44.0,M. Beasley misses free throw 2 of 2,,33-26,,
9:41.0,,,33-26,,Defensive rebound by D. Cunningham
9:30.0,,,33-26,,D. Miller misses 3-pt shot from 26 ft
9:27.0,Defensive rebound by Team,,33-26,,
9:13.0,D. McDermott misses 2-pt shot from 8 ft,,33-26,,
9:11.0,,,33-26,,Defensive rebound by D. Cousins
8:56.0,,,33-26,,I. Clark misses 2-pt shot from 15 ft
8:54.0,,,33-26,,Offensive rebound by D. Cousins
8:54.0,,,33-26,,Shooting foul by K. O'Quinn (drawn by D. Cousins)
8:54.0,,,33-27,1,D. Cousins makes free throw 1 of 2
8:54.0,,,33-28,1,D. Cousins makes free throw 2 of 2
8:38.0,M. Beasley makes 2-pt shot from 4 ft (assist by K. O'Quinn),2,35-28,,
8:27.0,,,35-30,2,I. Clark makes 2-pt shot from 2 ft
8:27.0,Violation by M. Beasley (def goaltending),,35-30,,
8:14.0,M. Beasley makes 2-pt shot from 4 ft,2,37-30,,
8:14.0,Shooting foul by D. Cunningham (drawn by M. Beasley),,37-30,,
8:14.0,M. Beasley misses free throw 1 of 1,,37-30,,
8:12.0,,,37-30,,Defensive rebound by D. Cunningham
7:56.0,,,37-30,,D. Cunningham misses 2-pt shot from 12 ft (block by M. Beasley)
7:48.0,Defensive rebound by K. O'Quinn,,37-30,,
7:44.0,M. Beasley makes 2-pt shot from 5 ft,2,39-30,,
7:32.0,,,39-30,,D. Cousins misses 2-pt shot from 18 ft
7:30.0,Defensive rebound by D. McDermott,,39-30,,
7:28.0,,,39-30,,Personal foul by D. Cousins (drawn by K. O'Quinn)
7:28.0,,,39-30,,J. Holiday enters the game for J. Nelson
7:28.0,,,39-30,,A. Davis enters the game for D. Cunningham
7:15.0,M. Beasley misses 2-pt shot from 11 ft,,39-30,,
7:10.0,,,39-30,,Defensive rebound by D. Cousins
7:09.0,,,39-30,,Turnover by D. Cousins (bad pass; steal by M. Beasley)
7:03.0,F. Ntilikina makes 2-pt shot from 2 ft,2,41-30,,
6:54.0,,,41-30,,D. Cousins misses 3-pt shot from 29 ft
6:49.0,Defensive rebound by M. Beasley,,41-30,,
6:45.0,F. Ntilikina misses 2-pt shot from 9 ft,,41-30,,
6:43.0,Offensive rebound by D. McDermott,,41-30,,
6:42.0,D. McDermott misses 2-pt shot from 2 ft,,41-30,,
6:42.0,Offensive rebound by D. McDermott,,41-30,,
6:38.0,D. McDermott makes 2-pt shot from 2 ft,2,43-30,,
6:35.0,,,43-30,,New Orleans full timeout
6:35.0,,,43-30,,R. Rondo enters the game for I. Clark
6:35.0,R. Sessions enters the game for F. Ntilikina,,43-30,,
6:23.0,,,43-30,,D. Miller misses 3-pt shot from 25 ft
6:17.0,Defensive rebound by R. Baker,,43-30,,
6:06.0,M. Beasley misses 2-pt shot from 7 ft (block by A. Davis),,43-30,,
6:01.0,,,43-30,,Defensive rebound by D. Miller
5:56.0,Personal foul by D. McDermott (drawn by D. Miller),,43-30,,
5:56.0,,,43-30,,E. Moore enters the game for D. Miller
5:46.0,,,43-30,,D. Cousins misses 2-pt shot from 8 ft
5:44.0,Defensive rebound by Team,,43-30,,
5:34.0,D. McDermott makes 2-pt shot from 5 ft (assist by K. O'Quinn),2,45-30,,
5:21.0,,,45-30,,Shooting foul by R. Sessions (drawn by D. Cousins)
5:21.0,,,45-31,1,D. Cousins makes free throw 1 of 2
5:21.0,,,45-32,1,D. Cousins makes free throw 2 of 2
5:07.0,,,45-32,,Personal foul by E. Moore (drawn by R. Sessions)
5:07.0,K. Porzingis enters the game for D. McDermott,,45-32,,
4:57.0,R. Sessions misses 2-pt shot from 11 ft,,45-32,,
4:55.0,,,45-32,,Defensive rebound by J. Holiday
4:52.0,,,45-34,2,A. Davis makes 2-pt shot from 3 ft (assist by R. Rondo)
4:52.0,,,45-34,,Shooting foul by K. Porzingis (drawn by A. Davis)
4:52.0,,,45-35,1,A. Davis makes free throw 1 of 1
4:36.0,Shooting foul by J. Holiday (drawn by M. Beasley),,45-35,,
4:36.0,M. Beasley makes free throw 1 of 2,1,46-35,,
4:36.0,,,46-35,,D. Miller enters the game for J. Holiday
4:36.0,M. Beasley makes free throw 2 of 2,1,47-35,,
4:26.0,,,47-37,2,A. Davis makes 2-pt shot from 1 ft (assist by D. Miller)
4:26.0,,,47-37,,Shooting foul by R. Baker (drawn by A. Davis)
4:26.0,C. Lee enters the game for R. Baker,,47-37,,
4:26.0,,,47-38,1,A. Davis makes free throw 1 of 1
4:07.0,M. Beasley makes 2-pt shot from 9 ft (assist by C. Lee),2,49-38,,
3:54.0,,,49-38,,Shooting foul by M. Beasley (drawn by D. Miller)
3:54.0,,,49-39,1,D. Miller makes free throw 1 of 3
3:54.0,,,49-40,1,D. Miller makes free throw 2 of 3
3:54.0,L. Thomas enters the game for R. Sessions,,49-40,,
3:54.0,F. Ntilikina enters the game for M. Beasley,,49-40,,
3:54.0,,,49-41,1,D. Miller makes free throw 3 of 3
3:34.0,K. Porzingis makes 2-pt shot from 8 ft (assist by F. Ntilikina),2,51-41,,
3:21.0,Personal foul by K. O'Quinn (drawn by R. Rondo),,51-41,,
3:21.0,,,51-41,,R. Rondo misses free throw 1 of 2
3:21.0,,,51-41,,Offensive rebound by Team
3:21.0,E. Kanter enters the game for K. O'Quinn,,51-41,,
3:21.0,,,51-41,,R. Rondo misses free throw 2 of 2
3:18.0,Defensive rebound by L. Thomas,,51-41,,
3:00.0,K. Porzingis makes 2-pt shot from 14 ft (assist by F. Ntilikina),2,53-41,,
2:52.0,,,53-41,,A. Davis misses 3-pt shot from 28 ft
2:48.0,Defensive rebound by E. Kanter,,53-41,,
2:41.0,F. Ntilikina makes 2-pt shot from 15 ft,2,55-41,,
2:32.0,New York full timeout,,55-41,,
2:26.0,,,55-43,2,E. Moore makes 2-pt shot from 6 ft (assist by R. Rondo)
2:12.0,K. Porzingis misses 3-pt shot from 28 ft,,55-43,,
2:08.0,,,55-43,,Defensive rebound by D. Cousins
1:56.0,,,55-43,,A. Davis misses 2-pt shot from 5 ft (block by L. Thomas)
1:50.0,,,55-43,,Offensive rebound by A. Davis
1:49.0,,,55-45,2,A. Davis makes 2-pt shot from 2 ft
1:40.0,Shooting foul by R. Rondo (drawn by K. Porzingis),,55-45,,
1:40.0,K. Porzingis misses free throw 1 of 2,,55-45,,
1:40.0,Offensive rebound by Team,,55-45,,
1:40.0,K. Porzingis makes free throw 2 of 2,1,56-45,,
1:28.0,,,56-45,,E. Moore misses 2-pt shot from 11 ft
1:24.0,Defensive rebound by F. Ntilikina,,56-45,,
1:20.0,Turnover by F. Ntilikina (bad pass; steal by E. Moore),,56-45,,
1:15.0,,,56-45,,Turnover by A. Davis (bad pass; steal by F. Ntilikina)
1:11.0,,,56-45,,Violation by D. Miller (kicked ball)
0:58.0,F. Ntilikina misses 3-pt shot from 27 ft,,56-45,,
0:54.0,,,56-45,,Defensive rebound by D. Miller
0:42.0,,,56-45,,R. Rondo misses 2-pt shot from 5 ft
0:40.0,Defensive rebound by E. Kanter,,56-45,,
0:30.0,Turnover by E. Kanter (bad pass; steal by D. Cousins),,56-45,,
0:11.0,,,56-45,,D. Cousins misses 2-pt shot from 5 ft (block by K. Porzingis)
0:07.0,Defensive rebound by K. Porzingis,,56-45,,
0:03.0,C. Lee misses 3-pt shot from 28 ft,,56-45,,
0:03.0,,,56-45,,Defensive rebound by D. Miller
0:00.0,,,56-45,,A. Davis misses 3-pt shot from 41 ft
0:00.0,,,56-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,56-45,,E. Moore misses 2-pt shot from 6 ft
11:43.0,Defensive rebound by E. Kanter,,56-45,,
11:27.0,J. Jack makes 2-pt shot from 9 ft,2,58-45,,
11:08.0,,,58-47,2,E. Moore makes 2-pt shot from 5 ft (assist by J. Holiday)
10:51.0,C. Lee makes 3-pt shot from 27 ft (assist by K. Porzingis),3,61-47,,
10:35.0,,,61-47,,J. Holiday misses 3-pt shot from 28 ft
10:32.0,Defensive rebound by E. Kanter,,61-47,,
10:17.0,K. Porzingis makes 2-pt shot from 13 ft (assist by J. Jack),2,63-47,,
9:58.0,,,63-49,2,E. Moore makes 2-pt shot from 6 ft (assist by D. Cousins)
9:41.0,K. Porzingis misses 3-pt shot from 27 ft,,63-49,,
9:38.0,,,63-49,,Defensive rebound by D. Cousins
9:33.0,,,63-49,,R. Rondo misses 2-pt shot from 17 ft
9:29.0,Defensive rebound by E. Kanter,,63-49,,
9:25.0,,,63-49,,Personal foul by J. Holiday (drawn by J. Jack)
9:15.0,Shooting foul by A. Davis (drawn by K. Porzingis),,63-49,,
9:15.0,K. Porzingis makes free throw 1 of 2,1,64-49,,
9:15.0,K. Porzingis makes free throw 2 of 2,1,65-49,,
9:07.0,,,65-52,3,J. Holiday makes 3-pt shot from 26 ft (assist by E. Moore)
8:46.0,J. Jack misses 2-pt shot from 17 ft,,65-52,,
8:40.0,,,65-52,,Defensive rebound by A. Davis
8:36.0,,,65-54,2,A. Davis makes 2-pt shot from 11 ft (assist by R. Rondo)
8:36.0,,,65-54,,Shooting foul by K. Porzingis (drawn by A. Davis)
8:36.0,,,65-55,1,A. Davis makes free throw 1 of 1
8:19.0,K. Porzingis misses 2-pt shot from 6 ft,,65-55,,
8:17.0,,,65-55,,Defensive rebound by D. Cousins
8:09.0,,,65-55,,A. Davis misses 2-pt shot from 6 ft (block by C. Lee)
8:06.0,Defensive rebound by J. Jack,,65-55,,
8:04.0,C. Lee makes 2-pt shot from 21 ft (assist by K. Porzingis),2,67-55,,
7:50.0,,,67-55,,Turnover by J. Holiday (bad pass; steal by K. Porzingis)
7:45.0,J. Jack makes 2-pt shot from 12 ft,2,69-55,,
7:45.0,,,69-55,,New Orleans full timeout
7:33.0,,,69-58,3,D. Cousins makes 3-pt shot from 28 ft (assist by E. Moore)
7:10.0,K. Porzingis misses 2-pt shot from 14 ft,,69-58,,
7:08.0,Offensive rebound by E. Kanter,,69-58,,
7:05.0,E. Kanter makes 2-pt shot from 2 ft,2,71-58,,
6:53.0,,,71-58,,D. Cousins misses 3-pt shot from 27 ft
6:48.0,Defensive rebound by L. Thomas,,71-58,,
6:38.0,J. Jack misses 3-pt shot from 23 ft,,71-58,,
6:35.0,,,71-58,,Defensive rebound by D. Cousins
6:28.0,,,71-60,2,A. Davis makes 2-pt shot from 17 ft (assist by R. Rondo)
6:13.0,C. Lee misses 2-pt shot from 14 ft,,71-60,,
6:10.0,Offensive rebound by L. Thomas,,71-60,,
6:09.0,L. Thomas misses 2-pt shot from 3 ft,,71-60,,
6:09.0,,,71-60,,Defensive rebound by E. Moore
5:51.0,,,71-60,,Shooting foul by K. Porzingis (drawn by A. Davis)
5:51.0,,,71-61,1,A. Davis makes free throw 1 of 2
5:51.0,M. Beasley enters the game for K. Porzingis,,71-61,,
5:51.0,,,71-62,1,A. Davis makes free throw 2 of 2
5:35.0,E. Kanter makes 2-pt shot from 7 ft (assist by M. Beasley),2,73-62,,
5:24.0,,,73-64,2,E. Moore makes 2-pt shot from 7 ft
5:08.0,,,73-64,,Personal foul by D. Cousins (drawn by J. Jack)
5:08.0,D. McDermott enters the game for L. Thomas,,73-64,,
5:08.0,F. Ntilikina enters the game for J. Jack,,73-64,,
5:08.0,,,73-64,,D. Miller enters the game for D. Cousins
4:57.0,M. Beasley makes 2-pt shot from 4 ft,2,75-64,,
4:45.0,,,75-66,2,A. Davis makes 2-pt shot from 15 ft
4:26.0,M. Beasley misses 2-pt shot from 18 ft,,75-66,,
4:23.0,,,75-66,,Defensive rebound by R. Rondo
4:21.0,Personal foul by D. McDermott (drawn by R. Rondo),,75-66,,
4:10.0,,,75-68,2,A. Davis makes 2-pt shot from 8 ft (assist by R. Rondo)
3:44.0,E. Kanter misses 2-pt shot from 5 ft (block by A. Davis),,75-68,,
3:43.0,Offensive rebound by Team,,75-68,,
3:43.0,Turnover by Team (shot clock),,75-68,,
3:31.0,,,75-70,2,A. Davis makes 2-pt shot from 3 ft (assist by J. Holiday)
3:31.0,K. O'Quinn enters the game for E. Kanter,,75-70,,
3:31.0,,,75-70,,Shooting foul by K. O'Quinn (drawn by A. Davis)
3:31.0,,,75-71,1,A. Davis makes free throw 1 of 1
3:18.0,Turnover by K. O'Quinn (bad pass; steal by E. Moore),,75-71,,
3:12.0,,,75-73,2,R. Rondo makes 2-pt shot from 6 ft
3:12.0,New York full timeout,,75-73,,
2:53.0,M. Beasley misses 2-pt shot from 7 ft (block by A. Davis),,75-73,,
2:49.0,Offensive rebound by K. O'Quinn,,75-73,,
2:48.0,K. O'Quinn makes 2-pt shot from 1 ft,2,77-73,,
2:35.0,,,77-73,,A. Davis misses 2-pt shot from 14 ft
2:32.0,Defensive rebound by M. Beasley,,77-73,,
2:17.0,M. Beasley makes 2-pt shot from 2 ft (assist by C. Lee),2,79-73,,
1:59.0,,,79-75,2,E. Moore makes 2-pt shot from 9 ft (assist by R. Rondo)
1:49.0,F. Ntilikina misses 2-pt shot from 13 ft,,79-75,,
1:45.0,,,79-75,,Defensive rebound by D. Miller
1:38.0,,,79-75,,A. Davis misses 3-pt shot from 28 ft
1:35.0,Defensive rebound by M. Beasley,,79-75,,
1:27.0,D. McDermott misses 3-pt shot from 29 ft,,79-75,,
1:22.0,,,79-75,,Defensive rebound by A. Davis
1:18.0,,,79-78,3,J. Holiday makes 3-pt shot from 26 ft (assist by R. Rondo)
0:53.0,M. Beasley misses 2-pt shot from 11 ft,,79-78,,
0:51.0,,,79-78,,Defensive rebound by A. Davis
0:44.0,,,79-78,,A. Davis misses 2-pt shot from 8 ft (block by K. O'Quinn)
0:41.0,Defensive rebound by M. Beasley,,79-78,,
0:41.0,,,79-78,,Personal foul by A. Davis (drawn by M. Beasley)
0:41.0,,,79-78,,I. Clark enters the game for A. Davis
0:41.0,,,79-78,,D. Cousins enters the game for E. Moore
0:35.0,Personal foul by K. O'Quinn (drawn by R. Rondo),,79-78,,
0:35.0,Turnover by K. O'Quinn (turnover),,79-78,,
0:35.0,J. Noah enters the game for K. O'Quinn,,79-78,,
0:25.0,,,79-78,,J. Holiday misses 3-pt shot from 27 ft
0:21.0,Defensive rebound by D. McDermott,,79-78,,
0:03.0,C. Lee misses 2-pt shot from 17 ft,,79-78,,
0:03.0,,,79-78,,Defensive rebound by D. Miller
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,M. Beasley misses 2-pt shot from 17 ft,,79-78,,
11:41.0,,,79-78,,Defensive rebound by I. Clark
11:32.0,,,79-80,2,J. Holiday makes 2-pt shot from 3 ft (assist by D. Cousins)
11:32.0,,,79-80,,Shooting foul by R. Baker (drawn by J. Holiday)
11:32.0,,,79-81,1,J. Holiday makes free throw 1 of 1
11:13.0,M. Beasley misses 2-pt shot from 7 ft,,79-81,,
11:09.0,,,79-81,,Defensive rebound by D. Cousins
11:01.0,,,79-81,,D. Cousins misses 2-pt shot from 9 ft
10:58.0,Defensive rebound by F. Ntilikina,,79-81,,
10:46.0,D. McDermott misses 3-pt shot from 23 ft,,79-81,,
10:43.0,,,79-81,,Defensive rebound by D. Cunningham
10:28.0,Personal foul by R. Baker (drawn by J. Holiday),,79-81,,
10:28.0,J. Jack enters the game for R. Baker,,79-81,,
10:17.0,,,79-81,,Shooting foul by J. Noah (drawn by D. Cousins)
10:17.0,,,79-82,1,D. Cousins makes free throw 1 of 2
10:17.0,,,79-82,,D. Cousins misses free throw 2 of 2
10:14.0,Defensive rebound by M. Beasley,,79-82,,
10:02.0,,,79-82,,Personal foul by I. Clark (drawn by F. Ntilikina)
10:02.0,K. Porzingis enters the game for M. Beasley,,79-82,,
9:57.0,K. Porzingis misses 2-pt shot from 18 ft,,79-82,,
9:54.0,,,79-82,,Defensive rebound by D. Miller
9:43.0,,,79-82,,J. Holiday misses 2-pt shot from 8 ft
9:40.0,Defensive rebound by J. Noah,,79-82,,
9:30.0,J. Jack misses 2-pt shot from 9 ft,,79-82,,
9:24.0,Offensive rebound by J. Noah,,79-82,,
9:23.0,J. Noah misses 2-pt shot from 4 ft,,79-82,,
9:23.0,,,79-82,,Defensive rebound by D. Cousins
9:18.0,,,79-84,2,D. Cousins makes 2-pt shot from 6 ft
9:05.0,D. McDermott misses 3-pt shot from 28 ft,,79-84,,
9:05.0,,,79-84,,Defensive rebound by J. Holiday
8:57.0,,,79-86,2,J. Holiday makes 2-pt shot from 9 ft
8:56.0,New York full timeout,,79-86,,
8:46.0,J. Jack misses 2-pt shot from 18 ft,,79-86,,
8:42.0,,,79-86,,Defensive rebound by D. Cousins
8:34.0,Personal foul by J. Noah (drawn by D. Cousins),,79-86,,
8:28.0,,,79-86,,D. Miller misses 3-pt shot from 24 ft
8:25.0,Defensive rebound by F. Ntilikina,,79-86,,
8:19.0,F. Ntilikina makes 2-pt shot from 22 ft,2,81-86,,
7:58.0,,,81-88,2,D. Miller makes 2-pt shot from 18 ft (assist by D. Cousins)
7:40.0,J. Jack makes 2-pt shot from 7 ft (assist by K. Porzingis),2,83-88,,
7:29.0,,,83-88,,J. Holiday misses 3-pt shot from 26 ft
7:26.0,Defensive rebound by J. Noah,,83-88,,
7:08.0,Shooting foul by D. Cunningham (drawn by K. Porzingis),,83-88,,
7:08.0,K. Porzingis makes free throw 1 of 2,1,84-88,,
7:08.0,,,84-88,,A. Davis enters the game for D. Cunningham
7:08.0,C. Lee enters the game for D. McDermott,,84-88,,
7:08.0,K. Porzingis makes free throw 2 of 2,1,85-88,,
6:51.0,,,85-88,,D. Cousins misses 2-pt shot from 7 ft
6:49.0,Defensive rebound by K. Porzingis,,85-88,,
6:40.0,J. Noah makes 2-pt shot from 5 ft (assist by J. Jack),2,87-88,,
6:35.0,,,87-88,,New Orleans full timeout
6:35.0,,,87-88,,R. Rondo enters the game for I. Clark
6:28.0,,,87-90,2,R. Rondo makes 2-pt shot from 7 ft
6:10.0,J. Jack makes 2-pt shot from 4 ft,2,89-90,,
5:51.0,,,89-90,,A. Davis misses 2-pt shot from 9 ft
5:47.0,Defensive rebound by J. Noah,,89-90,,
5:32.0,F. Ntilikina misses 3-pt shot from 29 ft,,89-90,,
5:30.0,,,89-90,,Defensive rebound by D. Miller
5:27.0,,,89-92,2,A. Davis makes 2-pt shot from 3 ft (assist by R. Rondo)
5:09.0,K. Porzingis misses 3-pt shot from 27 ft,,89-92,,
