time,Miami,pts.away,score,pts.home,Philadelphia
8:13.0,,,9-8,,Offensive rebound by D. Saric
8:10.0,,,9-8,,D. Saric misses 3-pt shot from 24 ft
8:06.0,Defensive rebound by G. Dragic,,9-8,,
8:02.0,Offensive charge foul by G. Dragic (drawn by D. Saric),,9-8,,
8:02.0,Turnover by G. Dragic (offensive foul),,9-8,,
7:45.0,,,9-8,,D. Saric misses 2-pt shot from 2 ft (block by H. Whiteside)
7:42.0,Defensive rebound by T. Johnson,,9-8,,
7:34.0,G. Dragic makes 2-pt shot from 1 ft (assist by T. Johnson),2,11-8,,
7:25.0,Personal foul by G. Dragic (drawn by R. Covington),,11-8,,
7:25.0,W. Ellington enters the game for G. Dragic,,11-8,,
7:25.0,J. Winslow enters the game for T. Johnson,,11-8,,
7:25.0,,,11-8,,A. Johnson enters the game for J. Redick
7:25.0,,,11-8,,M. Belinelli enters the game for E. Ilyasova
7:19.0,Personal foul by W. Ellington (drawn by M. Belinelli),,11-8,,
7:08.0,,,11-8,,A. Johnson misses 2-pt shot from 8 ft
7:06.0,,,11-8,,Offensive rebound by A. Johnson
7:03.0,,,11-10,2,A. Johnson makes 2-pt shot from 4 ft
6:43.0,Turnover by J. Winslow (lost ball; steal by D. Saric),,11-10,,
6:39.0,,,11-13,3,M. Belinelli makes 3-pt shot from 27 ft (assist by B. Simmons)
6:20.0,J. Winslow misses 3-pt shot from 25 ft,,11-13,,
6:16.0,,,11-13,,Defensive rebound by A. Johnson
6:07.0,,,11-13,,R. Covington misses 3-pt shot from 27 ft
6:04.0,Defensive rebound by H. Whiteside,,11-13,,
5:57.0,W. Ellington misses 2-pt shot from 18 ft,,11-13,,
5:53.0,,,11-13,,Defensive rebound by R. Covington
5:46.0,,,11-13,,Turnover by D. Saric (bad pass; steal by J. Johnson)
5:29.0,W. Ellington misses 3-pt shot from 27 ft,,11-13,,
5:24.0,,,11-13,,Defensive rebound by A. Johnson
5:19.0,,,11-13,,Philadelphia full timeout
5:07.0,,,11-13,,D. Saric misses 2-pt shot from 3 ft (block by J. Winslow)
5:04.0,Defensive rebound by H. Whiteside,,11-13,,
4:43.0,J. Winslow misses 2-pt shot from 14 ft (block by R. Covington),,11-13,,
4:41.0,,,11-13,,Defensive rebound by B. Simmons
4:30.0,,,11-13,,R. Covington misses 3-pt shot from 25 ft
4:26.0,,,11-13,,Offensive rebound by B. Simmons
4:26.0,,,11-15,2,B. Simmons makes 2-pt shot at rim
4:18.0,W. Ellington makes 3-pt shot from 26 ft (assist by J. Richardson),3,14-15,,
3:58.0,,,14-17,2,M. Belinelli makes 2-pt shot from 21 ft (assist by D. Saric)
3:45.0,Offensive foul by H. Whiteside (drawn by R. Covington),,14-17,,
3:45.0,Turnover by H. Whiteside (offensive foul),,14-17,,
3:45.0,,,14-17,,E. Ilyasova enters the game for D. Saric
3:45.0,D. Wade enters the game for J. Richardson,,14-17,,
3:45.0,K. Olynyk enters the game for J. Johnson,,14-17,,
3:45.0,B. Adebayo enters the game for H. Whiteside,,14-17,,
3:37.0,,,14-19,2,E. Ilyasova makes 2-pt shot from 22 ft (assist by B. Simmons)
3:18.0,W. Ellington misses 3-pt shot from 27 ft,,14-19,,
3:16.0,,,14-19,,Defensive rebound by B. Simmons
3:12.0,Personal foul by W. Ellington (drawn by M. Belinelli),,14-19,,
3:12.0,,,14-19,,J. Redick enters the game for R. Covington
3:12.0,,,14-20,1,M. Belinelli makes free throw 1 of 2
3:12.0,,,14-20,,M. Fultz enters the game for B. Simmons
3:12.0,,,14-20,,M. Belinelli misses free throw 2 of 2
3:08.0,,,14-20,,Offensive rebound by E. Ilyasova
3:08.0,,,14-22,2,E. Ilyasova makes 2-pt shot from 1 ft
2:54.0,D. Wade makes 2-pt shot from 11 ft,2,16-22,,
2:45.0,,,16-22,,Shooting foul by J. Winslow (drawn by M. Belinelli)
2:45.0,Miami full timeout,,16-22,,
2:45.0,,,16-23,1,M. Belinelli makes free throw 1 of 3
2:45.0,,,16-24,1,M. Belinelli makes free throw 2 of 3
2:45.0,,,16-25,1,M. Belinelli makes free throw 3 of 3
2:31.0,W. Ellington misses 3-pt shot from 27 ft,,16-25,,
2:27.0,,,16-25,,Defensive rebound by E. Ilyasova
2:17.0,,,16-25,,Offensive foul by A. Johnson (drawn by J. Winslow)
2:17.0,,,16-25,,Turnover by A. Johnson (offensive foul)
2:04.0,D. Wade makes 2-pt shot from 21 ft,2,18-25,,
1:48.0,,,18-25,,M. Belinelli misses 2-pt shot from 16 ft
1:42.0,,,18-25,,Offensive rebound by E. Ilyasova
1:42.0,,,18-27,2,E. Ilyasova makes 2-pt shot from 7 ft
1:35.0,Shooting foul by E. Ilyasova (drawn by B. Adebayo),,18-27,,
1:35.0,B. Adebayo misses free throw 1 of 2,,18-27,,
1:35.0,Offensive rebound by Team,,18-27,,
1:35.0,,,18-27,,R. Holmes enters the game for A. Johnson
1:35.0,B. Adebayo misses free throw 2 of 2,,18-27,,
1:33.0,,,18-27,,Defensive rebound by R. Holmes
1:11.0,,,18-27,,M. Fultz misses 2-pt shot from 14 ft
1:07.0,Defensive rebound by D. Wade,,18-27,,
1:01.0,D. Wade makes 2-pt shot at rim,2,20-27,,
0:48.0,,,20-27,,M. Belinelli misses 3-pt shot from 26 ft
0:45.0,,,20-27,,Offensive rebound by E. Ilyasova
0:45.0,,,20-29,2,E. Ilyasova makes 2-pt shot at rim
0:33.0,Offensive foul by K. Olynyk (drawn by M. Belinelli),,20-29,,
0:33.0,Turnover by K. Olynyk (offensive foul),,20-29,,
0:24.0,,,20-29,,M. Fultz misses 2-pt shot at rim
0:22.0,Defensive rebound by J. Winslow,,20-29,,
0:04.0,,,20-29,,Personal foul by R. Holmes (drawn by K. Olynyk)
0:04.0,K. Olynyk makes free throw 1 of 2,1,21-29,,
0:04.0,R. McGruder enters the game for W. Ellington,,21-29,,
0:04.0,K. Olynyk makes free throw 2 of 2,1,22-29,,
0:00.0,,,22-29,,M. Fultz misses 2-pt shot from 1 ft
0:00.0,,,22-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,22-29,,D. Saric misses 2-pt shot from 14 ft
11:44.0,Defensive rebound by D. Wade,,22-29,,
11:26.0,K. Olynyk misses 2-pt shot from 6 ft,,22-29,,
11:21.0,Offensive rebound by B. Adebayo,,22-29,,
11:21.0,B. Adebayo misses 2-pt shot at rim,,22-29,,
11:20.0,Offensive rebound by B. Adebayo,,22-29,,
11:20.0,B. Adebayo misses 2-pt shot at rim,,22-29,,
11:19.0,Offensive rebound by B. Adebayo,,22-29,,
11:19.0,B. Adebayo misses 2-pt shot at rim,,22-29,,
11:19.0,,,22-29,,Defensive rebound by D. Saric
11:13.0,Violation by K. Olynyk (kicked ball),,22-29,,
11:13.0,H. Whiteside enters the game for B. Adebayo,,22-29,,
11:04.0,,,22-29,,J. Redick misses 3-pt shot from 26 ft
11:03.0,Defensive rebound by Team,,22-29,,
11:03.0,,,22-29,,Loose ball foul by R. Holmes (drawn by H. Whiteside)
10:48.0,D. Wade makes 2-pt shot from 13 ft,2,24-29,,
10:40.0,,,24-29,,Offensive foul by M. Fultz (drawn by R. McGruder)
10:40.0,,,24-29,,Turnover by M. Fultz (offensive foul)
10:34.0,,,24-29,,Personal foul by M. Belinelli (drawn by D. Wade)
10:34.0,,,24-29,,B. Simmons enters the game for M. Fultz
10:34.0,,,24-29,,E. Ilyasova enters the game for R. Holmes
10:34.0,,,24-29,,T. McConnell enters the game for M. Belinelli
10:25.0,Turnover by D. Wade (bad pass; steal by D. Saric),,24-29,,
10:19.0,,,24-29,,E. Ilyasova misses 3-pt shot from 25 ft
10:18.0,Defensive rebound by Team,,24-29,,
10:18.0,,,24-29,,Loose ball foul by D. Saric (drawn by H. Whiteside)
10:18.0,,,24-29,,M. Belinelli enters the game for J. Redick
10:00.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,26-29,,
9:44.0,,,26-29,,D. Saric misses 3-pt shot from 23 ft
9:42.0,,,26-29,,Offensive rebound by Team
9:36.0,,,26-29,,M. Belinelli misses 3-pt shot from 26 ft
9:33.0,Defensive rebound by D. Wade,,26-29,,
9:25.0,Turnover by H. Whiteside (traveling),,26-29,,
9:17.0,Personal foul by R. McGruder (drawn by M. Belinelli),,26-29,,
9:17.0,,,26-29,,R. Covington enters the game for M. Belinelli
9:17.0,W. Ellington enters the game for R. McGruder,,26-29,,
9:10.0,,,26-29,,B. Simmons misses 2-pt shot from 21 ft
9:07.0,Defensive rebound by H. Whiteside,,26-29,,
9:00.0,Shooting foul by T. McConnell (drawn by D. Wade),,26-29,,
9:00.0,D. Wade makes free throw 1 of 2,1,27-29,,
9:00.0,D. Wade makes free throw 2 of 2,1,28-29,,
8:44.0,,,28-29,,Turnover by E. Ilyasova (bad pass; steal by D. Wade)
8:33.0,D. Wade makes 2-pt shot from 18 ft (assist by K. Olynyk),2,30-29,,
8:31.0,,,30-29,,Philadelphia full timeout
8:31.0,,,30-29,,M. Belinelli enters the game for T. McConnell
8:09.0,,,30-31,2,D. Saric makes 2-pt shot from 12 ft (assist by R. Covington)
7:52.0,D. Wade makes 2-pt shot from 19 ft,2,32-31,,
7:40.0,,,32-31,,B. Simmons misses 2-pt shot at rim
7:37.0,Defensive rebound by J. Winslow,,32-31,,
7:29.0,J. Winslow misses 2-pt shot from 3 ft,,32-31,,
7:29.0,Offensive rebound by H. Whiteside,,32-31,,
7:29.0,Shooting foul by D. Saric (drawn by H. Whiteside),,32-31,,
7:29.0,H. Whiteside makes free throw 1 of 2,1,33-31,,
7:29.0,,,33-31,,A. Johnson enters the game for D. Saric
7:29.0,H. Whiteside makes free throw 2 of 2,1,34-31,,
7:16.0,,,34-31,,Offensive foul by B. Simmons (drawn by J. Winslow)
7:16.0,,,34-31,,Turnover by B. Simmons (offensive foul)
7:05.0,Turnover by D. Wade (bad pass; steal by E. Ilyasova),,34-31,,
7:00.0,,,34-31,,R. Covington misses 2-pt shot at rim
6:58.0,Defensive rebound by K. Olynyk,,34-31,,
6:53.0,Shooting foul by E. Ilyasova (drawn by D. Wade),,34-31,,
6:53.0,D. Wade misses free throw 1 of 2,,34-31,,
6:53.0,Offensive rebound by Team,,34-31,,
6:53.0,D. Wade makes free throw 2 of 2,1,35-31,,
6:53.0,Personal foul by H. Whiteside (drawn by B. Simmons),,35-31,,
6:53.0,J. Johnson enters the game for H. Whiteside,,35-31,,
6:49.0,,,35-31,,Turnover by M. Belinelli (lost ball; steal by W. Ellington)
6:43.0,J. Winslow makes 2-pt shot from 9 ft (assist by W. Ellington),2,37-31,,
6:24.0,,,37-31,,Turnover by E. Ilyasova (bad pass; steal by K. Olynyk)
6:17.0,W. Ellington misses 3-pt shot from 26 ft,,37-31,,
6:14.0,,,37-31,,Defensive rebound by A. Johnson
6:03.0,,,37-31,,E. Ilyasova misses 3-pt shot from 26 ft
6:00.0,Defensive rebound by J. Johnson,,37-31,,
5:46.0,Shooting foul by B. Simmons (drawn by J. Johnson),,37-31,,
5:46.0,J. Johnson makes free throw 1 of 2,1,38-31,,
5:46.0,,,38-31,,J. Redick enters the game for M. Belinelli
5:46.0,G. Dragic enters the game for W. Ellington,,38-31,,
5:46.0,J. Richardson enters the game for D. Wade,,38-31,,
5:46.0,J. Johnson misses free throw 2 of 2,,38-31,,
5:44.0,,,38-31,,Defensive rebound by B. Simmons
5:38.0,Away from play foul by J. Richardson (drawn by J. Redick),,38-31,,
5:38.0,,,38-31,,J. Redick misses free throw 1 of 1
5:38.0,,,38-31,,Offensive rebound by Team
5:34.0,Personal foul by J. Winslow (drawn by B. Simmons),,38-31,,
5:21.0,,,38-31,,J. Redick misses 2-pt shot from 22 ft (block by J. Richardson)
5:18.0,Defensive rebound by J. Richardson,,38-31,,
5:13.0,J. Richardson makes 2-pt shot from 19 ft (assist by J. Johnson),2,40-31,,
4:50.0,Personal foul by J. Johnson (drawn by B. Simmons),,40-31,,
4:50.0,,,40-32,1,B. Simmons makes free throw 1 of 2
4:50.0,,,40-32,,D. Saric enters the game for A. Johnson
4:50.0,,,40-33,1,B. Simmons makes free throw 2 of 2
4:39.0,K. Olynyk makes 2-pt shot from 21 ft (assist by G. Dragic),2,42-33,,
4:25.0,,,42-36,3,J. Redick makes 3-pt shot from 26 ft (assist by B. Simmons)
4:19.0,Miami full timeout,,42-36,,
4:07.0,J. Richardson misses 3-pt shot from 27 ft,,42-36,,
4:03.0,,,42-36,,Defensive rebound by E. Ilyasova
3:48.0,,,42-36,,Shooting foul by K. Olynyk (drawn by J. Redick)
3:48.0,,,42-37,1,J. Redick makes free throw 1 of 2
3:48.0,B. Adebayo enters the game for K. Olynyk,,42-37,,
3:48.0,,,42-37,,J. Redick misses free throw 2 of 2
3:45.0,Defensive rebound by J. Johnson,,42-37,,
3:28.0,G. Dragic makes 2-pt shot from 15 ft,2,44-37,,
3:19.0,,,44-39,2,B. Simmons makes 2-pt shot from 4 ft
3:04.0,G. Dragic makes 3-pt shot from 25 ft,3,47-39,,
2:53.0,,,47-39,,B. Simmons misses 2-pt shot from 12 ft
2:50.0,Defensive rebound by J. Winslow,,47-39,,
2:48.0,Turnover by J. Johnson (bad pass),,47-39,,
2:36.0,,,47-39,,R. Covington misses 3-pt shot from 27 ft
2:32.0,Defensive rebound by J. Johnson,,47-39,,
2:27.0,J. Johnson makes 2-pt shot from 8 ft,2,49-39,,
2:27.0,,,49-39,,Personal block foul by E. Ilyasova (drawn by J. Johnson)
2:27.0,,,49-39,,A. Johnson enters the game for E. Ilyasova
2:27.0,J. Johnson makes free throw 1 of 1,1,50-39,,
2:25.0,Personal foul by J. Winslow (drawn by B. Simmons),,50-39,,
2:25.0,,,50-39,,B. Simmons misses free throw 1 of 2
2:25.0,,,50-39,,Offensive rebound by Team
2:25.0,D. Wade enters the game for G. Dragic,,50-39,,
2:25.0,R. McGruder enters the game for J. Winslow,,50-39,,
2:25.0,,,50-40,1,B. Simmons makes free throw 2 of 2
2:07.0,D. Wade makes 2-pt shot from 20 ft,2,52-40,,
1:58.0,,,52-40,,D. Saric misses 3-pt shot from 25 ft
1:54.0,Defensive rebound by J. Johnson,,52-40,,
1:49.0,J. Richardson misses 2-pt shot from 16 ft,,52-40,,
1:45.0,,,52-40,,Defensive rebound by A. Johnson
1:28.0,,,52-40,,R. Covington misses 3-pt shot from 26 ft
1:23.0,,,52-40,,Offensive rebound by D. Saric
1:23.0,,,52-42,2,D. Saric makes 2-pt shot from 1 ft
1:06.0,Shooting foul by J. Redick (drawn by D. Wade),,52-42,,
1:06.0,D. Wade makes free throw 1 of 2,1,53-42,,
1:06.0,,,53-42,,M. Belinelli enters the game for D. Saric
1:06.0,T. Johnson enters the game for J. Richardson,,53-42,,
1:06.0,D. Wade makes free throw 2 of 2,1,54-42,,
0:54.0,,,54-42,,Turnover by R. Covington (bad pass; steal by J. Johnson)
0:51.0,Turnover by J. Johnson (bad pass),,54-42,,
0:45.0,,,54-42,,M. Belinelli misses 3-pt shot from 27 ft
0:42.0,Defensive rebound by T. Johnson,,54-42,,
0:36.0,D. Wade misses 3-pt shot from 26 ft,,54-42,,
0:33.0,,,54-42,,Defensive rebound by R. Covington
0:29.0,,,54-42,,B. Simmons misses 2-pt shot at rim
0:29.0,Defensive rebound by B. Adebayo,,54-42,,
0:08.0,D. Wade makes 2-pt shot from 2 ft,2,56-42,,
0:01.0,,,56-42,,M. Belinelli misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by B. Adebayo,,56-42,,
0:01.0,B. Adebayo misses 3-pt shot from 46 ft (block by B. Simmons),,56-42,,
0:01.0,Offensive rebound by Team,,56-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,56-44,2,A. Johnson makes 2-pt shot at rim (assist by J. Redick)
11:17.0,G. Dragic misses 2-pt shot from 17 ft,,56-44,,
11:14.0,,,56-44,,Defensive rebound by D. Saric
11:06.0,,,56-44,,D. Saric misses 2-pt shot from 1 ft (block by J. Richardson)
11:03.0,Defensive rebound by J. Johnson,,56-44,,
11:00.0,Turnover by J. Johnson (bad pass; steal by A. Johnson),,56-44,,
10:50.0,,,56-46,2,B. Simmons makes 2-pt shot from 4 ft
10:34.0,,,56-46,,Personal foul by J. Redick (drawn by T. Johnson)
10:23.0,Shooting foul by A. Johnson (drawn by G. Dragic),,56-46,,
10:23.0,G. Dragic makes free throw 1 of 2,1,57-46,,
10:23.0,G. Dragic makes free throw 2 of 2,1,58-46,,
10:04.0,,,58-48,2,B. Simmons makes 2-pt shot at rim
9:53.0,G. Dragic misses 3-pt shot from 27 ft,,58-48,,
9:45.0,,,58-48,,Defensive rebound by A. Johnson
9:38.0,,,58-51,3,D. Saric makes 3-pt shot from 27 ft (assist by B. Simmons)
9:25.0,Offensive foul by H. Whiteside (drawn by R. Covington),,58-51,,
9:25.0,Turnover by H. Whiteside (offensive foul),,58-51,,
9:25.0,K. Olynyk enters the game for H. Whiteside,,58-51,,
9:14.0,Personal foul by J. Johnson (drawn by B. Simmons),,58-51,,
9:03.0,,,58-51,,R. Covington misses 3-pt shot from 27 ft
9:01.0,Defensive rebound by T. Johnson,,58-51,,
8:56.0,J. Richardson makes 3-pt shot from 27 ft (assist by G. Dragic),3,61-51,,
8:44.0,,,61-51,,J. Redick misses 3-pt shot from 28 ft
8:38.0,,,61-51,,Offensive rebound by A. Johnson
8:38.0,,,61-53,2,A. Johnson makes 2-pt shot at rim
8:27.0,J. Richardson makes 2-pt shot from 17 ft (assist by J. Johnson),2,63-53,,
8:27.0,Shooting foul by B. Simmons (drawn by J. Richardson),,63-53,,
8:27.0,J. Richardson makes free throw 1 of 1,1,64-53,,
8:19.0,,,64-53,,B. Simmons misses 2-pt shot from 5 ft
8:17.0,Defensive rebound by K. Olynyk,,64-53,,
8:06.0,T. Johnson misses 2-pt shot from 15 ft,,64-53,,
8:02.0,,,64-53,,Defensive rebound by R. Covington
7:50.0,,,64-53,,Shooting foul by J. Richardson (drawn by D. Saric)
7:50.0,,,64-54,1,D. Saric makes free throw 1 of 2
7:50.0,,,64-55,1,D. Saric makes free throw 2 of 2
7:37.0,J. Johnson makes 2-pt shot from 2 ft (assist by G. Dragic),2,66-55,,
7:21.0,,,66-55,,J. Redick misses 2-pt shot at rim
7:20.0,,,66-55,,Offensive rebound by Team
7:20.0,Loose ball foul by T. Johnson (drawn by A. Johnson),,66-55,,
7:09.0,,,66-57,2,J. Redick makes 2-pt shot from 20 ft (assist by A. Johnson)
6:50.0,T. Johnson makes 3-pt shot from 26 ft (assist by K. Olynyk),3,69-57,,
6:37.0,,,69-57,,J. Redick misses 2-pt shot from 21 ft
6:34.0,Defensive rebound by J. Richardson,,69-57,,
6:24.0,J. Richardson misses 3-pt shot from 28 ft,,69-57,,
6:21.0,,,69-57,,Defensive rebound by B. Simmons
6:17.0,,,69-59,2,B. Simmons makes 2-pt shot at rim
6:03.0,K. Olynyk misses 2-pt shot from 21 ft,,69-59,,
6:00.0,,,69-59,,Defensive rebound by D. Saric
5:49.0,,,69-59,,Turnover by D. Saric (bad pass; steal by J. Johnson)
5:46.0,J. Richardson makes 2-pt shot from 1 ft (assist by J. Johnson),2,71-59,,
5:46.0,,,71-59,,Philadelphia full timeout
5:46.0,,,71-59,,M. Belinelli enters the game for A. Johnson
5:46.0,,,71-59,,E. Ilyasova enters the game for J. Redick
5:43.0,,,71-61,2,B. Simmons makes 2-pt shot from 1 ft (assist by D. Saric)
5:24.0,Shooting foul by E. Ilyasova (drawn by T. Johnson),,71-61,,
5:24.0,T. Johnson makes free throw 1 of 2,1,72-61,,
5:24.0,T. Johnson makes free throw 2 of 2,1,73-61,,
5:06.0,,,73-63,2,E. Ilyasova makes 2-pt shot from 10 ft
4:47.0,Jump ball: D. Saric vs. K. Olynyk (E. Ilyasova gains possession),,,,Jump ball: D. Saric vs. K. Olynyk (E. Ilyasova gains possession)
4:47.0,Turnover by K. Olynyk (turnover; steal by D. Saric),,73-63,,
4:30.0,,,73-63,,Offensive foul by D. Saric (drawn by K. Olynyk)
4:30.0,,,73-63,,Turnover by D. Saric (offensive foul)
4:30.0,J. Winslow enters the game for J. Richardson,,73-63,,
4:30.0,,,73-63,,A. Johnson enters the game for D. Saric
4:20.0,Shooting foul by B. Simmons (drawn by G. Dragic),,73-63,,
4:20.0,G. Dragic misses free throw 1 of 2,,73-63,,
4:20.0,Offensive rebound by Team,,73-63,,
4:20.0,,,73-63,,T. McConnell enters the game for B. Simmons
4:20.0,G. Dragic makes free throw 2 of 2,1,74-63,,
4:05.0,,,74-65,2,M. Belinelli makes 2-pt shot from 11 ft (assist by R. Covington)
3:53.0,K. Olynyk makes 3-pt shot from 25 ft (assist by J. Johnson),3,77-65,,
3:41.0,,,77-65,,T. McConnell misses 2-pt shot from 12 ft
3:39.0,,,77-65,,Offensive rebound by E. Ilyasova
3:38.0,,,77-65,,E. Ilyasova misses 2-pt shot from 10 ft (block by J. Johnson)
3:36.0,Defensive rebound by G. Dragic,,77-65,,
3:35.0,D. Wade enters the game for T. Johnson,,77-65,,
3:35.0,Miami full timeout,,77-65,,
3:35.0,,,77-65,,J. Redick enters the game for E. Ilyasova
3:24.0,G. Dragic makes 2-pt shot from 20 ft,2,79-65,,
3:05.0,Personal foul by J. Johnson (drawn by A. Johnson),,79-65,,
3:05.0,B. Adebayo enters the game for J. Johnson,,79-65,,
3:03.0,,,79-65,,M. Belinelli misses 3-pt shot from 27 ft
2:58.0,Defensive rebound by D. Wade,,79-65,,
2:38.0,D. Wade makes 2-pt shot from 15 ft,2,81-65,,
2:28.0,,,81-65,,Philadelphia full timeout
2:15.0,,,81-67,2,R. Covington makes 2-pt shot from 1 ft
1:52.0,W. Ellington enters the game for B. Adebayo,,81-67,,
1:50.0,G. Dragic misses 2-pt shot from 16 ft,,81-67,,
1:47.0,Offensive rebound by K. Olynyk,,81-67,,
1:30.0,Shooting foul by J. Redick (drawn by W. Ellington),,81-67,,
1:30.0,W. Ellington makes free throw 1 of 2,1,82-67,,
1:30.0,J. Richardson enters the game for G. Dragic,,82-67,,
1:30.0,W. Ellington makes free throw 2 of 2,1,83-67,,
1:19.0,,,83-67,,A. Johnson misses 2-pt shot at rim
1:13.0,Defensive rebound by W. Ellington,,83-67,,
1:07.0,D. Wade misses 2-pt shot from 3 ft (block by J. Redick),,83-67,,
1:02.0,Offensive rebound by D. Wade,,83-67,,
1:02.0,D. Wade misses 2-pt shot from 6 ft,,83-67,,
1:00.0,,,83-67,,Defensive rebound by R. Covington
1:00.0,,,83-69,2,J. Redick makes 2-pt shot at rim (assist by T. McConnell)
1:00.0,,,83-69,,Shooting foul by J. Winslow (drawn by J. Redick)
1:00.0,J. Johnson enters the game for J. Winslow,,83-69,,
1:00.0,,,83-70,1,J. Redick makes free throw 1 of 1
0:42.0,W. Ellington makes 3-pt shot from 26 ft (assist by D. Wade),3,86-70,,
0:26.0,,,86-73,3,M. Belinelli makes 3-pt shot from 27 ft (assist by A. Johnson)
0:05.0,Turnover by K. Olynyk (bad pass; steal by M. Belinelli),,86-73,,
0:01.0,,,86-73,,J. Redick misses 3-pt shot from 28 ft
0:01.0,,,86-73,,Offensive rebound by T. McConnell
0:00.0,Personal foul by K. Olynyk (drawn by T. McConnell),,86-73,,
0:00.0,,,86-74,1,T. McConnell makes free throw 1 of 2
0:00.0,B. Adebayo enters the game for W. Ellington,,86-74,,
0:00.0,,,86-75,1,T. McConnell makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,W. Ellington makes 3-pt shot from 27 ft (assist by J. Richardson),3,89-75,,
11:27.0,,,89-75,,Turnover by B. Simmons (palming)
11:04.0,J. Johnson makes 2-pt shot at rim (assist by K. Olynyk),2,91-75,,
11:04.0,,,91-75,,Philadelphia full timeout
10:47.0,,,91-75,,D. Saric misses 3-pt shot from 27 ft
10:44.0,,,91-75,,Offensive rebound by E. Ilyasova
10:41.0,,,91-78,3,D. Saric makes 3-pt shot from 26 ft (assist by J. Redick)
10:11.0,W. Ellington misses 2-pt shot from 19 ft,,91-78,,
10:09.0,,,91-78,,Defensive rebound by J. Redick
10:07.0,,,91-80,2,E. Ilyasova makes 2-pt shot at rim (assist by B. Simmons)
10:07.0,,,91-80,,Shooting foul by J. Richardson (drawn by E. Ilyasova)
10:07.0,,,91-80,,E. Ilyasova misses free throw 1 of 1
10:07.0,Defensive rebound by J. Richardson,,91-80,,
9:51.0,D. Wade misses 2-pt shot from 20 ft,,91-80,,
9:47.0,,,91-80,,Defensive rebound by M. Belinelli
9:41.0,Personal foul by J. Johnson (drawn by M. Belinelli),,91-80,,
9:26.0,,,91-80,,Shooting foul by D. Wade (drawn by D. Saric)
9:26.0,,,91-81,1,D. Saric makes free throw 1 of 2
9:26.0,,,91-82,1,D. Saric makes free throw 2 of 2
9:10.0,K. Olynyk makes 2-pt shot from 17 ft,2,93-82,,
8:59.0,,,93-85,3,D. Saric makes 3-pt shot from 26 ft (assist by B. Simmons)
8:58.0,Miami full timeout,,93-85,,
8:35.0,Turnover by K. Olynyk (bad pass; steal by D. Saric),,93-85,,
8:30.0,,,93-87,2,B. Simmons makes 2-pt shot at rim (assist by J. Redick)
