time,Boston,pts.away,score,pts.home,Milwaukee
4:17.0,M. Smart makes free throw 1 of 2,1,13-8,,
4:17.0,,,13-8,,M. Dellavedova enters the game for E. Bledsoe
4:17.0,,,13-8,,J. Parker enters the game for K. Middleton
4:17.0,A. Baynes enters the game for A. Horford,,13-8,,
4:17.0,M. Smart makes free throw 2 of 2,1,14-8,,
4:02.0,,,14-10,2,G. Antetokounmpo makes 2-pt shot from 13 ft
3:44.0,T. Rozier makes 3-pt shot from 23 ft,3,17-10,,
3:42.0,,,17-10,,Turnover by T. Maker (bad pass)
3:42.0,,,17-10,,T. Zeller enters the game for T. Maker
3:21.0,M. Morris makes 2-pt shot from 9 ft (assist by M. Smart),2,19-10,,
3:02.0,Personal foul by J. Brown (drawn by G. Antetokounmpo),,19-10,,
3:02.0,,,19-10,,T. Snell enters the game for M. Brogdon
2:53.0,,,19-13,3,M. Dellavedova makes 3-pt shot from 26 ft (assist by G. Antetokounmpo)
2:40.0,T. Rozier makes 3-pt shot from 25 ft (assist by M. Morris),3,22-13,,
2:23.0,,,22-15,2,T. Zeller makes 2-pt shot from 15 ft (assist by J. Parker)
2:06.0,A. Baynes makes 2-pt shot from 12 ft (assist by T. Rozier),2,24-15,,
1:43.0,,,24-15,,J. Parker misses 2-pt shot from 3 ft
1:41.0,Defensive rebound by T. Rozier,,24-15,,
1:34.0,M. Morris misses 3-pt shot from 26 ft,,24-15,,
1:31.0,,,24-15,,Defensive rebound by T. Zeller
1:28.0,,,24-17,2,J. Parker makes 2-pt shot from 1 ft (assist by M. Dellavedova)
1:04.0,M. Morris misses 2-pt shot from 10 ft,,24-17,,
1:02.0,,,24-17,,Defensive rebound by J. Parker
0:54.0,,,24-20,3,J. Parker makes 3-pt shot from 25 ft (assist by M. Dellavedova)
0:35.0,T. Rozier misses 3-pt shot from 28 ft,,24-20,,
0:33.0,,,24-20,,Defensive rebound by Team
0:33.0,,,24-20,,K. Middleton enters the game for G. Antetokounmpo
0:33.0,J. Tatum enters the game for J. Brown,,24-20,,
0:33.0,S. Larkin enters the game for T. Rozier,,24-20,,
0:13.0,,,24-22,2,K. Middleton makes 2-pt shot from 13 ft
0:00.0,J. Tatum misses 3-pt shot from 26 ft,,24-22,,
0:00.0,Offensive rebound by Team,,24-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,24-22,,M. Dellavedova misses 3-pt shot from 27 ft
11:40.0,Defensive rebound by M. Morris,,24-22,,
11:30.0,A. Horford makes 3-pt shot from 26 ft (assist by S. Larkin),3,27-22,,
11:18.0,,,27-22,,T. Snell misses 3-pt shot from 26 ft
11:18.0,Defensive rebound by A. Horford,,27-22,,
11:03.0,S. Larkin makes 2-pt shot from 1 ft,2,29-22,,
10:44.0,,,29-22,,Offensive charge foul by K. Middleton (drawn by M. Smart)
10:44.0,,,29-22,,Turnover by K. Middleton (offensive foul)
10:32.0,J. Tatum misses 2-pt shot from 19 ft,,29-22,,
10:29.0,,,29-22,,Defensive rebound by J. Parker
10:23.0,,,29-24,2,K. Middleton makes 2-pt shot from 1 ft (assist by M. Dellavedova)
10:04.0,M. Morris misses 2-pt shot from 17 ft,,29-24,,
10:02.0,,,29-24,,Defensive rebound by T. Zeller
9:51.0,,,29-24,,Turnover by K. Middleton (out of bounds lost ball)
9:51.0,,,29-24,,T. Maker enters the game for T. Zeller
9:24.0,M. Smart misses 3-pt shot from 27 ft,,29-24,,
9:22.0,,,29-24,,Defensive rebound by J. Parker
9:14.0,,,29-24,,Turnover by K. Middleton (bad pass)
8:55.0,M. Morris makes 2-pt shot from 15 ft,2,31-24,,
8:55.0,,,31-24,,Milwaukee full timeout
8:55.0,,,31-24,,G. Antetokounmpo enters the game for K. Middleton
8:34.0,,,31-24,,M. Dellavedova misses 3-pt shot from 26 ft
8:31.0,,,31-24,,Offensive rebound by T. Maker
8:19.0,,,31-24,,J. Parker misses 2-pt shot from 15 ft
8:17.0,Defensive rebound by S. Larkin,,31-24,,
8:07.0,Turnover by A. Horford (traveling),,31-24,,
8:07.0,,,31-24,,E. Bledsoe enters the game for M. Dellavedova
7:54.0,,,31-24,,E. Bledsoe misses 2-pt shot from 4 ft (block by A. Horford)
7:51.0,Defensive rebound by A. Horford,,31-24,,
7:39.0,J. Tatum misses 3-pt shot from 27 ft,,31-24,,
7:34.0,,,31-24,,Defensive rebound by J. Parker
7:29.0,,,31-27,3,T. Snell makes 3-pt shot from 24 ft (assist by J. Parker)
7:07.0,M. Smart misses 3-pt shot from 24 ft,,31-27,,
7:04.0,,,31-27,,Defensive rebound by G. Antetokounmpo
7:01.0,,,31-27,,Shooting foul by M. Morris (drawn by G. Antetokounmpo)
7:01.0,,,31-28,1,G. Antetokounmpo makes free throw 1 of 2
7:01.0,T. Rozier enters the game for S. Larkin,,31-28,,
7:01.0,J. Brown enters the game for M. Morris,,31-28,,
7:01.0,S. Ojeleye enters the game for M. Smart,,31-28,,
7:01.0,,,31-28,,G. Antetokounmpo misses free throw 2 of 2
7:01.0,,,31-28,,Offensive rebound by T. Maker
6:47.0,,,31-30,2,G. Antetokounmpo makes 2-pt shot from 2 ft
6:27.0,A. Horford misses 3-pt shot from 22 ft,,31-30,,
6:24.0,,,31-30,,Defensive rebound by J. Parker
6:19.0,,,31-30,,Turnover by T. Maker (bad pass; steal by J. Tatum)
6:15.0,Turnover by J. Tatum (lost ball; steal by J. Parker),,31-30,,
6:10.0,,,31-30,,G. Antetokounmpo misses 2-pt shot from 1 ft
6:08.0,,,31-30,,Offensive rebound by J. Parker
6:08.0,,,31-32,2,J. Parker makes 2-pt shot at rim
6:08.0,Boston full timeout,,31-32,,
6:08.0,,,31-32,,K. Middleton enters the game for J. Parker
6:08.0,G. Monroe enters the game for A. Horford,,31-32,,
5:44.0,J. Tatum makes 3-pt shot from 26 ft,3,34-32,,
5:26.0,,,34-34,2,E. Bledsoe makes 2-pt shot from 12 ft
5:08.0,T. Rozier makes 3-pt shot from 24 ft (assist by J. Tatum),3,37-34,,
4:48.0,,,37-34,,Turnover by E. Bledsoe (bad pass; steal by J. Tatum)
4:39.0,Turnover by J. Tatum (lost ball; steal by T. Snell),,37-34,,
4:34.0,,,37-36,2,G. Antetokounmpo makes 2-pt shot at rim (assist by E. Bledsoe)
4:11.0,J. Tatum misses 2-pt shot from 16 ft,,37-36,,
4:09.0,,,37-36,,Defensive rebound by Team
4:09.0,,,37-36,,J. Parker enters the game for G. Antetokounmpo
4:09.0,M. Smart enters the game for J. Tatum,,37-36,,
3:57.0,,,37-38,2,E. Bledsoe makes 2-pt shot from 1 ft
3:42.0,T. Rozier misses 2-pt shot from 13 ft,,37-38,,
3:40.0,Offensive rebound by G. Monroe,,37-38,,
3:39.0,G. Monroe misses 2-pt shot from 2 ft,,37-38,,
3:36.0,,,37-38,,Defensive rebound by K. Middleton
3:30.0,,,37-38,,T. Snell misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by S. Ojeleye,,37-38,,
3:10.0,M. Smart misses 2-pt shot from 13 ft,,37-38,,
3:07.0,,,37-38,,Defensive rebound by T. Maker
3:02.0,,,37-38,,T. Snell misses 3-pt shot from 27 ft
3:00.0,Defensive rebound by T. Rozier,,37-38,,
2:55.0,,,37-38,,M. Brogdon enters the game for T. Maker
2:55.0,,,37-38,,G. Antetokounmpo enters the game for T. Snell
2:55.0,A. Horford enters the game for S. Ojeleye,,37-38,,
2:55.0,M. Morris enters the game for G. Monroe,,37-38,,
2:52.0,Jump ball: J. Parker vs. J. Brown (M. Smart gains possession),,,,Jump ball: J. Parker vs. J. Brown (M. Smart gains possession)
2:38.0,T. Rozier misses 3-pt shot from 26 ft,,37-38,,
2:35.0,,,37-38,,Defensive rebound by G. Antetokounmpo
2:29.0,,,37-41,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by G. Antetokounmpo)
2:16.0,Turnover by M. Smart (bad pass; steal by G. Antetokounmpo),,37-41,,
2:12.0,,,37-43,2,G. Antetokounmpo makes 2-pt shot at rim
2:09.0,Boston full timeout,,37-43,,
1:44.0,A. Horford misses 2-pt shot from 10 ft,,37-43,,
1:41.0,,,37-43,,Defensive rebound by J. Parker
1:39.0,,,37-43,,J. Parker misses 3-pt shot from 26 ft
1:35.0,Defensive rebound by T. Rozier,,37-43,,
1:22.0,M. Smart makes 2-pt shot from 14 ft (assist by T. Rozier),2,39-43,,
1:01.0,,,39-46,3,K. Middleton makes 3-pt shot from 26 ft (assist by E. Bledsoe)
0:41.0,,,39-46,,Personal foul by K. Middleton (drawn by M. Morris)
0:41.0,,,39-46,,T. Snell enters the game for K. Middleton
0:35.0,T. Rozier misses 2-pt shot from 1 ft,,39-46,,
0:33.0,,,39-46,,Defensive rebound by M. Brogdon
0:24.0,,,39-48,2,G. Antetokounmpo makes 2-pt shot from 3 ft
0:04.0,T. Rozier misses 3-pt shot from 27 ft,,39-48,,
0:01.0,,,39-48,,Defensive rebound by G. Antetokounmpo
0:00.0,Personal foul by A. Horford (drawn by G. Antetokounmpo),,39-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Personal foul by A. Horford (drawn by M. Brogdon),,39-48,,
11:41.0,,,39-48,,Shooting foul by S. Ojeleye (drawn by E. Bledsoe)
11:41.0,,,39-48,,E. Bledsoe misses free throw 1 of 2
11:41.0,,,39-48,,Offensive rebound by Team
11:41.0,,,39-49,1,E. Bledsoe makes free throw 2 of 2
11:17.0,J. Tatum misses 2-pt shot from 1 ft,,39-49,,
11:14.0,,,39-49,,Defensive rebound by M. Brogdon
11:09.0,,,39-49,,E. Bledsoe misses 3-pt shot from 24 ft
11:09.0,,,39-49,,Offensive rebound by T. Maker
11:09.0,Personal foul by J. Brown (drawn by T. Maker),,39-49,,
11:01.0,,,39-49,,T. Maker misses 3-pt shot from 26 ft
10:58.0,Defensive rebound by A. Horford,,39-49,,
10:52.0,Shooting foul by T. Maker (drawn by T. Rozier),,39-49,,
10:52.0,T. Rozier makes free throw 1 of 2,1,40-49,,
10:52.0,T. Rozier makes free throw 2 of 2,1,41-49,,
10:33.0,,,41-49,,G. Antetokounmpo misses 2-pt shot from 3 ft
10:31.0,Defensive rebound by J. Brown,,41-49,,
10:25.0,J. Brown misses 2-pt shot from 2 ft,,41-49,,
10:23.0,,,41-49,,Defensive rebound by G. Antetokounmpo
10:16.0,Personal block foul by T. Rozier (drawn by E. Bledsoe),,41-49,,
10:09.0,,,41-51,2,M. Brogdon makes 2-pt shot from 1 ft
10:09.0,,,41-51,,Shooting foul by J. Tatum (drawn by M. Brogdon)
10:09.0,,,41-52,1,M. Brogdon makes free throw 1 of 1
9:45.0,J. Brown misses 2-pt shot at rim (block by T. Maker),,41-52,,
9:41.0,,,41-52,,Defensive rebound by M. Brogdon
9:37.0,,,41-55,3,K. Middleton makes 3-pt shot from 27 ft (assist by M. Brogdon)
9:37.0,Boston full timeout,,41-55,,
9:25.0,A. Horford makes 3-pt shot from 25 ft (assist by T. Rozier),3,44-55,,
8:55.0,,,44-55,,T. Maker misses 3-pt shot from 26 ft
8:52.0,Defensive rebound by S. Ojeleye,,44-55,,
8:40.0,Shooting foul by T. Maker (drawn by J. Tatum),,44-55,,
8:40.0,J. Tatum makes free throw 1 of 2,1,45-55,,
8:40.0,J. Tatum makes free throw 2 of 2,1,46-55,,
8:17.0,,,46-57,2,M. Brogdon makes 2-pt shot from 13 ft
7:52.0,T. Rozier misses 3-pt shot from 26 ft,,46-57,,
7:48.0,Offensive rebound by S. Ojeleye,,46-57,,
7:47.0,Shooting foul by T. Maker (drawn by J. Tatum),,46-57,,
7:47.0,J. Tatum makes free throw 1 of 2,1,47-57,,
7:47.0,,,47-57,,J. Parker enters the game for T. Maker
7:47.0,J. Tatum makes free throw 2 of 2,1,48-57,,
7:34.0,,,48-57,,E. Bledsoe misses 2-pt shot from 17 ft
7:30.0,Defensive rebound by J. Tatum,,48-57,,
7:19.0,J. Brown makes 2-pt shot from 1 ft,2,50-57,,
7:19.0,,,50-57,,Milwaukee full timeout
7:13.0,Personal foul by T. Rozier (drawn by E. Bledsoe),,50-57,,
7:13.0,,,50-58,1,E. Bledsoe makes free throw 1 of 2
7:13.0,,,50-58,,E. Bledsoe misses free throw 2 of 2
7:07.0,Defensive rebound by J. Brown,,50-58,,
6:48.0,J. Brown makes 3-pt shot from 27 ft (assist by A. Horford),3,53-58,,
6:28.0,,,53-60,2,G. Antetokounmpo makes 2-pt shot from 8 ft
6:17.0,,,53-60,,Personal foul by M. Brogdon (drawn by J. Brown)
6:10.0,J. Brown misses 3-pt shot from 26 ft,,53-60,,
6:07.0,Offensive rebound by A. Horford,,53-60,,
6:02.0,J. Tatum makes 2-pt shot at rim (assist by A. Horford),2,55-60,,
6:02.0,Shooting foul by M. Brogdon (drawn by J. Tatum),,55-60,,
6:02.0,J. Tatum misses free throw 1 of 1,,55-60,,
6:02.0,,,55-60,,Defensive rebound by G. Antetokounmpo
5:55.0,Personal foul by J. Brown (drawn by M. Brogdon),,55-60,,
5:55.0,,,55-60,,M. Brogdon misses free throw 1 of 2
5:55.0,,,55-60,,Offensive rebound by Team
5:55.0,,,55-61,1,M. Brogdon makes free throw 2 of 2
5:38.0,T. Rozier misses 3-pt shot from 28 ft,,55-61,,
5:36.0,Offensive rebound by A. Horford,,55-61,,
5:23.0,A. Horford makes 2-pt shot from 8 ft,2,57-61,,
5:07.0,,,57-61,,E. Bledsoe misses 2-pt shot from 14 ft
5:04.0,Defensive rebound by T. Rozier,,57-61,,
4:46.0,J. Brown makes 2-pt shot from 1 ft (assist by J. Tatum),2,59-61,,
4:46.0,,,59-61,,Milwaukee full timeout
4:46.0,,,59-61,,M. Dellavedova enters the game for E. Bledsoe
4:46.0,,,59-61,,T. Snell enters the game for M. Brogdon
4:46.0,M. Morris enters the game for S. Ojeleye,,59-61,,
4:29.0,,,59-61,,G. Antetokounmpo misses 2-pt shot from 12 ft
4:26.0,,,59-61,,Offensive rebound by J. Parker
4:25.0,,,59-61,,J. Parker misses 2-pt shot from 2 ft (block by J. Brown)
4:22.0,Defensive rebound by J. Tatum,,59-61,,
4:21.0,J. Tatum makes 2-pt shot at rim (assist by A. Horford),2,61-61,,
4:01.0,,,61-63,2,K. Middleton makes 2-pt shot from 4 ft (assist by M. Dellavedova)
3:37.0,Turnover by J. Brown (bad pass),,61-63,,
3:28.0,,,61-63,,Shooting foul by A. Horford (drawn by G. Antetokounmpo)
3:28.0,,,61-64,1,G. Antetokounmpo makes free throw 1 of 2
3:28.0,M. Smart enters the game for J. Brown,,61-64,,
3:28.0,S. Ojeleye enters the game for A. Horford,,61-64,,
3:28.0,,,61-65,1,G. Antetokounmpo makes free throw 2 of 2
3:00.0,J. Tatum misses 2-pt shot from 2 ft,,61-65,,
2:57.0,,,61-65,,Defensive rebound by T. Snell
2:57.0,,,61-67,2,G. Antetokounmpo makes 2-pt shot from 1 ft
2:45.0,,,61-67,,Personal foul by M. Dellavedova (drawn by T. Rozier)
2:45.0,M. Morris makes free throw 1 of 2,1,62-67,,
2:45.0,M. Morris makes free throw 2 of 2,1,63-67,,
2:28.0,,,63-69,2,K. Middleton makes 2-pt shot from 17 ft (assist by M. Dellavedova)
2:06.0,T. Rozier misses 2-pt shot from 13 ft,,63-69,,
2:04.0,,,63-69,,Defensive rebound by J. Parker
1:48.0,,,63-72,3,T. Snell makes 3-pt shot from 25 ft (assist by M. Dellavedova)
1:46.0,,,63-72,,Personal foul by M. Dellavedova (drawn by J. Tatum)
1:46.0,J. Tatum makes free throw 1 of 2,1,64-72,,
1:46.0,,,64-72,,T. Zeller enters the game for K. Middleton
1:46.0,J. Brown enters the game for T. Rozier,,64-72,,
1:46.0,A. Baynes enters the game for S. Ojeleye,,64-72,,
1:46.0,J. Tatum makes free throw 2 of 2,1,65-72,,
1:33.0,,,65-72,,J. Parker misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by J. Brown,,65-72,,
1:17.0,M. Morris misses 2-pt shot from 3 ft (block by T. Snell),,65-72,,
1:13.0,,,65-72,,Defensive rebound by J. Parker
1:08.0,,,65-72,,T. Snell misses 3-pt shot from 28 ft
1:05.0,Defensive rebound by A. Baynes,,65-72,,
0:47.0,M. Morris misses 3-pt shot from 25 ft,,65-72,,
0:42.0,,,65-72,,Defensive rebound by J. Parker
0:33.0,,,65-74,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:21.0,Turnover by J. Brown (bad pass),,65-74,,
0:21.0,,,65-74,,K. Middleton enters the game for T. Zeller
0:21.0,S. Ojeleye enters the game for M. Morris,,65-74,,
0:04.0,,,65-74,,M. Dellavedova misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by J. Brown,,65-74,,
0:00.0,J. Brown misses 3-pt shot from 35 ft,,65-74,,
0:00.0,Offensive rebound by Team,,65-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,M. Morris misses 2-pt shot from 15 ft,,65-74,,
11:40.0,,,65-74,,Defensive rebound by G. Antetokounmpo
11:29.0,Personal foul by M. Smart (drawn by K. Middleton),,65-74,,
11:15.0,,,65-74,,Turnover by Team (shot clock)
11:05.0,M. Morris makes 2-pt shot from 1 ft (assist by S. Larkin),2,67-74,,
10:51.0,,,67-74,,G. Antetokounmpo misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by M. Smart,,67-74,,
10:34.0,M. Morris makes 2-pt shot from 7 ft,2,69-74,,
10:34.0,Shooting foul by K. Middleton (drawn by M. Morris),,69-74,,
10:34.0,M. Morris makes free throw 1 of 1,1,70-74,,
10:12.0,,,70-76,2,J. Parker makes 2-pt shot from 2 ft (assist by K. Middleton)
9:53.0,M. Morris misses 2-pt shot from 17 ft,,70-76,,
9:50.0,,,70-76,,Defensive rebound by G. Antetokounmpo
9:46.0,,,70-78,2,G. Antetokounmpo makes 2-pt shot from 1 ft
9:31.0,M. Morris misses 2-pt shot from 13 ft,,70-78,,
9:28.0,,,70-78,,Defensive rebound by T. Snell
9:20.0,,,70-78,,G. Antetokounmpo misses 2-pt shot at rim
9:19.0,Defensive rebound by M. Smart,,70-78,,
9:19.0,,,70-78,,T. Maker enters the game for G. Antetokounmpo
9:15.0,,,70-78,,Personal take foul by T. Snell (drawn by J. Brown)
9:03.0,Shooting foul by T. Maker (drawn by J. Brown),,70-78,,
9:03.0,J. Brown makes free throw 1 of 3,1,71-78,,
9:03.0,J. Brown misses free throw 2 of 3,,71-78,,
9:03.0,Offensive rebound by Team,,71-78,,
9:03.0,,,71-78,,T. Zeller enters the game for M. Dellavedova
9:03.0,,,71-78,,E. Bledsoe enters the game for T. Maker
9:03.0,A. Baynes enters the game for A. Horford,,71-78,,
9:03.0,J. Brown misses free throw 3 of 3,,71-78,,
9:03.0,,,71-78,,Defensive rebound by T. Zeller
8:53.0,Personal foul by M. Morris (drawn by K. Middleton),,71-78,,
8:53.0,T. Rozier enters the game for S. Larkin,,71-78,,
8:39.0,,,71-78,,E. Bledsoe misses 3-pt shot from 26 ft
8:36.0,Defensive rebound by A. Baynes,,71-78,,
8:28.0,M. Smart makes 2-pt shot from 1 ft (assist by T. Rozier),2,73-78,,
8:05.0,,,73-78,,J. Parker misses 2-pt shot from 5 ft
8:03.0,Defensive rebound by J. Brown,,73-78,,
7:59.0,J. Brown makes 2-pt shot from 1 ft,2,75-78,,
7:59.0,,,75-78,,Milwaukee full timeout
7:59.0,,,75-78,,G. Antetokounmpo enters the game for J. Parker
7:59.0,,,75-78,,M. Brogdon enters the game for T. Snell
7:35.0,,,75-80,2,G. Antetokounmpo makes 2-pt shot from 10 ft
7:17.0,M. Smart misses 2-pt shot from 14 ft,,75-80,,
7:15.0,Offensive rebound by A. Baynes,,75-80,,
7:13.0,M. Morris makes 3-pt shot from 25 ft (assist by A. Baynes),3,78-80,,
6:53.0,,,78-80,,E. Bledsoe misses 3-pt shot from 26 ft
6:50.0,Defensive rebound by A. Baynes,,78-80,,
6:32.0,T. Rozier misses 3-pt shot from 26 ft,,78-80,,
6:28.0,,,78-80,,Defensive rebound by K. Middleton
6:17.0,,,78-80,,G. Antetokounmpo misses 2-pt shot from 12 ft
6:14.0,Defensive rebound by T. Rozier,,78-80,,
6:00.0,M. Smart misses 2-pt shot from 4 ft,,78-80,,
5:57.0,,,78-80,,Defensive rebound by K. Middleton
5:53.0,,,78-80,,Shooting foul by J. Brown (drawn by T. Zeller)
5:53.0,,,78-80,,T. Zeller misses free throw 1 of 2
5:53.0,,,78-80,,Offensive rebound by Team
5:53.0,A. Horford enters the game for M. Morris,,78-80,,
5:53.0,S. Ojeleye enters the game for M. Smart,,78-80,,
5:53.0,J. Tatum enters the game for A. Baynes,,78-80,,
5:53.0,,,78-81,1,T. Zeller makes free throw 2 of 2
5:36.0,J. Brown misses 2-pt shot from 3 ft (block by E. Bledsoe),,78-81,,
5:36.0,Offensive rebound by Team,,78-81,,
5:36.0,,,78-81,,T. Maker enters the game for T. Zeller
5:32.0,J. Brown misses 3-pt shot from 27 ft,,78-81,,
5:29.0,,,78-81,,Defensive rebound by G. Antetokounmpo
5:23.0,,,78-84,3,M. Brogdon makes 3-pt shot from 22 ft (assist by E. Bledsoe)
5:22.0,Boston full timeout,,78-84,,
5:22.0,M. Morris enters the game for S. Ojeleye,,78-84,,
5:07.0,M. Morris misses 3-pt shot from 23 ft,,78-84,,
5:04.0,,,78-84,,Defensive rebound by K. Middleton
4:43.0,,,78-84,,G. Antetokounmpo misses 2-pt shot from 18 ft
4:41.0,,,78-84,,Offensive rebound by M. Brogdon
4:22.0,,,78-86,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by E. Bledsoe)
4:00.0,J. Tatum makes 3-pt shot from 27 ft,3,81-86,,
3:43.0,,,81-86,,Shooting foul by A. Horford (drawn by G. Antetokounmpo)
3:43.0,,,81-87,1,G. Antetokounmpo makes free throw 1 of 2
3:43.0,M. Smart enters the game for M. Morris,,81-87,,
3:43.0,,,81-87,,G. Antetokounmpo misses free throw 2 of 2
3:40.0,Defensive rebound by A. Horford,,81-87,,
3:32.0,M. Smart misses 3-pt shot from 26 ft,,81-87,,
3:30.0,,,81-87,,Defensive rebound by T. Maker
3:25.0,,,81-87,,Turnover by T. Maker (out of bounds lost ball)
3:22.0,Turnover by J. Tatum (bad pass; steal by E. Bledsoe),,81-87,,
3:13.0,,,81-87,,M. Brogdon misses 2-pt shot from 2 ft
3:11.0,,,81-87,,Offensive rebound by G. Antetokounmpo
3:08.0,,,81-89,2,G. Antetokounmpo makes 2-pt shot from 8 ft
2:50.0,T. Rozier misses 3-pt shot from 27 ft,,81-89,,
2:47.0,,,81-89,,Defensive rebound by T. Maker
2:26.0,,,81-89,,Turnover by Team (shot clock)
2:11.0,J. Tatum misses 3-pt shot from 28 ft,,81-89,,
2:09.0,,,81-89,,Defensive rebound by M. Brogdon
2:09.0,Personal foul by J. Tatum (drawn by M. Brogdon),,81-89,,
2:09.0,,,81-90,1,M. Brogdon makes free throw 1 of 2
2:09.0,M. Morris enters the game for M. Smart,,81-90,,
2:09.0,,,81-91,1,M. Brogdon makes free throw 2 of 2
2:00.0,J. Brown misses 3-pt shot from 27 ft,,81-91,,
1:57.0,,,81-91,,Defensive rebound by G. Antetokounmpo
1:50.0,Personal foul by T. Rozier (drawn by G. Antetokounmpo),,81-91,,
1:50.0,,,81-91,,G. Antetokounmpo misses free throw 1 of 2
1:50.0,,,81-91,,Offensive rebound by Team
1:50.0,,,81-92,1,G. Antetokounmpo makes free throw 2 of 2
1:34.0,J. Tatum makes 2-pt shot from 1 ft (assist by T. Rozier),2,83-92,,
1:34.0,Shooting foul by K. Middleton (drawn by J. Tatum),,83-92,,
1:34.0,S. Ojeleye enters the game for M. Morris,,83-92,,
