time,Houston,pts.away,score,pts.home,Golden State
2:01.0,,,86-111,,Defensive rebound by P. McCaw
1:54.0,,,86-111,,Q. Cook misses 2-pt shot from 3 ft
1:53.0,Defensive rebound by A. Jackson,,86-111,,
1:48.0,L. Mbah a Moute misses 3-pt shot from 27 ft,,86-111,,
1:42.0,,,86-111,,Defensive rebound by N. Young
1:26.0,,,86-111,,P. McCaw misses 3-pt shot from 22 ft
1:24.0,,,86-111,,Offensive rebound by D. West
1:04.0,,,86-113,2,D. West makes 2-pt shot at rim (assist by Q. Cook)
0:57.0,J. Johnson misses 3-pt shot from 27 ft,,86-113,,
0:53.0,,,86-113,,Defensive rebound by Z. Pachulia
0:42.0,,,86-115,2,Q. Cook makes 2-pt shot from 14 ft
0:23.0,Shooting foul by P. McCaw (drawn by L. Mbah a Moute),,86-115,,
0:23.0,L. Mbah a Moute misses free throw 1 of 2,,86-115,,
0:23.0,Offensive rebound by Team,,86-115,,
0:23.0,L. Mbah a Moute misses free throw 2 of 2,,86-115,,
0:21.0,,,86-115,,Defensive rebound by Z. Pachulia
