time,Utah,pts.away,score,pts.home,Oklahoma City
0:01.0,,,25-25,,R. Felton misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by R. O'Neale,,25-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,25-25,,P. George misses 2-pt shot from 3 ft (block by D. Favors)
11:41.0,,,25-25,,Offensive rebound by P. George
11:40.0,,,25-27,2,P. George makes 2-pt shot from 1 ft
11:17.0,J. Jerebko misses 2-pt shot from 1 ft (block by J. Grant),,25-27,,
11:16.0,,,25-27,,Defensive rebound by P. Patterson
11:06.0,,,25-27,,P. George misses 3-pt shot from 25 ft
11:02.0,Defensive rebound by D. Exum,,25-27,,
10:53.0,J. Crowder makes 3-pt shot from 25 ft (assist by J. Jerebko),3,28-27,,
10:36.0,,,28-27,,R. Felton misses 2-pt shot from 6 ft
10:34.0,Defensive rebound by D. Favors,,28-27,,
10:17.0,J. Crowder misses 3-pt shot from 24 ft,,28-27,,
10:13.0,,,28-27,,Defensive rebound by J. Grant
10:06.0,,,28-29,2,P. George makes 2-pt shot from 15 ft
9:39.0,J. Crowder misses 2-pt shot from 1 ft (block by R. Felton),,28-29,,
9:37.0,,,28-29,,Defensive rebound by P. Patterson
9:33.0,,,28-29,,Shooting foul by D. Favors (drawn by P. George)
9:33.0,,,28-30,1,P. George makes free throw 1 of 2
9:33.0,R. Rubio enters the game for D. Exum,,28-30,,
9:33.0,R. O'Neale enters the game for D. Favors,,28-30,,
9:33.0,R. Gobert enters the game for J. Jerebko,,28-30,,
9:33.0,,,28-31,1,P. George makes free throw 2 of 2
9:11.0,R. Rubio misses 3-pt shot from 24 ft,,28-31,,
9:07.0,Offensive rebound by R. Rubio,,28-31,,
9:02.0,J. Ingles misses 2-pt shot from 20 ft,,28-31,,
9:00.0,,,28-31,,Defensive rebound by J. Grant
8:47.0,,,28-31,,Turnover by J. Grant (lost ball; steal by R. O'Neale)
8:39.0,R. Rubio misses 3-pt shot from 24 ft,,28-31,,
8:36.0,,,28-31,,Defensive rebound by J. Grant
8:34.0,Personal block foul by J. Ingles (drawn by P. George),,28-31,,
8:34.0,,,28-31,,R. Westbrook enters the game for R. Felton
8:34.0,,,28-31,,S. Adams enters the game for J. Grant
8:28.0,,,28-31,,P. George misses 2-pt shot from 1 ft
8:25.0,Defensive rebound by R. Rubio,,28-31,,
8:20.0,Shooting foul by P. Patterson (drawn by R. Gobert),,28-31,,
8:20.0,R. Gobert misses free throw 1 of 2,,28-31,,
8:20.0,Offensive rebound by Team,,28-31,,
8:20.0,D. Mitchell enters the game for J. Crowder,,28-31,,
8:20.0,R. Gobert misses free throw 2 of 2,,28-31,,
8:18.0,,,28-31,,Defensive rebound by R. Westbrook
8:12.0,,,28-31,,R. Westbrook misses 3-pt shot from 25 ft
8:12.0,,,28-31,,Offensive rebound by Team
8:12.0,Personal foul by R. O'Neale (drawn by P. Patterson),,28-31,,
8:12.0,,,28-31,,C. Brewer enters the game for P. George
8:01.0,,,28-33,2,R. Westbrook makes 2-pt shot from 17 ft
7:57.0,,,28-33,,Personal foul by R. Westbrook (drawn by R. Rubio)
7:51.0,Shooting foul by A. Abrines (drawn by R. Rubio),,28-33,,
7:51.0,R. Rubio makes free throw 1 of 2,1,29-33,,
7:51.0,,,29-33,,C. Anthony enters the game for P. Patterson
7:51.0,D. Favors enters the game for J. Ingles,,29-33,,
7:51.0,R. Rubio makes free throw 2 of 2,1,30-33,,
7:40.0,,,30-33,,A. Abrines misses 2-pt shot from 8 ft (block by R. Gobert)
7:37.0,Defensive rebound by R. O'Neale,,30-33,,
7:36.0,Offensive foul by R. Gobert (drawn by A. Abrines),,30-33,,
7:36.0,Turnover by R. Gobert (offensive foul),,30-33,,
7:25.0,,,30-36,3,A. Abrines makes 3-pt shot from 25 ft
7:05.0,R. Rubio makes 2-pt shot from 9 ft,2,32-36,,
6:56.0,,,32-38,2,R. Westbrook makes 2-pt shot from 14 ft
6:39.0,R. Rubio misses 2-pt shot from 11 ft,,32-38,,
6:38.0,,,32-38,,Defensive rebound by R. Westbrook
6:33.0,,,32-38,,S. Adams misses 2-pt shot from 3 ft (block by R. O'Neale)
6:31.0,Defensive rebound by D. Mitchell,,32-38,,
6:26.0,R. O'Neale misses 3-pt shot from 23 ft,,32-38,,
6:23.0,Offensive rebound by R. Gobert,,32-38,,
6:23.0,R. Gobert makes 2-pt shot at rim,2,34-38,,
6:12.0,,,34-38,,A. Abrines misses 3-pt shot from 24 ft
6:09.0,Defensive rebound by D. Mitchell,,34-38,,
6:02.0,D. Mitchell misses 2-pt shot from 1 ft,,34-38,,
6:01.0,,,34-38,,Defensive rebound by A. Abrines
5:58.0,,,34-38,,Turnover by R. Westbrook (bad pass)
5:58.0,,,34-38,,Oklahoma City full timeout
5:58.0,,,34-38,,P. George enters the game for A. Abrines
5:37.0,Turnover by R. Rubio (bad pass; steal by C. Anthony),,34-38,,
5:35.0,,,34-40,2,R. Westbrook makes 2-pt shot from 1 ft (assist by C. Anthony)
5:20.0,Shooting foul by S. Adams (drawn by R. Gobert),,34-40,,
5:20.0,R. Gobert makes free throw 1 of 2,1,35-40,,
5:20.0,J. Crowder enters the game for D. Favors,,35-40,,
5:20.0,R. Gobert misses free throw 2 of 2,,35-40,,
5:19.0,,,35-40,,Defensive rebound by R. Westbrook
5:08.0,,,35-40,,R. Westbrook misses 2-pt shot from 14 ft
5:04.0,Defensive rebound by J. Crowder,,35-40,,
4:57.0,D. Mitchell makes 2-pt shot from 1 ft (assist by J. Crowder),2,37-40,,
4:44.0,,,37-43,3,P. George makes 3-pt shot from 26 ft (assist by R. Westbrook)
4:28.0,,,37-43,,Personal foul by C. Brewer (drawn by D. Mitchell)
4:28.0,D. Mitchell makes free throw 1 of 2,1,38-43,,
4:28.0,D. Mitchell makes free throw 2 of 2,1,39-43,,
4:17.0,,,39-43,,Turnover by R. Westbrook (bad pass; steal by R. Rubio)
4:11.0,R. Gobert makes 2-pt shot at rim (assist by R. Rubio),2,41-43,,
3:48.0,,,41-45,2,P. George makes 2-pt shot from 5 ft
3:33.0,D. Mitchell misses 3-pt shot from 24 ft,,41-45,,
3:31.0,,,41-45,,Defensive rebound by C. Anthony
3:23.0,,,41-47,2,R. Westbrook makes 2-pt shot from 10 ft
3:21.0,Utah full timeout,,41-47,,
3:21.0,J. Ingles enters the game for R. O'Neale,,41-47,,
3:07.0,D. Mitchell misses 3-pt shot from 26 ft,,41-47,,
3:05.0,,,41-47,,Defensive rebound by R. Westbrook
2:50.0,,,41-47,,Turnover by R. Westbrook (lost ball; steal by J. Crowder)
2:48.0,Turnover by J. Crowder (bad pass; steal by C. Brewer),,41-47,,
2:47.0,,,41-47,,Turnover by C. Brewer (bad pass)
2:31.0,R. Rubio makes 2-pt shot from 1 ft,2,43-47,,
2:08.0,,,43-50,3,P. George makes 3-pt shot from 25 ft
1:54.0,R. Rubio makes 2-pt shot from 1 ft,2,45-50,,
1:42.0,,,45-50,,C. Anthony misses 3-pt shot from 25 ft
1:42.0,,,45-50,,Offensive rebound by C. Brewer
1:39.0,,,45-50,,Shooting foul by R. Rubio (drawn by C. Brewer)
1:39.0,,,45-51,1,C. Brewer makes free throw 1 of 2
1:39.0,,,45-52,1,C. Brewer makes free throw 2 of 2
1:26.0,R. Rubio misses 2-pt shot from 18 ft,,45-52,,
1:24.0,,,45-52,,Defensive rebound by P. George
1:09.0,,,45-52,,Shooting foul by R. Gobert (drawn by S. Adams)
1:09.0,,,45-53,1,S. Adams makes free throw 1 of 2
1:09.0,,,45-54,1,S. Adams makes free throw 2 of 2
0:49.0,J. Crowder makes 3-pt shot from 24 ft (assist by R. Gobert),3,48-54,,
0:32.0,,,48-54,,Turnover by C. Anthony (bad pass; steal by D. Mitchell)
0:27.0,J. Ingles misses 2-pt shot from 22 ft,,48-54,,
0:24.0,,,48-54,,Defensive rebound by C. Anthony
0:04.0,,,48-54,,R. Westbrook misses 3-pt shot from 25 ft
0:01.0,Defensive rebound by J. Crowder,,48-54,,
0:00.0,J. Crowder misses 3-pt shot from 66 ft,,48-54,,
0:00.0,Offensive rebound by Team,,48-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,48-56,2,C. Brewer makes 2-pt shot from 1 ft
11:23.0,Turnover by D. Favors (out of bounds lost ball),,48-56,,
11:04.0,,,48-56,,S. Adams misses 2-pt shot from 1 ft (block by R. Gobert)
11:01.0,Defensive rebound by D. Mitchell,,48-56,,
10:42.0,D. Mitchell makes 3-pt shot from 30 ft (assist by R. Rubio),3,51-56,,
10:25.0,,,51-56,,R. Westbrook misses 2-pt shot from 17 ft
10:23.0,Defensive rebound by R. Rubio,,51-56,,
10:14.0,J. Ingles misses 3-pt shot from 26 ft,,51-56,,
10:11.0,,,51-56,,Defensive rebound by C. Anthony
10:05.0,,,51-56,,C. Anthony misses 3-pt shot from 25 ft
10:02.0,Defensive rebound by J. Ingles,,51-56,,
9:54.0,J. Ingles makes 2-pt shot at rim,2,53-56,,
9:39.0,,,53-59,3,P. George makes 3-pt shot from 24 ft (assist by S. Adams)
9:18.0,R. Rubio misses 2-pt shot from 2 ft,,53-59,,
9:16.0,,,53-59,,Defensive rebound by C. Anthony
9:01.0,,,53-59,,S. Adams misses 2-pt shot from 8 ft
8:59.0,Defensive rebound by D. Favors,,53-59,,
8:56.0,Turnover by D. Mitchell (bad pass),,53-59,,
8:53.0,,,53-62,3,P. George makes 3-pt shot from 25 ft (assist by R. Westbrook)
8:50.0,Utah full timeout,,53-62,,
8:33.0,J. Ingles makes 2-pt shot from 8 ft (assist by D. Favors),2,55-62,,
8:09.0,,,55-62,,Turnover by P. George (lost ball; steal by R. Rubio)
7:47.0,D. Mitchell misses 2-pt shot from 1 ft,,55-62,,
7:45.0,,,55-62,,Defensive rebound by R. Westbrook
7:30.0,,,55-62,,Shooting foul by J. Ingles (drawn by R. Westbrook)
7:30.0,,,55-63,1,R. Westbrook makes free throw 1 of 2
7:30.0,,,55-64,1,R. Westbrook makes free throw 2 of 2
7:15.0,Offensive foul by R. Gobert (drawn by C. Brewer),,55-64,,
7:15.0,Turnover by R. Gobert (offensive foul),,55-64,,
6:57.0,,,55-64,,Turnover by C. Anthony (out of bounds lost ball)
6:46.0,,,55-64,,Personal foul by P. George (drawn by D. Mitchell)
6:43.0,,,55-64,,Violation by R. Westbrook (kicked ball)
6:38.0,J. Ingles makes 3-pt shot from 25 ft (assist by R. Rubio),3,58-64,,
6:24.0,,,58-67,3,C. Brewer makes 3-pt shot from 23 ft (assist by R. Westbrook)
6:05.0,R. Rubio misses 3-pt shot from 25 ft,,58-67,,
6:01.0,Offensive rebound by R. Rubio,,58-67,,
5:58.0,R. Rubio makes 2-pt shot from 15 ft,2,60-67,,
5:49.0,,,60-67,,Offensive foul by R. Westbrook (drawn by R. Rubio)
5:49.0,,,60-67,,Turnover by R. Westbrook (offensive foul)
5:49.0,J. Crowder enters the game for D. Favors,,60-67,,
5:36.0,Shooting foul by C. Brewer (drawn by R. Gobert),,60-67,,
5:36.0,R. Gobert misses free throw 1 of 2,,60-67,,
5:36.0,Offensive rebound by Team,,60-67,,
5:36.0,R. Gobert makes free throw 2 of 2,1,61-67,,
5:35.0,Away from play foul by J. Crowder (drawn by R. Westbrook),,61-67,,
5:35.0,,,61-68,1,R. Westbrook makes free throw 1 of 1
5:20.0,,,61-68,,C. Anthony misses 2-pt shot from 17 ft
5:19.0,,,61-68,,Offensive rebound by Team
5:19.0,Loose ball foul by R. Gobert (drawn by S. Adams),,61-68,,
5:19.0,,,61-68,,A. Abrines enters the game for P. George
5:19.0,D. Favors enters the game for R. Gobert,,61-68,,
5:02.0,,,61-68,,Shooting foul by J. Ingles (drawn by C. Anthony)
5:02.0,,,61-69,1,C. Anthony makes free throw 1 of 2
5:02.0,R. O'Neale enters the game for J. Ingles,,61-69,,
5:02.0,,,61-70,1,C. Anthony makes free throw 2 of 2
4:51.0,Turnover by R. Rubio (bad pass; steal by R. Westbrook),,61-70,,
4:46.0,,,61-70,,Oklahoma City full timeout
4:38.0,,,61-70,,Turnover by A. Abrines (bad pass; steal by R. Rubio)
4:38.0,,,61-70,,Personal take foul by C. Brewer (drawn by R. Rubio)
4:38.0,D. Exum enters the game for R. Rubio,,61-70,,
4:28.0,D. Mitchell misses 2-pt shot from 12 ft,,61-70,,
4:25.0,,,61-70,,Defensive rebound by S. Adams
4:19.0,,,61-70,,R. Westbrook misses 2-pt shot from 6 ft
4:17.0,,,61-70,,Offensive rebound by S. Adams
4:17.0,,,61-72,2,S. Adams makes 2-pt shot at rim
4:06.0,,,61-72,,Personal foul by R. Westbrook (drawn by D. Exum)
3:58.0,D. Favors misses 2-pt shot at rim,,61-72,,
3:57.0,,,61-72,,Defensive rebound by R. Westbrook
3:52.0,,,61-72,,R. Westbrook misses 2-pt shot from 1 ft
3:50.0,Defensive rebound by D. Mitchell,,61-72,,
3:46.0,D. Mitchell makes 2-pt shot at rim,2,63-72,,
3:25.0,,,63-72,,R. Westbrook misses 2-pt shot from 15 ft
3:22.0,Defensive rebound by J. Crowder,,63-72,,
3:14.0,D. Mitchell makes 3-pt shot from 25 ft (assist by J. Crowder),3,66-72,,
2:55.0,,,66-72,,C. Anthony misses 3-pt shot from 25 ft
2:53.0,Defensive rebound by D. Mitchell,,66-72,,
2:38.0,D. Mitchell misses 3-pt shot from 26 ft,,66-72,,
2:34.0,,,66-72,,Defensive rebound by C. Brewer
2:34.0,Personal take foul by D. Mitchell (drawn by R. Westbrook),,66-72,,
2:34.0,,,66-73,1,R. Westbrook makes free throw 1 of 2
2:34.0,,,66-73,,P. George enters the game for C. Brewer
2:34.0,,,66-73,,J. Grant enters the game for S. Adams
2:34.0,,,66-74,1,R. Westbrook makes free throw 2 of 2
2:13.0,Turnover by D. Exum (lost ball; steal by C. Anthony),,66-74,,
2:10.0,,,66-76,2,R. Westbrook makes 2-pt shot at rim
2:04.0,Turnover by D. Exum (out of bounds lost ball),,66-76,,
2:04.0,,,66-76,,R. Felton enters the game for R. Westbrook
1:48.0,,,66-79,3,P. George makes 3-pt shot from 24 ft
1:32.0,D. Mitchell misses 2-pt shot from 1 ft,,66-79,,
1:30.0,,,66-79,,Defensive rebound by P. George
1:24.0,,,66-79,,P. George misses 3-pt shot from 25 ft
1:21.0,Defensive rebound by D. Favors,,66-79,,
1:07.0,D. Mitchell misses 2-pt shot from 6 ft,,66-79,,
1:05.0,Offensive rebound by D. Mitchell,,66-79,,
1:04.0,D. Mitchell makes 2-pt shot from 1 ft,2,68-79,,
0:49.0,,,68-79,,Turnover by P. George (out of bounds lost ball)
0:34.0,,,68-79,,Shooting block foul by J. Grant (drawn by J. Crowder)
0:34.0,J. Crowder makes free throw 1 of 2,1,69-79,,
0:34.0,J. Crowder makes free throw 2 of 2,1,70-79,,
0:21.0,,,70-79,,Turnover by R. Felton (bad pass; steal by J. Crowder)
0:18.0,Shooting foul by R. Felton (drawn by D. Exum),,70-79,,
0:18.0,D. Exum makes free throw 1 of 2,1,71-79,,
0:18.0,D. Exum makes free throw 2 of 2,1,72-79,,
0:06.0,,,72-79,,A. Abrines misses 3-pt shot from 24 ft
0:02.0,,,72-79,,Offensive rebound by P. George
0:00.0,,,72-81,2,P. George makes 2-pt shot from 21 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,J. Ingles misses 3-pt shot from 23 ft,,72-81,,
11:41.0,Offensive rebound by J. Ingles,,72-81,,
11:36.0,,,72-81,,Violation by P. Patterson (kicked ball)
11:29.0,D. Exum makes 2-pt shot from 1 ft,2,74-81,,
11:14.0,,,74-81,,R. Felton misses 3-pt shot from 24 ft
11:11.0,Defensive rebound by R. Gobert,,74-81,,
11:00.0,Turnover by J. Ingles (turnover),,74-81,,
10:51.0,Personal foul by R. O'Neale (drawn by P. George),,74-81,,
10:39.0,,,74-83,2,P. George makes 2-pt shot from 15 ft
10:23.0,D. Exum makes 2-pt shot at rim,2,76-83,,
10:01.0,,,76-86,3,A. Abrines makes 3-pt shot from 22 ft (assist by J. Grant)
9:40.0,D. Exum makes 2-pt shot from 2 ft,2,78-86,,
9:20.0,,,78-89,3,P. George makes 3-pt shot from 26 ft
9:01.0,Turnover by D. Exum (bad pass; steal by J. Grant),,78-89,,
9:00.0,Personal foul by R. O'Neale (drawn by R. Felton),,78-89,,
8:48.0,,,78-89,,J. Grant misses 2-pt shot from 1 ft
8:47.0,Defensive rebound by J. Crowder,,78-89,,
8:39.0,R. Gobert makes 2-pt shot from 5 ft (assist by J. Ingles),2,80-89,,
8:24.0,,,80-92,3,A. Abrines makes 3-pt shot from 22 ft (assist by J. Grant)
8:23.0,Utah full timeout,,80-92,,
8:23.0,,,80-92,,R. Westbrook enters the game for R. Felton
8:23.0,,,80-92,,S. Adams enters the game for P. Patterson
8:11.0,J. Crowder makes 3-pt shot from 25 ft,3,83-92,,
7:55.0,,,83-94,2,J. Grant makes 2-pt shot at rim (assist by R. Westbrook)
7:47.0,,,83-94,,Personal foul by A. Abrines (drawn by J. Ingles)
7:47.0,D. Mitchell enters the game for R. O'Neale,,83-94,,
7:37.0,J. Crowder misses 3-pt shot from 23 ft,,83-94,,
7:35.0,,,83-94,,Defensive rebound by J. Grant
7:30.0,,,83-96,2,R. Westbrook makes 2-pt shot from 17 ft
7:15.0,D. Mitchell makes 2-pt shot from 14 ft,2,85-96,,
6:56.0,,,85-98,2,J. Grant makes 2-pt shot from 6 ft
6:47.0,,,85-98,,Personal foul by R. Westbrook (drawn by D. Mitchell)
6:47.0,,,85-98,,C. Brewer enters the game for P. George
6:47.0,R. Rubio enters the game for J. Crowder,,85-98,,
6:47.0,D. Favors enters the game for D. Mitchell,,85-98,,
6:42.0,D. Mitchell enters the game for D. Exum,,85-98,,
6:33.0,R. Rubio misses 2-pt shot from 19 ft,,85-98,,
6:31.0,,,85-98,,Defensive rebound by R. Westbrook
6:23.0,,,85-98,,R. Westbrook misses 2-pt shot from 10 ft (block by R. Rubio)
6:23.0,,,85-98,,Offensive rebound by Team
6:17.0,,,85-100,2,R. Westbrook makes 2-pt shot from 15 ft (assist by S. Adams)
5:58.0,D. Favors makes 2-pt shot from 1 ft (assist by D. Mitchell),2,87-100,,
5:43.0,,,87-100,,J. Grant misses 2-pt shot at rim
5:40.0,,,87-100,,Offensive rebound by R. Westbrook
5:28.0,,,87-100,,Turnover by J. Grant (out of bounds lost ball)
5:28.0,,,87-100,,C. Anthony enters the game for J. Grant
5:13.0,D. Mitchell makes 2-pt shot at rim,2,89-100,,
4:55.0,,,89-102,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:53.0,Utah full timeout,,89-102,,
4:53.0,,,89-102,,P. George enters the game for A. Abrines
4:38.0,D. Favors makes 2-pt shot at rim,2,91-102,,
4:23.0,,,91-104,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
4:02.0,D. Mitchell misses 2-pt shot from 4 ft (block by C. Anthony),,91-104,,
3:59.0,,,91-104,,Defensive rebound by P. George
3:54.0,,,91-107,3,C. Anthony makes 3-pt shot from 25 ft (assist by S. Adams)
3:40.0,R. Rubio misses 2-pt shot from 9 ft,,91-107,,
3:37.0,Offensive rebound by R. Gobert,,91-107,,
3:37.0,R. Gobert misses 2-pt shot at rim,,91-107,,
3:36.0,,,91-107,,Defensive rebound by P. George
3:20.0,,,91-109,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
3:19.0,Utah full timeout,,91-109,,
3:19.0,J. Crowder enters the game for D. Favors,,91-109,,
3:19.0,D. Exum enters the game for D. Mitchell,,91-109,,
3:01.0,J. Ingles makes 3-pt shot from 26 ft (assist by R. Rubio),3,94-109,,
2:44.0,Personal foul by J. Ingles (drawn by R. Westbrook),,94-109,,
2:38.0,,,94-109,,R. Westbrook misses 3-pt shot from 25 ft
2:34.0,Defensive rebound by R. Rubio,,94-109,,
2:29.0,R. Rubio misses 2-pt shot from 1 ft,,94-109,,
2:26.0,Offensive rebound by R. Gobert,,94-109,,
2:26.0,R. Gobert misses 2-pt shot at rim,,94-109,,
2:26.0,Offensive rebound by R. Gobert,,94-109,,
2:22.0,R. Gobert makes 2-pt shot at rim,2,96-109,,
2:17.0,Personal foul by J. Ingles (drawn by P. George),,96-109,,
2:17.0,A. Burks enters the game for J. Ingles,,96-109,,
2:17.0,R. Neto enters the game for R. Rubio,,96-109,,
2:17.0,E. Udoh enters the game for R. Gobert,,96-109,,
2:09.0,,,96-109,,R. Westbrook misses 2-pt shot from 1 ft
2:05.0,,,96-109,,Offensive rebound by S. Adams
