time,New York,pts.away,score,pts.home,Washington
6:59.0,,,8-6,,O. Porter misses 2-pt shot from 13 ft
6:56.0,Defensive rebound by M. Beasley,,8-6,,
6:50.0,F. Ntilikina misses 3-pt shot from 23 ft,,8-6,,
6:46.0,,,8-6,,Defensive rebound by B. Beal
6:31.0,,,8-6,,M. Gortat misses 2-pt shot from 9 ft
6:30.0,Defensive rebound by Team,,8-6,,
6:04.0,E. Kanter makes 2-pt shot from 11 ft,2,10-6,,
5:47.0,,,10-8,2,M. Morris makes 2-pt shot from 11 ft (assist by B. Beal)
5:30.0,T. Burke misses 2-pt shot from 4 ft (block by T. Satoransky),,10-8,,
5:28.0,,,10-8,,Defensive rebound by M. Gortat
5:24.0,,,10-8,,Turnover by M. Morris (bad pass; steal by T. Hardaway)
5:18.0,Turnover by T. Hardaway (bad pass; steal by O. Porter),,10-8,,
5:09.0,,,10-8,,B. Beal misses 2-pt shot from 14 ft
5:06.0,Defensive rebound by E. Kanter,,10-8,,
4:58.0,T. Hardaway misses 2-pt shot from 5 ft (block by M. Gortat),,10-8,,
4:54.0,,,10-8,,Defensive rebound by M. Morris
4:48.0,,,10-10,2,O. Porter makes 2-pt shot from 14 ft (assist by T. Satoransky)
4:30.0,,,10-10,,Personal foul by M. Gortat (drawn by E. Kanter)
4:30.0,,,10-10,,M. Scott enters the game for M. Gortat
4:30.0,L. Thomas enters the game for F. Ntilikina,,10-10,,
4:30.0,C. Lee enters the game for M. Beasley,,10-10,,
4:23.0,L. Thomas misses 2-pt shot from 21 ft,,10-10,,
4:19.0,,,10-10,,Defensive rebound by M. Scott
4:08.0,,,10-13,3,M. Scott makes 3-pt shot from 25 ft (assist by T. Satoransky)
3:54.0,T. Burke makes 2-pt shot from 20 ft,2,12-13,,
3:54.0,Shooting foul by T. Satoransky (drawn by T. Burke),,12-13,,
3:54.0,,,12-13,,R. Sessions enters the game for T. Satoransky
3:54.0,T. Burke makes free throw 1 of 1,1,13-13,,
3:31.0,,,13-13,,O. Porter misses 2-pt shot from 13 ft
3:28.0,Defensive rebound by C. Lee,,13-13,,
3:14.0,,,13-13,,K. Oubre enters the game for O. Porter
3:08.0,L. Thomas misses 2-pt shot from 18 ft,,13-13,,
3:06.0,Offensive rebound by Team,,13-13,,
2:58.0,Turnover by C. Lee (bad pass; steal by R. Sessions),,13-13,,
2:46.0,,,13-13,,Turnover by B. Beal (bad pass; steal by T. Burke)
2:42.0,T. Hardaway makes 2-pt shot from 2 ft (assist by T. Burke),2,15-13,,
2:34.0,,,15-13,,Shooting foul by T. Burke (drawn by R. Sessions)
2:34.0,,,15-13,,Washington full timeout
2:34.0,,,15-13,,I. Mahinmi enters the game for M. Morris
2:34.0,E. Mudiay enters the game for T. Burke,,15-13,,
2:34.0,,,15-14,1,R. Sessions makes free throw 1 of 2
2:34.0,,,15-15,1,R. Sessions makes free throw 2 of 2
2:16.0,Turnover by E. Kanter (lost ball; steal by I. Mahinmi),,15-15,,
2:12.0,,,15-17,2,K. Oubre makes 2-pt shot from 1 ft (assist by M. Scott)
1:43.0,T. Hardaway misses 2-pt shot from 11 ft,,15-17,,
1:39.0,,,15-17,,Defensive rebound by M. Scott
1:22.0,,,15-17,,K. Oubre misses 2-pt shot from 2 ft (block by E. Kanter)
1:22.0,,,15-17,,Offensive rebound by I. Mahinmi
1:20.0,,,15-19,2,I. Mahinmi makes 2-pt shot from 1 ft
0:59.0,C. Lee makes 2-pt shot from 17 ft (assist by E. Kanter),2,17-19,,
0:54.0,Personal foul by L. Thomas (drawn by B. Beal),,17-19,,
0:54.0,L. Kornet enters the game for E. Kanter,,17-19,,
0:54.0,T. Williams enters the game for T. Hardaway,,17-19,,
0:50.0,,,17-21,2,B. Beal makes 2-pt shot from 16 ft (assist by R. Sessions)
0:41.0,C. Lee makes 2-pt shot from 16 ft,2,19-21,,
0:33.0,,,19-21,,K. Oubre misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by C. Lee,,19-21,,
0:11.0,L. Kornet misses 3-pt shot from 29 ft,,19-21,,
0:08.0,,,19-21,,Defensive rebound by K. Oubre
0:02.0,,,19-21,,Shooting foul by L. Thomas (drawn by K. Oubre)
0:02.0,,,19-21,,K. Oubre misses free throw 1 of 2
0:02.0,,,19-21,,Offensive rebound by Team
0:02.0,,,19-21,,K. Oubre misses free throw 2 of 2
0:02.0,,,19-21,,Offensive rebound by M. Scott
0:01.0,,,19-21,,M. Scott misses 2-pt shot from 9 ft (block by T. Williams)
0:01.0,Defensive rebound by Team,,19-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,L. Kornet makes 2-pt shot from 1 ft (assist by C. Lee),2,21-21,,
11:23.0,,,21-21,,Shooting foul by T. Williams (drawn by R. Sessions)
11:23.0,,,21-22,1,R. Sessions makes free throw 1 of 2
11:23.0,,,21-23,1,R. Sessions makes free throw 2 of 2
11:08.0,T. Williams makes 3-pt shot from 27 ft (assist by E. Mudiay),3,24-23,,
10:58.0,,,24-25,2,R. Sessions makes 2-pt shot at rim
10:58.0,,,24-25,,Shooting foul by E. Mudiay (drawn by R. Sessions)
10:58.0,,,24-26,1,R. Sessions makes free throw 1 of 1
10:41.0,C. Lee misses 3-pt shot from 25 ft,,24-26,,
10:38.0,,,24-26,,Defensive rebound by J. Meeks
10:32.0,,,24-26,,J. Meeks misses 2-pt shot from 13 ft
10:29.0,,,24-26,,Offensive rebound by I. Mahinmi
10:29.0,,,24-28,2,I. Mahinmi makes 2-pt shot at rim
10:17.0,Turnover by L. Thomas (out of bounds lost ball),,24-28,,
10:04.0,Personal foul by L. Thomas (drawn by K. Oubre),,24-28,,
10:04.0,M. Beasley enters the game for L. Thomas,,24-28,,
10:00.0,,,24-28,,J. Meeks misses 2-pt shot from 20 ft
9:57.0,Defensive rebound by E. Mudiay,,24-28,,
9:49.0,L. Kornet makes 3-pt shot from 26 ft (assist by E. Mudiay),3,27-28,,
9:37.0,,,27-28,,Turnover by R. Sessions (lost ball; steal by E. Mudiay)
9:32.0,T. Williams makes 2-pt shot from 1 ft (assist by E. Mudiay),2,29-28,,
9:31.0,,,29-28,,Washington full timeout
9:16.0,,,29-28,,I. Mahinmi misses 2-pt shot at rim (block by C. Lee)
9:12.0,Defensive rebound by M. Beasley,,29-28,,
9:06.0,T. Williams misses 3-pt shot from 23 ft,,29-28,,
9:02.0,,,29-28,,Defensive rebound by I. Mahinmi
8:54.0,,,29-28,,Shooting foul by L. Kornet (drawn by J. Meeks)
8:54.0,,,29-29,1,J. Meeks makes free throw 1 of 2
8:54.0,,,29-30,1,J. Meeks makes free throw 2 of 2
8:37.0,L. Kornet makes 3-pt shot from 31 ft (assist by C. Lee),3,32-30,,
8:20.0,,,32-32,2,I. Mahinmi makes 2-pt shot from 4 ft (assist by R. Sessions)
8:10.0,E. Mudiay makes 3-pt shot from 25 ft,3,35-32,,
7:58.0,,,35-32,,Turnover by R. Sessions (lost ball; steal by T. Williams)
7:55.0,T. Williams makes 2-pt shot from 1 ft,2,37-32,,
7:40.0,,,37-32,,K. Oubre misses 3-pt shot from 25 ft
7:37.0,,,37-32,,Offensive rebound by K. Oubre
7:32.0,,,37-32,,Turnover by I. Mahinmi (bad pass; steal by C. Lee)
7:27.0,L. Kornet misses 2-pt shot from 6 ft,,37-32,,
7:24.0,,,37-32,,Defensive rebound by I. Mahinmi
7:18.0,,,37-34,2,J. Meeks makes 2-pt shot from 1 ft (assist by R. Sessions)
7:06.0,,,37-34,,Def 3 sec tech foul by I. Mahinmi
7:06.0,C. Lee makes technical free throw,1,38-34,,
7:06.0,,,38-34,,B. Beal enters the game for R. Sessions
7:06.0,,,38-34,,M. Morris enters the game for J. Meeks
7:06.0,,,38-34,,T. Satoransky enters the game for I. Mahinmi
7:06.0,New York full timeout,,38-34,,
6:52.0,M. Beasley misses 2-pt shot from 17 ft,,38-34,,
6:49.0,,,38-34,,Defensive rebound by T. Satoransky
6:34.0,,,38-34,,K. Oubre misses 3-pt shot from 23 ft
6:30.0,Defensive rebound by L. Kornet,,38-34,,
6:14.0,E. Mudiay makes 2-pt shot from 6 ft,2,40-34,,
6:04.0,,,40-34,,B. Beal misses 3-pt shot from 25 ft
6:01.0,Defensive rebound by M. Beasley,,40-34,,
5:41.0,M. Beasley makes 2-pt shot from 16 ft (assist by E. Mudiay),2,42-34,,
5:25.0,,,42-37,3,M. Scott makes 3-pt shot from 25 ft (assist by T. Satoransky)
5:08.0,M. Beasley makes 2-pt shot from 1 ft (assist by L. Kornet),2,44-37,,
5:08.0,,,44-37,,Washington full timeout
5:08.0,,,44-37,,O. Porter enters the game for M. Scott
5:08.0,T. Hardaway enters the game for T. Williams,,44-37,,
5:08.0,E. Kanter enters the game for L. Kornet,,44-37,,
4:58.0,,,44-37,,K. Oubre misses 3-pt shot from 23 ft
4:54.0,Defensive rebound by E. Mudiay,,44-37,,
4:44.0,E. Kanter makes 2-pt shot from 6 ft (assist by E. Mudiay),2,46-37,,
4:29.0,,,46-39,2,K. Oubre makes 2-pt shot from 6 ft (assist by T. Satoransky)
4:12.0,Turnover by M. Beasley (bad pass; steal by K. Oubre),,46-39,,
4:07.0,,,46-39,,O. Porter misses 2-pt shot from 1 ft
4:07.0,Defensive rebound by Team,,46-39,,
4:07.0,,,46-39,,Loose ball foul by K. Oubre (drawn by T. Hardaway)
3:50.0,C. Lee misses 3-pt shot from 26 ft,,46-39,,
3:47.0,,,46-39,,Defensive rebound by O. Porter
3:38.0,,,46-39,,B. Beal misses 2-pt shot from 19 ft
3:35.0,,,46-39,,Offensive rebound by O. Porter
3:33.0,,,46-39,,Turnover by O. Porter (bad pass; steal by T. Hardaway)
3:29.0,M. Beasley makes 2-pt shot from 1 ft (assist by T. Hardaway),2,48-39,,
3:18.0,,,48-42,3,O. Porter makes 3-pt shot from 25 ft (assist by M. Morris)
3:07.0,Shooting foul by B. Beal (drawn by E. Mudiay),,48-42,,
3:07.0,E. Mudiay makes free throw 1 of 2,1,49-42,,
3:07.0,,,49-42,,M. Gortat enters the game for K. Oubre
3:07.0,E. Mudiay makes free throw 2 of 2,1,50-42,,
2:50.0,,,50-45,3,T. Satoransky makes 3-pt shot from 23 ft (assist by M. Gortat)
2:34.0,E. Mudiay misses 2-pt shot from 10 ft,,50-45,,
2:33.0,Offensive rebound by E. Kanter,,50-45,,
2:33.0,Shooting foul by T. Satoransky (drawn by E. Kanter),,50-45,,
2:33.0,E. Kanter makes free throw 1 of 2,1,51-45,,
2:33.0,F. Ntilikina enters the game for E. Mudiay,,51-45,,
2:33.0,T. Burke enters the game for C. Lee,,51-45,,
2:33.0,E. Kanter makes free throw 2 of 2,1,52-45,,
2:23.0,,,52-45,,M. Gortat misses 2-pt shot from 9 ft
2:20.0,,,52-45,,Offensive rebound by M. Morris
2:20.0,,,52-45,,M. Morris misses 2-pt shot at rim
2:20.0,,,52-45,,Offensive rebound by M. Gortat
2:20.0,,,52-47,2,M. Gortat makes 2-pt shot from 7 ft
2:20.0,,,52-47,,Shooting foul by M. Beasley (drawn by M. Gortat)
2:20.0,,,52-47,,M. Gortat misses free throw 1 of 1
2:20.0,,,52-47,,Offensive rebound by M. Gortat
2:16.0,,,52-47,,Turnover by M. Gortat (bad pass; steal by T. Hardaway)
2:14.0,T. Hardaway misses 2-pt shot from 2 ft,,52-47,,
2:13.0,Offensive rebound by T. Burke,,52-47,,
2:13.0,T. Burke makes 2-pt shot at rim,2,54-47,,
1:48.0,,,54-49,2,M. Gortat makes 2-pt shot from 1 ft (assist by O. Porter)
1:26.0,T. Hardaway makes 3-pt shot from 25 ft (assist by T. Burke),3,57-49,,
1:05.0,Personal foul by T. Burke (drawn by T. Satoransky),,57-49,,
1:05.0,,,57-50,1,T. Satoransky makes free throw 1 of 2
1:05.0,,,57-51,1,T. Satoransky makes free throw 2 of 2
0:59.0,,,57-51,,Personal foul by T. Satoransky (drawn by T. Burke)
0:59.0,,,57-51,,R. Sessions enters the game for T. Satoransky
0:50.0,Offensive charge foul by M. Beasley (drawn by M. Gortat),,57-51,,
0:50.0,Turnover by M. Beasley (offensive foul),,57-51,,
0:38.0,Personal foul by E. Kanter (drawn by B. Beal),,57-51,,
0:38.0,,,57-52,1,B. Beal makes free throw 1 of 2
0:38.0,,,57-53,1,B. Beal makes free throw 2 of 2
0:31.0,T. Burke makes 2-pt shot from 14 ft,2,59-53,,
0:09.0,,,59-53,,M. Gortat misses 2-pt shot from 1 ft (block by M. Beasley)
0:08.0,,,59-53,,Offensive rebound by R. Sessions
0:07.0,,,59-53,,R. Sessions misses 3-pt shot from 22 ft
0:06.0,,,59-53,,Offensive rebound by M. Gortat
0:05.0,,,59-53,,M. Gortat misses 2-pt shot from 3 ft
0:03.0,Defensive rebound by T. Hardaway,,59-53,,
0:01.0,Shooting foul by B. Beal (drawn by E. Kanter),,59-53,,
0:01.0,E. Kanter makes free throw 1 of 2,1,60-53,,
0:01.0,E. Kanter makes free throw 2 of 2,1,61-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,T. Hardaway makes 2-pt shot from 19 ft (assist by M. Beasley),2,63-53,,
11:25.0,,,63-53,,B. Beal misses 2-pt shot from 4 ft
11:23.0,Defensive rebound by M. Beasley,,63-53,,
11:08.0,F. Ntilikina makes 2-pt shot from 1 ft (assist by T. Burke),2,65-53,,
10:42.0,,,65-55,2,O. Porter makes 2-pt shot from 18 ft (assist by M. Gortat)
10:12.0,T. Hardaway misses 2-pt shot from 13 ft,,65-55,,
10:11.0,,,65-55,,Defensive rebound by Team
10:00.0,,,65-55,,O. Porter misses 2-pt shot from 21 ft
9:57.0,Defensive rebound by E. Kanter,,65-55,,
9:50.0,M. Beasley misses 2-pt shot from 14 ft,,65-55,,
9:47.0,,,65-55,,Defensive rebound by O. Porter
9:37.0,,,65-55,,M. Gortat misses 2-pt shot from 6 ft
9:33.0,,,65-55,,Offensive rebound by O. Porter
9:33.0,,,65-57,2,O. Porter makes 2-pt shot at rim
9:21.0,T. Burke misses 3-pt shot from 27 ft,,65-57,,
9:18.0,,,65-57,,Defensive rebound by O. Porter
9:16.0,,,65-57,,Offensive charge foul by O. Porter (drawn by T. Hardaway)
9:16.0,,,65-57,,Turnover by O. Porter (offensive foul)
8:58.0,,,65-57,,Personal foul by O. Porter (drawn by E. Kanter)
8:47.0,T. Burke misses 2-pt shot from 5 ft (block by M. Gortat),,65-57,,
8:44.0,,,65-57,,Defensive rebound by B. Beal
8:37.0,,,65-57,,O. Porter misses 2-pt shot from 2 ft
8:36.0,Defensive rebound by E. Kanter,,65-57,,
8:28.0,New York full timeout,,65-57,,
8:18.0,F. Ntilikina misses 2-pt shot from 10 ft,,65-57,,
8:14.0,Offensive rebound by F. Ntilikina,,65-57,,
8:03.0,,,65-57,,M. Scott enters the game for M. Gortat
8:01.0,T. Burke makes 2-pt shot from 14 ft (assist by T. Hardaway),2,67-57,,
7:45.0,,,67-57,,Shooting foul by E. Kanter (drawn by B. Beal)
7:45.0,,,67-57,,B. Beal misses free throw 1 of 2
7:45.0,,,67-57,,Offensive rebound by Team
7:45.0,,,67-58,1,B. Beal makes free throw 2 of 2
7:27.0,M. Beasley makes 2-pt shot from 18 ft (assist by T. Hardaway),2,69-58,,
7:04.0,,,69-60,2,B. Beal makes 2-pt shot from 18 ft
6:51.0,M. Beasley misses 2-pt shot from 15 ft,,69-60,,
6:50.0,Offensive rebound by E. Kanter,,69-60,,
6:48.0,T. Hardaway misses 3-pt shot from 26 ft,,69-60,,
6:44.0,,,69-60,,Defensive rebound by O. Porter
6:41.0,,,69-60,,Shooting foul by F. Ntilikina (drawn by O. Porter)
6:41.0,,,69-61,1,O. Porter makes free throw 1 of 2
6:41.0,,,69-62,1,O. Porter makes free throw 2 of 2
6:18.0,F. Ntilikina misses 3-pt shot from 24 ft,,69-62,,
6:14.0,Offensive rebound by M. Beasley,,69-62,,
6:13.0,M. Beasley misses 2-pt shot from 1 ft,,69-62,,
6:11.0,,,69-62,,Defensive rebound by T. Satoransky
6:06.0,,,69-64,2,O. Porter makes 2-pt shot from 7 ft (assist by T. Satoransky)
5:48.0,M. Beasley misses 2-pt shot from 2 ft,,69-64,,
5:43.0,Offensive rebound by E. Kanter,,69-64,,
5:43.0,E. Kanter misses 2-pt shot at rim,,69-64,,
5:42.0,,,69-64,,Defensive rebound by B. Beal
5:36.0,,,69-64,,O. Porter misses 2-pt shot from 19 ft
5:34.0,Defensive rebound by E. Kanter,,69-64,,
5:23.0,T. Hardaway misses 3-pt shot from 25 ft,,69-64,,
5:20.0,,,69-64,,Defensive rebound by O. Porter
5:14.0,,,69-67,3,M. Morris makes 3-pt shot from 25 ft (assist by T. Satoransky)
5:13.0,New York full timeout,,69-67,,
5:13.0,L. Thomas enters the game for M. Beasley,,69-67,,
4:57.0,E. Kanter misses 2-pt shot from 8 ft (block by O. Porter),,69-67,,
4:57.0,Offensive rebound by Team,,69-67,,
4:51.0,T. Burke makes 2-pt shot from 18 ft,2,71-67,,
4:37.0,,,71-67,,B. Beal misses 2-pt shot from 19 ft
4:34.0,Defensive rebound by T. Hardaway,,71-67,,
4:26.0,E. Kanter misses 2-pt shot from 13 ft,,71-67,,
4:24.0,,,71-67,,Defensive rebound by O. Porter
4:12.0,,,71-67,,Turnover by M. Morris (bad pass)
4:12.0,L. Kornet enters the game for E. Kanter,,71-67,,
4:01.0,Turnover by T. Burke (bad pass; steal by B. Beal),,71-67,,
3:54.0,,,71-69,2,M. Scott makes 2-pt shot from 1 ft (assist by T. Satoransky)
3:36.0,T. Burke misses 2-pt shot from 1 ft,,71-69,,
3:32.0,,,71-69,,Defensive rebound by T. Satoransky
3:16.0,,,71-69,,Turnover by O. Porter (turnover)
3:16.0,,,71-69,,K. Oubre enters the game for O. Porter
2:58.0,F. Ntilikina misses 3-pt shot from 22 ft,,71-69,,
2:54.0,,,71-69,,Defensive rebound by M. Scott
2:40.0,,,71-69,,Turnover by T. Satoransky (bad pass; steal by T. Burke)
2:25.0,F. Ntilikina misses 2-pt shot from 3 ft (block by M. Morris),,71-69,,
2:25.0,Offensive rebound by Team,,71-69,,
2:25.0,,,71-69,,J. Smith enters the game for M. Morris
2:25.0,,,71-69,,R. Sessions enters the game for T. Satoransky
2:25.0,E. Mudiay enters the game for T. Burke,,71-69,,
2:18.0,Turnover by F. Ntilikina (palming),,71-69,,
2:02.0,,,71-69,,B. Beal misses 2-pt shot from 19 ft
1:58.0,Defensive rebound by E. Mudiay,,71-69,,
1:56.0,T. Hardaway makes 2-pt shot at rim (assist by E. Mudiay),2,73-69,,
1:43.0,,,73-69,,K. Oubre misses 2-pt shot from 4 ft (block by L. Kornet)
1:42.0,Defensive rebound by E. Mudiay,,73-69,,
1:30.0,L. Kornet misses 3-pt shot from 29 ft,,73-69,,
1:26.0,,,73-69,,Defensive rebound by R. Sessions
1:05.0,Violation by L. Thomas (kicked ball),,73-69,,
1:05.0,C. Lee enters the game for F. Ntilikina,,73-69,,
0:51.0,,,73-69,,B. Beal misses 2-pt shot from 2 ft
0:50.0,Defensive rebound by L. Kornet,,73-69,,
0:46.0,T. Hardaway misses 3-pt shot from 25 ft,,73-69,,
0:44.0,Offensive rebound by L. Thomas,,73-69,,
0:43.0,L. Thomas makes 2-pt shot from 1 ft,2,75-69,,
0:34.0,,,75-69,,Shooting foul by L. Kornet (drawn by R. Sessions)
0:34.0,,,75-70,1,R. Sessions makes free throw 1 of 2
0:34.0,,,75-71,1,R. Sessions makes free throw 2 of 2
0:26.0,,,75-71,,Personal foul by J. Smith (drawn by L. Kornet)
0:13.0,E. Mudiay makes 2-pt shot at rim (assist by L. Kornet),2,77-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,77-73,2,K. Oubre makes 2-pt shot from 2 ft (assist by T. Satoransky)
11:28.0,T. Williams makes 3-pt shot from 25 ft (assist by L. Kornet),3,80-73,,
11:16.0,Personal foul by T. Williams (drawn by J. Smith),,80-73,,
11:04.0,,,80-73,,Turnover by J. Smith (bad pass)
10:38.0,Turnover by Team (shot clock),,80-73,,
10:28.0,,,80-75,2,R. Sessions makes 2-pt shot from 1 ft (assist by J. Smith)
10:20.0,Turnover by L. Thomas (bad pass; steal by T. Satoransky),,80-75,,
10:17.0,,,80-75,,M. Scott misses 2-pt shot from 1 ft
10:17.0,,,80-75,,Offensive rebound by K. Oubre
10:16.0,,,80-77,2,K. Oubre makes 2-pt shot at rim
9:47.0,E. Mudiay makes 2-pt shot from 2 ft,2,82-77,,
9:33.0,,,82-79,2,J. Smith makes 2-pt shot from 18 ft (assist by M. Scott)
9:08.0,L. Thomas misses 2-pt shot from 15 ft,,82-79,,
9:05.0,,,82-79,,Defensive rebound by J. Smith
8:58.0,,,82-79,,T. Satoransky misses 2-pt shot from 21 ft
8:55.0,Defensive rebound by L. Thomas,,82-79,,
8:51.0,L. Kornet makes 2-pt shot from 1 ft (assist by E. Mudiay),2,84-79,,
8:51.0,,,84-79,,Washington full timeout
8:31.0,,,84-81,2,K. Oubre makes 2-pt shot from 10 ft (assist by T. Satoransky)
8:10.0,E. Mudiay misses 2-pt shot from 14 ft,,84-81,,
8:08.0,,,84-81,,Defensive rebound by J. Smith
7:59.0,,,84-81,,R. Sessions misses 2-pt shot from 2 ft
7:56.0,Defensive rebound by E. Mudiay,,84-81,,
7:56.0,,,84-81,,Personal foul by T. Satoransky (drawn by E. Mudiay)
7:56.0,,,84-81,,B. Beal enters the game for R. Sessions
7:56.0,,,84-81,,M. Morris enters the game for J. Smith
7:42.0,Turnover by C. Lee (bad pass; steal by T. Satoransky),,84-81,,
7:39.0,,,84-83,2,T. Satoransky makes 2-pt shot from 1 ft
7:15.0,,,84-83,,Personal foul by M. Morris (drawn by L. Kornet)
7:15.0,M. Beasley enters the game for T. Williams,,84-83,,
7:15.0,T. Hardaway enters the game for L. Thomas,,84-83,,
7:04.0,T. Hardaway misses 3-pt shot from 24 ft,,84-83,,
7:01.0,Offensive rebound by L. Kornet,,84-83,,
7:00.0,C. Lee makes 2-pt shot from 16 ft (assist by L. Kornet),2,86-83,,
6:39.0,,,86-83,,M. Morris misses 2-pt shot from 16 ft
6:36.0,Defensive rebound by M. Beasley,,86-83,,
6:16.0,E. Mudiay misses 3-pt shot from 25 ft,,86-83,,
6:13.0,,,86-83,,Defensive rebound by M. Morris
5:58.0,,,86-83,,M. Scott misses 2-pt shot from 2 ft
5:56.0,Defensive rebound by E. Mudiay,,86-83,,
5:52.0,E. Mudiay misses 2-pt shot from 1 ft (block by M. Morris),,86-83,,
5:52.0,,,86-83,,Defensive rebound by Team
5:52.0,,,86-83,,O. Porter enters the game for M. Scott
5:52.0,T. Burke enters the game for E. Mudiay,,86-83,,
5:41.0,,,86-83,,Turnover by T. Satoransky (bad pass; steal by C. Lee)
5:36.0,T. Burke makes 2-pt shot from 6 ft,2,88-83,,
5:17.0,,,88-83,,M. Morris misses 3-pt shot from 26 ft
5:16.0,,,88-83,,Offensive rebound by Team
5:16.0,Loose ball foul by T. Burke (drawn by T. Satoransky),,88-83,,
5:16.0,E. Kanter enters the game for L. Kornet,,88-83,,
5:11.0,Personal foul by M. Beasley (drawn by M. Morris),,88-83,,
4:58.0,,,88-85,2,T. Satoransky makes 2-pt shot from 7 ft
4:34.0,T. Burke misses 2-pt shot from 7 ft,,88-85,,
4:30.0,,,88-85,,Defensive rebound by O. Porter
4:25.0,,,88-88,3,B. Beal makes 3-pt shot from 28 ft (assist by O. Porter)
4:24.0,New York full timeout,,88-88,,
4:09.0,T. Hardaway misses 2-pt shot from 8 ft,,88-88,,
4:05.0,Offensive rebound by M. Beasley,,88-88,,
4:01.0,C. Lee makes 2-pt shot from 17 ft (assist by M. Beasley),2,90-88,,
3:34.0,,,90-88,,M. Morris misses 2-pt shot from 13 ft
3:31.0,Defensive rebound by C. Lee,,90-88,,
3:24.0,T. Hardaway misses 3-pt shot from 25 ft,,90-88,,
3:21.0,Offensive rebound by E. Kanter,,90-88,,
3:20.0,E. Kanter misses 2-pt shot from 1 ft (block by M. Morris),,90-88,,
3:18.0,,,90-88,,Defensive rebound by K. Oubre
3:04.0,,,90-90,2,M. Morris makes 2-pt shot from 6 ft (assist by O. Porter)
2:47.0,C. Lee makes 2-pt shot from 9 ft (assist by E. Kanter),2,92-90,,
2:28.0,,,92-90,,K. Oubre misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by T. Hardaway,,92-90,,
2:21.0,M. Beasley makes 2-pt shot from 1 ft (assist by C. Lee),2,94-90,,
2:21.0,,,94-90,,Washington full timeout
2:21.0,L. Thomas enters the game for E. Kanter,,94-90,,
2:09.0,,,94-90,,B. Beal misses 3-pt shot from 26 ft
2:06.0,Defensive rebound by M. Beasley,,94-90,,
1:51.0,Turnover by M. Beasley (bad pass; steal by O. Porter),,94-90,,
1:45.0,,,94-90,,O. Porter misses 2-pt shot from 8 ft
1:44.0,,,94-90,,Offensive rebound by K. Oubre
1:44.0,,,94-92,2,K. Oubre makes 2-pt shot from 1 ft
1:44.0,,,94-92,,Shooting foul by T. Hardaway (drawn by K. Oubre)
1:44.0,,,94-93,1,K. Oubre makes free throw 1 of 1
1:31.0,T. Burke misses 2-pt shot from 19 ft,,94-93,,
