time,New Orleans,pts.away,score,pts.home,Dallas
7:44.0,,,8-8,,Defensive rebound by D. Powell
7:43.0,,,8-8,,Dallas full timeout
7:43.0,,,8-8,,D. McDermott enters the game for D. Nowitzki
7:43.0,,,8-8,,N. Noel enters the game for D. Powell
7:29.0,,,8-8,,N. Noel misses 2-pt shot from 3 ft
7:28.0,Defensive rebound by N. Mirotic,,8-8,,
7:22.0,E. Moore makes 2-pt shot from 11 ft (assist by R. Rondo),2,10-8,,
7:08.0,,,10-8,,H. Barnes misses 2-pt shot from 4 ft
7:03.0,Defensive rebound by A. Davis,,10-8,,
6:57.0,J. Holiday makes 2-pt shot at rim,2,12-8,,
6:45.0,,,12-10,2,N. Noel makes 2-pt shot from 7 ft (assist by D. Smith)
6:34.0,J. Holiday misses 2-pt shot from 11 ft,,12-10,,
6:31.0,,,12-10,,Defensive rebound by N. Noel
6:27.0,,,12-12,2,D. Smith makes 2-pt shot from 20 ft
6:17.0,,,12-12,,Shooting block foul by N. Noel (drawn by R. Rondo)
6:17.0,R. Rondo misses free throw 1 of 2,,12-12,,
6:17.0,Offensive rebound by Team,,12-12,,
6:17.0,C. Diallo enters the game for N. Mirotic,,12-12,,
6:17.0,R. Rondo makes free throw 2 of 2,1,13-12,,
5:56.0,,,13-14,2,N. Noel makes 2-pt shot from 1 ft (assist by D. Smith)
5:42.0,R. Rondo makes 2-pt shot from 18 ft,2,15-14,,
5:27.0,,,15-14,,D. McDermott misses 3-pt shot from 23 ft
5:25.0,Defensive rebound by C. Diallo,,15-14,,
5:18.0,J. Holiday misses 2-pt shot at rim,,15-14,,
5:16.0,,,15-14,,Defensive rebound by H. Barnes
5:11.0,,,15-14,,D. Smith misses 3-pt shot from 24 ft
5:11.0,Defensive rebound by R. Rondo,,15-14,,
4:58.0,A. Davis misses 2-pt shot from 11 ft,,15-14,,
4:57.0,,,15-14,,S. Hopson enters the game for Y. Ferrell
4:57.0,D. Miller enters the game for R. Rondo,,15-14,,
4:57.0,Jump ball: N. Noel vs. A. Davis (C. Diallo gains possession),,,,Jump ball: N. Noel vs. A. Davis (C. Diallo gains possession)
4:57.0,Defensive rebound by Team,,15-14,,
4:46.0,,,15-14,,Personal foul by D. McDermott (drawn by E. Moore)
4:39.0,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday),2,17-14,,
4:27.0,,,17-14,,H. Barnes misses 2-pt shot from 18 ft
4:23.0,,,17-14,,Offensive rebound by N. Noel
4:20.0,,,17-14,,D. Smith misses 2-pt shot from 15 ft
4:19.0,,,17-14,,Offensive rebound by D. Smith
4:19.0,,,17-14,,Shooting foul by C. Diallo (drawn by D. Smith)
4:19.0,,,17-14,,D. Smith misses free throw 1 of 2
4:19.0,,,17-14,,Offensive rebound by Team
4:19.0,,,17-15,1,D. Smith makes free throw 2 of 2
4:12.0,A. Davis misses 2-pt shot from 11 ft,,17-15,,
4:09.0,,,17-15,,Defensive rebound by D. Smith
4:03.0,,,17-15,,D. Smith misses 2-pt shot from 10 ft
3:59.0,Defensive rebound by J. Holiday,,17-15,,
3:42.0,C. Diallo makes 2-pt shot at rim (assist by D. Miller),2,19-15,,
3:29.0,,,19-17,2,D. Smith makes 2-pt shot from 21 ft (assist by H. Barnes)
3:16.0,J. Holiday makes 2-pt shot from 5 ft,2,21-17,,
3:02.0,,,21-17,,H. Barnes misses 2-pt shot from 4 ft
2:59.0,Defensive rebound by J. Holiday,,21-17,,
2:53.0,J. Holiday makes 3-pt shot from 25 ft,3,24-17,,
2:50.0,,,24-17,,Dallas full timeout
2:50.0,,,24-17,,D. Powell enters the game for D. Smith
2:50.0,,,24-17,,Y. Ferrell enters the game for N. Noel
2:50.0,,,24-17,,J. Barea enters the game for H. Barnes
2:50.0,,,24-17,,D. Nowitzki enters the game for S. Hopson
2:50.0,I. Clark enters the game for E. Moore,,24-17,,
2:29.0,,,24-19,2,D. Nowitzki makes 2-pt shot from 12 ft (assist by Y. Ferrell)
2:18.0,,,24-19,,Shooting block foul by Y. Ferrell (drawn by J. Holiday)
2:18.0,J. Holiday makes free throw 1 of 2,1,25-19,,
2:18.0,,,25-19,,S. Hopson enters the game for Y. Ferrell
2:18.0,J. Holiday makes free throw 2 of 2,1,26-19,,
2:07.0,,,26-19,,D. McDermott misses 2-pt shot from 3 ft
2:06.0,,,26-19,,Offensive rebound by D. Powell
2:06.0,,,26-19,,Shooting foul by C. Diallo (drawn by D. Powell)
2:06.0,,,26-19,,D. Powell misses free throw 1 of 2
2:06.0,,,26-19,,Offensive rebound by Team
2:06.0,"W. Lemon, Jr. enters the game for J. Holiday",,26-19,,
2:06.0,,,26-20,1,D. Powell makes free throw 2 of 2
1:55.0,A. Davis makes 2-pt shot from 3 ft,2,28-20,,
1:43.0,"Personal foul by W. Lemon, Jr. (drawn by D. Nowitzki)",,28-20,,
1:43.0,,,28-21,1,D. Nowitzki makes free throw 1 of 2
1:43.0,,,28-22,1,D. Nowitzki makes free throw 2 of 2
1:29.0,"W. Lemon, Jr. makes 2-pt shot from 4 ft",2,30-22,,
1:14.0,,,30-22,,J. Barea misses 2-pt shot from 2 ft
1:12.0,,,30-22,,Offensive rebound by D. Powell
1:04.0,,,30-22,,J. Barea misses 2-pt shot from 5 ft
1:04.0,Defensive rebound by C. Diallo,,30-22,,
0:50.0,"Shooting foul by D. Nowitzki (drawn by W. Lemon, Jr.)",,30-22,,
0:50.0,"W. Lemon, Jr. misses free throw 1 of 2",,30-22,,
0:50.0,Offensive rebound by Team,,30-22,,
0:50.0,N. Mirotic enters the game for A. Davis,,30-22,,
0:50.0,"W. Lemon, Jr. makes free throw 2 of 2",1,31-22,,
0:27.0,,,31-22,,S. Hopson misses 2-pt shot from 2 ft
0:25.0,"Defensive rebound by W. Lemon, Jr.",,31-22,,
0:05.0,N. Mirotic makes 2-pt shot from 11 ft (assist by C. Diallo),2,33-22,,
0:00.0,,,33-25,3,D. Nowitzki makes 3-pt shot from 31 ft (assist by S. Hopson)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Personal foul by N. Mirotic (drawn by D. Nowitzki),,33-25,,
11:40.0,,,33-25,,Turnover by J. Barea (lost ball; steal by I. Clark)
11:36.0,C. Diallo makes 2-pt shot at rim (assist by I. Clark),2,35-25,,
11:25.0,,,35-25,,Turnover by S. Hopson (bad pass; steal by D. Miller)
11:17.0,"W. Lemon, Jr. misses 2-pt shot from 3 ft",,35-25,,
11:15.0,,,35-25,,Defensive rebound by D. Nowitzki
11:06.0,,,35-25,,J. Barea misses 2-pt shot from 2 ft
11:04.0,Defensive rebound by C. Diallo,,35-25,,
10:54.0,Turnover by N. Mirotic (traveling),,35-25,,
10:54.0,,,35-25,,Y. Ferrell enters the game for S. Hopson
10:40.0,,,35-25,,J. Barea misses 3-pt shot from 25 ft
10:36.0,Defensive rebound by C. Diallo,,35-25,,
10:27.0,N. Mirotic misses 2-pt shot from 21 ft,,35-25,,
10:23.0,,,35-25,,Defensive rebound by D. Powell
10:15.0,,,35-27,2,Y. Ferrell makes 2-pt shot from 1 ft (assist by J. Barea)
10:02.0,"W. Lemon, Jr. makes 3-pt shot from 24 ft (assist by N. Mirotic)",3,38-27,,
9:40.0,,,38-27,,D. Powell misses 2-pt shot from 13 ft
9:36.0,Defensive rebound by N. Mirotic,,38-27,,
9:29.0,I. Clark makes 2-pt shot from 15 ft,2,40-27,,
9:16.0,,,40-27,,Turnover by J. Barea (bad pass; steal by C. Diallo)
9:13.0,Shooting foul by Y. Ferrell (drawn by C. Diallo),,40-27,,
9:13.0,,,40-27,,Dallas full timeout
9:13.0,"R. Rondo enters the game for W. Lemon, Jr.",,40-27,,
9:13.0,C. Diallo makes free throw 1 of 2,1,41-27,,
9:13.0,,,41-27,,K. Collinsworth enters the game for Y. Ferrell
9:13.0,C. Diallo misses free throw 2 of 2,,41-27,,
9:10.0,,,41-27,,Defensive rebound by D. Powell
8:56.0,,,41-29,2,D. Nowitzki makes 2-pt shot from 3 ft (assist by J. Barea)
8:41.0,N. Mirotic makes 3-pt shot from 24 ft (assist by I. Clark),3,44-29,,
8:25.0,,,44-31,2,J. Barea makes 2-pt shot from 6 ft
8:17.0,N. Mirotic makes 3-pt shot from 27 ft (assist by R. Rondo),3,47-31,,
8:04.0,,,47-31,,Shooting foul by D. Miller (drawn by D. Nowitzki)
8:04.0,,,47-32,1,D. Nowitzki makes free throw 1 of 2
8:04.0,,,47-32,,D. Smith enters the game for D. Powell
8:04.0,,,47-32,,N. Noel enters the game for D. McDermott
8:04.0,,,47-33,1,D. Nowitzki makes free throw 2 of 2
7:48.0,C. Diallo makes 2-pt shot from 14 ft (assist by R. Rondo),2,49-33,,
7:34.0,,,49-33,,J. Barea misses 2-pt shot from 11 ft
7:30.0,Defensive rebound by C. Diallo,,49-33,,
7:27.0,D. Miller misses 3-pt shot from 26 ft,,49-33,,
7:24.0,Offensive rebound by C. Diallo,,49-33,,
7:23.0,C. Diallo misses 2-pt shot from 2 ft,,49-33,,
7:21.0,,,49-33,,Defensive rebound by N. Noel
7:13.0,,,49-33,,D. Smith misses 2-pt shot from 16 ft
7:08.0,Defensive rebound by C. Diallo,,49-33,,
7:04.0,N. Mirotic makes 3-pt shot from 26 ft (assist by R. Rondo),3,52-33,,
6:48.0,,,52-33,,N. Noel misses 2-pt shot from 1 ft
6:46.0,Defensive rebound by C. Diallo,,52-33,,
6:42.0,N. Mirotic misses 3-pt shot from 27 ft,,52-33,,
6:38.0,,,52-33,,Defensive rebound by D. Nowitzki
6:27.0,,,52-33,,D. Nowitzki misses 2-pt shot from 18 ft
6:25.0,Defensive rebound by R. Rondo,,52-33,,
6:14.0,D. Miller misses 2-pt shot from 3 ft,,52-33,,
6:11.0,,,52-33,,Defensive rebound by N. Noel
6:06.0,,,52-35,2,D. Smith makes 2-pt shot from 2 ft
5:58.0,Turnover by C. Diallo (bad pass; steal by J. Barea),,52-35,,
5:55.0,,,52-35,,D. Smith misses 2-pt shot from 3 ft
5:52.0,Defensive rebound by R. Rondo,,52-35,,
5:50.0,I. Clark misses 3-pt shot from 25 ft,,52-35,,
5:46.0,,,52-35,,Defensive rebound by D. Smith
5:42.0,,,52-35,,Turnover by D. Smith (lost ball; steal by C. Diallo)
5:37.0,,,52-35,,Personal foul by D. Nowitzki (drawn by R. Rondo)
5:37.0,,,52-35,,H. Barnes enters the game for J. Barea
5:37.0,,,52-35,,D. McDermott enters the game for D. Nowitzki
5:37.0,E. Moore enters the game for I. Clark,,52-35,,
5:37.0,A. Davis enters the game for C. Diallo,,52-35,,
5:18.0,,,52-35,,Personal foul by K. Collinsworth (drawn by N. Mirotic)
5:06.0,A. Davis misses 2-pt shot from 18 ft,,52-35,,
5:02.0,,,52-35,,Defensive rebound by N. Noel
4:56.0,,,52-35,,H. Barnes misses 2-pt shot from 1 ft
4:53.0,,,52-35,,Offensive rebound by N. Noel
4:52.0,,,52-35,,Shooting foul by N. Mirotic (drawn by H. Barnes)
4:52.0,,,52-36,1,H. Barnes makes free throw 1 of 2
4:52.0,J. Holiday enters the game for D. Miller,,52-36,,
4:52.0,,,52-37,1,H. Barnes makes free throw 2 of 2
4:40.0,A. Davis misses 2-pt shot from 2 ft,,52-37,,
4:37.0,,,52-37,,Defensive rebound by K. Collinsworth
4:34.0,,,52-39,2,D. Smith makes 2-pt shot from 1 ft (assist by K. Collinsworth)
4:20.0,J. Holiday makes 2-pt shot from 2 ft,2,54-39,,
4:03.0,,,54-41,2,H. Barnes makes 2-pt shot from 16 ft (assist by D. Smith)
3:45.0,J. Holiday makes 2-pt shot from 1 ft,2,56-41,,
3:32.0,,,56-41,,D. Smith misses 2-pt shot from 1 ft (block by N. Mirotic)
3:29.0,Defensive rebound by N. Mirotic,,56-41,,
3:25.0,A. Davis makes 2-pt shot from 1 ft (assist by R. Rondo),2,58-41,,
3:02.0,,,58-43,2,D. Smith makes 2-pt shot from 19 ft
2:52.0,E. Moore misses 2-pt shot from 9 ft,,58-43,,
2:50.0,,,58-43,,Defensive rebound by N. Noel
2:44.0,,,58-43,,D. Smith misses 2-pt shot from 10 ft
2:40.0,Defensive rebound by A. Davis,,58-43,,
2:39.0,Turnover by A. Davis (lost ball; steal by D. Smith),,58-43,,
2:39.0,New Orleans full timeout,,58-43,,
2:39.0,D. Miller enters the game for N. Mirotic,,58-43,,
2:36.0,,,58-43,,Shooting foul by J. Holiday (drawn by H. Barnes)
2:36.0,,,58-44,1,H. Barnes makes free throw 1 of 2
2:36.0,,,58-44,,H. Barnes misses free throw 2 of 2
2:34.0,Defensive rebound by R. Rondo,,58-44,,
2:19.0,E. Moore misses 3-pt shot from 24 ft,,58-44,,
2:18.0,Offensive rebound by Team,,58-44,,
2:18.0,,,58-44,,Loose ball foul by K. Collinsworth (drawn by A. Davis)
2:18.0,I. Clark enters the game for R. Rondo,,58-44,,
2:09.0,Shooting foul by N. Noel (drawn by J. Holiday),,58-44,,
2:09.0,J. Holiday makes free throw 1 of 2,1,59-44,,
2:09.0,,,59-44,,S. Hopson enters the game for K. Collinsworth
2:09.0,J. Holiday makes free throw 2 of 2,1,60-44,,
1:52.0,,,60-44,,H. Barnes misses 2-pt shot from 3 ft
1:50.0,Defensive rebound by A. Davis,,60-44,,
1:45.0,Turnover by E. Moore (lost ball; steal by D. McDermott),,60-44,,
1:43.0,,,60-44,,Shooting foul by A. Davis (drawn by S. Hopson)
1:43.0,,,60-44,,S. Hopson misses free throw 1 of 2
1:43.0,,,60-44,,Offensive rebound by Team
1:43.0,,,60-45,1,S. Hopson makes free throw 2 of 2
1:36.0,E. Moore makes 2-pt shot from 1 ft (assist by J. Holiday),2,62-45,,
1:36.0,Shooting foul by D. McDermott (drawn by E. Moore),,62-45,,
1:36.0,E. Moore makes free throw 1 of 1,1,63-45,,
1:27.0,,,63-45,,D. Smith misses 3-pt shot from 26 ft
1:21.0,Defensive rebound by A. Davis,,63-45,,
1:06.0,Turnover by I. Clark (step out of bounds),,63-45,,
1:06.0,R. Rondo enters the game for J. Holiday,,63-45,,
0:53.0,Jump ball: D. McDermott vs. E. Moore (D. Miller gains possession),,,,Jump ball: D. McDermott vs. E. Moore (D. Miller gains possession)
0:53.0,,,63-45,,Turnover by D. McDermott (turnover; steal by E. Moore)
0:45.0,Turnover by R. Rondo (bad pass; steal by N. Noel),,63-45,,
0:33.0,,,63-45,,D. Smith misses 2-pt shot at rim
0:32.0,,,63-45,,Offensive rebound by D. Smith
0:32.0,,,63-47,2,D. Smith makes 2-pt shot at rim
0:23.0,A. Davis makes 2-pt shot at rim (assist by R. Rondo),2,65-47,,
0:03.0,,,65-49,2,H. Barnes makes 2-pt shot from 20 ft
0:00.0,A. Davis misses 3-pt shot from 55 ft,,65-49,,
0:00.0,Offensive rebound by Team,,65-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,65-49,,Y. Ferrell misses 3-pt shot from 25 ft
11:44.0,Defensive rebound by A. Davis,,65-49,,
11:36.0,N. Mirotic misses 3-pt shot from 25 ft,,65-49,,
11:31.0,,,65-49,,Defensive rebound by D. Nowitzki
11:21.0,Personal foul by N. Mirotic (drawn by H. Barnes),,65-49,,
11:11.0,,,65-51,2,H. Barnes makes 2-pt shot from 10 ft (assist by D. Smith)
11:02.0,N. Mirotic makes 2-pt shot from 2 ft,2,67-51,,
10:37.0,,,67-51,,Shooting foul by A. Davis (drawn by D. Smith)
10:37.0,,,67-52,1,D. Smith makes free throw 1 of 2
10:37.0,,,67-53,1,D. Smith makes free throw 2 of 2
10:27.0,N. Mirotic makes 3-pt shot from 25 ft (assist by J. Holiday),3,70-53,,
10:12.0,,,70-53,,Turnover by H. Barnes (bad pass; steal by A. Davis)
10:10.0,,,70-53,,Personal foul by D. Powell (drawn by A. Davis)
9:56.0,,,70-53,,Shooting block foul by D. Powell (drawn by R. Rondo)
9:56.0,R. Rondo misses free throw 1 of 2,,70-53,,
9:56.0,Offensive rebound by Team,,70-53,,
9:56.0,R. Rondo makes free throw 2 of 2,1,71-53,,
9:40.0,,,71-53,,Y. Ferrell misses 3-pt shot from 25 ft
9:36.0,,,71-53,,Offensive rebound by D. Powell
9:35.0,,,71-56,3,H. Barnes makes 3-pt shot from 25 ft (assist by D. Powell)
9:18.0,J. Holiday makes 2-pt shot from 19 ft,2,73-56,,
8:55.0,Personal block foul by R. Rondo (drawn by Y. Ferrell),,73-56,,
8:51.0,,,73-56,,D. Nowitzki misses 3-pt shot from 24 ft
8:47.0,Defensive rebound by A. Davis,,73-56,,
8:38.0,Turnover by J. Holiday (bad pass),,73-56,,
8:23.0,,,73-56,,H. Barnes misses 3-pt shot from 23 ft
8:20.0,Defensive rebound by R. Rondo,,73-56,,
8:06.0,A. Davis misses 2-pt shot from 7 ft,,73-56,,
8:04.0,,,73-56,,Defensive rebound by D. Nowitzki
7:52.0,,,73-58,2,D. Smith makes 2-pt shot from 1 ft
7:42.0,J. Holiday misses 2-pt shot from 14 ft,,73-58,,
7:39.0,,,73-58,,Defensive rebound by D. Powell
7:33.0,,,73-58,,Shooting foul by R. Rondo (drawn by D. Smith)
7:33.0,New Orleans full timeout,,73-58,,
7:33.0,,,73-58,,S. Mejri enters the game for D. Powell
7:33.0,,,73-58,,D. McDermott enters the game for D. Nowitzki
7:33.0,,,73-59,1,D. Smith makes free throw 1 of 2
7:33.0,,,73-60,1,D. Smith makes free throw 2 of 2
7:20.0,,,73-60,,Personal block foul by S. Mejri (drawn by A. Davis)
7:17.0,J. Holiday makes 2-pt shot from 7 ft (assist by R. Rondo),2,75-60,,
7:06.0,,,75-60,,D. Smith misses 2-pt shot from 1 ft
7:02.0,Defensive rebound by J. Holiday,,75-60,,
6:50.0,A. Davis misses 2-pt shot from 16 ft,,75-60,,
6:46.0,,,75-60,,Defensive rebound by H. Barnes
6:30.0,,,75-62,2,D. McDermott makes 2-pt shot from 2 ft (assist by H. Barnes)
6:17.0,Personal foul by E. Moore (drawn by H. Barnes),,75-62,,
6:17.0,Turnover by E. Moore (turnover),,75-62,,
6:17.0,D. Miller enters the game for N. Mirotic,,75-62,,
6:17.0,C. Diallo enters the game for R. Rondo,,75-62,,
6:06.0,,,75-64,2,D. Smith makes 2-pt shot at rim
5:54.0,J. Holiday misses 2-pt shot from 18 ft,,75-64,,
5:48.0,,,75-64,,Defensive rebound by H. Barnes
5:35.0,Def 3 sec tech foul by C. Diallo,,75-64,,
5:35.0,,,75-65,1,H. Barnes makes technical free throw
5:25.0,,,75-65,,Turnover by D. Smith (bad pass)
5:04.0,A. Davis makes 2-pt shot from 10 ft (assist by E. Moore),2,77-65,,
4:46.0,,,77-65,,H. Barnes misses 3-pt shot from 24 ft
4:43.0,Defensive rebound by C. Diallo,,77-65,,
4:32.0,J. Holiday misses 2-pt shot from 14 ft,,77-65,,
4:28.0,,,77-65,,Defensive rebound by D. McDermott
4:19.0,,,77-65,,D. McDermott misses 2-pt shot from 11 ft
4:15.0,Defensive rebound by C. Diallo,,77-65,,
4:09.0,C. Diallo misses 2-pt shot from 1 ft (block by S. Mejri),,77-65,,
4:08.0,I. Clark enters the game for E. Moore,,77-65,,
4:08.0,Jump ball: S. Mejri vs. C. Diallo (A. Davis gains possession),,,,Jump ball: S. Mejri vs. C. Diallo (A. Davis gains possession)
4:08.0,Defensive rebound by Team,,77-65,,
4:02.0,I. Clark makes 3-pt shot from 25 ft (assist by J. Holiday),3,80-65,,
3:42.0,,,80-65,,Y. Ferrell misses 2-pt shot from 1 ft
3:42.0,Defensive rebound by Team,,80-65,,
3:26.0,Shooting foul by S. Mejri (drawn by A. Davis),,80-65,,
3:26.0,A. Davis makes free throw 1 of 2,1,81-65,,
3:26.0,,,81-65,,J. Barea enters the game for D. Smith
3:26.0,,,81-65,,K. Collinsworth enters the game for Y. Ferrell
3:26.0,A. Davis makes free throw 2 of 2,1,82-65,,
3:14.0,,,82-68,3,D. McDermott makes 3-pt shot from 26 ft (assist by J. Barea)
3:02.0,I. Clark misses 2-pt shot from 19 ft,,82-68,,
3:00.0,Offensive rebound by A. Davis,,82-68,,
2:59.0,A. Davis makes 2-pt shot at rim,2,84-68,,
2:59.0,Shooting foul by S. Mejri (drawn by A. Davis),,84-68,,
2:59.0,,,84-68,,Dallas full timeout
2:59.0,A. Davis makes free throw 1 of 1,1,85-68,,
2:43.0,Personal foul by I. Clark (drawn by H. Barnes),,85-68,,
2:43.0,,,85-69,1,H. Barnes makes free throw 1 of 2
2:43.0,,,85-69,,H. Barnes misses free throw 2 of 2
2:40.0,Defensive rebound by C. Diallo,,85-69,,
2:31.0,I. Clark makes 2-pt shot from 13 ft (assist by J. Holiday),2,87-69,,
2:17.0,,,87-69,,D. McDermott misses 2-pt shot from 15 ft
2:14.0,Defensive rebound by C. Diallo,,87-69,,
2:01.0,J. Holiday misses 2-pt shot from 11 ft,,87-69,,
1:59.0,Offensive rebound by C. Diallo,,87-69,,
1:57.0,C. Diallo misses 2-pt shot from 6 ft,,87-69,,
1:57.0,,,87-69,,Defensive rebound by H. Barnes
1:41.0,,,87-71,2,S. Mejri makes 2-pt shot from 1 ft
1:24.0,I. Clark misses 3-pt shot from 22 ft,,87-71,,
1:21.0,Offensive rebound by C. Diallo,,87-71,,
1:21.0,C. Diallo makes 2-pt shot from 5 ft,2,89-71,,
1:21.0,Shooting foul by H. Barnes (drawn by C. Diallo),,89-71,,
1:21.0,,,89-71,,D. Nowitzki enters the game for H. Barnes
1:21.0,,,89-71,,D. Powell enters the game for S. Mejri
1:21.0,"W. Lemon, Jr. enters the game for J. Holiday",,89-71,,
1:21.0,C. Diallo misses free throw 1 of 1,,89-71,,
1:19.0,,,89-71,,Defensive rebound by D. Powell
1:11.0,,,89-73,2,J. Barea makes 2-pt shot from 1 ft
0:57.0,I. Clark makes 2-pt shot from 19 ft,2,91-73,,
0:48.0,,,91-75,2,K. Collinsworth makes 2-pt shot from 2 ft
0:48.0,,,91-75,,Shooting foul by I. Clark (drawn by K. Collinsworth)
0:48.0,,,91-75,,K. Collinsworth misses free throw 1 of 1
0:46.0,Defensive rebound by A. Davis,,91-75,,
0:35.0,Turnover by C. Diallo (lost ball; steal by K. Collinsworth),,91-75,,
0:29.0,,,91-78,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by D. McDermott)
0:09.0,"W. Lemon, Jr. misses 2-pt shot from 3 ft (block by D. Nowitzki)",,91-78,,
0:06.0,,,91-78,,Defensive rebound by D. Nowitzki
0:01.0,,,91-78,,Turnover by D. Nowitzki (bad pass)
0:01.0,,,91-78,,M. Kleber enters the game for D. Nowitzki
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,I. Clark misses 2-pt shot from 7 ft,,91-78,,
11:47.0,,,91-78,,Defensive rebound by D. Powell
11:38.0,,,91-80,2,K. Collinsworth makes 2-pt shot from 1 ft (assist by D. McDermott)
11:38.0,,,91-80,,Shooting foul by I. Clark (drawn by K. Collinsworth)
11:38.0,,,91-81,1,K. Collinsworth makes free throw 1 of 1
11:26.0,I. Clark misses 3-pt shot from 24 ft,,91-81,,
11:22.0,,,91-81,,Defensive rebound by D. Nowitzki
11:11.0,,,91-81,,D. Nowitzki misses 3-pt shot from 25 ft
11:08.0,,,91-81,,Offensive rebound by K. Collinsworth
11:07.0,,,91-81,,K. Collinsworth misses 2-pt shot at rim
11:05.0,,,91-81,,Offensive rebound by J. Barea
11:02.0,,,91-84,3,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Barea)
10:38.0,N. Mirotic misses 2-pt shot from 16 ft,,91-84,,
10:34.0,,,91-84,,Defensive rebound by D. Powell
10:30.0,,,91-87,3,J. Barea makes 3-pt shot from 27 ft
10:29.0,New Orleans full timeout,,91-87,,
10:29.0,E. Moore enters the game for I. Clark,,91-87,,
10:29.0,J. Holiday enters the game for C. Diallo,,91-87,,
10:29.0,A. Davis enters the game for D. Miller,,91-87,,
10:20.0,R. Rondo makes 2-pt shot from 2 ft,2,93-87,,
9:55.0,,,93-87,,D. Nowitzki misses 2-pt shot from 16 ft
9:53.0,,,93-87,,Offensive rebound by K. Collinsworth
9:52.0,,,93-87,,K. Collinsworth misses 2-pt shot from 1 ft (block by A. Davis)
9:51.0,Defensive rebound by Team,,93-87,,
9:43.0,Jump ball: K. Collinsworth vs. A. Davis (E. Moore gains possession),,,,Jump ball: K. Collinsworth vs. A. Davis (E. Moore gains possession)
9:30.0,J. Holiday makes 3-pt shot from 27 ft (assist by A. Davis),3,96-87,,
9:13.0,,,96-87,,Turnover by J. Barea (bad pass; steal by A. Davis)
9:10.0,Shooting foul by D. McDermott (drawn by N. Mirotic),,96-87,,
9:10.0,N. Mirotic makes free throw 1 of 2,1,97-87,,
9:10.0,N. Mirotic makes free throw 2 of 2,1,98-87,,
9:04.0,Personal foul by E. Moore (drawn by D. McDermott),,98-87,,
8:57.0,,,98-87,,J. Barea misses 3-pt shot from 28 ft
8:54.0,Defensive rebound by R. Rondo,,98-87,,
8:50.0,E. Moore misses 3-pt shot from 22 ft,,98-87,,
8:48.0,,,98-87,,Defensive rebound by Team
8:48.0,Loose ball foul by A. Davis (drawn by D. McDermott),,98-87,,
8:36.0,,,98-87,,D. Nowitzki misses 2-pt shot from 15 ft
