time,Dallas,pts.away,score,pts.home,Golden State
6:28.0,Offensive rebound by Team,,15-11,,
6:28.0,,,15-11,,Loose ball foul by D. Green (drawn by D. Nowitzki)
6:16.0,D. Smith makes 3-pt shot from 25 ft,3,18-11,,
5:57.0,Personal foul by W. Matthews (drawn by K. Thompson),,18-11,,
5:57.0,,,18-11,,K. Looney enters the game for D. Green
5:57.0,,,18-11,,A. Iguodala enters the game for Z. Pachulia
5:57.0,M. Kleber enters the game for D. Nowitzki,,18-11,,
5:57.0,Y. Ferrell enters the game for J. Barea,,18-11,,
5:53.0,,,18-13,2,K. Looney makes 2-pt shot at rim (assist by K. Thompson)
5:45.0,Shooting foul by K. Durant (drawn by W. Matthews),,18-13,,
5:45.0,W. Matthews misses free throw 1 of 2,,18-13,,
5:45.0,Offensive rebound by Team,,18-13,,
5:45.0,S. Mejri enters the game for D. Powell,,18-13,,
5:45.0,W. Matthews makes free throw 2 of 2,1,19-13,,
5:26.0,,,19-13,,Turnover by A. Iguodala (bad pass; steal by D. Smith)
5:20.0,Y. Ferrell misses 3-pt shot from 22 ft,,19-13,,
5:15.0,,,19-13,,Defensive rebound by K. Looney
5:06.0,,,19-15,2,K. Looney makes 2-pt shot from 1 ft (assist by A. Iguodala)
5:06.0,Dallas full timeout,,19-15,,
4:46.0,D. Smith misses 2-pt shot from 19 ft,,19-15,,
4:42.0,,,19-15,,Defensive rebound by K. Thompson
4:27.0,Personal foul by S. Mejri (drawn by K. Durant),,19-15,,
4:21.0,Personal foul by Y. Ferrell (drawn by K. Looney),,19-15,,
4:21.0,,,19-15,,K. Looney misses free throw 1 of 2
4:21.0,,,19-15,,Offensive rebound by Team
4:21.0,,,19-15,,N. Young enters the game for K. Thompson
4:21.0,,,19-15,,K. Looney misses free throw 2 of 2
4:19.0,Defensive rebound by M. Kleber,,19-15,,
4:08.0,Turnover by Y. Ferrell (bad pass),,19-15,,
4:04.0,,,19-15,,Turnover by S. Curry (bad pass; steal by Y. Ferrell)
4:01.0,,,19-15,,Personal foul by A. Iguodala (drawn by D. Smith)
3:48.0,S. Mejri misses 2-pt shot from 6 ft (block by A. Iguodala),,19-15,,
3:48.0,Offensive rebound by Team,,19-15,,
3:45.0,M. Kleber misses 3-pt shot from 26 ft,,19-15,,
3:37.0,,,19-15,,Defensive rebound by S. Curry
3:35.0,,,19-18,3,S. Curry makes 3-pt shot from 26 ft (assist by N. Young)
3:11.0,D. Smith misses 3-pt shot from 26 ft,,19-18,,
3:06.0,,,19-18,,Defensive rebound by K. Durant
2:57.0,,,19-21,3,S. Curry makes 3-pt shot from 26 ft (assist by K. Durant)
2:56.0,Dallas full timeout,,19-21,,
2:56.0,D. Nowitzki enters the game for D. Smith,,19-21,,
2:56.0,J. Barea enters the game for M. Kleber,,19-21,,
2:56.0,D. Powell enters the game for S. Mejri,,19-21,,
2:40.0,W. Matthews makes 2-pt shot from 2 ft,2,21-21,,
2:21.0,,,21-21,,S. Curry misses 3-pt shot from 28 ft
2:18.0,Defensive rebound by D. Nowitzki,,21-21,,
2:12.0,D. Nowitzki misses 3-pt shot from 26 ft,,21-21,,
2:09.0,Offensive rebound by D. Powell,,21-21,,
2:08.0,W. Matthews makes 3-pt shot from 26 ft (assist by D. Powell),3,24-21,,
1:49.0,,,24-21,,K. Durant misses 2-pt shot from 15 ft
1:46.0,Defensive rebound by D. Nowitzki,,24-21,,
1:34.0,D. Nowitzki makes 2-pt shot from 16 ft,2,26-21,,
1:20.0,,,26-21,,K. Durant misses 3-pt shot from 23 ft
1:16.0,Defensive rebound by W. Matthews,,26-21,,
1:04.0,D. Powell makes 2-pt shot from 6 ft (assist by J. Barea),2,28-21,,
1:04.0,Shooting foul by K. Looney (drawn by D. Powell),,28-21,,
1:04.0,K. Collinsworth enters the game for W. Matthews,,28-21,,
1:04.0,D. Powell makes free throw 1 of 1,1,29-21,,
0:52.0,Personal foul by D. Powell (drawn by K. Durant),,29-21,,
0:52.0,,,29-22,1,K. Durant makes free throw 1 of 2
0:52.0,,,29-23,1,K. Durant makes free throw 2 of 2
0:34.0,J. Barea misses 3-pt shot from 26 ft,,29-23,,
0:30.0,Offensive rebound by D. Powell,,29-23,,
0:30.0,D. Powell makes 2-pt shot from 1 ft,2,31-23,,
0:23.0,,,31-23,,Turnover by S. Curry (bad pass; steal by D. Powell)
0:03.0,Y. Ferrell makes 2-pt shot from 16 ft (assist by J. Barea),2,33-23,,
0:01.0,,,33-23,,A. Iguodala misses 3-pt shot from 25 ft
0:00.0,,,33-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Y. Ferrell misses 3-pt shot from 26 ft,,33-23,,
11:46.0,Offensive rebound by Team,,33-23,,
11:46.0,,,33-23,,Loose ball foul by K. Thompson (drawn by D. Powell)
11:37.0,D. Powell makes 2-pt shot from 6 ft (assist by J. Barea),2,35-23,,
11:19.0,,,35-25,2,K. Thompson makes 2-pt shot from 20 ft (assist by D. West)
11:03.0,D. Nowitzki misses 2-pt shot from 20 ft,,35-25,,
11:00.0,,,35-25,,Defensive rebound by D. Green
10:54.0,,,35-25,,Turnover by D. Green (bad pass; steal by D. Nowitzki)
10:41.0,Shooting foul by S. Livingston (drawn by D. Nowitzki),,35-25,,
10:41.0,D. Nowitzki makes free throw 1 of 2,1,36-25,,
10:41.0,D. Nowitzki makes free throw 2 of 2,1,37-25,,
10:26.0,,,37-27,2,K. Thompson makes 2-pt shot from 14 ft
10:07.0,J. Barea misses 3-pt shot from 24 ft,,37-27,,
10:04.0,,,37-27,,Defensive rebound by K. Thompson
10:00.0,,,37-29,2,D. West makes 2-pt shot from 1 ft (assist by K. Thompson)
9:44.0,Turnover by Y. Ferrell (step out of bounds),,37-29,,
9:28.0,,,37-31,2,S. Livingston makes 2-pt shot from 10 ft (assist by D. West)
9:09.0,,,37-31,,Personal foul by S. Livingston (drawn by D. Powell)
9:01.0,Turnover by K. Collinsworth (lost ball; steal by D. West),,37-31,,
8:56.0,,,37-31,,Turnover by A. Iguodala (lost ball; steal by D. Powell)
8:56.0,,,37-31,,Personal foul by A. Iguodala (drawn by D. Powell)
8:35.0,D. Powell makes 2-pt shot from 7 ft (assist by J. Barea),2,39-31,,
8:14.0,,,39-33,2,D. Green makes 2-pt shot from 1 ft (assist by D. West)
8:12.0,,,39-33,,Technical foul by D. Green
8:12.0,D. Nowitzki makes technical free throw,1,40-33,,
8:12.0,,,40-33,,P. McCaw enters the game for A. Iguodala
7:57.0,Y. Ferrell misses 2-pt shot from 19 ft,,40-33,,
7:53.0,,,40-33,,Defensive rebound by S. Livingston
7:52.0,,,40-33,,Turnover by S. Livingston (bad pass; steal by D. Nowitzki)
7:49.0,,,40-33,,Personal foul by P. McCaw (drawn by J. Barea)
7:49.0,J. Barea makes free throw 1 of 2,1,41-33,,
7:49.0,M. Kleber enters the game for D. Powell,,41-33,,
7:49.0,S. Mejri enters the game for Y. Ferrell,,41-33,,
7:49.0,D. Smith enters the game for D. Nowitzki,,41-33,,
7:49.0,J. Barea makes free throw 2 of 2,1,42-33,,
7:36.0,,,42-33,,K. Thompson misses 3-pt shot from 26 ft
7:35.0,,,42-33,,Offensive rebound by D. West
7:35.0,,,42-33,,Shooting foul by M. Kleber (drawn by D. West)
7:35.0,,,42-34,1,D. West makes free throw 1 of 2
7:35.0,Y. Ferrell enters the game for J. Barea,,42-34,,
7:35.0,,,42-35,1,D. West makes free throw 2 of 2
7:20.0,S. Mejri makes 2-pt shot from 1 ft (assist by D. Smith),2,44-35,,
7:17.0,,,44-35,,Golden State full timeout
7:04.0,,,44-37,2,D. West makes 2-pt shot from 13 ft (assist by D. Green)
6:50.0,D. Smith makes 2-pt shot from 17 ft,2,46-37,,
6:37.0,,,46-39,2,D. West makes 2-pt shot from 2 ft (assist by D. Green)
6:15.0,K. Collinsworth misses 2-pt shot from 7 ft,,46-39,,
6:11.0,Offensive rebound by M. Kleber,,46-39,,
6:09.0,M. Kleber misses 3-pt shot from 25 ft,,46-39,,
6:07.0,,,46-39,,Defensive rebound by K. Thompson
5:51.0,,,46-39,,D. West misses 2-pt shot from 17 ft
5:47.0,Defensive rebound by M. Kleber,,46-39,,
5:43.0,Turnover by D. Smith (lost ball; steal by D. Green),,46-39,,
5:41.0,,,46-39,,Shooting foul by M. Kleber (drawn by D. Green)
5:41.0,,,46-40,1,D. Green makes free throw 1 of 2
5:41.0,,,46-40,,S. Curry enters the game for K. Thompson
5:41.0,,,46-40,,K. Durant enters the game for S. Livingston
5:41.0,,,46-41,1,D. Green makes free throw 2 of 2
5:28.0,Turnover by Y. Ferrell (bad pass; steal by D. Green),,46-41,,
5:23.0,,,46-43,2,P. McCaw makes 2-pt shot from 3 ft (assist by S. Curry)
5:23.0,Violation by S. Mejri (def goaltending),,46-43,,
5:08.0,Y. Ferrell misses 2-pt shot from 16 ft,,46-43,,
5:06.0,Offensive rebound by Team,,46-43,,
5:06.0,W. Matthews enters the game for K. Collinsworth,,46-43,,
4:57.0,D. Smith misses 2-pt shot from 20 ft (block by P. McCaw),,46-43,,
4:55.0,Offensive rebound by D. Smith,,46-43,,
4:54.0,W. Matthews misses 3-pt shot from 23 ft (block by K. Durant),,46-43,,
4:51.0,,,46-43,,Defensive rebound by S. Curry
4:48.0,,,46-45,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
4:48.0,Dallas full timeout,,46-45,,
4:48.0,J. Barea enters the game for Y. Ferrell,,46-45,,
4:48.0,D. Powell enters the game for M. Kleber,,46-45,,
4:48.0,D. Nowitzki enters the game for S. Mejri,,46-45,,
4:31.0,W. Matthews misses 2-pt shot from 9 ft,,46-45,,
4:28.0,,,46-45,,Defensive rebound by Team
4:28.0,Technical foul by W. Matthews,,46-45,,
4:28.0,,,46-46,1,S. Curry makes technical free throw
4:18.0,,,46-49,3,K. Durant makes 3-pt shot from 22 ft (assist by D. West)
4:00.0,D. Powell makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,48-49,,
3:51.0,,,48-51,2,K. Durant makes 2-pt shot from 15 ft
3:43.0,D. Smith makes 3-pt shot from 24 ft,3,51-51,,
3:31.0,,,51-51,,S. Curry misses 3-pt shot from 25 ft
3:28.0,Defensive rebound by D. Powell,,51-51,,
3:20.0,Shooting foul by P. McCaw (drawn by D. Powell),,51-51,,
3:20.0,D. Powell makes free throw 1 of 2,1,52-51,,
3:20.0,,,52-51,,A. Iguodala enters the game for P. McCaw
3:20.0,,,52-51,,K. Thompson enters the game for D. West
3:20.0,D. Powell makes free throw 2 of 2,1,53-51,,
3:18.0,,,53-53,2,K. Durant makes 2-pt shot at rim (assist by D. Green)
3:07.0,Turnover by D. Smith (bad pass; steal by K. Durant),,53-53,,
3:04.0,,,53-55,2,K. Durant makes 2-pt shot from 2 ft
2:43.0,W. Matthews makes 2-pt shot from 8 ft,2,55-55,,
2:33.0,,,55-55,,D. Green misses 3-pt shot from 25 ft
2:30.0,Defensive rebound by D. Smith,,55-55,,
2:21.0,D. Smith misses 3-pt shot from 26 ft,,55-55,,
2:16.0,,,55-55,,Defensive rebound by A. Iguodala
2:06.0,,,55-55,,K. Thompson misses 3-pt shot from 26 ft
2:02.0,Defensive rebound by D. Nowitzki,,55-55,,
1:43.0,D. Nowitzki makes 3-pt shot from 22 ft (assist by W. Matthews),3,58-55,,
1:37.0,,,58-55,,K. Thompson misses 3-pt shot from 27 ft
1:32.0,Defensive rebound by D. Nowitzki,,58-55,,
1:16.0,W. Matthews makes 2-pt shot from 14 ft,2,60-55,,
0:53.0,,,60-58,3,S. Curry makes 3-pt shot from 22 ft (assist by A. Iguodala)
0:32.0,W. Matthews misses 2-pt shot from 11 ft,,60-58,,
0:28.0,,,60-58,,Defensive rebound by K. Durant
0:26.0,,,60-60,2,A. Iguodala makes 2-pt shot from 1 ft (assist by K. Thompson)
0:02.0,D. Smith misses 3-pt shot from 25 ft,,60-60,,
0:00.0,,,60-60,,Defensive rebound by K. Durant
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,60-60,,Personal foul by Z. Pachulia (drawn by D. Powell)
11:42.0,J. Barea misses 3-pt shot from 26 ft,,60-60,,
11:37.0,,,60-60,,Defensive rebound by Z. Pachulia
11:25.0,,,60-63,3,D. Green makes 3-pt shot from 25 ft (assist by S. Curry)
11:09.0,W. Matthews misses 3-pt shot from 29 ft,,60-63,,
11:06.0,,,60-63,,Defensive rebound by K. Durant
10:49.0,,,60-63,,D. Green misses 2-pt shot from 7 ft (block by J. Barea)
10:47.0,,,60-63,,Offensive rebound by D. Green
10:44.0,,,60-63,,D. Green misses 2-pt shot from 4 ft (block by D. Nowitzki)
10:41.0,,,60-63,,Offensive rebound by D. Green
10:39.0,,,60-66,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
10:34.0,D. Powell makes 2-pt shot from 2 ft (assist by D. Smith),2,62-66,,
10:34.0,Shooting foul by Z. Pachulia (drawn by D. Powell),,62-66,,
10:34.0,D. Powell makes free throw 1 of 1,1,63-66,,
10:21.0,,,63-66,,D. Green misses 2-pt shot from 2 ft (block by D. Smith)
10:18.0,,,63-66,,Offensive rebound by D. Green
10:18.0,,,63-66,,D. Green misses 2-pt shot at rim
10:16.0,Defensive rebound by D. Nowitzki,,63-66,,
10:09.0,D. Smith makes 2-pt shot from 20 ft,2,65-66,,
9:49.0,,,65-66,,D. Green misses 3-pt shot from 26 ft
9:45.0,Defensive rebound by W. Matthews,,65-66,,
9:43.0,D. Smith misses 3-pt shot from 26 ft,,65-66,,
9:39.0,,,65-66,,Defensive rebound by S. Curry
9:31.0,,,65-66,,K. Thompson misses 2-pt shot from 16 ft
9:30.0,Defensive rebound by Team,,65-66,,
9:30.0,,,65-66,,Loose ball foul by Z. Pachulia (drawn by D. Powell)
9:14.0,D. Nowitzki makes 2-pt shot from 15 ft,2,67-66,,
8:55.0,,,67-66,,K. Thompson misses 3-pt shot from 26 ft
8:52.0,,,67-66,,Offensive rebound by S. Curry
8:50.0,,,67-66,,Turnover by S. Curry (bad pass; steal by W. Matthews)
8:46.0,W. Matthews makes 3-pt shot from 26 ft,3,70-66,,
8:46.0,,,70-66,,Golden State full timeout
8:35.0,,,70-66,,Turnover by Z. Pachulia (bad pass; steal by D. Nowitzki)
8:21.0,D. Nowitzki misses 3-pt shot from 26 ft,,70-66,,
8:17.0,,,70-66,,Defensive rebound by D. Green
8:05.0,,,70-66,,K. Durant misses 2-pt shot from 11 ft
7:59.0,Defensive rebound by D. Nowitzki,,70-66,,
7:57.0,J. Barea misses 2-pt shot from 11 ft,,70-66,,
7:51.0,Offensive rebound by D. Smith,,70-66,,
7:47.0,W. Matthews misses 3-pt shot from 26 ft,,70-66,,
7:46.0,,,70-66,,Defensive rebound by Team
7:37.0,,,70-69,3,K. Durant makes 3-pt shot from 23 ft (assist by S. Curry)
7:14.0,W. Matthews misses 3-pt shot from 25 ft,,70-69,,
7:10.0,,,70-69,,Defensive rebound by K. Thompson
7:07.0,,,70-69,,K. Durant misses 3-pt shot from 26 ft
7:02.0,,,70-69,,Offensive rebound by S. Curry
6:53.0,,,70-71,2,Z. Pachulia makes 2-pt shot from 3 ft (assist by S. Curry)
6:35.0,D. Nowitzki makes 2-pt shot from 17 ft,2,72-71,,
6:20.0,,,72-71,,S. Curry misses 3-pt shot from 27 ft
6:16.0,,,72-71,,Offensive rebound by D. Green
6:14.0,,,72-71,,D. Green misses 2-pt shot from 2 ft
6:12.0,,,72-71,,Offensive rebound by D. Green
6:12.0,,,72-71,,D. Green misses 2-pt shot at rim
6:10.0,,,72-71,,D. Green misses 2-pt shot from 2 ft
6:10.0,,,72-71,,Offensive rebound by D. Green
6:08.0,,,72-71,,Offensive rebound by Z. Pachulia
6:08.0,,,72-73,2,Z. Pachulia makes 2-pt shot at rim
6:02.0,J. Barea makes 2-pt shot from 2 ft,2,74-73,,
5:51.0,,,74-73,,Turnover by K. Thompson (bad pass; steal by W. Matthews)
5:48.0,W. Matthews makes 2-pt shot from 2 ft,2,76-73,,
5:47.0,,,76-73,,Golden State full timeout
5:47.0,,,76-73,,K. Looney enters the game for D. Green
5:47.0,,,76-73,,A. Iguodala enters the game for Z. Pachulia
5:47.0,M. Kleber enters the game for J. Barea,,76-73,,
5:47.0,Y. Ferrell enters the game for D. Nowitzki,,76-73,,
5:33.0,,,76-73,,K. Durant misses 2-pt shot from 16 ft
5:29.0,Defensive rebound by D. Powell,,76-73,,
5:17.0,W. Matthews misses 3-pt shot from 25 ft,,76-73,,
5:14.0,,,76-73,,Defensive rebound by K. Durant
5:02.0,,,76-76,3,S. Curry makes 3-pt shot from 28 ft (assist by K. Durant)
4:42.0,D. Smith makes 3-pt shot from 25 ft (assist by D. Powell),3,79-76,,
4:23.0,,,79-78,2,S. Curry makes 2-pt shot from 1 ft (assist by K. Durant)
4:04.0,D. Powell misses 2-pt shot from 6 ft,,79-78,,
4:01.0,,,79-78,,Defensive rebound by S. Curry
3:59.0,,,79-80,2,K. Durant makes 2-pt shot from 1 ft (assist by S. Curry)
3:59.0,Dallas full timeout,,79-80,,
3:59.0,,,79-80,,P. McCaw enters the game for K. Thompson
3:59.0,S. Mejri enters the game for D. Powell,,79-80,,
3:46.0,D. Smith misses 2-pt shot from 3 ft (block by K. Durant),,79-80,,
3:46.0,Offensive rebound by Team,,79-80,,
3:38.0,D. Smith misses 2-pt shot from 14 ft,,79-80,,
3:34.0,,,79-80,,Defensive rebound by K. Durant
3:25.0,,,79-80,,Shooting foul by W. Matthews (drawn by K. Durant)
3:25.0,,,79-81,1,K. Durant makes free throw 1 of 2
3:25.0,K. Collinsworth enters the game for W. Matthews,,79-81,,
3:25.0,,,79-82,1,K. Durant makes free throw 2 of 2
3:03.0,S. Mejri makes 2-pt shot from 7 ft,2,81-82,,
2:44.0,,,81-85,3,K. Durant makes 3-pt shot from 26 ft
2:20.0,S. Mejri misses 2-pt shot from 3 ft (block by A. Iguodala),,81-85,,
2:17.0,Offensive rebound by S. Mejri,,81-85,,
2:16.0,S. Mejri misses 2-pt shot from 2 ft,,81-85,,
2:15.0,Offensive rebound by M. Kleber,,81-85,,
2:15.0,M. Kleber makes 2-pt shot from 3 ft,2,83-85,,
1:57.0,,,83-85,,Turnover by K. Durant (bad pass; steal by K. Collinsworth)
1:42.0,M. Kleber misses 2-pt shot from 13 ft,,83-85,,
1:40.0,,,83-85,,Defensive rebound by A. Iguodala
1:28.0,,,83-87,2,S. Curry makes 2-pt shot from 5 ft
1:28.0,,,83-87,,Shooting foul by K. Collinsworth (drawn by S. Curry)
1:28.0,,,83-88,1,S. Curry makes free throw 1 of 1
1:15.0,Y. Ferrell misses 3-pt shot from 24 ft,,83-88,,
1:11.0,,,83-88,,Defensive rebound by S. Curry
1:02.0,,,83-88,,P. McCaw misses 2-pt shot from 8 ft
0:58.0,,,83-88,,Offensive rebound by K. Looney
0:58.0,,,83-90,2,K. Looney makes 2-pt shot at rim
0:47.0,Shooting foul by S. Curry (drawn by D. Smith),,83-90,,
0:47.0,D. Smith makes free throw 1 of 2,1,84-90,,
0:47.0,,,84-90,,K. Thompson enters the game for P. McCaw
0:47.0,D. Smith makes free throw 2 of 2,1,85-90,,
0:39.0,,,85-90,,S. Curry misses 3-pt shot from 26 ft
0:35.0,Defensive rebound by S. Mejri,,85-90,,
0:26.0,D. Smith misses 2-pt shot from 22 ft,,85-90,,
0:19.0,,,85-90,,Defensive rebound by K. Durant
0:02.0,,,85-93,3,K. Durant makes 3-pt shot from 27 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,85-93,,K. Thompson misses 2-pt shot at rim
11:39.0,,,85-93,,Offensive rebound by K. Thompson
11:37.0,,,85-93,,Turnover by K. Thompson (lost ball; steal by J. Barea)
11:18.0,Turnover by J. Barea (bad pass; steal by A. Iguodala),,85-93,,
11:14.0,,,85-95,2,S. Livingston makes 2-pt shot from 1 ft (assist by A. Iguodala)
11:06.0,J. Barea misses 2-pt shot from 2 ft (block by D. Green),,85-95,,
11:04.0,,,85-95,,Defensive rebound by D. West
11:00.0,,,85-97,2,D. West makes 2-pt shot from 1 ft (assist by S. Livingston)
10:58.0,Dallas full timeout,,85-97,,
10:40.0,,,85-97,,Personal foul by S. Livingston (drawn by W. Matthews)
10:26.0,Y. Ferrell misses 2-pt shot from 19 ft,,85-97,,
10:22.0,,,85-97,,Defensive rebound by D. West
10:08.0,,,85-100,3,K. Thompson makes 3-pt shot from 24 ft (assist by D. Green)
9:48.0,D. Powell misses 2-pt shot from 3 ft,,85-100,,
9:44.0,,,85-100,,Defensive rebound by D. West
9:21.0,,,85-100,,S. Livingston misses 2-pt shot from 17 ft
9:17.0,Defensive rebound by D. Nowitzki,,85-100,,
9:11.0,Turnover by W. Matthews (bad pass; steal by A. Iguodala),,85-100,,
9:06.0,,,85-100,,Turnover by D. Green (lost ball; steal by D. Nowitzki)
8:54.0,D. Powell makes 2-pt shot from 1 ft (assist by J. Barea),2,87-100,,
8:30.0,,,87-102,2,D. Green makes 2-pt shot from 1 ft (assist by D. West)
8:22.0,J. Barea misses 3-pt shot from 27 ft,,87-102,,
8:18.0,,,87-102,,Defensive rebound by D. West
8:14.0,,,87-104,2,K. Thompson makes 2-pt shot from 4 ft (assist by D. Green)
8:14.0,Dallas full timeout,,87-104,,
8:14.0,M. Kleber enters the game for D. Nowitzki,,87-104,,
8:14.0,D. Smith enters the game for J. Barea,,87-104,,
8:02.0,Y. Ferrell makes 3-pt shot from 26 ft,3,90-104,,
7:45.0,,,90-104,,Turnover by K. Thompson (traveling)
7:45.0,K. Collinsworth enters the game for W. Matthews,,90-104,,
7:30.0,Turnover by M. Kleber (traveling),,90-104,,
7:16.0,,,90-107,3,A. Iguodala makes 3-pt shot from 25 ft (assist by D. West)
6:48.0,Turnover by Team (shot clock),,90-107,,
6:48.0,S. Mejri enters the game for D. Smith,,90-107,,
6:48.0,J. Jones enters the game for D. Powell,,90-107,,
6:44.0,Personal foul by K. Collinsworth (drawn by S. Livingston),,90-107,,
6:32.0,,,90-107,,D. West misses 2-pt shot from 19 ft
6:29.0,Defensive rebound by M. Kleber,,90-107,,
6:24.0,J. Jones misses 3-pt shot from 24 ft,,90-107,,
6:19.0,,,90-107,,Defensive rebound by D. Green
6:09.0,,,90-109,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
5:47.0,K. Collinsworth misses 2-pt shot from 6 ft,,90-109,,
5:44.0,,,90-109,,Defensive rebound by D. West
5:41.0,,,90-109,,S. Livingston misses 2-pt shot from 9 ft
5:34.0,,,90-109,,Offensive rebound by D. West
5:34.0,Personal foul by S. Mejri (drawn by D. Green),,90-109,,
5:30.0,,,90-111,2,K. Thompson makes 2-pt shot from 7 ft (assist by D. West)
5:06.0,,,90-111,,Personal foul by D. Green (drawn by M. Kleber)
5:06.0,,,90-111,,P. McCaw enters the game for S. Livingston
5:06.0,Dallas full timeout,,90-111,,
5:06.0,,,90-111,,N. Young enters the game for A. Iguodala
4:57.0,M. Kleber misses 2-pt shot from 12 ft,,90-111,,
4:55.0,Offensive rebound by S. Mejri,,90-111,,
4:52.0,S. Mejri misses 2-pt shot from 5 ft (block by D. West),,90-111,,
4:52.0,Offensive rebound by Team,,90-111,,
4:38.0,S. Mejri makes 2-pt shot from 8 ft (assist by K. Collinsworth),2,92-111,,
4:22.0,Personal foul by K. Collinsworth (drawn by K. Thompson),,92-111,,
4:08.0,,,92-111,,P. McCaw misses 2-pt shot from 1 ft (block by S. Mejri)
4:06.0,Defensive rebound by Y. Ferrell,,92-111,,
3:54.0,M. Kleber misses 3-pt shot from 27 ft,,92-111,,
3:53.0,,,92-111,,Defensive rebound by Team
3:53.0,Loose ball foul by S. Mejri (drawn by P. McCaw),,92-111,,
3:53.0,,,92-111,,K. Looney enters the game for D. West
3:53.0,,,92-111,,J. McGee enters the game for K. Thompson
3:53.0,,,92-111,,O. Casspi enters the game for D. Green
3:40.0,,,92-111,,Shooting foul by S. Mejri (drawn by J. McGee)
