time,Atlanta,pts.away,score,pts.home,Dallas
5:01.0,,,15-11,2,N. Noel makes 2-pt shot at rim (assist by J. Barea)
4:45.0,M. Belinelli makes 3-pt shot from 26 ft (assist by J. Collins),3,18-11,,
4:30.0,,,18-14,3,Y. Ferrell makes 3-pt shot from 24 ft (assist by J. Barea)
4:20.0,Atlanta full timeout,,18-14,,
4:20.0,,,18-14,,D. Harris enters the game for Y. Ferrell
4:20.0,M. Muscala enters the game for E. Ilyasova,,18-14,,
4:20.0,M. Delaney enters the game for T. Waller-Prince,,18-14,,
4:20.0,D. Bembry enters the game for D. Schroder,,18-14,,
4:13.0,M. Belinelli misses 2-pt shot from 19 ft,,18-14,,
4:11.0,,,18-14,,Defensive rebound by N. Noel
4:10.0,,,18-14,,Turnover by D. Harris (out of bounds lost ball)
3:53.0,M. Belinelli misses 2-pt shot from 19 ft,,18-14,,
3:51.0,J. Collins makes 2-pt shot at rim,2,20-14,,
3:46.0,Offensive rebound by J. Collins,,20-14,,
3:35.0,,,20-17,3,J. Barea makes 3-pt shot from 25 ft (assist by W. Matthews)
3:30.0,,,20-17,,Personal block foul by J. Barea (drawn by M. Delaney)
3:20.0,M. Belinelli makes 2-pt shot from 2 ft (assist by M. Muscala),2,22-17,,
2:55.0,,,22-17,,J. Barea misses 3-pt shot from 22 ft
2:51.0,,,22-17,,Offensive rebound by N. Noel
2:38.0,,,22-19,2,D. Harris makes 2-pt shot from 6 ft
2:20.0,M. Delaney misses 2-pt shot from 17 ft,,22-19,,
2:17.0,Offensive rebound by J. Collins,,22-19,,
2:08.0,M. Belinelli misses 2-pt shot from 12 ft,,22-19,,
2:05.0,,,22-19,,Defensive rebound by N. Noel
1:58.0,,,22-22,3,J. Barea makes 3-pt shot from 24 ft (assist by W. Matthews)
1:41.0,Turnover by D. Bembry (bad pass),,22-22,,
1:41.0,,,22-22,,D. Powell enters the game for N. Noel
1:41.0,,,22-22,,D. Nowitzki enters the game for W. Matthews
1:41.0,,,22-22,,D. Finney-Smith enters the game for H. Barnes
1:30.0,,,22-22,,Turnover by D. Powell (lost ball; steal by J. Collins)
1:25.0,M. Delaney makes 2-pt shot from 17 ft,2,24-22,,
1:13.0,Personal foul by M. Muscala (drawn by J. Barea),,24-22,,
1:01.0,,,24-22,,D. Harris misses 3-pt shot from 22 ft
0:58.0,Defensive rebound by M. Muscala,,24-22,,
0:41.0,Shooting foul by D. Nowitzki (drawn by J. Collins),,24-22,,
0:41.0,J. Collins makes free throw 1 of 2,1,25-22,,
0:41.0,J. Collins misses free throw 2 of 2,,25-22,,
0:39.0,,,25-22,,Defensive rebound by D. Nowitzki
0:33.0,,,25-24,2,D. Harris makes 2-pt shot from 1 ft
0:27.0,Turnover by M. Delaney (palming),,25-24,,
0:13.0,,,25-24,,D. Harris misses 2-pt shot from 5 ft
0:11.0,Defensive rebound by M. Muscala,,25-24,,
0:01.0,M. Belinelli misses 2-pt shot from 11 ft,,25-24,,
0:01.0,Offensive rebound by J. Collins,,25-24,,
0:00.0,J. Collins makes 2-pt shot at rim,2,27-24,,
0:00.0,,,27-24,,D. Harris misses 3-pt shot from 76 ft
0:00.0,Defensive rebound by Team,,27-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,27-24,,D. Nowitzki misses 2-pt shot from 16 ft
11:48.0,Defensive rebound by K. Bazemore,,27-24,,
11:43.0,D. Schroder misses 2-pt shot from 3 ft,,27-24,,
11:42.0,,,27-24,,Defensive rebound by D. Nowitzki
11:35.0,Def 3 sec tech foul by M. Muscala,,27-24,,
11:35.0,,,27-24,,D. Nowitzki misses technical free throw
11:35.0,,,27-24,,Offensive rebound by Team
11:27.0,,,27-24,,D. Finney-Smith misses 3-pt shot from 23 ft
11:23.0,Defensive rebound by M. Delaney,,27-24,,
11:18.0,D. Schroder makes 2-pt shot at rim,2,29-24,,
11:11.0,,,29-26,2,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea)
11:11.0,,,29-26,,Shooting foul by M. Delaney (drawn by D. Harris)
11:11.0,,,29-26,,D. Smith enters the game for J. Barea
11:11.0,D. Dedmon enters the game for J. Collins,,29-26,,
11:11.0,,,29-27,1,D. Harris makes free throw 1 of 1
10:51.0,Turnover by D. Schroder (bad pass),,29-27,,
10:43.0,,,29-30,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by D. Smith)
10:19.0,M. Delaney makes 3-pt shot from 27 ft (assist by D. Schroder),3,32-30,,
10:10.0,T. Waller-Prince enters the game for M. Delaney,,32-30,,
10:10.0,E. Ilyasova enters the game for M. Muscala,,32-30,,
10:07.0,Jump ball: D. Powell vs. K. Bazemore (D. Harris gains possession),,,,Jump ball: D. Powell vs. K. Bazemore (D. Harris gains possession)
10:03.0,,,32-30,,D. Finney-Smith misses 3-pt shot from 23 ft
9:59.0,,,32-30,,Offensive rebound by D. Smith
9:57.0,,,32-30,,D. Harris misses 3-pt shot from 24 ft
9:57.0,Defensive rebound by T. Waller-Prince,,32-30,,
9:50.0,D. Schroder misses 2-pt shot from 14 ft,,32-30,,
9:47.0,Offensive rebound by K. Bazemore,,32-30,,
9:46.0,K. Bazemore misses 2-pt shot from 1 ft,,32-30,,
9:46.0,,,32-30,,Defensive rebound by D. Finney-Smith
9:34.0,,,32-30,,D. Smith misses 2-pt shot from 7 ft (block by D. Dedmon)
9:32.0,Defensive rebound by D. Dedmon,,32-30,,
9:32.0,,,32-30,,Personal take foul by D. Harris (drawn by D. Schroder)
9:19.0,D. Schroder makes 3-pt shot from 25 ft,3,35-30,,
8:57.0,,,35-32,2,D. Finney-Smith makes 2-pt shot from 1 ft (assist by D. Smith)
8:43.0,T. Waller-Prince misses 2-pt shot from 13 ft,,35-32,,
8:42.0,,,35-32,,Defensive rebound by Team
8:42.0,,,35-32,,N. Noel enters the game for D. Nowitzki
8:25.0,Personal foul by T. Waller-Prince (drawn by N. Noel),,35-32,,
8:25.0,,,35-32,,H. Barnes enters the game for D. Powell
8:21.0,,,35-32,,Offensive charge foul by D. Finney-Smith (drawn by E. Ilyasova)
8:21.0,,,35-32,,Turnover by D. Finney-Smith (offensive foul)
8:03.0,D. Schroder misses 2-pt shot from 3 ft (block by N. Noel),,35-32,,
7:59.0,,,35-32,,Defensive rebound by N. Noel
7:57.0,,,35-32,,D. Smith misses 2-pt shot from 4 ft (block by D. Dedmon)
7:53.0,Defensive rebound by T. Waller-Prince,,35-32,,
7:53.0,,,35-32,,Personal foul by N. Noel (drawn by T. Waller-Prince)
7:46.0,D. Schroder misses 2-pt shot from 16 ft,,35-32,,
7:43.0,,,35-32,,Defensive rebound by N. Noel
7:29.0,Personal block foul by D. Dedmon (drawn by H. Barnes),,35-32,,
7:29.0,,,35-33,1,H. Barnes makes free throw 1 of 2
7:29.0,,,35-33,,W. Matthews enters the game for D. Finney-Smith
7:29.0,,,35-33,,Y. Ferrell enters the game for D. Harris
7:29.0,,,35-34,1,H. Barnes makes free throw 2 of 2
7:19.0,K. Bazemore misses 2-pt shot from 4 ft (block by N. Noel),,35-34,,
7:16.0,,,35-34,,Defensive rebound by D. Smith
7:12.0,,,35-34,,W. Matthews misses 3-pt shot from 23 ft
7:09.0,,,35-34,,Offensive rebound by N. Noel
7:09.0,,,35-36,2,N. Noel makes 2-pt shot at rim
7:09.0,,,35-36,,Shooting foul by K. Bazemore (drawn by N. Noel)
7:09.0,Technical foul by K. Bazemore,,35-36,,
7:09.0,,,35-37,1,H. Barnes makes technical free throw
7:09.0,Atlanta full timeout,,35-37,,
7:09.0,,,35-38,1,N. Noel makes free throw 1 of 1
6:54.0,D. Schroder makes 2-pt shot from 4 ft,2,37-38,,
6:54.0,Shooting foul by Y. Ferrell (drawn by D. Schroder),,37-38,,
6:54.0,D. Schroder makes free throw 1 of 1,1,38-38,,
6:38.0,,,38-38,,W. Matthews misses 2-pt shot from 18 ft
6:35.0,Defensive rebound by T. Waller-Prince,,38-38,,
6:24.0,Offensive charge foul by K. Bazemore (drawn by Y. Ferrell),,38-38,,
6:24.0,Turnover by K. Bazemore (offensive foul),,38-38,,
6:14.0,,,38-38,,H. Barnes misses 3-pt shot from 25 ft
6:12.0,Defensive rebound by T. Waller-Prince,,38-38,,
6:09.0,Turnover by D. Dedmon (traveling),,38-38,,
6:09.0,M. Belinelli enters the game for K. Bazemore,,38-38,,
5:58.0,,,38-38,,Turnover by W. Matthews (lost ball; steal by D. Schroder)
5:54.0,T. Waller-Prince makes 2-pt shot from 1 ft (assist by D. Schroder),2,40-38,,
5:33.0,,,40-38,,D. Smith misses 3-pt shot from 24 ft
5:30.0,Defensive rebound by D. Dedmon,,40-38,,
5:20.0,D. Schroder misses 2-pt shot from 19 ft,,40-38,,
5:18.0,,,40-38,,Defensive rebound by N. Noel
5:16.0,Personal take foul by D. Schroder (drawn by D. Smith),,40-38,,
5:16.0,,,40-39,1,D. Smith makes free throw 1 of 2
5:16.0,J. Magette enters the game for D. Dedmon,,40-39,,
5:16.0,J. Collins enters the game for D. Schroder,,40-39,,
5:16.0,,,40-40,1,D. Smith makes free throw 2 of 2
5:07.0,E. Ilyasova misses 3-pt shot from 25 ft,,40-40,,
5:04.0,,,40-40,,Defensive rebound by N. Noel
4:53.0,Loose ball foul by J. Magette (drawn by N. Noel),,40-40,,
4:53.0,,,40-41,1,N. Noel makes free throw 1 of 2
4:53.0,,,40-42,1,N. Noel makes free throw 2 of 2
4:33.0,M. Belinelli makes 2-pt shot from 15 ft (assist by J. Magette),2,42-42,,
4:21.0,,,42-42,,Shooting foul by J. Collins (drawn by D. Smith)
4:21.0,,,42-43,1,D. Smith makes free throw 1 of 2
4:21.0,D. Bembry enters the game for T. Waller-Prince,,42-43,,
4:21.0,,,42-43,,D. Smith misses free throw 2 of 2
4:19.0,Defensive rebound by J. Collins,,42-43,,
4:14.0,,,42-43,,Personal take foul by D. Smith (drawn by J. Magette)
4:14.0,,,42-43,,J. Barea enters the game for D. Smith
4:00.0,Turnover by M. Belinelli (lost ball; steal by N. Noel),,42-43,,
3:46.0,,,42-43,,Dallas full timeout
3:46.0,,,42-43,,D. Nowitzki enters the game for N. Noel
3:46.0,L. Babbitt enters the game for E. Ilyasova,,42-43,,
3:40.0,,,42-43,,H. Barnes misses 2-pt shot from 6 ft
3:38.0,Defensive rebound by J. Magette,,42-43,,
3:30.0,Shooting foul by W. Matthews (drawn by M. Belinelli),,42-43,,
3:30.0,M. Belinelli makes free throw 1 of 2,1,43-43,,
3:30.0,M. Belinelli makes free throw 2 of 2,1,44-43,,
3:10.0,,,44-43,,Y. Ferrell misses 2-pt shot from 1 ft
3:07.0,Defensive rebound by J. Collins,,44-43,,
3:01.0,L. Babbitt misses 3-pt shot from 25 ft,,44-43,,
2:58.0,,,44-43,,Defensive rebound by W. Matthews
2:50.0,,,44-43,,Shooting foul by J. Magette (drawn by J. Barea)
2:50.0,,,44-44,1,J. Barea makes free throw 1 of 2
2:50.0,,,44-45,1,J. Barea makes free throw 2 of 2
2:36.0,J. Collins misses 2-pt shot from 2 ft,,44-45,,
2:35.0,Offensive rebound by L. Babbitt,,44-45,,
2:33.0,L. Babbitt makes 2-pt shot from 15 ft,2,46-45,,
2:14.0,,,46-45,,D. Nowitzki misses 2-pt shot from 18 ft
2:09.0,,,46-45,,Offensive rebound by W. Matthews
2:08.0,,,46-45,,W. Matthews misses 2-pt shot from 1 ft
2:08.0,,,46-45,,Offensive rebound by W. Matthews
2:04.0,,,46-45,,D. Nowitzki misses 3-pt shot from 25 ft
2:04.0,Defensive rebound by M. Belinelli,,46-45,,
1:55.0,J. Magette makes 3-pt shot from 28 ft,3,49-45,,
1:39.0,,,49-45,,D. Nowitzki misses 3-pt shot from 24 ft
1:39.0,Defensive rebound by M. Belinelli,,49-45,,
1:31.0,M. Belinelli makes 3-pt shot from 28 ft,3,52-45,,
1:14.0,,,52-45,,W. Matthews misses 3-pt shot from 22 ft
1:11.0,Defensive rebound by D. Bembry,,52-45,,
1:04.0,J. Collins misses 2-pt shot from 2 ft,,52-45,,
1:03.0,Offensive rebound by D. Bembry,,52-45,,
1:02.0,D. Bembry makes 2-pt shot from 1 ft,2,54-45,,
1:02.0,,,54-45,,Dallas full timeout
1:02.0,,,54-45,,D. Smith enters the game for J. Barea
1:02.0,D. Schroder enters the game for J. Magette,,54-45,,
0:50.0,,,54-45,,Turnover by D. Smith (palming)
0:34.0,D. Schroder makes 2-pt shot from 1 ft,2,56-45,,
0:34.0,,,56-45,,Violation by D. Smith (def goaltending)
0:20.0,,,56-47,2,H. Barnes makes 2-pt shot from 1 ft (assist by Y. Ferrell)
0:07.0,D. Bembry makes 2-pt shot from 5 ft (assist by D. Schroder),2,58-47,,
0:00.0,,,58-47,,D. Nowitzki misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by M. Belinelli,,58-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,58-47,,H. Barnes misses 2-pt shot from 3 ft (block by E. Ilyasova)
11:41.0,,,58-47,,Offensive rebound by H. Barnes
11:39.0,,,58-50,3,Y. Ferrell makes 3-pt shot from 25 ft (assist by H. Barnes)
11:19.0,D. Dedmon misses 2-pt shot from 15 ft,,58-50,,
11:18.0,,,58-50,,Defensive rebound by Team
11:02.0,,,58-53,3,D. Smith makes 3-pt shot from 25 ft
10:41.0,T. Waller-Prince misses 2-pt shot from 7 ft,,58-53,,
10:40.0,Offensive rebound by E. Ilyasova,,58-53,,
10:40.0,Shooting foul by W. Matthews (drawn by E. Ilyasova),,58-53,,
10:40.0,E. Ilyasova makes free throw 1 of 2,1,59-53,,
10:40.0,E. Ilyasova makes free throw 2 of 2,1,60-53,,
10:27.0,,,60-55,2,D. Smith makes 2-pt shot from 17 ft
10:13.0,D. Schroder makes 2-pt shot from 9 ft,2,62-55,,
9:59.0,,,62-57,2,H. Barnes makes 2-pt shot from 2 ft (assist by D. Smith)
9:44.0,T. Waller-Prince misses 2-pt shot from 20 ft,,62-57,,
9:42.0,Personal foul by E. Ilyasova (drawn by W. Matthews),,62-57,,
9:41.0,,,62-57,,Defensive rebound by W. Matthews
9:31.0,,,62-59,2,D. Smith makes 2-pt shot at rim
9:15.0,D. Schroder misses 2-pt shot from 2 ft,,62-59,,
9:13.0,,,62-59,,Defensive rebound by D. Nowitzki
9:09.0,,,62-59,,D. Smith misses 3-pt shot from 25 ft
9:06.0,Defensive rebound by T. Waller-Prince,,62-59,,
8:51.0,D. Dedmon makes 2-pt shot from 11 ft (assist by D. Schroder),2,64-59,,
8:32.0,,,64-59,,W. Matthews misses 2-pt shot from 5 ft
8:30.0,Defensive rebound by D. Dedmon,,64-59,,
8:23.0,,,64-59,,Personal block foul by W. Matthews (drawn by D. Dedmon)
8:16.0,K. Bazemore misses 2-pt shot from 19 ft,,64-59,,
8:12.0,,,64-59,,Defensive rebound by W. Matthews
8:06.0,Jump ball: W. Matthews vs. E. Ilyasova (T. Waller-Prince gains possession),,,,Jump ball: W. Matthews vs. E. Ilyasova (T. Waller-Prince gains possession)
8:06.0,,,64-59,,Turnover by W. Matthews (turnover; steal by E. Ilyasova)
8:01.0,Turnover by D. Dedmon (traveling),,64-59,,
7:50.0,,,64-61,2,D. Nowitzki makes 2-pt shot from 21 ft (assist by D. Smith)
7:36.0,K. Bazemore makes 2-pt shot from 10 ft,2,66-61,,
7:22.0,,,66-61,,Shooting foul by E. Ilyasova (drawn by H. Barnes)
7:22.0,,,66-62,1,H. Barnes makes free throw 1 of 2
7:22.0,M. Muscala enters the game for E. Ilyasova,,66-62,,
7:22.0,,,66-63,1,H. Barnes makes free throw 2 of 2
7:10.0,,,66-63,,Personal foul by D. Nowitzki (drawn by D. Dedmon)
7:08.0,T. Waller-Prince makes 2-pt shot at rim (assist by K. Bazemore),2,68-63,,
6:49.0,,,68-63,,Y. Ferrell misses 3-pt shot from 25 ft
6:46.0,Defensive rebound by T. Waller-Prince,,68-63,,
6:36.0,D. Schroder misses 3-pt shot from 28 ft,,68-63,,
6:34.0,,,68-63,,Defensive rebound by W. Matthews
6:34.0,,,68-63,,Dallas full timeout
6:34.0,,,68-63,,N. Noel enters the game for D. Nowitzki
6:34.0,J. Collins enters the game for D. Dedmon,,68-63,,
6:16.0,,,68-66,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Smith)
6:01.0,J. Collins misses 2-pt shot from 3 ft (block by N. Noel),,68-66,,
5:59.0,,,68-66,,Defensive rebound by N. Noel
5:55.0,,,68-66,,Turnover by W. Matthews (lost ball; steal by J. Collins)
5:38.0,Turnover by J. Collins (lost ball; steal by Y. Ferrell),,68-66,,
5:30.0,,,68-69,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Smith)
5:09.0,Offensive foul by T. Waller-Prince (drawn by W. Matthews),,68-69,,
5:09.0,Turnover by T. Waller-Prince (offensive foul),,68-69,,
5:09.0,D. Bembry enters the game for T. Waller-Prince,,68-69,,
5:09.0,M. Belinelli enters the game for D. Schroder,,68-69,,
5:09.0,M. Delaney enters the game for K. Bazemore,,68-69,,
4:54.0,,,68-69,,Turnover by W. Matthews (bad pass; steal by D. Bembry)
4:50.0,Turnover by D. Bembry (bad pass; steal by W. Matthews),,68-69,,
4:50.0,,,68-69,,Turnover by W. Matthews (bad pass; steal by M. Belinelli)
4:41.0,M. Muscala makes 2-pt shot at rim (assist by D. Bembry),2,70-69,,
4:29.0,,,70-69,,H. Barnes misses 3-pt shot from 26 ft
4:29.0,Defensive rebound by M. Muscala,,70-69,,
4:15.0,J. Collins makes 2-pt shot from 2 ft (assist by M. Belinelli),2,72-69,,
3:56.0,,,72-69,,H. Barnes misses 2-pt shot from 3 ft (block by D. Bembry)
3:53.0,Defensive rebound by D. Bembry,,72-69,,
3:49.0,D. Bembry misses 2-pt shot from 3 ft,,72-69,,
3:44.0,Offensive rebound by M. Muscala,,72-69,,
3:44.0,M. Muscala makes 2-pt shot at rim,2,74-69,,
3:37.0,,,74-69,,Y. Ferrell misses 2-pt shot from 14 ft
3:30.0,,,74-69,,Offensive rebound by D. Smith
3:30.0,,,74-71,2,D. Smith makes 2-pt shot at rim
3:27.0,Atlanta full timeout,,74-71,,
3:27.0,,,74-71,,D. Harris enters the game for D. Smith
3:27.0,,,74-71,,J. Barea enters the game for Y. Ferrell
3:19.0,M. Belinelli makes 3-pt shot from 24 ft (assist by M. Muscala),3,77-71,,
2:59.0,,,77-73,2,N. Noel makes 2-pt shot at rim (assist by W. Matthews)
2:42.0,M. Belinelli misses 3-pt shot from 24 ft,,77-73,,
2:40.0,,,77-73,,Defensive rebound by W. Matthews
2:33.0,,,77-73,,Turnover by H. Barnes (bad pass; steal by M. Belinelli)
2:30.0,J. Collins makes 2-pt shot at rim (assist by M. Belinelli),2,79-73,,
2:09.0,,,79-76,3,D. Harris makes 3-pt shot from 22 ft (assist by H. Barnes)
1:56.0,M. Muscala misses 3-pt shot from 24 ft,,79-76,,
1:54.0,,,79-76,,Defensive rebound by J. Barea
1:38.0,,,79-78,2,N. Noel makes 2-pt shot from 1 ft (assist by D. Harris)
1:38.0,,,79-78,,Shooting foul by M. Muscala (drawn by N. Noel)
1:38.0,,,79-78,,D. Nowitzki enters the game for W. Matthews
1:38.0,,,79-78,,D. Finney-Smith enters the game for H. Barnes
1:38.0,,,79-79,1,N. Noel makes free throw 1 of 1
1:27.0,M. Belinelli makes 3-pt shot from 24 ft,3,82-79,,
1:16.0,,,82-79,,Turnover by D. Harris (lost ball; steal by D. Bembry)
1:08.0,D. Bembry misses 2-pt shot from 8 ft,,82-79,,
1:06.0,,,82-79,,Defensive rebound by D. Finney-Smith
0:47.0,,,82-79,,D. Harris misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by Team,,82-79,,
0:31.0,,,82-79,,Personal foul by D. Finney-Smith (drawn by M. Belinelli)
0:22.0,M. Delaney misses 3-pt shot from 26 ft,,82-79,,
0:19.0,,,82-79,,Defensive rebound by J. Barea
0:03.0,,,82-82,3,J. Barea makes 3-pt shot from 27 ft
0:01.0,D. Bembry misses 3-pt shot from 42 ft,,82-82,,
0:01.0,Offensive rebound by Team,,82-82,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,L. Babbitt makes 3-pt shot from 24 ft (assist by M. Belinelli),3,85-82,,
11:29.0,,,85-84,2,N. Noel makes 2-pt shot from 2 ft (assist by J. Barea)
11:09.0,J. Collins misses 2-pt shot from 5 ft,,85-84,,
11:08.0,,,85-84,,Defensive rebound by N. Noel
11:03.0,,,85-86,2,J. Barea makes 2-pt shot from 11 ft
10:41.0,J. Collins makes 2-pt shot from 13 ft (assist by K. Bazemore),2,87-86,,
10:09.0,,,87-86,,D. Nowitzki misses 2-pt shot from 8 ft
10:08.0,,,87-86,,Offensive rebound by D. Nowitzki
10:06.0,,,87-88,2,D. Nowitzki makes 2-pt shot from 2 ft
9:52.0,M. Belinelli misses 3-pt shot from 23 ft,,87-88,,
9:52.0,,,87-88,,Defensive rebound by J. Barea
9:38.0,,,87-88,,D. Nowitzki misses 2-pt shot from 15 ft
9:33.0,,,87-88,,Offensive rebound by D. Finney-Smith
9:31.0,,,87-88,,Turnover by D. Finney-Smith (bad pass; steal by K. Bazemore)
9:29.0,K. Bazemore makes 2-pt shot from 1 ft,2,89-88,,
9:14.0,,,89-88,,J. Barea misses 3-pt shot from 24 ft
9:14.0,Defensive rebound by Team,,89-88,,
9:12.0,,,89-88,,D. Powell enters the game for N. Noel
9:12.0,D. Bembry enters the game for M. Belinelli,,89-88,,
9:12.0,D. Dedmon enters the game for J. Collins,,89-88,,
9:03.0,D. Schroder misses 2-pt shot from 18 ft,,89-88,,
9:00.0,Offensive rebound by D. Dedmon,,89-88,,
8:59.0,K. Bazemore makes 3-pt shot from 23 ft (assist by D. Dedmon),3,92-88,,
8:57.0,,,92-88,,Dallas full timeout
8:57.0,,,92-88,,H. Barnes enters the game for D. Finney-Smith
8:57.0,,,92-88,,W. Matthews enters the game for D. Nowitzki
8:43.0,,,92-91,3,W. Matthews makes 3-pt shot from 25 ft (assist by D. Harris)
8:23.0,D. Schroder makes 2-pt shot from 3 ft,2,94-91,,
8:12.0,,,94-91,,D. Powell misses 3-pt shot from 25 ft
8:08.0,Defensive rebound by D. Bembry,,94-91,,
7:59.0,,,94-91,,Personal foul by D. Powell (drawn by D. Schroder)
7:59.0,,,94-91,,Y. Ferrell enters the game for J. Barea
7:59.0,,,94-91,,D. Smith enters the game for D. Harris
7:50.0,Turnover by D. Schroder (bad pass; steal by D. Powell),,94-91,,
7:36.0,,,94-91,,Y. Ferrell misses 2-pt shot from 16 ft
7:33.0,Defensive rebound by D. Bembry,,94-91,,
7:23.0,D. Schroder makes 2-pt shot from 4 ft,2,96-91,,
7:09.0,,,96-91,,H. Barnes misses 2-pt shot from 19 ft
7:06.0,Defensive rebound by D. Bembry,,96-91,,
6:51.0,Offensive foul by D. Dedmon (drawn by W. Matthews),,96-91,,
6:51.0,Turnover by D. Dedmon (offensive foul),,96-91,,
6:51.0,E. Ilyasova enters the game for L. Babbitt,,96-91,,
6:38.0,,,96-94,3,W. Matthews makes 3-pt shot from 23 ft (assist by Y. Ferrell)
6:30.0,D. Bembry makes 2-pt shot at rim (assist by D. Schroder),2,98-94,,
6:10.0,,,98-97,3,Y. Ferrell makes 3-pt shot from 23 ft (assist by D. Smith)
5:59.0,D. Schroder makes 2-pt shot from 1 ft,2,100-97,,
5:38.0,,,100-100,3,D. Powell makes 3-pt shot from 26 ft (assist by W. Matthews)
5:31.0,Atlanta full timeout,,100-100,,
5:31.0,T. Waller-Prince enters the game for K. Bazemore,,100-100,,
5:31.0,M. Belinelli enters the game for D. Bembry,,100-100,,
5:19.0,Shooting foul by W. Matthews (drawn by D. Dedmon),,100-100,,
