time,Washington,pts.away,score,pts.home,Miami
6:00.0,,,10-18,,Turnover by J. Richardson (bad pass)
5:50.0,O. Porter misses 2-pt shot from 5 ft,,10-18,,
5:49.0,Offensive rebound by M. Gortat,,10-18,,
5:48.0,M. Gortat makes 2-pt shot at rim,2,12-18,,
5:33.0,,,12-18,,T. Johnson misses 3-pt shot from 24 ft
5:30.0,,,12-18,,Offensive rebound by B. Adebayo
5:25.0,,,12-18,,W. Ellington misses 3-pt shot from 24 ft
5:22.0,Defensive rebound by T. Satoransky,,12-18,,
5:17.0,Shooting foul by T. Johnson (drawn by M. Gortat),,12-18,,
5:17.0,M. Gortat makes free throw 1 of 2,1,13-18,,
5:17.0,M. Gortat misses free throw 2 of 2,,13-18,,
5:14.0,,,13-18,,Defensive rebound by B. Adebayo
5:10.0,,,13-18,,Miami full timeout
5:10.0,,,13-18,,D. Wade enters the game for T. Johnson
5:10.0,,,13-18,,J. Winslow enters the game for J. Johnson
4:59.0,,,13-20,2,B. Adebayo makes 2-pt shot at rim (assist by J. Richardson)
4:38.0,B. Beal misses 2-pt shot from 7 ft,,13-20,,
4:35.0,,,13-20,,Defensive rebound by B. Adebayo
4:23.0,,,13-20,,B. Adebayo misses 2-pt shot from 13 ft
4:21.0,Defensive rebound by T. Satoransky,,13-20,,
4:19.0,,,13-20,,Personal foul by B. Adebayo (drawn by T. Satoransky)
4:19.0,T. Satoransky misses free throw 1 of 2,,13-20,,
4:19.0,Offensive rebound by Team,,13-20,,
4:19.0,,,13-20,,R. McGruder enters the game for J. Richardson
4:19.0,K. Oubre enters the game for M. Morris,,13-20,,
4:19.0,T. Satoransky makes free throw 2 of 2,1,14-20,,
4:04.0,,,14-20,,Turnover by B. Adebayo (bad pass)
3:51.0,M. Gortat misses 2-pt shot at rim,,14-20,,
3:49.0,,,14-20,,Defensive rebound by J. Winslow
3:40.0,,,14-20,,D. Wade misses 3-pt shot from 24 ft
3:38.0,Defensive rebound by O. Porter,,14-20,,
3:28.0,B. Beal misses 2-pt shot from 21 ft,,14-20,,
3:24.0,,,14-20,,Defensive rebound by J. Winslow
3:18.0,,,14-22,2,J. Winslow makes 2-pt shot from 1 ft
2:57.0,M. Gortat misses 2-pt shot from 2 ft,,14-22,,
2:54.0,Offensive rebound by B. Beal,,14-22,,
2:54.0,B. Beal misses 2-pt shot at rim,,14-22,,
2:52.0,,,14-22,,Defensive rebound by B. Adebayo
2:44.0,,,14-22,,Turnover by W. Ellington (bad pass)
2:44.0,,,14-22,,K. Olynyk enters the game for B. Adebayo
2:44.0,M. Scott enters the game for M. Gortat,,14-22,,
2:28.0,Turnover by T. Satoransky (bad pass; steal by K. Olynyk),,14-22,,
2:22.0,,,14-22,,W. Ellington misses 2-pt shot from 2 ft (block by B. Beal)
2:21.0,Defensive rebound by Team,,14-22,,
2:10.0,B. Beal makes 2-pt shot from 19 ft,2,16-22,,
1:52.0,,,16-24,2,W. Ellington makes 2-pt shot from 17 ft (assist by K. Olynyk)
1:37.0,Turnover by B. Beal (step out of bounds),,16-24,,
1:37.0,R. Sessions enters the game for B. Beal,,16-24,,
1:37.0,J. Meeks enters the game for T. Satoransky,,16-24,,
1:20.0,,,16-24,,D. Wade misses 2-pt shot from 3 ft
1:17.0,Defensive rebound by O. Porter,,16-24,,
1:15.0,J. Meeks makes 2-pt shot from 1 ft (assist by R. Sessions),2,18-24,,
0:55.0,,,18-24,,K. Olynyk misses 2-pt shot from 1 ft
0:55.0,,,18-24,,Offensive rebound by K. Olynyk
0:54.0,,,18-26,2,K. Olynyk makes 2-pt shot from 1 ft
0:38.0,Turnover by J. Meeks (bad pass; steal by R. McGruder),,18-26,,
0:37.0,Personal foul by R. Sessions (drawn by J. Winslow),,18-26,,
0:18.0,,,18-26,,D. Wade misses 2-pt shot from 9 ft
0:15.0,Defensive rebound by O. Porter,,18-26,,
0:04.0,R. Sessions makes 2-pt shot from 8 ft,2,20-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,M. Scott misses 2-pt shot from 4 ft (block by K. Olynyk),,20-26,,
11:46.0,,,20-26,,Defensive rebound by W. Ellington
11:41.0,,,20-26,,R. McGruder misses 3-pt shot from 22 ft
11:40.0,,,20-26,,Offensive rebound by Team
11:40.0,Loose ball foul by K. Oubre (drawn by J. Winslow),,20-26,,
11:35.0,,,20-26,,W. Ellington misses 3-pt shot from 25 ft
11:32.0,Defensive rebound by T. Satoransky,,20-26,,
11:22.0,Shooting foul by J. Winslow (drawn by M. Scott),,20-26,,
11:22.0,M. Scott misses free throw 1 of 2,,20-26,,
11:22.0,Offensive rebound by Team,,20-26,,
11:22.0,M. Scott makes free throw 2 of 2,1,21-26,,
11:03.0,,,21-28,2,R. McGruder makes 2-pt shot from 1 ft
10:48.0,R. Sessions misses 2-pt shot from 8 ft,,21-28,,
10:45.0,,,21-28,,Defensive rebound by K. Olynyk
10:24.0,,,21-28,,J. Winslow misses 3-pt shot from 23 ft
10:21.0,Defensive rebound by R. Sessions,,21-28,,
10:14.0,J. Meeks makes 3-pt shot from 23 ft (assist by R. Sessions),3,24-28,,
10:03.0,,,24-30,2,D. Wade makes 2-pt shot from 1 ft
9:40.0,J. Meeks misses 2-pt shot from 11 ft,,24-30,,
9:38.0,,,24-30,,Defensive rebound by K. Olynyk
9:33.0,,,24-30,,Turnover by K. Olynyk (lost ball; steal by T. Satoransky)
9:28.0,J. Meeks misses 3-pt shot from 25 ft,,24-30,,
9:26.0,,,24-30,,Defensive rebound by J. Winslow
9:07.0,,,24-30,,D. Wade misses 2-pt shot from 1 ft
9:05.0,Defensive rebound by M. Scott,,24-30,,
9:01.0,K. Oubre makes 3-pt shot from 24 ft (assist by R. Sessions),3,27-30,,
8:53.0,,,27-30,,Miami full timeout
8:53.0,,,27-30,,T. Johnson enters the game for W. Ellington
8:41.0,,,27-30,,D. Wade misses 2-pt shot from 16 ft
8:39.0,Defensive rebound by J. Meeks,,27-30,,
8:24.0,Offensive foul by K. Oubre (drawn by D. Wade),,27-30,,
8:24.0,Turnover by K. Oubre (offensive foul),,27-30,,
8:24.0,,,27-30,,Technical foul by D. Wade
8:24.0,J. Meeks makes technical free throw,1,28-30,,
8:24.0,,,28-30,,G. Dragic enters the game for D. Wade
8:16.0,,,28-32,2,T. Johnson makes 2-pt shot from 1 ft
8:16.0,,,28-32,,Shooting foul by R. Sessions (drawn by T. Johnson)
8:16.0,,,28-33,1,T. Johnson makes free throw 1 of 1
8:06.0,R. Sessions makes 2-pt shot from 10 ft,2,30-33,,
7:51.0,,,30-35,2,K. Olynyk makes 2-pt shot from 1 ft (assist by R. McGruder)
7:31.0,J. Meeks misses 2-pt shot from 19 ft,,30-35,,
7:29.0,,,30-35,,Defensive rebound by K. Olynyk
7:22.0,,,30-37,2,G. Dragic makes 2-pt shot from 7 ft
7:21.0,Washington full timeout,,30-37,,
7:21.0,,,30-37,,J. Richardson enters the game for R. McGruder
7:21.0,O. Porter enters the game for R. Sessions,,30-37,,
7:21.0,B. Beal enters the game for J. Meeks,,30-37,,
6:57.0,K. Oubre misses 3-pt shot from 24 ft,,30-37,,
6:54.0,Offensive rebound by M. Scott,,30-37,,
6:53.0,M. Scott makes 2-pt shot from 1 ft,2,32-37,,
6:36.0,,,32-37,,Turnover by K. Olynyk (lost ball; steal by O. Porter)
6:36.0,,,32-37,,Personal foul by K. Olynyk (drawn by O. Porter)
6:36.0,,,32-37,,J. Johnson enters the game for J. Winslow
6:24.0,Shooting foul by K. Olynyk (drawn by B. Beal),,32-37,,
6:24.0,B. Beal makes free throw 1 of 2,1,33-37,,
6:24.0,,,33-37,,B. Adebayo enters the game for K. Olynyk
6:24.0,M. Morris enters the game for M. Scott,,33-37,,
6:24.0,B. Beal makes free throw 2 of 2,1,34-37,,
6:14.0,,,34-40,3,G. Dragic makes 3-pt shot from 25 ft
5:59.0,B. Beal makes 3-pt shot from 25 ft,3,37-40,,
5:45.0,,,37-42,2,G. Dragic makes 2-pt shot from 1 ft
5:45.0,,,37-42,,Shooting foul by T. Satoransky (drawn by G. Dragic)
5:45.0,,,37-43,1,G. Dragic makes free throw 1 of 1
5:29.0,T. Satoransky misses 3-pt shot from 23 ft,,37-43,,
5:27.0,,,37-43,,Defensive rebound by B. Adebayo
5:26.0,Personal foul by M. Morris (drawn by G. Dragic),,37-43,,
5:20.0,Personal foul by K. Oubre (drawn by B. Adebayo),,37-43,,
5:20.0,,,37-43,,B. Adebayo misses free throw 1 of 2
5:20.0,,,37-43,,Offensive rebound by Team
5:20.0,M. Gortat enters the game for K. Oubre,,37-43,,
5:20.0,,,37-43,,B. Adebayo misses free throw 2 of 2
5:17.0,Defensive rebound by M. Morris,,37-43,,
5:03.0,Turnover by T. Satoransky (bad pass; steal by J. Richardson),,37-43,,
5:03.0,,,37-43,,Offensive charge foul by G. Dragic
5:03.0,,,37-43,,Turnover by G. Dragic (bad pass)
5:03.0,,,37-43,,Technical foul by G. Dragic
5:03.0,B. Beal makes technical free throw,1,38-43,,
5:03.0,,,38-43,,W. Ellington enters the game for G. Dragic
4:53.0,O. Porter makes 2-pt shot from 3 ft (assist by M. Gortat),2,40-43,,
4:39.0,,,40-46,3,W. Ellington makes 3-pt shot from 25 ft (assist by J. Johnson)
4:28.0,B. Beal makes 2-pt shot from 20 ft,2,42-46,,
4:11.0,,,42-46,,Away from play foul by B. Adebayo (drawn by B. Beal)
4:11.0,,,42-46,,Turnover by B. Adebayo (turnover)
3:51.0,O. Porter makes 2-pt shot from 19 ft (assist by M. Morris),2,44-46,,
3:41.0,,,44-48,2,J. Johnson makes 2-pt shot from 1 ft
3:41.0,,,44-48,,Shooting foul by M. Morris (drawn by J. Johnson)
3:41.0,,,44-49,1,J. Johnson makes free throw 1 of 1
3:20.0,T. Satoransky misses 2-pt shot from 6 ft,,44-49,,
3:18.0,,,44-49,,Defensive rebound by J. Richardson
3:13.0,,,44-51,2,T. Johnson makes 2-pt shot from 10 ft
2:49.0,M. Gortat misses 2-pt shot from 6 ft,,44-51,,
2:47.0,Offensive rebound by T. Satoransky,,44-51,,
2:28.0,,,44-51,,Personal foul by B. Adebayo (drawn by T. Satoransky)
2:28.0,T. Satoransky makes free throw 1 of 2,1,45-51,,
2:28.0,,,45-51,,K. Olynyk enters the game for B. Adebayo
2:28.0,T. Satoransky makes free throw 2 of 2,1,46-51,,
2:10.0,,,46-54,3,J. Richardson makes 3-pt shot from 23 ft (assist by J. Johnson)
1:48.0,Turnover by B. Beal (bad pass; steal by J. Richardson),,46-54,,
1:45.0,,,46-56,2,T. Johnson makes 2-pt shot at rim (assist by J. Richardson)
1:45.0,Washington full timeout,,46-56,,
1:45.0,,,46-56,,D. Wade enters the game for T. Johnson
1:24.0,Offensive foul by M. Gortat (drawn by K. Olynyk),,46-56,,
1:24.0,Turnover by M. Gortat (offensive foul),,46-56,,
1:14.0,Personal foul by M. Morris (drawn by K. Olynyk),,46-56,,
1:14.0,,,46-57,1,K. Olynyk makes free throw 1 of 2
1:14.0,M. Scott enters the game for M. Morris,,46-57,,
1:14.0,,,46-58,1,K. Olynyk makes free throw 2 of 2
0:53.0,Turnover by O. Porter (lost ball; steal by W. Ellington),,46-58,,
0:50.0,,,46-60,2,J. Richardson makes 2-pt shot from 1 ft (assist by D. Wade)
0:29.0,Shooting foul by K. Olynyk (drawn by M. Scott),,46-60,,
0:29.0,M. Scott makes free throw 1 of 2,1,47-60,,
0:29.0,,,47-60,,J. Winslow enters the game for K. Olynyk
0:29.0,M. Scott makes free throw 2 of 2,1,48-60,,
0:12.0,,,48-60,,D. Wade misses 2-pt shot from 5 ft
0:09.0,Defensive rebound by M. Gortat,,48-60,,
0:01.0,Turnover by B. Beal (lost ball; steal by D. Wade),,48-60,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,M. Gortat misses 2-pt shot from 5 ft,,48-60,,
11:37.0,,,48-60,,Defensive rebound by J. Johnson
11:31.0,,,48-60,,T. Johnson misses 3-pt shot from 22 ft
11:27.0,Defensive rebound by M. Morris,,48-60,,
11:19.0,T. Satoransky makes 2-pt shot from 1 ft (assist by M. Morris),2,50-60,,
11:19.0,Shooting foul by B. Adebayo (drawn by T. Satoransky),,50-60,,
11:19.0,,,50-60,,K. Olynyk enters the game for B. Adebayo
11:19.0,T. Satoransky misses free throw 1 of 1,,50-60,,
11:17.0,,,50-60,,Defensive rebound by K. Olynyk
11:06.0,,,50-62,2,J. Johnson makes 2-pt shot from 5 ft
10:50.0,O. Porter makes 2-pt shot from 12 ft,2,52-62,,
10:35.0,,,52-64,2,J. Richardson makes 2-pt shot from 15 ft
10:20.0,T. Satoransky misses 2-pt shot from 9 ft,,52-64,,
10:18.0,Offensive rebound by T. Satoransky,,52-64,,
10:16.0,O. Porter misses 3-pt shot from 25 ft,,52-64,,
10:15.0,,,52-64,,Defensive rebound by J. Johnson
10:02.0,,,52-67,3,J. Johnson makes 3-pt shot from 22 ft (assist by G. Dragic)
9:45.0,B. Beal misses 2-pt shot from 1 ft,,52-67,,
9:43.0,,,52-67,,Defensive rebound by K. Olynyk
9:25.0,,,52-69,2,K. Olynyk makes 2-pt shot from 11 ft (assist by J. Richardson)
9:25.0,Washington full timeout,,52-69,,
9:25.0,J. Meeks enters the game for M. Gortat,,52-69,,
9:05.0,M. Morris makes 2-pt shot from 4 ft (assist by O. Porter),2,54-69,,
8:50.0,,,54-69,,Shooting foul by O. Porter (drawn by J. Johnson)
8:50.0,,,54-70,1,J. Johnson makes free throw 1 of 2
8:50.0,,,54-71,1,J. Johnson makes free throw 2 of 2
8:34.0,Turnover by O. Porter (lost ball; steal by J. Johnson),,54-71,,
8:34.0,Personal foul by J. Meeks (drawn by T. Johnson),,54-71,,
8:25.0,,,54-73,2,J. Richardson makes 2-pt shot at rim
8:13.0,J. Meeks makes 2-pt shot from 5 ft (assist by M. Morris),2,56-73,,
8:13.0,Shooting foul by J. Johnson (drawn by J. Meeks),,56-73,,
8:13.0,J. Meeks makes free throw 1 of 1,1,57-73,,
8:00.0,,,57-75,2,G. Dragic makes 2-pt shot from 1 ft
7:38.0,O. Porter misses 2-pt shot from 19 ft,,57-75,,
7:36.0,Offensive rebound by M. Morris,,57-75,,
7:33.0,O. Porter makes 2-pt shot from 1 ft (assist by M. Morris),2,59-75,,
7:22.0,,,59-75,,T. Johnson misses 2-pt shot from 1 ft
7:20.0,Defensive rebound by O. Porter,,59-75,,
7:13.0,J. Meeks makes 3-pt shot from 25 ft (assist by O. Porter),3,62-75,,
6:57.0,,,62-77,2,K. Olynyk makes 2-pt shot at rim (assist by J. Johnson)
6:57.0,,,62-77,,Shooting foul by O. Porter (drawn by K. Olynyk)
6:57.0,,,62-78,1,K. Olynyk makes free throw 1 of 1
6:40.0,T. Satoransky misses 2-pt shot from 9 ft,,62-78,,
6:38.0,,,62-78,,Defensive rebound by K. Olynyk
6:32.0,,,62-78,,G. Dragic misses 2-pt shot from 13 ft
6:30.0,Defensive rebound by O. Porter,,62-78,,
6:16.0,M. Morris misses 2-pt shot from 9 ft,,62-78,,
6:14.0,,,62-78,,Defensive rebound by K. Olynyk
6:04.0,,,62-80,2,J. Johnson makes 2-pt shot from 1 ft (assist by T. Johnson)
5:47.0,J. Meeks misses 3-pt shot from 23 ft,,62-80,,
5:44.0,,,62-80,,Defensive rebound by K. Olynyk
5:40.0,Personal foul by M. Morris (drawn by K. Olynyk),,62-80,,
5:40.0,,,62-80,,W. Ellington enters the game for J. Richardson
5:40.0,,,62-80,,J. Winslow enters the game for J. Johnson
5:40.0,M. Scott enters the game for M. Morris,,62-80,,
5:40.0,K. Oubre enters the game for O. Porter,,62-80,,
5:32.0,,,62-80,,G. Dragic misses 2-pt shot from 1 ft
5:30.0,Defensive rebound by M. Scott,,62-80,,
5:24.0,T. Satoransky misses 2-pt shot from 3 ft,,62-80,,
5:22.0,,,62-80,,Defensive rebound by J. Winslow
5:18.0,,,62-80,,Shooting foul by M. Scott (drawn by J. Winslow)
5:18.0,,,62-80,,J. Winslow misses free throw 1 of 2
5:18.0,,,62-80,,Offensive rebound by Team
5:18.0,,,62-80,,J. Winslow misses free throw 2 of 2
5:16.0,Defensive rebound by B. Beal,,62-80,,
5:06.0,K. Oubre misses 2-pt shot from 9 ft,,62-80,,
5:04.0,,,62-80,,Defensive rebound by K. Olynyk
4:58.0,,,62-83,3,W. Ellington makes 3-pt shot from 26 ft
4:56.0,Washington full timeout,,62-83,,
4:56.0,R. Sessions enters the game for T. Satoransky,,62-83,,
4:43.0,B. Beal misses 2-pt shot at rim (block by K. Olynyk),,62-83,,
4:39.0,,,62-83,,Defensive rebound by J. Winslow
4:37.0,,,62-85,2,T. Johnson makes 2-pt shot from 1 ft (assist by G. Dragic)
4:21.0,K. Oubre misses 3-pt shot from 25 ft,,62-85,,
4:19.0,,,62-85,,Defensive rebound by T. Johnson
4:11.0,,,62-85,,W. Ellington misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by K. Oubre,,62-85,,
3:57.0,M. Scott makes 2-pt shot from 10 ft (assist by J. Meeks),2,64-85,,
3:42.0,,,64-88,3,W. Ellington makes 3-pt shot from 24 ft (assist by K. Olynyk)
3:42.0,,,64-88,,Shooting foul by M. Scott (drawn by W. Ellington)
3:42.0,,,64-88,,D. Wade enters the game for G. Dragic
3:42.0,,,64-89,1,W. Ellington makes free throw 1 of 1
3:25.0,B. Beal makes 2-pt shot from 1 ft,2,66-89,,
3:14.0,,,66-91,2,J. Winslow makes 2-pt shot from 1 ft (assist by T. Johnson)
3:09.0,,,66-91,,Personal foul by J. Winslow (drawn by K. Oubre)
3:09.0,T. Frazier enters the game for B. Beal,,66-91,,
3:02.0,R. Sessions misses 2-pt shot from 12 ft,,66-91,,
3:01.0,,,66-91,,Defensive rebound by Team
2:52.0,,,66-93,2,J. Winslow makes 2-pt shot from 1 ft
2:34.0,Shooting foul by D. Wade (drawn by R. Sessions),,66-93,,
2:34.0,R. Sessions makes free throw 1 of 2,1,67-93,,
2:34.0,R. Sessions makes free throw 2 of 2,1,68-93,,
2:19.0,,,68-95,2,D. Wade makes 2-pt shot at rim (assist by W. Ellington)
2:05.0,J. Meeks misses 3-pt shot from 24 ft,,68-95,,
2:03.0,,,68-95,,Defensive rebound by D. Wade
1:59.0,Personal foul by T. Frazier (drawn by K. Olynyk),,68-95,,
1:59.0,,,68-96,1,K. Olynyk makes free throw 1 of 2
1:59.0,,,68-97,1,K. Olynyk makes free throw 2 of 2
1:36.0,R. Sessions makes 3-pt shot from 25 ft (assist by T. Frazier),3,71-97,,
1:27.0,Personal foul by R. Sessions (drawn by D. Wade),,71-97,,
1:27.0,,,71-98,1,D. Wade makes free throw 1 of 2
1:27.0,,,71-99,1,D. Wade makes free throw 2 of 2
1:10.0,,,71-99,,Personal foul by D. Wade (drawn by K. Oubre)
1:10.0,K. Oubre makes free throw 1 of 2,1,72-99,,
1:10.0,K. Oubre misses free throw 2 of 2,,72-99,,
1:08.0,,,72-99,,Defensive rebound by K. Olynyk
0:50.0,,,72-101,2,D. Wade makes 2-pt shot from 16 ft
0:39.0,Shooting foul by W. Ellington (drawn by J. Meeks),,72-101,,
0:39.0,J. Meeks makes free throw 1 of 2,1,73-101,,
0:39.0,J. Meeks makes free throw 2 of 2,1,74-101,,
0:35.0,,,74-101,,Shooting foul by J. Meeks (drawn by W. Ellington)
0:35.0,,,74-102,1,W. Ellington makes free throw 1 of 3
0:35.0,,,74-103,1,W. Ellington makes free throw 2 of 3
0:35.0,,,74-103,,W. Ellington misses free throw 3 of 3
0:33.0,Defensive rebound by K. Oubre,,74-103,,
0:21.0,Shooting foul by W. Ellington (drawn by J. Meeks),,74-103,,
0:21.0,J. Meeks makes free throw 1 of 2,1,75-103,,
0:21.0,J. Meeks makes free throw 2 of 2,1,76-103,,
0:01.0,,,76-103,,D. Wade misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by J. Meeks,,76-103,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,,,76-105,2,B. Adebayo makes 2-pt shot at rim (assist by W. Ellington)
11:30.0,J. Smith misses 3-pt shot from 25 ft,,76-105,,
11:27.0,,,76-105,,Defensive rebound by G. Dragic
11:19.0,,,76-105,,D. Wade misses 2-pt shot from 1 ft
11:19.0,,,76-105,,Offensive rebound by Team
11:18.0,,,76-105,,R. McGruder enters the game for D. Wade
11:14.0,,,76-105,,W. Ellington misses 3-pt shot from 23 ft
11:12.0,Defensive rebound by K. Oubre,,76-105,,
11:07.0,Turnover by T. Frazier (out of bounds lost ball),,76-105,,
10:42.0,,,76-108,3,R. McGruder makes 3-pt shot from 23 ft
10:26.0,Shooting foul by J. Winslow (drawn by R. Sessions),,76-108,,
10:26.0,R. Sessions misses free throw 1 of 2,,76-108,,
10:26.0,Offensive rebound by Team,,76-108,,
10:26.0,,,76-108,,L. Babbitt enters the game for G. Dragic
10:26.0,R. Sessions makes free throw 2 of 2,1,77-108,,
10:13.0,,,77-108,,L. Babbitt misses 3-pt shot from 23 ft
10:11.0,Defensive rebound by K. Oubre,,77-108,,
10:07.0,,,77-108,,Personal foul by L. Babbitt (drawn by J. Meeks)
10:00.0,J. Meeks misses 2-pt shot from 9 ft,,77-108,,
9:58.0,,,77-108,,Defensive rebound by W. Ellington
9:47.0,,,77-111,3,W. Ellington makes 3-pt shot from 26 ft (assist by L. Babbitt)
9:34.0,K. Oubre makes 2-pt shot from 1 ft,2,79-111,,
9:15.0,,,79-111,,W. Ellington misses 3-pt shot from 22 ft
9:13.0,,,79-111,,Offensive rebound by B. Adebayo
8:59.0,,,79-111,,B. Adebayo misses 2-pt shot at rim
8:57.0,Defensive rebound by R. Sessions,,79-111,,
8:48.0,J. Smith misses 2-pt shot from 1 ft (block by L. Babbitt),,79-111,,
8:47.0,,,79-111,,Defensive rebound by L. Babbitt
8:39.0,,,79-114,3,R. McGruder makes 3-pt shot from 23 ft (assist by B. Adebayo)
8:18.0,J. Meeks misses 2-pt shot from 3 ft,,79-114,,
8:16.0,,,79-114,,Defensive rebound by W. Ellington
8:12.0,,,79-117,3,R. McGruder makes 3-pt shot from 25 ft (assist by J. Winslow)
8:11.0,Washington full timeout,,79-117,,
8:11.0,,,79-117,,U. Haslem enters the game for W. Ellington
8:11.0,,,79-117,,J. Mickey enters the game for B. Adebayo
7:53.0,J. Meeks misses 2-pt shot from 16 ft,,79-117,,
7:50.0,,,79-117,,Defensive rebound by J. Winslow
7:30.0,,,79-117,,L. Babbitt misses 2-pt shot from 16 ft
7:29.0,Defensive rebound by J. Meeks,,79-117,,
7:21.0,K. Oubre misses 3-pt shot from 26 ft,,79-117,,
7:21.0,,,79-117,,Defensive rebound by U. Haslem
6:59.0,,,79-117,,J. Mickey misses 3-pt shot from 24 ft
6:59.0,Defensive rebound by J. Smith,,79-117,,
6:54.0,,,79-117,,Personal foul by R. McGruder (drawn by T. Frazier)
6:45.0,J. Smith makes 2-pt shot from 14 ft (assist by T. Frazier),2,81-117,,
6:33.0,,,81-117,,Turnover by J. Winslow (lost ball; steal by K. Oubre)
6:31.0,Shooting foul by J. Mickey (drawn by K. Oubre),,81-117,,
6:31.0,K. Oubre makes free throw 1 of 2,1,82-117,,
6:31.0,K. Oubre makes free throw 2 of 2,1,83-117,,
6:19.0,,,83-119,2,J. Winslow makes 2-pt shot from 1 ft
6:08.0,Turnover by J. Smith (bad pass; steal by J. Mickey),,83-119,,
6:02.0,,,83-119,,U. Haslem misses 3-pt shot from 22 ft
6:01.0,Defensive rebound by K. Oubre,,83-119,,
5:47.0,J. Smith makes 2-pt shot from 5 ft (assist by R. Sessions),2,85-119,,
5:28.0,,,85-121,2,R. McGruder makes 2-pt shot from 8 ft (assist by U. Haslem)
5:23.0,J. Meeks makes 2-pt shot from 1 ft (assist by T. Frazier),2,87-121,,
5:01.0,,,87-121,,U. Haslem misses 2-pt shot from 18 ft
4:58.0,Defensive rebound by T. Frazier,,87-121,,
4:51.0,R. Sessions misses 2-pt shot from 1 ft (block by J. Mickey),,87-121,,
4:49.0,,,87-121,,Defensive rebound by J. Winslow
4:43.0,,,87-121,,J. Winslow misses 2-pt shot from 3 ft (block by J. Smith)
4:43.0,,,87-121,,Offensive rebound by U. Haslem
4:34.0,,,87-123,2,J. Mickey makes 2-pt shot from 3 ft (assist by U. Haslem)
4:21.0,J. Meeks makes 2-pt shot from 1 ft (assist by J. Smith),2,89-123,,
4:04.0,,,89-123,,J. Winslow misses 2-pt shot from 1 ft
4:01.0,,,89-123,,Offensive rebound by J. Mickey
3:59.0,,,89-125,2,J. Mickey makes 2-pt shot at rim
3:50.0,J. Meeks makes 3-pt shot from 26 ft (assist by T. Frazier),3,92-125,,
