time,Charlotte,pts.away,score,pts.home,New York
5:51.0,,,19-20,2,K. Porzingis makes 2-pt shot from 1 ft (assist by J. Jack)
5:43.0,Charlotte full timeout,,19-20,,
5:43.0,M. Carter-Williams enters the game for J. Lamb,,19-20,,
5:35.0,D. Howard makes 2-pt shot from 1 ft (assist by K. Walker),2,21-20,,
5:14.0,,,21-22,2,E. Kanter makes 2-pt shot from 18 ft (assist by C. Lee)
5:01.0,K. Walker makes 3-pt shot from 25 ft (assist by M. Williams),3,24-22,,
4:48.0,Personal foul by T. Graham (drawn by K. Porzingis),,24-22,,
4:48.0,,,24-22,,D. McDermott enters the game for J. Jack
4:48.0,,,24-22,,F. Ntilikina enters the game for C. Lee
4:48.0,F. Kaminsky enters the game for M. Williams,,24-22,,
4:48.0,,,24-23,1,K. Porzingis makes free throw 1 of 2
4:48.0,,,24-24,1,K. Porzingis makes free throw 2 of 2
4:28.0,K. Walker makes 2-pt shot from 17 ft,2,26-24,,
4:14.0,,,26-24,,Turnover by K. Porzingis (traveling)
4:04.0,F. Kaminsky makes 3-pt shot from 25 ft (assist by K. Walker),3,29-24,,
3:46.0,,,29-24,,T. Hardaway misses 3-pt shot from 24 ft
3:43.0,Defensive rebound by K. Walker,,29-24,,
3:36.0,Turnover by K. Walker (bad pass; steal by E. Kanter),,29-24,,
3:33.0,,,29-24,,Turnover by F. Ntilikina (bad pass; steal by T. Graham)
3:19.0,F. Kaminsky misses 2-pt shot from 17 ft,,29-24,,
3:17.0,,,29-24,,Defensive rebound by F. Ntilikina
3:07.0,,,29-24,,K. Porzingis misses 3-pt shot from 26 ft
3:04.0,Defensive rebound by T. Graham,,29-24,,
2:52.0,K. Walker makes 3-pt shot from 25 ft,3,32-24,,
2:43.0,,,32-24,,New York full timeout
2:43.0,,,32-24,,K. O'Quinn enters the game for E. Kanter
2:43.0,C. Zeller enters the game for D. Howard,,32-24,,
2:42.0,Personal foul by K. Walker (drawn by F. Ntilikina),,32-24,,
2:42.0,M. Monk enters the game for K. Walker,,32-24,,
2:42.0,,,32-25,1,F. Ntilikina makes free throw 1 of 2
2:42.0,,,32-25,,F. Ntilikina misses free throw 2 of 2
2:39.0,Defensive rebound by M. Carter-Williams,,32-25,,
2:20.0,Shooting foul by K. O'Quinn (drawn by M. Carter-Williams),,32-25,,
2:20.0,M. Carter-Williams makes free throw 1 of 2,1,33-25,,
2:20.0,M. Carter-Williams makes free throw 2 of 2,1,34-25,,
2:04.0,,,34-27,2,T. Hardaway makes 2-pt shot from 1 ft (assist by K. O'Quinn)
1:41.0,C. Zeller misses 2-pt shot from 2 ft (block by K. O'Quinn),,34-27,,
1:40.0,C. Zeller misses 2-pt shot from 1 ft (block by K. Porzingis),,34-27,,
1:40.0,Offensive rebound by C. Zeller,,34-27,,
1:39.0,C. Zeller misses 2-pt shot from 1 ft (block by K. Porzingis),,34-27,,
1:39.0,Offensive rebound by C. Zeller,,34-27,,
1:38.0,Offensive rebound by C. Zeller,,34-27,,
1:38.0,Shooting foul by F. Ntilikina (drawn by C. Zeller),,34-27,,
1:38.0,,,34-27,,L. Thomas enters the game for K. Porzingis
1:38.0,C. Zeller misses free throw 1 of 2,,34-27,,
1:38.0,Offensive rebound by Team,,34-27,,
1:38.0,C. Zeller makes free throw 2 of 2,1,35-27,,
1:24.0,,,35-27,,Shooting foul by M. Carter-Williams (drawn by T. Hardaway)
1:24.0,,,35-28,1,T. Hardaway makes free throw 1 of 2
1:24.0,,,35-29,1,T. Hardaway makes free throw 2 of 2
1:13.0,M. Monk misses 2-pt shot from 15 ft (block by K. O'Quinn),,35-29,,
1:10.0,,,35-29,,Defensive rebound by F. Ntilikina
1:05.0,,,35-31,2,L. Thomas makes 2-pt shot from 19 ft (assist by F. Ntilikina)
0:44.0,M. Monk makes 3-pt shot from 22 ft (assist by T. Graham),3,38-31,,
0:34.0,,,38-31,,Offensive foul by L. Thomas (drawn by M. Monk)
0:34.0,,,38-31,,Turnover by L. Thomas (offensive foul)
0:25.0,C. Zeller misses 2-pt shot from 1 ft,,38-31,,
0:23.0,,,38-31,,Defensive rebound by D. McDermott
0:23.0,Personal foul by T. Graham (drawn by T. Hardaway),,38-31,,
0:23.0,J. Lamb enters the game for T. Graham,,38-31,,
0:23.0,,,38-31,,T. Hardaway misses free throw 1 of 2
0:23.0,,,38-31,,Offensive rebound by Team
0:23.0,,,38-32,1,T. Hardaway makes free throw 2 of 2
0:03.0,J. Lamb makes 3-pt shot from 25 ft (assist by M. Monk),3,41-32,,
0:00.0,,,41-32,,F. Ntilikina misses 3-pt shot from 27 ft
0:00.0,,,41-32,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,41-32,,F. Ntilikina misses 2-pt shot from 15 ft
11:34.0,Defensive rebound by J. Lamb,,41-32,,
11:32.0,Turnover by J. Lamb (bad pass; steal by K. O'Quinn),,41-32,,
11:24.0,,,41-34,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by C. Lee)
11:14.0,,,41-34,,Personal foul by F. Ntilikina (drawn by M. Monk)
11:14.0,T. Graham enters the game for D. Bacon,,41-34,,
11:07.0,M. Monk misses 3-pt shot from 25 ft,,41-34,,
11:04.0,,,41-34,,Defensive rebound by L. Thomas
10:56.0,,,41-36,2,D. McDermott makes 2-pt shot at rim (assist by K. O'Quinn)
10:49.0,Charlotte full timeout,,41-36,,
10:39.0,F. Kaminsky misses 3-pt shot from 25 ft,,41-36,,
10:36.0,,,41-36,,Defensive rebound by D. McDermott
10:30.0,Personal foul by T. Graham (drawn by L. Thomas),,41-36,,
10:30.0,D. Bacon enters the game for T. Graham,,41-36,,
10:23.0,,,41-38,2,D. McDermott makes 2-pt shot from 1 ft (assist by F. Ntilikina)
10:10.0,M. Monk makes 2-pt shot from 1 ft,2,43-38,,
9:54.0,,,43-40,2,C. Lee makes 2-pt shot from 10 ft
9:37.0,M. Monk misses 3-pt shot from 23 ft,,43-40,,
9:35.0,,,43-40,,Defensive rebound by L. Thomas
9:24.0,,,43-40,,Turnover by L. Thomas (traveling)
9:10.0,F. Kaminsky misses 2-pt shot from 19 ft,,43-40,,
9:09.0,,,43-40,,Defensive rebound by K. O'Quinn
8:57.0,,,43-40,,New York full timeout
8:52.0,,,43-40,,Shooting foul by D. Bacon (drawn by D. McDermott)
8:52.0,,,43-41,1,D. McDermott makes free throw 1 of 2
8:52.0,M. Carter-Williams enters the game for D. Bacon,,43-41,,
8:52.0,,,43-42,1,D. McDermott makes free throw 2 of 2
8:31.0,M. Monk makes 3-pt shot from 26 ft,3,46-42,,
8:12.0,,,46-42,,K. O'Quinn misses 2-pt shot from 14 ft
8:10.0,Defensive rebound by J. Lamb,,46-42,,
8:03.0,J. Lamb misses 3-pt shot from 25 ft,,46-42,,
7:59.0,Offensive rebound by M. Monk,,46-42,,
7:53.0,J. Lamb misses 2-pt shot from 5 ft,,46-42,,
7:47.0,Offensive rebound by C. Zeller,,46-42,,
7:47.0,C. Zeller misses 2-pt shot at rim,,46-42,,
7:45.0,Offensive rebound by C. Zeller,,46-42,,
7:45.0,C. Zeller makes 2-pt shot at rim,2,48-42,,
7:37.0,,,48-44,2,D. McDermott makes 2-pt shot at rim (assist by K. O'Quinn)
7:18.0,M. Monk makes 3-pt shot from 23 ft (assist by M. Carter-Williams),3,51-44,,
7:03.0,,,51-47,3,L. Thomas makes 3-pt shot from 22 ft (assist by F. Ntilikina)
6:39.0,M. Monk misses 3-pt shot from 24 ft,,51-47,,
6:36.0,,,51-47,,Defensive rebound by F. Ntilikina
6:33.0,,,51-47,,Turnover by F. Ntilikina (bad pass; steal by M. Carter-Williams)
6:27.0,M. Monk makes 2-pt shot from 1 ft (assist by J. Lamb),2,53-47,,
6:02.0,,,53-49,2,K. O'Quinn makes 2-pt shot from 15 ft
5:39.0,C. Zeller makes 2-pt shot from 20 ft (assist by M. Monk),2,55-49,,
5:25.0,,,55-49,,K. O'Quinn misses 2-pt shot from 1 ft (block by C. Zeller)
5:18.0,Jump ball: K. O'Quinn vs. C. Zeller (C. Lee gains possession),,,,Jump ball: K. O'Quinn vs. C. Zeller (C. Lee gains possession)
5:18.0,,,55-49,,Offensive rebound by Team
5:18.0,,,55-49,,K. Porzingis enters the game for F. Ntilikina
5:18.0,,,55-49,,J. Jack enters the game for L. Thomas
5:18.0,M. Williams enters the game for J. Lamb,,55-49,,
5:18.0,K. Walker enters the game for F. Kaminsky,,55-49,,
5:07.0,,,55-51,2,K. Porzingis makes 2-pt shot from 11 ft
4:54.0,M. Williams misses 3-pt shot from 25 ft,,55-51,,
4:50.0,,,55-51,,Defensive rebound by K. O'Quinn
4:43.0,,,55-51,,K. Porzingis misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by M. Monk,,55-51,,
4:37.0,M. Williams makes 2-pt shot from 1 ft,2,57-51,,
4:37.0,Shooting foul by K. Porzingis (drawn by M. Williams),,57-51,,
4:37.0,,,57-51,,E. Kanter enters the game for K. O'Quinn
4:37.0,D. Howard enters the game for C. Zeller,,57-51,,
4:37.0,M. Williams makes free throw 1 of 1,1,58-51,,
4:21.0,,,58-51,,Turnover by C. Lee (bad pass; steal by M. Carter-Williams)
3:59.0,K. Walker makes 2-pt shot from 1 ft,2,60-51,,
3:46.0,,,60-51,,Turnover by E. Kanter (bad pass; steal by D. Howard)
3:42.0,M. Monk makes 2-pt shot at rim (assist by K. Walker),2,62-51,,
3:33.0,,,62-51,,New York full timeout
3:33.0,,,62-51,,T. Hardaway enters the game for D. McDermott
3:21.0,Personal foul by M. Carter-Williams (drawn by K. Porzingis),,62-51,,
3:12.0,,,62-51,,Turnover by T. Hardaway (bad pass)
2:56.0,Turnover by D. Howard (lost ball; steal by E. Kanter),,62-51,,
2:48.0,,,62-51,,T. Hardaway misses 2-pt shot from 13 ft
2:48.0,,,62-53,2,K. Porzingis makes 2-pt shot at rim
2:45.0,,,62-53,,Offensive rebound by K. Porzingis
2:26.0,M. Monk makes 3-pt shot from 26 ft (assist by K. Walker),3,65-53,,
2:22.0,,,65-53,,Offensive foul by K. Porzingis (drawn by M. Williams)
2:22.0,,,65-53,,Turnover by K. Porzingis (offensive foul)
2:22.0,,,65-53,,L. Thomas enters the game for K. Porzingis
2:22.0,J. Lamb enters the game for K. Walker,,65-53,,
2:10.0,M. Carter-Williams misses 2-pt shot from 12 ft,,65-53,,
2:09.0,Offensive rebound by Team,,65-53,,
2:09.0,,,65-53,,Loose ball foul by E. Kanter (drawn by D. Howard)
2:01.0,D. Howard makes 2-pt shot from 1 ft (assist by M. Monk),2,67-53,,
1:45.0,,,67-53,,Turnover by C. Lee (bad pass; steal by M. Carter-Williams)
1:45.0,,,67-53,,Loose ball foul by T. Hardaway (drawn by M. Carter-Williams)
1:35.0,Offensive foul by D. Howard (drawn by L. Thomas),,67-53,,
1:35.0,Turnover by D. Howard (offensive foul),,67-53,,
1:23.0,,,67-53,,Shooting foul by M. Carter-Williams (drawn by T. Hardaway)
1:23.0,,,67-54,1,T. Hardaway makes free throw 1 of 2
1:23.0,,,67-54,,T. Hardaway misses free throw 2 of 2
1:20.0,Defensive rebound by D. Howard,,67-54,,
1:09.0,D. Howard makes 2-pt shot from 1 ft (assist by M. Carter-Williams),2,69-54,,
0:57.0,,,69-56,2,J. Jack makes 2-pt shot from 14 ft
0:41.0,Turnover by J. Lamb (traveling),,69-56,,
0:37.0,,,69-58,2,J. Jack makes 2-pt shot from 18 ft
0:26.0,M. Monk misses 3-pt shot from 25 ft,,69-58,,
0:23.0,,,69-58,,Defensive rebound by J. Jack
0:04.0,,,69-58,,J. Jack misses 2-pt shot from 17 ft
0:01.0,Defensive rebound by J. Lamb,,69-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,69-60,2,T. Hardaway makes 2-pt shot from 21 ft (assist by E. Kanter)
11:26.0,Turnover by K. Walker (bad pass; steal by E. Kanter),,69-60,,
11:22.0,,,69-60,,T. Hardaway misses 2-pt shot from 11 ft
11:19.0,Defensive rebound by D. Howard,,69-60,,
10:58.0,D. Bacon misses 2-pt shot from 18 ft,,69-60,,
10:56.0,,,69-60,,Defensive rebound by T. Hardaway
10:49.0,,,69-62,2,T. Hardaway makes 2-pt shot from 17 ft
10:35.0,Turnover by J. Lamb (turnover),,69-62,,
10:18.0,,,69-64,2,J. Jack makes 2-pt shot from 9 ft
9:59.0,J. Lamb misses 2-pt shot from 17 ft,,69-64,,
9:57.0,,,69-64,,Defensive rebound by E. Kanter
9:48.0,,,69-64,,C. Lee misses 3-pt shot from 22 ft
9:46.0,Defensive rebound by D. Bacon,,69-64,,
9:35.0,J. Lamb misses 2-pt shot from 18 ft,,69-64,,
9:33.0,,,69-64,,Defensive rebound by E. Kanter
9:27.0,,,69-64,,E. Kanter misses 2-pt shot from 6 ft (block by D. Howard)
9:23.0,Defensive rebound by D. Howard,,69-64,,
9:17.0,J. Lamb makes 2-pt shot from 11 ft,2,71-64,,
9:01.0,,,71-67,2,T. Hardaway makes 3-pt shot from 25 ft (assist by C. Lee)
8:46.0,Shooting foul by E. Kanter (drawn by M. Williams),,71-67,,
8:46.0,M. Williams makes free throw 1 of 2,1,72-67,,
8:46.0,M. Williams makes free throw 2 of 2,1,73-67,,
8:24.0,,,73-67,,J. Jack misses 2-pt shot from 2 ft
8:18.0,,,73-67,,Offensive rebound by C. Lee
8:18.0,,,73-69,2,C. Lee makes 2-pt shot at rim
8:10.0,D. Howard misses 2-pt shot from 2 ft,,73-69,,
8:07.0,Offensive rebound by D. Howard,,73-69,,
8:06.0,D. Howard makes 2-pt shot at rim,2,75-69,,
7:54.0,,,75-71,2,E. Kanter makes 2-pt shot from 11 ft (assist by J. Jack)
7:39.0,J. Lamb makes 2-pt shot at rim (assist by K. Walker),2,77-71,,
7:19.0,,,77-71,,K. Porzingis misses 2-pt shot from 13 ft
7:16.0,Defensive rebound by D. Howard,,77-71,,
7:08.0,J. Lamb makes 3-pt shot from 25 ft (assist by D. Bacon),3,80-71,,
6:52.0,,,80-73,2,E. Kanter makes 2-pt shot from 11 ft (assist by K. Porzingis)
6:34.0,D. Howard makes 2-pt shot from 1 ft (assist by M. Williams),2,82-73,,
6:15.0,,,82-73,,T. Hardaway misses 3-pt shot from 26 ft
6:14.0,Defensive rebound by J. Lamb,,82-73,,
6:03.0,M. Williams misses 3-pt shot from 23 ft,,82-73,,
5:59.0,,,82-73,,Defensive rebound by T. Hardaway
5:55.0,,,82-73,,T. Hardaway misses 3-pt shot from 26 ft
5:55.0,,,82-73,,Offensive rebound by Team
5:55.0,Personal foul by M. Williams (drawn by E. Kanter),,82-73,,
5:55.0,,,82-73,,New York full timeout
5:55.0,T. Graham enters the game for J. Lamb,,82-73,,
5:45.0,,,82-75,2,K. Porzingis makes 2-pt shot from 9 ft (assist by J. Jack)
5:16.0,T. Graham makes 3-pt shot from 24 ft (assist by D. Bacon),3,85-75,,
4:48.0,,,85-77,2,E. Kanter makes 2-pt shot from 1 ft (assist by J. Jack)
4:24.0,T. Graham misses 3-pt shot from 25 ft,,85-77,,
4:18.0,Offensive rebound by M. Williams,,85-77,,
4:16.0,K. Walker makes 2-pt shot from 10 ft,2,87-77,,
4:00.0,,,87-77,,Turnover by K. Porzingis (lost ball; steal by M. Williams)
3:56.0,T. Graham makes 2-pt shot at rim (assist by K. Walker),2,89-77,,
3:34.0,,,89-77,,K. Porzingis misses 3-pt shot from 25 ft
3:32.0,,,89-77,,Offensive rebound by E. Kanter
3:31.0,,,89-79,2,E. Kanter makes 2-pt shot from 1 ft
3:15.0,M. Williams misses 2-pt shot from 9 ft,,89-79,,
3:13.0,,,89-79,,Defensive rebound by E. Kanter
3:08.0,,,89-79,,J. Jack misses 2-pt shot from 20 ft
3:03.0,Defensive rebound by D. Howard,,89-79,,
2:55.0,K. Walker misses 2-pt shot from 17 ft,,89-79,,
2:54.0,,,89-79,,Defensive rebound by K. Porzingis
2:29.0,,,89-79,,Turnover by K. Porzingis (lost ball; steal by M. Williams)
2:23.0,T. Graham makes 2-pt shot from 11 ft (assist by D. Bacon),2,91-79,,
2:04.0,Personal foul by D. Howard (drawn by E. Kanter),,91-79,,
2:04.0,Charlotte full timeout,,91-79,,
2:04.0,,,91-79,,D. McDermott enters the game for C. Lee
2:04.0,,,91-79,,L. Thomas enters the game for J. Jack
2:04.0,,,91-79,,F. Ntilikina enters the game for K. Porzingis
2:04.0,F. Kaminsky enters the game for M. Williams,,91-79,,
2:04.0,C. Zeller enters the game for D. Howard,,91-79,,
2:04.0,M. Carter-Williams enters the game for D. Bacon,,91-79,,
1:53.0,,,91-81,2,F. Ntilikina makes 2-pt shot from 10 ft
1:34.0,Shooting foul by D. McDermott (drawn by F. Kaminsky),,91-81,,
1:34.0,F. Kaminsky misses free throw 1 of 2,,91-81,,
1:34.0,Offensive rebound by Team,,91-81,,
1:34.0,F. Kaminsky misses free throw 2 of 2,,91-81,,
1:32.0,,,91-81,,Defensive rebound by L. Thomas
1:24.0,,,91-81,,Offensive foul by E. Kanter (drawn by M. Carter-Williams)
1:24.0,,,91-81,,Turnover by E. Kanter (offensive foul)
1:24.0,,,91-81,,K. O'Quinn enters the game for E. Kanter
1:07.0,K. Walker makes 3-pt shot from 27 ft (assist by T. Graham),3,94-81,,
0:42.0,,,94-83,2,D. McDermott makes 2-pt shot from 2 ft (assist by F. Ntilikina)
0:30.0,F. Kaminsky misses 2-pt shot from 5 ft,,94-83,,
0:26.0,,,94-83,,Defensive rebound by K. O'Quinn
0:10.0,,,94-83,,T. Hardaway misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by F. Kaminsky,,94-83,,
0:00.0,J. Lamb enters the game for M. Carter-Williams,,94-83,,
0:00.0,J. Lamb misses 3-pt shot from 28 ft,,94-83,,
0:00.0,Offensive rebound by Team,,94-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by M. Monk (step out of bounds),,94-83,,
11:32.0,,,94-86,3,D. McDermott makes 3-pt shot from 25 ft (assist by K. O'Quinn)
11:04.0,T. Graham misses 2-pt shot from 9 ft,,94-86,,
11:00.0,Offensive rebound by C. Zeller,,94-86,,
11:00.0,C. Zeller makes 2-pt shot at rim,2,96-86,,
10:42.0,,,96-88,2,K. O'Quinn makes 2-pt shot from 21 ft (assist by C. Lee)
10:28.0,M. Carter-Williams misses 2-pt shot from 10 ft,,96-88,,
10:26.0,Offensive rebound by M. Carter-Williams,,96-88,,
10:26.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,98-88,,
10:09.0,,,98-88,,Shooting foul by C. Zeller (drawn by L. Thomas)
10:09.0,,,98-89,1,L. Thomas makes free throw 1 of 2
10:09.0,,,98-90,1,L. Thomas makes free throw 2 of 2
9:55.0,M. Monk makes 3-pt shot from 22 ft (assist by M. Carter-Williams),3,101-90,,
9:33.0,,,101-90,,D. McDermott misses 2-pt shot from 11 ft
9:30.0,,,101-90,,Offensive rebound by K. O'Quinn
9:29.0,,,101-92,2,K. O'Quinn makes 2-pt shot from 1 ft
9:14.0,M. Monk misses 3-pt shot from 24 ft,,101-92,,
9:09.0,Offensive rebound by M. Carter-Williams,,101-92,,
9:06.0,T. Graham misses 3-pt shot from 24 ft,,101-92,,
9:02.0,Offensive rebound by F. Kaminsky,,101-92,,
8:55.0,T. Graham misses 3-pt shot from 22 ft,,101-92,,
8:50.0,,,101-92,,Defensive rebound by K. O'Quinn
8:42.0,,,101-95,3,D. McDermott makes 3-pt shot from 26 ft (assist by C. Lee)
8:42.0,,,101-95,,Shooting foul by T. Graham (drawn by D. McDermott)
8:42.0,K. Walker enters the game for M. Carter-Williams,,101-95,,
8:42.0,,,101-96,1,D. McDermott makes free throw 1 of 1
8:28.0,F. Kaminsky makes 2-pt shot at rim,2,103-96,,
8:18.0,Personal foul by T. Graham (drawn by D. McDermott),,103-96,,
8:18.0,D. Bacon enters the game for T. Graham,,103-96,,
8:06.0,,,103-96,,Turnover by K. O'Quinn (offensive goaltending)
8:06.0,,,103-96,,Technical foul by Team
8:06.0,K. Walker makes technical free throw,1,104-96,,
7:51.0,Offensive foul by F. Kaminsky (drawn by C. Lee),,104-96,,
7:51.0,Turnover by F. Kaminsky (offensive foul),,104-96,,
7:37.0,,,104-98,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by F. Ntilikina)
7:10.0,K. Walker misses 2-pt shot from 12 ft,,104-98,,
7:04.0,Offensive rebound by C. Zeller,,104-98,,
7:03.0,C. Zeller misses 2-pt shot from 2 ft,,104-98,,
7:03.0,,,104-98,,Defensive rebound by C. Lee
7:03.0,,,104-100,2,K. O'Quinn makes 2-pt shot from 2 ft (assist by C. Lee)
6:59.0,Charlotte full timeout,,104-100,,
6:59.0,D. Howard enters the game for C. Zeller,,104-100,,
6:41.0,Turnover by D. Howard (bad pass),,104-100,,
6:29.0,,,104-100,,C. Lee misses 2-pt shot from 16 ft
6:27.0,Defensive rebound by Team,,104-100,,
6:03.0,K. Walker misses 2-pt shot from 10 ft,,104-100,,
6:00.0,Offensive rebound by D. Howard,,104-100,,
5:59.0,D. Howard makes 2-pt shot at rim,2,106-100,,
5:44.0,,,106-100,,K. O'Quinn misses 2-pt shot from 20 ft
5:40.0,Defensive rebound by K. Walker,,106-100,,
5:34.0,K. Walker makes 3-pt shot from 24 ft,3,109-100,,
5:34.0,,,109-100,,New York full timeout
5:34.0,,,109-100,,K. Porzingis enters the game for K. O'Quinn
5:34.0,,,109-100,,T. Hardaway enters the game for C. Lee
5:34.0,J. Lamb enters the game for F. Kaminsky,,109-100,,
5:34.0,M. Williams enters the game for D. Bacon,,109-100,,
5:19.0,,,109-103,3,L. Thomas makes 3-pt shot from 25 ft (assist by F. Ntilikina)
4:54.0,J. Lamb misses 3-pt shot from 26 ft,,109-103,,
4:51.0,,,109-103,,Defensive rebound by T. Hardaway
4:48.0,,,109-106,3,T. Hardaway makes 3-pt shot from 28 ft (assist by D. McDermott)
4:46.0,Charlotte full timeout,,109-106,,
4:35.0,K. Walker misses 3-pt shot from 25 ft,,109-106,,
4:32.0,,,109-106,,Defensive rebound by K. Porzingis
4:22.0,Personal foul by D. Howard (drawn by K. Porzingis),,109-106,,
4:15.0,,,109-106,,F. Ntilikina misses 3-pt shot from 28 ft
4:11.0,Defensive rebound by M. Williams,,109-106,,
4:05.0,,,109-106,,Personal foul by F. Ntilikina (drawn by M. Williams)
3:57.0,K. Walker makes 2-pt shot at rim,2,111-106,,
3:43.0,,,111-106,,F. Ntilikina misses 3-pt shot from 25 ft
3:41.0,Defensive rebound by J. Lamb,,111-106,,
3:23.0,K. Walker misses 2-pt shot at rim (block by K. Porzingis),,111-106,,
3:21.0,,,111-106,,Defensive rebound by K. Porzingis
3:08.0,,,111-109,3,D. McDermott makes 3-pt shot from 23 ft (assist by F. Ntilikina)
2:51.0,M. Williams misses 2-pt shot from 17 ft,,111-109,,
2:51.0,Offensive rebound by Team,,111-109,,
2:51.0,,,111-109,,Personal foul by D. McDermott (drawn by D. Howard)
2:33.0,J. Lamb misses 2-pt shot from 17 ft,,111-109,,
2:32.0,,,111-109,,Defensive rebound by Team
2:32.0,Loose ball foul by D. Howard (drawn by K. Porzingis),,111-109,,
2:32.0,,,111-110,1,K. Porzingis makes free throw 1 of 2
2:32.0,,,111-111,1,K. Porzingis makes free throw 2 of 2
2:13.0,M. Monk misses 3-pt shot from 23 ft,,111-111,,
2:10.0,,,111-111,,Defensive rebound by L. Thomas
1:49.0,,,111-114,3,K. Porzingis makes 3-pt shot from 26 ft (assist by F. Ntilikina)
1:48.0,Charlotte full timeout,,111-114,,
1:40.0,M. Monk misses 3-pt shot from 23 ft,,111-114,,
