time,Utah,pts.away,score,pts.home,Detroit
7:14.0,,,10-10,,Offensive rebound by A. Bradley
7:14.0,,,10-10,,A. Bradley misses 2-pt shot from 1 ft
7:13.0,,,10-10,,Offensive rebound by L. Galloway
7:10.0,,,10-13,3,S. Johnson makes 3-pt shot from 23 ft (assist by L. Galloway)
6:59.0,Shooting foul by A. Drummond (drawn by R. Rubio),,10-13,,
6:59.0,,,10-13,,Detroit full timeout
6:59.0,J. Jerebko enters the game for D. Favors,,10-13,,
6:59.0,R. Rubio makes free throw 1 of 2,1,11-13,,
6:59.0,R. Rubio makes free throw 2 of 2,1,12-13,,
6:39.0,,,12-13,,S. Johnson misses 2-pt shot from 11 ft
6:36.0,Defensive rebound by R. Rubio,,12-13,,
6:15.0,J. Jerebko misses 2-pt shot from 14 ft,,12-13,,
6:11.0,,,12-13,,Defensive rebound by A. Drummond
5:57.0,,,12-13,,L. Galloway misses 3-pt shot from 25 ft
5:55.0,Defensive rebound by Team,,12-13,,
5:41.0,D. Mitchell makes 2-pt shot from 2 ft (assist by J. Ingles),2,14-13,,
5:27.0,,,14-13,,T. Harris misses 2-pt shot from 13 ft
5:24.0,,,14-13,,Offensive rebound by A. Drummond
5:20.0,,,14-13,,T. Harris misses 2-pt shot from 10 ft
5:19.0,Defensive rebound by Team,,14-13,,
5:19.0,,,14-13,,I. Smith enters the game for S. Johnson
5:19.0,,,14-13,,L. Kennard enters the game for L. Galloway
5:19.0,A. Burks enters the game for R. Rubio,,14-13,,
5:06.0,A. Burks makes 2-pt shot from 14 ft (assist by D. Mitchell),2,16-13,,
4:52.0,,,16-16,3,L. Kennard makes 3-pt shot from 24 ft (assist by I. Smith)
4:38.0,R. Gobert misses 2-pt shot from 2 ft,,16-16,,
4:37.0,Offensive rebound by Team,,16-16,,
4:27.0,J. Ingles misses 3-pt shot from 28 ft,,16-16,,
4:24.0,,,16-16,,Defensive rebound by A. Drummond
4:14.0,,,16-18,2,T. Harris makes 2-pt shot from 1 ft (assist by A. Drummond)
3:58.0,Shooting foul by I. Smith (drawn by A. Burks),,16-18,,
3:58.0,A. Burks misses free throw 1 of 2,,16-18,,
3:58.0,Offensive rebound by Team,,16-18,,
3:58.0,A. Burks makes free throw 2 of 2,1,17-18,,
3:47.0,,,17-18,,T. Harris misses 2-pt shot from 3 ft
3:45.0,Defensive rebound by Team,,17-18,,
3:34.0,J. Ingles makes 2-pt shot from 3 ft,2,19-18,,
3:27.0,,,19-18,,Detroit full timeout
3:27.0,J. Johnson enters the game for J. Ingles,,19-18,,
3:27.0,D. Favors enters the game for J. Jerebko,,19-18,,
3:27.0,R. O'Neale enters the game for R. Gobert,,19-18,,
3:10.0,,,19-20,2,T. Harris makes 2-pt shot from 2 ft
2:44.0,R. O'Neale misses 2-pt shot from 7 ft,,19-20,,
2:41.0,Offensive rebound by J. Johnson,,19-20,,
2:39.0,J. Johnson misses 3-pt shot from 27 ft,,19-20,,
2:36.0,,,19-20,,Defensive rebound by L. Kennard
2:30.0,,,19-20,,Turnover by L. Kennard (bad pass; steal by D. Favors)
2:27.0,D. Favors makes 2-pt shot from 1 ft (assist by R. O'Neale),2,21-20,,
2:14.0,,,21-20,,Turnover by A. Drummond (bad pass)
2:14.0,R. Neto enters the game for D. Mitchell,,21-20,,
1:53.0,J. Johnson misses 2-pt shot from 4 ft,,21-20,,
1:50.0,,,21-20,,Defensive rebound by L. Kennard
1:43.0,,,21-22,2,I. Smith makes 2-pt shot from 13 ft
1:21.0,R. Neto makes 3-pt shot from 23 ft (assist by R. O'Neale),3,24-22,,
0:58.0,,,24-22,,I. Smith misses 2-pt shot from 16 ft
0:55.0,Defensive rebound by D. Favors,,24-22,,
0:49.0,R. O'Neale misses 2-pt shot from 12 ft,,24-22,,
0:46.0,,,24-22,,Defensive rebound by A. Drummond
0:42.0,,,24-22,,L. Kennard misses 3-pt shot from 26 ft
0:42.0,Defensive rebound by A. Burks,,24-22,,
0:31.0,Turnover by A. Burks (lost ball; steal by A. Drummond),,24-22,,
0:26.0,,,24-22,,A. Bradley misses 3-pt shot from 25 ft
0:22.0,,,24-22,,Offensive rebound by L. Kennard
0:21.0,,,24-24,2,A. Drummond makes 2-pt shot from 1 ft (assist by L. Kennard)
0:01.0,,,24-24,,B. Marjanovic enters the game for A. Drummond
0:01.0,,,24-24,,S. Johnson enters the game for A. Bradley
0:00.0,D. Favors misses 2-pt shot from 18 ft,,24-24,,
0:00.0,Offensive rebound by Team,,24-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,A. Burks misses 3-pt shot from 28 ft,,24-24,,
11:40.0,,,24-24,,Defensive rebound by I. Smith
11:38.0,,,24-24,,Shooting foul by R. Neto (drawn by I. Smith)
11:38.0,,,24-25,1,I. Smith makes free throw 1 of 2
11:38.0,,,24-25,,I. Smith misses free throw 2 of 2
11:35.0,Defensive rebound by J. Johnson,,24-25,,
11:26.0,D. Favors misses 2-pt shot from 15 ft,,24-25,,
11:23.0,,,24-25,,Defensive rebound by B. Marjanovic
11:15.0,,,24-25,,I. Smith misses 2-pt shot from 5 ft
11:11.0,Defensive rebound by R. O'Neale,,24-25,,
10:55.0,Shooting foul by S. Johnson (drawn by A. Burks),,24-25,,
10:55.0,A. Burks makes free throw 1 of 2,1,25-25,,
10:55.0,A. Burks makes free throw 2 of 2,1,26-25,,
10:44.0,Personal foul by D. Favors (drawn by B. Marjanovic),,26-25,,
10:30.0,,,26-25,,S. Johnson misses 3-pt shot from 29 ft
10:26.0,Defensive rebound by R. Neto,,26-25,,
10:11.0,D. Favors misses 2-pt shot from 18 ft,,26-25,,
10:07.0,,,26-25,,Defensive rebound by L. Kennard
10:01.0,,,26-25,,B. Marjanovic misses 2-pt shot from 4 ft (block by R. Neto)
10:01.0,,,26-25,,Offensive rebound by Team
9:53.0,,,26-25,,Turnover by I. Smith (bad pass)
9:35.0,R. O'Neale misses 3-pt shot from 25 ft,,26-25,,
9:31.0,,,26-25,,Defensive rebound by B. Marjanovic
9:25.0,,,26-27,2,B. Marjanovic makes 2-pt shot from 6 ft (assist by A. Tolliver)
9:12.0,Turnover by A. Burks (bad pass; steal by I. Smith),,26-27,,
9:08.0,,,26-29,2,I. Smith makes 2-pt shot from 1 ft (assist by L. Kennard)
9:08.0,Utah full timeout,,26-29,,
9:08.0,R. Gobert enters the game for A. Burks,,26-29,,
9:08.0,R. Rubio enters the game for D. Favors,,26-29,,
9:08.0,D. Mitchell enters the game for R. Neto,,26-29,,
8:55.0,J. Johnson makes 3-pt shot from 25 ft (assist by D. Mitchell),3,29-29,,
8:34.0,,,29-31,2,L. Kennard makes 2-pt shot from 1 ft
8:17.0,R. Rubio misses 3-pt shot from 25 ft,,29-31,,
8:13.0,,,29-31,,Defensive rebound by B. Marjanovic
8:08.0,,,29-34,3,I. Smith makes 3-pt shot from 22 ft (assist by L. Kennard)
7:45.0,R. Rubio misses 2-pt shot from 13 ft,,29-34,,
7:45.0,,,29-34,,Defensive rebound by L. Kennard
7:32.0,,,29-34,,Turnover by B. Marjanovic (turnover)
7:32.0,J. Ingles enters the game for R. O'Neale,,29-34,,
7:13.0,Turnover by J. Ingles (bad pass; steal by B. Marjanovic),,29-34,,
7:08.0,,,29-36,2,I. Smith makes 2-pt shot from 1 ft
6:47.0,D. Mitchell makes 2-pt shot from 17 ft,2,31-36,,
6:36.0,,,31-36,,I. Smith misses 2-pt shot at rim
6:36.0,Defensive rebound by Team,,31-36,,
6:36.0,,,31-36,,Personal foul by B. Marjanovic (drawn by R. Gobert)
6:36.0,,,31-36,,A. Bradley enters the game for L. Kennard
6:36.0,J. Jerebko enters the game for J. Johnson,,31-36,,
6:27.0,Shooting foul by B. Marjanovic (drawn by R. Gobert),,31-36,,
6:27.0,R. Gobert makes free throw 1 of 2,1,32-36,,
6:27.0,R. Gobert makes free throw 2 of 2,1,33-36,,
6:10.0,,,33-38,2,S. Johnson makes 2-pt shot from 3 ft
5:53.0,D. Mitchell misses 2-pt shot from 13 ft,,33-38,,
5:50.0,Offensive rebound by D. Mitchell,,33-38,,
5:50.0,,,33-38,,L. Galloway enters the game for I. Smith
5:50.0,,,33-38,,T. Harris enters the game for A. Tolliver
5:44.0,J. Ingles misses 2-pt shot from 4 ft,,33-38,,
5:40.0,,,33-38,,Defensive rebound by B. Marjanovic
5:25.0,,,33-40,2,B. Marjanovic makes 2-pt shot from 4 ft (assist by S. Johnson)
5:06.0,J. Jerebko misses 2-pt shot from 5 ft,,33-40,,
5:02.0,,,33-40,,Defensive rebound by B. Marjanovic
4:59.0,,,33-40,,L. Galloway misses 3-pt shot from 24 ft
4:59.0,Defensive rebound by R. Gobert,,33-40,,
4:46.0,J. Jerebko makes 2-pt shot from 20 ft (assist by R. Rubio),2,35-40,,
4:21.0,,,35-40,,T. Harris misses 2-pt shot from 15 ft
4:17.0,Defensive rebound by D. Mitchell,,35-40,,
4:12.0,Shooting foul by T. Harris (drawn by D. Mitchell),,35-40,,
4:12.0,D. Mitchell makes free throw 1 of 2,1,36-40,,
4:12.0,,,36-40,,A. Drummond enters the game for B. Marjanovic
4:12.0,D. Mitchell makes free throw 2 of 2,1,37-40,,
3:59.0,,,37-42,2,A. Drummond makes 2-pt shot from 1 ft (assist by L. Galloway)
3:59.0,,,37-42,,Shooting foul by R. Gobert (drawn by A. Drummond)
3:59.0,,,37-43,1,A. Drummond makes free throw 1 of 1
3:48.0,D. Mitchell makes 2-pt shot from 1 ft,2,39-43,,
3:34.0,,,39-43,,T. Harris misses 2-pt shot from 21 ft
3:32.0,Defensive rebound by R. Gobert,,39-43,,
3:18.0,J. Jerebko misses 2-pt shot from 5 ft,,39-43,,
3:15.0,,,39-43,,Defensive rebound by T. Harris
3:02.0,,,39-43,,L. Kennard enters the game for S. Johnson
2:54.0,,,39-43,,L. Galloway misses 2-pt shot from 9 ft (block by R. Gobert)
2:51.0,Defensive rebound by R. Rubio,,39-43,,
2:44.0,Turnover by R. Rubio (lost ball; steal by A. Drummond),,39-43,,
2:43.0,Personal foul by D. Mitchell (drawn by L. Galloway),,39-43,,
2:43.0,,,39-43,,Detroit full timeout
2:43.0,J. Johnson enters the game for J. Jerebko,,39-43,,
2:32.0,,,39-45,2,T. Harris makes 2-pt shot from 5 ft (assist by A. Drummond)
2:09.0,J. Ingles misses 3-pt shot from 22 ft,,39-45,,
2:06.0,,,39-45,,Defensive rebound by T. Harris
2:02.0,,,39-47,2,A. Drummond makes 2-pt shot from 1 ft (assist by T. Harris)
1:39.0,R. Gobert misses 2-pt shot from 2 ft,,39-47,,
1:37.0,Offensive rebound by R. Gobert,,39-47,,
1:35.0,R. Gobert makes 2-pt shot from 1 ft,2,41-47,,
1:17.0,,,41-47,,L. Kennard misses 2-pt shot from 15 ft
1:15.0,Defensive rebound by R. Rubio,,41-47,,
1:05.0,R. Gobert makes 2-pt shot from 1 ft,2,43-47,,
1:05.0,Shooting foul by A. Drummond (drawn by R. Gobert),,43-47,,
1:05.0,,,43-47,,B. Marjanovic enters the game for A. Drummond
1:05.0,R. Gobert misses free throw 1 of 1,,43-47,,
1:02.0,,,43-47,,Defensive rebound by B. Marjanovic
0:48.0,,,43-49,2,L. Kennard makes 2-pt shot from 13 ft (assist by B. Marjanovic)
0:33.0,D. Mitchell misses 2-pt shot from 2 ft,,43-49,,
0:29.0,Offensive rebound by R. Gobert,,43-49,,
0:23.0,D. Mitchell misses 3-pt shot from 23 ft,,43-49,,
0:20.0,,,43-49,,Defensive rebound by L. Kennard
0:00.0,,,43-49,,L. Galloway misses 2-pt shot from 19 ft
0:00.0,Defensive rebound by J. Ingles,,43-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,Turnover by D. Favors (lost ball; steal by T. Harris),,43-49,,
11:27.0,,,43-49,,T. Harris misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by D. Favors,,43-49,,
11:07.0,D. Mitchell makes 2-pt shot from 3 ft,2,45-49,,
10:50.0,,,45-49,,A. Bradley misses 2-pt shot from 17 ft
10:49.0,,,45-49,,Offensive rebound by A. Drummond
10:49.0,,,45-51,2,A. Drummond makes 2-pt shot at rim
10:22.0,R. Gobert makes 2-pt shot from 1 ft (assist by J. Ingles),2,47-51,,
10:08.0,,,47-51,,S. Johnson misses 3-pt shot from 23 ft
10:05.0,,,47-51,,Offensive rebound by A. Drummond
10:02.0,,,47-53,2,A. Bradley makes 2-pt shot from 1 ft (assist by L. Galloway)
9:45.0,R. Gobert misses 2-pt shot from 3 ft (block by A. Drummond),,47-53,,
9:41.0,,,47-53,,Defensive rebound by S. Johnson
9:39.0,,,47-53,,T. Harris misses 3-pt shot from 25 ft
9:35.0,Defensive rebound by R. Rubio,,47-53,,
9:31.0,J. Ingles makes 3-pt shot from 27 ft (assist by R. Rubio),3,50-53,,
9:11.0,,,50-53,,S. Johnson misses 2-pt shot from 4 ft (block by D. Favors)
9:07.0,Defensive rebound by D. Favors,,50-53,,
9:04.0,D. Mitchell misses 3-pt shot from 25 ft,,50-53,,
9:04.0,,,50-53,,Defensive rebound by Team
9:04.0,Personal foul by R. Gobert (drawn by A. Drummond),,50-53,,
8:39.0,,,50-55,2,S. Johnson makes 2-pt shot from 16 ft
8:17.0,R. Gobert misses 2-pt shot from 3 ft,,50-55,,
8:13.0,Offensive rebound by D. Favors,,50-55,,
8:12.0,D. Favors misses 2-pt shot from 2 ft,,50-55,,
8:12.0,Offensive rebound by R. Gobert,,50-55,,
8:07.0,D. Favors misses 2-pt shot from 15 ft,,50-55,,
8:04.0,,,50-55,,Defensive rebound by A. Bradley
7:53.0,,,50-55,,S. Johnson misses 3-pt shot from 26 ft
7:49.0,Defensive rebound by R. Gobert,,50-55,,
7:39.0,J. Jerebko enters the game for D. Favors,,50-55,,
7:39.0,D. Favors misses 2-pt shot at rim (block by S. Johnson),,50-55,,
7:39.0,Offensive rebound by Team,,50-55,,
7:27.0,Turnover by Team (shot clock),,50-55,,
7:12.0,,,50-55,,L. Galloway misses 2-pt shot from 4 ft
7:09.0,,,50-55,,Offensive rebound by A. Drummond
7:06.0,,,50-55,,A. Drummond misses 2-pt shot from 4 ft (block by R. Gobert)
7:06.0,Defensive rebound by R. Rubio,,50-55,,
7:00.0,R. Rubio makes 2-pt shot from 14 ft,2,52-55,,
6:43.0,,,52-55,,Turnover by A. Drummond (bad pass)
6:43.0,,,52-55,,Detroit full timeout
6:34.0,Turnover by D. Mitchell (lost ball; steal by A. Bradley),,52-55,,
6:32.0,,,52-57,2,A. Bradley makes 2-pt shot from 1 ft
6:32.0,Violation by D. Mitchell (def goaltending),,52-57,,
6:27.0,,,52-57,,Personal foul by A. Bradley (drawn by D. Mitchell)
6:20.0,Turnover by D. Mitchell (bad pass; steal by S. Johnson),,52-57,,
6:20.0,Loose ball foul by J. Ingles (drawn by S. Johnson),,52-57,,
6:11.0,,,52-57,,A. Drummond misses 2-pt shot from 13 ft
6:08.0,Defensive rebound by R. Rubio,,52-57,,
5:48.0,J. Jerebko misses 2-pt shot from 8 ft (block by A. Drummond),,52-57,,
5:46.0,,,52-57,,Defensive rebound by A. Drummond
5:45.0,,,52-57,,Turnover by A. Drummond (bad pass; steal by J. Ingles)
5:37.0,J. Jerebko makes 3-pt shot from 23 ft (assist by J. Ingles),3,55-57,,
5:20.0,,,55-57,,Turnover by A. Bradley (bad pass; steal by R. Rubio)
5:15.0,Turnover by J. Jerebko (bad pass; steal by A. Bradley),,55-57,,
5:06.0,,,55-59,2,T. Harris makes 2-pt shot from 1 ft (assist by S. Johnson)
4:47.0,D. Mitchell misses 3-pt shot from 28 ft,,55-59,,
4:43.0,,,55-59,,Defensive rebound by S. Johnson
4:40.0,,,55-59,,Turnover by S. Johnson (bad pass; steal by D. Mitchell)
4:32.0,R. Gobert makes 2-pt shot from 1 ft (assist by D. Mitchell),2,57-59,,
4:15.0,,,57-61,2,A. Bradley makes 2-pt shot at rim (assist by A. Drummond)
4:12.0,Utah full timeout,,57-61,,
4:12.0,,,57-61,,I. Smith enters the game for S. Johnson
4:12.0,,,57-61,,L. Kennard enters the game for L. Galloway
4:12.0,A. Burks enters the game for J. Ingles,,57-61,,
4:12.0,D. Favors enters the game for R. Gobert,,57-61,,
3:51.0,D. Mitchell misses 2-pt shot from 6 ft,,57-61,,
3:48.0,,,57-61,,Defensive rebound by A. Drummond
3:26.0,,,57-61,,Turnover by Team (shot clock)
3:17.0,A. Burks makes 2-pt shot from 1 ft (assist by R. Rubio),2,59-61,,
2:57.0,,,59-61,,Turnover by L. Kennard (bad pass)
2:41.0,R. Rubio misses 3-pt shot from 23 ft,,59-61,,
2:40.0,,,59-61,,Defensive rebound by Team
2:40.0,R. Neto enters the game for R. Rubio,,59-61,,
2:32.0,,,59-61,,A. Bradley misses 3-pt shot from 27 ft
2:28.0,Defensive rebound by D. Favors,,59-61,,
2:12.0,A. Burks misses 2-pt shot from 4 ft,,59-61,,
2:09.0,Offensive rebound by D. Favors,,59-61,,
2:07.0,D. Favors makes 2-pt shot from 1 ft,2,61-61,,
1:54.0,,,61-61,,Shooting foul by A. Burks (drawn by L. Kennard)
1:54.0,,,61-62,1,L. Kennard makes free throw 1 of 3
1:54.0,,,61-63,1,L. Kennard makes free throw 2 of 3
1:54.0,,,61-63,,B. Marjanovic enters the game for A. Drummond
1:54.0,,,61-63,,S. Johnson enters the game for A. Bradley
1:54.0,R. O'Neale enters the game for J. Jerebko,,61-63,,
1:54.0,J. Johnson enters the game for D. Mitchell,,61-63,,
1:54.0,,,61-64,1,L. Kennard makes free throw 3 of 3
1:32.0,D. Favors makes 2-pt shot at rim (assist by A. Burks),2,63-64,,
1:20.0,,,63-64,,Turnover by B. Marjanovic (lost ball; steal by D. Favors)
1:13.0,A. Burks makes 2-pt shot from 14 ft,2,65-64,,
0:50.0,,,65-64,,L. Kennard misses 2-pt shot from 6 ft
0:47.0,,,65-64,,Offensive rebound by L. Kennard
0:44.0,,,65-64,,L. Kennard misses 3-pt shot from 22 ft
0:40.0,Defensive rebound by D. Favors,,65-64,,
0:32.0,R. O'Neale misses 3-pt shot from 25 ft,,65-64,,
0:28.0,,,65-64,,Defensive rebound by L. Kennard
0:24.0,,,65-64,,I. Smith misses 2-pt shot from 20 ft
0:20.0,Defensive rebound by A. Burks,,65-64,,
0:03.0,A. Burks misses 2-pt shot from 14 ft,,65-64,,
0:03.0,,,65-64,,Defensive rebound by S. Johnson
0:00.0,,,65-64,,S. Johnson misses 3-pt shot from 57 ft
0:00.0,,,65-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,65-64,,I. Smith misses 2-pt shot from 19 ft
11:32.0,Jump ball: B. Marjanovic vs. A. Burks (R. O'Neale gains possession),,,,Jump ball: B. Marjanovic vs. A. Burks (R. O'Neale gains possession)
11:32.0,Defensive rebound by Team,,65-64,,
11:31.0,Shooting foul by I. Smith (drawn by R. O'Neale),,65-64,,
11:31.0,R. O'Neale makes free throw 1 of 2,1,66-64,,
11:31.0,R. O'Neale makes free throw 2 of 2,1,67-64,,
11:21.0,,,67-66,2,I. Smith makes 2-pt shot at rim
11:04.0,D. Favors makes 2-pt shot from 2 ft (assist by J. Johnson),2,69-66,,
10:51.0,,,69-66,,Turnover by I. Smith (bad pass; steal by D. Favors)
10:45.0,R. Neto makes 3-pt shot from 24 ft (assist by J. Johnson),3,72-66,,
10:39.0,,,72-66,,Detroit full timeout
10:26.0,,,72-69,3,A. Tolliver makes 3-pt shot from 23 ft (assist by L. Kennard)
10:12.0,J. Johnson makes 2-pt shot from 7 ft,2,74-69,,
9:59.0,,,74-69,,Turnover by A. Tolliver (bad pass; steal by D. Favors)
9:53.0,R. Neto misses 2-pt shot from 1 ft,,74-69,,
9:51.0,,,74-69,,Defensive rebound by A. Tolliver
9:39.0,,,74-69,,B. Marjanovic misses 2-pt shot from 4 ft (block by D. Favors)
9:34.0,Defensive rebound by R. Neto,,74-69,,
9:30.0,R. O'Neale misses 3-pt shot from 23 ft,,74-69,,
9:26.0,,,74-69,,Defensive rebound by S. Johnson
9:17.0,,,74-72,3,A. Tolliver makes 3-pt shot from 25 ft (assist by I. Smith)
9:17.0,Utah full timeout,,74-72,,
9:17.0,,,74-72,,A. Drummond enters the game for B. Marjanovic
9:17.0,R. Rubio enters the game for A. Burks,,74-72,,
9:17.0,D. Mitchell enters the game for R. Neto,,74-72,,
9:09.0,Turnover by R. Rubio (bad pass),,74-72,,
8:59.0,,,74-72,,L. Kennard misses 3-pt shot from 25 ft
8:56.0,Defensive rebound by R. O'Neale,,74-72,,
8:48.0,D. Mitchell misses 2-pt shot from 20 ft,,74-72,,
8:45.0,Offensive rebound by D. Favors,,74-72,,
8:43.0,D. Favors misses 2-pt shot from 3 ft,,74-72,,
8:41.0,,,74-72,,Defensive rebound by A. Drummond
8:37.0,,,74-72,,A. Tolliver misses 3-pt shot from 25 ft
8:33.0,,,74-72,,Offensive rebound by I. Smith
8:32.0,,,74-72,,Shooting foul by D. Favors (drawn by A. Drummond)
8:32.0,,,74-73,1,A. Drummond makes free throw 1 of 2
8:32.0,R. Gobert enters the game for D. Favors,,74-73,,
8:32.0,,,74-74,1,A. Drummond makes free throw 2 of 2
8:14.0,J. Johnson makes 2-pt shot from 11 ft,2,76-74,,
7:53.0,,,76-74,,Turnover by S. Johnson (bad pass; steal by R. O'Neale)
7:48.0,,,76-74,,Personal foul by S. Johnson (drawn by R. O'Neale)
7:48.0,J. Jerebko enters the game for J. Johnson,,76-74,,
7:41.0,D. Mitchell misses 2-pt shot from 3 ft,,76-74,,
7:38.0,,,76-74,,Defensive rebound by A. Tolliver
7:33.0,,,76-74,,Shooting foul by J. Jerebko (drawn by A. Drummond)
7:33.0,,,76-75,1,A. Drummond makes free throw 1 of 2
7:33.0,,,76-76,1,A. Drummond makes free throw 2 of 2
7:15.0,J. Jerebko misses 3-pt shot from 26 ft,,76-76,,
7:11.0,,,76-76,,Defensive rebound by A. Drummond
7:08.0,,,76-78,2,I. Smith makes 2-pt shot from 1 ft
7:08.0,,,76-78,,Shooting foul by R. Rubio (drawn by I. Smith)
7:08.0,,,76-78,,A. Bradley enters the game for L. Kennard
7:08.0,J. Ingles enters the game for R. O'Neale,,76-78,,
7:08.0,D. Favors enters the game for R. Gobert,,76-78,,
7:08.0,,,76-78,,I. Smith misses free throw 1 of 1
7:05.0,Defensive rebound by J. Jerebko,,76-78,,
6:48.0,J. Jerebko misses 3-pt shot from 25 ft,,76-78,,
6:46.0,,,76-78,,Defensive rebound by A. Tolliver
6:33.0,,,76-78,,Turnover by A. Tolliver (lost ball; steal by J. Jerebko)
6:28.0,,,76-78,,Personal foul by I. Smith (drawn by R. Rubio)
6:19.0,Offensive foul by J. Jerebko (drawn by A. Drummond),,76-78,,
6:19.0,Turnover by J. Jerebko (offensive foul),,76-78,,
6:05.0,,,76-78,,A. Drummond misses 2-pt shot from 2 ft (block by D. Favors)
6:05.0,Defensive rebound by Team,,76-78,,
6:05.0,R. Gobert enters the game for D. Favors,,76-78,,
5:50.0,J. Jerebko misses 3-pt shot from 22 ft,,76-78,,
5:47.0,,,76-78,,Defensive rebound by A. Drummond
5:33.0,,,76-78,,I. Smith misses 2-pt shot from 13 ft
5:31.0,Defensive rebound by J. Jerebko,,76-78,,
5:31.0,,,76-78,,Personal foul by A. Tolliver (drawn by R. Rubio)
5:31.0,,,76-78,,T. Harris enters the game for A. Tolliver
5:31.0,R. O'Neale enters the game for R. Rubio,,76-78,,
5:18.0,R. O'Neale makes 3-pt shot from 23 ft (assist by D. Mitchell),3,79-78,,
4:57.0,,,79-78,,Shooting foul by R. Gobert (drawn by A. Drummond)
4:57.0,,,79-78,,A. Drummond misses free throw 1 of 2
4:57.0,,,79-78,,Offensive rebound by Team
4:57.0,,,79-79,1,A. Drummond makes free throw 2 of 2
4:44.0,D. Mitchell misses 2-pt shot from 7 ft,,79-79,,
4:42.0,,,79-79,,Defensive rebound by A. Drummond
4:30.0,,,79-81,2,A. Drummond makes 2-pt shot from 1 ft (assist by S. Johnson)
4:15.0,Turnover by D. Mitchell (lost ball; steal by A. Drummond),,79-81,,
4:12.0,,,79-83,2,A. Drummond makes 2-pt shot at rim
3:52.0,D. Mitchell misses 2-pt shot from 4 ft,,79-83,,
3:49.0,,,79-83,,Defensive rebound by A. Drummond
3:36.0,,,79-83,,I. Smith misses 2-pt shot from 3 ft (block by R. Gobert)
3:36.0,,,79-83,,Offensive rebound by A. Drummond
3:36.0,,,79-83,,A. Drummond misses 2-pt shot from 6 ft
3:34.0,,,79-83,,Offensive rebound by A. Drummond
3:34.0,,,79-85,2,A. Drummond makes 2-pt shot from 3 ft
3:34.0,Utah full timeout,,79-85,,
3:34.0,R. Rubio enters the game for J. Jerebko,,79-85,,
3:34.0,J. Johnson enters the game for R. O'Neale,,79-85,,
