time,San Antonio,pts.away,score,pts.home,Memphis
3:48.0,Turnover by P. Gasol (out of bounds lost ball),,16-11,,
3:29.0,,,16-11,,M. Henry misses 2-pt shot from 15 ft
3:28.0,,,16-11,,Offensive rebound by Team
3:28.0,Loose ball foul by T. Parker (drawn by M. Gasol),,16-11,,
3:19.0,,,16-13,2,M. Chalmers makes 2-pt shot from 1 ft
3:07.0,T. Parker makes 2-pt shot at rim (assist by P. Gasol),2,18-13,,
3:07.0,Shooting foul by D. Davis (drawn by T. Parker),,18-13,,
3:07.0,,,18-13,,B. Wright enters the game for M. Gasol
3:07.0,D. Bertans enters the game for P. Gasol,,18-13,,
3:07.0,T. Parker misses free throw 1 of 1,,18-13,,
3:03.0,,,18-13,,Defensive rebound by M. Henry
2:42.0,,,18-15,2,D. Davis makes 2-pt shot from 16 ft (assist by B. McLemore)
2:32.0,Turnover by D. Bertans (traveling),,18-15,,
2:12.0,,,18-17,2,B. Wright makes 2-pt shot from 12 ft (assist by M. Henry)
1:54.0,P. Mills makes 2-pt shot at rim (assist by D. Bertans),2,20-17,,
1:39.0,,,20-17,,D. Davis misses 2-pt shot from 1 ft (block by J. Lauvergne)
1:39.0,,,20-17,,Offensive rebound by Team
1:28.0,,,20-17,,B. Wright misses 2-pt shot from 15 ft
1:26.0,Defensive rebound by J. Lauvergne,,20-17,,
1:17.0,Turnover by T. Parker (lost ball; steal by M. Henry),,20-17,,
1:11.0,,,20-17,,Turnover by M. Chalmers (lost ball; steal by P. Mills)
1:08.0,Turnover by P. Mills (lost ball; steal by M. Chalmers),,20-17,,
1:08.0,,,20-17,,M. Henry misses 3-pt shot from 24 ft
1:07.0,,,20-17,,Offensive rebound by D. Davis
1:06.0,,,20-19,2,D. Davis makes 2-pt shot at rim
0:48.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by T. Parker),2,22-19,,
0:33.0,,,22-21,2,B. McLemore makes 2-pt shot from 6 ft (assist by B. Wright)
0:09.0,T. Parker misses 2-pt shot from 3 ft (block by M. Henry),,22-21,,
0:09.0,Offensive rebound by Team,,22-21,,
0:09.0,Turnover by Team (shot clock),,22-21,,
0:03.0,Personal take foul by P. Mills (drawn by M. Chalmers),,22-21,,
0:00.0,,,22-21,,B. Wright misses 2-pt shot from 7 ft
0:00.0,,,22-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,Turnover by D. Bertans (bad pass; steal by M. Henry),,22-21,,
11:31.0,,,22-21,,M. Chalmers misses 2-pt shot from 16 ft
11:28.0,Defensive rebound by J. Lauvergne,,22-21,,
11:20.0,J. Lauvergne makes 2-pt shot from 6 ft (assist by D. Murray),2,24-21,,
11:00.0,,,24-21,,Turnover by M. Chalmers (bad pass; steal by B. Forbes)
11:00.0,,,24-21,,Personal foul by M. Chalmers (drawn by D. Murray)
11:00.0,D. Green enters the game for P. Mills,,24-21,,
10:47.0,D. Murray makes 2-pt shot from 5 ft,2,26-21,,
10:35.0,,,26-21,,B. McLemore misses 2-pt shot from 18 ft
10:32.0,,,26-21,,Offensive rebound by D. Davis
10:31.0,,,26-21,,D. Davis misses 2-pt shot at rim
10:27.0,,,26-21,,Offensive rebound by B. McLemore
10:27.0,,,26-23,2,B. McLemore makes 2-pt shot at rim
10:23.0,B. Forbes misses 3-pt shot from 23 ft,,26-23,,
10:18.0,Offensive rebound by J. Lauvergne,,26-23,,
10:18.0,J. Lauvergne makes 2-pt shot at rim,2,28-23,,
10:09.0,Personal foul by B. Forbes (drawn by D. Davis),,28-23,,
10:09.0,,,28-23,,I. Rabb enters the game for M. Chalmers
10:09.0,,,28-23,,A. Harrison enters the game for D. Davis
9:58.0,,,28-25,2,A. Harrison makes 2-pt shot from 17 ft
9:44.0,D. Murray misses 2-pt shot from 2 ft,,28-25,,
9:41.0,,,28-25,,Defensive rebound by I. Rabb
9:30.0,,,28-25,,Offensive charge foul by I. Rabb (drawn by D. Bertans)
9:30.0,,,28-25,,Turnover by I. Rabb (offensive foul)
9:23.0,,,28-25,,Personal foul by B. McLemore (drawn by B. Forbes)
9:23.0,,,28-25,,D. Davis enters the game for I. Rabb
9:14.0,,,28-25,,Personal foul by B. McLemore (drawn by B. Forbes)
9:05.0,J. Lauvergne misses 2-pt shot from 2 ft (block by M. Henry),,28-25,,
9:00.0,Offensive rebound by D. Murray,,28-25,,
8:58.0,B. Forbes makes 3-pt shot from 25 ft (assist by D. Murray),3,31-25,,
8:42.0,,,31-25,,Shooting foul by B. Forbes (drawn by B. McLemore)
8:42.0,,,31-26,1,B. McLemore makes free throw 1 of 2
8:42.0,,,31-26,,W. Selden enters the game for M. Henry
8:42.0,K. Anderson enters the game for D. Bertans,,31-26,,
8:42.0,P. Gasol enters the game for J. Lauvergne,,31-26,,
8:42.0,,,31-27,1,B. McLemore makes free throw 2 of 2
8:35.0,,,31-27,,Personal foul by D. Davis (drawn by D. Green)
8:35.0,,,31-27,,D. Brooks enters the game for B. McLemore
8:31.0,B. Forbes misses 2-pt shot from 18 ft,,31-27,,
8:28.0,,,31-27,,Defensive rebound by B. Wright
8:15.0,,,31-29,2,D. Davis makes 2-pt shot at rim (assist by A. Harrison)
7:56.0,P. Gasol makes 2-pt shot at rim (assist by D. Green),2,33-29,,
7:45.0,,,33-29,,D. Davis misses 2-pt shot from 1 ft
7:42.0,Defensive rebound by K. Anderson,,33-29,,
7:37.0,P. Gasol makes 2-pt shot at rim (assist by D. Murray),2,35-29,,
7:37.0,,,35-29,,Memphis full timeout
7:37.0,,,35-29,,M. Gasol enters the game for D. Davis
7:25.0,,,35-29,,Turnover by B. Wright (lost ball; steal by K. Anderson)
7:20.0,D. Green makes 2-pt shot at rim (assist by D. Murray),2,37-29,,
7:03.0,,,37-29,,W. Selden misses 3-pt shot from 26 ft
7:01.0,Defensive rebound by P. Gasol,,37-29,,
6:47.0,D. Murray misses 2-pt shot from 7 ft,,37-29,,
6:45.0,Offensive rebound by P. Gasol,,37-29,,
6:43.0,B. Forbes makes 3-pt shot from 25 ft (assist by P. Gasol),3,40-29,,
6:24.0,,,40-31,2,M. Gasol makes 2-pt shot from 21 ft (assist by D. Brooks)
6:10.0,,,40-31,,Personal foul by W. Selden (drawn by P. Gasol)
6:10.0,P. Gasol makes free throw 1 of 2,1,41-31,,
6:10.0,P. Mills enters the game for B. Forbes,,41-31,,
6:10.0,P. Gasol misses free throw 2 of 2,,41-31,,
6:07.0,,,41-31,,Defensive rebound by B. Wright
5:52.0,Personal foul by P. Mills (drawn by M. Gasol),,41-31,,
5:39.0,,,41-31,,Turnover by A. Harrison (bad pass; steal by P. Mills)
5:39.0,,,41-31,,Personal take foul by A. Harrison (drawn by P. Mills)
5:39.0,P. Mills makes free throw 1 of 2,1,42-31,,
5:39.0,,,42-31,,M. Chalmers enters the game for A. Harrison
5:39.0,,,42-31,,M. Henry enters the game for B. Wright
5:39.0,P. Mills makes free throw 2 of 2,1,43-31,,
5:32.0,Personal foul by D. Murray (drawn by M. Chalmers),,43-31,,
5:32.0,T. Parker enters the game for D. Murray,,43-31,,
5:22.0,,,43-31,,Shooting foul by P. Gasol (drawn by W. Selden)
5:22.0,,,43-31,,W. Selden misses free throw 1 of 2
5:22.0,,,43-31,,Offensive rebound by Team
5:22.0,,,43-32,1,W. Selden makes free throw 2 of 2
5:03.0,Turnover by P. Gasol (bad pass; steal by M. Gasol),,43-32,,
5:00.0,,,43-32,,Turnover by M. Henry (bad pass)
5:00.0,San Antonio full timeout,,43-32,,
4:49.0,P. Mills misses 3-pt shot from 24 ft,,43-32,,
4:46.0,,,43-32,,Defensive rebound by D. Brooks
4:41.0,,,43-32,,M. Henry misses 3-pt shot from 24 ft
4:37.0,Defensive rebound by D. Green,,43-32,,
4:23.0,P. Mills misses 3-pt shot from 22 ft,,43-32,,
4:20.0,,,43-32,,Defensive rebound by D. Brooks
4:11.0,,,43-32,,Turnover by D. Brooks (bad pass; steal by K. Anderson)
4:04.0,Offensive foul by K. Anderson (drawn by M. Chalmers),,43-32,,
4:04.0,Turnover by K. Anderson (offensive foul),,43-32,,
4:04.0,B. Forbes enters the game for D. Green,,43-32,,
3:52.0,,,43-32,,M. Gasol misses 3-pt shot from 25 ft
3:49.0,,,43-32,,Offensive rebound by D. Brooks
3:47.0,,,43-32,,M. Chalmers misses 3-pt shot from 26 ft
3:44.0,Defensive rebound by B. Forbes,,43-32,,
3:36.0,Shooting foul by D. Brooks (drawn by B. Forbes),,43-32,,
3:36.0,B. Forbes makes free throw 1 of 2,1,44-32,,
3:36.0,B. Forbes makes free throw 2 of 2,1,45-32,,
3:25.0,,,45-32,,W. Selden misses 2-pt shot from 9 ft
3:20.0,Defensive rebound by T. Parker,,45-32,,
3:18.0,P. Mills misses 3-pt shot from 23 ft,,45-32,,
3:14.0,,,45-32,,Defensive rebound by M. Henry
3:01.0,,,45-32,,M. Gasol misses 2-pt shot from 1 ft
3:01.0,Defensive rebound by P. Gasol,,45-32,,
3:01.0,,,45-32,,Personal foul by M. Chalmers (drawn by P. Gasol)
3:01.0,P. Gasol makes free throw 1 of 2,1,46-32,,
3:01.0,P. Gasol makes free throw 2 of 2,1,47-32,,
2:46.0,,,47-32,,Turnover by W. Selden (bad pass; steal by K. Anderson)
2:35.0,B. Forbes misses 2-pt shot from 8 ft,,47-32,,
2:31.0,Offensive rebound by P. Gasol,,47-32,,
2:31.0,P. Gasol makes 2-pt shot at rim,2,49-32,,
2:28.0,,,49-34,2,D. Brooks makes 2-pt shot from 1 ft
2:28.0,,,49-34,,Shooting foul by K. Anderson (drawn by D. Brooks)
2:28.0,,,49-34,,A. Harrison enters the game for M. Chalmers
2:28.0,D. Bertans enters the game for K. Anderson,,49-34,,
2:28.0,,,49-34,,D. Brooks misses free throw 1 of 1
2:26.0,Defensive rebound by P. Gasol,,49-34,,
2:15.0,T. Parker misses 2-pt shot at rim,,49-34,,
2:14.0,,,49-34,,Defensive rebound by M. Gasol
2:08.0,,,49-37,3,W. Selden makes 3-pt shot from 26 ft (assist by A. Harrison)
2:08.0,San Antonio full timeout,,49-37,,
2:08.0,,,49-37,,B. Wright enters the game for M. Henry
1:53.0,T. Parker misses 2-pt shot from 19 ft,,49-37,,
1:50.0,,,49-37,,Defensive rebound by B. Wright
1:42.0,,,49-39,2,B. Wright makes 2-pt shot at rim (assist by A. Harrison)
1:24.0,B. Forbes misses 3-pt shot from 24 ft,,49-39,,
1:22.0,,,49-39,,Defensive rebound by M. Gasol
1:00.0,,,49-39,,W. Selden misses 2-pt shot from 11 ft
0:58.0,Defensive rebound by D. Bertans,,49-39,,
0:48.0,T. Parker makes 2-pt shot from 14 ft (assist by P. Gasol),2,51-39,,
0:32.0,,,51-39,,Shooting foul by P. Gasol (drawn by M. Gasol)
0:32.0,,,51-39,,M. Gasol misses free throw 1 of 2
0:32.0,,,51-39,,Offensive rebound by Team
0:32.0,J. Lauvergne enters the game for D. Bertans,,51-39,,
0:32.0,,,51-40,1,M. Gasol makes free throw 2 of 2
0:09.0,T. Parker misses 2-pt shot from 20 ft (block by A. Harrison),,51-40,,
0:05.0,,,51-40,,Defensive rebound by B. Wright
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,K. Anderson misses 2-pt shot from 8 ft,,51-40,,
11:39.0,,,51-40,,Defensive rebound by M. Gasol
11:33.0,,,51-40,,M. Henry misses 2-pt shot at rim (block by K. Anderson)
11:29.0,Defensive rebound by P. Gasol,,51-40,,
11:21.0,D. Bertans makes 3-pt shot from 26 ft (assist by P. Gasol),3,54-40,,
11:07.0,,,54-40,,Offensive foul by W. Selden (drawn by P. Gasol)
11:07.0,,,54-40,,Turnover by W. Selden (offensive foul)
10:57.0,Turnover by D. Murray (bad pass),,54-40,,
10:39.0,,,54-42,2,M. Gasol makes 2-pt shot from 13 ft (assist by W. Selden)
10:31.0,,,54-42,,Personal foul by W. Selden (drawn by P. Gasol)
10:28.0,D. Green misses 2-pt shot from 3 ft,,54-42,,
10:28.0,,,54-42,,Defensive rebound by Team
10:15.0,,,54-44,2,M. Gasol makes 2-pt shot from 17 ft (assist by D. Brooks)
9:57.0,D. Green makes 3-pt shot from 23 ft (assist by D. Murray),3,57-44,,
9:48.0,Personal foul by D. Murray (drawn by M. Gasol),,57-44,,
9:37.0,,,57-44,,M. Henry misses 3-pt shot from 25 ft
9:31.0,Defensive rebound by D. Green,,57-44,,
9:11.0,Shooting foul by W. Selden (drawn by D. Green),,57-44,,
9:11.0,D. Green makes free throw 1 of 2,1,58-44,,
9:11.0,,,58-44,,B. McLemore enters the game for W. Selden
9:11.0,T. Parker enters the game for D. Murray,,58-44,,
9:11.0,D. Green makes free throw 2 of 2,1,59-44,,
8:56.0,,,59-44,,B. McLemore misses 3-pt shot from 23 ft (block by D. Green)
8:53.0,Defensive rebound by P. Gasol,,59-44,,
8:44.0,P. Gasol misses 2-pt shot from 20 ft,,59-44,,
8:41.0,,,59-44,,Defensive rebound by B. McLemore
8:32.0,,,59-44,,Shooting foul by P. Gasol (drawn by M. Gasol)
8:32.0,,,59-45,1,M. Gasol makes free throw 1 of 2
8:32.0,,,59-46,1,M. Gasol makes free throw 2 of 2
8:09.0,D. Bertans makes 2-pt shot from 14 ft (assist by T. Parker),2,61-46,,
8:02.0,Personal foul by T. Parker (drawn by A. Harrison),,61-46,,
7:56.0,,,61-46,,M. Gasol misses 3-pt shot from 26 ft
7:54.0,,,61-46,,Offensive rebound by D. Brooks
7:50.0,,,61-46,,B. McLemore misses 2-pt shot from 6 ft (block by K. Anderson)
7:50.0,,,61-46,,Offensive rebound by Team
7:50.0,B. Forbes enters the game for K. Anderson,,61-46,,
7:42.0,,,61-46,,M. Gasol misses 2-pt shot from 6 ft
7:39.0,Defensive rebound by P. Gasol,,61-46,,
7:32.0,T. Parker misses 2-pt shot from 16 ft,,61-46,,
7:29.0,,,61-46,,Defensive rebound by M. Henry
7:20.0,J. Lauvergne enters the game for P. Gasol,,61-46,,
7:06.0,,,61-46,,M. Gasol misses 2-pt shot from 7 ft (block by D. Bertans)
7:03.0,Defensive rebound by D. Green,,61-46,,
7:00.0,T. Parker makes 2-pt shot at rim (assist by D. Green),2,63-46,,
6:51.0,,,63-46,,Memphis full timeout
6:51.0,,,63-46,,K. Simmons enters the game for M. Henry
6:40.0,,,63-46,,D. Brooks misses 2-pt shot from 7 ft
6:37.0,Defensive rebound by J. Lauvergne,,63-46,,
6:22.0,Offensive charge foul by T. Parker (drawn by A. Harrison),,63-46,,
6:22.0,Turnover by T. Parker (offensive foul),,63-46,,
6:08.0,,,63-48,2,A. Harrison makes 2-pt shot at rim
6:05.0,San Antonio full timeout,,63-48,,
5:44.0,B. Forbes makes 2-pt shot from 9 ft (assist by D. Bertans),2,65-48,,
5:30.0,,,65-48,,Shooting foul by T. Parker (drawn by A. Harrison)
5:30.0,,,65-49,1,A. Harrison makes free throw 1 of 2
5:30.0,D. Murray enters the game for T. Parker,,65-49,,
5:30.0,P. Mills enters the game for D. Green,,65-49,,
5:30.0,,,65-50,1,A. Harrison makes free throw 2 of 2
5:20.0,,,65-50,,Personal foul by M. Gasol (drawn by J. Lauvergne)
5:11.0,D. Bertans misses 3-pt shot from 25 ft,,65-50,,
5:08.0,,,65-50,,Defensive rebound by B. McLemore
4:58.0,Personal foul by J. Lauvergne (drawn by M. Gasol),,65-50,,
4:58.0,,,65-51,1,M. Gasol makes free throw 1 of 2
4:58.0,,,65-52,1,M. Gasol makes free throw 2 of 2
4:45.0,,,65-52,,Personal foul by D. Brooks (drawn by J. Lauvergne)
4:45.0,,,65-52,,D. Davis enters the game for D. Brooks
4:45.0,P. Gasol enters the game for J. Lauvergne,,65-52,,
4:39.0,B. Forbes misses 2-pt shot from 2 ft,,65-52,,
4:33.0,Offensive rebound by D. Bertans,,65-52,,
4:33.0,D. Bertans makes 2-pt shot at rim,2,67-52,,
4:27.0,,,67-52,,Turnover by A. Harrison (traveling)
4:19.0,D. Murray makes 2-pt shot from 11 ft,2,69-52,,
3:53.0,,,69-52,,K. Simmons misses 3-pt shot from 24 ft
3:51.0,Defensive rebound by D. Murray,,69-52,,
3:45.0,D. Bertans misses 3-pt shot from 23 ft,,69-52,,
3:41.0,,,69-52,,Defensive rebound by M. Gasol
3:33.0,,,69-54,2,D. Davis makes 2-pt shot at rim (assist by A. Harrison)
3:18.0,D. Bertans makes 2-pt shot from 1 ft (assist by D. Murray),2,71-54,,
2:58.0,,,71-54,,B. McLemore misses 2-pt shot from 6 ft
2:54.0,,,71-54,,Offensive rebound by M. Gasol
2:54.0,,,71-56,2,M. Gasol makes 2-pt shot at rim
2:45.0,D. Murray misses 2-pt shot from 18 ft,,71-56,,
2:42.0,Offensive rebound by D. Bertans,,71-56,,
2:42.0,Offensive foul by B. Forbes (drawn by K. Simmons),,71-56,,
2:42.0,Turnover by B. Forbes (offensive foul),,71-56,,
2:42.0,,,71-56,,M. Chalmers enters the game for A. Harrison
2:42.0,K. Anderson enters the game for D. Bertans,,71-56,,
2:23.0,,,71-58,2,K. Simmons makes 2-pt shot at rim
2:09.0,P. Mills makes 3-pt shot from 25 ft (assist by P. Gasol),3,74-58,,
2:00.0,,,74-60,2,M. Chalmers makes 2-pt shot from 11 ft
1:48.0,B. Forbes misses 2-pt shot from 5 ft,,74-60,,
1:44.0,,,74-60,,Defensive rebound by M. Chalmers
1:41.0,,,74-62,2,K. Simmons makes 2-pt shot at rim (assist by M. Chalmers)
1:16.0,K. Anderson makes 3-pt shot from 23 ft (assist by P. Gasol),3,77-62,,
1:05.0,,,77-62,,Offensive foul by M. Chalmers (drawn by P. Mills)
1:05.0,,,77-62,,Turnover by M. Chalmers (offensive foul)
1:05.0,,,77-62,,I. Rabb enters the game for M. Gasol
0:52.0,P. Mills misses 3-pt shot from 25 ft,,77-62,,
0:51.0,,,77-62,,Defensive rebound by M. Chalmers
0:41.0,,,77-64,2,M. Chalmers makes 2-pt shot from 5 ft
0:30.0,K. Anderson misses 2-pt shot from 1 ft (block by I. Rabb),,77-64,,
0:27.0,,,77-64,,Defensive rebound by M. Chalmers
0:25.0,,,77-64,,Turnover by D. Davis (out of bounds lost ball)
0:25.0,T. Parker enters the game for D. Murray,,77-64,,
0:03.0,K. Anderson misses 2-pt shot from 19 ft,,77-64,,
0:00.0,,,77-64,,Defensive rebound by K. Simmons
0:00.0,,,77-64,,K. Simmons misses 3-pt shot from 61 ft
0:00.0,,,77-64,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,77-64,,Turnover by K. Simmons (bad pass; steal by B. Forbes)
11:40.0,,,77-64,,Personal foul by B. McLemore (drawn by B. Forbes)
11:40.0,B. Forbes makes free throw 1 of 2,1,78-64,,
11:40.0,B. Forbes makes free throw 2 of 2,1,79-64,,
11:33.0,P. Gasol makes 2-pt shot at rim (assist by T. Parker),2,81-64,,
11:16.0,,,81-66,2,D. Davis makes 2-pt shot at rim (assist by M. Chalmers)
11:01.0,Turnover by P. Mills (bad pass; steal by K. Simmons),,81-66,,
10:55.0,,,81-68,2,M. Chalmers makes 2-pt shot at rim (assist by K. Simmons)
10:39.0,P. Gasol misses 2-pt shot from 20 ft,,81-68,,
10:35.0,,,81-68,,Defensive rebound by I. Rabb
10:30.0,,,81-68,,D. Brooks enters the game for B. McLemore
10:30.0,D. Green enters the game for B. Forbes,,81-68,,
10:24.0,,,81-68,,K. Simmons misses 2-pt shot from 20 ft
10:21.0,,,81-68,,Offensive rebound by I. Rabb
10:21.0,,,81-70,2,I. Rabb makes 2-pt shot at rim
10:00.0,P. Gasol misses 2-pt shot from 2 ft,,81-70,,
9:57.0,,,81-70,,Defensive rebound by D. Davis
9:54.0,D. Bertans enters the game for P. Mills,,81-70,,
9:49.0,,,81-70,,M. Chalmers misses 3-pt shot from 24 ft
9:45.0,Defensive rebound by P. Gasol,,81-70,,
9:40.0,T. Parker makes 2-pt shot from 5 ft,2,83-70,,
9:18.0,,,83-72,2,D. Brooks makes 2-pt shot at rim
8:58.0,Shooting foul by D. Davis (drawn by P. Gasol),,83-72,,
8:58.0,P. Gasol makes free throw 1 of 2,1,84-72,,
8:58.0,,,84-72,,W. Selden enters the game for K. Simmons
8:58.0,P. Gasol makes free throw 2 of 2,1,85-72,,
8:38.0,,,85-74,2,I. Rabb makes 2-pt shot from 18 ft (assist by M. Chalmers)
8:17.0,D. Bertans misses 2-pt shot from 13 ft,,85-74,,
8:15.0,,,85-74,,Defensive rebound by D. Brooks
7:58.0,,,85-76,2,D. Brooks makes 2-pt shot from 7 ft
7:56.0,San Antonio full timeout,,85-76,,
7:40.0,K. Anderson makes 2-pt shot at rim (assist by P. Gasol),2,87-76,,
7:30.0,,,87-76,,M. Chalmers misses 2-pt shot from 4 ft
7:28.0,Defensive rebound by P. Gasol,,87-76,,
7:11.0,T. Parker makes 2-pt shot from 1 ft,2,89-76,,
6:55.0,,,89-76,,W. Selden misses 2-pt shot from 7 ft
6:51.0,Defensive rebound by D. Green,,89-76,,
6:45.0,,,89-76,,Personal foul by D. Brooks (drawn by D. Bertans)
6:45.0,,,89-76,,M. Gasol enters the game for D. Davis
6:35.0,,,89-76,,Personal foul by I. Rabb (drawn by D. Bertans)
6:35.0,,,89-76,,A. Harrison enters the game for I. Rabb
6:27.0,T. Parker misses 2-pt shot from 12 ft,,89-76,,
6:24.0,,,89-76,,Defensive rebound by M. Chalmers
6:14.0,,,89-76,,D. Brooks misses 3-pt shot from 24 ft
6:10.0,Defensive rebound by P. Gasol,,89-76,,
6:07.0,,,89-76,,Personal foul by M. Chalmers (drawn by T. Parker)
6:07.0,T. Parker makes free throw 1 of 2,1,90-76,,
6:07.0,T. Parker makes free throw 2 of 2,1,91-76,,
6:00.0,,,91-78,2,D. Brooks makes 2-pt shot from 8 ft
5:48.0,T. Parker misses 2-pt shot from 20 ft,,91-78,,
5:46.0,,,91-78,,Defensive rebound by M. Gasol
5:31.0,,,91-78,,Memphis full timeout
5:31.0,J. Lauvergne enters the game for K. Anderson,,91-78,,
5:31.0,D. Murray enters the game for T. Parker,,91-78,,
5:31.0,P. Mills enters the game for P. Gasol,,91-78,,
5:23.0,,,91-78,,Turnover by Team (shot clock)
5:13.0,P. Mills makes 3-pt shot from 26 ft (assist by D. Bertans),3,94-78,,
5:00.0,,,94-78,,M. Gasol misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by D. Murray,,94-78,,
4:46.0,J. Lauvergne makes 2-pt shot from 1 ft (assist by P. Mills),2,96-78,,
4:29.0,,,96-78,,W. Selden misses 3-pt shot from 23 ft
4:27.0,Defensive rebound by D. Green,,96-78,,
4:15.0,P. Mills makes 3-pt shot from 26 ft (assist by D. Murray),3,99-78,,
