time,Brooklyn,pts.away,score,pts.home,Houston
1:14.0,,,22-40,,L. Mbah a Moute misses 3-pt shot from 22 ft
1:12.0,,,22-40,,Offensive rebound by T. Black
1:11.0,,,22-40,,Turnover by T. Black (out of bounds lost ball)
0:50.0,Q. Acy makes 2-pt shot from 15 ft (assist by S. Kilpatrick),2,24-40,,
0:43.0,,,24-43,3,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by P. Tucker)
0:35.0,I. Whitehead makes 2-pt shot at rim,2,26-43,,
0:28.0,,,26-43,,E. Gordon misses 3-pt shot from 24 ft
0:25.0,Defensive rebound by C. LeVert,,26-43,,
0:02.0,C. LeVert misses 3-pt shot from 25 ft,,26-43,,
0:02.0,,,26-43,,Defensive rebound by E. Gordon
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,C. LeVert makes 2-pt shot from 12 ft,2,28-43,,
11:21.0,,,28-43,,E. Gordon misses 3-pt shot from 23 ft
11:17.0,Defensive rebound by I. Whitehead,,28-43,,
11:13.0,C. LeVert misses 3-pt shot from 25 ft,,28-43,,
11:09.0,Offensive rebound by J. Allen,,28-43,,
11:00.0,Turnover by I. Whitehead (lost ball; steal by P. Tucker),,28-43,,
10:50.0,,,28-43,,T. Ariza misses 3-pt shot from 25 ft
10:47.0,Defensive rebound by J. Allen,,28-43,,
10:33.0,I. Whitehead makes 3-pt shot from 25 ft (assist by C. LeVert),3,31-43,,
10:25.0,,,31-43,,E. Gordon misses 3-pt shot from 22 ft
10:22.0,Defensive rebound by S. Kilpatrick,,31-43,,
10:10.0,S. Kilpatrick misses 3-pt shot from 26 ft,,31-43,,
10:07.0,,,31-43,,Defensive rebound by C. Paul
9:59.0,,,31-46,3,R. Anderson makes 3-pt shot from 25 ft (assist by C. Paul)
9:37.0,I. Whitehead misses 3-pt shot from 25 ft,,31-46,,
9:33.0,,,31-46,,Defensive rebound by P. Tucker
9:30.0,,,31-46,,E. Gordon misses 2-pt shot from 1 ft (block by T. Mozgov)
9:29.0,Defensive rebound by J. Allen,,31-46,,
9:27.0,Turnover by J. Allen (bad pass; steal by C. Paul),,31-46,,
9:24.0,,,31-48,2,E. Gordon makes 2-pt shot from 1 ft (assist by C. Paul)
9:14.0,,,31-48,,Personal foul by P. Tucker (drawn by S. Kilpatrick)
9:14.0,,,31-48,,C. Capela enters the game for P. Tucker
9:14.0,T. Booker enters the game for J. Allen,,31-48,,
9:08.0,Turnover by C. LeVert (out of bounds lost ball),,31-48,,
8:57.0,,,31-48,,C. Capela misses 2-pt shot at rim
8:56.0,Defensive rebound by T. Mozgov,,31-48,,
8:49.0,I. Whitehead makes 2-pt shot from 1 ft,2,33-48,,
8:49.0,Shooting foul by R. Anderson (drawn by I. Whitehead),,33-48,,
8:49.0,S. Dinwiddie enters the game for S. Kilpatrick,,33-48,,
8:49.0,I. Whitehead makes free throw 1 of 1,1,34-48,,
8:30.0,,,34-48,,T. Ariza misses 3-pt shot from 23 ft
8:26.0,Defensive rebound by T. Booker,,34-48,,
8:17.0,Turnover by I. Whitehead (bad pass; steal by C. Paul),,34-48,,
8:09.0,Personal foul by I. Whitehead (drawn by C. Paul),,34-48,,
8:04.0,,,34-48,,Turnover by E. Gordon (bad pass; steal by T. Booker)
7:53.0,C. LeVert misses 3-pt shot from 23 ft,,34-48,,
7:49.0,,,34-48,,Defensive rebound by E. Gordon
7:41.0,,,34-48,,Shooting foul by C. LeVert (drawn by C. Capela)
7:41.0,,,34-48,,C. Capela misses free throw 1 of 2
7:41.0,,,34-48,,Offensive rebound by Team
7:41.0,,,34-48,,J. Harden enters the game for E. Gordon
7:41.0,,,34-49,1,C. Capela makes free throw 2 of 2
7:19.0,C. LeVert makes 2-pt shot from 5 ft (assist by S. Dinwiddie),2,36-49,,
7:05.0,,,36-49,,T. Ariza misses 3-pt shot from 23 ft
7:05.0,Defensive rebound by I. Whitehead,,36-49,,
6:59.0,I. Whitehead misses 2-pt shot at rim (block by C. Capela),,36-49,,
6:55.0,,,36-49,,Defensive rebound by C. Paul
6:54.0,,,36-49,,Shooting foul by T. Mozgov (drawn by C. Capela)
6:54.0,,,36-49,,Houston full timeout
6:54.0,,,36-50,1,C. Capela makes free throw 1 of 2
6:54.0,,,36-51,1,C. Capela makes free throw 2 of 2
6:47.0,Turnover by I. Whitehead (bad pass),,36-51,,
6:38.0,,,36-54,3,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul)
6:22.0,Brooklyn full timeout,,36-54,,
6:22.0,J. Harris enters the game for I. Whitehead,,36-54,,
6:15.0,S. Dinwiddie makes 2-pt shot from 1 ft,2,38-54,,
5:59.0,,,38-54,,C. Capela misses 2-pt shot at rim (block by T. Mozgov)
5:54.0,,,38-54,,Offensive rebound by C. Capela
5:50.0,,,38-54,,C. Paul misses 3-pt shot from 24 ft
5:47.0,Defensive rebound by T. Mozgov,,38-54,,
5:41.0,T. Mozgov makes 2-pt shot at rim (assist by J. Harris),2,40-54,,
5:27.0,,,40-56,2,C. Capela makes 2-pt shot at rim (assist by C. Paul)
5:11.0,C. LeVert makes 2-pt shot from 1 ft (assist by T. Booker),2,42-56,,
5:03.0,,,42-56,,Turnover by T. Ariza (out of bounds lost ball)
5:03.0,,,42-56,,E. Gordon enters the game for C. Paul
5:03.0,,,42-56,,L. Mbah a Moute enters the game for R. Anderson
4:41.0,C. LeVert makes 2-pt shot from 9 ft (assist by S. Dinwiddie),2,44-56,,
4:31.0,Violation by S. Dinwiddie (kicked ball),,44-56,,
4:31.0,Q. Acy enters the game for T. Mozgov,,44-56,,
4:31.0,T. Zeller enters the game for T. Booker,,44-56,,
4:16.0,,,44-56,,T. Ariza misses 3-pt shot from 24 ft
4:14.0,Defensive rebound by C. LeVert,,44-56,,
4:05.0,C. LeVert makes 2-pt shot from 10 ft,2,46-56,,
3:52.0,,,46-58,2,C. Capela makes 2-pt shot from 1 ft (assist by E. Gordon)
3:43.0,J. Harris misses 3-pt shot from 25 ft,,46-58,,
3:39.0,,,46-58,,Defensive rebound by J. Harden
3:32.0,,,46-58,,L. Mbah a Moute misses 2-pt shot at rim (block by T. Zeller)
3:29.0,Defensive rebound by S. Dinwiddie,,46-58,,
3:27.0,C. LeVert makes 2-pt shot at rim (assist by S. Dinwiddie),2,48-58,,
3:08.0,,,48-58,,L. Mbah a Moute misses 3-pt shot from 23 ft
3:06.0,Defensive rebound by J. Harris,,48-58,,
2:50.0,S. Dinwiddie makes 3-pt shot from 25 ft (assist by T. Zeller),3,51-58,,
2:48.0,,,51-58,,Houston full timeout
2:48.0,,,51-58,,P. Tucker enters the game for C. Capela
2:37.0,,,51-61,3,J. Harden makes 3-pt shot from 25 ft
2:16.0,S. Dinwiddie misses 3-pt shot from 25 ft,,51-61,,
2:15.0,,,51-61,,Defensive rebound by Team
2:15.0,,,51-61,,C. Paul enters the game for T. Ariza
1:51.0,,,51-61,,J. Harden misses 2-pt shot at rim
1:49.0,Defensive rebound by Team,,51-61,,
1:32.0,C. LeVert misses 2-pt shot from 1 ft (block by J. Harden),,51-61,,
1:32.0,,,51-61,,Defensive rebound by Team
1:20.0,,,51-64,3,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul)
1:08.0,T. Zeller makes 2-pt shot from 6 ft (assist by C. LeVert),2,53-64,,
1:00.0,,,53-64,,E. Gordon misses 3-pt shot from 24 ft
0:57.0,Defensive rebound by Q. Acy,,53-64,,
0:49.0,S. Dinwiddie makes 2-pt shot from 1 ft (assist by T. Zeller),2,55-64,,
0:32.0,,,55-64,,E. Gordon misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by Q. Acy,,55-64,,
0:06.0,Turnover by Team (shot clock),,55-64,,
0:00.0,,,55-66,2,J. Harden makes 2-pt shot from 1 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,T. Booker makes 3-pt shot from 23 ft (assist by S. Dinwiddie),3,58-66,,
11:19.0,,,58-66,,Turnover by J. Harden (bad pass; steal by C. LeVert)
11:15.0,S. Dinwiddie makes 2-pt shot at rim (assist by T. Booker),2,60-66,,
10:59.0,,,60-69,3,R. Anderson makes 3-pt shot from 24 ft (assist by C. Paul)
10:59.0,,,60-69,,Shooting foul by T. Booker (drawn by R. Anderson)
10:59.0,,,60-69,,R. Anderson misses free throw 1 of 1
10:57.0,Defensive rebound by T. Booker,,60-69,,
10:46.0,T. Zeller makes 3-pt shot from 23 ft (assist by C. LeVert),3,63-69,,
10:29.0,,,63-69,,Turnover by R. Anderson (lost ball; steal by C. LeVert)
10:24.0,J. Harris makes 2-pt shot at rim (assist by S. Dinwiddie),2,65-69,,
10:09.0,,,65-71,2,C. Capela makes 2-pt shot from 1 ft (assist by R. Anderson)
9:53.0,,,65-71,,Personal foul by T. Ariza (drawn by C. LeVert)
9:46.0,T. Booker misses 2-pt shot from 4 ft,,65-71,,
9:43.0,,,65-71,,Defensive rebound by J. Harden
9:38.0,,,65-71,,Turnover by J. Harden (out of bounds lost ball)
9:15.0,J. Harris misses 2-pt shot from 4 ft,,65-71,,
9:08.0,Offensive rebound by T. Zeller,,65-71,,
9:08.0,T. Zeller makes 2-pt shot at rim,2,67-71,,
9:01.0,,,67-74,3,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden)
8:51.0,T. Zeller misses 2-pt shot from 5 ft,,67-74,,
8:49.0,,,67-74,,Defensive rebound by T. Ariza
8:40.0,,,67-76,2,T. Ariza makes 2-pt shot from 1 ft (assist by C. Paul)
8:20.0,J. Harris misses 3-pt shot from 25 ft,,67-76,,
8:18.0,Offensive rebound by Team,,67-76,,
8:18.0,,,67-76,,Personal foul by C. Capela (drawn by T. Booker)
7:59.0,C. LeVert misses 2-pt shot from 12 ft,,67-76,,
7:57.0,,,67-76,,Defensive rebound by T. Ariza
7:51.0,,,67-76,,Turnover by J. Harden (bad pass)
7:39.0,S. Dinwiddie misses 3-pt shot from 26 ft,,67-76,,
7:37.0,,,67-76,,Defensive rebound by Team
7:37.0,Loose ball foul by T. Zeller (drawn by T. Ariza),,67-76,,
7:28.0,,,67-76,,R. Anderson misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by T. Booker,,67-76,,
7:11.0,J. Harris misses 2-pt shot at rim (block by J. Harden),,67-76,,
7:09.0,,,67-76,,Defensive rebound by Team
7:00.0,,,67-78,2,C. Capela makes 2-pt shot from 1 ft (assist by C. Paul)
7:00.0,Brooklyn full timeout,,67-78,,
7:00.0,,,67-78,,E. Gordon enters the game for C. Paul
7:00.0,S. Kilpatrick enters the game for C. LeVert,,67-78,,
7:00.0,J. Allen enters the game for T. Zeller,,67-78,,
6:36.0,J. Harris misses 2-pt shot from 1 ft (block by C. Capela),,67-78,,
6:35.0,,,67-78,,Defensive rebound by T. Ariza
6:14.0,,,67-80,2,E. Gordon makes 2-pt shot from 1 ft (assist by J. Harden)
6:07.0,Shooting foul by E. Gordon (drawn by S. Kilpatrick),,67-80,,
6:07.0,S. Kilpatrick makes free throw 1 of 2,1,68-80,,
6:07.0,S. Kilpatrick makes free throw 2 of 2,1,69-80,,
5:58.0,,,69-80,,Turnover by C. Capela (traveling)
5:50.0,,,69-80,,Personal foul by T. Ariza (drawn by J. Harris)
5:50.0,,,69-80,,L. Mbah a Moute enters the game for T. Ariza
5:50.0,,,69-80,,P. Tucker enters the game for R. Anderson
5:48.0,S. Dinwiddie misses 2-pt shot from 1 ft,,69-80,,
5:46.0,,,69-80,,Defensive rebound by E. Gordon
5:37.0,Def 3 sec tech foul by J. Allen,,69-80,,
5:37.0,,,69-81,1,J. Harden makes technical free throw
5:25.0,,,69-81,,Shooting foul by J. Allen (drawn by L. Mbah a Moute)
5:25.0,,,69-82,1,L. Mbah a Moute makes free throw 1 of 2
5:25.0,,,69-83,1,L. Mbah a Moute makes free throw 2 of 2
5:16.0,S. Dinwiddie makes 2-pt shot at rim,2,71-83,,
5:16.0,Shooting foul by P. Tucker (drawn by S. Dinwiddie),,71-83,,
5:16.0,,,71-83,,T. Black enters the game for C. Capela
5:16.0,I. Whitehead enters the game for J. Harris,,71-83,,
5:16.0,S. Dinwiddie misses free throw 1 of 1,,71-83,,
5:13.0,Offensive rebound by J. Allen,,71-83,,
5:10.0,S. Kilpatrick misses 2-pt shot from 18 ft,,71-83,,
5:07.0,,,71-83,,Defensive rebound by J. Harden
5:00.0,,,71-83,,J. Harden misses 2-pt shot from 18 ft
4:55.0,,,71-83,,Offensive rebound by T. Black
4:51.0,,,71-83,,Turnover by T. Black (bad pass; steal by T. Booker)
4:31.0,Shooting foul by L. Mbah a Moute (drawn by S. Kilpatrick),,71-83,,
4:31.0,S. Kilpatrick makes free throw 1 of 2,1,72-83,,
4:31.0,S. Kilpatrick makes free throw 2 of 2,1,73-83,,
4:21.0,,,73-85,2,J. Harden makes 2-pt shot at rim
4:03.0,S. Kilpatrick misses 3-pt shot from 24 ft,,73-85,,
4:02.0,,,73-85,,Defensive rebound by Team
3:56.0,,,73-85,,E. Gordon misses 3-pt shot from 24 ft
3:52.0,Defensive rebound by J. Allen,,73-85,,
3:41.0,S. Dinwiddie misses 3-pt shot from 25 ft,,73-85,,
3:39.0,,,73-85,,Defensive rebound by J. Harden
3:34.0,,,73-85,,Shooting foul by J. Allen (drawn by J. Harden)
3:34.0,,,73-85,,J. Harden misses free throw 1 of 2
3:34.0,,,73-85,,Offensive rebound by Team
3:34.0,,,73-85,,C. Paul enters the game for E. Gordon
3:34.0,Q. Acy enters the game for T. Booker,,73-85,,
3:34.0,,,73-86,1,J. Harden makes free throw 2 of 2
3:11.0,Turnover by I. Whitehead (lost ball; steal by L. Mbah a Moute),,73-86,,
2:56.0,,,73-86,,J. Harden misses 3-pt shot from 25 ft
2:56.0,Defensive rebound by S. Kilpatrick,,73-86,,
2:56.0,S. Kilpatrick misses 3-pt shot from 24 ft,,73-86,,
2:56.0,,,73-86,,Defensive rebound by Team
2:56.0,,,73-86,,Houston full timeout
2:56.0,C. LeVert enters the game for S. Dinwiddie,,73-86,,
2:42.0,,,73-86,,Offensive charge foul by P. Tucker (drawn by S. Kilpatrick)
2:42.0,,,73-86,,Turnover by P. Tucker (offensive foul)
2:27.0,Q. Acy misses 2-pt shot from 7 ft,,73-86,,
2:25.0,,,73-86,,Defensive rebound by P. Tucker
2:18.0,,,73-88,2,J. Harden makes 2-pt shot from 1 ft
2:12.0,Turnover by C. LeVert (lost ball; steal by J. Harden),,73-88,,
2:12.0,Personal foul by C. LeVert (drawn by L. Mbah a Moute),,73-88,,
2:12.0,,,73-89,1,L. Mbah a Moute makes free throw 1 of 2
2:12.0,,,73-89,,L. Mbah a Moute misses free throw 2 of 2
2:12.0,Defensive rebound by Q. Acy,,73-89,,
2:04.0,Offensive charge foul by I. Whitehead (drawn by L. Mbah a Moute),,73-89,,
2:04.0,Turnover by I. Whitehead (offensive foul),,73-89,,
1:54.0,,,73-92,3,J. Harden makes 3-pt shot from 25 ft (assist by C. Paul)
1:33.0,I. Whitehead makes 2-pt shot from 17 ft,2,75-92,,
1:19.0,,,75-95,3,P. Tucker makes 3-pt shot from 25 ft (assist by C. Paul)
1:01.0,I. Whitehead makes 2-pt shot from 1 ft,2,77-95,,
0:40.0,,,77-95,,C. Paul misses 2-pt shot from 11 ft
0:38.0,,,77-95,,Offensive rebound by C. Paul
0:38.0,,,77-95,,Turnover by P. Tucker (traveling)
0:38.0,,,77-95,,E. Gordon enters the game for J. Harden
0:29.0,C. LeVert misses 3-pt shot from 25 ft,,77-95,,
0:26.0,Offensive rebound by Q. Acy,,77-95,,
0:26.0,Q. Acy makes 2-pt shot at rim,2,79-95,,
0:26.0,Shooting foul by E. Gordon (drawn by Q. Acy),,79-95,,
0:26.0,Q. Acy makes free throw 1 of 1,1,80-95,,
0:03.0,,,80-95,,P. Tucker misses 2-pt shot from 2 ft
0:02.0,,,80-95,,Offensive rebound by T. Black
0:02.0,,,80-95,,Shooting foul by C. LeVert (drawn by T. Black)
0:02.0,,,80-95,,T. Black misses free throw 1 of 2
0:02.0,,,80-95,,Offensive rebound by Team
0:02.0,,,80-96,1,T. Black makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,80-96,,C. Paul misses 2-pt shot from 21 ft
11:35.0,Defensive rebound by Team,,80-96,,
11:35.0,,,80-96,,Loose ball foul by T. Black (drawn by T. Mozgov)
11:20.0,S. Dinwiddie misses 2-pt shot from 4 ft,,80-96,,
11:20.0,,,80-96,,Defensive rebound by Team
11:02.0,,,80-98,2,E. Gordon makes 2-pt shot from 1 ft
10:44.0,S. Kilpatrick misses 3-pt shot from 24 ft,,80-98,,
10:41.0,,,80-98,,Defensive rebound by R. Anderson
10:29.0,,,80-100,2,T. Black makes 2-pt shot from 1 ft (assist by C. Paul)
10:29.0,,,80-100,,Shooting foul by I. Whitehead (drawn by T. Black)
10:29.0,,,80-100,,T. Black misses free throw 1 of 1
10:27.0,Defensive rebound by T. Mozgov,,80-100,,
10:21.0,S. Kilpatrick misses 2-pt shot from 1 ft,,80-100,,
10:21.0,Offensive rebound by T. Mozgov,,80-100,,
10:21.0,Shooting foul by T. Black (drawn by T. Mozgov),,80-100,,
10:21.0,T. Mozgov makes free throw 1 of 2,1,81-100,,
10:21.0,T. Mozgov misses free throw 2 of 2,,81-100,,
10:21.0,,,81-100,,Defensive rebound by T. Black
10:08.0,Def 3 sec tech foul by T. Mozgov,,81-100,,
10:08.0,,,81-101,1,C. Paul makes technical free throw
10:01.0,,,81-101,,E. Gordon misses 3-pt shot from 27 ft
10:01.0,Defensive rebound by S. Dinwiddie,,81-101,,
9:55.0,I. Whitehead makes 2-pt shot at rim (assist by S. Dinwiddie),2,83-101,,
9:48.0,,,83-101,,C. Paul misses 3-pt shot from 25 ft
9:48.0,Defensive rebound by J. Allen,,83-101,,
9:31.0,S. Kilpatrick makes 3-pt shot from 24 ft,3,86-101,,
9:04.0,,,86-104,3,R. Anderson makes 3-pt shot from 27 ft (assist by T. Black)
8:38.0,I. Whitehead misses 3-pt shot from 24 ft,,86-104,,
8:36.0,,,86-104,,Defensive rebound by T. Ariza
8:24.0,,,86-106,2,R. Anderson makes 2-pt shot from 14 ft (assist by C. Paul)
8:04.0,I. Whitehead makes 2-pt shot from 2 ft,2,88-106,,
7:52.0,,,88-106,,T. Black misses 2-pt shot from 4 ft
7:50.0,,,88-106,,Offensive rebound by C. Paul
7:49.0,,,88-106,,C. Paul misses 2-pt shot from 10 ft
7:47.0,Defensive rebound by J. Allen,,88-106,,
7:40.0,Turnover by T. Mozgov (traveling),,88-106,,
7:40.0,,,88-106,,C. Capela enters the game for T. Black
7:40.0,Q. Acy enters the game for J. Allen,,88-106,,
7:40.0,,,88-106,,J. Harden enters the game for C. Paul
7:32.0,Personal foul by I. Whitehead (drawn by C. Capela),,88-106,,
7:20.0,,,88-109,2,T. Ariza makes 3-pt shot from 22 ft (assist by J. Harden)
6:59.0,S. Kilpatrick misses 3-pt shot from 25 ft,,88-109,,
6:56.0,,,88-109,,Defensive rebound by C. Capela
6:49.0,,,88-109,,J. Harden misses 3-pt shot from 26 ft
6:46.0,Defensive rebound by S. Kilpatrick,,88-109,,
6:33.0,S. Dinwiddie misses 3-pt shot from 25 ft,,88-109,,
6:29.0,,,88-109,,Defensive rebound by C. Capela
6:10.0,,,88-109,,J. Harden misses 3-pt shot from 25 ft
6:09.0,Defensive rebound by Team,,88-109,,
6:09.0,,,88-109,,Houston full timeout
6:09.0,J. Harris enters the game for S. Dinwiddie,,88-109,,
5:59.0,Q. Acy misses 3-pt shot from 23 ft,,88-109,,
5:58.0,,,88-109,,Defensive rebound by T. Ariza
5:38.0,,,88-109,,C. Capela misses 2-pt shot from 5 ft
5:37.0,Defensive rebound by S. Kilpatrick,,88-109,,
5:27.0,Shooting foul by C. Capela (drawn by Q. Acy),,88-109,,
5:27.0,Q. Acy makes free throw 1 of 2,1,89-109,,
5:27.0,,,89-109,,P. Tucker enters the game for T. Ariza
5:27.0,,,89-109,,L. Mbah a Moute enters the game for R. Anderson
5:27.0,Q. Acy makes free throw 2 of 2,1,90-109,,
5:15.0,,,90-111,2,C. Capela makes 2-pt shot at rim
5:15.0,,,90-111,,Shooting foul by J. Harris (drawn by C. Capela)
5:15.0,,,90-112,1,C. Capela makes free throw 1 of 1
4:58.0,I. Whitehead misses 3-pt shot from 25 ft,,90-112,,
4:56.0,,,90-112,,Defensive rebound by J. Harden
4:37.0,,,90-112,,C. Capela misses 2-pt shot from 2 ft
4:35.0,Defensive rebound by T. Mozgov,,90-112,,
4:16.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by I. Whitehead),3,93-112,,
3:52.0,,,93-112,,E. Gordon misses 3-pt shot from 26 ft
3:51.0,Defensive rebound by J. Harris,,93-112,,
