time,Golden State,pts.away,score,pts.home,San Antonio
4:37.0,,,12-12,,Shooting foul by K. Durant (drawn by L. Aldridge)
4:37.0,K. Looney enters the game for J. McGee,,12-12,,
4:37.0,,,12-13,1,L. Aldridge makes free throw 1 of 1
4:19.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,14-13,,
3:58.0,,,14-15,2,P. Mills makes 2-pt shot from 1 ft
3:51.0,Golden State full timeout,,14-15,,
3:51.0,,,14-15,,P. Gasol enters the game for R. Gay
3:51.0,S. Livingston enters the game for A. Iguodala,,14-15,,
3:51.0,D. West enters the game for D. Green,,14-15,,
3:45.0,Shooting foul by P. Gasol (drawn by K. Durant),,14-15,,
3:45.0,K. Durant makes free throw 1 of 2,1,15-15,,
3:45.0,Q. Cook enters the game for K. Thompson,,15-15,,
3:45.0,K. Durant makes free throw 2 of 2,1,16-15,,
3:32.0,,,16-15,,Turnover by P. Gasol (lost ball; steal by D. West)
3:32.0,,,16-15,,Personal foul by P. Gasol (drawn by D. West)
3:32.0,,,16-15,,T. Parker enters the game for P. Mills
3:25.0,Q. Cook misses 3-pt shot from 23 ft,,16-15,,
3:22.0,,,16-15,,Defensive rebound by P. Gasol
3:09.0,,,16-17,2,K. Anderson makes 2-pt shot from 8 ft
2:52.0,S. Livingston makes 2-pt shot from 10 ft (assist by D. West),2,18-17,,
2:29.0,,,18-19,2,P. Gasol makes 2-pt shot from 12 ft
2:19.0,K. Durant makes 2-pt shot from 16 ft,2,20-19,,
2:07.0,,,20-19,,T. Parker misses 2-pt shot from 18 ft
2:07.0,Defensive rebound by D. West,,20-19,,
1:55.0,D. West misses 2-pt shot from 19 ft,,20-19,,
1:50.0,,,20-19,,Defensive rebound by P. Gasol
1:41.0,,,20-19,,M. Ginobili misses 3-pt shot from 24 ft
1:37.0,Defensive rebound by Q. Cook,,20-19,,
1:25.0,Shooting foul by M. Ginobili (drawn by S. Livingston),,20-19,,
1:25.0,S. Livingston makes free throw 1 of 2,1,21-19,,
1:25.0,,,21-19,,D. Bertans enters the game for L. Aldridge
1:25.0,S. Livingston makes free throw 2 of 2,1,22-19,,
1:08.0,,,22-21,2,T. Parker makes 2-pt shot from 19 ft (assist by D. Bertans)
0:57.0,K. Durant misses 3-pt shot from 25 ft,,22-21,,
0:52.0,,,22-21,,Defensive rebound by T. Parker
0:52.0,,,22-23,2,K. Anderson makes 2-pt shot from 1 ft (assist by T. Parker)
0:41.0,D. West makes 2-pt shot at rim (assist by S. Livingston),2,24-23,,
0:20.0,,,24-23,,P. Gasol misses 3-pt shot from 24 ft
0:20.0,Defensive rebound by K. Looney,,24-23,,
0:04.0,K. Durant makes 2-pt shot from 15 ft,2,26-23,,
0:00.0,,,26-23,,K. Anderson misses 3-pt shot from 49 ft
0:00.0,,,26-23,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,K. Thompson misses 3-pt shot from 23 ft (block by P. Gasol),,26-23,,
11:34.0,,,26-23,,Defensive rebound by R. Gay
11:30.0,,,26-23,,Shooting foul by Q. Cook (drawn by T. Parker)
11:30.0,,,26-23,,T. Parker misses free throw 1 of 2
11:30.0,,,26-23,,Offensive rebound by Team
11:30.0,,,26-24,1,T. Parker makes free throw 2 of 2
11:20.0,S. Livingston makes 2-pt shot from 13 ft (assist by D. Green),2,28-24,,
11:08.0,,,28-24,,Shooting foul by D. Green (drawn by T. Parker)
11:08.0,,,28-25,1,T. Parker makes free throw 1 of 2
11:08.0,,,28-25,,D. Green enters the game for M. Ginobili
11:08.0,,,28-26,1,T. Parker makes free throw 2 of 2
10:53.0,K. Thompson misses 2-pt shot from 15 ft,,28-26,,
10:50.0,,,28-26,,Defensive rebound by D. Green
10:43.0,,,28-26,,D. Green misses 2-pt shot from 19 ft
10:40.0,Defensive rebound by Q. Cook,,28-26,,
10:35.0,S. Livingston misses 2-pt shot from 13 ft,,28-26,,
10:31.0,,,28-26,,Defensive rebound by P. Gasol
10:21.0,,,28-26,,R. Gay misses 2-pt shot from 18 ft
10:18.0,Defensive rebound by S. Livingston,,28-26,,
10:13.0,Q. Cook makes 2-pt shot from 1 ft,2,30-26,,
10:04.0,,,30-28,2,T. Parker makes 2-pt shot from 15 ft
10:04.0,,,30-28,,Shooting foul by Q. Cook (drawn by T. Parker)
10:04.0,,,30-29,1,T. Parker makes free throw 1 of 1
9:54.0,Q. Cook misses 2-pt shot from 16 ft,,30-29,,
9:51.0,,,30-29,,Defensive rebound by P. Gasol
9:40.0,,,30-29,,Turnover by T. Parker (bad pass; steal by D. Green)
9:36.0,S. Livingston makes 2-pt shot at rim (assist by D. Green),2,32-29,,
9:20.0,,,32-31,2,T. Parker makes 2-pt shot from 2 ft
9:07.0,,,32-31,,Personal foul by D. Bertans (drawn by D. Green)
8:53.0,D. West misses 3-pt shot from 26 ft,,32-31,,
8:49.0,,,32-31,,Defensive rebound by R. Gay
8:33.0,,,32-31,,P. Gasol misses 3-pt shot from 26 ft
8:32.0,,,32-31,,Offensive rebound by Team
8:22.0,,,32-31,,T. Parker misses 2-pt shot from 1 ft
8:21.0,Defensive rebound by D. West,,32-31,,
8:17.0,Turnover by S. Livingston (traveling),,32-31,,
8:04.0,,,32-31,,T. Parker misses 2-pt shot from 20 ft
8:01.0,Defensive rebound by S. Livingston,,32-31,,
7:47.0,Turnover by Q. Cook (bad pass; steal by R. Gay),,32-31,,
7:44.0,,,32-31,,P. Mills enters the game for T. Parker
7:44.0,,,32-31,,L. Aldridge enters the game for P. Gasol
7:44.0,K. Durant enters the game for Q. Cook,,32-31,,
7:26.0,,,32-33,2,D. Green makes 2-pt shot from 3 ft (assist by L. Aldridge)
7:13.0,S. Livingston misses 2-pt shot from 1 ft (block by D. Green),,32-33,,
7:13.0,,,32-33,,Defensive rebound by Team
7:13.0,J. McGee enters the game for D. West,,32-33,,
7:13.0,A. Iguodala enters the game for S. Livingston,,32-33,,
6:56.0,,,32-35,2,R. Gay makes 2-pt shot at rim
6:51.0,K. Thompson misses 3-pt shot from 26 ft,,32-35,,
6:51.0,,,32-35,,Defensive rebound by Team
6:49.0,,,32-35,,San Antonio full timeout
6:49.0,,,32-35,,K. Anderson enters the game for D. Bertans
6:38.0,,,32-37,2,P. Mills makes 2-pt shot from 21 ft
6:19.0,J. McGee makes 2-pt shot from 1 ft (assist by K. Thompson),2,34-37,,
5:54.0,,,34-39,2,R. Gay makes 2-pt shot from 3 ft (assist by K. Anderson)
5:44.0,,,34-39,,Personal foul by R. Gay (drawn by D. Green)
5:44.0,K. Looney enters the game for J. McGee,,34-39,,
5:32.0,A. Iguodala makes 2-pt shot from 8 ft,2,36-39,,
5:10.0,,,36-39,,D. Green misses 2-pt shot from 17 ft
5:07.0,Defensive rebound by K. Durant,,36-39,,
5:05.0,K. Durant makes 2-pt shot from 9 ft,2,38-39,,
5:05.0,,,38-39,,Violation by D. Green (def goaltending)
5:05.0,Shooting foul by R. Gay (drawn by K. Durant),,38-39,,
5:05.0,K. Durant makes free throw 1 of 1,1,39-39,,
4:52.0,,,39-39,,Turnover by P. Mills (lost ball; steal by K. Looney)
4:49.0,,,39-39,,Personal foul by P. Mills (drawn by A. Iguodala)
4:49.0,,,39-39,,M. Ginobili enters the game for D. Green
4:38.0,Turnover by K. Durant (bad pass; steal by M. Ginobili),,39-39,,
4:27.0,Personal foul by K. Durant (drawn by L. Aldridge),,39-39,,
4:18.0,,,39-39,,K. Anderson misses 3-pt shot from 22 ft
4:15.0,Defensive rebound by A. Iguodala,,39-39,,
4:10.0,,,39-39,,Personal foul by K. Anderson (drawn by K. Durant)
4:10.0,K. Durant makes free throw 1 of 2,1,40-39,,
4:10.0,,,40-39,,San Antonio full timeout
4:10.0,,,40-39,,P. Gasol enters the game for R. Gay
4:10.0,K. Durant makes free throw 2 of 2,1,41-39,,
3:54.0,,,41-39,,Shooting foul by D. Green (drawn by L. Aldridge)
3:54.0,,,41-40,1,L. Aldridge makes free throw 1 of 2
3:54.0,,,41-41,1,L. Aldridge makes free throw 2 of 2
3:42.0,D. Green makes 2-pt shot from 1 ft (assist by K. Durant),2,43-41,,
3:28.0,,,43-41,,P. Mills misses 3-pt shot from 24 ft
3:25.0,Defensive rebound by K. Durant,,43-41,,
3:19.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green),2,45-41,,
3:01.0,,,45-41,,M. Ginobili misses 2-pt shot from 2 ft (block by K. Looney)
2:57.0,Defensive rebound by K. Looney,,45-41,,
2:55.0,K. Thompson misses 3-pt shot from 23 ft,,45-41,,
2:52.0,,,45-41,,Defensive rebound by P. Gasol
2:49.0,,,45-43,2,P. Gasol makes 2-pt shot at rim (assist by K. Anderson)
2:24.0,K. Looney misses 2-pt shot at rim,,45-43,,
2:22.0,,,45-43,,Defensive rebound by M. Ginobili
2:15.0,,,45-43,,L. Aldridge misses 2-pt shot at rim
2:11.0,Defensive rebound by K. Durant,,45-43,,
2:09.0,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant),3,48-43,,
1:40.0,,,48-43,,Turnover by Team (shot clock)
1:40.0,,,48-43,,D. Bertans enters the game for K. Anderson
1:40.0,,,48-43,,R. Gay enters the game for P. Gasol
1:29.0,Shooting foul by D. Bertans (drawn by K. Durant),,48-43,,
1:29.0,K. Durant makes free throw 1 of 2,1,49-43,,
1:29.0,K. Durant makes free throw 2 of 2,1,50-43,,
1:15.0,,,50-43,,Turnover by M. Ginobili (lost ball; steal by K. Looney)
1:05.0,K. Durant misses 3-pt shot from 25 ft (block by M. Ginobili),,50-43,,
1:00.0,,,50-43,,Defensive rebound by D. Bertans
0:57.0,,,50-43,,D. Bertans misses 3-pt shot from 22 ft
0:55.0,,,50-43,,Offensive rebound by R. Gay
0:54.0,,,50-43,,M. Ginobili misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by D. Green,,50-43,,
0:36.0,K. Looney makes 2-pt shot from 1 ft (assist by K. Durant),2,52-43,,
0:27.0,,,52-43,,R. Gay misses 2-pt shot at rim (block by D. Green)
0:27.0,,,52-43,,Offensive rebound by Team
0:27.0,S. Livingston enters the game for D. Green,,52-43,,
0:27.0,D. West enters the game for K. Durant,,52-43,,
0:15.0,,,52-46,3,R. Gay makes 3-pt shot from 26 ft (assist by P. Mills)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,K. Durant makes 2-pt shot from 15 ft (assist by A. Iguodala),2,54-46,,
11:19.0,,,54-48,2,L. Aldridge makes 2-pt shot from 11 ft
10:59.0,D. Green misses 3-pt shot from 24 ft,,54-48,,
10:56.0,,,54-48,,Defensive rebound by R. Gay
10:40.0,,,54-48,,D. Murray misses 2-pt shot from 9 ft (block by D. Green)
10:36.0,Defensive rebound by J. McGee,,54-48,,
10:29.0,A. Iguodala misses 3-pt shot from 26 ft,,54-48,,
10:23.0,,,54-48,,Defensive rebound by R. Gay
10:09.0,,,54-48,,Shooting foul by K. Durant (drawn by L. Aldridge)
10:09.0,,,54-49,1,L. Aldridge makes free throw 1 of 2
10:09.0,,,54-50,1,L. Aldridge makes free throw 2 of 2
9:51.0,Shooting foul by D. Murray (drawn by A. Iguodala),,54-50,,
9:51.0,A. Iguodala misses free throw 1 of 2,,54-50,,
9:51.0,Offensive rebound by Team,,54-50,,
9:51.0,A. Iguodala makes free throw 2 of 2,1,55-50,,
9:28.0,,,55-50,,D. Murray misses 2-pt shot from 14 ft
9:25.0,,,55-50,,Offensive rebound by D. Murray
9:22.0,,,55-50,,R. Gay misses 3-pt shot from 26 ft
9:17.0,Defensive rebound by K. Thompson,,55-50,,
9:03.0,A. Iguodala misses 3-pt shot from 23 ft,,55-50,,
9:01.0,,,55-50,,Defensive rebound by L. Aldridge
8:54.0,,,55-53,3,P. Mills makes 3-pt shot from 24 ft
8:53.0,Golden State full timeout,,55-53,,
8:40.0,,,55-53,,Personal foul by P. Mills (drawn by D. Green)
8:33.0,A. Iguodala makes 3-pt shot from 25 ft (assist by K. Durant),3,58-53,,
8:11.0,,,58-56,3,D. Green makes 3-pt shot from 25 ft (assist by P. Mills)
7:53.0,D. Green makes 3-pt shot from 24 ft,3,61-56,,
7:42.0,Personal foul by K. Thompson (drawn by P. Mills),,61-56,,
7:32.0,,,61-56,,R. Gay misses 3-pt shot from 22 ft
7:28.0,Defensive rebound by D. Green,,61-56,,
7:18.0,K. Durant makes 2-pt shot from 16 ft,2,63-56,,
6:56.0,,,63-56,,R. Gay misses 3-pt shot from 22 ft
6:53.0,Defensive rebound by J. McGee,,63-56,,
6:40.0,D. Green misses 3-pt shot from 23 ft,,63-56,,
6:38.0,,,63-56,,Defensive rebound by D. Green
6:35.0,,,63-56,,D. Green misses 3-pt shot from 28 ft
6:29.0,,,63-56,,Offensive rebound by D. Green
6:28.0,,,63-58,2,D. Green makes 2-pt shot from 6 ft
6:14.0,J. McGee makes 2-pt shot at rim (assist by K. Durant),2,65-58,,
5:55.0,,,65-61,3,D. Murray makes 3-pt shot from 23 ft (assist by L. Aldridge)
5:41.0,A. Iguodala makes 2-pt shot from 2 ft (assist by J. McGee),2,67-61,,
5:27.0,,,67-61,,L. Aldridge misses 2-pt shot from 1 ft (block by D. Green)
5:27.0,,,67-61,,Offensive rebound by Team
5:26.0,,,67-61,,B. Forbes enters the game for D. Murray
5:26.0,K. Looney enters the game for J. McGee,,67-61,,
5:23.0,,,67-61,,R. Gay misses 3-pt shot from 25 ft
5:20.0,Defensive rebound by A. Iguodala,,67-61,,
5:11.0,K. Durant misses 2-pt shot from 15 ft (block by P. Mills),,67-61,,
5:07.0,,,67-61,,Defensive rebound by L. Aldridge
5:04.0,,,67-61,,P. Mills misses 3-pt shot from 22 ft
5:01.0,Defensive rebound by Team,,67-61,,
5:01.0,,,67-61,,Loose ball foul by R. Gay (drawn by D. Green)
5:01.0,,,67-61,,M. Ginobili enters the game for D. Green
5:01.0,,,67-61,,D. Bertans enters the game for R. Gay
4:50.0,K. Thompson makes 3-pt shot from 25 ft (assist by A. Iguodala),3,70-61,,
4:45.0,,,70-61,,San Antonio full timeout
4:45.0,S. Livingston enters the game for A. Iguodala,,70-61,,
4:26.0,,,70-61,,P. Mills misses 3-pt shot from 25 ft
4:22.0,,,70-61,,Offensive rebound by L. Aldridge
4:22.0,,,70-61,,L. Aldridge misses 2-pt shot at rim
4:20.0,,,70-61,,Offensive rebound by L. Aldridge
4:20.0,,,70-63,2,L. Aldridge makes 2-pt shot at rim
4:05.0,K. Thompson makes 2-pt shot from 14 ft,2,72-63,,
3:49.0,,,72-63,,M. Ginobili misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by D. Green,,72-63,,
3:40.0,K. Durant makes 3-pt shot from 26 ft,3,75-63,,
3:26.0,,,75-63,,Shooting foul by K. Looney (drawn by L. Aldridge)
3:26.0,,,75-64,1,L. Aldridge makes free throw 1 of 2
3:26.0,,,75-64,,K. Anderson enters the game for P. Mills
3:26.0,,,75-64,,T. Parker enters the game for B. Forbes
3:26.0,D. West enters the game for K. Thompson,,75-64,,
3:26.0,Q. Cook enters the game for D. Green,,75-64,,
3:26.0,,,75-64,,L. Aldridge misses free throw 2 of 2
3:18.0,Defensive rebound by K. Durant,,75-64,,
3:06.0,Q. Cook makes 2-pt shot from 15 ft,2,77-64,,
2:47.0,,,77-66,2,T. Parker makes 2-pt shot from 1 ft
2:47.0,Violation by D. West (def goaltending),,77-66,,
2:32.0,Shooting foul by M. Ginobili (drawn by S. Livingston),,77-66,,
2:32.0,S. Livingston makes free throw 1 of 2,1,78-66,,
2:32.0,,,78-66,,P. Gasol enters the game for D. Bertans
2:32.0,S. Livingston makes free throw 2 of 2,1,79-66,,
2:19.0,,,79-66,,Turnover by P. Gasol (bad pass)
2:09.0,Turnover by K. Durant (bad pass; steal by K. Anderson),,79-66,,
2:03.0,,,79-66,,T. Parker misses 2-pt shot from 12 ft
2:00.0,Defensive rebound by K. Durant,,79-66,,
1:57.0,K. Durant misses 3-pt shot from 26 ft,,79-66,,
1:56.0,Offensive rebound by Team,,79-66,,
1:56.0,,,79-66,,Loose ball foul by M. Ginobili (drawn by S. Livingston)
1:56.0,S. Livingston makes free throw 1 of 2,1,80-66,,
1:56.0,S. Livingston makes free throw 2 of 2,1,81-66,,
1:32.0,,,81-68,2,T. Parker makes 2-pt shot from 14 ft (assist by L. Aldridge)
1:11.0,S. Livingston misses 2-pt shot from 12 ft,,81-68,,
1:08.0,,,81-68,,Defensive rebound by P. Gasol
0:56.0,,,81-68,,T. Parker misses 3-pt shot from 25 ft
0:52.0,,,81-68,,Offensive rebound by M. Ginobili
0:52.0,Personal block foul by K. Looney (drawn by M. Ginobili),,81-68,,
0:52.0,K. Thompson enters the game for K. Durant,,81-68,,
0:43.0,,,81-68,,K. Anderson misses 2-pt shot from 9 ft
0:41.0,Defensive rebound by K. Thompson,,81-68,,
0:36.0,Q. Cook makes 3-pt shot from 25 ft,3,84-68,,
0:26.0,,,84-70,2,T. Parker makes 2-pt shot at rim
0:06.0,Turnover by K. Thompson (lost ball; steal by M. Ginobili),,84-70,,
0:01.0,,,84-72,2,P. Gasol makes 2-pt shot from 1 ft (assist by T. Parker)
0:00.0,S. Livingston misses 3-pt shot from 64 ft,,84-72,,
0:00.0,Offensive rebound by Team,,84-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,,,84-72,,D. Bertans misses 3-pt shot from 24 ft
11:41.0,Defensive rebound by Team,,84-72,,
11:41.0,,,84-72,,Loose ball foul by P. Gasol (drawn by D. West)
11:27.0,D. Green misses 2-pt shot from 1 ft,,84-72,,
11:26.0,Offensive rebound by Team,,84-72,,
11:20.0,S. Livingston misses 2-pt shot at rim,,84-72,,
11:17.0,Offensive rebound by D. Green,,84-72,,
11:16.0,Turnover by D. Green (lost ball; steal by T. Parker),,84-72,,
11:11.0,,,84-72,,M. Ginobili misses 3-pt shot from 26 ft
11:09.0,,,84-72,,Offensive rebound by K. Anderson
11:01.0,,,84-72,,Shooting foul by D. West (drawn by D. Bertans)
11:01.0,,,84-73,1,D. Bertans makes free throw 1 of 2
11:01.0,,,84-73,,P. Mills enters the game for M. Ginobili
11:01.0,,,84-74,1,D. Bertans makes free throw 2 of 2
10:44.0,K. Thompson misses 2-pt shot from 8 ft,,84-74,,
10:42.0,,,84-74,,Defensive rebound by D. Bertans
10:19.0,,,84-74,,K. Anderson misses 2-pt shot from 7 ft (block by D. West)
10:10.0,,,84-74,,Offensive rebound by K. Anderson
10:09.0,,,84-76,2,K. Anderson makes 2-pt shot from 1 ft
10:09.0,,,84-76,,Personal foul by K. Anderson (drawn by S. Livingston)
9:59.0,Q. Cook misses 3-pt shot from 26 ft,,84-76,,
9:57.0,Offensive rebound by Team,,84-76,,
9:57.0,,,84-76,,Personal foul by D. Bertans (drawn by D. West)
9:49.0,Q. Cook misses 3-pt shot from 23 ft,,84-76,,
9:44.0,Offensive rebound by D. Green,,84-76,,
9:42.0,K. Thompson misses 2-pt shot from 17 ft,,84-76,,
9:39.0,Offensive rebound by D. West,,84-76,,
9:38.0,K. Thompson makes 3-pt shot from 25 ft (assist by D. West),3,87-76,,
9:21.0,Jump ball: P. Mills vs. Q. Cook (D. West gains possession),,,,Jump ball: P. Mills vs. Q. Cook (D. West gains possession)
9:21.0,,,87-76,,Turnover by P. Mills (turnover; steal by Q. Cook)
9:17.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. West),2,89-76,,
8:57.0,Personal foul by K. Thompson (drawn by P. Gasol),,89-76,,
8:57.0,,,89-76,,R. Gay enters the game for D. Bertans
8:46.0,,,89-76,,Shooting foul by S. Livingston (drawn by R. Gay)
8:46.0,,,89-77,1,R. Gay makes free throw 1 of 2
8:46.0,,,89-77,,L. Aldridge enters the game for K. Anderson
8:46.0,,,89-77,,R. Gay misses free throw 2 of 2
8:43.0,Defensive rebound by K. Thompson,,89-77,,
8:30.0,D. Green makes 3-pt shot from 25 ft (assist by Q. Cook),3,92-77,,
8:11.0,K. Durant enters the game for K. Thompson,,92-77,,
8:07.0,,,92-77,,P. Mills misses 3-pt shot from 26 ft
8:03.0,Defensive rebound by S. Livingston,,92-77,,
7:47.0,D. Green misses 3-pt shot from 25 ft,,92-77,,
7:43.0,,,92-77,,Defensive rebound by P. Gasol
7:31.0,,,92-77,,T. Parker misses 3-pt shot from 23 ft
7:27.0,Defensive rebound by K. Durant,,92-77,,
7:08.0,S. Livingston makes 2-pt shot from 16 ft (assist by D. Green),2,94-77,,
6:48.0,,,94-77,,R. Gay misses 2-pt shot from 5 ft
6:46.0,Defensive rebound by D. West,,94-77,,
6:41.0,,,94-77,,Personal foul by R. Gay (drawn by K. Durant)
6:41.0,,,94-77,,San Antonio full timeout
6:41.0,,,94-77,,B. Forbes enters the game for T. Parker
6:41.0,,,94-77,,D. Bertans enters the game for P. Gasol
6:41.0,A. Iguodala enters the game for D. West,,94-77,,
6:41.0,K. Thompson enters the game for Q. Cook,,94-77,,
6:41.0,K. Looney enters the game for S. Livingston,,94-77,,
6:31.0,K. Looney makes 2-pt shot from 1 ft (assist by A. Iguodala),2,96-77,,
6:10.0,,,96-79,2,P. Mills makes 2-pt shot at rim
6:04.0,Turnover by D. Green (bad pass),,96-79,,
5:51.0,,,96-81,2,L. Aldridge makes 2-pt shot at rim (assist by R. Gay)
5:27.0,K. Durant makes 2-pt shot from 12 ft,2,98-81,,
5:05.0,,,98-81,,B. Forbes misses 3-pt shot from 24 ft
5:02.0,,,98-81,,Offensive rebound by L. Aldridge
4:59.0,,,98-81,,B. Forbes misses 2-pt shot from 3 ft
4:57.0,Defensive rebound by A. Iguodala,,98-81,,
4:50.0,Golden State full timeout,,98-81,,
4:38.0,Turnover by K. Durant (lost ball; steal by P. Mills),,98-81,,
4:36.0,,,98-83,2,P. Mills makes 2-pt shot from 1 ft
4:36.0,Golden State full timeout,,98-83,,
4:36.0,S. Livingston enters the game for K. Durant,,98-83,,
4:16.0,D. Green misses 2-pt shot from 17 ft,,98-83,,
4:13.0,,,98-83,,Defensive rebound by P. Mills
4:05.0,,,98-83,,Turnover by P. Mills (bad pass; steal by S. Livingston)
4:04.0,,,98-83,,Personal block foul by P. Mills (drawn by S. Livingston)
4:04.0,S. Livingston makes free throw 1 of 2,1,99-83,,
4:04.0,S. Livingston makes free throw 2 of 2,1,100-83,,
4:03.0,Personal take foul by A. Iguodala (drawn by P. Mills),,100-83,,
4:03.0,Q. Cook enters the game for S. Livingston,,100-83,,
3:53.0,,,100-83,,Turnover by L. Aldridge (lost ball; steal by D. Green)
3:40.0,K. Thompson misses 2-pt shot from 19 ft,,100-83,,
3:36.0,,,100-83,,Defensive rebound by L. Aldridge
3:23.0,,,100-85,2,L. Aldridge makes 2-pt shot at rim (assist by D. Bertans)
3:01.0,A. Iguodala misses 3-pt shot from 25 ft,,100-85,,
2:59.0,,,100-85,,Defensive rebound by D. Bertans
2:54.0,,,100-85,,P. Mills misses 2-pt shot from 1 ft
2:52.0,Defensive rebound by Q. Cook,,100-85,,
2:33.0,Q. Cook makes 3-pt shot from 25 ft (assist by D. Green),3,103-85,,
2:32.0,,,103-85,,San Antonio full timeout
2:32.0,,,103-85,,D. White enters the game for P. Mills
2:32.0,,,103-85,,B. Paul enters the game for L. Aldridge
2:32.0,,,103-85,,D. Murray enters the game for R. Gay
2:32.0,N. Young enters the game for A. Iguodala,,103-85,,
2:32.0,J. Bell enters the game for K. Thompson,,103-85,,
2:32.0,D. Jones enters the game for D. Green,,103-85,,
2:25.0,,,103-88,3,D. Bertans makes 3-pt shot from 27 ft (assist by D. Murray)
2:02.0,D. Jones makes 2-pt shot at rim (assist by K. Looney),2,105-88,,
2:02.0,Shooting foul by B. Forbes (drawn by D. Jones),,105-88,,
2:02.0,D. Jones misses free throw 1 of 1,,105-88,,
1:52.0,,,105-88,,Defensive rebound by D. Murray
