time,Sacramento,pts.away,score,pts.home,New Orleans
1:14.0,F. Mason makes 2-pt shot from 20 ft,2,22-25,,
1:06.0,,,22-25,,Turnover by J. Nelson (bad pass)
0:46.0,V. Carter misses 3-pt shot from 26 ft,,22-25,,
0:42.0,,,22-25,,Defensive rebound by D. Miller
0:36.0,,,22-25,,Turnover by J. Nelson (bad pass; steal by B. Bogdanovic)
0:33.0,B. Bogdanovic makes 2-pt shot at rim,2,24-25,,
0:26.0,,,24-25,,E. Moore misses 2-pt shot from 7 ft
0:21.0,Defensive rebound by F. Mason,,24-25,,
0:20.0,Turnover by F. Mason (lost ball; steal by E. Moore),,24-25,,
0:01.0,,,24-25,,J. Nelson misses 2-pt shot from 16 ft
0:01.0,,,24-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,V. Carter makes 2-pt shot from 15 ft,2,26-25,,
11:19.0,,,26-25,,D. Cousins misses 2-pt shot from 7 ft
11:14.0,Defensive rebound by V. Carter,,26-25,,
11:02.0,K. Koufos misses 2-pt shot from 8 ft,,26-25,,
10:58.0,,,26-25,,Defensive rebound by D. Cousins
10:42.0,,,26-25,,A. Davis misses 2-pt shot from 10 ft
10:38.0,Defensive rebound by B. Hield,,26-25,,
10:27.0,K. Koufos misses 2-pt shot from 8 ft,,26-25,,
10:25.0,,,26-25,,Defensive rebound by A. Davis
10:15.0,,,26-25,,D. Cousins misses 2-pt shot at rim
10:14.0,,,26-25,,Offensive rebound by A. Davis
10:14.0,,,26-25,,Shooting foul by B. Bogdanovic (drawn by A. Davis)
10:14.0,,,26-26,1,A. Davis makes free throw 1 of 2
10:14.0,G. Papagiannis enters the game for K. Koufos,,26-26,,
10:14.0,,,26-27,1,A. Davis makes free throw 2 of 2
9:54.0,B. Hield makes 3-pt shot from 23 ft (assist by V. Carter),3,29-27,,
9:29.0,,,29-29,2,D. Cousins makes 2-pt shot from 1 ft
9:16.0,G. Papagiannis makes 2-pt shot at rim (assist by F. Mason),2,31-29,,
9:06.0,Personal foul by G. Papagiannis (drawn by D. Cousins),,31-29,,
8:55.0,,,31-31,2,D. Cousins makes 2-pt shot at rim
8:41.0,,,31-31,,Personal foul by J. Nelson (drawn by V. Carter)
8:32.0,B. Hield misses 2-pt shot from 14 ft,,31-31,,
8:24.0,Offensive rebound by G. Papagiannis,,31-31,,
8:22.0,G. Papagiannis makes 2-pt shot from 1 ft,2,33-31,,
8:17.0,,,33-31,,D. Cousins misses 2-pt shot from 1 ft (block by B. Bogdanovic)
8:11.0,,,33-31,,Offensive rebound by D. Cousins
8:10.0,,,33-31,,D. Miller misses 3-pt shot from 25 ft
8:10.0,Defensive rebound by G. Papagiannis,,33-31,,
8:04.0,Offensive charge foul by B. Bogdanovic (drawn by D. Cousins),,33-31,,
8:04.0,Turnover by B. Bogdanovic (offensive foul),,33-31,,
7:49.0,,,33-31,,A. Davis misses 2-pt shot from 21 ft
7:46.0,Defensive rebound by B. Bogdanovic,,33-31,,
7:34.0,G. Papagiannis makes 2-pt shot at rim (assist by B. Bogdanovic),2,35-31,,
7:22.0,,,35-31,,Turnover by A. Davis (turnover)
7:22.0,,,35-31,,J. Holiday enters the game for D. Miller
7:11.0,B. Bogdanovic makes 2-pt shot from 16 ft,2,37-31,,
6:55.0,,,37-34,3,D. Cousins makes 3-pt shot from 25 ft (assist by E. Moore)
6:44.0,F. Mason misses 2-pt shot from 15 ft,,37-34,,
6:40.0,,,37-34,,Defensive rebound by E. Moore
6:36.0,,,37-34,,D. Cousins misses 3-pt shot from 26 ft
6:34.0,Defensive rebound by Team,,37-34,,
6:34.0,,,37-34,,New Orleans full timeout
6:17.0,Turnover by F. Mason (bad pass; steal by E. Moore),,37-34,,
6:13.0,Personal foul by V. Carter (drawn by A. Davis),,37-34,,
6:02.0,,,37-36,2,A. Davis makes 2-pt shot from 1 ft (assist by J. Holiday)
5:36.0,Turnover by Team (shot clock),,37-36,,
5:36.0,,,37-36,,I. Clark enters the game for A. Davis
5:36.0,,,37-36,,D. Cunningham enters the game for E. Moore
5:36.0,Z. Randolph enters the game for V. Carter,,37-36,,
5:23.0,,,37-36,,Turnover by D. Cousins (bad pass; steal by B. Bogdanovic)
5:17.0,B. Hield misses 3-pt shot from 23 ft,,37-36,,
5:16.0,Offensive rebound by Team,,37-36,,
5:16.0,D. Fox enters the game for B. Bogdanovic,,37-36,,
5:16.0,G. Temple enters the game for F. Mason,,37-36,,
5:09.0,B. Hield makes 3-pt shot from 25 ft (assist by D. Fox),3,40-36,,
5:01.0,,,40-36,,Shooting foul by G. Papagiannis (drawn by D. Cousins)
5:01.0,,,40-36,,D. Cousins misses free throw 1 of 2
5:01.0,,,40-36,,Offensive rebound by Team
5:01.0,J. Sampson enters the game for G. Papagiannis,,40-36,,
5:01.0,,,40-37,1,D. Cousins makes free throw 2 of 2
4:47.0,D. Fox misses 2-pt shot from 20 ft,,40-37,,
4:43.0,,,40-37,,Defensive rebound by D. Cousins
4:37.0,,,40-39,2,D. Cousins makes 2-pt shot from 18 ft
4:28.0,,,40-39,,Personal foul by D. Cousins (drawn by Z. Randolph)
4:28.0,G. Hill enters the game for B. Hield,,40-39,,
4:16.0,Z. Randolph makes 2-pt shot from 6 ft,2,42-39,,
3:59.0,,,42-42,3,I. Clark makes 3-pt shot from 27 ft (assist by J. Nelson)
3:40.0,D. Fox misses 2-pt shot from 1 ft,,42-42,,
3:36.0,,,42-42,,Defensive rebound by D. Cousins
3:33.0,,,42-42,,J. Nelson misses 2-pt shot from 23 ft
3:31.0,Defensive rebound by Z. Randolph,,42-42,,
3:25.0,Turnover by Z. Randolph (bad pass; steal by D. Cousins),,42-42,,
3:21.0,,,42-44,2,D. Cousins makes 2-pt shot at rim (assist by J. Holiday)
3:13.0,Sacramento full timeout,,42-44,,
3:13.0,,,42-44,,E. Moore enters the game for D. Cousins
3:13.0,,,42-44,,O. Asik enters the game for J. Nelson
3:00.0,G. Temple misses 3-pt shot from 25 ft,,42-44,,
2:54.0,Offensive rebound by G. Hill,,42-44,,
2:42.0,Offensive foul by Z. Randolph (drawn by E. Moore),,42-44,,
2:42.0,Turnover by Z. Randolph (offensive foul),,42-44,,
2:20.0,,,42-46,2,I. Clark makes 2-pt shot from 3 ft
2:20.0,,,42-46,,Shooting foul by D. Fox (drawn by I. Clark)
2:20.0,,,42-47,1,I. Clark makes free throw 1 of 1
2:05.0,Z. Randolph misses 2-pt shot from 16 ft,,42-47,,
2:01.0,,,42-47,,Defensive rebound by J. Holiday
1:56.0,,,42-47,,E. Moore misses 3-pt shot from 26 ft
1:53.0,Defensive rebound by J. Sampson,,42-47,,
1:34.0,Z. Randolph makes 2-pt shot from 5 ft,2,44-47,,
1:24.0,,,44-47,,Turnover by I. Clark (bad pass)
1:04.0,J. Sampson makes 3-pt shot from 24 ft (assist by G. Temple),3,47-47,,
0:54.0,,,47-47,,D. Cousins enters the game for O. Asik
0:38.0,,,47-50,3,D. Cousins makes 3-pt shot from 27 ft (assist by I. Clark)
0:26.0,G. Temple misses 3-pt shot from 23 ft,,47-50,,
0:22.0,,,47-50,,Defensive rebound by I. Clark
0:02.0,,,47-52,2,J. Holiday makes 2-pt shot from 1 ft
0:02.0,,,47-52,,Shooting foul by J. Sampson (drawn by J. Holiday)
0:02.0,,,47-53,1,J. Holiday makes free throw 1 of 1
0:00.0,D. Fox misses 3-pt shot from 39 ft,,47-53,,
0:00.0,,,47-53,,Defensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Shooting foul by I. Clark (drawn by D. Fox),,47-53,,
11:48.0,D. Fox misses free throw 1 of 2,,47-53,,
11:48.0,Offensive rebound by Team,,47-53,,
11:48.0,D. Fox makes free throw 2 of 2,1,48-53,,
11:25.0,,,48-53,,J. Holiday misses 2-pt shot from 6 ft (block by G. Temple)
11:22.0,Defensive rebound by Z. Randolph,,48-53,,
11:22.0,Turnover by D. Fox (bad pass),,48-53,,
11:10.0,,,48-53,,A. Davis misses 3-pt shot from 26 ft
11:06.0,Defensive rebound by Z. Randolph,,48-53,,
10:57.0,D. Fox misses 2-pt shot from 10 ft,,48-53,,
10:54.0,,,48-53,,Defensive rebound by D. Cousins
10:39.0,,,48-53,,Shooting foul by J. Sampson (drawn by A. Davis)
10:39.0,,,48-54,1,A. Davis makes free throw 1 of 2
10:39.0,,,48-55,1,A. Davis makes free throw 2 of 2
10:25.0,Z. Randolph misses 3-pt shot from 26 ft,,48-55,,
10:20.0,,,48-55,,Defensive rebound by J. Holiday
10:18.0,,,48-55,,Shooting foul by Z. Randolph (drawn by D. Cousins)
10:18.0,,,48-56,1,D. Cousins makes free throw 1 of 2
10:18.0,,,48-57,1,D. Cousins makes free throw 2 of 2
10:03.0,G. Hill makes 2-pt shot from 7 ft,2,50-57,,
10:03.0,Loose ball foul by Z. Randolph (drawn by D. Cousins),,50-57,,
9:50.0,,,50-59,2,D. Cousins makes 2-pt shot from 19 ft
9:24.0,G. Temple makes 2-pt shot from 17 ft,2,52-59,,
9:17.0,Personal foul by J. Sampson (drawn by A. Davis),,52-59,,
9:17.0,G. Papagiannis enters the game for J. Sampson,,52-59,,
9:12.0,,,52-62,3,D. Cousins makes 3-pt shot from 25 ft (assist by J. Holiday)
9:11.0,Sacramento full timeout,,52-62,,
8:52.0,D. Fox makes 2-pt shot from 13 ft (assist by G. Hill),2,54-62,,
8:35.0,,,54-62,,A. Davis misses 2-pt shot from 1 ft
8:33.0,Defensive rebound by Z. Randolph,,54-62,,
8:28.0,Z. Randolph makes 2-pt shot from 7 ft (assist by D. Fox),2,56-62,,
8:12.0,,,56-64,2,D. Cousins makes 2-pt shot from 1 ft
7:54.0,G. Hill makes 3-pt shot from 25 ft (assist by G. Papagiannis),3,59-64,,
7:34.0,,,59-67,3,J. Holiday makes 3-pt shot from 23 ft
7:21.0,D. Fox misses 2-pt shot from 1 ft (block by J. Holiday),,59-67,,
7:21.0,Offensive rebound by Team,,59-67,,
7:09.0,G. Hill misses 2-pt shot from 14 ft,,59-67,,
7:01.0,,,59-67,,Defensive rebound by D. Cousins
6:53.0,,,59-69,2,E. Moore makes 2-pt shot at rim
6:36.0,D. Fox makes 2-pt shot at rim,2,61-69,,
6:25.0,,,61-71,2,A. Davis makes 2-pt shot at rim
6:16.0,G. Temple misses 3-pt shot from 23 ft,,61-71,,
6:15.0,Offensive rebound by Team,,61-71,,
6:15.0,,,61-71,,Loose ball foul by D. Cousins (drawn by Z. Randolph)
6:15.0,,,61-71,,D. Cunningham enters the game for A. Davis
6:05.0,G. Hill misses 3-pt shot from 27 ft,,61-71,,
6:01.0,,,61-71,,Defensive rebound by J. Holiday
5:56.0,,,61-71,,I. Clark misses 3-pt shot from 24 ft
5:51.0,Defensive rebound by G. Papagiannis,,61-71,,
5:49.0,G. Hill misses 2-pt shot from 1 ft,,61-71,,
5:45.0,Offensive rebound by G. Hill,,61-71,,
5:44.0,G. Hill makes 2-pt shot from 1 ft,2,63-71,,
5:27.0,,,63-73,2,J. Holiday makes 2-pt shot from 1 ft
5:08.0,Shooting foul by J. Holiday (drawn by Z. Randolph),,63-73,,
5:08.0,Z. Randolph makes free throw 1 of 2,1,64-73,,
5:08.0,B. Bogdanovic enters the game for G. Hill,,64-73,,
5:08.0,V. Carter enters the game for G. Papagiannis,,64-73,,
5:08.0,B. Hield enters the game for G. Temple,,64-73,,
5:08.0,,,64-73,,D. Miller enters the game for E. Moore
5:08.0,Z. Randolph makes free throw 2 of 2,1,65-73,,
4:56.0,,,65-73,,J. Holiday misses 3-pt shot from 25 ft
4:52.0,Defensive rebound by Z. Randolph,,65-73,,
4:47.0,D. Fox misses 2-pt shot from 1 ft,,65-73,,
4:43.0,,,65-73,,Defensive rebound by J. Holiday
4:42.0,,,65-73,,Turnover by D. Cousins (traveling)
4:24.0,Turnover by Z. Randolph (bad pass; steal by D. Cunningham),,65-73,,
4:10.0,,,65-73,,D. Cousins misses 2-pt shot from 4 ft
4:04.0,Defensive rebound by B. Hield,,65-73,,
3:59.0,Z. Randolph makes 3-pt shot from 25 ft (assist by B. Hield),3,68-73,,
3:38.0,,,68-75,2,D. Miller makes 2-pt shot from 15 ft (assist by J. Holiday)
3:20.0,Z. Randolph makes 3-pt shot from 26 ft (assist by B. Hield),3,71-75,,
3:10.0,,,71-75,,New Orleans full timeout
3:10.0,,,71-75,,J. Nelson enters the game for D. Cousins
3:10.0,,,71-75,,O. Asik enters the game for J. Holiday
3:10.0,K. Koufos enters the game for Z. Randolph,,71-75,,
2:55.0,,,71-77,2,I. Clark makes 2-pt shot from 22 ft
2:38.0,B. Bogdanovic misses 3-pt shot from 23 ft,,71-77,,
2:33.0,,,71-77,,Defensive rebound by Team
2:23.0,,,71-77,,D. Cunningham misses 2-pt shot from 17 ft
2:19.0,Defensive rebound by B. Hield,,71-77,,
2:11.0,B. Bogdanovic makes 2-pt shot from 15 ft,2,73-77,,
1:51.0,,,73-77,,D. Miller misses 3-pt shot from 26 ft
1:47.0,Defensive rebound by B. Hield,,73-77,,
1:38.0,D. Fox makes 2-pt shot from 13 ft,2,75-77,,
1:23.0,,,75-77,,J. Nelson misses 3-pt shot from 26 ft
1:20.0,Defensive rebound by K. Koufos,,75-77,,
1:03.0,B. Bogdanovic makes 2-pt shot at rim,2,77-77,,
0:37.0,,,77-79,2,I. Clark makes 2-pt shot from 4 ft
0:27.0,K. Koufos misses 2-pt shot from 10 ft,,77-79,,
0:24.0,,,77-79,,Defensive rebound by O. Asik
0:06.0,,,77-82,3,J. Nelson makes 3-pt shot from 25 ft
0:00.0,B. Hield misses 2-pt shot from 1 ft (block by D. Cunningham),,77-82,,
0:00.0,Offensive rebound by K. Koufos,,77-82,,
0:00.0,K. Koufos misses 2-pt shot from 1 ft,,77-82,,
0:00.0,,,77-82,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,77-84,2,I. Clark makes 2-pt shot from 4 ft (assist by D. Cousins)
11:25.0,B. Bogdanovic misses 2-pt shot from 1 ft,,77-84,,
11:23.0,,,77-84,,Defensive rebound by D. Cousins
11:14.0,,,77-84,,Turnover by D. Cousins (bad pass; steal by V. Carter)
11:10.0,B. Hield misses 2-pt shot from 22 ft,,77-84,,
11:06.0,,,77-84,,Defensive rebound by I. Clark
10:48.0,,,77-86,2,D. Miller makes 2-pt shot from 22 ft
10:24.0,B. Bogdanovic misses 2-pt shot from 10 ft,,77-86,,
10:21.0,,,77-86,,Defensive rebound by D. Cunningham
10:05.0,,,77-86,,Turnover by D. Cousins (lost ball; steal by F. Mason)
10:05.0,,,77-86,,Personal foul by D. Cousins (drawn by B. Hield)
10:05.0,,,77-86,,E. Moore enters the game for I. Clark
9:44.0,Turnover by B. Hield (lost ball; steal by E. Moore),,77-86,,
9:32.0,,,77-86,,E. Moore misses 2-pt shot from 1 ft (block by V. Carter)
9:25.0,,,77-86,,Offensive rebound by E. Moore
9:25.0,,,77-86,,D. Cousins misses 2-pt shot from 1 ft (block by V. Carter)
9:25.0,,,77-86,,Offensive rebound by Team
9:20.0,,,77-86,,D. Cousins misses 2-pt shot from 17 ft
9:16.0,Defensive rebound by K. Koufos,,77-86,,
9:15.0,V. Carter makes 2-pt shot at rim (assist by F. Mason),2,79-86,,
8:54.0,,,79-89,3,D. Cunningham makes 3-pt shot from 23 ft (assist by J. Nelson)
8:40.0,F. Mason makes 3-pt shot from 26 ft,3,82-89,,
8:16.0,,,82-89,,D. Cousins misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by K. Koufos,,82-89,,
8:01.0,F. Mason misses 2-pt shot from 16 ft,,82-89,,
7:58.0,,,82-89,,Defensive rebound by D. Cousins
7:52.0,,,82-89,,Shooting foul by F. Mason (drawn by D. Cunningham)
7:52.0,,,82-89,,D. Cunningham misses free throw 1 of 2
7:52.0,,,82-89,,Offensive rebound by Team
7:52.0,,,82-90,1,D. Cunningham makes free throw 2 of 2
7:39.0,B. Bogdanovic misses 2-pt shot from 1 ft (block by D. Miller),,82-90,,
7:39.0,Offensive rebound by Team,,82-90,,
7:36.0,Turnover by B. Bogdanovic (bad pass; steal by D. Cousins),,82-90,,
7:21.0,,,82-90,,Turnover by D. Cousins (lost ball; steal by B. Bogdanovic)
7:13.0,Shooting foul by J. Nelson (drawn by K. Koufos),,82-90,,
7:13.0,K. Koufos misses free throw 1 of 2,,82-90,,
7:13.0,Offensive rebound by Team,,82-90,,
7:13.0,,,82-90,,A. Davis enters the game for J. Nelson
7:13.0,,,82-90,,J. Holiday enters the game for D. Cousins
7:13.0,K. Koufos makes free throw 2 of 2,1,83-90,,
6:50.0,,,83-90,,A. Davis misses 2-pt shot from 19 ft
6:47.0,Defensive rebound by F. Mason,,83-90,,
6:39.0,F. Mason misses 2-pt shot at rim,,83-90,,
6:34.0,Offensive rebound by V. Carter,,83-90,,
6:33.0,V. Carter makes 2-pt shot at rim,2,85-90,,
6:20.0,,,85-92,2,J. Holiday makes 2-pt shot from 3 ft (assist by A. Davis)
6:13.0,Turnover by F. Mason (palming),,85-92,,
6:13.0,,,85-92,,New Orleans full timeout
6:13.0,Z. Randolph enters the game for K. Koufos,,85-92,,
6:00.0,,,85-92,,Turnover by A. Davis (bad pass; steal by B. Hield)
5:40.0,B. Hield makes 2-pt shot from 7 ft (assist by B. Bogdanovic),2,87-92,,
5:34.0,,,87-92,,J. Holiday misses 2-pt shot from 15 ft
5:33.0,,,87-92,,Offensive rebound by A. Davis
5:31.0,,,87-92,,A. Davis misses 2-pt shot from 1 ft
5:31.0,,,87-92,,Offensive rebound by A. Davis
5:27.0,,,87-94,2,A. Davis makes 2-pt shot at rim
5:09.0,Z. Randolph misses 3-pt shot from 24 ft,,87-94,,
5:05.0,,,87-94,,Defensive rebound by J. Holiday
4:59.0,,,87-94,,Shooting foul by B. Hield (drawn by A. Davis)
4:59.0,,,87-95,1,A. Davis makes free throw 1 of 2
4:59.0,,,87-95,,J. Nelson enters the game for D. Miller
4:59.0,,,87-96,1,A. Davis makes free throw 2 of 2
4:45.0,Z. Randolph makes 2-pt shot from 1 ft (assist by V. Carter),2,89-96,,
4:34.0,,,89-96,,Turnover by J. Holiday (lost ball; steal by B. Bogdanovic)
4:30.0,Turnover by B. Bogdanovic (traveling),,89-96,,
4:30.0,,,89-96,,D. Cousins enters the game for D. Cunningham
4:13.0,,,89-98,2,A. Davis makes 2-pt shot from 17 ft (assist by D. Cousins)
4:00.0,V. Carter misses 3-pt shot from 26 ft,,89-98,,
3:58.0,Offensive rebound by Z. Randolph,,89-98,,
3:58.0,,,89-98,,Personal foul by D. Cousins (drawn by Z. Randolph)
3:58.0,D. Fox enters the game for B. Bogdanovic,,89-98,,
3:49.0,D. Fox makes 2-pt shot from 9 ft,2,91-98,,
3:32.0,,,91-100,2,A. Davis makes 2-pt shot from 11 ft
3:19.0,Shooting foul by J. Nelson (drawn by F. Mason),,91-100,,
3:19.0,F. Mason makes free throw 1 of 2,1,92-100,,
3:19.0,F. Mason misses free throw 2 of 2,,92-100,,
3:16.0,,,92-100,,Defensive rebound by D. Cousins
3:05.0,,,92-100,,A. Davis misses 2-pt shot from 1 ft
3:04.0,Defensive rebound by B. Hield,,92-100,,
3:04.0,Sacramento full timeout,,92-100,,
3:04.0,,,92-100,,New Orleans full timeout
2:47.0,F. Mason misses 2-pt shot from 15 ft,,92-100,,
2:44.0,,,92-100,,Defensive rebound by D. Cousins
2:32.0,,,92-100,,D. Cousins misses 2-pt shot at rim
2:29.0,Defensive rebound by B. Hield,,92-100,,
2:20.0,B. Hield makes 3-pt shot from 25 ft (assist by Z. Randolph),3,95-100,,
1:52.0,,,95-100,,E. Moore misses 2-pt shot from 16 ft
1:51.0,Defensive rebound by V. Carter,,95-100,,
1:33.0,B. Hield makes 2-pt shot at rim,2,97-100,,
1:20.0,,,97-100,,D. Cousins misses 3-pt shot from 25 ft
1:16.0,Defensive rebound by F. Mason,,97-100,,
1:07.0,Z. Randolph makes 2-pt shot at rim,2,99-100,,
1:03.0,,,99-100,,New Orleans full timeout
0:57.0,Personal foul by B. Hield (drawn by D. Cousins),,99-100,,
0:49.0,,,99-102,2,D. Cousins makes 2-pt shot at rim (assist by J. Nelson)
0:40.0,F. Mason misses 2-pt shot from 1 ft,,99-102,,
0:40.0,Offensive rebound by Team,,99-102,,
0:40.0,Sacramento full timeout,,99-102,,
0:36.0,B. Hield makes 3-pt shot from 25 ft (assist by F. Mason),3,102-102,,
0:21.0,,,102-102,,J. Holiday misses 2-pt shot from 11 ft
0:17.0,Defensive rebound by F. Mason,,102-102,,
0:00.0,Z. Randolph misses 2-pt shot from 10 ft,,102-102,,
0:00.0,Offensive rebound by Team,,102-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Davis vs. V. Carter (D. Cousins gains possession),,,,Jump ball: A. Davis vs. V. Carter (D. Cousins gains possession)
4:49.0,Personal foul by V. Carter (drawn by A. Davis),,102-102,,
4:39.0,,,102-102,,D. Cousins misses 2-pt shot from 1 ft
4:36.0,Defensive rebound by Z. Randolph,,102-102,,
