time,San Antonio,pts.away,score,pts.home,Memphis
2:54.0,Turnover by D. Murray (offensive foul),,93-70,,
2:54.0,,,93-70,,J. Martin enters the game for C. Parsons
2:54.0,D. Bertans enters the game for K. Anderson,,93-70,,
2:43.0,Personal foul by D. Bertans (drawn by J. Martin),,93-70,,
2:43.0,,,93-70,,V. Hunter enters the game for J. Ennis
2:34.0,,,93-72,2,D. Davis makes 2-pt shot at rim (assist by A. Harrison)
2:13.0,D. Bertans misses 3-pt shot from 26 ft,,93-72,,
2:11.0,,,93-72,,Defensive rebound by D. Davis
1:58.0,,,93-72,,Turnover by J. Martin (bad pass; steal by D. Bertans)
1:57.0,Turnover by D. Bertans (bad pass; steal by D. Davis),,93-72,,
1:57.0,,,93-74,2,D. Davis makes 2-pt shot at rim
1:57.0,,,93-74,,Shooting foul by B. Forbes (drawn by D. Davis)
1:57.0,,,93-75,1,D. Davis makes free throw 1 of 1
1:38.0,B. Forbes misses 2-pt shot from 15 ft,,93-75,,
1:35.0,,,93-75,,Defensive rebound by J. Martin
1:23.0,,,93-75,,A. Harrison misses 2-pt shot from 8 ft
1:21.0,Defensive rebound by B. Forbes,,93-75,,
1:17.0,Turnover by D. Murray (bad pass),,93-75,,
1:05.0,,,93-75,,M. Chalmers misses 3-pt shot from 25 ft
1:00.0,,,93-75,,Offensive rebound by A. Harrison
0:59.0,,,93-75,,D. Davis misses 2-pt shot from 9 ft
0:56.0,,,93-75,,Offensive rebound by V. Hunter
0:54.0,,,93-75,,Turnover by V. Hunter (out of bounds lost ball)
0:42.0,Shooting foul by J. Martin (drawn by B. Paul),,93-75,,
0:42.0,B. Paul makes free throw 1 of 2,1,94-75,,
0:42.0,B. Paul makes free throw 2 of 2,1,95-75,,
0:35.0,,,95-77,2,A. Harrison makes 2-pt shot from 2 ft
0:17.0,B. Forbes misses 2-pt shot from 18 ft,,95-77,,
0:14.0,,,95-77,,Defensive rebound by V. Hunter
0:06.0,,,95-79,2,V. Hunter makes 2-pt shot at rim (assist by A. Harrison)
