time,Toronto,pts.away,score,pts.home,Washington
5:56.0,,,15-10,,Defensive rebound by M. Scott
5:49.0,,,15-10,,M. Gortat misses 2-pt shot from 7 ft
5:46.0,Defensive rebound by O. Anunoby,,15-10,,
5:42.0,S. Ibaka makes 2-pt shot from 1 ft (assist by K. Lowry),2,17-10,,
5:27.0,,,17-10,,J. Wall misses 2-pt shot from 15 ft
5:25.0,Defensive rebound by J. Valanciunas,,17-10,,
5:11.0,K. Lowry misses 3-pt shot from 30 ft,,17-10,,
5:08.0,,,17-10,,Defensive rebound by O. Porter
5:04.0,,,17-12,2,J. Wall makes 2-pt shot at rim (assist by O. Porter)
4:44.0,,,17-12,,Personal foul by M. Gortat (drawn by J. Valanciunas)
4:44.0,,,17-12,,K. Oubre enters the game for O. Porter
4:43.0,S. Ibaka misses 3-pt shot from 27 ft,,17-12,,
4:40.0,,,17-12,,Defensive rebound by J. Wall
4:36.0,,,17-12,,Turnover by J. Wall (bad pass; steal by D. DeRozan)
4:23.0,J. Valanciunas makes 2-pt shot from 1 ft,2,19-12,,
4:22.0,,,19-12,,Washington full timeout
4:22.0,,,19-12,,I. Mahinmi enters the game for M. Gortat
4:11.0,,,19-14,2,B. Beal makes 2-pt shot from 6 ft
3:58.0,K. Lowry makes 3-pt shot from 29 ft (assist by D. DeRozan),3,22-14,,
3:37.0,,,22-16,2,J. Wall makes 2-pt shot from 3 ft
3:37.0,Violation by J. Valanciunas (def goaltending),,22-16,,
3:28.0,Turnover by J. Valanciunas (lost ball; steal by J. Wall),,22-16,,
3:25.0,,,22-18,2,J. Wall makes 2-pt shot from 1 ft
3:07.0,O. Anunoby makes 2-pt shot from 8 ft (assist by D. DeRozan),2,24-18,,
2:49.0,,,24-18,,K. Oubre misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by S. Ibaka,,24-18,,
2:42.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,26-18,,
2:42.0,Shooting foul by I. Mahinmi (drawn by D. DeRozan),,26-18,,
2:42.0,J. Poeltl enters the game for O. Anunoby,,26-18,,
2:42.0,D. Wright enters the game for K. Lowry,,26-18,,
2:42.0,C. Miles enters the game for J. Valanciunas,,26-18,,
2:42.0,D. DeRozan makes free throw 1 of 1,1,27-18,,
2:32.0,,,27-18,,T. Lawson enters the game for J. Wall
2:26.0,,,27-18,,I. Mahinmi misses 2-pt shot from 3 ft
2:23.0,Defensive rebound by J. Poeltl,,27-18,,
2:19.0,D. DeRozan misses 2-pt shot from 4 ft,,27-18,,
2:18.0,Offensive rebound by J. Poeltl,,27-18,,
2:18.0,J. Poeltl misses 2-pt shot at rim,,27-18,,
2:17.0,,,27-18,,Defensive rebound by T. Lawson
2:14.0,,,27-18,,Shooting foul by S. Ibaka (drawn by K. Oubre)
2:14.0,,,27-19,1,K. Oubre makes free throw 1 of 2
2:14.0,P. Siakam enters the game for S. Ibaka,,27-19,,
2:14.0,,,27-20,1,K. Oubre makes free throw 2 of 2
2:03.0,D. Wright misses 2-pt shot from 4 ft (block by K. Oubre),,27-20,,
2:03.0,Offensive rebound by Team,,27-20,,
2:00.0,Turnover by D. DeRozan (bad pass; steal by B. Beal),,27-20,,
1:55.0,,,27-22,2,K. Oubre makes 2-pt shot from 1 ft (assist by B. Beal)
1:41.0,Offensive foul by J. Poeltl (drawn by K. Oubre),,27-22,,
1:41.0,Turnover by J. Poeltl (offensive foul),,27-22,,
1:32.0,,,27-25,3,B. Beal makes 3-pt shot from 26 ft (assist by M. Scott)
1:13.0,C. Miles misses 2-pt shot from 4 ft (block by I. Mahinmi),,27-25,,
1:12.0,Offensive rebound by Team,,27-25,,
1:04.0,D. DeRozan misses 2-pt shot from 22 ft (block by K. Oubre),,27-25,,
1:04.0,Offensive rebound by Team,,27-25,,
1:04.0,Turnover by Team (shot clock),,27-25,,
0:56.0,,,27-25,,Shooting foul by J. Poeltl (drawn by I. Mahinmi)
0:56.0,,,27-26,1,I. Mahinmi makes free throw 1 of 2
0:56.0,,,27-27,1,I. Mahinmi makes free throw 2 of 2
0:46.0,D. DeRozan misses 3-pt shot from 27 ft,,27-27,,
0:44.0,,,27-27,,Defensive rebound by B. Beal
0:40.0,,,27-30,3,B. Beal makes 3-pt shot from 26 ft
0:33.0,J. Poeltl makes 2-pt shot from 2 ft (assist by D. DeRozan),2,29-30,,
0:27.0,,,29-30,,B. Beal misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by D. DeRozan,,29-30,,
0:03.0,D. DeRozan misses 2-pt shot from 17 ft,,29-30,,
0:03.0,,,29-30,,Defensive rebound by B. Beal
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,D. Wright misses 2-pt shot from 12 ft,,29-30,,
11:43.0,,,29-30,,Defensive rebound by K. Oubre
11:42.0,,,29-30,,T. Lawson misses 2-pt shot from 16 ft (block by P. Siakam)
11:36.0,,,29-30,,Offensive rebound by I. Mahinmi
11:36.0,,,29-32,2,I. Mahinmi makes 2-pt shot from 2 ft
11:23.0,D. Wright makes 2-pt shot from 1 ft,2,31-32,,
10:57.0,,,31-32,,Turnover by Team (shot clock)
10:50.0,,,31-32,,Personal foul by T. Lawson (drawn by J. Poeltl)
10:39.0,N. Powell misses 3-pt shot from 27 ft,,31-32,,
10:35.0,,,31-32,,Defensive rebound by T. Lawson
10:33.0,,,31-34,2,M. Scott makes 2-pt shot from 1 ft (assist by T. Lawson)
10:21.0,N. Powell makes 3-pt shot from 22 ft (assist by C. Miles),3,34-34,,
10:07.0,,,34-34,,I. Mahinmi misses 2-pt shot from 1 ft (block by J. Poeltl)
10:07.0,,,34-34,,Offensive rebound by Team
9:55.0,,,34-34,,T. Satoransky misses 2-pt shot from 21 ft
9:51.0,Defensive rebound by J. Poeltl,,34-34,,
9:42.0,,,34-34,,Personal foul by I. Mahinmi (drawn by D. Wright)
9:30.0,P. Siakam misses 2-pt shot from 7 ft (block by I. Mahinmi),,34-34,,
9:28.0,,,34-34,,Defensive rebound by T. Lawson
9:24.0,,,34-34,,T. Satoransky misses 2-pt shot from 5 ft
9:20.0,Defensive rebound by P. Siakam,,34-34,,
9:19.0,Shooting foul by K. Oubre (drawn by N. Powell),,34-34,,
9:19.0,N. Powell makes free throw 1 of 2,1,35-34,,
9:19.0,N. Powell makes free throw 2 of 2,1,36-34,,
9:07.0,,,36-36,2,I. Mahinmi makes 2-pt shot from 1 ft (assist by M. Scott)
8:51.0,Turnover by N. Powell (lost ball; steal by I. Mahinmi),,36-36,,
8:45.0,,,36-38,2,K. Oubre makes 2-pt shot from 2 ft
8:33.0,,,36-38,,Personal foul by I. Mahinmi (drawn by C. Miles)
8:33.0,,,36-38,,J. Wall enters the game for I. Mahinmi
8:33.0,,,36-38,,M. Morris enters the game for T. Satoransky
8:33.0,K. Lowry enters the game for N. Powell,,36-38,,
8:29.0,D. Wright misses 3-pt shot from 26 ft,,36-38,,
8:25.0,,,36-38,,Defensive rebound by J. Wall
8:13.0,,,36-40,2,M. Morris makes 2-pt shot from 13 ft
7:55.0,Shooting foul by M. Morris (drawn by C. Miles),,36-40,,
7:55.0,C. Miles makes free throw 1 of 3,1,37-40,,
7:55.0,C. Miles makes free throw 2 of 3,1,38-40,,
7:55.0,,,38-40,,M. Gortat enters the game for M. Morris
7:55.0,C. Miles makes free throw 3 of 3,1,39-40,,
7:42.0,,,39-40,,Offensive foul by M. Gortat (drawn by J. Poeltl)
7:42.0,,,39-40,,Turnover by M. Gortat (offensive foul)
7:22.0,Turnover by J. Poeltl (turnover),,39-40,,
7:13.0,,,39-40,,Shooting foul by J. Poeltl (drawn by J. Wall)
7:13.0,,,39-41,1,J. Wall makes free throw 1 of 2
7:13.0,,,39-41,,B. Beal enters the game for T. Lawson
7:13.0,J. Valanciunas enters the game for J. Poeltl,,39-41,,
7:13.0,S. Ibaka enters the game for P. Siakam,,39-41,,
7:13.0,,,39-42,1,J. Wall makes free throw 2 of 2
6:54.0,Turnover by K. Lowry (bad pass; steal by B. Beal),,39-42,,
6:49.0,,,39-44,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
6:39.0,Toronto full timeout,,39-44,,
6:39.0,,,39-44,,O. Porter enters the game for K. Oubre
6:39.0,D. DeRozan enters the game for C. Miles,,39-44,,
6:39.0,O. Anunoby enters the game for D. Wright,,39-44,,
6:30.0,K. Lowry misses 2-pt shot from 6 ft,,39-44,,
6:26.0,Offensive rebound by J. Valanciunas,,39-44,,
6:26.0,J. Valanciunas makes 2-pt shot at rim,2,41-44,,
6:21.0,,,41-46,2,J. Wall makes 2-pt shot from 1 ft
6:21.0,Violation by S. Ibaka (def goaltending),,41-46,,
6:21.0,,,41-46,,Shooting foul by J. Valanciunas (drawn by J. Wall)
6:21.0,,,41-47,1,J. Wall makes free throw 1 of 1
6:05.0,K. Lowry makes 2-pt shot from 2 ft (assist by O. Anunoby),2,43-47,,
5:49.0,,,43-49,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
5:23.0,J. Valanciunas misses 2-pt shot from 11 ft,,43-49,,
5:20.0,,,43-49,,Defensive rebound by M. Scott
5:06.0,,,43-49,,J. Wall misses 2-pt shot from 5 ft
5:02.0,,,43-49,,Offensive rebound by M. Gortat
4:59.0,,,43-49,,B. Beal misses 2-pt shot from 14 ft
4:59.0,,,43-49,,Offensive rebound by Team
4:59.0,Loose ball foul by K. Lowry (drawn by M. Gortat),,43-49,,
4:52.0,Def 3 sec tech foul by J. Valanciunas,,43-49,,
4:52.0,,,43-50,1,B. Beal makes technical free throw
4:42.0,,,43-53,3,M. Scott makes 3-pt shot from 22 ft (assist by J. Wall)
4:23.0,Turnover by S. Ibaka (lost ball; steal by M. Scott),,43-53,,
4:21.0,,,43-53,,Turnover by M. Scott (bad pass)
4:06.0,D. DeRozan misses 2-pt shot from 13 ft,,43-53,,
3:59.0,Offensive rebound by J. Valanciunas,,43-53,,
3:59.0,J. Valanciunas makes 2-pt shot at rim,2,45-53,,
3:52.0,,,45-56,3,B. Beal makes 3-pt shot from 29 ft (assist by J. Wall)
3:46.0,Turnover by K. Lowry (bad pass),,45-56,,
3:37.0,,,45-58,2,M. Gortat makes 2-pt shot from 7 ft (assist by J. Wall)
3:30.0,Toronto full timeout,,45-58,,
3:15.0,J. Valanciunas makes 3-pt shot from 25 ft (assist by K. Lowry),3,48-58,,
3:03.0,,,48-60,2,J. Wall makes 2-pt shot from 5 ft
2:45.0,K. Lowry makes 3-pt shot from 26 ft (assist by J. Valanciunas),3,51-60,,
2:21.0,,,51-60,,Turnover by J. Wall (lost ball; steal by O. Anunoby)
2:20.0,Shooting foul by J. Wall (drawn by O. Anunoby),,51-60,,
2:20.0,O. Anunoby makes free throw 1 of 2,1,52-60,,
2:20.0,O. Anunoby makes free throw 2 of 2,1,53-60,,
2:08.0,,,53-60,,Turnover by B. Beal (lost ball; steal by J. Valanciunas)
2:03.0,D. DeRozan makes 2-pt shot from 1 ft (assist by K. Lowry),2,55-60,,
1:59.0,,,55-60,,Washington full timeout
1:52.0,,,55-60,,O. Porter misses 2-pt shot from 17 ft (block by D. DeRozan)
1:49.0,Defensive rebound by O. Anunoby,,55-60,,
1:46.0,D. DeRozan makes 2-pt shot from 12 ft,2,57-60,,
1:30.0,,,57-62,2,J. Wall makes 2-pt shot from 14 ft
1:15.0,Turnover by D. DeRozan (bad pass; steal by J. Wall),,57-62,,
1:08.0,,,57-65,3,B. Beal makes 3-pt shot from 23 ft (assist by J. Wall)
0:54.0,O. Anunoby makes 2-pt shot at rim (assist by K. Lowry),2,59-65,,
0:45.0,,,59-67,2,J. Wall makes 2-pt shot from 18 ft
0:33.0,D. DeRozan misses 2-pt shot from 5 ft,,59-67,,
0:31.0,,,59-67,,Defensive rebound by O. Porter
0:31.0,,,59-67,,Turnover by O. Porter (bad pass; steal by J. Valanciunas)
0:30.0,J. Valanciunas makes 2-pt shot from 2 ft,2,61-67,,
0:10.0,,,61-69,2,J. Wall makes 2-pt shot from 16 ft
0:00.0,Turnover by K. Lowry (bad pass; steal by J. Wall),,61-69,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,K. Lowry makes 3-pt shot from 24 ft,3,64-69,,
11:33.0,,,64-71,2,M. Gortat makes 2-pt shot from 6 ft (assist by J. Wall)
11:15.0,J. Valanciunas misses 2-pt shot from 12 ft,,64-71,,
11:12.0,,,64-71,,Defensive rebound by M. Morris
11:09.0,,,64-71,,J. Wall misses 2-pt shot from 3 ft
11:07.0,Defensive rebound by O. Anunoby,,64-71,,
10:59.0,,,64-71,,Personal foul by B. Beal (drawn by K. Lowry)
10:48.0,J. Valanciunas makes 2-pt shot from 1 ft (assist by K. Lowry),2,66-71,,
10:25.0,,,66-71,,J. Wall misses 2-pt shot from 16 ft
10:23.0,Defensive rebound by K. Lowry,,66-71,,
10:13.0,Turnover by K. Lowry (lost ball; steal by B. Beal),,66-71,,
10:11.0,Technical foul by K. Lowry (drawn by B. Beal),,66-71,,
10:11.0,,,66-71,,B. Beal misses flagrant free throw 1 of 2
10:11.0,,,66-71,,Offensive rebound by Team
10:11.0,,,66-72,1,B. Beal makes flagrant free throw 2 of 2
10:03.0,,,66-75,3,M. Morris makes 3-pt shot from 24 ft (assist by B. Beal)
9:43.0,S. Ibaka misses 2-pt shot from 13 ft,,66-75,,
9:37.0,,,66-75,,Defensive rebound by O. Porter
9:21.0,,,66-77,2,J. Wall makes 2-pt shot from 20 ft
9:00.0,O. Anunoby makes 3-pt shot from 24 ft (assist by D. DeRozan),3,69-77,,
8:53.0,,,69-77,,Turnover by J. Wall (bad pass; steal by K. Lowry)
8:32.0,K. Lowry misses 2-pt shot from 19 ft,,69-77,,
8:27.0,,,69-77,,Defensive rebound by J. Wall
8:24.0,,,69-77,,B. Beal misses 3-pt shot from 23 ft
8:18.0,Defensive rebound by D. DeRozan,,69-77,,
8:18.0,Toronto full timeout,,69-77,,
8:01.0,D. DeRozan makes 2-pt shot from 17 ft,2,71-77,,
7:40.0,,,71-79,2,J. Wall makes 2-pt shot from 19 ft
7:18.0,D. DeRozan misses 2-pt shot from 1 ft,,71-79,,
7:17.0,,,71-79,,Defensive rebound by B. Beal
7:13.0,,,71-82,3,O. Porter makes 3-pt shot from 27 ft (assist by J. Wall)
6:58.0,Offensive foul by J. Valanciunas (drawn by M. Gortat),,71-82,,
6:58.0,Turnover by J. Valanciunas (offensive foul),,71-82,,
6:58.0,,,71-82,,Technical foul by B. Beal
6:58.0,D. DeRozan makes technical free throw,1,72-82,,
6:44.0,,,72-82,,B. Beal misses 3-pt shot from 26 ft
6:41.0,Defensive rebound by K. Lowry,,72-82,,
6:36.0,Shooting foul by B. Beal (drawn by K. Lowry),,72-82,,
6:36.0,K. Lowry makes free throw 1 of 2,1,73-82,,
6:36.0,K. Lowry makes free throw 2 of 2,1,74-82,,
6:26.0,Personal foul by O. Anunoby (drawn by M. Morris),,74-82,,
6:20.0,,,74-84,2,B. Beal makes 2-pt shot from 17 ft
5:52.0,K. Lowry misses 3-pt shot from 33 ft,,74-84,,
5:49.0,,,74-84,,Defensive rebound by B. Beal
5:38.0,,,74-86,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
5:15.0,D. DeRozan misses 2-pt shot from 1 ft,,74-86,,
5:14.0,Offensive rebound by S. Ibaka,,74-86,,
5:14.0,S. Ibaka misses 2-pt shot at rim (block by O. Porter),,74-86,,
5:14.0,,,74-86,,Defensive rebound by J. Wall
5:13.0,Personal foul by K. Lowry (drawn by J. Wall),,74-86,,
5:13.0,L. Nogueira enters the game for S. Ibaka,,74-86,,
5:13.0,C. Miles enters the game for J. Valanciunas,,74-86,,
4:59.0,,,74-86,,Shooting foul by K. Lowry (drawn by M. Morris)
4:59.0,,,74-87,1,M. Morris makes free throw 1 of 2
4:59.0,,,74-88,1,M. Morris makes free throw 2 of 2
4:42.0,O. Anunoby misses 3-pt shot from 25 ft,,74-88,,
4:40.0,,,74-88,,Defensive rebound by M. Gortat
4:26.0,,,74-90,2,J. Wall makes 2-pt shot from 2 ft
4:08.0,D. Wright enters the game for K. Lowry,,74-90,,
4:02.0,D. DeRozan makes 2-pt shot from 9 ft,2,76-90,,
3:47.0,,,76-92,2,M. Gortat makes 2-pt shot from 1 ft (assist by M. Morris)
3:25.0,Turnover by O. Anunoby (out of bounds lost ball),,76-92,,
3:25.0,,,76-92,,K. Oubre enters the game for O. Porter
3:08.0,,,76-92,,M. Morris misses 2-pt shot from 17 ft
3:05.0,Defensive rebound by D. Wright,,76-92,,
3:00.0,C. Miles misses 3-pt shot from 27 ft,,76-92,,
2:56.0,,,76-92,,Defensive rebound by K. Oubre
2:43.0,,,76-94,2,M. Gortat makes 2-pt shot from 9 ft (assist by J. Wall)
2:20.0,D. Wright misses 3-pt shot from 25 ft,,76-94,,
2:16.0,,,76-94,,Defensive rebound by K. Oubre
2:11.0,,,76-94,,J. Wall misses 3-pt shot from 26 ft
2:08.0,,,76-94,,Offensive rebound by J. Wall
1:49.0,Personal foul by D. Wright (drawn by B. Beal),,76-94,,
1:49.0,,,76-94,,Washington full timeout
1:49.0,,,76-94,,I. Mahinmi enters the game for J. Wall
1:49.0,,,76-94,,T. Lawson enters the game for M. Gortat
1:49.0,P. Siakam enters the game for O. Anunoby,,76-94,,
1:49.0,,,76-95,1,B. Beal makes free throw 1 of 2
1:49.0,,,76-96,1,B. Beal makes free throw 2 of 2
1:40.0,,,76-96,,Personal foul by I. Mahinmi (drawn by D. DeRozan)
1:34.0,C. Miles misses 3-pt shot from 23 ft,,76-96,,
1:29.0,,,76-96,,Defensive rebound by T. Lawson
1:16.0,Personal foul by D. Wright (drawn by T. Lawson),,76-96,,
1:16.0,,,76-97,1,T. Lawson makes free throw 1 of 2
1:16.0,,,76-98,1,T. Lawson makes free throw 2 of 2
1:04.0,Turnover by D. DeRozan (traveling),,76-98,,
0:52.0,,,76-98,,Turnover by T. Lawson (bad pass; steal by D. Wright)
0:39.0,P. Siakam makes 3-pt shot from 24 ft (assist by D. Wright),3,79-98,,
0:32.0,,,79-98,,B. Beal misses 3-pt shot from 32 ft
0:31.0,Defensive rebound by Team,,79-98,,
0:26.0,D. DeRozan misses 2-pt shot from 2 ft (block by I. Mahinmi),,79-98,,
0:23.0,Offensive rebound by P. Siakam,,79-98,,
0:21.0,C. Miles makes 3-pt shot from 23 ft (assist by P. Siakam),3,82-98,,
0:00.0,,,82-101,3,T. Lawson makes 3-pt shot from 27 ft (assist by B. Beal)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,82-101,,B. Beal misses 2-pt shot from 7 ft
11:32.0,,,82-101,,Offensive rebound by I. Mahinmi
11:28.0,,,82-103,2,K. Oubre makes 2-pt shot from 12 ft (assist by I. Mahinmi)
11:04.0,D. Wright makes 2-pt shot from 5 ft,2,84-103,,
10:52.0,,,84-103,,T. Lawson misses 2-pt shot from 14 ft
10:47.0,Defensive rebound by L. Brown,,84-103,,
10:39.0,P. Siakam makes 2-pt shot at rim,2,86-103,,
10:30.0,,,86-103,,Offensive foul by M. Scott (drawn by P. Siakam)
10:30.0,,,86-103,,Turnover by M. Scott (offensive foul)
10:30.0,,,86-103,,O. Porter enters the game for I. Mahinmi
10:20.0,D. Wright misses 2-pt shot from 2 ft,,86-103,,
10:19.0,,,86-103,,Defensive rebound by O. Porter
10:14.0,,,86-103,,K. Oubre misses 3-pt shot from 24 ft
10:11.0,Defensive rebound by C. Miles,,86-103,,
10:06.0,K. Lowry misses 2-pt shot from 1 ft (block by O. Porter),,86-103,,
10:06.0,Offensive rebound by Team,,86-103,,
10:06.0,,,86-103,,J. Wall enters the game for B. Beal
10:04.0,C. Miles misses 3-pt shot from 24 ft,,86-103,,
10:01.0,,,86-103,,Defensive rebound by O. Porter
10:01.0,Loose ball foul by K. Lowry (drawn by O. Porter),,86-103,,
9:36.0,,,86-103,,Turnover by T. Lawson (bad pass; steal by K. Lowry)
9:31.0,C. Miles makes 2-pt shot at rim,2,88-103,,
9:10.0,,,88-106,3,O. Porter makes 3-pt shot from 25 ft (assist by T. Lawson)
8:57.0,L. Brown misses 2-pt shot from 1 ft,,88-106,,
8:55.0,,,88-106,,Defensive rebound by O. Porter
8:46.0,,,88-106,,O. Porter misses 3-pt shot from 24 ft
8:44.0,,,88-106,,Offensive rebound by M. Scott
8:41.0,,,88-106,,J. Wall misses 3-pt shot from 27 ft
8:39.0,Defensive rebound by Team,,88-106,,
8:17.0,Shooting foul by O. Porter (drawn by D. Wright),,88-106,,
8:17.0,D. Wright makes free throw 1 of 2,1,89-106,,
8:17.0,D. Wright makes free throw 2 of 2,1,90-106,,
7:56.0,,,90-106,,J. Wall misses 2-pt shot from 3 ft
7:53.0,Defensive rebound by P. Siakam,,90-106,,
7:38.0,D. Wright misses 2-pt shot from 1 ft,,90-106,,
7:38.0,,,90-106,,Defensive rebound by O. Porter
7:38.0,Personal foul by D. Wright (drawn by O. Porter),,90-106,,
7:38.0,,,90-106,,B. Beal enters the game for T. Lawson
7:38.0,D. DeRozan enters the game for P. Siakam,,90-106,,
7:38.0,S. Ibaka enters the game for D. Wright,,90-106,,
7:28.0,Personal foul by L. Brown (drawn by M. Scott),,90-106,,
7:15.0,,,90-106,,J. Wall misses 2-pt shot from 19 ft
7:10.0,Defensive rebound by K. Lowry,,90-106,,
7:06.0,K. Lowry makes 3-pt shot from 24 ft,3,93-106,,
7:05.0,,,93-106,,Washington full timeout
6:49.0,,,93-106,,Shooting foul by L. Brown (drawn by J. Wall)
6:49.0,,,93-107,1,J. Wall makes free throw 1 of 2
6:49.0,,,93-107,,J. Wall misses free throw 2 of 2
6:47.0,Defensive rebound by L. Brown,,93-107,,
6:39.0,,,93-107,,Personal foul by K. Oubre (drawn by D. DeRozan)
6:31.0,D. DeRozan misses 2-pt shot from 14 ft,,93-107,,
6:27.0,,,93-107,,Defensive rebound by K. Oubre
6:19.0,,,93-109,2,B. Beal makes 2-pt shot from 17 ft (assist by O. Porter)
6:08.0,K. Lowry misses 3-pt shot from 25 ft,,93-109,,
6:04.0,Offensive rebound by L. Brown,,93-109,,
6:03.0,C. Miles misses 3-pt shot from 24 ft,,93-109,,
6:00.0,,,93-109,,Defensive rebound by J. Wall
5:47.0,,,93-109,,Turnover by K. Oubre (lost ball; steal by K. Lowry)
5:45.0,,,93-109,,Personal foul by O. Porter (drawn by K. Lowry)
5:29.0,D. DeRozan makes 2-pt shot from 10 ft,2,95-109,,
5:09.0,Personal foul by D. DeRozan (drawn by M. Scott),,95-109,,
5:09.0,,,95-110,1,M. Scott makes free throw 1 of 2
5:09.0,,,95-111,1,M. Scott makes free throw 2 of 2
5:01.0,D. DeRozan misses 2-pt shot from 5 ft (block by J. Wall),,95-111,,
4:58.0,,,95-111,,Defensive rebound by O. Porter
4:43.0,,,95-111,,B. Beal misses 3-pt shot from 26 ft
4:40.0,Defensive rebound by S. Ibaka,,95-111,,
4:31.0,Turnover by S. Ibaka (lost ball; steal by J. Wall),,95-111,,
4:21.0,,,95-113,2,J. Wall makes 2-pt shot from 2 ft
4:21.0,Violation by S. Ibaka (def goaltending),,95-113,,
4:21.0,Toronto full timeout,,95-113,,
4:05.0,Turnover by L. Brown (bad pass; steal by K. Oubre),,95-113,,
4:02.0,,,95-113,,K. Oubre misses 2-pt shot from 1 ft (block by L. Brown)
4:02.0,,,95-113,,Offensive rebound by Team
3:50.0,,,95-113,,B. Beal misses 2-pt shot from 1 ft
3:47.0,Defensive rebound by D. DeRozan,,95-113,,
3:40.0,,,95-113,,Personal foul by M. Scott (drawn by S. Ibaka)
3:34.0,D. DeRozan makes 2-pt shot from 20 ft,2,97-113,,
3:06.0,,,97-116,3,M. Scott makes 3-pt shot from 24 ft (assist by J. Wall)
2:54.0,,,97-116,,Personal foul by B. Beal (drawn by C. Miles)
2:54.0,C. Miles misses free throw 1 of 2,,97-116,,
2:54.0,Offensive rebound by Team,,97-116,,
2:54.0,P. Siakam enters the game for K. Lowry,,97-116,,
2:54.0,N. Powell enters the game for D. DeRozan,,97-116,,
2:54.0,D. Wright enters the game for S. Ibaka,,97-116,,
2:54.0,C. Miles makes free throw 2 of 2,1,98-116,,
2:34.0,,,98-118,2,M. Scott makes 2-pt shot from 16 ft (assist by B. Beal)
2:14.0,L. Brown misses 2-pt shot from 19 ft,,98-118,,
2:13.0,,,98-118,,Defensive rebound by J. Wall
2:13.0,,,98-118,,Washington full timeout
2:13.0,J. Poeltl enters the game for C. Miles,,98-118,,
2:13.0,,,98-118,,T. Satoransky enters the game for J. Wall
