time,Detroit,pts.away,score,pts.home,Charlotte
6:04.0,,,10-13,,Turnover by M. Williams (bad pass)
5:54.0,Shooting foul by D. Howard (drawn by R. Bullock),,10-13,,
5:54.0,R. Bullock makes free throw 1 of 2,1,11-13,,
5:54.0,R. Bullock misses free throw 2 of 2,,11-13,,
5:48.0,,,11-13,,Defensive rebound by M. Williams
5:42.0,,,11-13,,N. Batum misses 3-pt shot from 26 ft
5:39.0,Defensive rebound by A. Drummond,,11-13,,
5:22.0,B. Griffin makes 2-pt shot from 3 ft,2,13-13,,
5:14.0,,,13-15,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
4:59.0,Turnover by R. Bullock (bad pass; steal by N. Batum),,13-15,,
4:50.0,,,13-17,2,M. Kidd-Gilchrist makes 2-pt shot from 3 ft
4:29.0,Turnover by B. Griffin (bad pass),,13-17,,
4:15.0,Personal foul by B. Griffin (drawn by M. Kidd-Gilchrist),,13-17,,
4:10.0,,,13-19,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft (assist by N. Batum)
4:10.0,,,13-19,,Shooting foul by S. Johnson (drawn by M. Kidd-Gilchrist)
4:10.0,J. Ennis enters the game for S. Johnson,,13-19,,
4:10.0,,,13-19,,M. Kidd-Gilchrist misses free throw 1 of 1
4:01.0,Defensive rebound by A. Drummond,,13-19,,
3:58.0,B. Griffin makes 2-pt shot from 17 ft (assist by I. Smith),2,15-19,,
3:41.0,,,15-21,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
3:35.0,Detroit full timeout,,15-21,,
3:35.0,,,15-21,,J. Lamb enters the game for M. Kidd-Gilchrist
3:18.0,R. Bullock misses 3-pt shot from 25 ft,,15-21,,
3:17.0,Offensive rebound by A. Drummond,,15-21,,
3:17.0,A. Drummond makes 2-pt shot at rim,2,17-21,,
2:56.0,,,17-23,2,N. Batum makes 2-pt shot from 9 ft
2:44.0,,,17-23,,Personal foul by D. Howard (drawn by J. Ennis)
2:44.0,,,17-23,,M. Carter-Williams enters the game for D. Howard
2:44.0,,,17-23,,C. Zeller enters the game for K. Walker
2:44.0,L. Galloway enters the game for I. Smith,,17-23,,
2:44.0,J. Nelson enters the game for R. Bullock,,17-23,,
2:33.0,A. Drummond misses 2-pt shot from 5 ft,,17-23,,
2:29.0,,,17-23,,Defensive rebound by M. Williams
2:24.0,,,17-25,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by N. Batum)
2:01.0,B. Griffin misses 2-pt shot from 6 ft (block by M. Carter-Williams),,17-25,,
1:59.0,,,17-25,,Defensive rebound by Team
1:59.0,,,17-25,,F. Kaminsky enters the game for M. Williams
1:59.0,A. Tolliver enters the game for B. Griffin,,17-25,,
1:58.0,Jump ball: C. Zeller vs. A. Drummond,,,,Jump ball: C. Zeller vs. A. Drummond
1:39.0,,,17-25,,J. Lamb misses 3-pt shot from 26 ft
1:34.0,,,17-25,,Offensive rebound by C. Zeller
1:28.0,,,17-25,,F. Kaminsky misses 2-pt shot from 1 ft
1:28.0,Defensive rebound by A. Drummond,,17-25,,
1:20.0,J. Nelson misses 2-pt shot from 18 ft,,17-25,,
1:17.0,,,17-25,,Defensive rebound by N. Batum
1:05.0,,,17-25,,J. Lamb misses 2-pt shot from 6 ft
1:02.0,Defensive rebound by J. Nelson,,17-25,,
0:59.0,J. Ennis misses 2-pt shot from 2 ft (block by F. Kaminsky),,17-25,,
0:57.0,,,17-25,,Defensive rebound by F. Kaminsky
0:52.0,,,17-25,,Shooting foul by J. Ennis (drawn by M. Carter-Williams)
0:52.0,,,17-25,,T. Graham enters the game for N. Batum
0:52.0,,,17-26,1,M. Carter-Williams makes free throw 1 of 2
0:52.0,,,17-27,1,M. Carter-Williams makes free throw 2 of 2
0:38.0,A. Drummond misses 2-pt shot from 2 ft,,17-27,,
0:35.0,,,17-27,,Defensive rebound by F. Kaminsky
0:27.0,,,17-30,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
0:07.0,A. Drummond makes 2-pt shot from 1 ft (assist by J. Nelson),2,19-30,,
0:07.0,Shooting foul by C. Zeller (drawn by A. Drummond),,19-30,,
0:07.0,A. Drummond misses free throw 1 of 1,,19-30,,
0:03.0,,,19-30,,Defensive rebound by F. Kaminsky
0:00.0,,,19-30,,J. Lamb misses 2-pt shot from 2 ft
0:00.0,,,19-30,,Offensive rebound by C. Zeller
0:00.0,,,19-32,2,C. Zeller makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,19-32,,C. Zeller misses 2-pt shot from 3 ft
11:42.0,,,19-32,,Offensive rebound by C. Zeller
11:42.0,,,19-32,,C. Zeller misses 2-pt shot at rim
11:42.0,Defensive rebound by E. Moreland,,19-32,,
11:38.0,Shooting foul by C. Zeller (drawn by J. Ennis),,19-32,,
11:38.0,J. Ennis makes free throw 1 of 2,1,20-32,,
11:38.0,J. Ennis makes free throw 2 of 2,1,21-32,,
11:21.0,,,21-34,2,C. Zeller makes 2-pt shot from 4 ft (assist by J. Lamb)
10:56.0,A. Tolliver misses 2-pt shot from 16 ft,,21-34,,
10:52.0,Offensive rebound by A. Tolliver,,21-34,,
10:48.0,J. Nelson misses 3-pt shot from 25 ft,,21-34,,
10:44.0,,,21-34,,Defensive rebound by F. Kaminsky
10:38.0,,,21-37,3,T. Graham makes 3-pt shot from 22 ft (assist by M. Carter-Williams)
10:21.0,L. Galloway misses 2-pt shot from 12 ft,,21-37,,
10:21.0,Offensive rebound by E. Moreland,,21-37,,
10:21.0,,,21-37,,Personal foul by M. Carter-Williams (drawn by E. Moreland)
10:08.0,Turnover by A. Tolliver (bad pass; steal by M. Carter-Williams),,21-37,,
10:07.0,,,21-37,,Turnover by M. Carter-Williams (bad pass)
9:53.0,Turnover by J. Nelson (traveling),,21-37,,
9:38.0,,,21-37,,Turnover by F. Kaminsky (bad pass)
9:29.0,L. Galloway misses 3-pt shot from 25 ft,,21-37,,
9:25.0,,,21-37,,Defensive rebound by F. Kaminsky
9:17.0,,,21-40,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by T. Graham)
9:06.0,Detroit full timeout,,21-40,,
8:56.0,J. Ennis misses 2-pt shot from 2 ft,,21-40,,
8:55.0,Offensive rebound by E. Moreland,,21-40,,
8:53.0,Turnover by J. Ennis (lost ball; steal by M. Carter-Williams),,21-40,,
8:44.0,,,21-42,2,F. Kaminsky makes 2-pt shot from 8 ft
8:44.0,,,21-42,,Shooting foul by L. Galloway (drawn by F. Kaminsky)
8:44.0,B. Griffin enters the game for J. Ennis,,21-42,,
8:44.0,S. Johnson enters the game for A. Tolliver,,21-42,,
8:44.0,,,21-43,1,F. Kaminsky makes free throw 1 of 1
8:31.0,Turnover by J. Nelson (bad pass; steal by M. Carter-Williams),,21-43,,
8:23.0,,,21-43,,Shooting foul by S. Johnson (drawn by T. Graham)
8:23.0,,,21-44,1,T. Graham makes free throw 1 of 2
8:23.0,A. Drummond enters the game for L. Galloway,,21-44,,
8:23.0,R. Bullock enters the game for E. Moreland,,21-44,,
8:23.0,I. Smith enters the game for J. Nelson,,21-44,,
8:23.0,,,21-44,,T. Graham misses free throw 2 of 2
8:19.0,Defensive rebound by A. Drummond,,21-44,,
8:07.0,S. Johnson misses 2-pt shot from 7 ft,,21-44,,
8:06.0,,,21-44,,Defensive rebound by Team
7:59.0,Jump ball: C. Zeller vs. S. Johnson (J. Lamb gains possession),,,,Jump ball: C. Zeller vs. S. Johnson (J. Lamb gains possession)
7:54.0,,,21-46,2,C. Zeller makes 2-pt shot from 9 ft (assist by J. Lamb)
7:47.0,Detroit full timeout,,21-46,,
7:47.0,,,21-46,,K. Walker enters the game for T. Graham
7:41.0,R. Bullock makes 2-pt shot from 1 ft (assist by B. Griffin),2,23-46,,
7:22.0,,,23-46,,M. Carter-Williams misses 3-pt shot from 22 ft
7:19.0,Defensive rebound by B. Griffin,,23-46,,
7:14.0,R. Bullock misses 3-pt shot from 24 ft,,23-46,,
7:10.0,,,23-46,,Defensive rebound by M. Carter-Williams
7:03.0,,,23-48,2,C. Zeller makes 2-pt shot from 3 ft (assist by M. Carter-Williams)
6:47.0,Turnover by I. Smith (bad pass; steal by F. Kaminsky),,23-48,,
6:38.0,,,23-51,3,J. Lamb makes 3-pt shot from 25 ft (assist by M. Carter-Williams)
6:28.0,B. Griffin makes 2-pt shot from 1 ft (assist by R. Bullock),2,25-51,,
6:01.0,,,25-51,,J. Lamb misses 3-pt shot from 26 ft
5:57.0,Defensive rebound by B. Griffin,,25-51,,
5:56.0,Turnover by B. Griffin (bad pass; steal by J. Lamb),,25-51,,
5:56.0,Personal foul by R. Bullock (drawn by J. Lamb),,25-51,,
5:56.0,,,25-51,,N. Batum enters the game for M. Carter-Williams
5:56.0,,,25-51,,M. Williams enters the game for F. Kaminsky
5:40.0,,,25-51,,Turnover by K. Walker (step out of bounds)
5:32.0,,,25-51,,Personal foul by J. Lamb (drawn by R. Bullock)
5:32.0,,,25-51,,D. Howard enters the game for C. Zeller
5:24.0,I. Smith makes 2-pt shot from 3 ft,2,27-51,,
5:12.0,,,27-54,3,K. Walker makes 3-pt shot from 25 ft
4:59.0,R. Bullock makes 2-pt shot from 7 ft (assist by B. Griffin),2,29-54,,
4:51.0,,,29-57,3,K. Walker makes 3-pt shot from 28 ft
4:39.0,Detroit full timeout,,29-57,,
4:39.0,,,29-57,,M. Kidd-Gilchrist enters the game for J. Lamb
4:28.0,B. Griffin makes 2-pt shot from 2 ft (assist by I. Smith),2,31-57,,
4:15.0,Personal foul by B. Griffin (drawn by D. Howard),,31-57,,
4:05.0,,,31-59,2,D. Howard makes 2-pt shot at rim
3:50.0,R. Bullock misses 2-pt shot from 13 ft,,31-59,,
3:46.0,Offensive rebound by A. Drummond,,31-59,,
3:46.0,A. Drummond makes 2-pt shot at rim,2,33-59,,
3:32.0,,,33-61,2,D. Howard makes 2-pt shot from 3 ft (assist by K. Walker)
3:20.0,R. Bullock misses 2-pt shot from 10 ft,,33-61,,
3:15.0,Offensive rebound by R. Bullock,,33-61,,
3:15.0,R. Bullock misses 2-pt shot at rim,,33-61,,
3:15.0,Offensive rebound by A. Drummond,,33-61,,
3:11.0,A. Drummond misses 2-pt shot at rim,,33-61,,
3:10.0,,,33-61,,Defensive rebound by M. Williams
3:06.0,,,33-61,,M. Kidd-Gilchrist misses 2-pt shot from 2 ft
3:04.0,Defensive rebound by S. Johnson,,33-61,,
2:55.0,,,33-61,,Personal foul by K. Walker (drawn by B. Griffin)
2:47.0,B. Griffin makes 2-pt shot from 17 ft (assist by I. Smith),2,35-61,,
2:25.0,,,35-61,,M. Kidd-Gilchrist misses 2-pt shot from 13 ft
2:23.0,Defensive rebound by B. Griffin,,35-61,,
2:19.0,R. Bullock misses 3-pt shot from 27 ft,,35-61,,
2:16.0,,,35-61,,Defensive rebound by M. Kidd-Gilchrist
2:12.0,,,35-63,2,M. Kidd-Gilchrist makes 2-pt shot from 1 ft
2:10.0,Turnover by B. Griffin (step out of bounds),,35-63,,
2:10.0,J. Ennis enters the game for S. Johnson,,35-63,,
2:05.0,Personal foul by A. Drummond (drawn by K. Walker),,35-63,,
2:05.0,,,35-64,1,K. Walker makes free throw 1 of 2
2:05.0,,,35-65,1,K. Walker makes free throw 2 of 2
1:49.0,B. Griffin makes 2-pt shot from 1 ft,2,37-65,,
1:33.0,,,37-65,,Offensive charge foul by D. Howard (drawn by B. Griffin)
1:33.0,,,37-65,,Turnover by D. Howard (offensive foul)
1:33.0,,,37-65,,C. Zeller enters the game for D. Howard
1:23.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Ennis),,37-65,,
1:23.0,J. Ennis makes free throw 1 of 2,1,38-65,,
1:23.0,J. Ennis makes free throw 2 of 2,1,39-65,,
1:12.0,,,39-65,,M. Williams misses 3-pt shot from 26 ft
1:10.0,Defensive rebound by A. Drummond,,39-65,,
1:09.0,Offensive foul by B. Griffin (drawn by C. Zeller),,39-65,,
1:09.0,Turnover by B. Griffin (offensive foul),,39-65,,
1:09.0,,,39-65,,J. Lamb enters the game for M. Kidd-Gilchrist
1:09.0,A. Tolliver enters the game for B. Griffin,,39-65,,
0:54.0,,,39-68,3,N. Batum makes 3-pt shot from 27 ft (assist by J. Lamb)
0:41.0,I. Smith makes 3-pt shot from 24 ft (assist by R. Bullock),3,42-68,,
0:33.0,Personal foul by A. Drummond (drawn by K. Walker),,42-68,,
0:33.0,,,42-69,1,K. Walker makes free throw 1 of 2
0:33.0,,,42-70,1,K. Walker makes free throw 2 of 2
0:28.0,I. Smith makes 2-pt shot from 1 ft,2,44-70,,
0:06.0,,,44-70,,Turnover by K. Walker (lost ball; steal by I. Smith)
0:03.0,J. Ennis makes 2-pt shot from 1 ft (assist by A. Tolliver),2,46-70,,
0:00.0,,,46-70,,J. Lamb misses 3-pt shot from 31 ft
0:00.0,,,46-70,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,46-70,,Turnover by N. Batum (bad pass; steal by S. Johnson)
11:39.0,Turnover by I. Smith (bad pass; steal by N. Batum),,46-70,,
11:31.0,,,46-70,,K. Walker misses 2-pt shot from 1 ft
11:29.0,Defensive rebound by A. Drummond,,46-70,,
11:22.0,B. Griffin misses 3-pt shot from 25 ft,,46-70,,
11:19.0,,,46-70,,Defensive rebound by D. Howard
11:13.0,,,46-73,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
10:50.0,I. Smith misses 2-pt shot from 21 ft,,46-73,,
10:46.0,,,46-73,,Defensive rebound by M. Williams
10:34.0,,,46-73,,D. Howard misses 2-pt shot from 3 ft
10:32.0,Defensive rebound by R. Bullock,,46-73,,
10:24.0,Turnover by S. Johnson (lost ball; steal by N. Batum),,46-73,,
10:22.0,,,46-73,,Offensive foul by M. Williams (drawn by B. Griffin)
10:22.0,,,46-73,,Turnover by M. Williams (offensive foul)
10:09.0,B. Griffin misses 2-pt shot from 17 ft,,46-73,,
10:07.0,,,46-73,,Defensive rebound by D. Howard
10:04.0,,,46-73,,Shooting foul by B. Griffin (drawn by D. Howard)
10:04.0,,,46-73,,D. Howard misses free throw 1 of 2
10:04.0,,,46-73,,Offensive rebound by Team
10:04.0,,,46-74,1,D. Howard makes free throw 2 of 2
9:46.0,S. Johnson makes 3-pt shot from 24 ft (assist by R. Bullock),3,49-74,,
9:29.0,,,49-74,,Shooting foul by R. Bullock (drawn by M. Kidd-Gilchrist)
9:29.0,,,49-74,,M. Kidd-Gilchrist misses free throw 1 of 2
9:29.0,,,49-74,,Offensive rebound by Team
9:29.0,,,49-74,,M. Kidd-Gilchrist misses free throw 2 of 2
9:26.0,Defensive rebound by A. Drummond,,49-74,,
9:17.0,R. Bullock makes 2-pt shot from 12 ft (assist by B. Griffin),2,51-74,,
8:57.0,,,51-74,,M. Kidd-Gilchrist misses 2-pt shot from 13 ft
8:55.0,Defensive rebound by I. Smith,,51-74,,
8:45.0,A. Drummond misses 2-pt shot from 7 ft,,51-74,,
8:43.0,,,51-74,,Defensive rebound by D. Howard
8:35.0,,,51-74,,Turnover by K. Walker (lost ball; steal by A. Drummond)
8:35.0,A. Drummond makes 2-pt shot from 3 ft,2,53-74,,
8:34.0,,,53-74,,Charlotte full timeout
8:19.0,,,53-77,3,N. Batum makes 3-pt shot from 25 ft (assist by K. Walker)
8:04.0,I. Smith makes 2-pt shot from 4 ft,2,55-77,,
7:46.0,,,55-77,,Turnover by D. Howard (step out of bounds)
7:38.0,I. Smith misses 2-pt shot from 14 ft,,55-77,,
7:35.0,,,55-77,,Defensive rebound by M. Williams
7:28.0,,,55-77,,Offensive foul by D. Howard (drawn by A. Drummond)
7:28.0,,,55-77,,Turnover by D. Howard (offensive foul)
7:16.0,B. Griffin makes 2-pt shot from 1 ft (assist by I. Smith),2,57-77,,
7:02.0,,,57-77,,K. Walker misses 2-pt shot from 11 ft
6:59.0,Defensive rebound by B. Griffin,,57-77,,
6:55.0,R. Bullock makes 3-pt shot from 26 ft (assist by B. Griffin),3,60-77,,
6:40.0,Personal foul by S. Johnson (drawn by N. Batum),,60-77,,
6:33.0,,,60-77,,M. Williams misses 3-pt shot from 25 ft
6:26.0,,,60-77,,Offensive rebound by D. Howard
6:26.0,,,60-77,,D. Howard misses 2-pt shot at rim
6:25.0,,,60-77,,Offensive rebound by K. Walker
6:23.0,,,60-80,3,M. Williams makes 3-pt shot from 25 ft (assist by K. Walker)
6:05.0,B. Griffin misses 2-pt shot from 17 ft,,60-80,,
6:01.0,,,60-80,,Defensive rebound by D. Howard
5:51.0,,,60-80,,K. Walker misses 3-pt shot from 24 ft
5:50.0,,,60-80,,Offensive rebound by D. Howard
5:50.0,Personal foul by A. Drummond (drawn by D. Howard),,60-80,,
5:44.0,,,60-80,,K. Walker misses 2-pt shot from 2 ft (block by A. Drummond)
5:44.0,,,60-80,,Offensive rebound by M. Kidd-Gilchrist
5:44.0,,,60-80,,Turnover by M. Kidd-Gilchrist (traveling)
5:32.0,I. Smith misses 2-pt shot from 19 ft,,60-80,,
5:28.0,,,60-80,,Defensive rebound by M. Williams
5:15.0,,,60-80,,N. Batum misses 3-pt shot from 22 ft
5:12.0,Defensive rebound by S. Johnson,,60-80,,
5:05.0,S. Johnson makes 2-pt shot from 1 ft,2,62-80,,
4:54.0,,,62-80,,Turnover by M. Williams (step out of bounds)
4:45.0,I. Smith misses 2-pt shot from 5 ft (block by K. Walker),,62-80,,
4:45.0,Offensive rebound by Team,,62-80,,
4:43.0,R. Bullock makes 2-pt shot from 15 ft (assist by I. Smith),2,64-80,,
4:20.0,,,64-82,2,D. Howard makes 2-pt shot from 1 ft (assist by N. Batum)
4:02.0,B. Griffin misses 2-pt shot from 5 ft (block by N. Batum),,64-82,,
3:59.0,,,64-82,,Defensive rebound by M. Williams
3:58.0,,,64-82,,Turnover by M. Kidd-Gilchrist (traveling)
3:58.0,J. Ennis enters the game for S. Johnson,,64-82,,
3:45.0,A. Drummond makes 2-pt shot from 7 ft (assist by I. Smith),2,66-82,,
3:28.0,,,66-82,,N. Batum misses 2-pt shot from 16 ft (block by J. Ennis)
3:25.0,Defensive rebound by A. Drummond,,66-82,,
3:23.0,Shooting foul by K. Walker (drawn by I. Smith),,66-82,,
3:23.0,I. Smith misses free throw 1 of 2,,66-82,,
3:23.0,Offensive rebound by Team,,66-82,,
3:23.0,,,66-82,,J. Lamb enters the game for M. Williams
3:23.0,,,66-82,,F. Kaminsky enters the game for M. Kidd-Gilchrist
3:23.0,A. Tolliver enters the game for B. Griffin,,66-82,,
3:23.0,I. Smith misses free throw 2 of 2,,66-82,,
3:20.0,,,66-82,,Defensive rebound by D. Howard
3:12.0,Violation by I. Smith (kicked ball),,66-82,,
2:57.0,,,66-84,2,K. Walker makes 2-pt shot from 13 ft (assist by N. Batum)
2:37.0,A. Tolliver misses 3-pt shot from 28 ft,,66-84,,
2:29.0,Offensive rebound by A. Drummond,,66-84,,
2:29.0,A. Drummond misses 2-pt shot from 1 ft,,66-84,,
2:27.0,,,66-84,,Defensive rebound by N. Batum
2:22.0,,,66-87,3,F. Kaminsky makes 3-pt shot from 26 ft (assist by N. Batum)
2:07.0,J. Ennis makes 3-pt shot from 25 ft (assist by A. Drummond),3,69-87,,
1:52.0,,,69-89,2,K. Walker makes 2-pt shot from 1 ft
1:52.0,,,69-89,,Shooting foul by A. Tolliver (drawn by K. Walker)
1:52.0,Detroit full timeout,,69-89,,
1:52.0,,,69-89,,C. Zeller enters the game for D. Howard
1:52.0,,,69-90,1,K. Walker makes free throw 1 of 1
1:32.0,A. Drummond makes 2-pt shot from 9 ft (assist by I. Smith),2,71-90,,
1:19.0,,,71-93,3,N. Batum makes 3-pt shot from 26 ft (assist by K. Walker)
1:19.0,,,71-93,,Shooting foul by J. Ennis (drawn by N. Batum)
1:19.0,,,71-94,1,N. Batum makes free throw 1 of 1
1:19.0,,,71-94,,M. Carter-Williams enters the game for K. Walker
1:19.0,D. Buycks enters the game for I. Smith,,71-94,,
1:04.0,J. Ennis misses 3-pt shot from 23 ft,,71-94,,
0:59.0,,,71-94,,Defensive rebound by M. Carter-Williams
0:56.0,,,71-96,2,J. Lamb makes 2-pt shot from 3 ft (assist by M. Carter-Williams)
0:44.0,D. Buycks misses 2-pt shot from 12 ft,,71-96,,
0:44.0,,,71-96,,Defensive rebound by C. Zeller
0:38.0,,,71-96,,Turnover by M. Carter-Williams (step out of bounds)
0:24.0,R. Bullock misses 2-pt shot from 10 ft,,71-96,,
0:20.0,,,71-96,,Defensive rebound by N. Batum
0:00.0,,,71-96,,N. Batum misses 2-pt shot from 19 ft
0:00.0,,,71-96,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,D. Buycks makes 2-pt shot from 2 ft,2,73-96,,
11:21.0,,,73-99,3,M. Carter-Williams makes 3-pt shot from 24 ft (assist by J. Lamb)
11:08.0,Turnover by A. Tolliver (out of bounds lost ball),,73-99,,
10:49.0,,,73-101,2,C. Zeller makes 2-pt shot from 8 ft (assist by J. Lamb)
10:34.0,,,73-101,,Personal foul by T. Graham (drawn by S. Johnson)
10:25.0,B. Griffin misses 3-pt shot from 26 ft,,73-101,,
10:22.0,,,73-101,,Defensive rebound by M. Carter-Williams
10:14.0,,,73-101,,F. Kaminsky misses 3-pt shot from 25 ft
10:11.0,Defensive rebound by J. Ennis,,73-101,,
10:01.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Ennis),2,75-101,,
9:48.0,Personal foul by B. Griffin (drawn by J. Lamb),,75-101,,
9:42.0,,,75-104,3,J. Lamb makes 3-pt shot from 26 ft
9:22.0,B. Griffin misses 2-pt shot from 20 ft,,75-104,,
9:19.0,,,75-104,,Defensive rebound by F. Kaminsky
9:09.0,,,75-104,,F. Kaminsky misses 3-pt shot from 25 ft
9:09.0,,,75-104,,Offensive rebound by Team
9:09.0,Loose ball foul by J. Ennis (drawn by C. Zeller),,75-104,,
9:00.0,Personal foul by J. Ennis (drawn by T. Graham),,75-104,,
8:47.0,,,75-107,3,J. Lamb makes 3-pt shot from 23 ft (assist by F. Kaminsky)
8:33.0,B. Griffin makes 2-pt shot from 18 ft (assist by D. Buycks),2,77-107,,
8:12.0,,,77-109,2,M. Carter-Williams makes 2-pt shot from 1 ft
8:00.0,Turnover by B. Griffin (traveling),,77-109,,
8:00.0,Technical foul by B. Griffin,,77-109,,
8:00.0,,,77-109,,F. Kaminsky misses technical free throw
8:00.0,,,77-109,,Offensive rebound by Team
7:40.0,,,77-109,,F. Kaminsky misses 2-pt shot from 2 ft
7:35.0,Defensive rebound by A. Tolliver,,77-109,,
7:33.0,Shooting foul by J. Lamb (drawn by S. Johnson),,77-109,,
7:33.0,S. Johnson makes free throw 1 of 2,1,78-109,,
7:33.0,E. Moreland enters the game for B. Griffin,,78-109,,
7:33.0,S. Johnson makes free throw 2 of 2,1,79-109,,
7:22.0,,,79-109,,M. Carter-Williams misses 3-pt shot from 24 ft
7:18.0,Defensive rebound by E. Moreland,,79-109,,
7:15.0,S. Johnson makes 2-pt shot from 1 ft,2,81-109,,
7:15.0,,,81-109,,Charlotte full timeout
7:03.0,,,81-109,,J. Lamb misses 2-pt shot from 15 ft
6:56.0,Defensive rebound by S. Johnson,,81-109,,
6:51.0,Turnover by D. Buycks (bad pass; steal by C. Zeller),,81-109,,
6:47.0,Technical foul by A. Tolliver (drawn by F. Kaminsky),,81-109,,
6:47.0,,,81-110,1,F. Kaminsky makes flagrant free throw 1 of 2
6:47.0,,,81-110,,F. Kaminsky misses flagrant free throw 2 of 2
6:47.0,,,81-110,,Offensive rebound by Team
6:47.0,H. Ellenson enters the game for A. Tolliver,,81-110,,
6:23.0,,,81-110,,C. Zeller misses 2-pt shot from 3 ft
6:21.0,Defensive rebound by H. Ellenson,,81-110,,
6:19.0,,,81-110,,Personal foul by T. Graham (drawn by S. Johnson)
6:05.0,H. Ellenson misses 2-pt shot from 5 ft,,81-110,,
6:03.0,,,81-110,,Defensive rebound by Team
6:03.0,Loose ball foul by E. Moreland (drawn by C. Zeller),,81-110,,
6:03.0,,,81-110,,C. Zeller misses free throw 1 of 2
6:03.0,,,81-110,,Offensive rebound by Team
6:03.0,,,81-110,,M. Monk enters the game for J. Lamb
6:03.0,L. Kennard enters the game for S. Johnson,,81-110,,
6:03.0,,,81-111,1,C. Zeller makes free throw 2 of 2
5:52.0,D. Buycks makes 2-pt shot from 1 ft,2,83-111,,
5:39.0,,,83-111,,Turnover by M. Carter-Williams (traveling)
5:39.0,L. Galloway enters the game for J. Ennis,,83-111,,
5:29.0,D. Buycks makes 2-pt shot from 1 ft,2,85-111,,
5:29.0,,,85-111,,Charlotte full timeout
