time,Phoenix,pts.away,score,pts.home,San Antonio
4:20.0,,,15-14,,Defensive rebound by K. Anderson
4:14.0,,,15-17,3,B. Forbes makes 3-pt shot from 22 ft (assist by P. Mills)
3:43.0,D. Booker misses 3-pt shot from 22 ft,,15-17,,
3:43.0,,,15-17,,Defensive rebound by R. Gay
3:38.0,,,15-19,2,R. Gay makes 2-pt shot from 4 ft
3:38.0,Phoenix full timeout,,15-19,,
3:38.0,,,15-19,,B. Paul enters the game for K. Anderson
3:38.0,,,15-19,,D. Murray enters the game for P. Mills
3:38.0,J. Jackson enters the game for T. Chandler,,15-19,,
3:38.0,A. Len enters the game for T. Warren,,15-19,,
3:38.0,T. Ulis enters the game for M. James,,15-19,,
3:21.0,Turnover by T. Ulis (bad pass; steal by B. Paul),,15-19,,
3:18.0,,,15-21,2,B. Paul makes 2-pt shot from 2 ft
3:01.0,J. Jackson misses 3-pt shot from 25 ft,,15-21,,
2:58.0,,,15-21,,Defensive rebound by D. Murray
2:42.0,,,15-21,,L. Aldridge misses 2-pt shot from 9 ft
2:40.0,Defensive rebound by A. Len,,15-21,,
2:29.0,Offensive foul by D. Booker (drawn by B. Paul),,15-21,,
2:29.0,Turnover by D. Booker (offensive foul),,15-21,,
2:29.0,,,15-21,,P. Gasol enters the game for L. Aldridge
2:29.0,T. Daniels enters the game for D. Booker,,15-21,,
2:04.0,,,15-21,,B. Forbes misses 2-pt shot from 7 ft
2:02.0,,,15-21,,Offensive rebound by R. Gay
2:02.0,,,15-21,,Shooting foul by D. Bender (drawn by P. Gasol)
2:02.0,,,15-22,1,P. Gasol makes free throw 1 of 2
2:02.0,,,15-23,1,P. Gasol makes free throw 2 of 2
1:47.0,J. Jackson misses 2-pt shot from 9 ft,,15-23,,
1:43.0,,,15-23,,Defensive rebound by B. Forbes
1:32.0,,,15-23,,R. Gay misses 2-pt shot from 14 ft
1:29.0,Defensive rebound by D. Bender,,15-23,,
1:25.0,T. Daniels makes 3-pt shot from 22 ft (assist by J. Jackson),3,18-23,,
0:58.0,,,18-23,,R. Gay misses 2-pt shot at rim
0:57.0,,,18-23,,Offensive rebound by R. Gay
0:57.0,,,18-25,2,R. Gay makes 2-pt shot at rim
0:43.0,T. Ulis makes 2-pt shot from 17 ft,2,20-25,,
0:26.0,,,20-25,,Turnover by P. Gasol (bad pass; steal by A. Len)
0:22.0,T. Ulis misses 2-pt shot from 1 ft,,20-25,,
0:22.0,Offensive rebound by Team,,20-25,,
0:19.0,Turnover by T. Daniels (traveling),,20-25,,
0:01.0,,,20-28,3,P. Gasol makes 3-pt shot from 23 ft (assist by B. Paul)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,,,20-30,2,R. Gay makes 2-pt shot from 12 ft
11:21.0,A. Len makes 2-pt shot from 5 ft (assist by D. Bender),2,22-30,,
11:21.0,Shooting foul by P. Gasol (drawn by A. Len),,22-30,,
11:21.0,A. Len misses free throw 1 of 1,,22-30,,
11:19.0,,,22-30,,Defensive rebound by P. Gasol
11:11.0,,,22-30,,K. Anderson enters the game for R. Gay
11:03.0,,,22-30,,B. Forbes misses 2-pt shot from 8 ft
11:03.0,,,22-30,,Offensive rebound by D. Murray
11:03.0,,,22-30,,D. Murray misses 2-pt shot at rim
11:03.0,,,22-30,,Offensive rebound by P. Gasol
11:03.0,,,22-30,,P. Gasol misses 2-pt shot from 3 ft (block by A. Len)
11:03.0,,,22-30,,Offensive rebound by Team
10:52.0,,,22-30,,Turnover by B. Forbes (bad pass; steal by A. Len)
10:45.0,J. Jackson makes 3-pt shot from 22 ft (assist by T. Ulis),3,25-30,,
10:25.0,,,25-30,,P. Gasol misses 2-pt shot from 21 ft
10:22.0,,,25-30,,Offensive rebound by D. Murray
10:19.0,,,25-30,,D. Murray misses 2-pt shot from 13 ft
10:16.0,Defensive rebound by T. Daniels,,25-30,,
10:08.0,,,25-30,,L. Aldridge enters the game for B. Paul
10:08.0,,,25-30,,D. Green enters the game for P. Gasol
10:08.0,Shooting foul by B. Forbes (drawn by T. Daniels),,25-30,,
10:08.0,T. Daniels makes free throw 1 of 2,1,26-30,,
10:08.0,,,26-30,,D. Hilliard enters the game for B. Forbes
10:08.0,T. Daniels makes free throw 2 of 2,1,27-30,,
9:51.0,,,27-30,,Turnover by D. Murray (bad pass)
9:40.0,T. Ulis misses 2-pt shot from 15 ft,,27-30,,
9:38.0,,,27-30,,Defensive rebound by D. Green
9:32.0,,,27-33,3,D. Green makes 3-pt shot from 24 ft (assist by D. Hilliard)
9:18.0,J. Jackson makes 2-pt shot from 9 ft,2,29-33,,
8:57.0,,,29-33,,D. Green misses 3-pt shot from 24 ft
8:54.0,Defensive rebound by J. Jackson,,29-33,,
8:47.0,,,29-33,,Personal foul by K. Anderson (drawn by A. Len)
8:37.0,A. Len makes 2-pt shot at rim (assist by T. Ulis),2,31-33,,
8:37.0,,,31-33,,San Antonio full timeout
8:15.0,,,31-33,,L. Aldridge misses 2-pt shot from 8 ft
8:13.0,Defensive rebound by D. Bender,,31-33,,
7:53.0,Shooting foul by D. Hilliard (drawn by T. Ulis),,31-33,,
7:53.0,T. Ulis makes free throw 1 of 2,1,32-33,,
7:53.0,,,32-33,,P. Mills enters the game for D. Murray
7:53.0,,,32-33,,B. Paul enters the game for D. Hilliard
7:53.0,T. Ulis misses free throw 2 of 2,,32-33,,
7:51.0,,,32-33,,Defensive rebound by K. Anderson
7:36.0,,,32-33,,B. Paul misses 3-pt shot from 25 ft
7:33.0,Defensive rebound by D. Bender,,32-33,,
7:27.0,T. Ulis misses 2-pt shot from 15 ft,,32-33,,
7:24.0,,,32-33,,Defensive rebound by B. Paul
7:13.0,,,32-35,2,L. Aldridge makes 2-pt shot from 20 ft (assist by B. Paul)
7:01.0,T. Daniels makes 3-pt shot from 25 ft (assist by D. Bender),3,35-35,,
6:49.0,,,35-37,2,L. Aldridge makes 2-pt shot from 20 ft (assist by P. Mills)
6:31.0,T. Daniels makes 3-pt shot from 22 ft (assist by A. Len),3,38-37,,
6:23.0,,,38-37,,D. Green misses 3-pt shot from 24 ft
6:19.0,Defensive rebound by J. Jackson,,38-37,,
6:17.0,Shooting foul by B. Paul (drawn by J. Jackson),,38-37,,
6:17.0,J. Jackson misses free throw 1 of 2,,38-37,,
6:17.0,Offensive rebound by Team,,38-37,,
6:17.0,,,38-37,,R. Gay enters the game for K. Anderson
6:17.0,T. Chandler enters the game for A. Len,,38-37,,
6:17.0,J. Jackson misses free throw 2 of 2,,38-37,,
6:15.0,,,38-37,,Defensive rebound by R. Gay
6:04.0,,,38-40,3,B. Paul makes 3-pt shot from 23 ft (assist by P. Mills)
5:50.0,D. Bender makes 3-pt shot from 25 ft (assist by T. Ulis),3,41-40,,
5:28.0,,,41-40,,Shooting foul by T. Chandler (drawn by L. Aldridge)
5:28.0,,,41-41,1,L. Aldridge makes free throw 1 of 2
5:28.0,,,41-41,,P. Gasol enters the game for B. Paul
5:28.0,T. Warren enters the game for J. Jackson,,41-41,,
5:28.0,,,41-41,,L. Aldridge misses free throw 2 of 2
5:25.0,Defensive rebound by T. Chandler,,41-41,,
5:06.0,T. Daniels misses 3-pt shot from 23 ft,,41-41,,
5:03.0,,,41-41,,Defensive rebound by P. Mills
4:53.0,,,41-43,2,D. Green makes 2-pt shot from 1 ft
4:44.0,D. Bender misses 3-pt shot from 23 ft,,41-43,,
4:39.0,Offensive rebound by T. Chandler,,41-43,,
4:24.0,T. Warren makes 2-pt shot from 12 ft,2,43-43,,
4:07.0,,,43-45,2,D. Green makes 2-pt shot from 3 ft (assist by L. Aldridge)
4:07.0,Phoenix full timeout,,43-45,,
4:07.0,,,43-45,,B. Forbes enters the game for L. Aldridge
4:07.0,D. Booker enters the game for T. Ulis,,43-45,,
4:07.0,M. Chriss enters the game for T. Daniels,,43-45,,
4:07.0,M. James enters the game for D. Bender,,43-45,,
3:52.0,Shooting foul by R. Gay (drawn by T. Warren),,43-45,,
3:52.0,T. Warren misses free throw 1 of 2,,43-45,,
3:52.0,Offensive rebound by Team,,43-45,,
3:52.0,T. Warren makes free throw 2 of 2,1,44-45,,
3:36.0,,,44-45,,P. Gasol misses 2-pt shot from 18 ft
3:32.0,Defensive rebound by M. James,,44-45,,
3:23.0,T. Warren makes 2-pt shot from 10 ft,2,46-45,,
3:11.0,,,46-47,2,P. Mills makes 2-pt shot from 18 ft
2:47.0,M. Chriss misses 2-pt shot from 11 ft,,46-47,,
2:45.0,,,46-47,,Defensive rebound by P. Gasol
2:41.0,,,46-47,,D. Green misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by M. James,,46-47,,
2:32.0,T. Chandler makes 2-pt shot from 1 ft (assist by M. James),2,48-47,,
2:17.0,,,48-47,,P. Mills misses 3-pt shot from 25 ft
2:13.0,Defensive rebound by T. Chandler,,48-47,,
2:05.0,Shooting foul by P. Gasol (drawn by M. Chriss),,48-47,,
2:05.0,M. Chriss misses free throw 1 of 2,,48-47,,
2:05.0,Offensive rebound by Team,,48-47,,
2:05.0,,,48-47,,L. Aldridge enters the game for D. Green
2:05.0,,,48-47,,B. Paul enters the game for P. Gasol
2:05.0,M. Chriss makes free throw 2 of 2,1,49-47,,
1:42.0,,,49-49,2,L. Aldridge makes 2-pt shot from 16 ft
1:23.0,D. Booker makes 2-pt shot from 13 ft (assist by M. Chriss),2,51-49,,
1:01.0,,,51-51,2,R. Gay makes 2-pt shot from 2 ft
0:50.0,T. Warren misses 2-pt shot from 2 ft,,51-51,,
0:50.0,,,51-51,,Defensive rebound by L. Aldridge
0:43.0,,,51-51,,B. Forbes misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by T. Chandler,,51-51,,
0:31.0,M. James makes 2-pt shot from 8 ft,2,53-51,,
0:13.0,,,53-51,,P. Mills misses 3-pt shot from 24 ft
0:10.0,Defensive rebound by M. Chriss,,53-51,,
0:01.0,T. Warren makes 2-pt shot from 16 ft (assist by D. Booker),2,55-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,55-54,3,D. Green makes 3-pt shot from 25 ft (assist by P. Gasol)
11:21.0,D. Booker misses 2-pt shot from 10 ft,,55-54,,
11:18.0,Offensive rebound by T. Chandler,,55-54,,
11:16.0,T. Warren misses 3-pt shot from 22 ft,,55-54,,
11:16.0,,,55-54,,Defensive rebound by P. Gasol
11:08.0,,,55-54,,Shooting foul by M. Chriss (drawn by L. Aldridge)
11:08.0,,,55-54,,L. Aldridge misses free throw 1 of 2
11:08.0,,,55-54,,Offensive rebound by Team
11:08.0,,,55-54,,L. Aldridge misses free throw 2 of 2
11:05.0,,,55-54,,Offensive rebound by Team
11:00.0,,,55-56,2,P. Gasol makes 2-pt shot from 15 ft (assist by D. Green)
10:48.0,Turnover by M. James (bad pass; steal by K. Anderson),,55-56,,
10:43.0,,,55-58,2,D. Green makes 2-pt shot from 1 ft (assist by P. Mills)
10:27.0,M. James misses 2-pt shot from 8 ft,,55-58,,
10:25.0,,,55-58,,Defensive rebound by P. Gasol
10:13.0,,,55-58,,K. Anderson misses 2-pt shot from 6 ft
10:09.0,Defensive rebound by D. Booker,,55-58,,
10:05.0,D. Booker misses 2-pt shot from 15 ft,,55-58,,
10:05.0,,,55-58,,Defensive rebound by L. Aldridge
9:47.0,,,55-60,2,L. Aldridge makes 2-pt shot from 6 ft
9:46.0,Phoenix full timeout,,55-60,,
9:46.0,T. Ulis enters the game for M. James,,55-60,,
9:24.0,T. Warren misses 3-pt shot from 24 ft,,55-60,,
9:19.0,,,55-60,,Defensive rebound by P. Gasol
9:12.0,,,55-63,3,P. Mills makes 3-pt shot from 25 ft
8:54.0,T. Warren makes 2-pt shot from 2 ft,2,57-63,,
8:39.0,,,57-63,,P. Gasol misses 2-pt shot from 18 ft
8:37.0,Defensive rebound by M. Chriss,,57-63,,
8:37.0,,,57-63,,Personal foul by D. Green (drawn by M. Chriss)
8:19.0,T. Ulis misses 2-pt shot from 12 ft,,57-63,,
8:16.0,Offensive rebound by T. Chandler,,57-63,,
8:06.0,Turnover by M. Chriss (lost ball; steal by L. Aldridge),,57-63,,
7:54.0,,,57-63,,P. Gasol misses 2-pt shot from 16 ft
7:51.0,Defensive rebound by D. Booker,,57-63,,
7:32.0,T. Ulis misses 3-pt shot from 26 ft,,57-63,,
7:29.0,T. Warren makes 2-pt shot at rim,2,59-63,,
7:23.0,Offensive rebound by T. Warren,,59-63,,
7:17.0,,,59-65,2,P. Mills makes 2-pt shot from 2 ft
7:05.0,T. Warren misses 2-pt shot from 3 ft,,59-65,,
7:05.0,Offensive rebound by T. Warren,,59-65,,
7:05.0,Shooting foul by K. Anderson (drawn by T. Warren),,59-65,,
7:05.0,T. Warren makes free throw 1 of 2,1,60-65,,
7:05.0,D. Bender enters the game for M. Chriss,,60-65,,
7:05.0,T. Warren makes free throw 2 of 2,1,61-65,,
6:43.0,,,61-67,2,L. Aldridge makes 2-pt shot from 18 ft (assist by D. Green)
6:18.0,T. Warren misses 2-pt shot from 21 ft,,61-67,,
6:15.0,Offensive rebound by D. Bender,,61-67,,
6:05.0,D. Booker misses 2-pt shot from 1 ft,,61-67,,
6:03.0,,,61-67,,Defensive rebound by P. Gasol
5:59.0,,,61-67,,D. Green misses 2-pt shot at rim
5:57.0,Defensive rebound by T. Warren,,61-67,,
5:53.0,D. Booker misses 3-pt shot from 23 ft,,61-67,,
5:53.0,,,61-67,,Defensive rebound by P. Mills
5:38.0,,,61-70,3,P. Mills makes 3-pt shot from 25 ft
5:23.0,Shooting foul by D. Green (drawn by D. Booker),,61-70,,
5:23.0,D. Booker makes free throw 1 of 2,1,62-70,,
5:23.0,,,62-70,,R. Gay enters the game for K. Anderson
5:23.0,,,62-70,,B. Paul enters the game for P. Gasol
5:23.0,A. Len enters the game for T. Chandler,,62-70,,
5:23.0,J. Jackson enters the game for T. Warren,,62-70,,
5:23.0,D. Booker makes free throw 2 of 2,1,63-70,,
5:12.0,,,63-73,3,P. Mills makes 3-pt shot from 25 ft
4:53.0,D. Bender misses 3-pt shot from 24 ft,,63-73,,
4:51.0,,,63-73,,Defensive rebound by D. Green
4:35.0,,,63-73,,Turnover by P. Mills (turnover)
4:35.0,,,63-73,,B. Forbes enters the game for D. Green
4:29.0,Offensive foul by J. Jackson (drawn by B. Forbes),,63-73,,
4:29.0,Turnover by J. Jackson (offensive foul),,63-73,,
4:29.0,,,63-73,,San Antonio full timeout
4:15.0,,,63-76,3,B. Forbes makes 3-pt shot from 23 ft (assist by R. Gay)
4:01.0,Turnover by D. Booker (bad pass),,63-76,,
3:44.0,,,63-78,2,L. Aldridge makes 2-pt shot from 2 ft
3:33.0,D. Booker misses 3-pt shot from 25 ft,,63-78,,
3:30.0,,,63-78,,Defensive rebound by L. Aldridge
3:23.0,,,63-78,,R. Gay misses 2-pt shot from 2 ft
3:23.0,,,63-78,,Offensive rebound by L. Aldridge
3:23.0,,,63-80,2,L. Aldridge makes 2-pt shot at rim
3:02.0,A. Len makes 2-pt shot at rim (assist by T. Ulis),2,65-80,,
2:38.0,,,65-80,,Shooting foul by D. Bender (drawn by B. Paul)
2:38.0,,,65-80,,B. Paul misses free throw 1 of 2
2:38.0,,,65-80,,Offensive rebound by Team
2:38.0,,,65-80,,D. Murray enters the game for P. Mills
2:38.0,T. Daniels enters the game for D. Booker,,65-80,,
2:38.0,T. Chandler enters the game for J. Jackson,,65-80,,
2:38.0,T. Warren enters the game for A. Len,,65-80,,
2:38.0,,,65-81,1,B. Paul makes free throw 2 of 2
2:14.0,Turnover by T. Chandler (offensive goaltending),,65-81,,
1:52.0,,,65-81,,Turnover by B. Paul (bad pass; steal by T. Chandler)
1:39.0,T. Warren misses 2-pt shot from 15 ft,,65-81,,
1:36.0,,,65-81,,Defensive rebound by L. Aldridge
1:20.0,,,65-81,,B. Paul misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by T. Chandler,,65-81,,
1:06.0,D. Bender misses 3-pt shot from 24 ft,,65-81,,
1:02.0,,,65-81,,Defensive rebound by L. Aldridge
0:54.0,,,65-83,2,B. Forbes makes 2-pt shot from 18 ft (assist by L. Aldridge)
0:47.0,,,65-83,,Personal foul by B. Paul (drawn by T. Chandler)
0:47.0,M. Chriss enters the game for T. Ulis,,65-83,,
0:47.0,M. James enters the game for D. Bender,,65-83,,
0:37.0,T. Daniels makes 3-pt shot from 23 ft (assist by M. Chriss),3,68-83,,
0:31.0,,,68-83,,Shooting foul by M. Chriss (drawn by D. Murray)
0:31.0,,,68-84,1,D. Murray makes free throw 1 of 2
0:31.0,,,68-85,1,D. Murray makes free throw 2 of 2
0:20.0,T. Chandler misses 2-pt shot at rim,,68-85,,
0:18.0,Offensive rebound by M. James,,68-85,,
0:03.0,M. James misses 2-pt shot from 16 ft,,68-85,,
0:00.0,,,68-85,,Defensive rebound by L. Aldridge
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,T. Warren misses 2-pt shot from 7 ft,,68-85,,
11:43.0,,,68-85,,Defensive rebound by P. Gasol
11:36.0,,,68-85,,R. Gay misses 2-pt shot from 8 ft
11:33.0,Defensive rebound by T. Chandler,,68-85,,
11:28.0,M. James misses 3-pt shot from 24 ft,,68-85,,
11:28.0,,,68-85,,Defensive rebound by P. Gasol
11:14.0,,,68-85,,Shooting foul by M. Chriss (drawn by R. Gay)
11:14.0,,,68-86,1,R. Gay makes free throw 1 of 2
11:14.0,,,68-87,1,R. Gay makes free throw 2 of 2
10:57.0,M. James makes 2-pt shot from 8 ft,2,70-87,,
10:43.0,,,70-89,2,D. Murray makes 2-pt shot from 11 ft
10:29.0,,,70-89,,Personal foul by B. Paul (drawn by M. Chriss)
10:16.0,T. Daniels misses 2-pt shot from 1 ft (block by P. Gasol),,70-89,,
10:11.0,,,70-89,,Defensive rebound by B. Forbes
10:09.0,,,70-91,2,B. Paul makes 2-pt shot at rim (assist by B. Forbes)
10:00.0,Shooting foul by P. Gasol (drawn by T. Chandler),,70-91,,
10:00.0,T. Chandler makes free throw 1 of 2,1,71-91,,
10:00.0,J. Jackson enters the game for M. Chriss,,71-91,,
10:00.0,T. Chandler misses free throw 2 of 2,,71-91,,
9:56.0,,,71-91,,Defensive rebound by D. Murray
9:42.0,,,71-93,2,B. Forbes makes 2-pt shot from 7 ft
9:34.0,M. James makes 2-pt shot from 5 ft,2,73-93,,
9:20.0,Personal foul by M. James (drawn by R. Gay),,73-93,,
9:14.0,,,73-93,,P. Gasol misses 3-pt shot from 25 ft
9:12.0,Defensive rebound by Team,,73-93,,
9:12.0,,,73-93,,Loose ball foul by R. Gay (drawn by J. Jackson)
9:12.0,D. Booker enters the game for T. Daniels,,73-93,,
9:02.0,M. James misses 2-pt shot from 9 ft,,73-93,,
9:00.0,,,73-93,,Defensive rebound by D. Murray
8:54.0,,,73-93,,D. Murray misses 2-pt shot from 1 ft
8:54.0,Defensive rebound by T. Chandler,,73-93,,
8:49.0,Turnover by T. Chandler (bad pass; steal by R. Gay),,73-93,,
8:44.0,,,73-96,3,B. Paul makes 3-pt shot from 22 ft (assist by B. Forbes)
8:43.0,Phoenix full timeout,,73-96,,
8:24.0,J. Jackson misses 2-pt shot from 3 ft (block by P. Gasol),,73-96,,
8:20.0,,,73-96,,Defensive rebound by D. Murray
8:18.0,,,73-98,2,D. Murray makes 2-pt shot from 2 ft
8:03.0,T. Warren makes 2-pt shot from 6 ft (assist by M. James),2,75-98,,
7:52.0,,,75-100,2,D. Murray makes 2-pt shot from 12 ft
7:36.0,M. James makes 2-pt shot from 4 ft,2,77-100,,
7:23.0,,,77-102,2,R. Gay makes 2-pt shot from 2 ft
7:15.0,,,77-102,,Personal foul by D. Murray (drawn by M. James)
7:15.0,,,77-102,,K. Anderson enters the game for R. Gay
7:15.0,D. Bender enters the game for T. Chandler,,77-102,,
7:15.0,T. Ulis enters the game for M. James,,77-102,,
7:09.0,J. Jackson makes 2-pt shot from 11 ft (assist by T. Ulis),2,79-102,,
6:46.0,,,79-102,,P. Gasol misses 2-pt shot from 6 ft
6:43.0,Defensive rebound by T. Warren,,79-102,,
6:38.0,Turnover by T. Warren (bad pass; steal by B. Paul),,79-102,,
6:35.0,,,79-102,,Shooting foul by J. Jackson (drawn by D. Murray)
6:35.0,,,79-103,1,D. Murray makes free throw 1 of 2
6:35.0,,,79-103,,D. Bertans enters the game for P. Gasol
6:35.0,,,79-104,1,D. Murray makes free throw 2 of 2
6:26.0,D. Booker misses 3-pt shot from 25 ft,,79-104,,
6:23.0,,,79-104,,Defensive rebound by B. Paul
6:08.0,,,79-104,,Turnover by B. Paul (lost ball; steal by J. Jackson)
6:03.0,Turnover by J. Jackson (lost ball; steal by K. Anderson),,79-104,,
5:59.0,,,79-106,2,D. Murray makes 2-pt shot from 1 ft (assist by B. Paul)
5:59.0,Phoenix full timeout,,79-106,,
5:59.0,,,79-106,,D. Hilliard enters the game for K. Anderson
5:59.0,D. Jones enters the game for D. Booker,,79-106,,
5:59.0,J. Dudley enters the game for T. Warren,,79-106,,
5:59.0,A. Len enters the game for D. Bender,,79-106,,
5:39.0,Shooting foul by D. Murray (drawn by D. Jones),,79-106,,
5:39.0,D. Jones misses free throw 1 of 2,,79-106,,
5:39.0,Offensive rebound by Team,,79-106,,
5:39.0,D. Jones makes free throw 2 of 2,1,80-106,,
5:16.0,,,80-106,,D. Murray misses 2-pt shot from 3 ft
5:13.0,Defensive rebound by J. Dudley,,80-106,,
5:10.0,J. Jackson misses 2-pt shot from 4 ft,,80-106,,
5:10.0,Offensive rebound by D. Jones,,80-106,,
5:02.0,D. Jones makes 2-pt shot at rim,2,82-106,,
4:45.0,,,82-109,3,D. Bertans makes 3-pt shot from 26 ft (assist by D. Murray)
4:35.0,J. Jackson makes 2-pt shot from 1 ft (assist by T. Ulis),2,84-109,,
4:17.0,,,84-109,,B. Forbes misses 2-pt shot from 1 ft (block by D. Jones)
4:14.0,Defensive rebound by A. Len,,84-109,,
4:08.0,A. Len makes 2-pt shot at rim (assist by T. Ulis),2,86-109,,
3:59.0,Personal foul by D. Jones (drawn by B. Forbes),,86-109,,
3:41.0,,,86-109,,B. Forbes misses 2-pt shot from 20 ft (block by D. Jones)
3:41.0,,,86-109,,Offensive rebound by Team
3:41.0,,,86-109,,Turnover by Team (shot clock)
3:30.0,,,86-109,,Personal foul by D. Bertans (drawn by A. Len)
3:30.0,A. Len misses free throw 1 of 2,,86-109,,
3:30.0,Offensive rebound by Team,,86-109,,
3:30.0,A. Len makes free throw 2 of 2,1,87-109,,
3:10.0,,,87-109,,Turnover by D. Murray (lost ball; steal by J. Jackson)
3:05.0,A. Len makes 2-pt shot from 2 ft (assist by J. Jackson),2,89-109,,
3:05.0,Shooting foul by D. Bertans (drawn by A. Len),,89-109,,
3:05.0,A. Len makes free throw 1 of 1,1,90-109,,
2:53.0,,,90-109,,Shooting foul by T. Ulis (drawn by D. Murray)
2:53.0,,,90-110,1,D. Murray makes free throw 1 of 2
2:53.0,,,90-110,,D. Murray misses free throw 2 of 2
2:50.0,Defensive rebound by J. Dudley,,90-110,,
2:46.0,Turnover by J. Jackson (bad pass),,90-110,,
