time,Indiana,pts.away,score,pts.home,Cleveland
2:48.0,,,14-26,,L. Nance enters the game for K. Love
2:48.0,D. Sabonis enters the game for T. Young,,14-26,,
2:37.0,,,14-28,2,R. Hood makes 2-pt shot from 17 ft (assist by L. James)
2:24.0,,,14-28,,Personal foul by L. Nance (drawn by M. Turner)
2:15.0,L. Stephenson misses 2-pt shot from 16 ft,,14-28,,
2:13.0,,,14-28,,Defensive rebound by L. James
2:08.0,,,14-28,,L. James misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by L. Stephenson,,14-28,,
1:59.0,L. Stephenson makes 2-pt shot from 18 ft,2,16-28,,
1:43.0,,,16-31,3,J. Calderon makes 3-pt shot from 25 ft
1:34.0,C. Joseph makes 2-pt shot at rim (assist by D. Collison),2,18-31,,
1:22.0,,,18-31,,J. Calderon misses 3-pt shot from 26 ft
1:20.0,Defensive rebound by D. Sabonis,,18-31,,
0:59.0,D. Collison misses 2-pt shot from 17 ft,,18-31,,
0:57.0,Offensive rebound by D. Sabonis,,18-31,,
0:42.0,D. Sabonis misses 2-pt shot from 5 ft,,18-31,,
0:39.0,,,18-31,,Defensive rebound by L. James
0:32.0,,,18-33,2,L. James makes 2-pt shot at rim (assist by R. Hood)
0:09.0,L. Stephenson misses 3-pt shot from 25 ft,,18-33,,
0:06.0,,,18-33,,Defensive rebound by L. James
0:03.0,,,18-33,,J. Smith misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by D. Collison,,18-33,,
0:00.0,D. Collison misses 3-pt shot from 58 ft,,18-33,,
0:00.0,Offensive rebound by Team,,18-33,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,Shooting foul by L. Nance (drawn by D. Sabonis),,18-33,,
11:45.0,D. Sabonis makes free throw 1 of 2,1,19-33,,
11:45.0,D. Sabonis makes free throw 2 of 2,1,20-33,,
11:32.0,,,20-33,,J. Calderon misses 3-pt shot from 23 ft
11:30.0,Defensive rebound by D. Sabonis,,20-33,,
11:10.0,T. Booker misses 2-pt shot from 6 ft (block by L. Nance),,20-33,,
11:10.0,Offensive rebound by Team,,20-33,,
11:08.0,C. Joseph misses 3-pt shot from 31 ft,,20-33,,
11:04.0,,,20-33,,Defensive rebound by L. Nance
10:58.0,,,20-36,3,R. Hood makes 3-pt shot from 26 ft
10:42.0,V. Oladipo makes 2-pt shot from 1 ft,2,22-36,,
10:27.0,,,22-36,,J. Clarkson misses 2-pt shot from 14 ft (block by C. Joseph)
10:27.0,Defensive rebound by L. Stephenson,,22-36,,
10:25.0,Offensive foul by L. Stephenson (drawn by J. Clarkson),,22-36,,
10:25.0,Turnover by L. Stephenson (offensive foul),,22-36,,
10:07.0,,,22-36,,R. Hood misses 3-pt shot from 26 ft
10:04.0,,,22-36,,Offensive rebound by J. Green
10:03.0,,,22-36,,J. Green misses 2-pt shot from 2 ft (block by T. Booker)
10:03.0,Defensive rebound by T. Booker,,22-36,,
9:58.0,V. Oladipo misses 3-pt shot from 25 ft,,22-36,,
9:57.0,Offensive rebound by Team,,22-36,,
9:57.0,,,22-36,,Loose ball foul by J. Calderon (drawn by T. Booker)
9:55.0,,,22-36,,Personal foul by J. Calderon (drawn by T. Booker)
9:42.0,,,22-36,,K. Love enters the game for J. Calderon
9:39.0,V. Oladipo makes 3-pt shot from 22 ft (assist by L. Stephenson),3,25-36,,
9:23.0,,,25-36,,R. Hood misses 2-pt shot from 20 ft
9:21.0,Defensive rebound by T. Booker,,25-36,,
9:04.0,D. Sabonis misses 3-pt shot from 22 ft,,25-36,,
9:04.0,,,25-36,,Defensive rebound by L. Nance
9:04.0,Personal foul by T. Booker (drawn by L. Nance),,25-36,,
8:55.0,Personal foul by T. Booker (drawn by K. Love),,25-36,,
8:55.0,,,25-36,,J. Smith enters the game for R. Hood
8:43.0,,,25-38,2,K. Love makes 2-pt shot from 12 ft
8:28.0,V. Oladipo makes 2-pt shot from 1 ft,2,27-38,,
8:17.0,,,27-38,,J. Clarkson misses 2-pt shot from 16 ft
8:15.0,Defensive rebound by C. Joseph,,27-38,,
8:03.0,D. Sabonis misses 2-pt shot from 8 ft,,27-38,,
8:01.0,Offensive rebound by Team,,27-38,,
8:01.0,,,27-38,,L. James enters the game for J. Clarkson
8:01.0,,,27-38,,G. Hill enters the game for J. Green
7:42.0,C. Joseph makes 2-pt shot from 15 ft,2,29-38,,
7:18.0,,,29-38,,Turnover by K. Love (bad pass; steal by V. Oladipo)
7:14.0,C. Joseph makes 2-pt shot from 1 ft (assist by V. Oladipo),2,31-38,,
6:54.0,,,31-38,,K. Love misses 2-pt shot from 7 ft
6:52.0,Defensive rebound by D. Sabonis,,31-38,,
6:42.0,D. Sabonis misses 3-pt shot from 25 ft,,31-38,,
6:40.0,,,31-38,,Defensive rebound by Team
6:40.0,Loose ball foul by T. Booker (drawn by L. James),,31-38,,
6:40.0,,,31-38,,Cleveland full timeout
6:40.0,,,31-38,,K. Korver enters the game for L. Nance
6:40.0,T. Young enters the game for T. Booker,,31-38,,
6:31.0,,,31-38,,Shooting foul by C. Joseph (drawn by L. James)
6:31.0,,,31-38,,L. James misses free throw 1 of 2
6:31.0,,,31-38,,Offensive rebound by Team
6:31.0,,,31-39,1,L. James makes free throw 2 of 2
6:06.0,D. Sabonis makes 2-pt shot from 8 ft (assist by C. Joseph),2,33-39,,
5:43.0,,,33-39,,K. Love misses 3-pt shot from 23 ft
5:40.0,Defensive rebound by V. Oladipo,,33-39,,
5:33.0,L. Stephenson makes 2-pt shot from 2 ft (assist by V. Oladipo),2,35-39,,
5:07.0,,,35-41,2,K. Love makes 2-pt shot from 10 ft
4:50.0,C. Joseph misses 3-pt shot from 23 ft,,35-41,,
4:48.0,,,35-41,,Defensive rebound by L. James
4:47.0,,,35-41,,Shooting foul by V. Oladipo (drawn by K. Love)
4:47.0,,,35-42,1,K. Love makes free throw 1 of 3
4:47.0,,,35-43,1,K. Love makes free throw 2 of 3
4:47.0,B. Bogdanovic enters the game for V. Oladipo,,35-43,,
4:47.0,,,35-44,1,K. Love makes free throw 3 of 3
4:30.0,L. Stephenson makes 2-pt shot from 2 ft,2,37-44,,
4:18.0,,,37-47,3,K. Korver makes 3-pt shot from 26 ft (assist by L. James)
4:12.0,Indiana full timeout,,37-47,,
4:12.0,D. Collison enters the game for C. Joseph,,37-47,,
4:12.0,M. Turner enters the game for D. Sabonis,,37-47,,
4:04.0,Turnover by B. Bogdanovic (bad pass),,37-47,,
3:50.0,,,37-49,2,L. James makes 2-pt shot at rim (assist by K. Korver)
3:37.0,Turnover by M. Turner (bad pass),,37-49,,
3:29.0,,,37-49,,K. Korver misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by D. Collison,,37-49,,
3:18.0,M. Turner makes 2-pt shot at rim (assist by D. Collison),2,39-49,,
3:09.0,,,39-52,3,K. Korver makes 3-pt shot from 26 ft (assist by G. Hill)
2:57.0,B. Bogdanovic makes 3-pt shot from 26 ft (assist by D. Collison),3,42-52,,
2:41.0,,,42-52,,K. Love misses 2-pt shot from 13 ft
2:39.0,Defensive rebound by T. Young,,42-52,,
2:34.0,M. Turner makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,44-52,,
2:14.0,,,44-52,,Offensive foul by G. Hill (drawn by B. Bogdanovic)
2:14.0,,,44-52,,Turnover by G. Hill (offensive foul)
2:14.0,,,44-52,,R. Hood enters the game for G. Hill
1:56.0,D. Collison misses 3-pt shot from 25 ft,,44-52,,
1:54.0,,,44-52,,Defensive rebound by K. Love
1:46.0,,,44-52,,K. Korver misses 3-pt shot from 23 ft
1:46.0,Defensive rebound by L. Stephenson,,44-52,,
1:40.0,Offensive charge foul by L. Stephenson (drawn by K. Korver),,44-52,,
1:40.0,Turnover by L. Stephenson (offensive foul),,44-52,,
1:40.0,C. Joseph enters the game for L. Stephenson,,44-52,,
1:28.0,,,44-52,,L. James misses 2-pt shot at rim
1:26.0,Defensive rebound by B. Bogdanovic,,44-52,,
1:26.0,,,44-52,,Personal foul by J. Smith (drawn by B. Bogdanovic)
1:26.0,G. Robinson enters the game for C. Joseph,,44-52,,
1:19.0,Turnover by M. Turner (bad pass; steal by L. James),,44-52,,
1:15.0,,,44-54,2,L. James makes 2-pt shot from 1 ft
1:04.0,B. Bogdanovic misses 3-pt shot from 29 ft,,44-54,,
1:02.0,,,44-54,,Defensive rebound by L. James
0:58.0,,,44-54,,Shooting foul by T. Young (drawn by L. James)
0:58.0,,,44-55,1,L. James makes free throw 1 of 2
0:58.0,,,44-55,,L. Nance enters the game for K. Love
0:58.0,,,44-56,1,L. James makes free throw 2 of 2
0:38.0,T. Young makes 2-pt shot from 3 ft (assist by D. Collison),2,46-56,,
0:17.0,,,46-58,2,L. James makes 2-pt shot at rim (assist by L. Nance)
0:00.0,M. Turner misses 2-pt shot from 21 ft,,46-58,,
0:00.0,Offensive rebound by Team,,46-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,B. Bogdanovic makes 2-pt shot from 2 ft (assist by V. Oladipo),2,48-58,,
11:22.0,,,48-58,,K. Korver misses 3-pt shot from 28 ft
11:20.0,Defensive rebound by M. Turner,,48-58,,
11:08.0,Turnover by V. Oladipo (bad pass; steal by J. Smith),,48-58,,
10:49.0,,,48-58,,K. Love misses 2-pt shot from 3 ft (block by T. Young)
10:46.0,,,48-58,,Offensive rebound by K. Love
10:43.0,,,48-61,3,K. Korver makes 3-pt shot from 22 ft (assist by J. Smith)
10:18.0,T. Young makes 2-pt shot from 6 ft,2,50-61,,
10:01.0,,,50-63,2,G. Hill makes 2-pt shot from 5 ft
9:38.0,,,50-63,,Personal foul by G. Hill (drawn by V. Oladipo)
9:28.0,Jump ball: L. James vs. V. Oladipo (K. Love gains possession),,,,Jump ball: L. James vs. V. Oladipo (K. Love gains possession)
9:28.0,Turnover by V. Oladipo (lost ball; steal by L. James),,50-63,,
9:10.0,,,50-65,2,L. James makes 2-pt shot from 19 ft
8:47.0,D. Collison makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,52-65,,
8:36.0,,,52-68,3,G. Hill makes 3-pt shot from 28 ft
8:19.0,Shooting foul by G. Hill (drawn by V. Oladipo),,52-68,,
8:19.0,V. Oladipo makes free throw 1 of 2,1,53-68,,
8:19.0,,,53-68,,J. Calderon enters the game for G. Hill
8:19.0,V. Oladipo makes free throw 2 of 2,1,54-68,,
8:00.0,,,54-68,,K. Love misses 3-pt shot from 27 ft
7:56.0,Defensive rebound by D. Collison,,54-68,,
7:44.0,T. Young makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,56-68,,
7:18.0,,,56-68,,J. Smith misses 2-pt shot from 19 ft
7:16.0,,,56-68,,Offensive rebound by K. Love
7:05.0,,,56-68,,Turnover by J. Calderon (lost ball; steal by T. Young)
7:00.0,V. Oladipo makes 2-pt shot from 1 ft (assist by T. Young),2,58-68,,
6:40.0,,,58-68,,K. Love misses 2-pt shot from 1 ft
6:38.0,Defensive rebound by M. Turner,,58-68,,
6:35.0,Turnover by V. Oladipo (bad pass; steal by K. Korver),,58-68,,
6:35.0,,,58-68,,Cleveland full timeout
6:16.0,,,58-68,,L. James misses 2-pt shot from 18 ft
6:14.0,Defensive rebound by M. Turner,,58-68,,
5:53.0,Turnover by B. Bogdanovic (out of bounds lost ball),,58-68,,
5:36.0,,,58-68,,K. Love misses 3-pt shot from 23 ft
5:32.0,Defensive rebound by V. Oladipo,,58-68,,
5:20.0,B. Bogdanovic misses 3-pt shot from 26 ft,,58-68,,
5:18.0,,,58-68,,Defensive rebound by K. Korver
5:13.0,,,58-70,2,J. Calderon makes 2-pt shot from 1 ft (assist by L. James)
4:59.0,M. Turner makes 3-pt shot from 22 ft (assist by V. Oladipo),3,61-70,,
4:46.0,Personal foul by T. Young (drawn by L. James),,61-70,,
4:46.0,,,61-70,,L. Nance enters the game for K. Love
4:35.0,,,61-70,,K. Korver misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by V. Oladipo,,61-70,,
4:26.0,,,61-70,,Personal foul by J. Calderon (drawn by T. Young)
4:19.0,V. Oladipo makes 2-pt shot from 1 ft,2,63-70,,
4:02.0,,,63-70,,Turnover by J. Smith (bad pass)
3:42.0,V. Oladipo makes 2-pt shot at rim,2,65-70,,
3:23.0,,,65-70,,Shooting foul by B. Bogdanovic (drawn by L. James)
3:23.0,,,65-71,1,L. James makes free throw 1 of 2
3:23.0,,,65-71,,R. Hood enters the game for J. Smith
3:23.0,,,65-72,1,L. James makes free throw 2 of 2
3:23.0,Indiana full timeout,,65-72,,
3:23.0,L. Stephenson enters the game for B. Bogdanovic,,65-72,,
3:10.0,V. Oladipo misses 3-pt shot from 25 ft,,65-72,,
2:59.0,Offensive rebound by M. Turner,,65-72,,
2:59.0,M. Turner makes 2-pt shot at rim,2,67-72,,
2:47.0,,,67-72,,Turnover by R. Hood (lost ball; steal by V. Oladipo)
2:46.0,V. Oladipo misses 2-pt shot from 1 ft,,67-72,,
2:45.0,Offensive rebound by T. Young,,67-72,,
2:45.0,T. Young misses 2-pt shot at rim,,67-72,,
2:44.0,,,67-72,,Defensive rebound by L. James
2:42.0,,,67-72,,Turnover by J. Calderon (lost ball; steal by T. Young)
2:24.0,Turnover by L. Stephenson (lost ball; steal by J. Calderon),,67-72,,
2:01.0,,,67-74,2,L. James makes 2-pt shot from 19 ft
1:44.0,,,67-74,,Personal foul by J. Calderon (drawn by M. Turner)
1:44.0,,,67-74,,J. Clarkson enters the game for K. Korver
1:44.0,,,67-74,,J. Green enters the game for J. Calderon
1:44.0,D. Sabonis enters the game for T. Young,,67-74,,
1:35.0,V. Oladipo misses 2-pt shot from 19 ft,,67-74,,
1:31.0,,,67-74,,Defensive rebound by L. James
1:28.0,,,67-74,,Turnover by J. Green (step out of bounds)
1:28.0,C. Joseph enters the game for D. Collison,,67-74,,
1:13.0,V. Oladipo misses 3-pt shot from 24 ft,,67-74,,
1:10.0,,,67-74,,Defensive rebound by J. Green
1:01.0,,,67-74,,J. Clarkson misses 2-pt shot from 3 ft
0:58.0,,,67-74,,Offensive rebound by L. Nance
0:57.0,Violation by M. Turner (kicked ball),,67-74,,
0:57.0,T. Booker enters the game for V. Oladipo,,67-74,,
0:57.0,B. Bogdanovic enters the game for M. Turner,,67-74,,
0:57.0,,,67-74,,K. Love enters the game for L. James
0:50.0,,,67-74,,Turnover by R. Hood (lost ball; steal by C. Joseph)
0:33.0,D. Sabonis misses 2-pt shot from 19 ft,,67-74,,
0:29.0,,,67-74,,Defensive rebound by L. Nance
0:05.0,,,67-74,,J. Green misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by T. Booker,,67-74,,
0:00.0,L. Stephenson misses 3-pt shot from 39 ft,,67-74,,
0:00.0,Offensive rebound by Team,,67-74,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,,,67-76,2,K. Love makes 2-pt shot from 9 ft
11:12.0,D. Sabonis misses 2-pt shot from 3 ft,,67-76,,
11:10.0,,,67-76,,Defensive rebound by K. Love
10:53.0,,,67-76,,K. Love misses 2-pt shot from 8 ft
10:51.0,Defensive rebound by D. Sabonis,,67-76,,
10:42.0,D. Sabonis makes 2-pt shot from 1 ft (assist by C. Joseph),2,69-76,,
10:24.0,,,69-76,,R. Hood misses 2-pt shot from 20 ft
10:21.0,Defensive rebound by B. Bogdanovic,,69-76,,
10:19.0,T. Booker makes 2-pt shot from 1 ft (assist by L. Stephenson),2,71-76,,
10:19.0,Shooting foul by R. Hood (drawn by T. Booker),,71-76,,
10:19.0,T. Booker makes free throw 1 of 1,1,72-76,,
10:08.0,Personal foul by T. Booker (drawn by K. Love),,72-76,,
10:02.0,,,72-78,2,J. Clarkson makes 2-pt shot at rim
9:38.0,B. Bogdanovic makes 2-pt shot from 13 ft (assist by L. Stephenson),2,74-78,,
9:38.0,Shooting foul by J. Green (drawn by B. Bogdanovic),,74-78,,
9:38.0,B. Bogdanovic misses free throw 1 of 1,,74-78,,
9:38.0,,,74-78,,Defensive rebound by L. Nance
9:15.0,,,74-80,2,J. Green makes 2-pt shot from 1 ft (assist by L. Nance)
9:06.0,L. Stephenson makes 2-pt shot from 1 ft,2,76-80,,
8:51.0,,,76-83,3,K. Love makes 3-pt shot from 24 ft (assist by J. Clarkson)
8:50.0,Indiana full timeout,,76-83,,
8:50.0,,,76-83,,L. James enters the game for R. Hood
8:50.0,V. Oladipo enters the game for T. Booker,,76-83,,
8:50.0,T. Young enters the game for B. Bogdanovic,,76-83,,
8:39.0,Turnover by L. Stephenson (bad pass; steal by J. Green),,76-83,,
8:21.0,Technical foul by D. Sabonis (drawn by L. James),,76-83,,
8:21.0,,,76-84,1,L. James makes flagrant free throw 1 of 2
8:21.0,,,76-84,,L. James misses flagrant free throw 2 of 2
8:21.0,,,76-84,,Offensive rebound by Team
8:21.0,M. Turner enters the game for D. Sabonis,,76-84,,
8:09.0,,,76-84,,Shooting foul by C. Joseph (drawn by L. Nance)
8:09.0,,,76-84,,L. Nance misses free throw 1 of 2
8:09.0,,,76-84,,Offensive rebound by Team
8:09.0,,,76-84,,L. Nance misses free throw 2 of 2
8:05.0,Defensive rebound by M. Turner,,76-84,,
7:44.0,L. Stephenson misses 2-pt shot from 1 ft,,76-84,,
7:37.0,Offensive rebound by L. Stephenson,,76-84,,
7:37.0,L. Stephenson makes 2-pt shot at rim,2,78-84,,
7:24.0,,,78-86,2,L. James makes 2-pt shot from 1 ft (assist by J. Green)
7:09.0,C. Joseph misses 2-pt shot from 3 ft,,78-86,,
7:06.0,,,78-86,,Defensive rebound by K. Love
6:46.0,,,78-88,2,L. James makes 2-pt shot from 18 ft
6:45.0,Indiana full timeout,,78-88,,
6:45.0,D. Collison enters the game for L. Stephenson,,78-88,,
6:45.0,B. Bogdanovic enters the game for C. Joseph,,78-88,,
6:29.0,M. Turner misses 2-pt shot from 19 ft,,78-88,,
6:26.0,Offensive rebound by T. Young,,78-88,,
6:24.0,T. Young makes 2-pt shot from 1 ft,2,80-88,,
6:07.0,,,80-88,,Turnover by L. James (bad pass; steal by T. Young)
6:03.0,V. Oladipo makes 2-pt shot from 1 ft (assist by B. Bogdanovic),2,82-88,,
5:45.0,,,82-88,,K. Love misses 2-pt shot from 10 ft
5:43.0,Defensive rebound by T. Young,,82-88,,
5:28.0,Turnover by D. Collison (bad pass; steal by L. Nance),,82-88,,
5:28.0,Personal foul by M. Turner (drawn by L. Nance),,82-88,,
5:28.0,,,82-88,,K. Korver enters the game for L. Nance
5:28.0,,,82-88,,J. Smith enters the game for J. Green
5:13.0,,,82-88,,L. James misses 2-pt shot from 15 ft
5:11.0,Defensive rebound by D. Collison,,82-88,,
5:00.0,V. Oladipo misses 3-pt shot from 25 ft,,82-88,,
4:56.0,,,82-88,,Defensive rebound by K. Love
4:33.0,,,82-90,2,L. James makes 2-pt shot from 18 ft
4:12.0,V. Oladipo makes 2-pt shot at rim,2,84-90,,
3:54.0,,,84-90,,Offensive foul by L. James (drawn by B. Bogdanovic)
3:54.0,,,84-90,,Turnover by L. James (offensive foul)
3:43.0,D. Collison makes 2-pt shot from 1 ft,2,86-90,,
3:43.0,,,86-90,,Cleveland full timeout
3:43.0,,,86-90,,G. Hill enters the game for K. Love
3:43.0,,,86-90,,L. Nance enters the game for J. Clarkson
3:24.0,Personal foul by M. Turner (drawn by G. Hill),,86-90,,
3:24.0,,,86-90,,G. Hill misses free throw 1 of 2
3:24.0,,,86-90,,Offensive rebound by Team
3:24.0,,,86-91,1,G. Hill makes free throw 2 of 2
3:12.0,,,86-91,,Personal foul by K. Korver (drawn by T. Young)
3:05.0,Turnover by V. Oladipo (lost ball; steal by J. Smith),,86-91,,
2:59.0,,,86-93,2,J. Smith makes 2-pt shot from 1 ft
2:45.0,D. Collison makes 3-pt shot from 23 ft (assist by V. Oladipo),3,89-93,,
2:27.0,,,89-93,,G. Hill misses 2-pt shot from 5 ft
2:27.0,,,89-93,,Offensive rebound by Team
2:27.0,,,89-93,,Cleveland full timeout
2:23.0,,,89-95,2,L. Nance makes 2-pt shot from 1 ft (assist by G. Hill)
2:06.0,V. Oladipo misses 2-pt shot from 18 ft,,89-95,,
2:01.0,,,89-95,,Defensive rebound by L. James
1:38.0,,,89-95,,J. Smith misses 3-pt shot from 30 ft
1:36.0,Defensive rebound by B. Bogdanovic,,89-95,,
1:20.0,Turnover by M. Turner (out of bounds lost ball),,89-95,,
0:58.0,,,89-95,,L. James misses 3-pt shot from 25 ft
0:55.0,Defensive rebound by T. Young,,89-95,,
0:51.0,D. Collison makes 3-pt shot from 25 ft (assist by V. Oladipo),3,92-95,,
0:36.0,,,92-95,,Offensive foul by G. Hill (drawn by D. Collison)
0:36.0,,,92-95,,Turnover by G. Hill (offensive foul)
0:36.0,Indiana full timeout,,92-95,,
0:36.0,,,92-95,,R. Hood enters the game for G. Hill
0:27.0,V. Oladipo misses 3-pt shot from 26 ft,,92-95,,
0:25.0,,,92-95,,Defensive rebound by L. James
0:22.0,Personal foul by T. Young (drawn by L. James),,92-95,,
0:22.0,,,92-96,1,L. James makes free throw 1 of 2
0:22.0,,,92-96,,J. Green enters the game for K. Korver
0:22.0,,,92-97,1,L. James makes free throw 2 of 2
0:22.0,Indiana full timeout,,92-97,,
0:22.0,L. Stephenson enters the game for T. Young,,92-97,,
0:20.0,V. Oladipo misses 3-pt shot from 34 ft,,92-97,,
0:19.0,,,92-97,,Defensive rebound by Team
0:19.0,,,92-97,,K. Korver enters the game for L. Nance
0:19.0,T. Young enters the game for L. Stephenson,,92-97,,
0:19.0,,,92-97,,Cleveland full timeout
0:18.0,Personal foul by B. Bogdanovic (drawn by L. James),,92-97,,
0:18.0,,,92-98,1,L. James makes free throw 1 of 2
0:18.0,,,92-98,,L. Nance enters the game for K. Korver
0:18.0,,,92-99,1,L. James makes free throw 2 of 2
0:07.0,D. Collison makes 2-pt shot at rim,2,94-99,,
0:06.0,Personal foul by T. Young (drawn by J. Smith),,94-99,,
0:06.0,,,94-99,,J. Smith misses free throw 1 of 2
0:06.0,,,94-99,,Offensive rebound by Team
0:06.0,,,94-100,1,J. Smith makes free throw 2 of 2
0:00.0,V. Oladipo makes 3-pt shot from 26 ft,3,97-100,,
