time,Indiana,pts.away,score,pts.home,Orlando
11:23.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by T. Young),2,52-57,,
10:59.0,,,52-57,,A. Gordon misses 2-pt shot from 12 ft
10:57.0,,,52-57,,Offensive rebound by A. Gordon
10:57.0,,,52-57,,Shooting foul by T. Young (drawn by A. Gordon)
10:57.0,,,52-57,,A. Gordon misses free throw 1 of 2
10:57.0,,,52-57,,Offensive rebound by Team
10:57.0,,,52-58,1,A. Gordon makes free throw 2 of 2
10:45.0,V. Oladipo misses 2-pt shot from 17 ft,,52-58,,
10:42.0,,,52-58,,Defensive rebound by N. Vucevic
10:28.0,,,52-58,,N. Vucevic misses 2-pt shot from 7 ft
10:25.0,Defensive rebound by B. Bogdanovic,,52-58,,
10:21.0,Shooting foul by A. Gordon (drawn by B. Bogdanovic),,52-58,,
10:21.0,B. Bogdanovic makes free throw 1 of 2,1,53-58,,
10:21.0,B. Bogdanovic misses free throw 2 of 2,,53-58,,
10:19.0,,,53-58,,Defensive rebound by A. Gordon
10:11.0,,,53-58,,E. Fournier misses 2-pt shot from 12 ft
10:08.0,Defensive rebound by T. Young,,53-58,,
10:02.0,Turnover by T. Young (bad pass; steal by E. Payton),,53-58,,
9:57.0,,,53-58,,E. Fournier misses 3-pt shot from 24 ft
9:54.0,,,53-58,,Offensive rebound by N. Vucevic
9:51.0,,,53-58,,E. Fournier misses 3-pt shot from 25 ft
9:47.0,Defensive rebound by M. Turner,,53-58,,
9:32.0,T. Young makes 2-pt shot from 2 ft,2,55-58,,
9:15.0,,,55-60,2,N. Vucevic makes 2-pt shot from 12 ft
8:52.0,D. Collison misses 2-pt shot from 3 ft (block by A. Gordon),,55-60,,
8:52.0,Offensive rebound by Team,,55-60,,
8:47.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Collison),3,58-60,,
8:32.0,,,58-60,,T. Ross misses 3-pt shot from 23 ft (block by V. Oladipo)
8:27.0,Defensive rebound by B. Bogdanovic,,58-60,,
8:19.0,T. Young misses 2-pt shot from 7 ft,,58-60,,
8:17.0,,,58-60,,Defensive rebound by E. Payton
8:12.0,Personal foul by M. Turner (drawn by N. Vucevic),,58-60,,
8:05.0,,,58-60,,N. Vucevic misses 2-pt shot from 2 ft
8:00.0,,,58-60,,Offensive rebound by N. Vucevic
8:00.0,,,58-62,2,N. Vucevic makes 2-pt shot at rim
7:53.0,Offensive foul by M. Turner (drawn by T. Ross),,58-62,,
7:53.0,Turnover by M. Turner (offensive foul),,58-62,,
7:40.0,,,58-65,3,N. Vucevic makes 3-pt shot from 25 ft (assist by E. Fournier)
7:21.0,B. Bogdanovic makes 2-pt shot from 7 ft,2,60-65,,
7:07.0,,,60-65,,Offensive foul by E. Fournier (drawn by T. Young)
7:07.0,,,60-65,,Turnover by E. Fournier (offensive foul)
6:54.0,Shooting foul by T. Ross (drawn by V. Oladipo),,60-65,,
6:54.0,,,60-65,,Orlando full timeout
6:54.0,V. Oladipo misses free throw 1 of 3,,60-65,,
6:54.0,Offensive rebound by Team,,60-65,,
6:54.0,V. Oladipo makes free throw 2 of 3,1,61-65,,
6:54.0,V. Oladipo misses free throw 3 of 3,,61-65,,
6:51.0,,,61-65,,Defensive rebound by A. Gordon
6:37.0,,,61-65,,A. Gordon misses 3-pt shot from 25 ft
6:34.0,Defensive rebound by V. Oladipo,,61-65,,
6:22.0,M. Turner makes 2-pt shot from 3 ft,2,63-65,,
6:22.0,Shooting foul by A. Gordon (drawn by M. Turner),,63-65,,
6:22.0,,,63-65,,J. Simmons enters the game for T. Ross
6:22.0,M. Turner misses free throw 1 of 1,,63-65,,
6:19.0,,,63-65,,Defensive rebound by N. Vucevic
6:10.0,,,63-65,,E. Fournier misses 2-pt shot from 12 ft
6:06.0,Defensive rebound by V. Oladipo,,63-65,,
6:02.0,V. Oladipo misses 2-pt shot from 7 ft,,63-65,,
6:02.0,Offensive rebound by V. Oladipo,,63-65,,
6:01.0,Shooting foul by N. Vucevic (drawn by V. Oladipo),,63-65,,
6:01.0,V. Oladipo makes free throw 1 of 2,1,64-65,,
6:01.0,V. Oladipo makes free throw 2 of 2,1,65-65,,
5:42.0,,,65-65,,E. Payton misses 3-pt shot from 23 ft
5:38.0,,,65-65,,Offensive rebound by N. Vucevic
5:33.0,,,65-65,,A. Gordon misses 3-pt shot from 25 ft
5:30.0,Defensive rebound by B. Bogdanovic,,65-65,,
5:23.0,V. Oladipo misses 2-pt shot from 4 ft (block by E. Fournier),,65-65,,
5:20.0,,,65-65,,Defensive rebound by E. Fournier
5:19.0,,,65-65,,Shooting foul by D. Collison (drawn by E. Payton)
5:19.0,,,65-65,,E. Payton misses free throw 1 of 2
5:19.0,,,65-65,,Offensive rebound by Team
5:19.0,D. Sabonis enters the game for M. Turner,,65-65,,
5:19.0,,,65-66,1,E. Payton makes free throw 2 of 2
5:02.0,V. Oladipo makes 2-pt shot from 1 ft,2,67-66,,
4:51.0,,,67-66,,E. Payton misses 2-pt shot from 10 ft
4:41.0,,,67-66,,Personal foul by N. Vucevic (drawn by V. Oladipo)
4:41.0,V. Oladipo makes free throw 1 of 2,1,68-68,,
4:41.0,V. Oladipo makes free throw 2 of 2,1,69-68,,
4:40.0,,,69-68,,Defensive rebound by N. Vucevic
4:40.0,,,67-68,2,N. Vucevic makes 2-pt shot at rim
4:17.0,,,67-68,,E. Payton misses 2-pt shot from 15 ft
4:12.0,Defensive rebound by B. Bogdanovic,,67-68,,
4:12.0,,,67-68,,Personal foul by E. Payton (drawn by B. Bogdanovic)
4:12.0,B. Bogdanovic makes free throw 1 of 2,1,70-68,,
4:12.0,,,70-68,,D. Augustin enters the game for E. Payton
4:12.0,B. Bogdanovic makes free throw 2 of 2,1,71-68,,
4:05.0,,,71-68,,Turnover by D. Augustin (bad pass; steal by V. Oladipo)
3:58.0,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Collison),3,74-68,,
3:49.0,,,74-68,,A. Gordon misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by V. Oladipo,,74-68,,
3:41.0,V. Oladipo misses 2-pt shot from 4 ft,,74-68,,
3:41.0,,,74-68,,Defensive rebound by D. Augustin
3:41.0,T. Young misses 2-pt shot from 3 ft,,74-68,,
3:37.0,,,74-68,,Defensive rebound by D. Augustin
3:32.0,,,74-68,,N. Vucevic misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by V. Oladipo,,74-68,,
3:19.0,B. Bogdanovic misses 3-pt shot from 22 ft,,74-68,,
3:15.0,,,74-68,,Defensive rebound by N. Vucevic
3:04.0,,,74-68,,J. Simmons misses 2-pt shot from 9 ft (block by V. Oladipo)
2:59.0,Defensive rebound by T. Young,,74-68,,
2:57.0,Indiana full timeout,,74-68,,
2:57.0,,,74-68,,A. Afflalo enters the game for A. Gordon
2:57.0,,,74-68,,M. Speights enters the game for N. Vucevic
2:57.0,,,74-68,,B. Biyombo enters the game for E. Fournier
2:57.0,C. Joseph enters the game for B. Bogdanovic,,74-68,,
2:44.0,T. Young misses 3-pt shot from 25 ft,,74-68,,
2:42.0,Offensive rebound by Team,,74-68,,
2:31.0,T. Young misses 2-pt shot from 11 ft,,74-68,,
2:31.0,,,74-68,,Defensive rebound by M. Speights
2:21.0,,,74-68,,Turnover by D. Augustin (bad pass; steal by D. Collison)
2:15.0,Shooting foul by M. Speights (drawn by V. Oladipo),,74-68,,
2:15.0,V. Oladipo makes free throw 1 of 2,1,75-68,,
2:15.0,V. Oladipo makes free throw 2 of 2,1,76-68,,
1:55.0,,,76-68,,Turnover by D. Augustin (lost ball; steal by V. Oladipo)
1:48.0,D. Collison misses 2-pt shot from 19 ft,,76-68,,
1:45.0,Offensive rebound by D. Collison,,76-68,,
1:42.0,D. Collison misses 2-pt shot from 19 ft,,76-68,,
1:39.0,Offensive rebound by C. Joseph,,76-68,,
1:37.0,D. Collison misses 2-pt shot from 17 ft,,76-68,,
1:36.0,,,76-68,,Defensive rebound by Team
1:36.0,Personal foul by D. Sabonis (drawn by B. Biyombo),,76-68,,
1:36.0,,,76-69,1,B. Biyombo makes free throw 1 of 2
1:36.0,L. Stephenson enters the game for V. Oladipo,,76-69,,
1:36.0,,,76-70,1,B. Biyombo makes free throw 2 of 2
1:22.0,D. Sabonis misses 2-pt shot from 13 ft,,76-70,,
1:19.0,,,76-70,,Defensive rebound by M. Speights
1:05.0,,,76-70,,J. Simmons misses 2-pt shot from 14 ft
1:00.0,Defensive rebound by D. Sabonis,,76-70,,
0:45.0,Offensive charge foul by L. Stephenson (drawn by M. Speights),,76-70,,
0:45.0,Turnover by L. Stephenson (offensive foul),,76-70,,
0:45.0,B. Bogdanovic enters the game for T. Young,,76-70,,
0:34.0,,,76-70,,Turnover by D. Augustin (bad pass; steal by B. Bogdanovic)
0:28.0,L. Stephenson makes 2-pt shot from 2 ft (assist by C. Joseph),2,78-70,,
0:05.0,,,78-72,2,M. Speights makes 2-pt shot from 9 ft (assist by D. Augustin)
0:00.0,B. Bogdanovic misses 2-pt shot from 3 ft,,78-72,,
0:00.0,Offensive rebound by Team,,78-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,B. Bogdanovic makes 3-pt shot from 24 ft (assist by C. Joseph),3,81-72,,
11:31.0,,,81-72,,M. Speights misses 3-pt shot from 25 ft
11:28.0,Defensive rebound by L. Stephenson,,81-72,,
11:21.0,,,81-72,,Personal foul by A. Afflalo (drawn by L. Stephenson)
11:21.0,,,81-72,,T. Ross enters the game for M. Speights
11:12.0,Offensive foul by D. Sabonis (drawn by J. Simmons),,81-72,,
11:12.0,Turnover by D. Sabonis (offensive foul),,81-72,,
11:00.0,,,81-74,2,T. Ross makes 2-pt shot from 20 ft (assist by D. Augustin)
10:38.0,Turnover by D. Sabonis (traveling),,81-74,,
10:22.0,,,81-74,,T. Ross misses 2-pt shot from 13 ft
10:18.0,Defensive rebound by V. Oladipo,,81-74,,
10:11.0,V. Oladipo misses 2-pt shot from 22 ft,,81-74,,
10:11.0,,,81-74,,Defensive rebound by T. Ross
9:59.0,,,81-74,,Turnover by J. Simmons (lost ball; steal by V. Oladipo)
9:54.0,B. Bogdanovic makes 2-pt shot from 1 ft (assist by V. Oladipo),2,83-74,,
9:41.0,,,83-74,,Shooting foul by V. Oladipo (drawn by J. Simmons)
9:41.0,,,83-75,1,J. Simmons makes free throw 1 of 2
9:41.0,,,83-75,,A. Gordon enters the game for A. Afflalo
9:41.0,,,83-76,1,J. Simmons makes free throw 2 of 2
9:32.0,V. Oladipo makes 2-pt shot from 1 ft (assist by D. Sabonis),2,85-76,,
9:26.0,,,85-76,,Turnover by T. Ross (discontinued dribble)
9:17.0,V. Oladipo misses 2-pt shot from 3 ft (block by B. Biyombo),,85-76,,
9:14.0,,,85-76,,Defensive rebound by J. Simmons
9:04.0,,,85-78,2,J. Simmons makes 2-pt shot from 13 ft
8:49.0,,,85-78,,Personal foul by D. Augustin (drawn by C. Joseph)
8:35.0,C. Joseph misses 2-pt shot from 15 ft,,85-78,,
8:32.0,Offensive rebound by V. Oladipo,,85-78,,
8:32.0,Offensive foul by D. Sabonis (drawn by J. Simmons),,85-78,,
8:32.0,Turnover by D. Sabonis (offensive foul),,85-78,,
8:32.0,M. Turner enters the game for D. Sabonis,,85-78,,
8:20.0,,,85-81,3,D. Augustin makes 3-pt shot from 26 ft (assist by B. Biyombo)
8:18.0,Indiana full timeout,,85-81,,
8:18.0,D. Collison enters the game for V. Oladipo,,85-81,,
8:18.0,T. Young enters the game for B. Bogdanovic,,85-81,,
7:54.0,Turnover by Team (shot clock),,85-81,,
7:38.0,,,85-81,,D. Augustin misses 3-pt shot from 25 ft
7:34.0,Defensive rebound by T. Young,,85-81,,
7:12.0,T. Young makes 3-pt shot from 24 ft (assist by D. Collison),3,88-81,,
