time,Dallas,pts.away,score,pts.home,Houston
5:59.0,,,10-14,2,C. Capela makes 2-pt shot from 8 ft (assist by J. Harden)
5:58.0,Dallas full timeout,,10-14,,
5:58.0,,,10-14,,R. Anderson enters the game for C. Paul
5:58.0,,,10-14,,E. Gordon enters the game for P. Tucker
5:48.0,D. Smith misses 2-pt shot from 18 ft,,10-14,,
5:45.0,,,10-14,,Defensive rebound by J. Harden
5:33.0,,,10-14,,J. Harden misses 3-pt shot from 25 ft
5:31.0,Defensive rebound by D. Smith,,10-14,,
5:24.0,D. Powell misses 2-pt shot from 20 ft,,10-14,,
5:22.0,,,10-14,,Defensive rebound by C. Capela
5:00.0,,,10-17,3,J. Harden makes 3-pt shot from 25 ft
4:45.0,D. Smith misses 2-pt shot from 3 ft (block by R. Anderson),,10-17,,
4:45.0,Offensive rebound by Team,,10-17,,
4:45.0,,,10-17,,G. Green enters the game for L. Mbah a Moute
4:45.0,J. Jones enters the game for H. Barnes,,10-17,,
4:42.0,D. McDermott misses 2-pt shot from 6 ft,,10-17,,
4:39.0,Offensive rebound by D. McDermott,,10-17,,
4:36.0,D. McDermott makes 3-pt shot from 25 ft (assist by K. Collinsworth),3,13-17,,
4:21.0,,,13-19,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
4:09.0,D. McDermott misses 3-pt shot from 25 ft,,13-19,,
4:06.0,,,13-19,,Defensive rebound by C. Capela
4:02.0,,,13-19,,N. Hilario enters the game for C. Capela
4:02.0,M. Kleber enters the game for D. Powell,,13-19,,
3:50.0,,,13-19,,J. Harden misses 3-pt shot from 22 ft
3:48.0,Defensive rebound by D. Smith,,13-19,,
3:37.0,D. Smith makes 2-pt shot from 19 ft,2,15-19,,
3:31.0,,,15-19,,Turnover by J. Harden (bad pass; steal by D. McDermott)
3:26.0,D. Smith makes 2-pt shot from 18 ft,2,17-19,,
3:13.0,,,17-19,,E. Gordon misses 3-pt shot from 25 ft
3:13.0,Defensive rebound by D. McDermott,,17-19,,
3:04.0,D. Smith misses 2-pt shot from 16 ft (block by E. Gordon),,17-19,,
3:01.0,,,17-19,,Defensive rebound by R. Anderson
2:52.0,,,17-19,,R. Anderson misses 3-pt shot from 30 ft
2:48.0,Defensive rebound by J. Jones,,17-19,,
2:42.0,Turnover by D. McDermott (lost ball; steal by J. Harden),,17-19,,
2:37.0,Personal foul by D. McDermott (drawn by J. Harden),,17-19,,
2:37.0,,,17-19,,Houston full timeout
2:37.0,,,17-19,,C. Paul enters the game for J. Harden
2:37.0,Y. Ferrell enters the game for D. Smith,,17-19,,
2:37.0,H. Barnes enters the game for D. McDermott,,17-19,,
2:31.0,Violation by M. Kleber (kicked ball),,17-19,,
2:26.0,,,17-22,3,G. Green makes 3-pt shot from 25 ft (assist by N. Hilario)
2:10.0,K. Collinsworth misses 2-pt shot from 10 ft,,17-22,,
2:08.0,,,17-22,,Defensive rebound by N. Hilario
1:53.0,,,17-24,2,N. Hilario makes 2-pt shot from 7 ft (assist by C. Paul)
1:36.0,M. Kleber misses 3-pt shot from 23 ft,,17-24,,
1:34.0,,,17-24,,Defensive rebound by N. Hilario
1:25.0,,,17-24,,E. Gordon misses 3-pt shot from 22 ft
1:22.0,Defensive rebound by K. Collinsworth,,17-24,,
1:14.0,J. Jones misses 3-pt shot from 25 ft,,17-24,,
1:10.0,,,17-24,,Defensive rebound by C. Paul
1:03.0,,,17-27,3,G. Green makes 3-pt shot from 27 ft
0:47.0,M. Kleber makes 2-pt shot from 1 ft (assist by J. Jones),2,19-27,,
0:32.0,,,19-27,,C. Paul misses 3-pt shot from 25 ft
0:30.0,Defensive rebound by J. Jones,,19-27,,
0:25.0,Y. Ferrell misses 3-pt shot from 25 ft,,19-27,,
0:23.0,,,19-27,,Defensive rebound by C. Paul
0:06.0,,,19-27,,G. Green misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by Y. Ferrell,,19-27,,
0:03.0,,,19-27,,Personal foul by E. Gordon (drawn by Y. Ferrell)
0:00.0,J. Jones misses 2-pt shot from 7 ft,,19-27,,
0:00.0,Offensive rebound by Team,,19-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Shooting block foul by J. Jones (drawn by N. Hilario),,19-27,,
11:50.0,,,19-27,,N. Hilario misses free throw 1 of 2
11:50.0,,,19-27,,Offensive rebound by Team
11:50.0,,,19-28,1,N. Hilario makes free throw 2 of 2
11:33.0,H. Barnes misses 2-pt shot from 6 ft,,19-28,,
11:31.0,,,19-28,,Defensive rebound by C. Paul
11:23.0,,,19-28,,G. Green misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by K. Collinsworth,,19-28,,
11:08.0,J. Jones misses 2-pt shot from 8 ft,,19-28,,
11:06.0,Offensive rebound by K. Collinsworth,,19-28,,
11:05.0,K. Collinsworth makes 2-pt shot from 1 ft,2,21-28,,
10:50.0,,,21-28,,Turnover by N. Hilario (bad pass; steal by Y. Ferrell)
10:46.0,Y. Ferrell misses 3-pt shot from 24 ft,,21-28,,
10:44.0,Offensive rebound by J. Jones,,21-28,,
10:43.0,J. Jones makes 2-pt shot from 1 ft,2,23-28,,
10:31.0,,,23-28,,Shooting foul by M. Kleber (drawn by R. Anderson)
10:31.0,,,23-29,1,R. Anderson makes free throw 1 of 2
10:31.0,,,23-30,1,R. Anderson makes free throw 2 of 2
10:18.0,H. Barnes misses 2-pt shot from 16 ft,,23-30,,
10:15.0,,,23-30,,Defensive rebound by G. Green
10:10.0,,,23-33,3,G. Green makes 3-pt shot from 28 ft (assist by C. Paul)
9:53.0,K. Collinsworth makes 2-pt shot from 2 ft,2,25-33,,
9:53.0,Shooting foul by G. Green (drawn by K. Collinsworth),,25-33,,
9:53.0,K. Collinsworth misses free throw 1 of 1,,25-33,,
9:50.0,,,25-33,,Defensive rebound by R. Anderson
9:39.0,,,25-33,,E. Gordon misses 3-pt shot from 28 ft
9:36.0,Defensive rebound by J. Jones,,25-33,,
9:29.0,Y. Ferrell misses 2-pt shot from 3 ft (block by E. Gordon),,25-33,,
9:29.0,Offensive rebound by Team,,25-33,,
9:29.0,,,25-33,,Technical foul by E. Gordon (drawn by Y. Ferrell)
9:29.0,Y. Ferrell makes free throw 1 of 1,1,26-33,,
9:25.0,Y. Ferrell makes 2-pt shot from 1 ft (assist by K. Collinsworth),2,28-33,,
9:12.0,,,28-33,,E. Gordon misses 2-pt shot from 6 ft
9:12.0,Defensive rebound by Y. Ferrell,,28-33,,
8:59.0,J. Jones makes 2-pt shot at rim (assist by Y. Ferrell),2,30-33,,
8:59.0,Shooting foul by R. Anderson (drawn by J. Jones),,30-33,,
8:59.0,,,30-33,,C. Capela enters the game for N. Hilario
8:59.0,D. Powell enters the game for H. Barnes,,30-33,,
8:59.0,,,30-33,,J. Harden enters the game for E. Gordon
8:59.0,J. Jones makes free throw 1 of 1,1,31-33,,
8:51.0,Personal foul by J. Jones (drawn by G. Green),,31-33,,
8:40.0,,,31-33,,Shooting foul by D. Powell (drawn by J. Harden)
8:40.0,,,31-34,1,J. Harden makes free throw 1 of 2
8:40.0,D. Smith enters the game for K. Collinsworth,,31-34,,
8:40.0,,,31-35,1,J. Harden makes free throw 2 of 2
8:22.0,D. Smith misses 3-pt shot from 26 ft,,31-35,,
8:18.0,,,31-35,,Defensive rebound by J. Harden
8:13.0,,,31-35,,C. Capela misses 2-pt shot from 2 ft
8:11.0,Defensive rebound by D. Powell,,31-35,,
7:55.0,M. Kleber makes 2-pt shot from 7 ft,2,33-35,,
7:36.0,,,33-38,3,G. Green makes 3-pt shot from 22 ft (assist by C. Paul)
7:25.0,D. Powell makes 2-pt shot from 1 ft (assist by D. Smith),2,35-38,,
7:11.0,Personal foul by D. Smith (drawn by C. Paul),,35-38,,
7:11.0,,,35-39,1,C. Paul makes free throw 1 of 2
7:11.0,,,35-39,,P. Tucker enters the game for G. Green
7:11.0,,,35-39,,L. Mbah a Moute enters the game for R. Anderson
7:11.0,,,35-40,1,C. Paul makes free throw 2 of 2
7:05.0,Shooting foul by C. Capela (drawn by D. Powell),,35-40,,
7:05.0,D. Powell makes free throw 1 of 2,1,36-40,,
7:05.0,D. Powell makes free throw 2 of 2,1,37-40,,
6:50.0,,,37-42,2,C. Paul makes 2-pt shot from 15 ft
6:37.0,Turnover by J. Jones (out of bounds lost ball),,37-42,,
6:37.0,,,37-42,,Houston full timeout
6:37.0,K. Collinsworth enters the game for Y. Ferrell,,37-42,,
6:37.0,D. McDermott enters the game for J. Jones,,37-42,,
6:37.0,H. Barnes enters the game for M. Kleber,,37-42,,
6:24.0,,,37-42,,C. Paul misses 3-pt shot from 23 ft
6:23.0,,,37-42,,Offensive rebound by Team
6:00.0,,,37-45,2,C. Paul makes 3-pt shot from 22 ft
5:45.0,Turnover by D. Powell (lost ball; steal by C. Capela),,37-45,,
5:39.0,,,37-45,,J. Harden misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by D. Smith,,37-45,,
5:31.0,K. Collinsworth misses 3-pt shot from 23 ft,,37-45,,
5:30.0,,,37-45,,Defensive rebound by J. Harden
5:09.0,,,37-47,2,J. Harden makes 2-pt shot from 10 ft
4:51.0,D. Smith makes 3-pt shot from 24 ft (assist by D. McDermott),3,40-47,,
4:42.0,,,40-49,2,C. Paul makes 2-pt shot from 4 ft
4:32.0,,,40-49,,Personal foul by P. Tucker (drawn by D. Powell)
4:32.0,D. Powell makes free throw 1 of 2,1,41-49,,
4:32.0,,,41-49,,E. Gordon enters the game for C. Paul
4:32.0,D. Powell makes free throw 2 of 2,1,42-49,,
4:14.0,,,42-49,,J. Harden misses 2-pt shot from 2 ft (block by D. Powell)
4:13.0,Defensive rebound by D. Smith,,42-49,,
4:07.0,K. Collinsworth misses 2-pt shot from 4 ft,,42-49,,
4:06.0,Offensive rebound by D. Powell,,42-49,,
4:05.0,Shooting foul by L. Mbah a Moute (drawn by D. Powell),,42-49,,
4:05.0,D. Powell makes free throw 1 of 2,1,43-49,,
4:05.0,D. Powell makes free throw 2 of 2,1,44-49,,
3:47.0,,,44-49,,C. Capela misses 2-pt shot from 8 ft
3:46.0,Defensive rebound by D. Powell,,44-49,,
3:41.0,D. Smith makes 2-pt shot from 20 ft,2,46-49,,
3:26.0,M. Kleber enters the game for D. Powell,,46-49,,
3:23.0,,,46-49,,E. Gordon misses 2-pt shot from 1 ft (block by K. Collinsworth)
3:19.0,Defensive rebound by M. Kleber,,46-49,,
3:04.0,D. Smith misses 2-pt shot from 1 ft (block by C. Capela),,46-49,,
3:04.0,Offensive rebound by Team,,46-49,,
2:59.0,D. Smith makes 2-pt shot from 16 ft (assist by M. Kleber),2,48-49,,
2:41.0,,,48-49,,Shooting foul by M. Kleber (drawn by J. Harden)
2:41.0,Dallas full timeout,,48-49,,
2:41.0,,,48-50,1,J. Harden makes free throw 1 of 2
2:41.0,,,48-51,1,J. Harden makes free throw 2 of 2
2:29.0,Turnover by K. Collinsworth (bad pass),,48-51,,
2:16.0,,,48-51,,J. Harden misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by H. Barnes,,48-51,,
1:52.0,H. Barnes misses 2-pt shot from 10 ft,,48-51,,
1:51.0,,,48-51,,Defensive rebound by C. Capela
1:43.0,,,48-51,,Turnover by J. Harden (bad pass; steal by D. Smith)
1:37.0,H. Barnes makes 3-pt shot from 27 ft (assist by D. Smith),3,51-51,,
1:18.0,,,51-53,2,L. Mbah a Moute makes 2-pt shot from 2 ft
1:07.0,D. Smith misses 3-pt shot from 26 ft,,51-53,,
1:06.0,,,51-53,,Defensive rebound by L. Mbah a Moute
0:57.0,,,51-55,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
0:40.0,M. Kleber makes 2-pt shot from 1 ft (assist by D. Smith),2,53-55,,
0:25.0,,,53-57,2,J. Harden makes 2-pt shot from 20 ft
0:02.0,D. Smith misses 2-pt shot from 2 ft,,53-57,,
0:02.0,Offensive rebound by K. Collinsworth,,53-57,,
0:01.0,K. Collinsworth makes 2-pt shot at rim,2,55-57,,
0:00.0,,,55-57,,E. Gordon misses 3-pt shot from 42 ft
0:00.0,,,55-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,55-60,3,J. Harden makes 3-pt shot from 25 ft
11:30.0,D. McDermott makes 3-pt shot from 26 ft (assist by D. Smith),3,58-60,,
11:08.0,,,58-60,,J. Harden misses 3-pt shot from 26 ft
11:03.0,Defensive rebound by D. McDermott,,58-60,,
10:55.0,D. Powell misses 2-pt shot from 1 ft,,58-60,,
10:54.0,,,58-60,,Defensive rebound by C. Capela
10:36.0,Personal foul by D. Smith (drawn by J. Harden),,58-60,,
10:27.0,,,58-60,,Shooting foul by D. McDermott (drawn by C. Capela)
10:27.0,,,58-61,1,C. Capela makes free throw 1 of 2
10:27.0,,,58-61,,C. Capela misses free throw 2 of 2
10:24.0,Defensive rebound by D. Powell,,58-61,,
10:17.0,Turnover by D. Smith (bad pass; steal by P. Tucker),,58-61,,
10:14.0,,,58-61,,Turnover by J. Harden (bad pass; steal by Y. Ferrell)
10:07.0,Turnover by D. Smith (bad pass; steal by P. Tucker),,58-61,,
10:07.0,Personal foul by D. Smith (drawn by J. Harden),,58-61,,
9:52.0,,,58-63,2,C. Paul makes 2-pt shot from 19 ft
9:34.0,D. McDermott misses 3-pt shot from 25 ft,,58-63,,
9:32.0,,,58-63,,Defensive rebound by C. Capela
9:13.0,,,58-63,,Shooting foul by D. Powell (drawn by J. Harden)
9:13.0,,,58-64,1,J. Harden makes free throw 1 of 2
9:13.0,,,58-65,1,J. Harden makes free throw 2 of 2
9:01.0,H. Barnes makes 2-pt shot from 16 ft,2,60-65,,
8:48.0,,,60-65,,Offensive foul by C. Paul (drawn by D. Powell)
8:48.0,,,60-65,,Turnover by C. Paul (offensive foul)
8:38.0,Turnover by D. Smith (bad pass; steal by C. Paul),,60-65,,
8:29.0,,,60-68,3,J. Harden makes 3-pt shot from 25 ft (assist by C. Paul)
8:10.0,Y. Ferrell misses 3-pt shot from 27 ft,,60-68,,
8:07.0,Offensive rebound by D. Powell,,60-68,,
8:04.0,D. Smith makes 3-pt shot from 26 ft (assist by D. McDermott),3,63-68,,
7:50.0,,,63-70,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
7:50.0,,,63-70,,Shooting foul by D. Smith (drawn by C. Capela)
7:50.0,,,63-71,1,C. Capela makes free throw 1 of 1
7:35.0,H. Barnes makes 2-pt shot from 16 ft,2,65-71,,
7:22.0,,,65-74,3,C. Paul makes 3-pt shot from 25 ft
7:09.0,D. Powell misses 2-pt shot from 9 ft (block by C. Capela),,65-74,,
7:09.0,Offensive rebound by D. Powell,,65-74,,
7:01.0,D. Powell makes 2-pt shot from 4 ft,2,67-74,,
6:56.0,,,67-74,,P. Tucker misses 3-pt shot from 23 ft
6:52.0,Defensive rebound by D. Powell,,67-74,,
6:44.0,D. Smith misses 2-pt shot from 15 ft,,67-74,,
6:35.0,,,67-74,,Defensive rebound by J. Harden
6:35.0,,,67-74,,C. Paul misses 3-pt shot from 22 ft
6:34.0,,,67-74,,Offensive rebound by Team
6:34.0,Loose ball foul by D. McDermott (drawn by C. Capela),,67-74,,
6:34.0,,,67-74,,Houston full timeout
6:34.0,,,67-74,,R. Anderson enters the game for P. Tucker
6:34.0,,,67-74,,E. Gordon enters the game for C. Paul
6:34.0,M. Kleber enters the game for D. McDermott,,67-74,,
6:34.0,,,67-74,,C. Capela misses free throw 1 of 2
6:34.0,,,67-74,,Offensive rebound by Team
6:34.0,,,67-74,,C. Capela misses free throw 2 of 2
6:30.0,Defensive rebound by M. Kleber,,67-74,,
6:22.0,D. Powell makes 2-pt shot at rim (assist by H. Barnes),2,69-74,,
6:12.0,Personal take foul by Y. Ferrell (drawn by C. Capela),,69-74,,
6:12.0,,,69-74,,C. Capela misses free throw 1 of 2
6:12.0,,,69-74,,Offensive rebound by Team
6:12.0,,,69-74,,C. Capela misses free throw 2 of 2
6:10.0,Defensive rebound by D. Powell,,69-74,,
5:52.0,Y. Ferrell misses 2-pt shot from 12 ft,,69-74,,
5:51.0,,,69-74,,Defensive rebound by R. Anderson
5:31.0,,,69-74,,Shooting foul by D. Powell (drawn by J. Harden)
5:31.0,,,69-75,1,J. Harden makes free throw 1 of 2
5:31.0,,,69-75,,N. Hilario enters the game for C. Capela
5:31.0,K. Collinsworth enters the game for D. Smith,,69-75,,
5:31.0,,,69-76,1,J. Harden makes free throw 2 of 2
5:15.0,H. Barnes misses 2-pt shot from 9 ft,,69-76,,
5:13.0,,,69-76,,Defensive rebound by L. Mbah a Moute
5:01.0,,,69-76,,J. Harden misses 2-pt shot from 4 ft
4:58.0,Defensive rebound by Y. Ferrell,,69-76,,
4:43.0,Turnover by M. Kleber (lost ball; steal by J. Harden),,69-76,,
4:29.0,,,69-76,,E. Gordon misses 3-pt shot from 25 ft
4:26.0,,,69-76,,Offensive rebound by Team
4:16.0,,,69-76,,J. Harden misses 2-pt shot from 6 ft (block by K. Collinsworth)
4:16.0,,,69-76,,Offensive rebound by Team
4:16.0,,,69-76,,G. Green enters the game for L. Mbah a Moute
4:06.0,,,69-76,,J. Harden misses 3-pt shot from 25 ft
4:04.0,Defensive rebound by D. Powell,,69-76,,
3:58.0,H. Barnes misses 3-pt shot from 26 ft,,69-76,,
3:56.0,,,69-76,,Defensive rebound by J. Harden
3:50.0,,,69-76,,G. Green misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by Team,,69-76,,
3:49.0,,,69-76,,Loose ball foul by N. Hilario (drawn by M. Kleber)
3:49.0,Dallas full timeout,,69-76,,
3:49.0,D. McDermott enters the game for D. Powell,,69-76,,
3:49.0,D. Smith enters the game for Y. Ferrell,,69-76,,
3:49.0,J. Jones enters the game for H. Barnes,,69-76,,
3:38.0,Shooting foul by G. Green (drawn by K. Collinsworth),,69-76,,
3:38.0,K. Collinsworth misses free throw 1 of 2,,69-76,,
3:38.0,Offensive rebound by Team,,69-76,,
3:38.0,K. Collinsworth misses free throw 2 of 2,,69-76,,
3:38.0,,,69-76,,Defensive rebound by N. Hilario
3:13.0,,,69-76,,J. Harden misses 3-pt shot from 28 ft
3:11.0,Defensive rebound by Team,,69-76,,
3:03.0,M. Kleber makes 2-pt shot at rim (assist by D. Smith),2,71-76,,
2:51.0,,,71-76,,Offensive foul by N. Hilario (drawn by D. McDermott)
2:51.0,,,71-76,,Turnover by N. Hilario (offensive foul)
2:51.0,,,71-76,,C. Paul enters the game for J. Harden
2:35.0,K. Collinsworth misses 2-pt shot from 5 ft,,71-76,,
2:33.0,,,71-76,,Defensive rebound by N. Hilario
2:24.0,,,71-79,3,E. Gordon makes 3-pt shot from 26 ft (assist by C. Paul)
2:10.0,M. Kleber misses 3-pt shot from 26 ft,,71-79,,
2:08.0,,,71-79,,Defensive rebound by E. Gordon
2:03.0,,,71-79,,E. Gordon misses 3-pt shot from 25 ft
2:01.0,Defensive rebound by M. Kleber,,71-79,,
1:51.0,D. Smith makes 2-pt shot from 2 ft (assist by M. Kleber),2,73-79,,
1:37.0,Personal foul by M. Kleber (drawn by C. Paul),,73-79,,
1:37.0,,,73-80,1,C. Paul makes free throw 1 of 2
1:37.0,,,73-81,1,C. Paul makes free throw 2 of 2
1:26.0,Turnover by D. Smith (bad pass; steal by C. Paul),,73-81,,
1:17.0,,,73-81,,G. Green misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by K. Collinsworth,,73-81,,
1:08.0,Offensive charge foul by M. Kleber (drawn by N. Hilario),,73-81,,
1:08.0,Turnover by M. Kleber (offensive foul),,73-81,,
1:02.0,Personal foul by K. Collinsworth (drawn by C. Paul),,73-81,,
1:02.0,,,73-82,1,C. Paul makes free throw 1 of 2
1:02.0,H. Barnes enters the game for K. Collinsworth,,73-82,,
1:02.0,D. Powell enters the game for J. Jones,,73-82,,
1:02.0,Y. Ferrell enters the game for M. Kleber,,73-82,,
1:02.0,,,73-82,,C. Paul misses free throw 2 of 2
1:02.0,Defensive rebound by D. Powell,,73-82,,
0:52.0,,,73-82,,Personal foul by R. Anderson (drawn by D. Powell)
0:39.0,H. Barnes misses 3-pt shot from 26 ft,,73-82,,
0:38.0,,,73-82,,Defensive rebound by Team
0:32.0,,,73-84,2,C. Paul makes 2-pt shot from 1 ft
0:25.0,Y. Ferrell makes 2-pt shot from 1 ft,2,75-84,,
0:03.0,,,75-87,3,E. Gordon makes 3-pt shot from 25 ft (assist by C. Paul)
0:00.0,D. Smith misses 3-pt shot from 29 ft,,75-87,,
0:00.0,Offensive rebound by Team,,75-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,H. Barnes misses 2-pt shot from 19 ft,,75-87,,
11:42.0,,,75-87,,Defensive rebound by C. Paul
11:35.0,,,75-89,2,R. Anderson makes 2-pt shot at rim (assist by C. Paul)
11:16.0,Shooting foul by N. Hilario (drawn by H. Barnes),,75-89,,
11:16.0,H. Barnes makes free throw 1 of 2,1,76-89,,
11:16.0,K. Collinsworth enters the game for D. Smith,,76-89,,
11:16.0,H. Barnes makes free throw 2 of 2,1,77-89,,
10:57.0,,,77-89,,G. Green misses 3-pt shot from 28 ft
10:56.0,Defensive rebound by Y. Ferrell,,77-89,,
10:47.0,Y. Ferrell misses 2-pt shot from 9 ft,,77-89,,
10:46.0,,,77-89,,Defensive rebound by E. Gordon
10:32.0,,,77-91,2,N. Hilario makes 2-pt shot at rim
10:32.0,Dallas full timeout,,77-91,,
10:07.0,K. Collinsworth misses 2-pt shot from 1 ft,,77-91,,
10:05.0,,,77-91,,Defensive rebound by N. Hilario
9:54.0,Personal foul by K. Collinsworth (drawn by R. Anderson),,77-91,,
9:54.0,J. Jones enters the game for H. Barnes,,77-91,,
9:47.0,,,77-91,,E. Gordon misses 3-pt shot from 26 ft
9:46.0,Defensive rebound by Y. Ferrell,,77-91,,
9:30.0,D. McDermott misses 3-pt shot from 26 ft,,77-91,,
9:29.0,,,77-91,,Defensive rebound by R. Anderson
9:16.0,,,77-93,2,N. Hilario makes 2-pt shot from 3 ft
8:54.0,,,77-93,,Personal foul by N. Hilario (drawn by D. Powell)
8:39.0,Y. Ferrell makes 3-pt shot from 26 ft (assist by K. Collinsworth),3,80-93,,
8:23.0,,,80-93,,R. Anderson misses 2-pt shot from 1 ft
8:22.0,Defensive rebound by J. Jones,,80-93,,
8:12.0,D. Powell misses 2-pt shot from 4 ft,,80-93,,
8:11.0,,,80-93,,Defensive rebound by R. Anderson
7:57.0,,,80-93,,R. Anderson misses 3-pt shot from 27 ft
7:56.0,Defensive rebound by K. Collinsworth,,80-93,,
7:50.0,,,80-93,,J. Harden enters the game for E. Gordon
7:50.0,,,80-93,,C. Capela enters the game for N. Hilario
7:42.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by K. Collinsworth),3,83-93,,
7:42.0,Shooting foul by G. Green (drawn by Y. Ferrell),,83-93,,
7:42.0,,,83-93,,L. Mbah a Moute enters the game for G. Green
7:42.0,Y. Ferrell makes free throw 1 of 1,1,84-93,,
7:28.0,,,84-93,,R. Anderson misses 3-pt shot from 28 ft
7:26.0,Defensive rebound by J. Jones,,84-93,,
7:16.0,D. Powell misses 2-pt shot from 2 ft,,84-93,,
7:12.0,,,84-93,,Defensive rebound by C. Paul
6:54.0,Personal foul by D. McDermott (drawn by J. Harden),,84-93,,
6:54.0,,,84-93,,P. Tucker enters the game for R. Anderson
6:54.0,D. Smith enters the game for D. McDermott,,84-93,,
6:37.0,,,84-95,2,C. Paul makes 2-pt shot from 16 ft
6:26.0,Y. Ferrell misses 3-pt shot from 25 ft,,84-95,,
6:24.0,Offensive rebound by K. Collinsworth,,84-95,,
6:21.0,D. Powell misses 2-pt shot from 3 ft (block by J. Harden),,84-95,,
6:21.0,Offensive rebound by D. Powell,,84-95,,
6:17.0,Turnover by D. Powell (bad pass; steal by P. Tucker),,84-95,,
6:10.0,,,84-95,,P. Tucker misses 3-pt shot from 23 ft
6:09.0,Defensive rebound by J. Jones,,84-95,,
6:05.0,Turnover by J. Jones (lost ball; steal by C. Paul),,84-95,,
6:02.0,M. Kleber enters the game for D. Powell,,84-95,,
5:56.0,,,84-98,3,J. Harden makes 3-pt shot from 25 ft
5:54.0,Dallas full timeout,,84-98,,
5:34.0,D. Smith misses 2-pt shot from 21 ft,,84-98,,
5:30.0,,,84-98,,Defensive rebound by P. Tucker
5:28.0,,,84-98,,Turnover by P. Tucker (bad pass; steal by K. Collinsworth)
