time,Detroit,pts.away,score,pts.home,Indiana
7:53.0,,,45-34,,M. Turner enters the game for D. Collison
7:53.0,,,45-34,,V. Oladipo enters the game for D. Sabonis
7:53.0,A. Bradley enters the game for L. Galloway,,45-34,,
7:53.0,I. Smith makes free throw 2 of 2,1,46-34,,
7:40.0,,,46-34,,T. Young misses 3-pt shot from 22 ft
7:33.0,Defensive rebound by E. Moreland,,46-34,,
7:30.0,I. Smith misses 2-pt shot at rim,,46-34,,
7:28.0,Offensive rebound by E. Moreland,,46-34,,
7:18.0,A. Bradley makes 3-pt shot from 25 ft (assist by E. Moreland),3,49-34,,
7:00.0,,,49-34,,V. Oladipo misses 3-pt shot from 25 ft
6:54.0,Defensive rebound by I. Smith,,49-34,,
6:54.0,,,49-34,,Personal take foul by B. Bogdanovic (drawn by I. Smith)
6:41.0,A. Bradley misses 2-pt shot from 19 ft,,49-34,,
6:38.0,,,49-34,,Defensive rebound by V. Oladipo
6:28.0,,,49-36,2,B. Bogdanovic makes 2-pt shot from 12 ft
6:12.0,L. Kennard misses 2-pt shot from 13 ft,,49-36,,
6:08.0,Offensive rebound by L. Kennard,,49-36,,
6:05.0,A. Bradley misses 2-pt shot from 1 ft (block by M. Turner),,49-36,,
6:02.0,,,49-36,,Defensive rebound by V. Oladipo
5:57.0,,,49-38,2,T. Young makes 2-pt shot from 4 ft (assist by B. Bogdanovic)
5:50.0,Detroit full timeout,,49-38,,
5:50.0,A. Drummond enters the game for I. Smith,,49-38,,
5:50.0,R. Jackson enters the game for E. Moreland,,49-38,,
5:42.0,A. Bradley misses 2-pt shot from 21 ft,,49-38,,
5:40.0,,,49-38,,Defensive rebound by V. Oladipo
5:31.0,,,49-38,,M. Turner misses 2-pt shot from 16 ft
5:28.0,Defensive rebound by A. Bradley,,49-38,,
5:22.0,R. Jackson misses 2-pt shot from 1 ft,,49-38,,
5:18.0,,,49-38,,Defensive rebound by T. Young
5:17.0,,,49-38,,Turnover by V. Oladipo (bad pass)
5:17.0,T. Harris enters the game for A. Tolliver,,49-38,,
4:58.0,T. Harris misses 3-pt shot from 22 ft,,49-38,,
4:52.0,,,49-38,,Defensive rebound by M. Turner
4:44.0,,,49-38,,T. Young misses 2-pt shot from 1 ft
4:42.0,Defensive rebound by L. Kennard,,49-38,,
4:34.0,R. Jackson misses 3-pt shot from 26 ft,,49-38,,
4:31.0,,,49-38,,Defensive rebound by V. Oladipo
4:28.0,,,49-40,2,T. Young makes 2-pt shot at rim (assist by V. Oladipo)
4:09.0,T. Harris makes 2-pt shot at rim,2,51-40,,
3:54.0,,,51-40,,C. Joseph misses 2-pt shot from 16 ft
3:53.0,Defensive rebound by Team,,51-40,,
3:53.0,,,51-40,,D. Collison enters the game for C. Joseph
3:40.0,T. Harris makes 2-pt shot at rim (assist by A. Drummond),2,53-40,,
3:21.0,Personal foul by T. Harris (drawn by T. Young),,53-40,,
3:21.0,A. Tolliver enters the game for T. Harris,,53-40,,
3:16.0,,,53-40,,Turnover by V. Oladipo (lost ball; steal by L. Kennard)
3:11.0,A. Bradley misses 2-pt shot from 1 ft,,53-40,,
3:11.0,Offensive rebound by A. Drummond,,53-40,,
3:11.0,Shooting foul by B. Bogdanovic (drawn by A. Drummond),,53-40,,
3:11.0,A. Drummond misses free throw 1 of 2,,53-40,,
3:11.0,Offensive rebound by Team,,53-40,,
3:11.0,A. Drummond makes free throw 2 of 2,1,54-40,,
3:07.0,,,54-40,,Indiana full timeout
3:01.0,,,54-40,,M. Turner misses 2-pt shot from 17 ft
3:01.0,Defensive rebound by A. Bradley,,54-40,,
2:51.0,A. Bradley misses 3-pt shot from 25 ft,,54-40,,
2:48.0,,,54-40,,Defensive rebound by T. Young
2:37.0,,,54-43,3,V. Oladipo makes 3-pt shot from 23 ft (assist by B. Bogdanovic)
2:21.0,Turnover by A. Drummond (traveling),,54-43,,
2:21.0,S. Johnson enters the game for A. Bradley,,54-43,,
2:07.0,,,54-45,2,T. Young makes 2-pt shot from 1 ft (assist by M. Turner)
1:49.0,A. Tolliver misses 3-pt shot from 22 ft,,54-45,,
1:43.0,Offensive rebound by A. Drummond,,54-45,,
1:41.0,L. Kennard makes 2-pt shot at rim (assist by A. Drummond),2,56-45,,
1:28.0,,,56-45,,M. Turner misses 2-pt shot from 13 ft
1:25.0,Defensive rebound by R. Jackson,,56-45,,
1:20.0,Offensive charge foul by A. Drummond (drawn by T. Young),,56-45,,
1:20.0,Turnover by A. Drummond (offensive foul),,56-45,,
1:09.0,,,56-45,,B. Bogdanovic misses 2-pt shot from 16 ft
1:06.0,Defensive rebound by R. Jackson,,56-45,,
0:58.0,Turnover by L. Kennard (bad pass),,56-45,,
0:55.0,Personal foul by L. Kennard (drawn by D. Collison),,56-45,,
0:49.0,,,56-45,,Turnover by V. Oladipo (out of bounds lost ball)
0:37.0,R. Jackson misses 2-pt shot from 20 ft,,56-45,,
0:34.0,Offensive rebound by A. Drummond,,56-45,,
0:33.0,A. Drummond misses 2-pt shot from 3 ft,,56-45,,
0:30.0,,,56-45,,Defensive rebound by M. Turner
0:13.0,,,56-47,2,D. Collison makes 2-pt shot from 14 ft
0:01.0,R. Jackson makes 2-pt shot from 11 ft,2,58-47,,
0:00.0,,,58-47,,T. Young misses 3-pt shot from 52 ft
0:00.0,,,58-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,58-47,,M. Turner misses 2-pt shot from 14 ft
11:40.0,Defensive rebound by T. Harris,,58-47,,
11:25.0,S. Johnson misses 2-pt shot from 8 ft,,58-47,,
11:23.0,,,58-47,,Defensive rebound by V. Oladipo
11:20.0,,,58-50,3,V. Oladipo makes 3-pt shot from 27 ft
10:54.0,Turnover by A. Drummond (bad pass),,58-50,,
10:45.0,,,58-52,2,M. Turner makes 2-pt shot from 20 ft (assist by V. Oladipo)
10:23.0,T. Harris misses 2-pt shot from 13 ft,,58-52,,
10:20.0,,,58-52,,Defensive rebound by B. Bogdanovic
10:09.0,,,58-54,2,T. Young makes 2-pt shot from 8 ft
10:08.0,Detroit full timeout,,58-54,,
9:53.0,A. Drummond makes 2-pt shot at rim (assist by R. Jackson),2,60-54,,
9:36.0,,,60-54,,V. Oladipo misses 3-pt shot from 26 ft
9:34.0,Defensive rebound by A. Drummond,,60-54,,
9:12.0,T. Harris makes 2-pt shot from 5 ft,2,62-54,,
8:48.0,,,62-54,,M. Turner misses 2-pt shot at rim (block by A. Drummond)
8:45.0,,,62-54,,Offensive rebound by M. Turner
8:45.0,,,62-54,,M. Turner misses 2-pt shot from 1 ft
8:42.0,Defensive rebound by A. Drummond,,62-54,,
8:36.0,A. Bradley makes 2-pt shot at rim,2,64-54,,
8:18.0,,,64-54,,T. Young misses 2-pt shot from 8 ft
8:18.0,Defensive rebound by A. Drummond,,64-54,,
8:11.0,S. Johnson makes 3-pt shot from 23 ft (assist by T. Harris),3,67-54,,
7:54.0,,,67-56,2,M. Turner makes 2-pt shot from 21 ft (assist by D. Collison)
7:36.0,A. Bradley makes 3-pt shot from 23 ft (assist by R. Jackson),3,70-56,,
7:19.0,,,70-56,,D. Collison misses 2-pt shot from 1 ft (block by T. Harris)
7:17.0,Defensive rebound by S. Johnson,,70-56,,
7:14.0,R. Jackson makes 2-pt shot from 7 ft,2,72-56,,
7:14.0,,,72-56,,Indiana full timeout
6:58.0,,,72-56,,Turnover by V. Oladipo (lost ball; steal by A. Drummond)
6:54.0,R. Jackson makes 2-pt shot from 1 ft (assist by A. Drummond),2,74-56,,
6:30.0,,,74-56,,V. Oladipo misses 2-pt shot from 20 ft
6:27.0,Defensive rebound by A. Bradley,,74-56,,
6:20.0,A. Drummond misses 2-pt shot from 3 ft (block by M. Turner),,74-56,,
6:18.0,Offensive rebound by A. Drummond,,74-56,,
6:17.0,A. Drummond makes 2-pt shot from 2 ft,2,76-56,,
6:01.0,,,76-56,,M. Turner misses 2-pt shot from 2 ft (block by A. Drummond)
6:01.0,Defensive rebound by Team,,76-56,,
5:48.0,A. Bradley makes 2-pt shot from 13 ft (assist by R. Jackson),2,78-56,,
5:32.0,,,78-56,,M. Turner misses 2-pt shot from 1 ft
5:28.0,Defensive rebound by A. Drummond,,78-56,,
5:22.0,S. Johnson misses 2-pt shot from 18 ft,,78-56,,
5:19.0,,,78-56,,Defensive rebound by T. Young
5:16.0,,,78-59,3,V. Oladipo makes 3-pt shot from 27 ft (assist by T. Young)
4:56.0,,,78-59,,D. Sabonis enters the game for D. Collison
4:56.0,,,78-59,,C. Joseph enters the game for M. Turner
4:51.0,,,78-59,,Personal foul by T. Young (drawn by A. Bradley)
4:41.0,A. Bradley misses 2-pt shot from 3 ft (block by V. Oladipo),,78-59,,
4:40.0,Offensive rebound by Team,,78-59,,
4:37.0,T. Harris misses 3-pt shot from 22 ft,,78-59,,
4:33.0,,,78-59,,Defensive rebound by C. Joseph
4:30.0,,,78-62,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by C. Joseph)
4:11.0,A. Drummond misses 2-pt shot from 1 ft,,78-62,,
4:10.0,,,78-62,,Defensive rebound by C. Joseph
4:07.0,,,78-65,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by T. Young)
3:43.0,R. Jackson makes 3-pt shot from 26 ft (assist by A. Drummond),3,81-65,,
3:32.0,,,81-65,,Shooting foul by A. Drummond (drawn by V. Oladipo)
3:32.0,,,81-65,,V. Oladipo misses free throw 1 of 2
3:32.0,,,81-65,,Offensive rebound by Team
3:32.0,I. Smith enters the game for R. Jackson,,81-65,,
3:32.0,,,81-66,1,V. Oladipo makes free throw 2 of 2
3:08.0,I. Smith misses 2-pt shot from 13 ft,,81-66,,
3:05.0,,,81-66,,Defensive rebound by C. Joseph
3:01.0,,,81-66,,B. Bogdanovic misses 2-pt shot from 11 ft (block by S. Johnson)
3:01.0,,,81-66,,Offensive rebound by Team
2:49.0,,,81-69,3,V. Oladipo makes 3-pt shot from 25 ft
2:19.0,A. Drummond misses 2-pt shot from 19 ft,,81-69,,
2:17.0,,,81-69,,Defensive rebound by V. Oladipo
2:15.0,,,81-69,,V. Oladipo misses 3-pt shot from 26 ft
2:12.0,,,81-69,,Offensive rebound by D. Sabonis
2:09.0,,,81-69,,Turnover by D. Sabonis (lost ball; steal by T. Harris)
2:02.0,Turnover by I. Smith (bad pass; steal by T. Young),,81-69,,
1:58.0,,,81-69,,V. Oladipo misses 2-pt shot from 1 ft
1:52.0,Defensive rebound by A. Bradley,,81-69,,
1:39.0,S. Johnson misses 3-pt shot from 23 ft,,81-69,,
1:36.0,,,81-69,,Defensive rebound by C. Joseph
1:22.0,,,81-71,2,T. Young makes 2-pt shot from 12 ft
1:02.0,T. Harris misses 2-pt shot from 19 ft,,81-71,,
0:59.0,,,81-71,,Defensive rebound by V. Oladipo
0:55.0,,,81-71,,B. Bogdanovic misses 3-pt shot from 27 ft
0:53.0,Defensive rebound by I. Smith,,81-71,,
0:49.0,S. Johnson misses 3-pt shot from 26 ft,,81-71,,
0:46.0,,,81-71,,Defensive rebound by V. Oladipo
0:27.0,,,81-71,,D. Sabonis misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by T. Harris,,81-71,,
0:07.0,,,81-71,,Personal take foul by C. Joseph (drawn by I. Smith)
0:00.0,I. Smith misses 2-pt shot from 18 ft,,81-71,,
0:00.0,Offensive rebound by Team,,81-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,L. Kennard makes 3-pt shot from 26 ft (assist by A. Drummond),3,84-71,,
11:27.0,,,84-73,2,L. Stephenson makes 2-pt shot from 16 ft
11:08.0,A. Tolliver misses 3-pt shot from 28 ft,,84-73,,
11:03.0,,,84-73,,Defensive rebound by V. Oladipo
10:59.0,,,84-76,3,V. Oladipo makes 3-pt shot from 26 ft
10:38.0,I. Smith misses 2-pt shot from 18 ft,,84-76,,
10:36.0,,,84-76,,Defensive rebound by V. Oladipo
10:30.0,,,84-79,3,B. Bogdanovic makes 3-pt shot from 26 ft (assist by C. Joseph)
10:28.0,Detroit full timeout,,84-79,,
10:28.0,E. Moreland enters the game for A. Drummond,,84-79,,
10:06.0,L. Galloway misses 2-pt shot from 21 ft,,84-79,,
10:03.0,,,84-79,,Defensive rebound by L. Stephenson
9:41.0,,,84-79,,D. Sabonis misses 2-pt shot from 18 ft
9:36.0,,,84-79,,Offensive rebound by V. Oladipo
9:36.0,,,84-79,,V. Oladipo misses 2-pt shot at rim
9:36.0,,,84-79,,Offensive rebound by L. Stephenson
9:35.0,,,84-79,,L. Stephenson misses 2-pt shot from 1 ft (block by E. Moreland)
9:32.0,,,84-79,,Offensive rebound by L. Stephenson
9:32.0,,,84-81,2,L. Stephenson makes 2-pt shot from 2 ft
9:21.0,L. Galloway misses 3-pt shot from 28 ft,,84-81,,
9:17.0,,,84-81,,Defensive rebound by D. Sabonis
9:03.0,,,84-81,,Offensive charge foul by B. Bogdanovic (drawn by E. Moreland)
9:03.0,,,84-81,,Turnover by B. Bogdanovic (offensive foul)
8:51.0,Turnover by L. Kennard (out of bounds lost ball),,84-81,,
8:38.0,,,84-83,2,D. Sabonis makes 2-pt shot from 13 ft (assist by L. Stephenson)
8:13.0,I. Smith makes 2-pt shot from 3 ft,2,86-83,,
8:13.0,Shooting foul by C. Joseph (drawn by I. Smith),,86-83,,
8:13.0,I. Smith makes free throw 1 of 1,1,87-83,,
7:51.0,,,87-83,,L. Stephenson misses 2-pt shot from 17 ft
7:49.0,Defensive rebound by E. Moreland,,87-83,,
7:44.0,I. Smith makes 2-pt shot from 1 ft,2,89-83,,
7:27.0,,,89-83,,Shooting foul by I. Smith (drawn by D. Sabonis)
7:27.0,,,89-84,1,D. Sabonis makes free throw 1 of 2
7:27.0,,,89-84,,D. Collison enters the game for V. Oladipo
7:27.0,,,89-84,,T. Young enters the game for B. Bogdanovic
7:27.0,,,89-85,1,D. Sabonis makes free throw 2 of 2
7:06.0,,,89-85,,Personal foul by D. Collison (drawn by L. Galloway)
6:59.0,L. Kennard misses 3-pt shot from 26 ft,,89-85,,
6:55.0,Offensive rebound by A. Tolliver,,89-85,,
6:52.0,I. Smith makes 2-pt shot from 1 ft,2,91-85,,
6:52.0,Shooting foul by D. Sabonis (drawn by I. Smith),,91-85,,
6:52.0,A. Bradley enters the game for L. Galloway,,91-85,,
6:52.0,I. Smith makes free throw 1 of 1,1,92-85,,
6:42.0,,,92-85,,D. Sabonis misses 2-pt shot from 7 ft
6:37.0,,,92-85,,Offensive rebound by T. Young
6:31.0,,,92-88,3,C. Joseph makes 3-pt shot from 26 ft (assist by D. Collison)
6:02.0,E. Moreland misses 2-pt shot from 18 ft,,92-88,,
5:56.0,,,92-88,,Defensive rebound by L. Stephenson
5:43.0,,,92-91,3,L. Stephenson makes 3-pt shot from 26 ft (assist by T. Young)
5:33.0,Detroit full timeout,,92-91,,
5:33.0,A. Drummond enters the game for I. Smith,,92-91,,
5:33.0,T. Harris enters the game for E. Moreland,,92-91,,
5:33.0,R. Jackson enters the game for A. Tolliver,,92-91,,
5:24.0,Turnover by R. Jackson (bad pass; steal by D. Sabonis),,92-91,,
5:23.0,,,92-91,,Shooting foul by A. Drummond (drawn by D. Sabonis)
5:23.0,,,92-92,1,D. Sabonis makes free throw 1 of 2
5:23.0,,,92-93,1,D. Sabonis makes free throw 2 of 2
5:06.0,Turnover by A. Drummond (traveling),,92-93,,
4:51.0,,,92-93,,C. Joseph misses 2-pt shot from 14 ft
4:46.0,,,92-93,,Offensive rebound by L. Stephenson
4:46.0,,,92-95,2,L. Stephenson makes 2-pt shot at rim
4:33.0,T. Harris makes 3-pt shot from 27 ft (assist by R. Jackson),3,95-95,,
4:05.0,,,95-95,,Turnover by D. Collison (out of bounds lost ball)
3:45.0,T. Harris makes 2-pt shot from 1 ft,2,97-95,,
3:43.0,,,97-95,,Indiana full timeout
3:43.0,,,97-95,,V. Oladipo enters the game for C. Joseph
3:43.0,S. Johnson enters the game for L. Kennard,,97-95,,
3:27.0,,,97-95,,V. Oladipo misses 3-pt shot from 27 ft
3:24.0,Defensive rebound by T. Harris,,97-95,,
3:15.0,Turnover by R. Jackson (lost ball; steal by V. Oladipo),,97-95,,
3:12.0,,,97-95,,D. Collison misses 2-pt shot from 1 ft
3:10.0,,,97-95,,Offensive rebound by V. Oladipo
3:09.0,,,97-98,3,D. Collison makes 3-pt shot from 23 ft (assist by V. Oladipo)
2:43.0,R. Jackson misses 3-pt shot from 28 ft,,97-98,,
2:40.0,,,97-98,,Defensive rebound by D. Sabonis
2:27.0,,,97-98,,V. Oladipo misses 2-pt shot from 1 ft
2:25.0,,,97-98,,Offensive rebound by D. Sabonis
2:16.0,Personal foul by A. Bradley (drawn by D. Collison),,97-98,,
2:08.0,,,97-98,,D. Sabonis misses 2-pt shot from 18 ft (block by A. Drummond)
2:04.0,,,97-98,,Offensive rebound by D. Sabonis
2:03.0,,,97-101,3,L. Stephenson makes 3-pt shot from 28 ft
1:51.0,Turnover by R. Jackson (lost ball; steal by D. Collison),,97-101,,
1:49.0,,,97-101,,Shooting foul by S. Johnson (drawn by T. Young)
1:49.0,,,97-101,,T. Young misses free throw 1 of 2
1:49.0,,,97-101,,Offensive rebound by Team
1:49.0,,,97-102,1,T. Young makes free throw 2 of 2
1:30.0,S. Johnson misses 3-pt shot from 22 ft,,97-102,,
