time,Milwaukee,pts.away,score,pts.home,New York
3:47.0,,,23-18,,C. Lee misses 2-pt shot at rim
3:45.0,Defensive rebound by K. Middleton,,23-18,,
3:40.0,J. Parker misses 2-pt shot from 1 ft (block by K. O'Quinn),,23-18,,
3:37.0,,,23-18,,Defensive rebound by K. O'Quinn
3:33.0,,,23-18,,I. Hicks misses 2-pt shot at rim (block by T. Zeller)
3:31.0,,,23-18,,Offensive rebound by K. O'Quinn
3:31.0,,,23-18,,Shooting foul by T. Zeller (drawn by K. O'Quinn)
3:31.0,,,23-19,1,K. O'Quinn makes free throw 1 of 2
3:31.0,T. Maker enters the game for J. Parker,,23-19,,
3:31.0,,,23-20,1,K. O'Quinn makes free throw 2 of 2
3:19.0,K. Middleton misses 2-pt shot from 15 ft,,23-20,,
3:15.0,,,23-20,,Defensive rebound by C. Lee
3:13.0,,,23-22,2,C. Lee makes 2-pt shot from 13 ft
2:52.0,Milwaukee full timeout,,23-22,,
2:52.0,,,23-22,,L. Kornet enters the game for K. O'Quinn
2:52.0,B. Jennings enters the game for E. Bledsoe,,23-22,,
2:50.0,K. Middleton misses 2-pt shot from 15 ft,,23-22,,
2:47.0,Offensive rebound by T. Zeller,,23-22,,
2:46.0,T. Zeller makes 2-pt shot from 6 ft,2,25-22,,
2:30.0,,,25-22,,Turnover by L. Kornet (bad pass; steal by B. Jennings)
2:26.0,J. Terry misses 3-pt shot from 25 ft,,25-22,,
2:23.0,Offensive rebound by B. Jennings,,25-22,,
2:15.0,B. Jennings misses 2-pt shot from 17 ft,,25-22,,
2:12.0,Offensive rebound by T. Zeller,,25-22,,
2:11.0,T. Zeller makes 2-pt shot from 3 ft,2,27-22,,
1:51.0,,,27-22,,Shooting foul by T. Zeller (drawn by L. Kornet)
1:51.0,,,27-23,1,L. Kornet makes free throw 1 of 2
1:51.0,,,27-23,,J. Jack enters the game for C. Lee
1:51.0,,,27-24,1,L. Kornet makes free throw 2 of 2
1:44.0,Turnover by B. Jennings (bad pass),,27-24,,
1:25.0,,,27-24,,I. Hicks misses 2-pt shot from 11 ft
1:22.0,Defensive rebound by K. Middleton,,27-24,,
1:13.0,,,27-24,,Shooting block foul by I. Hicks (drawn by K. Middleton)
1:13.0,K. Middleton makes free throw 1 of 2,1,28-24,,
1:13.0,K. Middleton makes free throw 2 of 2,1,29-24,,
1:02.0,,,29-24,,T. Burke misses 3-pt shot from 25 ft
1:00.0,Defensive rebound by B. Jennings,,29-24,,
0:52.0,B. Jennings misses 2-pt shot from 15 ft,,29-24,,
0:50.0,,,29-24,,Defensive rebound by D. Dotson
0:38.0,,,29-26,2,I. Hicks makes 2-pt shot at rim (assist by D. Dotson)
0:30.0,K. Middleton makes 2-pt shot from 10 ft,2,31-26,,
0:10.0,,,31-28,2,I. Hicks makes 2-pt shot at rim (assist by T. Burke)
0:02.0,K. Middleton misses 3-pt shot from 25 ft,,31-28,,
0:02.0,,,31-28,,Defensive rebound by J. Jack
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,J. Parker makes 2-pt shot from 22 ft,2,33-28,,
11:33.0,,,33-28,,D. Dotson misses 2-pt shot from 22 ft
11:30.0,Defensive rebound by B. Jennings,,33-28,,
11:22.0,T. Maker makes 3-pt shot from 26 ft (assist by J. Parker),3,36-28,,
11:08.0,,,36-28,,J. Jack misses 3-pt shot from 25 ft
11:05.0,Defensive rebound by J. Parker,,36-28,,
10:51.0,Offensive foul by T. Zeller (drawn by D. Dotson),,36-28,,
10:51.0,Turnover by T. Zeller (offensive foul),,36-28,,
10:51.0,J. Henson enters the game for T. Zeller,,36-28,,
10:41.0,,,36-28,,F. Ntilikina misses 2-pt shot from 22 ft
10:38.0,Defensive rebound by J. Henson,,36-28,,
10:29.0,J. Parker misses 3-pt shot from 25 ft,,36-28,,
10:24.0,,,36-28,,Defensive rebound by J. Jack
10:20.0,,,36-30,2,D. Dotson makes 2-pt shot at rim (assist by J. Jack)
10:04.0,Turnover by J. Parker (bad pass),,36-30,,
9:52.0,,,36-30,,I. Hicks misses 2-pt shot from 1 ft (block by J. Henson)
9:52.0,Defensive rebound by Team,,36-30,,
9:39.0,,,36-30,,Personal foul by I. Hicks (drawn by J. Henson)
9:31.0,J. Henson makes 2-pt shot from 1 ft (assist by B. Jennings),2,38-30,,
9:18.0,,,38-32,2,J. Jack makes 2-pt shot from 5 ft
9:00.0,J. Parker misses 2-pt shot from 3 ft,,38-32,,
8:58.0,,,38-32,,Defensive rebound by D. Dotson
8:53.0,,,38-34,2,I. Hicks makes 2-pt shot at rim (assist by J. Jack)
8:38.0,,,38-34,,Personal foul by I. Hicks (drawn by J. Henson)
8:38.0,,,38-34,,L. Thomas enters the game for I. Hicks
8:38.0,T. Snell enters the game for J. Terry,,38-34,,
8:25.0,J. Henson misses 2-pt shot from 9 ft,,38-34,,
8:23.0,,,38-34,,Defensive rebound by J. Jack
8:14.0,,,38-36,2,D. Dotson makes 2-pt shot from 5 ft (assist by J. Jack)
7:54.0,Shooting foul by L. Thomas (drawn by J. Henson),,38-36,,
7:54.0,J. Henson makes free throw 1 of 2,1,39-36,,
7:54.0,J. Henson misses free throw 2 of 2,,39-36,,
7:51.0,,,39-36,,Defensive rebound by F. Ntilikina
7:47.0,,,39-36,,Turnover by L. Kornet (bad pass)
7:30.0,J. Parker misses 2-pt shot from 1 ft,,39-36,,
7:28.0,,,39-36,,Defensive rebound by L. Thomas
7:24.0,,,39-38,2,J. Jack makes 2-pt shot from 7 ft
7:24.0,,,39-38,,Shooting foul by T. Maker (drawn by J. Jack)
7:24.0,,,39-38,,K. O'Quinn enters the game for L. Kornet
7:24.0,,,39-39,1,J. Jack makes free throw 1 of 1
7:10.0,B. Jennings misses 2-pt shot from 21 ft,,39-39,,
7:06.0,Offensive rebound by J. Henson,,39-39,,
7:04.0,J. Henson misses 2-pt shot from 1 ft,,39-39,,
7:02.0,,,39-39,,Defensive rebound by J. Jack
6:46.0,,,39-39,,F. Ntilikina misses 2-pt shot from 4 ft
6:44.0,Defensive rebound by J. Henson,,39-39,,
6:35.0,T. Snell makes 3-pt shot from 26 ft (assist by B. Jennings),3,42-39,,
6:26.0,,,42-39,,New York full timeout
6:26.0,E. Bledsoe enters the game for B. Jennings,,42-39,,
6:20.0,,,42-41,2,J. Jack makes 2-pt shot from 1 ft
6:00.0,E. Bledsoe makes 2-pt shot from 15 ft,2,44-41,,
5:44.0,,,44-43,2,K. O'Quinn makes 2-pt shot from 21 ft (assist by F. Ntilikina)
5:21.0,J. Parker misses 2-pt shot from 15 ft,,44-43,,
5:19.0,,,44-43,,Defensive rebound by K. O'Quinn
5:11.0,,,44-43,,L. Thomas misses 2-pt shot from 3 ft
5:09.0,Defensive rebound by J. Henson,,44-43,,
5:02.0,T. Maker misses 3-pt shot from 23 ft,,44-43,,
4:59.0,,,44-43,,Defensive rebound by J. Jack
4:54.0,,,44-45,2,J. Jack makes 2-pt shot from 11 ft
4:36.0,J. Henson makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,46-45,,
4:13.0,,,46-47,2,F. Ntilikina makes 2-pt shot at rim
4:04.0,T. Maker misses 3-pt shot from 27 ft,,46-47,,
4:03.0,,,46-47,,Defensive rebound by Team
4:03.0,K. Middleton enters the game for T. Maker,,46-47,,
3:48.0,,,46-47,,J. Jack misses 2-pt shot from 2 ft (block by J. Henson)
3:46.0,Defensive rebound by J. Henson,,46-47,,
3:41.0,J. Parker misses 2-pt shot from 1 ft,,46-47,,
3:37.0,,,46-47,,Defensive rebound by K. O'Quinn
3:34.0,Personal take foul by T. Snell (drawn by K. O'Quinn),,46-47,,
3:25.0,,,46-49,2,K. O'Quinn makes 2-pt shot at rim (assist by J. Jack)
3:18.0,Milwaukee full timeout,,46-49,,
3:08.0,K. Middleton misses 2-pt shot from 11 ft,,46-49,,
3:05.0,,,46-49,,Defensive rebound by K. O'Quinn
2:55.0,,,46-51,2,K. O'Quinn makes 2-pt shot at rim (assist by J. Jack)
2:40.0,E. Bledsoe makes 2-pt shot from 7 ft (assist by K. Middleton),2,48-51,,
2:40.0,Shooting foul by D. Dotson (drawn by E. Bledsoe),,48-51,,
2:40.0,E. Bledsoe makes free throw 1 of 1,1,49-51,,
2:26.0,,,49-51,,L. Thomas misses 2-pt shot from 15 ft
2:22.0,Defensive rebound by E. Bledsoe,,49-51,,
2:11.0,K. Middleton misses 3-pt shot from 22 ft,,49-51,,
2:08.0,Offensive rebound by E. Bledsoe,,49-51,,
2:06.0,E. Bledsoe misses 3-pt shot from 26 ft,,49-51,,
2:02.0,Offensive rebound by J. Henson,,49-51,,
2:02.0,J. Henson makes 2-pt shot from 1 ft,2,51-51,,
1:47.0,,,51-51,,J. Jack misses 2-pt shot from 16 ft
1:43.0,,,51-51,,Offensive rebound by D. Dotson
1:33.0,Personal foul by J. Henson (drawn by K. O'Quinn),,51-51,,
1:23.0,,,51-51,,J. Jack misses 2-pt shot from 15 ft
1:21.0,,,51-51,,Offensive rebound by K. O'Quinn
1:20.0,,,51-51,,K. O'Quinn misses 2-pt shot from 1 ft (block by J. Henson)
1:18.0,Defensive rebound by E. Bledsoe,,51-51,,
1:15.0,K. Middleton makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,53-51,,
0:56.0,Personal foul by E. Bledsoe (drawn by J. Jack),,53-51,,
0:56.0,,,53-52,1,J. Jack makes free throw 1 of 2
0:56.0,,,53-53,1,J. Jack makes free throw 2 of 2
0:37.0,Turnover by J. Parker (bad pass; steal by D. Dotson),,53-53,,
0:33.0,,,53-55,2,D. Dotson makes 2-pt shot at rim
0:28.0,Turnover by E. Bledsoe (bad pass; steal by D. Dotson),,53-55,,
0:09.0,,,53-55,,J. Jack misses 3-pt shot from 26 ft
0:05.0,Defensive rebound by J. Parker,,53-55,,
0:00.0,T. Snell misses 3-pt shot from 22 ft,,53-55,,
0:00.0,Offensive rebound by Team,,53-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,53-55,,Personal foul by C. Lee (drawn by K. Middleton)
11:37.0,E. Bledsoe makes 2-pt shot from 18 ft,2,55-55,,
11:14.0,,,55-55,,T. Burke misses 3-pt shot from 25 ft
11:10.0,Defensive rebound by T. Snell,,55-55,,
11:03.0,,,55-55,,Def 3 sec tech foul by K. O'Quinn
11:03.0,K. Middleton makes technical free throw,1,56-55,,
10:59.0,J. Parker makes 3-pt shot from 24 ft (assist by K. Middleton),3,59-55,,
10:34.0,,,59-58,3,K. O'Quinn makes 3-pt shot from 23 ft (assist by T. Burke)
10:15.0,T. Snell misses 3-pt shot from 23 ft,,59-58,,
10:10.0,,,59-58,,Defensive rebound by T. Burke
10:07.0,,,59-60,2,C. Lee makes 2-pt shot from 1 ft (assist by T. Burke)
10:01.0,J. Parker misses 2-pt shot from 1 ft (block by K. O'Quinn),,59-60,,
9:58.0,,,59-60,,Defensive rebound by K. O'Quinn
9:53.0,,,59-62,2,F. Ntilikina makes 2-pt shot from 1 ft (assist by T. Burke)
9:52.0,Milwaukee full timeout,,59-62,,
9:39.0,T. Snell misses 3-pt shot from 25 ft,,59-62,,
9:35.0,Offensive rebound by K. Middleton,,59-62,,
9:31.0,K. Middleton misses 2-pt shot from 1 ft,,59-62,,
9:31.0,,,59-62,,Defensive rebound by Team
9:14.0,,,59-62,,M. Beasley misses 3-pt shot from 26 ft
9:11.0,Defensive rebound by J. Henson,,59-62,,
9:08.0,J. Parker makes 2-pt shot at rim (assist by E. Bledsoe),2,61-62,,
8:50.0,,,61-62,,T. Burke misses 2-pt shot from 4 ft
8:47.0,,,61-62,,Offensive rebound by K. O'Quinn
8:44.0,,,61-62,,T. Burke misses 2-pt shot from 5 ft
8:41.0,,,61-62,,Offensive rebound by K. O'Quinn
8:33.0,,,61-65,3,F. Ntilikina makes 3-pt shot from 25 ft (assist by K. O'Quinn)
8:14.0,J. Henson misses 2-pt shot from 4 ft (block by K. O'Quinn),,61-65,,
8:10.0,,,61-65,,Defensive rebound by M. Beasley
8:04.0,,,61-65,,C. Lee misses 3-pt shot from 25 ft
8:01.0,Defensive rebound by K. Middleton,,61-65,,
7:55.0,,,61-65,,Personal foul by F. Ntilikina (drawn by K. Middleton)
7:55.0,J. Terry enters the game for J. Parker,,61-65,,
7:44.0,J. Terry makes 3-pt shot from 25 ft (assist by T. Snell),3,64-65,,
7:26.0,,,64-65,,Shooting foul by J. Henson (drawn by M. Beasley)
7:26.0,,,64-66,1,M. Beasley makes free throw 1 of 2
7:26.0,,,64-67,1,M. Beasley makes free throw 2 of 2
7:16.0,K. Middleton misses 2-pt shot from 5 ft (block by M. Beasley),,64-67,,
7:16.0,Offensive rebound by Team,,64-67,,
7:10.0,K. Middleton misses 2-pt shot from 15 ft,,64-67,,
7:08.0,,,64-67,,Defensive rebound by C. Lee
6:48.0,,,64-67,,F. Ntilikina misses 3-pt shot from 25 ft
6:45.0,Defensive rebound by J. Henson,,64-67,,
6:38.0,J. Henson misses 2-pt shot from 3 ft,,64-67,,
6:35.0,,,64-67,,Defensive rebound by T. Burke
6:30.0,,,64-67,,M. Beasley misses 2-pt shot from 1 ft (block by K. Middleton)
6:27.0,,,64-67,,Offensive rebound by K. O'Quinn
6:27.0,,,64-67,,K. O'Quinn misses 2-pt shot from 1 ft (block by T. Snell)
6:27.0,,,64-67,,Offensive rebound by K. O'Quinn
6:22.0,,,64-67,,Shooting foul by E. Bledsoe (drawn by T. Burke)
6:22.0,,,64-68,1,T. Burke makes free throw 1 of 2
6:22.0,,,64-69,1,T. Burke makes free throw 2 of 2
6:04.0,J. Terry misses 2-pt shot from 17 ft,,64-69,,
6:02.0,,,64-69,,Defensive rebound by M. Beasley
5:56.0,,,64-69,,Turnover by T. Burke (bad pass)
5:36.0,E. Bledsoe makes 2-pt shot from 22 ft (assist by T. Snell),2,66-69,,
5:23.0,,,66-69,,Turnover by K. O'Quinn (bad pass; steal by J. Terry)
5:19.0,T. Snell makes 2-pt shot at rim (assist by J. Terry),2,68-69,,
5:19.0,,,68-69,,New York full timeout
5:19.0,,,68-69,,D. Dotson enters the game for F. Ntilikina
5:19.0,T. Zeller enters the game for J. Henson,,68-69,,
5:00.0,,,68-71,2,M. Beasley makes 2-pt shot from 5 ft (assist by K. O'Quinn)
4:33.0,J. Terry misses 3-pt shot from 22 ft,,68-71,,
4:31.0,Offensive rebound by T. Zeller,,68-71,,
4:26.0,E. Bledsoe makes 2-pt shot from 13 ft (assist by T. Zeller),2,70-71,,
4:12.0,,,70-71,,Turnover by T. Burke (bad pass; steal by J. Terry)
4:10.0,,,70-71,,Personal foul by D. Dotson (drawn by J. Terry)
4:10.0,,,70-71,,L. Kornet enters the game for K. O'Quinn
4:10.0,,,70-71,,J. Jack enters the game for T. Burke
4:05.0,K. Middleton misses 2-pt shot from 20 ft,,70-71,,
4:01.0,,,70-71,,Defensive rebound by C. Lee
3:48.0,,,70-73,2,J. Jack makes 2-pt shot from 23 ft (assist by D. Dotson)
3:34.0,E. Bledsoe makes 3-pt shot from 25 ft,3,73-73,,
3:22.0,,,73-73,,L. Kornet misses 3-pt shot from 27 ft
3:19.0,,,73-73,,Offensive rebound by M. Beasley
3:17.0,,,73-73,,M. Beasley misses 2-pt shot from 3 ft
3:14.0,,,73-73,,Offensive rebound by M. Beasley
3:02.0,,,73-73,,J. Jack misses 2-pt shot from 1 ft
2:59.0,Defensive rebound by K. Middleton,,73-73,,
2:59.0,Turnover by K. Middleton (step out of bounds),,73-73,,
2:59.0,J. Parker enters the game for T. Snell,,73-73,,
2:41.0,,,73-73,,M. Beasley misses 3-pt shot from 22 ft
2:38.0,Defensive rebound by J. Parker,,73-73,,
2:35.0,K. Middleton makes 2-pt shot from 2 ft (assist by T. Zeller),2,75-73,,
2:35.0,Shooting foul by D. Dotson (drawn by K. Middleton),,75-73,,
2:35.0,B. Jennings enters the game for E. Bledsoe,,75-73,,
2:35.0,K. Middleton makes free throw 1 of 1,1,76-73,,
2:24.0,,,76-75,2,C. Lee makes 2-pt shot from 20 ft (assist by M. Beasley)
2:14.0,K. Middleton misses 2-pt shot from 18 ft,,76-75,,
2:12.0,,,76-75,,Defensive rebound by M. Beasley
2:06.0,,,76-75,,J. Jack misses 2-pt shot from 4 ft
2:06.0,Defensive rebound by B. Jennings,,76-75,,
1:54.0,Turnover by J. Terry (bad pass; steal by D. Dotson),,76-75,,
1:44.0,,,76-75,,M. Beasley misses 2-pt shot from 9 ft
1:42.0,Defensive rebound by J. Parker,,76-75,,
1:27.0,,,76-75,,Personal foul by L. Kornet (drawn by K. Middleton)
1:27.0,K. Middleton makes free throw 1 of 2,1,77-75,,
1:27.0,,,77-75,,I. Hicks enters the game for M. Beasley
1:27.0,K. Middleton makes free throw 2 of 2,1,78-75,,
1:11.0,,,78-75,,Turnover by L. Kornet (lost ball; steal by J. Parker)
1:03.0,J. Terry misses 3-pt shot from 25 ft,,78-75,,
1:00.0,,,78-75,,Defensive rebound by C. Lee
0:53.0,,,78-77,2,I. Hicks makes 2-pt shot from 1 ft (assist by J. Jack)
0:32.0,B. Jennings makes 2-pt shot from 11 ft (assist by J. Parker),2,80-77,,
0:15.0,Personal foul by T. Zeller (drawn by J. Jack),,80-77,,
0:15.0,T. Maker enters the game for K. Middleton,,80-77,,
0:04.0,,,80-77,,Turnover by I. Hicks (bad pass; steal by J. Terry)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,80-77,,D. Dotson misses 2-pt shot from 20 ft
11:44.0,Defensive rebound by J. Parker,,80-77,,
11:31.0,Shooting foul by L. Kornet (drawn by T. Maker),,80-77,,
11:31.0,T. Maker makes free throw 1 of 2,1,81-77,,
11:31.0,T. Maker makes free throw 2 of 2,1,82-77,,
11:12.0,,,82-77,,C. Lee misses 2-pt shot from 19 ft
11:10.0,Defensive rebound by T. Zeller,,82-77,,
11:03.0,J. Parker misses 2-pt shot from 11 ft,,82-77,,
11:02.0,Offensive rebound by Team,,82-77,,
11:02.0,,,82-77,,Loose ball foul by I. Hicks (drawn by T. Zeller)
11:02.0,,,82-77,,T. Burke enters the game for C. Lee
10:54.0,B. Jennings makes 2-pt shot from 16 ft,2,84-77,,
10:35.0,,,84-79,2,J. Jack makes 2-pt shot from 1 ft
10:19.0,B. Jennings makes 2-pt shot from 4 ft,2,86-79,,
9:54.0,,,86-82,3,D. Dotson makes 3-pt shot from 25 ft (assist by I. Hicks)
9:28.0,T. Maker misses 2-pt shot from 21 ft,,86-82,,
9:25.0,,,86-82,,Defensive rebound by L. Kornet
9:18.0,,,86-85,3,L. Kornet makes 3-pt shot from 26 ft (assist by T. Burke)
9:01.0,B. Jennings misses 3-pt shot from 25 ft,,86-85,,
8:57.0,Offensive rebound by T. Maker,,86-85,,
8:56.0,T. Maker misses 2-pt shot from 1 ft (block by L. Kornet),,86-85,,
8:56.0,Offensive rebound by Team,,86-85,,
8:56.0,,,86-85,,Personal foul by I. Hicks (drawn by T. Maker)
8:47.0,Turnover by T. Maker (out of bounds lost ball),,86-85,,
8:39.0,,,86-85,,T. Burke misses 2-pt shot from 5 ft
8:37.0,Defensive rebound by Team,,86-85,,
8:24.0,B. Jennings makes 2-pt shot from 17 ft,2,88-85,,
8:14.0,Personal foul by T. Maker (drawn by L. Kornet),,88-85,,
8:14.0,K. Middleton enters the game for J. Parker,,88-85,,
8:14.0,,,88-85,,New York full timeout
8:14.0,T. Snell enters the game for J. Terry,,88-85,,
8:07.0,,,88-88,3,L. Kornet makes 3-pt shot from 24 ft (assist by J. Jack)
7:54.0,Turnover by B. Jennings (out of bounds lost ball),,88-88,,
7:41.0,,,88-88,,I. Hicks misses 2-pt shot from 1 ft (block by T. Maker)
7:38.0,Defensive rebound by T. Maker,,88-88,,
7:31.0,T. Zeller makes 2-pt shot at rim (assist by B. Jennings),2,90-88,,
7:20.0,,,90-90,2,D. Dotson makes 2-pt shot from 1 ft (assist by T. Burke)
7:05.0,T. Maker misses 2-pt shot from 2 ft (block by I. Hicks),,90-90,,
7:03.0,,,90-90,,Defensive rebound by L. Kornet
6:55.0,,,90-90,,D. Dotson misses 3-pt shot from 22 ft
6:51.0,Defensive rebound by T. Snell,,90-90,,
6:45.0,T. Zeller makes 2-pt shot from 1 ft (assist by B. Jennings),2,92-90,,
6:32.0,,,92-93,3,J. Jack makes 3-pt shot from 25 ft (assist by I. Hicks)
6:17.0,,,92-93,,Personal foul by L. Kornet (drawn by K. Middleton)
6:17.0,,,92-93,,M. Beasley enters the game for I. Hicks
6:17.0,E. Bledsoe enters the game for T. Maker,,92-93,,
6:17.0,J. Henson enters the game for B. Jennings,,92-93,,
6:17.0,J. Parker enters the game for T. Zeller,,92-93,,
6:08.0,K. Middleton makes 2-pt shot from 13 ft (assist by E. Bledsoe),2,94-93,,
5:51.0,,,94-95,2,M. Beasley makes 2-pt shot from 14 ft
5:41.0,K. Middleton makes 2-pt shot from 16 ft,2,96-95,,
5:26.0,,,96-95,,L. Kornet misses 2-pt shot from 18 ft
5:23.0,Defensive rebound by T. Snell,,96-95,,
5:17.0,J. Henson misses 2-pt shot from 5 ft,,96-95,,
5:13.0,Offensive rebound by J. Parker,,96-95,,
5:12.0,,,96-95,,K. O'Quinn enters the game for L. Kornet
5:02.0,K. Middleton misses 2-pt shot from 11 ft,,96-95,,
5:02.0,,,96-95,,Defensive rebound by K. O'Quinn
4:48.0,,,96-95,,Turnover by J. Jack (bad pass; steal by E. Bledsoe)
4:41.0,T. Snell makes 3-pt shot from 24 ft (assist by E. Bledsoe),3,99-95,,
4:22.0,Personal foul by E. Bledsoe (drawn by T. Burke),,99-95,,
4:22.0,,,99-95,,F. Ntilikina enters the game for D. Dotson
4:22.0,,,99-95,,C. Lee enters the game for J. Jack
4:16.0,,,99-95,,K. O'Quinn misses 2-pt shot from 18 ft
4:12.0,Defensive rebound by J. Parker,,99-95,,
4:07.0,,,99-95,,Personal foul by T. Burke (drawn by E. Bledsoe)
4:07.0,E. Bledsoe makes free throw 1 of 2,1,100-95,,
4:07.0,E. Bledsoe makes free throw 2 of 2,1,101-95,,
3:43.0,,,101-95,,M. Beasley misses 2-pt shot from 19 ft
3:43.0,,,101-95,,Offensive rebound by Team
3:43.0,,,101-95,,Turnover by Team (shot clock)
3:34.0,E. Bledsoe misses 2-pt shot from 1 ft,,101-95,,
3:32.0,,,101-95,,Defensive rebound by K. O'Quinn
3:18.0,,,101-95,,M. Beasley misses 3-pt shot from 26 ft
3:15.0,Defensive rebound by J. Parker,,101-95,,
3:09.0,Shooting foul by F. Ntilikina (drawn by E. Bledsoe),,101-95,,
3:09.0,E. Bledsoe makes free throw 1 of 2,1,102-95,,
3:09.0,E. Bledsoe makes free throw 2 of 2,1,103-95,,
3:09.0,,,103-95,,New York full timeout
2:59.0,,,103-95,,C. Lee misses 2-pt shot from 2 ft
2:57.0,Defensive rebound by J. Henson,,103-95,,
2:52.0,T. Snell misses 3-pt shot from 22 ft,,103-95,,
2:48.0,,,103-95,,Defensive rebound by T. Burke
2:36.0,,,103-95,,K. O'Quinn misses 2-pt shot from 6 ft
